,Concept_ID,sq,uk
822,vier::NUM,katër,чотири
823,fünf::NUM,pesë,п’ять
824,sechs::NUM,gjashtë,шість
825,sieben::NUM,shtatë,сім
826,acht::NUM,tetë,вісім
827,neun::NUM,nëntë,дев’ять
828,zehn::NUM,dhjetë,десять
829,elf::NUM,njëmbëdhjetë,одинадцять
830,zwölf::NUM,dymbëdhjetë,дванадцять
831,zwanzig::NUM,njëzet,двадцять
832,dreißig::NUM,tridhjetë,тридцять
833,vierzig::NUM,dyzet,сорок
834,fünfzig::NUM,pesëdhjetë,п’ятдесят
835,sechzig::NUM,gjashtëdhjetë,шістдесят
836,siebzig::NUM,shtatëdhjetë,сімдесят
837,achtzig::NUM,tetëdhjetë,вісімдесят
838,neunzig::NUM,nëntëdhjetë,дев’яносто
839,hundert::NUM,qind,сто
840,tausend::NUM,mijë,тисяча
841,und::CNJ,e,і
842,und::CNJ,dhe,і
843,oder::CNJ,a,або
844,oder::CNJ,apo,або
845,stehen::V,rri,стояти
846,sitzen::V,rri,сидіти
847,liegen::V,rri shtrirë,лежати
848,hängen::V,varem,висіти
849,werden::V,bëhem,стати
850,werden::V,bëhem,робитися
851,passieren::V,ndodh,трапитися
852,beginnen::V,filloj,початися
853,enden::V,përfundoj,кінчитися
854,wechseln::V,ndërroj,мінятися
855,aufgehen[Sonne]::V,hapem,зійти
856,untergehen[Sonne]::V,hyj,зайти
857,untergehen[Sonne]::V,perëndoj,зайти
858,scheinen[Sonne]::V,ndriçoj,світити
859,donnern::V,gjëmoj,гриміти
860,donnern::V,bubulloj,гриміти
861,wehen::V,fryj,віяти
862,strömen::V,derdh,литися
863,fließen::V,rrjedh,текти
864,sich drehen::V,rrotullohem,обертатися
865,schwanken::V,dyzoj,коливатися
866,schwingen::V,dridhem,хитатися
867,schwingen::V,dridhem,гойдатися
868,fallen::V,bie,падати
869,brennen::V,digjem,горіти
870,rauchen::V,nxjerr tym,диміти
871,regnen::V,bie shi,дощити
872,gefrieren::V,ngrij,змерзнути
873,tauen::V,shkrij,танути
874,schmelzen::V,shkrij,плавитися
875,trocknen::V,thaj,сохнути
876,sieden::V,ziej,кипіти
877,faulen::V,kalbem,гнити
878,faulen::V,prishem,гнити
879,verfaulen::V,kalbem,згнити
880,reißen::V,grisem,рватися
881,reißen::V,shqyhem,рватися
882,versinken::V,humboj,тонути
883,vergehen::V,kaloj,проходити
884,erscheinen::V,dukem,з’явитися
885,verschwinden::V,zhdukem,щезнути
886,verschwinden::V,zhdukem,зникнути
887,sinken::V,ulem,спадати
888,abnehmen::V,pakësohem,поменшитися
889,abnehmen::V,zvogëlohem,поменшитися
890,zunehmen::V,shtohem,збільшуватися
891,steigen::V,rritem,підніматися
892,wachsen::V,rritem,рости
893,glänzen::V,vezulloj,блищати
894,funkeln::V,xixoj,блискати
895,funkeln::V,xixëlloj,блискати
896,lärmen::V,oshtij,шуміти
897,lärmen::V,zhurmoj,шуміти
898,läuten::V,bie,дзвонити
899,klingeln::V,i bie ziles,дзвонити
900,klirren::V,kërcëlloj,дзвякати
901,brausen::V,gjëmoj,бушувати
902,rauschen::V,fëshfërij,шелестіти
903,klingen::V,tingëlloj,лунати
904,klingen::V,tingëlloj,звучати
905,bellen::V,leh,гавкати
906,heulen::V,ulërij,вити
907,blasen::V,fryj,дунути
908,pfeifen::V,fishkëllej,свистіти
909,schreien::V,bërtas,кричати
910,stöhnen::V,rënkoj,стогнати
911,zittern::V,trembem,тремтіти
912,leben::V,rroj,жити
913,leben::V,jetoj,жити
914,geboren werden::V,lind,народитися
915,atmen::V,marr frymë,дихати
916,trinken::V,pi,пити
917,essen::V,ha,їсти
918,schlucken::V,gëlltis,ковтати
919,schlucken::V,kapërdij,ковтати
920,müde werden::V,lodhem,втомитися
921,einschlafen::V,bie të fle,заснути
922,schlafen::V,fle,спати
923,aufwachen::V,zgjohem,прокинутися
924,aufstehen::V,çohem,встати
925,aufstehen::V,ngrihem,встати
926,sich erholen::V,qetësohem,відпочивати
927,sich erholen::V,shtendosem,відпочивати
928,krank werden::V,bie i sëmurë,захворіти
929,krank sein::V,jam i sëmurë,хворіти
930,schmerzen::V,dhemb,боліти
931,husten::V,kollitem,кашляти
932,genesen::V,shërohem,одужати
933,genesen::V,shërohem,видужати
934,sterben::V,vdes,померти
935,umkommen::V,vdes,згинути
936,umkommen::V,mbaroj,згинути
937,sich bewegen::V,shkundem,рухатися
938,sich rühren::V,lëviz,ворушитися
939,sich erheben::V,ngrihem,встати
940,sich setzen::V,ulem,сісти
941,hinfallen::V,gremisem,упасти
942,laufen::V,eci,ходити
943,schreiten::V,çapem,крокувати
944,spazierengehen::V,shëtis,гуляти
945,eilen::V,ngas,спішити
946,sich beeilen::V,nxitoj,поспішати
947,sausen::V,eci shpejt,мчатися
948,rennen::V,vrapoj,бігати
949,springen::V,kërcej,скакати
950,springen::V,kërcej,стрибати
951,klettern::V,hipi,лазити
952,schaukeln::V,kolovitem,гойдатися
953,kriechen::V,zvarritem,повзати
954,schwimmen::V,notoj,пливти
955,schwimmen::V,notoj,плавати
956,tauchen::V,zhytem,пірнати
957,rudern::V,vozis,гребти
958,rudern::V,vozis,веслувати
959,fahren::V,shkoj,їхати
960,fliegen::V,fluturoj,літати
961,gehen::V,eci,іти
962,gehen::V,shkoj,іти
963,weggehen::V,vete,піти
964,abfahren::V,nisem,від’їхати
965,abfahren::V,nisem,відправитися
966,anhalten::V,ndalem,зупинитися
967,hineingehen::V,futem,входити
968,eintreten::V,hyj,увійти
969,kommen::V,vij,прийти
970,ankommen::V,arrij,прибути
971,ankommen::V,mbërrij,прибути
972,zurückkommen::V,kthehem,повернутися
973,bleiben::V,mbetem,залишитися
974,bleiben::V,qëndroj,залишитися
975,warten::V,pres,чекати
976,erwarten::V,pres,чекати
977,suchen::V,kërkoj,шукати
978,finden::V,gjej,знайти
979,versuchen::V,mundohem,випробовувати
980,vorbereiten::V,përgatis,підготувати
981,lieben::V,dashuroj,любити
982,mögen::V,dua,любити
983,mögen::V,dua,подобатися
984,lachen::V,qesh,сміятися
985,rühren::V,mallëngjej,розчулити
986,weinen::V,qaj,плакати
987,schimpfen::V,shaj,лаятися
988,sich ärgern::V,bëhem verem,сердитися
989,sich fürchten::V,kam frikë,боятися
990,sich fürchten::V,frikësohem,боятися
991,fürchten::V,kam frikë nga,боятися
992,fliehen::V,arratisem,тікати
993,flüchten::V,iki,утекти
994,sehen::V,shoh,бачити
995,anschauen::V,shikoj,поглянути
996,ansehen::V,shikoj,дивитися на
997,hören::V,dëgjoj,чути
998,zuhören::V,veshtoj,слухати
999,probieren::V,provoj,покуштувати
1000,riechen::V,nuhas,нюхати
1001,fühlen::V,ndiej,відчувати
1002,scheinen::V,ndriçoj,здаватися
1003,zu sehen sein::V,dukem,виднітися
1004,vernehmen::V,dëgjoj,почути
1005,frieren::V,mërdhij,мерзнути
1006,tun::V,bëj,робити
1007,können::V,mund,могти
1008,wollen::V,dua,хотіти
1009,wollen::V,dëshiroj,хотіти
1010,anfangen::V,filloj,почати
1011,beenden::V,kryej,закінчити
1012,beenden::V,mbaroj,закінчити
1013,aufhören::V,pushoj,перестати
1014,gelingen::V,më shkon mbarë,вдатися
1015,geraten::V,del,опинитися
1016,öffnen::V,hap,відкрити
1017,schließen::V,mbyll,закрити
1018,stellen::V,vë,поставити
1019,setzen::V,vë,посадити
1020,legen::V,vë,класти
1021,berühren::V,rrok,чіпати
1022,verbinden::V,bashkoj,зв’язати
1023,bedecken::V,mbuloj,покрити
1024,aufhängen::V,var,повісити
1025,anzünden::V,ndez,запалити
1026,aufheben::V,ngre,підняти
1027,zurücklassen::V,lë pas,залишити
1028,verlieren::V,humb,загубити
1029,fallen lassen::V,lëshoj,упустити
1030,machen::V,bëj,зробити
1031,herstellen::V,prodhoj,виготовити
1032,bauen::V,ndërtoj,будувати
1033,reparieren::V,ndreq,лагодити
1034,reparieren::V,meremetoj,лагодити
1035,verbessern::V,përmirësoj,поліпшити
1036,ändern::V,ndërroj,змінити
1037,graben::V,gërmoj,копати
1038,beugen::V,kërrus,зігнути
1039,biegen::V,përkul,погнути
1040,drehen::V,dredh,вертіти
1041,drehen::V,rrotulloj,вертіти
1042,wenden::V,kthej,повернути
1043,umdrehen::V,kthej,перевернути
1044,heben::V,ngre,піднімати
1045,hochheben::V,ngre,підняти
1046,ergreifen::V,rrëmbej,схопити
1047,halten::V,mbaj,тримати
1048,drücken::V,shtyp,натискати
1049,schieben::V,shtyj,пхати
1050,schieben::V,shtyj,штовхати
1051,kratzen::V,kruaj,шкребти
1052,kratzen::V,gërvisht,шкребти
1053,lecken::V,lëpij,лизати
1054,beißen::V,kafshoj,кусати
1055,abreißen::V,shkëpus,відірвати
1056,abschneiden::V,cungoj,відрізати
1057,binden::V,lidh,в’язати
1058,stecken::V,fus,увіткнути
1059,stecken::V,ngul,увіткнути
1060,brechen::V,thyej,зламати
1061,klopfen::V,trokas,стукати
1062,hauen::V,godas,бити
1063,kleben::V,ngjis,клеїти
1064,reiben::V,fërkoj,терти
1065,streichen::V,lyej,намазати
1066,schleifen::V,mpreh,точити
1067,schneiden::V,pres,різати
1068,rütteln::V,shkund,хитати
1069,schütteln::V,lëkund,трясти
1070,schwenken::V,valëvit,махати
1071,schütten::V,mbush,налити
1072,füllen::V,mbush,наповнити
1073,einwickeln::V,mbështjell,загорнути
1074,tragen::V,mbaj,нести
1075,tragen::V,mbart,нести
1076,schleppen::V,heq,тягти
1077,schleppen::V,zhgërryej,тягти
1078,ziehen::V,tërheq,тягнути
1079,aufbewahren::V,ruaj,зберігати
1080,werfen::V,hedh,кидати
1081,fangen::V,kap,ловити
1082,packen::V,rrëmbej,схопити
1083,verstecken::V,fsheh,сховати
1084,teilen::V,ndaj,розділити
1085,schicken::V,dërgoj,посилати
1086,bringen::V,sjell,принести
1087,hinzufügen::V,shtoj,додати
1088,bekommen::V,kap,дістати
1089,erhalten::V,marr,одержати
1090,nehmen::V,marr,взяти
1091,wählen::V,zgjedh,вибрати
1092,auswählen::V,përzgjedh,відібрати
1093,bewahren::V,ruaj,зберегти
1094,behindern::V,pengoj,перешкоджати
1095,verderben::V,prish,зіпсувати
1096,beschädigen::V,dëmtoj,зашкодити
1097,zerbrechen::V,thyej,розбити
1098,zerreißen::V,çjerr,розірвати
1099,zerreißen::V,zheloj,розірвати
1100,zerstören::V,prish,зруйнувати
1101,zerstören::V,shkatërroj,зруйнувати
1102,verbrennen::V,djeg,спалити
1103,geben::V,jap,дати
1104,reichen::V,jap,передати
1105,schenken::V,fal,дарувати
1106,schenken::V,dhuroj,дарувати
1107,versprechen::V,premtoj,обіцяти
1108,wünschen::V,uroj,бажати
1109,loben::V,lëvdoj,хвалити
1110,loben::V,lavdëroj,хвалити
1111,küssen::V,puth,цілувати
1112,wiegen::V,tund,качати
1113,zudecken::V,mbuloj,накрити
1114,wecken::V,zgjoj,розбудити
1115,zeigen::V,dëftej,показати
1116,führen::V,çoj,вести
1117,lehren::V,arsej,вчити
1118,unterrichten::V,arsimoj,викладати
1119,aufziehen::V,rris,виховати
1120,leiten::V,udhëheq,керувати
1121,antreiben::V,nxis,підганяти
1122,lassen::V,detyroj,змусити
1123,einladen::V,ftoj,запросити
1124,vereinigen::V,bashkoj,об’єднати
1125,besuchen::V,vizitoj,завітати
1126,besuchen::V,vizitoj,відвідати
1127,treffen::V,ndesh,зустріти
1128,sich versammeln::V,tubohem,зібратися
1129,spielen::V,loz,грати
1130,spielen::V,luaj,грати
1131,singen::V,këndoj,співати
1132,tanzen::V,kërcej,танцювати
1133,tanzen::V,vallëzoj,танцювати
1134,sich trennen::V,ndahem,розлучитися
1135,verlassen::V,braktis,покинути
1136,retten::V,shpëtoj,врятувати
1137,bewachen::V,ruaj,охороняти
1138,schützen::V,ruaj,уберігати
1139,schützen::V,mbroj,уберігати
1140,verteidigen::V,mbroj,захистити
1141,sich schlagen::V,zihem,битися
1142,sich schlagen::V,zihem,дратися
1143,schießen::V,shtie,стріляти
1144,siegen::V,fitoj,перемогти
1145,siegen::V,ngadhënjej,перемогти
1146,ärgern::V,zemëroj,сердити
1147,schlagen::V,rrah,ударити
1148,schlagen::V,godas,ударити
1149,treten::V,shtyj,штовхати
1150,treten::V,shtyj më këmbë,штовхати
1151,stechen::V,ther,вколоти
1152,stechen::V,shpoj,вколоти
1153,stoßen::V,shtyj,штовхнути
1154,stehlen::V,vjedh,украсти
1155,stören::V,pengoj,перешкодити
1156,belästigen::V,bezdis,докучати
1157,verbergen::V,fsheh,сховати
1158,täuschen::V,mashtroj,обдурити
1159,betrügen::V,kobis,зшахраювати
1160,töten::V,vras,убити
1161,wohnen::V,banoj,жити
1162,wohnen::V,banoj,мешкати
1163,arbeiten::V,punoj,працювати
1164,arbeiten::V,vardoj,працювати
1165,sammeln::V,mbledh,зібрати
1166,sammeln::V,grumbulloj,зібрати
1167,pflücken::V,vjel,зривати
1168,pflücken::V,mbledh,зривати
1169,jagen::V,gjuaj,полювати
1170,fischen::V,peshkoj,рибалити
1171,fischen::V,gjuaj peshk,рибалити
1172,fassen::V,zë,піймати
1173,hüten::V,kullos,пасти
1174,treiben::V,vë përpara,гнати
1175,anbinden::V,lidh,прив’язати
1176,füttern::V,grazhdoj,годувати
1177,füttern::V,grazhdoj,харчувати
1178,melken::V,mjel,доїти
1179,hacken::V,grij,рубати
1180,gießen::V,ujis,полити
1181,reifen::V,piqem,дозріти
1182,zubereiten::V,gatuaj,зготовити
1183,zubereiten::V,gatuaj,приготувати
1184,kochen::V,ziej,варити
1185,kochen::V,ziej,готувати
1186,backen::V,pjek,пекти
1187,backen::V,furroj,пекти
1188,braten::V,fërgoj,смажити
1189,braten::V,tiganis,смажити
1190,umrühren::V,trazoj,переміщати
1191,stricken::V,thur,в’язати
1192,nähen::V,qep,шити
1193,färben::V,ngjyej,пофарбувати
1194,färben::V,bojatis,пофарбувати
1195,reinigen::V,qëroj,очистити
1196,reinigen::V,pastroj,очистити
1197,waschen::V,laj,мити
1198,waschen::V,finjos,мити
1199,abwischen::V,fshij,витерти
1200,spülen::V,kulloj,полоскати
1201,fegen::V,fshij,підмітати
1202,kehren::V,fshij,мести
1203,baden::V,lahem,купатися
1204,sich waschen::V,lahem,митися
1205,ausziehen::V,heq,зняти
1206,ausziehen::V,zbath,зняти
1207,anziehen::V,vesh,надіти
1208,anziehen::V,mbath,надіти
1209,sich anziehen::V,vishem,одягтися
1210,sich anziehen::V,vishem,одягнутися
1211,kämmen::V,kreh,зачесати
1212,schmücken::V,hijeshoj,оздобити
1213,sagen::V,them,сказати
1214,sprechen::V,flas,говорити
1215,reden::V,fjalos,розмовляти
1216,reden::V,fjalëtoj,розмовляти
1217,sich unterhalten::V,bisedoj,бесідувати
1218,fragen::V,pyes,запитати
1219,bitten::V,lus,просити
1220,bitten::V,lutem,просити
1221,erzählen::V,rrëfej,розповісти
1222,mitteilen::V,kumtoj,повідомити
1223,nennen::V,quaj,назвати
1224,rufen::V,thërras,кликати
1225,prahlen::V,mburrem,хвалитися
1226,prahlen::V,kapardisem,хвалитися
1227,übersetzen::V,përkthej,перекласти
1228,denken::V,mendoj,думати
1229,denken::V,mendoj,мислити
1230,glauben::V,besoj,вірити
1231,bemerken::V,vërej,помітити
1232,erkennen::V,njoh,пізнати
1233,erkennen::V,shquaj,пізнати
1234,begreifen::V,marr vesh,осягнути
1235,verstehen::V,marr vesh,почути
1236,lernen::V,mësoj,навчатися
1237,wissen::V,di,знати
1238,sich erinnern an::V,kujtoj,пам’ятати
1239,vergessen::V,harroj,забути
1240,messen::V,mas,міряти
1241,zählen::V,njeh,лічити
1242,rechnen::V,llogaris,рахувати
1243,lesen::V,lexoj,читати
1244,lesen::V,këndoj,читати
1245,malen::V,lyej,малювати
1246,zeichnen::V,vizatoj,рисувати
1247,schreiben::V,shkruaj,писати
1248,besitzen::V,kam,мати
1249,kaufen::V,blej,купити
1250,verkaufen::V,shes,продати
1251,bezahlen::V,paguaj,заплатити
1252,zahlen::V,paguaj,платити
1253,beherrschen::V,zotëroj,володіти
1254,ertragen::V,duroj,витерпіти
