,Concept_ID,ka,kn
527,Frühling::N,გაზაფხული,ವಸಂತ
528,Sommer::N,ზაფხული,ಬಿಸಿಲುಕಾಲ
529,Herbst::N,შემოდგომა,ಶರತ್ಕಾಲ
530,Winter::N,ზამთარი,ಚಳಿಗಾಲ
531,Januar::N,იანვარი,ನಾಲ್ಚಳಿ
532,Februar::N,თებერვალი,ಅಯ್ಚಳಿ
533,März::N,მარტი,ಮೊಬ್ಬೇಸಿಗೆ
534,April::N,აპრილი,ಇಬ್ಬೇಸಿಗೆ
535,Mai::N,მაისი,ಮುಬ್ಬೇಸಿಗೆ
536,Juni::N,ივნისი,ಮೊಮ್ಮಳೆ
537,Juli::N,ივლისი,ಇಮ್ಮಳೆ
538,August::N,აგვისტო,ಮುಮ್ಮಳೆ
539,September::N,სექტემბერი,ನಾಲ್ಮಳೆ
540,Oktober::N,ოქტომბერი,ಮೊಚ್ಚಳಿ
541,November::N,ნოემბერი,ಇಚ್ಚಳಿ
542,Dezember::N,დეკემბერი,ಮುಚ್ಚಳಿ
543,Montag::N,ორშაბათი,ಸೋಮುವಾರ
544,Dienstag::N,სამშაბათი,ಮಂಗಳವಾರ
545,Mittwoch::N,ოთხშაბათი,ಬುಧವಾರ
546,Donnerstag::N,ხუთშაბათი,ಗುರುವಾರ
547,Freitag::N,პარასკევი,ಶುಕ್ರವಾರ
548,Samstag::N,შაბათი,ಶನಿವಾರ
549,Sonntag::N,კვირა,ಭಾನುವಾರ
550,groß::A,დიდი,ದೊಡ್ಡ
551,klein::A,მცირე,ಪುಟ್ಟ
552,klein::A,პატარა,ಪುಟ್ಟ
553,lang::A,გრძელი,ದೀರ್ಘ
554,kurz::A,მოკლე,ಚಕ್ಕ
555,breit::A,ფართო,ಅಗಲವಾದ
556,breit::A,განიერი,ಅಗಲವಾದ
557,schmal::A,ვიწრო,ಇಕ್ಕಟ್ಟಾದ
558,schmal::A,წვრილი,ಇಕ್ಕಟ್ಟಾದ
559,dicht::A,მჭიდრო,ದಟ್ಟ
560,dick[Gegenstand]::A,სქელი,ದಟ್ಟ
561,dünn::A,წვრილი,ತೆಳು
562,fein::A,თხელი,ಕೋಮಲ
563,fest::A,მყარი,ಘನ
564,flach::A,ბრტყელი,ಚಪ್ಪಟೆ
565,glatt::A,გლუ,ನಯ
566,hart::A,მაგარი,ಗಟ್ಟಿ
567,weich::A,რბილი,ಮೃದುವಾದ
568,rund::A,მრგვალი,ವರ್ತುಳ
569,spitz::A,წვეტიანი,ಮೊನಚಾದ
570,scharf::A,მჭრელი,ತೀಕ್ಷ್ಣ
571,stumpf::A,ბლაგვი,ಮೊಂಡು
572,schwer::A,მძიმე,ಭಾರಿ
573,schön::A,ლამაზი,ಸುಂದರ
574,heiß::A,ცხელი,ಬಿಸಿ
575,warm::A,თბილი,ಬಿಸಿ
576,kalt::A,ცივი,ತಣ್ಣನೆಯ
577,kühl::A,გრილი,ತಂಪಾದ
578,frisch::A,სუფთა,ನಿರ್ಮಲ
579,feucht::A,ნოტიო,ಒದ್ದೆಯಾದ
580,nass::A,სველი,ಒದ್ದೆಯಾದ
581,trocken::A,მშრალი,ಶುಷ್ಕ
582,voll::A,სავსე,ತುಂಬಿದ
583,leer::A,ცარიელი,ಖಾಲಿ
584,offen::A,ღია,ಮುಚ್ಚಲ್ಲದ
585,offen::A,გაშლილი,ಮುಚ್ಚಲ್ಲದ
586,geschlossen::A,დახურული,ಮುಚ್ಚಿದ
587,sauber::A,სუფთა,ಶುದ್ಧ
588,sauber::A,წმინდა,ಶುದ್ಧ
589,schmutzig::A,ტალახიანი,ಅಶುದ್ಧ
590,roh::A,უმი,ಹಸಿ
591,reif::A,მწიფე,ಹಣ್ಣಾದ
592,lecker::A,გემრიელი,ಗುಚಿಕರ
593,süß::A,ტკბილი,ಸಿಹಿ
594,bitter::A,მწარე,ಕಹಿ
595,sauer::A,მჟავე,ಹುಳಿಯಾದ
596,hell::A,ნათელი,ಹೊಳೆಯುವ
597,dunkel::A,ბნელი,ಮಬ್ಬಾದ
598,schwarz::A,შავი,ಕಪ್ಪು
599,weiß::A,თეთრი,ಬಿಳಿಯ
600,rot::A,წითელი,ಕೆಂಪು
601,gelb::A,ყვითელი,ಹಳದಯ
602,blau::A,ლურჯი,ನೀಲ
603,blau::A,ცისფერი,ನೀಲ
604,grün::A,მწვანე,ಕಾಯಾದ
605,grau::A,რუხი,ಬೂದುಬಣ್ಣದ
606,grau::A,ნაცრისფერი,ಬೂದುಬಣ್ಣದ
607,bunt::A,ჭრელი,ವರ್ಣರಂಜಿತ
608,bunt::A,ფერადი,ವರ್ಣರಂಜಿತ
609,billig::A,იაფი,ಅಗ್ಗ
610,teuer::A,ძვირი,ದುಬಾರಿಯಾದ
611,wertvoll::A,ღირსიანი,ಅಮೂಲ್ಯ
612,blind::A,ბრმა,ಅಂಧ
613,taub::A,ყრუ,ಕಿವುಡಾದ
614,kräftig::A,ძალავანი,ಪ್ರಬಲ
615,stark::A,ძლიერი,ಶಕ್ತಿವಂತ
616,stark::A,ღონიერი,ಶಕ್ತಿವಂತ
617,schwach::A,სუსტი,ದುರ್ಬಲ
618,fett::A,სქელი,ಕೊಬ್ಬಿದ
619,schlank::A,გამხდარი,ತೆಳ್ಳಗಿನ
620,hübsch::A,ეშხიანი,ಅಂದವಾದ
621,hübsch::A,მშვენიერი,ಅಂದವಾದ
622,böse::A,ავი,ಕೆಟ್ಟ
623,böse::A,ბოროტი,ಕೆಟ್ಟ
624,dumm::A,ბოთე,ಮಂದ
625,dumm::A,სულელი,ಮಂದ
626,faul::A,ზანტი,ಆಲಸ
627,faul::A,ზარმაცი,ಆಲಸ
628,fleißig::A,ბეჯითი,ಕಡಗುವ
629,fleißig::A,მუყაითი,ಕಡಗುವ
630,geizig::A,ძუნწი,ಜುಗ್ಗ
631,klug::A,ჭკვიანი,ಚತುರ
632,geschickt::A,მარჯვე,ದಕ್ಷ
633,geschickt::A,გაწაფული,ದಕ್ಷ
634,lieb::A,სატრფიალო,ಪ್ರಿಯ
635,lustig::A,მხიარული,ಖುಷಿಯಾದ
636,sanft::A,ალერსიანი,ಸೌಮ್ಯ
637,sanft::A,გრძნობიერი,ಸೌಮ್ಯ
638,hungrig::A,მშიერი,ಹಸಿದ
639,krank::A,სნეული,ಅಸ್ವಸ್ಥ
640,krank::A,ავადმყოფი,ಅಸ್ವಸ್ಥ
641,nackt::A,ტიტველი,ನಗ್ನ
642,traurig::A,მწუხარე,ದುಃಖಿತ
643,traurig::A,სევდიანი,ದುಃಖಿತ
644,lebendig::A,ცოცხალი,ಜೀವಂತ
645,gut::A,კარგი,ಒಳ್ಳೆಯ
646,schlecht::A,უხეირო,ದುಷ್ಟ
647,richtig::A,ნამდვილი,ಸರಿ
648,schlimm::A,ცუდი,ಅಸಹ್ಯ
649,wahr::A,სწორი,ನಿಜ
650,wahr::A,ჭეშმარიტი,ನಿಜ
651,alt::A,ძველი,ಮುದಿ
652,neu::A,ახალი,ಹೊಸ
653,ehemalig::A,ყოფილი,ಮಾಜೀ
654,alt[Lebewesen]::A,ბებერი,ವೃದ್ಧ
655,jung::A,ნორჩი,ಎಳ
656,jung::A,ახალგაზრდა,ಎಳ
657,arm::A,ღარიბი,ಬಡ
658,reich::A,მდიდარი,ಶ್ರೀಮಂತ
659,bekannt::A,ცნობილი,ಅಪ್ತ
660,berühmt::A,გამოჩენილი,ಪ್ರಸಿದ್ಧ
661,fremd::A,უცხო,ಪರಕೀಯ
662,fremd::A,გარეშე,ಪರಕೀಯ
663,verschieden::A,სხვაგვარი,ಬೇರೆ
664,nah::A,ახლო,ಹತ್ತಿರವಾದ
665,fern::A,შორი,ದೂರದ
666,fern::A,შორეული,ದೂರದ
667,linker::A,მარცხენა,ಎಡ
668,rechter::A,მარჯვენა,ಬಲ
669,anderer::A,სხვა,ಇತರ
670,erster::A,პირველი,ಪ್ರಥಮ
671,zweiter::A,მეორე,ದ್ವಿತೀಯ
672,dritter::A,მესამე,ಮೂರನೆಯಜಗತ್ತು
673,letzter::A,ბოლო,ಅಂತ್ಯ
674,letzter::A,უკანასკნელი,ಅಂತ್ಯ
675,allein::ADV,მარტო,ಒಬ್ಬನೇ
676,auf einmal::ADV,ერთდროულად,ಒಡನೆ
677,zusammen::ADV,ერთად,ಒಟ್ಟಿಗೆ
678,lange::ADV,დიდხანს,ದೀರ್ಘ
679,plötzlich::ADV,მოულოდნელად,ಅನಾಮತ್ತು
680,sofort::ADV,ახლავე,ಜಾಗ್ರತೆ
681,später::ADV,მოგვიანებით,ತರುವಾಯ
682,jetzt::ADV,ახლა,ಈಗ
683,heute::ADV,დღეს,ಇಂದು
684,morgen::ADV,ხვალ,ನಾಳೆ
685,bald::ADV,მალე,ಬೇಗ
686,dann::ADV,მერე,ಆಗ
687,gestern::ADV,გუშინ,ನಿನ್ನೆ
688,einst::ADV,ოდესღაც,ಪೂರ್ವದಲ್ಲಿ
689,damals::ADV,მაშინ,ಆಗ
690,danach::ADV,მერმე,ಆಮೇಲೆ
691,danach::ADV,შემდეგ,ಆಮೇಲೆ
692,vorher::ADV,ადრე,ಮುಂಚೆ
693,vorher::ADV,წინათ,ಮುಂಚೆ
694,zuerst::ADV,ჯერ,ಮೊದಲಿಗೆ
695,einmal::ADV,ერთხელ,ಒಮ್ಮೆ
696,manchmal::ADV,ხან,ಆಗಾಗ
697,manchmal::ADV,ზოგჯერ,ಆಗಾಗ
698,oft::ADV,ხშირად,ಅನೇಕಸಲ
699,immer::ADV,მუდამ,ಯಾವಾಗಲೂ
700,immer::ADV,ყოველთვის,ಯಾವಾಗಲೂ
701,niemals::ADV,არასდროს,ಯಾವಾಗಲೂ ಇಲ್ಲ
702,hier::ADV,აქ,ಇಲ್ಲಿ
703,hierhin::ADV,აქეთ,ಇತ್ತ
704,von hier::ADV,აქედან,ಇಲ್ಲಿಂದ
705,dort::ADV,იქ,ಅಲ್ಲಿ
706,dorthin::ADV,იქით,ಅಲ್ಲಿಗೆ
707,geradeaus::ADV,პირდაპირ,ಸೀದಾ
708,vorwärts::ADV,წინ,ಮುನ್ನೆಡೆವ
709,rückwärts::ADV,უკან,ಹಿಂದುಗಡೆಗೆ
710,zurück::ADV,უკანვე,ಹಿಂದಕ್ಕೆ
711,unten::ADV,დაბლა,ಕೆಳಗೆ
712,unten::ADV,ქვევით,ಕೆಳಗೆ
713,hinab::ADV,ძირს,ಕೆಳಕ್ಕೆ
714,oben::ADV,ზემოთ,ಮೇಲೆ
715,hinauf::ADV,ზევით,ಮೇಲಕ್ಕೆ
716,überall::ADV,ყველგან,ಎಲ್ಲಸ್ಥಳಗಳು
717,nicht::ADV,არ,ಇಲ್ಲ
718,nicht::ADV,არ,ಅಲ್ಲ
719,ein wenig::ADV,ცოტა,ತುಸು
720,kaum::ADV,ძლივს,ಕಠಿನವಾಗಿ
721,sehr::ADV,მეტად,ಬಹು
722,sehr::ADV,ძალიან,ಬಹು
723,so::ADV,ისე,ಅಷ್ಟು
724,noch::ADV,ჯერ,ಇನ್ನು
725,nur::ADV,მხოლოდ,ಕೇವಲ
726,schon::ADV,უკვე,ಆಗಲೇ
727,wieder::ADV,ისევ,ಪುನಃ
728,wieder::ADV,კიდევ,ಪುನಃ
729,vergebens::ADV,ამაოდ,ನಿಷ್ಫಲವಾಗಿ
730,vergebens::ADV,ტყუილად,ನಿಷ್ಫಲವಾಗಿ
731,vor::PRP,წინ,ಮುಂದೆ
732,hinter::PRP,უკან,ಹಿಂದ
733,hinter::PRP,მიღმა,ಹಿಂದ
734,unter::PRP,ქვეშ,ಕೆಳ
735,unter::PRP,ქვევით,ಕೆಳ
736,durch::PRP,გავლით,ನೇರವಾಗಿ
737,neben::PRP,გვერდით,ಅಧರ ಬಲಿಕ
738,zwischen::PRP,შუა,ನಡುವೆ
739,zwischen::PRP,შორის,ನಡುವೆ
740,wegen::PRP,გამო,ಅಧಕ್ಕಗಿ
741,wegen::PRP,შედეგად,ಅಧಕ್ಕಗಿ
742,dies::PRN,ეს,ಈ
743,das::PRN,ეგ,ಅದು
744,alles::PRN,ყველაფერი,ಎಲ್ಲ
745,ich::PRN,მე,ನಾನು
746,du::PRN,შენ,ನೀನು
747,er::PRN,ის,ಅವನು
748,er::PRN,ის,ಇವನು
749,er::PRN,იგი,ಅವನು
750,er::PRN,იგი,ಇವನು
751,wir::PRN,ჩვენ,ನಾವು
752,ihr::PRN,თქვენ,ನೀವು
753,sie::PRN,ისინი,ಅವರು
754,was::FPRN,რა,ಏನು
755,wer::FPRN,ვინ,ಯಾರಿಗೆ
756,wo::FADV,სად,ಎಲ್ಲಿ
757,wohin::FADV,საით,ಎಲ್ಲಿಗೆ
758,wie::FADV,როგორ,ಹೇಗೆ
759,warum::FADV,რაზე,ಏಕೆ
760,warum::FADV,რატომ,ಏಕೆ
761,wieviel::FNUM,რამდენი,ಎಷ್ಟು
762,eins::NUM,ერთი,ಒಂದು
763,zwei::NUM,ორი,ಎರಡು
764,drei::NUM,სამი,ಮೂರು
765,vier::NUM,ოთხი,ನಾಲ್ಕು
766,fünf::NUM,ხუთი,ಅಯ್ದು
767,sechs::NUM,ექვსი,ಆರು
768,sieben::NUM,შვიდი,ಏಳು
769,acht::NUM,რვა,ಎಂಟು
770,neun::NUM,ცხრა,ಒಂಭಬತ್ತು
771,zehn::NUM,ათი,ಹತ್ತು
772,elf::NUM,თერთმეტი,ಹನ್ನೊಂದು
773,zwölf::NUM,თორმეტი,ಹನ್ನೆರಡು
774,zwanzig::NUM,ოცი,ಇಪ್ಪತ್ತು
775,dreißig::NUM,ოცდაათი,ಮೂವತ್ತು
776,vierzig::NUM,ორმოცი,ನಲವತ್ತು
777,fünfzig::NUM,ორმოცდაათი,ಐವತ್ತು
778,sechzig::NUM,სამოცი,ಅರುವತ್ತು
779,siebzig::NUM,სამოცდაათი,ಎಪ್ಪತ್ತು
780,achtzig::NUM,ოთხმოცი,ಎಂಬತ್ತು
781,neunzig::NUM,ოთხმოცდაათი,ತೊಂಬತ್ತು
782,hundert::NUM,ასი,ನೂರು
783,tausend::NUM,ათასი,ಸಾವಿರ
784,und::CNJ,და,ಮತ್ತು
785,oder::CNJ,ან,ಅಥವಾ
786,stehen::V,დგას,ನಿಲ್ಲು
787,sitzen::V,ზის,ಕುಳ್ಳಿರು
788,liegen::V,აწევს,ಮಲಗಿಕೊ
789,hängen::V,კიდია,ಇಳಿಯಬಿಡು
790,werden::V,გახდება,ಆಗು
791,passieren::V,მოხდება,ಆಗು
792,beginnen::V,იწყება,ಆರಂಭಿಸು
793,enden::V,გათავდება,ಕೊನೆಗಾಣು
794,wechseln::V,იცვლება,ಮಾರ್ಪಡಿಸು
795,aufgehen[Sonne]::V,ამოდის,ಮೂಡು
796,untergehen[Sonne]::V,ჩადის,ಮುಳುಗು
797,scheinen[Sonne]::V,ანათებს,ಹೊಳೆ
798,donnern::V,ქუხს,ಗುಡುಗಾಗು
799,wehen::V,ქრის,ತೀಡು
800,wehen::V,დაუბერავს,ತೀಡು
801,strömen::V,იღვრება,ಹರಿ
802,fließen::V,დის,ಹರಿ
803,fließen::V,მიედინება,ಹರಿ
804,sich drehen::V,ტრიალებს,ಸುತ್ತು
805,schwanken::V,ირხევა,ಓಲಾಡು
806,schwingen::V,ირხევა,ತೂಗು
807,fallen::V,დავარდება,ಉದುರು
808,brennen::V,იწვის,ಉರಿ
809,rauchen::V,ბოლავს,ಹೊಗೆಬಿಡು
810,rauchen::V,აბოლებს,ಹೊಗೆಬಿಡು
811,regnen::V,წვიმს,ಸುರಿ
812,gefrieren::V,იყინება,ಹೆಪ್ಪುಗಟ್ಟು
813,tauen::V,დნება,ಬೆಚ್ಚಗಾಗು
814,schmelzen::V,დნება,ಕರಗು
815,trocknen::V,გაშრება,ಒಣಗು
816,sieden::V,დუღს,ಕುದಿ
817,faulen::V,ლპება,ಕೊಳೆ
818,verfaulen::V,ლპება,ನಶಿಸು
819,reißen::V,დაიხევა,ಒಡೆ
820,versinken::V,ეფლობა,ಮುಳುಗು
821,versinken::V,ჩაიძირება,ಮುಳುಗು
822,vergehen::V,გადის,ಸಾಗು
823,erscheinen::V,გამოჩნდება,ತೋರು
824,verschwinden::V,გააქრება,ಮಾಯವಾಗು
825,verschwinden::V,დაიკარგება,ಮಾಯವಾಗು
826,sinken::V,დაიწევს,ಕುಸಿ
827,abnehmen::V,შემცირდება,ತಗ್ಗು
828,zunehmen::V,გასუქდება,ಬೆಳೆ
829,steigen::V,მოიმატებს,ಉಬ್ಬು
830,wachsen::V,იზრდება,ಬೆಳೆ
831,wachsen::V,მრავლდება,ಬೆಳೆ
832,glänzen::V,ბრწყინავს,ಮಿರುಗು
833,funkeln::V,კაშკაშებს,ಮಿನುಗು
834,lärmen::V,ხმაურობს,ಶಬ್ದ ಮಾಡಲು
835,läuten::V,დარეკავს,ಬಾರಿಸು
836,klingeln::V,დარეკავს,ಅನುರಣಿಸು
837,klirren::V,დააწკარუნებს,ಕಿಣಿಕಿಣಿಸು
838,brausen::V,ბობოქრობს,ಅಬ್ಬರಿಸು
839,rauschen::V,შრიალებს,ಮರ್ಮರಗುಟ್ಟಿಸು
840,klingen::V,ხმას გამოსცემს,ಉಸಿರು
841,bellen::V,უყეფს,ಬಗುಳು
842,heulen::V,ღმუის,ಅರಚು
843,blasen::V,დაუბერავს,ಗಾಳಿ ಊದು
844,pfeifen::V,უსტვენს,ಸಿಳ್ಳೆಯೂದು
845,schreien::V,ყვირის,ಕರೆ
846,stöhnen::V,კვნესის,ನರಳು
847,zittern::V,აძაგძაგებს,ನಡುಗು
848,leben::V,ცოცხლობს,ಇರು
849,geboren werden::V,იშვება,ಉಂಟಾಗು
850,geboren werden::V,იბადება,ಉಂಟಾಗು
851,atmen::V,სუნთქავს,ಉಸಿರು
852,trinken::V,სვამს,ಕುಡಿ
853,trinken::V,დალევს,ಕುಡಿ
854,essen::V,შეჭამს,ತಿನ್ನು
855,schlucken::V,ყლაპავს,ನುಂಗು
856,müde werden::V,დაიქანცება,ಬಳಲು
857,einschlafen::V,დაიძინებს,ನಿದ್ಧೆಹೋಗು
858,schlafen::V,სძინავს,ನಿದ್ರಿಸು
859,aufwachen::V,გაიღვიძებს,ಏಳು
860,aufstehen::V,ადგება,ಏಳು
861,sich erholen::V,დაისვენებს,ಸುಧಾರಿಸು
862,krank werden::V,ავად გახდება,ಬೇನೆಬೀಳು
863,krank sein::V,ავადმყოფობს,ಕೆಟ್ಟ ಎಂದು
864,schmerzen::V,სტკივა,ಕಚ್ಚು
865,husten::V,ახველებს,ಕೆಮ್ಮು
866,genesen::V,მორჩება,ಮತ್ತೆಹೊದಿಸು
867,sterben::V,კვდება,ಮೃತಪಡು
868,umkommen::V,დაიღუპება,ಹಾಳಾಗು
869,sich bewegen::V,იძვრის,ಚಲಿಸು
870,sich bewegen::V,მოძრაობს,ಚಲಿಸು
871,sich rühren::V,გაინძრევა,ಕದಲು
872,sich erheben::V,ადგება,ಏಳು
873,sich setzen::V,დაჯდება,ಕೂರು
874,hinfallen::V,დაეცემა,ಬೀಳು
875,laufen::V,დადის,ನಡೆ
876,schreiten::V,აბიჯებს,ಮೆಲ್ಲಗೆ ನಡೆ
877,spazierengehen::V,დასეირნობს,ವಿಹರಿಸು
878,eilen::V,მიიჩქარის,ಮುನ್ನುಗ್ಗು
879,sich beeilen::V,აჩქარდება,ಆತುರಪಡು
880,sausen::V,მიქრის,ಒಗೆ
881,rennen::V,დარბის,ಓಡು
882,springen::V,ხტის,ಜಿಗಿ
883,klettern::V,ძვრება,ಏರು
884,schaukeln::V,ქანაობს,ತೂಗು
885,kriechen::V,დაბობღავს,ತೆವಳು
886,schwimmen::V,ცურავს,ಈಜು
887,tauchen::V,ჩაიძირება,ಕೆಳಗಿಳಿ
888,rudern::V,ნიჩაბს უსვამს,ಸಾಗಿಸು
889,fahren::V,დადის,ನಡೆಸು
890,fahren::V,მგზავრობს,ನಡೆಸು
891,fliegen::V,იფრენს,ಹಾರು
892,fliegen::V,გაფრინდება,ಹಾರು
893,gehen::V,მიდის,ಹೋಗು
894,weggehen::V,წამოდის,ಹೊರಡು
895,abfahren::V,მიემგზავრება,ತೆರಳು
896,anhalten::V,ჩერდება,ನಿಲ್ಲು
897,hineingehen::V,შედის,ಒಳಹೊಗು
898,eintreten::V,შედის,ಒಳಹೊಗು
899,kommen::V,მოდის,ಬರು
900,ankommen::V,ჩადის,ಬರು
901,zurückkommen::V,დაბრუნდება,ಹಿಂದಿರುಗು
902,bleiben::V,დარჩება,ಇರು
903,warten::V,ელოდება,ಇರು
904,erwarten::V,ელის,ನಿರೀಕ್ಷಿಸು
905,erwarten::V,დაიცდის,ನಿರೀಕ್ಷಿಸು
906,suchen::V,ეძებს,ಹುಡುಕು
907,suchen::V,მოძებნის,ಹುಡುಕು
908,finden::V,მიაგნებს,ಕಂಡುಕೊ
909,finden::V,გამოძებნის,ಕಂಡುಕೊ
910,versuchen::V,ცდის,ಪ್ರಯತ್ನಿಸು
911,versuchen::V,ცდილობს,ಪ್ರಯತ್ನಿಸು
912,vorbereiten::V,მოამზადებს,ಸಿದ್ಧವಾಗು
913,lieben::V,უყვარს,ಪ್ರೀತಿಸು
914,mögen::V,ეტრფის,ಇಷ್ಟಪಡು
915,lachen::V,იცინის,ನಗು
916,rühren::V,გულს აუჩუყებს,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
917,weinen::V,ტირის,ಅಳು
918,schimpfen::V,შეიგინება,ಗೊಣಗು
919,sich ärgern::V,გაბრაზობს,ಗಣಗಾಡು
920,sich fürchten::V,შიშობს,ನಡುಗು
921,fürchten::V,ფრთხილობს,ಹೆದರು
922,fliehen::V,გაიქცევა,ಓಡಿಹೋಗು
923,flüchten::V,გაიქცევა,ಪಾರಾಗು
924,sehen::V,ხედავს,ಕಾಣು
925,anschauen::V,ნახავს,ನೋಡು
926,ansehen::V,უყურებს,ನಿರೀಕ್ಷಿಸು
927,hören::V,ისმენს,ಕೇಳು
928,zuhören::V,მოისმენს,ಆಲಿಸು
929,probieren::V,გასინჯავს,ರುಚಿ ನೋಡು
930,riechen::V,ყნოსავს,ಮೂಸು
931,fühlen::V,გრძნობს,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
932,scheinen::V,ეჩვენება,ತೋರು
933,zu sehen sein::V,მოჩანს,ಕಾಣಿಸು
934,vernehmen::V,გაიგებს,ಕೇಳು
935,frieren::V,იყინება,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
936,tun::V,აკეთებს,ಮಾಡು
937,können::V,შეიძლება,ಮಾಡಬಲ್ಲ
938,wollen::V,უნდა,ಬಯಸು
939,anfangen::V,დაიწყებს,ಪ್ರಾರಂಭಿಸು
940,beenden::V,ამთავრებს,ನಿಲ್ಲಿಸು
941,aufhören::V,შეწყვეტს,ಮುಗಿಸು
942,gelingen::V,მოახერხებს,ಯಶಸ್ವಿಯಾಗು
943,geraten::V,გამოდის,ಉತ್ಪತ್ತಿಮಾಡು
944,öffnen::V,გახსნის,ತೆರೆ
945,schließen::V,ხურავს,ಮುಚ್ಚು
946,schließen::V,დაკეტავს,ಮುಚ್ಚು
947,stellen::V,დადგამს,ಇಕ್ಕು
948,setzen::V,დასვამს,ಇಡು
949,legen::V,დადებს,ಇಡು
950,berühren::V,შეახებს,ತಾಕು
951,berühren::V,მიაკარებს,ತಾಕು
952,verbinden::V,შეაერთებს,ಕೂಡಿಸು
953,bedecken::V,გადააფარებს,ಮುಚ್ಚು
954,aufhängen::V,დაკიდებს,ತೂಗುಹಾಕು
955,anzünden::V,დაანთებს,ಹತ್ತಿಸು
956,anzünden::V,მოუკიდებს,ಹತ್ತಿಸು
957,aufheben::V,აიღებს,ಆಯಿ
958,aufheben::V,აიყვანს,ಆಯಿ
959,zurücklassen::V,დატოვებს,ಬಿಡು
960,verlieren::V,დაკარგავს,ಕಳೆ
961,fallen lassen::V,გაუვარდება,ಬೀಳಿಸು
962,machen::V,გააკეთებს,ಮಾಡು
963,machen::V,გამოიწვევს,ಮಾಡು
964,herstellen::V,დაამზადებს,ತಯಾರಿಸು
965,bauen::V,ააშენებს,ಕಟ್ಟು
966,reparieren::V,შეაკეთებს,ಸರಿಪಡಿಸು
967,reparieren::V,გაარემონტებს,ಸರಿಪಡಿಸು
968,verbessern::V,გამოაკეთებს,ತಿದ್ದು
969,verbessern::V,გააუმჯობესებს,ತಿದ್ದು
970,ändern::V,შეცვლის,ಬದಲಾಯಿಸು
971,graben::V,თხრის,ಅಗೆ
972,beugen::V,ხრის,ಬಗ್ಗಿಸು
973,biegen::V,გაღუნავს,ಬಗ್ಗಿಸು
974,drehen::V,ატრიალებს,ತಿರುಗು
975,wenden::V,მოაბრუნებს,ತಿರುಗು
976,umdrehen::V,შეატრიალებს,ತಿರುಗಿಸು
977,heben::V,ასწევს,ಎತ್ತು
978,hochheben::V,აიყვანს,ಎತ್ತು
979,ergreifen::V,სტაცებს,ಆಕ್ರಮಿಸು
980,halten::V,უჭირავს,ಹಿಡಿ
981,drücken::V,დააწვება,ಒತ್ತು
982,schieben::V,მისწევს,ನೂಕು
983,kratzen::V,მოფხანს,ತರಚಿಕೊಳ್ಳು
984,lecken::V,ლოკავს,ನೆಕ್ಕು
985,beißen::V,უკბენს,ಕಚ್ಚು
986,abreißen::V,გლეჯს,ಹರಿ
987,abreißen::V,მოწყვეტს,ಹರಿ
988,abschneiden::V,გაჭრის,ಕತ್ತರಿಸು
989,binden::V,შეკრავს,ಕಟ್ಟು
990,binden::V,გადააბამს,ಕಟ್ಟು
991,stecken::V,ჩაასობს,ಸಿಕ್ಕಿಸು
992,brechen::V,მოიტეხს,ಮುರಿ
993,klopfen::V,აკაკუნებს,ತಟ್ಟು
994,hauen::V,ლეწავს,ಹೊಡೆ
995,kleben::V,წებავს,ಅಂಟಿಸು
996,kleben::V,დააწებებს,ಅಂಟಿಸು
997,reiben::V,დაზელს,ಉಜ್ಜು
998,streichen::V,უსვამს,ಹರಡು
999,schleifen::V,ლესავს,ಮಸೆ
1000,schneiden::V,გაჭრის,ಕತ್ತರಿಸು
1001,rütteln::V,არხევს,ಕುಲುಕಿಸು
1002,schütteln::V,არყევს,ಅಲುಗಿಸು
1003,schütteln::V,ანძრევს,ಅಲುಗಿಸು
1004,schwenken::V,აქნევს,ತೂಗಾಡು
1005,schütten::V,ღვრის,ಎರೆ
1006,schütten::V,დააქცევს,ಎರೆ
1007,füllen::V,გაავსებს,ತುಂಬಿಸು
1008,einwickeln::V,შეახვევს,ಹೊದಿಸು
1009,tragen::V,მიიტანს,ಹೊರು
1010,schleppen::V,მიათრევს,ಜಗ್ಗು
1011,ziehen::V,წევს,ಎಳೆ
1012,ziehen::V,ათრევს,ಎಳೆ
1013,aufbewahren::V,შეინახავს,ಇಟ್ಟುಕೊ
1014,werfen::V,ისვრის,ಎಸೆ
1015,fangen::V,დაიჭერს,ಹಿಡಿ
1016,packen::V,სტაცებს,ಸೆಳೆ
1017,verstecken::V,მალავს,ಮುಚ್ಚಿಡು
1018,teilen::V,დაყოფს,ವಿಭಜಿಸು
1019,schicken::V,გაგზავნის,ಕಳುಹಿಸು
1020,bringen::V,მოიტანს,ತರು
1021,hinzufügen::V,დაამატებს,ಕೂಡಿಸು
1022,bekommen::V,ამოიღებს,ಸಂಪಾದಿಸು
1023,erhalten::V,იღებს,ಪಡೆ
1024,nehmen::V,აიღებს,ಹಿಡಿ
1025,wählen::V,გადაარჩევს,ಆರಿಸು
1026,auswählen::V,ამოარჩევს,ಆಯಿ
1027,bewahren::V,ინარჩუნებს,ರಕ್ಷಿಸಿಡು
1028,behindern::V,აბრკოლებს,ಅಡ್ಡಿಮಾಡು
