,Concept_ID,fa,pt
127,Anhöhe::N,بلندی,alto
128,Anhöhe::N,بلندی,outeiro
129,Berg::N,کوه,monte
130,Berg::N,کوه,montanha
131,Gipfel::N,قله,pico
132,Höhle::N,غار,caverna
133,Abhang::N,سرازیری,encosta
134,Quelle::N,چشمه,fonte
135,Bach::N,نهر,regato
136,Bach::N,نهر,ribeiro
137,Fluss::N,رود,rio
138,Ufer::N,ساحل,beira
139,Ufer::N,کرانه,beira
140,Küste::N,ساحل,costa
141,Festland::N,خشکی,terra firme
142,Meer::N,دریا,mar
143,Bucht::N,خلیج,baía
144,Insel::N,جزیره,ilha
145,Blume::N,گل,flor
146,Gras::N,علف,erva
147,Wurzel::N,ریشه,raiz
148,Baum::N,درخت,árvore
149,Stamm::N,تنه,tronco
150,Rinde::N,توژ,casca
151,Rinde::N,پوست,casca
152,Ast::N,شاخه,ramo
153,Zweig::N,شاخه,galho
154,Blatt::N,برگ,folha
155,Birke::N,غان,bétula
156,Kiefer[Baum]::N,کاج,pinheiro
157,Weide[Baum]::N,بید,salgueiro
158,Tanne::N,صنوبر,abeto
159,Horn::N,شاخ,corno
160,Horn::N,شاخ,chifre
161,Feder::N,پر,pena
162,Fell::N,خز,pele
163,Flügel::N,پر,asa
164,Flügel::N,بال,asa
165,Klaue::N,چنگ,pata
166,Klaue::N,پنجه,pata
167,Kralle::N,پنجه,unha
168,Kralle::N,پنجه,garra
169,Schwanz::N,دم,rabo
170,Schwanz::N,دم,cauda
171,Ei::N,تخم,ovo
172,Nest::N,لانه,ninho
173,Bau::N,بنا,toca
174,Bau::N,بنا,covil
175,Bau::N,ساختمان,toca
176,Bau::N,ساختمان,covil
177,Tier::N,هیوان,animal
178,Herde::N,رمه,rebanho
179,Kuh::N,گاو,vaca
180,Bulle::N,گاو نر,touro
181,Pferd::N,اسب,cavalo
182,Schaf::N,گوسفند,ovelha
183,Schwein::N,خوک,porco
184,Hund::N,سگ,cão
185,Katze::N,گربه,gata
186,Bär::N,خرس,urso
187,Eichhörnchen::N,سنجاب,esquilo
188,Elch::N,گوزن شمالی,alce
189,Fuchs::N,روباه,raposa
190,Hase::N,خرگوش,lebre
191,Maus::N,موش,rato
192,Wolf::N,گرگ,lobo
193,Vogel::N,پرنده,ave
194,Vogel::N,پرنده,pássaro
195,Schwarm::N,دسته,bando
196,Schwarm::N,دسته,enxame
197,Huhn::N,مرغ,galinha
198,Hahn::N,خروس,galo
199,Gans::N,غاز,ganso
200,Adler::N,عقاب,águia
201,Ente::N,اردک,pata
202,Ente::N,مرغابی,pata
203,Eule::N,جغد,mocho
204,Eule::N,جغد,coruja
205,Kranich::N,درنا,grou
206,Krähe::N,زاغ,gralha
207,Krähe::N,کلاغ,gralha
208,Kuckuck::N,فاخته,cuco
209,Schwan::N,قو,cisne
210,Fisch::N,ماهی,peixe
211,Barsch::N,ماهی خاردار,perca
212,Hecht::N,اردک ماهی,lúcio
213,Schlange[Tier]::N,مار,serpente
214,Wurm::N,کرم,verme
215,Spinne::N,عنکبوت,aranha
216,Ameise::N,مورچه,formiga
217,Laus::N,شپش,piolho
218,Mücke::N,پشه,mosquito
219,Fliege::N,مگس,mosca
220,Schmetterling::N,پروانه,borboleta
221,Beere::N,گیله,bago
222,Apfel::N,سیب,maçã
223,Pilz::N,قارچ,fungo
224,Pilz::N,قارچ,cogumelo
225,Zwiebel::N,پیاز,cebola
226,Saat::N,بذر,sementeira
227,Korn::N,تخم,grão
228,Korn::N,دانه,grão
229,Heu::N,علف خشک,feno
230,Schale::N,پوست,casca
231,Grube::N,گودال,cova
232,Grube::N,گودال,fossa
233,Falle::N,دام,armadilha
234,Schlinge::N,حلقه,laço
235,Spur::N,رد,pista
236,Spur::N,رد,vestígio
237,Asche::N,خاکستر,cinza
238,Dreck::N,کثافت,sujidade
239,Eisen::N,آهن,ferro
240,Gold::N,زر,ouro
241,Gold::N,طلا,ouro
242,Silber::N,نقره,prata
243,Kohle::N,زغال,carvão
244,Glas::N,شیشه,vidro
245,Lehm::N,گل,barro
246,Lehm::N,گل,argila
247,Sand::N,شن,areia
248,Sand::N,ماسه,areia
249,Mensch::N,آدم,homem
250,Mensch::N,آدم,pessoa
251,Mensch::N,انسان,homem
252,Mensch::N,انسان,pessoa
253,Mann::N,مرد,homem
254,Frau::N,زن,mulher
255,Kind::N,بچه,filho
256,Kind::N,بچه,criança
257,Kind::N,کودک,filho
258,Kind::N,کودک,criança
259,Junge::N,پسر,rapaz
260,Junge::N,پسر,menino
261,Mädchen::N,دختر,menina
262,Mädchen::N,دختر,rapariga
263,Familie::N,فامیل,família
264,Familie::N,خانواده,família
265,Großvater::N,پدربزرگ,avô
266,Großmutter::N,مادر‌بزرگ,avó
267,Eltern::N,والدین,pais
268,Eltern::N,پدر‌و‌مادر,pais
269,Vater::N,پدر,pai
270,Mutter::N,مادر,mãe
271,Sohn::N,پسر,filho
272,Tochter::N,دختر,filha
273,Bruder::N,برادر,irmão
274,Schwester::N,خواهر,irmã
275,Onkel::N,عمو,tio
276,Onkel::N,دایی,tio
277,Tante::N,عمه,tia
278,Tante::N,خاله,tia
279,Ehemann::N,همسر,esposo
280,Ehefrau::N,همسر,esposa
281,Freude::N,شادی,prazer
282,Freude::N,شادی,alegria
283,Gelächter::N,خنده,risada
284,Gelächter::N,خنده,gargalhada
285,Gelächter::N,قاه‌قاه,risada
286,Gelächter::N,قاه‌قاه,gargalhada
287,Glück::N,اقبال,felicidade
288,Kummer::N,غم,aflição
289,Kummer::N,غم,desgosto
290,Kummer::N,غصه,aflição
291,Kummer::N,غصه,desgosto
292,Wunsch::N,آرزو,desejo
293,Lust::N,هوس,vontade
294,Geist::N,روح,mente
295,Geist::N,روح,espírito
296,Gedanke::N,فکر,ideia
297,Gedanke::N,فکر,pensamento
298,Gedächtnis::N,حافظه,memória
299,Verstand::N,هوش,razão
300,Verstand::N,هوش,inteligência
301,Sinn::N,معنا,sentido
302,Sinn::N,معنا,significado
303,Sinn::N,مفهوم,sentido
304,Sinn::N,مفهوم,significado
305,Grund::N,سبب,causa
306,Grund::N,سبب,motivo
307,Grund::N,دلیل,causa
308,Grund::N,دلیل,motivo
309,Wahrheit::N,حقیقت,verdade
310,Gespräch::N,صحبت,conversa
311,Gespräch::N,صحبت,conversação
312,Gespräch::N,گفتگو,conversa
313,Gespräch::N,گفتگو,conversação
314,Märchen::N,قصه,conto
315,Märchen::N,افسانه,conto
316,Erzählung::N,داستان,conto
317,Erzählung::N,داستان,narrativa
318,Nachricht::N,خبر,mensagem
319,Neuigkeit::N,خبر تازه,notícia
320,Neuigkeit::N,خبر تازه,novidade
321,Name::N,اسم,nome
322,Rätsel::N,معما,adivinha
323,Rede::N,سخن,oração
324,Rede::N,سخن,discurso
325,Sprache::N,زبان,língua
326,Stimme::N,صدا,voz
327,Wort::N,کلمه,palavra
328,Zeichen::N,نشان,marca
329,Zeichen::N,علامت,marca
330,Ruf::N,صدا,grito
331,Ruf::N,صدا,chamada
332,Lärm::N,هیاهو,ruído
333,Lärm::N,هیاهو,barulho
334,Laut::N,صدا,som
335,Ton::N,آهنگ,tom
336,Lied::N,آواز,canção
337,Lied::N,ترانه,canção
338,Ruhe::N,آرامش,calma
339,Ruhe::N,آرامش,silêncio
340,Leute::N,مردم,gente
341,Leute::N,مردم,pessoas
342,Volk::N,خلق,povo
343,Volk::N,خلق,nação
344,Arbeit::N,کار,trabalho
345,Gast::N,مهمان,hóspede
346,Gast::N,مهمان,convidado
347,Geschenk::N,هدیه,prenda
348,Geschenk::N,هدیه,presente
349,Spiel::N,بازی,jogo
350,Gesellschaft::N,جمعیت,companhia
351,Hilfe::N,کمک,ajuda
352,Hilfe::N,کمک,socorro
353,Freund::N,دوست,amigo
354,Kamerad::N,رفیق,camarada
355,Angelegenheit::N,امر,assunto
356,Angelegenheit::N,قضیه,assunto
357,Anzahl::N,عده,número
358,Anzahl::N,عده,quantidade
359,Anzahl::N,شمار,número
360,Anzahl::N,شمار,quantidade
361,Art::N,نوع,tipo
362,Art::N,نوع,espécie
363,Stück::N,تکه,pedaço
364,Stück::N,قطعه,pedaço
365,Teil::N,بخش,peça
366,Teil::N,بخش,parte
367,Teil::N,قسمت,peça
368,Teil::N,قسمت,parte
369,Hälfte::N,نیم,metade
370,Kreis::N,حلقه,círculo
371,Kreis::N,دایره,círculo
372,Kreuz::N,صلیب,cruz
373,Linie::N,خط,linha
374,Linie::N,سطر,linha
375,Strich::N,خط,traço
376,Abstand::N,فاصله,distância
377,Entfernung::N,مسافت,distância
378,Gegend::N,منطقه,área
379,Gegend::N,منطقه,região
380,Platz::N,گنجایش,lugar
381,Ort::N,جا,sítio
382,Ort::N,محل,sítio
383,Ort::N,مکان,sítio
384,Seite::N,طرف,lado
385,Mitte::N,وسط,meio
386,Mitte::N,میان,meio
387,Gegenstand::N,چیز,objecto
388,Sache::N,چیز,coisa
389,Rand::N,کنار,bordo
390,Rand::N,کنار,margem
391,Rand::N,حاشیه,bordo
392,Rand::N,حاشیه,margem
393,Kante::N,لبه,borda
394,Kante::N,لبه,aresta
395,Ecke::N,گوشه,esquina
396,Spitze::N,سر,ponta
397,Spitze::N,نوک,ponta
398,Ende::N,ته,cabo
399,Ende::N,ته,extremo
400,Ende::N,آخر,cabo
401,Ende::N,آخر,extremo
402,Loch::N,سوراخ,furo
403,Loch::N,سوراخ,buraco
404,Winkel::N,کنج,canto
405,Winkel::N,کنج,ângulo
406,Muster::N,نقش,padrão
407,Muster::N,نقش,desenho
408,Größe::N,قد,tamanho
409,Größe::N,بزرگی,tamanho
410,Länge::N,طول,comprimento
411,Höhe::N,بلندی,altura
412,Höhe::N,بلندی,altitude
413,Gewicht::N,وزن,peso
414,Menge::N,مقدار,quantidade
415,Menge::N,اندازه,quantidade
416,Haufen::N,توده,pilha
417,Reihe::N,ردیف,fila
418,Boot::N,قایق,barco
419,Ruder::N,پارو,remo
420,Schlitten::N,سورتمه,trenó
421,Ski::N,اسکی,esqui
422,Lagerfeuer::N,آتش,fogueira
423,Last::N,بار,carga
424,Last::N,سنگینی,carga
425,Gang::N,راه رفتن,curso
426,Gang::N,راه رفتن,caminhada
427,Schritt::N,قدم,passo
428,Norden::N,شمال,norte
429,Süden::N,جنوب,sul
430,Westen::N,غرب,oeste
431,Westen::N,غرب,ocidente
432,Osten::N,شرق,este
433,Osten::N,شرق,leste
434,Osten::N,شرق,oriente
435,Holz::N,چوب,madeira
436,Brett::N,تخته,tábua
437,Brett::N,تخته,prancha
438,Platte::N,صفحه,laje
439,Platte::N,صفحه,chapa
440,Stütze::N,تکیه,apoio
441,Stütze::N,تکیه,suporte
442,Stange::N,میله,vara
443,Stange::N,میله,barra
444,Stock::N,چوب,pau
445,Stock::N,چوب,bengala
446,Stab::N,عصا,bastão
447,Rohr::N,لوله,cano
448,Haus::N,منزل,casa
449,Heim::N,خانه,lar
450,Heim::N,خانه,casa
451,Heim::N,کاشانه,lar
452,Heim::N,کاشانه,casa
453,Ofen::N,بخاری,estufa
454,Ofen::N,بخاری,aquecedor
455,Fußboden::N,کف اتاق,piso
456,Tisch::N,میز,mesa
457,Stuhl::N,صندلی,cadeira
458,Wiege::N,گهواره,berço
459,Bett::N,تختخواب,cama
460,Regal::N,قفسه,estante
461,Regal::N,قفسه,prateleira
462,Kiste::N,صندوق,caixa
463,Fenster::N,پنجره,janela
464,Tür::N,در,porta
465,Tür::N,درب,porta
466,Tor::N,دروازه,portão
467,Zaun::N,حصار,cerca
468,Zaun::N,حصار,vedação
469,Dach::N,بام,telhado
470,Leiter::N,نردبان,escada
471,Leiter::N,نردبان,escada móvel
472,Besen::N,جارو,vassoura
473,Spaten::N,بیل,pá
474,Schaufel::N,بیل,pá
475,Schaufel::N,پارو,pá
476,Gabel::N,چنگال,garfo
477,Löffel::N,قاشق,colher
478,Messer::N,کارد,faca
479,Nagel::N,میخ,cravo
480,Netz::N,تور,rede
481,Netz::N,شبکه,rede
482,Haken::N,قلاب,gancho
483,Griff::N,دسته,asa
484,Griff::N,دسته,cabo
485,Schloss::N,قفل,fechadura
486,Bild::N,عکس,imagem
487,Bild::N,تصویر,imagem
488,Figur::N,تندیس,figura
489,Puppe::N,عروسک,boneca
490,Beutel::N,کیسه,saco
491,Beutel::N,کیسه,bolsa
492,Bündel::N,بسته,fardo
493,Tasche::N,کیف,saco
494,Tasche::N,کیف,bolso
495,Eimer::N,سطل,balde
496,Deckel::N,در,tampa
497,Geschirr::N,ظرف,louça
498,Sack::N,گونی,saca
499,Tasse::N,فنجان,chávena
500,Topf::N,دیگ,tacho
501,Topf::N,دیگ,panela
502,Topf::N,قابلمه,tacho
503,Topf::N,قابلمه,panela
504,Kessel::N,دیگ,caldeira
505,Essen::N,خوراک,refeição
506,Nahrung::N,غذا,comida
507,Nahrung::N,غذا,alimento
508,Speise::N,خوراک,prato
509,Fleisch::N,گوشت,carne
510,Getreide::N,غله,cereais
511,Brei::N,فرنی,puré
512,Brei::N,حریره,puré
513,Brot::N,نان,pão
514,Scheibe::N,قاچ,fatia
515,Scheibe::N,لزگه,fatia
516,Fett::N,چربی,banha
517,Fett::N,چربی,gordura
518,Butter::N,کره,manteiga
519,Öl::N,روغن,azeite
520,Salz::N,نمک,sal
521,Suppe::N,آش,sopa
522,Suppe::N,آش,caldo
523,Suppe::N,سوپ,sopa
524,Suppe::N,سوپ,caldo
525,Honig::N,عسل,mel
526,Milch::N,شیر,leite
527,Tee::N,چای,chá
528,Leder::N,چرم,couro
529,Wolle::N,پشم,lã
530,Stoff::N,پارچه,pano
531,Stoff::N,پارچه,tecido
532,Nadel::N,سوزن,agulha
533,Faden::N,نخ,fio
534,Knopf::N,دکمه,botão
535,Knoten::N,گره,nó
536,Farbe::N,رنگ,corante
537,Kleidung::N,لباس,roupa
538,Kleidung::N,لباس,vestuário
539,Kleidung::N,پوشاک,roupa
540,Kleidung::N,پوشاک,vestuário
541,Hemd::N,پیراهن,camisa
542,Kragen::N,یقه,gola
543,Ärmel::N,آستین,manga
544,Hose::N,شلوار,calça
545,Gürtel::N,کمر‌بند,cinto
546,Mütze::N,کلاه,boné
547,Mütze::N,کلاه,barrete
548,Schuh::N,کفش,sapato
549,Stiefel::N,چکمه,bota
550,Ring::N,حلقه,anel
551,Ring::N,انگشتر,anel
552,Band::N,نوار,fita
553,Band::N,نوار,faixa
554,Band::N,روبان,fita
555,Band::N,روبان,faixa
556,Kamm::N,شانه,pente
557,Spiegel::N,آینه,espelho
558,Riemen::N,تسمه,correia
559,Schnur::N,ریسمان,corda
560,Schnur::N,ریسمان,cordel
561,Leine::N,قلاده,trela
562,Decke::N,پتو,cobertor
563,Kissen::N,بالش,almofada
564,Tuch::N,شال,pano
565,Handtuch::N,حوله,toalha
566,Kraft::N,نیرو,força
567,Stärke::N,زور,força
568,Gesundheit::N,سلامتی,saúde
569,Gesundheit::N,تندرستی,saúde
570,Krankheit::N,بیماری,doença
571,Krankheit::N,بیماری,enfermidade
572,Schmerz::N,درد,dor
573,Wunde::N,زخم,chaga
574,Wunde::N,زخم,ferida
575,Fieber::N,تب,febre
576,Arznei::N,دارو,remédio
577,Brücke::N,پل,ponte
578,Brunnen::N,چاه,poço
579,Weide::N,چراگاه,pastagem
580,Pfad::N,راه,senda
581,Pfad::N,راه,trilho
582,Weg::N,راه,caminho
583,Weg::N,طریق,caminho
584,Straße::N,راه,via
585,Straße::N,راه,estrada
586,Straße::N,جاده,via
587,Straße::N,جاده,estrada
588,Dorf::N,ده,aldeia
589,Dorf::N,روستا,aldeia
590,Stadt::N,شهر,cidade
591,Brief::N,نامه,carta
592,Buch::N,کتاب,livro
593,Buchstabe::N,حرف,letra
594,Zeitung::N,روزنامه,jornal
595,Leben::N,عمر,vida
596,Leben::N,زندگی,vida
597,Tod::N,مرگ,morte
598,Grab::N,گور,túmulo
599,Grab::N,گور,sepultura
600,Grab::N,مزار,túmulo
601,Grab::N,مزار,sepultura
602,Kirche::N,کلیسا,igreja
603,Sünde::N,بزه,pecado
604,Sünde::N,گناه,pecado
605,Gott::N,خدا,deus
606,Arbeiter::N,کارگر,operário
607,Arbeiter::N,کارگر,trabalhador
608,Chef::N,رئیس,chefe
609,Chef::N,رئیس,patrão
610,Meister::N,استاد,mestre
611,Arzt::N,پزشک,médico
612,Lehrer::N,معلم,professor
613,Lehrer::N,آموزگار,professor
614,Geld::N,پول,dinheiro
615,Geschäft::N,کار,negócio
616,Geschäft::N,بیزنس,negócio
617,Laden::N,دکان,loja
618,Laden::N,مغازه,loja
619,Preis::N,بها,preço
620,Preis::N,قیمت,preço
621,Ware::N,جنس,mercadoria
622,Ware::N,کالا,mercadoria
623,Nutzen::N,مزیت,proveito
624,Nutzen::N,امتیاز,proveito
625,Reichtum::N,مال,riqueza
626,Reichtum::N,ثروت,riqueza
627,Welt::N,دنیا,mundo
628,Land::N,کشور,país
629,Land::N,مملکت,país
630,Staat::N,دولت,Estado
631,König::N,شاه,rei
632,König::N,پادشاه,rei
633,Macht::N,قدرت,poder
634,Macht::N,قدرت,potência
635,Macht::N,اختیار,poder
636,Macht::N,اختیار,potência
637,Grenze::N,مرز,fronteira
638,Krieg::N,جنگ,guerra
639,Feind::N,دشمن,inimigo
640,Gewalt::N,زور,violência
641,Gewalt::N,خشونت,violência
642,Kampf::N,نبرد,luta
643,Kampf::N,نبرد,combate
644,Kampf::N,مبارزه,luta
645,Kampf::N,مبارزه,combate
646,Bogen[Waffe]::N,کمان,arco
647,Pfeil::N,تیر,seta
648,Pfeil::N,تیر,flecha
649,Gewehr::N,تفنگ,espingarda
650,Fehler::N,غلط,erro
651,Fehler::N,غلط,falha
652,Fehler::N,اشتباه,erro
653,Fehler::N,اشتباه,falha
654,Lüge::N,دروغ,mentira
655,Schaden::N,آسیب,dano
656,Schaden::N,آسیب,estrago
657,Schaden::N,خسارت,dano
658,Schaden::N,خسارت,estrago
659,Unglück::N,بلا,desgraça
660,Schuld::N,گناه,culpa
661,Schuld::N,تقصیر,culpa
662,Alter::N,سن,idade
663,Alter::N,عمر,idade
664,Schluss::N,انتها,fim
665,Zeit::N,وقت,tempo
666,Zeit::N,زمان,tempo
667,Tag::N,روز,dia
668,Morgen::N,صبح,manhã
669,Mittag::N,ظهر,meio-dia
670,Abend::N,شب,noite
671,Abend::N,شب,tardinha
672,Abend::N,عصر,noite
673,Abend::N,عصر,tardinha
674,Nacht::N,شب,noite
675,Woche::N,هفته,semana
676,Monat::N,ماه,mês
677,Jahr::N,سال,ano
678,Frühling::N,بهار,primavera
679,Sommer::N,تابستان,verão
680,Herbst::N,پاییز,outono
681,Winter::N,زمستان,inverno
682,Januar::N,ژانویه,Janeiro
683,Februar::N,فوریه,Fevereiro
684,März::N,مارس,Março
685,April::N,آوریل,Abril
686,Mai::N,مه,Maio
687,Juni::N,ژوئن,Junho
688,Juli::N,ژویه,Julho
689,August::N,اوت,Agosto
690,September::N,سپتامبر,Setembro
691,Oktober::N,اکتبر,Outubro
692,November::N,نوامبر,Novembro
693,Dezember::N,دسامبر,Dezembro
694,Montag::N,دو‌شنبه,segunda-feira
695,Dienstag::N,سه‌شنبه,terça-feira
696,Mittwoch::N,چهار‌شنبه,quarta-feira
697,Donnerstag::N,پنج شنبه,quinta-feira
698,Freitag::N,جمعه,sexta-feira
699,Samstag::N,شنبه,sábado
700,Sonntag::N,یکشنبه,domingo
701,groß::A,بزرگ,grande
702,klein::A,کوچک,pequeno
703,lang::A,بلند,comprido
704,kurz::A,کوتاه,curto
705,breit::A,پهن,largo
706,schmal::A,تنگ,estreito
707,schmal::A,نازک,estreito
708,dicht::A,چگال,denso
709,dicht::A,انبوه,denso
710,dick[Gegenstand]::A,ضخیم,grosso
711,dünn::A,نازک,delgado
712,fein::A,ریز,fino
713,fein::A,ریز,subtil
714,fein::A,باریک,fino
715,fein::A,باریک,subtil
716,fest::A,محکم,firme
717,fest::A,محکم,sólido
718,flach::A,صاف,plano
719,flach::A,مسطح,plano
720,glatt::A,لیز,liso
721,hart::A,سفت,duro
722,weich::A,نرم,mole
723,weich::A,ملایم,mole
724,rund::A,گرد,redondo
725,spitz::A,تیز,agudo
726,spitz::A,نوک‌تیز,agudo
727,scharf::A,تیز,afiado
728,scharf::A,برنده,afiado
729,stumpf::A,کند,rombo
730,schwer::A,سنگین,pesado
731,schön::A,زیبا,belo
732,schön::A,زیبا,bonito
733,heiß::A,داغ,quente
734,warm::A,گرم,quente
735,kalt::A,سرد,frio
736,kühl::A,خنک,fresco
737,frisch::A,تازه,fresco
738,feucht::A,مرطوب,húmido
739,nass::A,تر,molhado
740,nass::A,خیش,molhado
741,trocken::A,خشک,seco
742,voll::A,پر,cheio
743,leer::A,خالی,vazio
744,offen::A,باز,aberto
745,geschlossen::A,بسته,fechado
746,sauber::A,پاک,limpo
747,sauber::A,تمیز,limpo
748,schmutzig::A,کثیف,sujo
749,schmutzig::A,آلوده,sujo
750,roh::A,خام,cru
751,reif::A,رسیده,maduro
752,lecker::A,لذیذ,delicioso
753,lecker::A,خوشمزه,delicioso
754,süß::A,شیرین,doce
755,bitter::A,تلخ,amargo
756,sauer::A,ترش,azedo
757,hell::A,روشن,claro
758,dunkel::A,تاریک,escuro
759,dunkel::A,تاریک,sombrio
760,schwarz::A,سیاه,preto
761,weiß::A,سفید,branco
762,rot::A,سرخ,vermelho
763,rot::A,قرمز,vermelho
764,gelb::A,زرد,amarelo
765,blau::A,آبی,azul
766,grün::A,سبز,verde
767,grau::A,طوسی,cinzento
768,grau::A,خاکستری,cinzento
769,bunt::A,رنگارنگ,colorido
770,billig::A,ارزان,barato
771,teuer::A,گران,caro
772,wertvoll::A,قیمتی,valioso
773,wertvoll::A,قیمتی,precioso
774,wertvoll::A,گرانبها,valioso
775,wertvoll::A,گرانبها,precioso
776,blind::A,کور,cego
777,blind::A,نابینا,cego
778,taub::A,کر,surdo
779,taub::A,ناشنوا,surdo
780,kräftig::A,قوی,forte
781,kräftig::A,قوی,poderoso
782,stark::A,قوی,forte
783,stark::A,قوی,robusto
784,stark::A,نیرومند,forte
785,stark::A,نیرومند,robusto
786,schwach::A,ضعیف,débil
787,fett::A,چرب,gordo
788,schlank::A,باریک‌اندام,esbelto
789,hübsch::A,قشنگ,giro
790,hübsch::A,قشنگ,bonito
791,hübsch::A,خوشگل,giro
792,hübsch::A,خوشگل,bonito
793,böse::A,بد,mau
794,dumm::A,احمق,parvo
795,dumm::A,احمق,estúpido
796,faul::A,لش,preguiçoso
797,faul::A,تنبل,preguiçoso
798,fleißig::A,زرنگ,aplicado
799,fleißig::A,زرنگ,diligente
800,geizig::A,خسیس,avarento
801,klug::A,عاقل,prudente
802,klug::A,عاقل,inteligente
803,klug::A,باهوش,prudente
804,klug::A,باهوش,inteligente
805,geschickt::A,ماهر,hábil
806,lieb::A,عزیز,caro
807,lieb::A,عزیز,querido
808,lustig::A,شاد,alegre
809,lustig::A,خوشحال,alegre
810,sanft::A,لطیف,suave
811,sanft::A,لطیف,brando
812,hungrig::A,گرسنه,faminto
813,krank::A,مریض,doente
814,krank::A,مریض,enfermo
815,krank::A,بیمار,doente
816,krank::A,بیمار,enfermo
817,nackt::A,لخت,nu
818,nackt::A,لخت,despido
819,nackt::A,برهنه,nu
820,nackt::A,برهنه,despido
821,traurig::A,غمگین,triste
822,lebendig::A,زنده,vivo
823,gut::A,خوب,bom
824,schlecht::A,بد,mau
