,Concept_ID,mhr,ba
699,ehemalig::A,онда́кысе,элекке
700,alt[Lebewesen]::A,шо́нто,ҡарт
701,jung::A,са́мырык,йәш
702,arm::A,нужна́,фәҡир
703,reich::A,поя́н,бай
704,bekannt::A,па́лыме,таныш
705,berühmt::A,лӱ́млӧ,атаҡлы
706,berühmt::A,лӱ́млӧ,данлыҡлы
707,fremd::A,йот,ят
708,fremd::A,йот,сит
709,verschieden::A,тӱ́рлӧ,төрлө
710,nah::A,ли́шыл,яҡын
711,fern::A,тора́,алыҫ
712,fern::A,тора́,йыраҡ
713,fern::A,мӱ́ндыр,алыҫ
714,fern::A,мӱ́ндыр,йыраҡ
715,linker::A,шола́,һул
716,rechter::A,пурла́,уң
717,anderer::A,вес,бутән
718,anderer::A,мо́ло,бутән
719,erster::A,и́кымше,тәүге
720,zweiter::A,ко́кымшо,икенсе
721,dritter::A,ку́мшо,өсөнсө
722,letzter::A,пыта́ртыш,һуңғы
723,allein::ADV,шкет,бер үҙе
724,allein::ADV,шкет,яңғыҙ
725,auf einmal::ADV,икана́ште,бер юлы
726,zusammen::ADV,пырля́,бергә
727,lange::ADV,кужу́н,оҙаҡ
728,plötzlich::ADV,кенета́,ҡапыл
729,sofort::ADV,кызыта́к,шунда уҡ
730,später::ADV,варара́к,һуңыраҡ
731,jetzt::ADV,ы́нде,хәҙер
732,jetzt::ADV,кы́зыт,хәҙер
733,heute::ADV,та́че,бөгөн
734,morgen::ADV,эрла́,иртәгә
735,bald::ADV,вашке́,тиҙҙән
736,dann::ADV,вара́,һуңынан
737,gestern::ADV,теҥге́че,кисә
738,einst::ADV,икана́,ҡасандыр
739,einst::ADV,икана́,бер баҡыт
740,damals::ADV,туна́м,ул саҡта
741,danach::ADV,вара́,һуңынан
742,vorher::ADV,о́нчыч,элек
743,zuerst::ADV,онда́к,башта
744,einmal::ADV,икана́,бер
745,manchmal::ADV,ка́шын,ҡайһы берҙә
746,manchmal::ADV,кокла́н,ҡайһы берҙә
747,oft::ADV,чӱ́чкыдын,йыш
748,immer::ADV,эре́,һәр ҡасан
749,immer::ADV,ту́тыш,һәр ҡасан
750,niemals::ADV,ок нигуна́м,бер ҡасан да
751,niemals::ADV,ок нигуна́м,бер ваҡытта ла
752,hier::ADV,ты́ште,бында
753,hierhin::ADV,ты́шке,бында
754,hierhin::ADV,тыш,бында
755,von hier::ADV,тыше́ч,бынан
756,von hier::ADV,тыше́ч,ошонан
757,von hier::ADV,тыве́ч,бынан
758,von hier::ADV,тыве́ч,ошонан
759,dort::ADV,ту́што,шунда
760,dort::ADV,ту́што,тегендә
761,dorthin::ADV,туш,шунда
762,dorthin::ADV,туш,тегеләй
763,dorthin::ADV,ту́шко,шунда
764,dorthin::ADV,ту́шко,тегеләй
765,geradeaus::ADV,вик,тура
766,vorwärts::ADV,о́нчыко,алға
767,rückwärts::ADV,шеҥге́к,кирегә
768,zurück::ADV,мӧҥге́ш,кирегә
769,unten::ADV,ӱ́лнӧ,түбәндә
770,unten::ADV,йыма́лне,түбәндә
771,hinab::ADV,йыма́к,түбәнгә
772,oben::ADV,кӱ́шнӧ,юғарыла
773,oben::ADV,ӱмба́лне,юғарыла
774,hinauf::ADV,кӱ́ш,юғарыға
775,hinauf::ADV,кӱ́шкӧ,юғарыға
776,überall::ADV,чыла́ вере́,бөтә урында
777,nicht::ADV,ок,тугел
778,nicht::ADV,о́геш,тугел
779,ein wenig::ADV,изи́ш,аҙ
780,kaum::ADV,пыкше́,көскә
781,kaum::ADV,пыкше́,саҡ-саҡ
782,sehr::ADV,чот,ифат
783,so::ADV,тыге́,шулай
784,noch::ADV,а́ле,йәнә
785,nur::ADV,гына́,бары
786,schon::ADV,ы́нде,инде
787,wieder::ADV,ада́к,тағы
788,vergebens::ADV,ара́м,бушҡа
789,vor::PRP,о́нчыч,алдында
790,hinter::PRP,шеҥге́лне,артында
791,unter::PRP,йыма́лне,аҫтында
792,durch::PRP,вошт,үтә
793,neben::PRP,вокте́н,эргәһендә
794,zwischen::PRP,кокла́ште,араһында
795,wegen::PRP,верч,өсөн
796,wegen::PRP,верч,сәбәпле
797,dies::PRN,ти́де,был
798,dies::PRN,ти́де,ошо
799,das::PRN,са́де,ул
800,alles::PRN,чыла́,бөтә
801,ich::PRN,мый,мин
802,du::PRN,тый,һин
803,er::PRN,ту́до,ул
804,wir::PRN,ме,беҙ
805,ihr::PRN,те,һеҙ
806,sie::PRN,ну́но,улар
807,was::FPRN,мо,ә
808,was::FPRN,мо,ни
809,was::FPRN,мо,нәмә
810,wer::FPRN,кӧ,ҡем
811,wo::FADV,куша́н,ҡайҙа
812,wohin::FADV,куш,ҡайҙа
813,wohin::FADV,ку́шко,ҡайҙа
814,wie::FADV,кузе́,инидәй
815,warum::FADV,мо,ин өсөн
816,warum::FADV,мола́н,ин өсөн
817,wieviel::FNUM,куна́р,күпме
818,eins::NUM,ик,бер
819,zwei::NUM,ко́кыт,ике
820,zwei::NUM,ко́кыт,икәү
821,drei::NUM,кум,өс
822,vier::NUM,ныл,дүрт
823,fünf::NUM,вич,биш
824,sechs::NUM,куд,алты
825,sieben::NUM,шым,ете
826,acht::NUM,канда́ш,һигеҙ
827,neun::NUM,инде́ш,туғыҙ
828,zehn::NUM,лу,ун
829,elf::NUM,лати́к,ун бер
830,zwölf::NUM,латко́к,ун ике
831,zwanzig::NUM,ко́ло,егерме
832,dreißig::NUM,ку́мло,утыҙ
833,vierzig::NUM,ны́лле,ҡырҡ
834,fünfzig::NUM,ви́тле,илле
835,sechzig::NUM,ку́дло,алтмыш
836,siebzig::NUM,шы́мле,етмеш
837,achtzig::NUM,канда́шле,һикһән
838,neunzig::NUM,инде́шле,туҡһан
839,hundert::NUM,шӱ́дӧ,йөҙ
840,tausend::NUM,тӱже́м,мең
841,und::CNJ,да,да
842,und::CNJ,ден,да
843,oder::CNJ,я,йәки
844,oder::CNJ,а́ле,йәки
845,stehen::V,шога́ш,тороу
846,sitzen::V,шинча́ш,ултырыу
847,liegen::V,кия́ш,ятыу
848,hängen::V,кеча́ш,аҫылынып тороу
849,werden::V,лия́ш,булыу
850,passieren::V,лия́ш,булыу
851,beginnen::V,тӱҥгала́ш,башлау
852,enden::V,пыта́ш,бөтөү
853,enden::V,пыта́ш,тамамланыү
854,wechseln::V,вашталта́ш,үҙгәреү
855,aufgehen[Sonne]::V,лекта́ш,ҡалҡыу
856,untergehen[Sonne]::V,шинча́ш,байыу
857,scheinen[Sonne]::V,волгалта́ш,яҡтыртып тороу
858,donnern::V,кӱдырта́ш,күкрәү
859,donnern::V,сургалта́ш,күкрәү
860,wehen::V,пуа́ш,иҫеү
861,strömen::V,шийалтара́ш,ташыу
862,fließen::V,йога́ш,ағыу
863,sich drehen::V,пӧрда́ш,әйләнеү
864,schwanken::V,лӱҥга́ш,тирбәлеү
865,schwanken::V,тайныла́ш,тирбәлеү
866,schwingen::V,рӱпшалта́ш,бәүетеү
867,fallen::V,воза́ш,йығылыу
868,fallen::V,йӧрла́ш,йығылыу
869,brennen::V,йӱла́ш,яныу
870,rauchen::V,шикша́ш,төтәү
871,regnen::V,йӱра́ш,ямғыр яуа
872,gefrieren::V,кылма́ш,туңыү
873,gefrieren::V,ияҥа́ш,туңыү
874,tauen::V,шула́ш,иреү
875,schmelzen::V,лева́ш,иреү
876,trocknen::V,кошка́ш,кибеү
877,sieden::V,шола́ш,ҡайнау
878,faulen::V,шӱя́ш,сереу
879,verfaulen::V,шӱйы́н шуа́ш,сереу
880,reißen::V,кӱрла́ш,өҙөү
881,reißen::V,кӱрла́ш,йыртылыу
882,versinken::V,пуре́н кая́ш,батыу
883,vergehen::V,эрте́н кая́ш,үтеү
884,erscheinen::V,толы́н лекта́ш,килеп сығыу
885,verschwinden::V,йома́ш,юғалыу
886,sinken::V,пуча́ш,түбәнәйеү
887,abnehmen::V,пуча́ш,кәметеү
888,zunehmen::V,шукема́ш,артыу
889,steigen::V,нӧлталта́ш,күтәрелеү
890,wachsen::V,кушка́ш,үҫеү
891,glänzen::V,йылгыжа́ш,ялтырау
892,funkeln::V,чолга́ш,баҙлау
893,lärmen::V,рӱшка́ш,шаулау
894,läuten::V,мура́ш,ҡағыу
895,klingeln::V,йыҥгырта́ш,ҡағыу
896,klingeln::V,йыҥгырта́ш,шылтыратыу
897,klirren::V,чылдыртата́ш,шылтыратыу
898,brausen::V,лӱшка́ш,ҡотороноу
899,rauschen::V,лыжга́ш,шыптырлау
900,klingen::V,йоҥга́ш,яңғырау
901,bellen::V,опта́ш,өрөү
902,heulen::V,урмыжа́ш,олоу
903,blasen::V,пуала́ш,өрөү
904,pfeifen::V,шӱ́шкаш,һызғырып ебәреү
905,schreien::V,кычкыра́ш,ҡысҡырыу
906,stöhnen::V,йыҥыса́ш,уңғырашыу
907,zittern::V,чытыра́ш,ҡалтырау
908,leben::V,ила́ш,йәшәү
909,geboren werden::V,шоча́ш,тыуыу
910,atmen::V,шӱла́ш,тын алыү
911,trinken::V,йӱа́ш,эсеү
912,essen::V,кочка́ш,ашау
913,schlucken::V,нела́ш,йотоу
914,müde werden::V,ноя́ш,арыу
915,einschlafen::V,мале́н колта́ш,йоҡлап китеү
916,schlafen::V,мала́ш,йоҡлау
917,aufwachen::V,помыжалта́ш,уяныу
918,aufstehen::V,кынела́ш,тороу
919,sich erholen::V,кана́ш,ял итеү
920,krank werden::V,черлане́н воза́ш,сирләү
921,krank sein::V,черлане́н кия́ш,сирләү
922,schmerzen::V,коршта́ш,ауыртыу
923,husten::V,кокыра́ш,йүтәлләү
924,genesen::V,тӱрла́ш,һауығыу
925,genesen::V,тазаҥа́ш,һауығыу
926,sterben::V,кола́ш,үлеү
927,umkommen::V,вуй йома́ш,һәләк булыу
928,sich bewegen::V,кошта́ш,хәрәкәт итеү
929,sich rühren::V,тарвана́ш,ҡуҙғалыу
930,sich erheben::V,кынела́ш,тороу
931,sich setzen::V,шинча́ш,ултырыу
932,hinfallen::V,йӧрла́ш,ҡолау
933,laufen::V,кошта́ш,йөрөү
934,schreiten::V,ошкыла́ш,атлау
935,spazierengehen::V,гуля́яш,ял итеп йороү
936,eilen::V,вашка́ш,ашығыу
937,eilen::V,вашка́ш,ҡабаланыу
938,sich beeilen::V,вашкешта́ш,ашығыу
939,sich beeilen::V,вашкешта́ш,ҡабаланыу
940,sausen::V,юлтка́ш,елеү
941,rennen::V,куржтала́ш,йүгеп йөрөү
942,springen::V,тӧршта́ш,һикереү
943,klettern::V,кӱза́ш,үрмәләү
944,klettern::V,кӱза́ш,үрмәләп менеү
945,schaukeln::V,лӱҥгалта́ш,сайҡалыу
946,kriechen::V,нушка́ш,шыуышыу
947,schwimmen::V,ия́ш,йоҙөү
948,tauchen::V,шуҥгалта́ш,сумыу
949,rudern::V,удыра́ш,ишеү
950,fahren::V,кудала́ш,йөрөү
951,fliegen::V,чоҥешта́ш,осоу
952,gehen::V,кая́ш,барыу
953,weggehen::V,кораҥа́ш,китеү
954,abfahren::V,лекта́ш,сығыу
955,anhalten::V,чарна́ш,тукталыу
956,hineingehen::V,пура́ш,инеү
957,eintreten::V,пура́ш,инеү
958,kommen::V,тола́ш,килеү
959,ankommen::V,шуа́ш,килеү
960,zurückkommen::V,пӧртыла́ш,ҡайтыу
961,bleiben::V,кода́ш,ҡалыу
962,warten::V,вуча́ш,көтөп тороу
963,erwarten::V,вуча́ш,көтөү
964,suchen::V,кычала́ш,эҙләү
965,finden::V,муа́ш,табыу
966,versuchen::V,толаша́ш,тырышып ҡарау
967,vorbereiten::V,ямдыла́ш,әҙерләү
968,lieben::V,йӧрата́ш,яратыу
969,mögen::V,йӧрата́ш,һөйөү
970,mögen::V,йӧрата́ш,яратыу
971,lachen::V,воштыла́ш,көлөү
972,rühren::V,ку́мыл тарвата́ш,ҡағылыу
973,weinen::V,шорта́ш,илау
974,schimpfen::V,каргаша́ш,һүгенеү
975,schimpfen::V,каргаша́ш,тиргәнеү
976,schimpfen::V,каргаша́ш,һуҡраныу
977,sich ärgern::V,сыра́ш,асыуланыу
978,sich fürchten::V,лӱда́ш,ҡурҡыу
979,fürchten::V,лӱда́ш,ҡурҡыу
980,fliehen::V,куржа́ш,ҡасыу
981,flüchten::V,куржа́ш,ҡасыу
982,sehen::V,ужа́ш,күреү
983,anschauen::V,онча́ш,ҡарау
984,ansehen::V,эскера́ш,ҡарау
985,ansehen::V,эскера́ш,тикшереү
986,hören::V,кола́ш,ишетеү
987,zuhören::V,колышта́ш,тыңлау
988,probieren::V,тамла́ш,татыу
989,riechen::V,ӱпшынча́ш,еҫкәү
990,fühlen::V,шижа́ш,тойоу
991,scheinen::V,чуча́ш,кеүек күренеү
992,scheinen::V,чуча́ш,тойолоу
993,zu sehen sein::V,коя́ш,күренеү
994,vernehmen::V,кола́ш,ишетеү
995,frieren::V,кылма́ш,туңыү
996,tun::V,ышта́ш,яһау
997,tun::V,ышта́ш,әшләү
998,können::V,мошта́ш,алыу
999,können::V,мошта́ш,мөмкин булыу
1000,wollen::V,тӱна́ш,теләү
1001,anfangen::V,тӱҥала́ш,башлау
1002,beenden::V,пытара́ш,бөтөрөү
1003,beenden::V,пытара́ш,тамамлау
1004,aufhören::V,чарна́ш,туктау
1005,gelingen::V,сай лекта́ш,уңышлы булыу
1006,geraten::V,лекта́ш,булып сығыу
1007,öffnen::V,поча́ш,асыу
1008,schließen::V,петыра́ш,йомоу
1009,stellen::V,шында́ш,ҡуйыу
1010,setzen::V,шында́ш,урынлаштырыу
1011,legen::V,опта́ш,һалыу
1012,legen::V,пышта́ш,һалыу
1013,berühren::V,тӱка́ш,тейеү
1014,berühren::V,тӱка́ш,ҡағылыу
1015,verbinden::V,пида́ш,ҡушыу
1016,verbinden::V,пида́ш,бәйләү
1017,bedecken::V,леведа́ш,ҡаплау
1018,aufhängen::V,сака́ш,элеү
1019,anzünden::V,чӱкта́ш,тоҡандырыу
1020,aufheben::V,нӧлтала́ш,мендереү
1021,zurücklassen::V,кода́ш,ҡалдырыу
1022,verlieren::V,йомдара́ш,юғалтыу
1023,fallen lassen::V,воза́ш,төшөрөп ебәреү
1024,machen::V,ышта́ш,яһау
1025,machen::V,ышта́ш,эшләү
1026,herstellen::V,ямдыла́ш,эшләп сығарыу
1027,bauen::V,чоҥа́ш,төҙөү
1028,reparieren::V,ачала́ш,төҙәтеү
1029,verbessern::V,саемда́ш,яҡшыртыу
1030,ändern::V,весемда́ш,үҙгәртеү
1031,graben::V,кӱнча́ш,ҡаҙыу
1032,beugen::V,пӱгырта́ш,бөгөү
1033,biegen::V,лывырта́ш,бөгөү
1034,drehen::V,пӱтыра́ш,өйрөлтөү
1035,drehen::V,пӱтыра́ш,әйләндереү
1036,wenden::V,ирала́ш,әйләндереү
1037,umdrehen::V,савырала́ш,түңкәреү
1038,heben::V,нӧлта́ш,күтәреү
1039,heben::V,нӧлта́ш,мендереү
1040,hochheben::V,нӧлта́ш,күтәреү
1041,ergreifen::V,руалта́ш,тотоп алыу
1042,halten::V,куча́ш,тотоу
1043,drücken::V,иша́ш,ҡыҫыу
1044,drücken::V,темда́ш,ҡыҫыу
1045,schieben::V,шӱкала́ш,этеү
1046,schieben::V,шӱкала́ш,төртөү
1047,kratzen::V,удыра́ш,ҡырыу
1048,lecken::V,нула́ш,ялау
1049,beißen::V,пура́ш,тешләү
1050,abreißen::V,кӱрла́ш,өҙөү
1051,abschneiden::V,пӱчка́ш,ҡырҡыу
1052,binden::V,кылда́ш,бәйләү
1053,stecken::V,шуралта́ш,ҡаҙау
1054,brechen::V,тодышта́ш,боҙоу
1055,klopfen::V,кыра́ш,шаҡылдау
1056,hauen::V,тӱя́ш,туҡмау
1057,kleben::V,клеитла́ш,йәбештереү
1058,reiben::V,йыга́ш,ыуыу
1059,reiben::V,йыга́ш,ышҡыу
1060,reiben::V,туржала́ш,ыуыу
1061,reiben::V,туржала́ш,ышҡыу
1062,streichen::V,шӱра́ш,яғыу
1063,schleifen::V,шума́ш,үткерләү
1064,schleifen::V,яна́ш,үткерләү
1065,schneiden::V,пӱчка́ш,ҡырҡыу
1066,rütteln::V,рӱза́ш,һелкетеү
1067,schütteln::V,почка́ш,һелкетеү
1068,schwenken::V,рӱза́ш,болғау
1069,schütten::V,опта́ш,ҡойоу
1070,füllen::V,тема́ш,тултырыу
1071,einwickeln::V,вӱдыла́ш,төрөү
1072,tragen::V,нумала́ш,алып барыу
1073,schleppen::V,шӱдыра́ш,һөйрәү
1074,ziehen::V,шупша́ш,тартыу
1075,aufbewahren::V,арала́ш,һаҡлау
1076,werfen::V,шуа́ш,ырғытыу
1077,werfen::V,кышка́ш,ырғытыу
1078,fangen::V,куча́ш,тотоу
1079,packen::V,руалта́ш,етеү
1080,packen::V,руалта́ш,тотоп алыу
1081,verstecken::V,тоя́ш,йәшереү
1082,teilen::V,пӧла́ш,бүлеү
1083,schicken::V,колта́ш,ебәреү
1084,bringen::V,конда́ш,килтереү
1085,hinzufügen::V,ешара́ш,өтәү
1086,bekommen::V,нала́ш,алыу
1087,erhalten::V,нала́ш,алыу
1088,nehmen::V,нала́ш,алыу
1089,wählen::V,сайла́ш,һайлаү
1090,auswählen::V,таҥгла́ш,һайлап алыу
1091,bewahren::V,сакла́ш,һаҡлау
1092,behindern::V,чаракла́ш,тотҡарлыҡ яһау
1093,verderben::V,пужа́ш,боҙоу
1094,beschädigen::V,пужа́ш,боҙоу
1095,zerbrechen::V,пудырта́ш,ҡыйратыу
1096,zerreißen::V,кӱрла́ш,йыртыу
1097,zerstören::V,шалата́ш,емереү
1098,verbrennen::V,йӱлата́ш,үртәү
1099,geben::V,пуа́ш,биреү
1100,reichen::V,пуа́ш,биреү
1101,schenken::V,пӧлекла́ш,бүләк итеү
1102,versprechen::V,сӧра́ш,вәғәҙә биреү
1103,wünschen::V,тылана́ш,теләу
1104,loben::V,мокта́ш,маҡтау
1105,küssen::V,шупшала́ш,үбеү
1106,wiegen::V,рӱпша́ш,бәүетеү
1107,wiegen::V,рӱпша́ш,тирбәтеү
1108,zudecken::V,леведа́ш,ҡаплау
1109,wecken::V,помыжалтара́ш,уятыу
1110,zeigen::V,ончыкта́ш,күрһәтеү
1111,führen::V,вӱда́ш,етәкләү
1112,lehren::V,туныкта́ш,уҡытыу
1113,lehren::V,туныкта́ш,өйрәтеү
1114,unterrichten::V,туныкта́ш,уҡытыу
1115,aufziehen::V,орышта́ш,тәрбиәле
1116,leiten::V,вӱда́ш,етәкләү
1117,leiten::V,вӱда́ш,етәкселек итеү
1118,leiten::V,вуйлата́ш,етәкләү
1119,leiten::V,вуйлата́ш,етәкселек итеү
1120,antreiben::V,поктыла́ш,ашыҡтырыу
1121,lassen::V,-та́ш,мәжбүр итеү
1122,einladen::V,ӱжа́ш,саҡырыу
1123,vereinigen::V,иктешла́ш,берләштереү
1124,besuchen::V,то́лын кая́ш,килеп сығыу
1125,treffen::V,вашлия́ш,тойоү
1126,treffen::V,вашлия́ш,осратыу
1127,treffen::V,вашлия́ш,ҡаршылау
1128,sich versammeln::V,погына́ш,йыйылыу
1129,sich versammeln::V,чумырга́ш,йыйылыу
1130,spielen::V,мода́ш,тартыу
1131,singen::V,мура́ш,йырлау
1132,tanzen::V,кушта́ш,бейеү
1133,sich trennen::V,ойырла́ш,айырылышыу
1134,verlassen::V,кудалта́ш,ташлау
1135,verlassen::V,кудалта́ш,ташлап китеү
1136,retten::V,утара́ш,ҡотҡарыу
1137,bewachen::V,орола́ш,һаҡлау
1138,schützen::V,арала́ш,һаҡлау
1139,verteidigen::V,арала́ш,яҡлау
1140,sich schlagen::V,кредала́ш,һуғышыу
1141,schießen::V,лӱя́ш,атыу
1142,siegen::V,сеҥа́ш,еңеү
1143,ärgern::V,сырыкта́ш,асыуландырыу
1144,schlagen::V,пера́ш,бәреү
1145,schlagen::V,пера́ш,туҡмау
1146,treten::V,тошка́ш,тибеү
1147,treten::V,тошка́ш,типкеләү
1148,stechen::V,кера́ш,сәнсеү
1149,stoßen::V,шӱкала́ш,этеү
1150,stoßen::V,шӱкала́ш,төртөү
1151,stehlen::V,шолышта́ш,урлау
1152,stören::V,мешая́ш,ҡамасаулау
1153,belästigen::V,толаштара́ш,бимазалау
1154,belästigen::V,толаштара́ш,ҡамасаулау
1155,verbergen::V,шылта́ш,йәшереү
1156,täuschen::V,ондала́ш,ултыртыу
1157,betrügen::V,ондала́ш,алдау
1158,töten::V,пушта́ш,үлтереү
1159,wohnen::V,ила́ш,йәшәү
1160,arbeiten::V,пашалана́ш,эшләү
1161,arbeiten::V,паша́м ышта́ш,эшләү
1162,sammeln::V,пога́ш,йыйыу
1163,pflücken::V,кӱра́ш,өҙөү
1164,jagen::V,сонарла́ш,аулау
1165,fischen::V,кол куча́ш,аулау
1166,fassen::V,куча́ш,тотоу
1167,hüten::V,кӱта́ш,көтөү
1168,treiben::V,покта́ш,ҡыуыу
1169,anbinden::V,йолышта́ш,бәйләү
1170,füttern::V,пукша́ш,ашатыу
1171,melken::V,лӱшта́ш,һауыү
1172,hacken::V,руа́ш,турау
1173,hacken::V,руа́ш,тапау
1174,gießen::V,шава́ш,ҡойоу
1175,reifen::V,кӱа́ш,өлғөрөү
1176,zubereiten::V,ямдыла́ш,бешереү
1177,kochen::V,шолта́ш,бешереү
1178,backen::V,кӱкташ,бешереү
1179,braten::V,пуштыла́ш,ҡурыу
1180,braten::V,жаритла́ш,ҡурыу
1181,umrühren::V,луга́ш,ҡатнаштырыу
1182,stricken::V,пида́ш,бәйләү
1183,nähen::V,урга́ш,тегеү
1184,färben::V,чиялта́ш,буяу
1185,reinigen::V,эрыкта́ш,таҙартыу
1186,waschen::V,мушка́ш,йыуыу
1187,abwischen::V,ӱшта́ш,һөртөү
1188,spülen::V,шӱалта́ш,сайҡау
1189,fegen::V,ӱшта́ш,һепереү
1190,kehren::V,ӱшта́ш,һепереү
1191,baden::V,йӱштыла́ш,һыу инеү
1192,sich waschen::V,мушкылта́ш,йыуыныу
1193,ausziehen::V,кудаша́ш,сисеү
1194,anziehen::V,чия́ш,кейеү
1195,sich anziehen::V,чия́ш,кейенеү
1196,kämmen::V,шера́ш,тарау
1197,schmücken::V,тӱзата́ш,биҙәү
1198,schmücken::V,чеверта́ш,биҙәү
1199,sagen::V,ойла́ш,әйтеү
1200,sagen::V,каласа́ш,әйтеү
1201,sprechen::V,кутыра́ш,әйтеү
1202,sprechen::V,кутыра́ш,һөйләшеү
1203,reden::V,мутлана́ш,һөйләшеү
1204,sich unterhalten::V,кутыра́ш,әңгәмәләшеү
1205,fragen::V,йода́ш,һорау
1206,bitten::V,йода́ш,үтенеү
1207,erzählen::V,ойла́ш,һөйләү
1208,mitteilen::V,увертара́ш,әйтеү
1209,nennen::V,лӱмда́ш,атау
1210,nennen::V,лӱмда́ш,исемләү
1211,rufen::V,ӱжа́ш,саҡырыу
1212,prahlen::V,моктана́ш,маҡтаныу
1213,prahlen::V,моктана́ш,шапырыныу
1214,übersetzen::V,кусара́ш,тәржемә итеү
1215,denken::V,шона́ш,уйлау
1216,glauben::V,ӱшана́ш,ышаныу
1217,bemerken::V,шижа́ш,күреү
1218,erkennen::V,пала́ш,таныу
1219,begreifen::V,ыҥла́ш,аңлау
1220,verstehen::V,умыла́ш,аңлау
1221,lernen::V,тунема́ш,өйрәнеү
1222,wissen::V,шинча́ш,белеү
1223,sich erinnern an::V,шарна́ш,хәтергә алыу
1224,vergessen::V,монда́ш,онотоу
1225,messen::V,виса́ш,үлсәү
1226,zählen::V,шотла́ш,һанау
1227,rechnen::V,шотла́ш,һанау
1228,lesen::V,луда́ш,уҡыу
1229,malen::V,сӱретла́ш,һүрәт яһау
1230,malen::V,сӱретла́ш,рәсем төшөрөү
1231,zeichnen::V,сӱретла́ш,һүрәт яһау
1232,zeichnen::V,сӱретла́ш,рәсем төшөрөү
1233,schreiben::V,воза́ш,яҙыу
1234,besitzen::V,лия́ш,биләү
1235,kaufen::V,нала́ш,һатып алыу
1236,verkaufen::V,ужала́ш,һатыу
1237,bezahlen::V,тӱла́ш,түләү
1238,zahlen::V,тӱла́ш,түләү
1239,beherrschen::V,куча́ш,биләү
1240,ertragen::V,турка́ш,түҙеү
