,Concept_ID,zh,it
856,gefrieren::V,结冰,congelarsi
857,tauen::V,融化,sciògliersi
858,schmelzen::V,溶化,fòndere
859,schmelzen::V,溶化,sciògliersi
860,trocknen::V,变干,asciugarsi
861,sieden::V,煮,bollire
862,faulen::V,腐烂,marcire
863,verfaulen::V,腐烂,imputridire
864,reißen::V,撕,strapparsi
865,versinken::V,下沉,affondare
866,vergehen::V,流逝,passare
867,erscheinen::V,出现,apparire
868,erscheinen::V,出现,comparire
869,verschwinden::V,消失,sparire
870,verschwinden::V,消失,scomparire
871,sinken::V,下降,calare
872,sinken::V,下降,scendere
873,abnehmen::V,减少,diminuire
874,zunehmen::V,增加,aumentare
875,steigen::V,上升,salire
876,steigen::V,上升,montare
877,wachsen::V,生长,crescere
878,glänzen::V,发光,splèndere
879,funkeln::V,闪烁,brillare
880,funkeln::V,闪烁,scintillare
881,lärmen::V,吵闹,strepitare
882,lärmen::V,吵闹,fare chiasso
883,läuten::V,响,suonare
884,klingeln::V,按铃,suonare
885,brausen::V,疾驶,rombare
886,brausen::V,疾驶,rumoreggiare
887,klingen::V,听起来,suonare
888,bellen::V,吠,latrare
889,bellen::V,吠,abbaiare
890,heulen::V,嗥,urlare
891,heulen::V,嗥,ululare
892,blasen::V,吹,soffiare
893,pfeifen::V,吹口哨,fischiare
894,schreien::V,叫喊,gridare
895,stöhnen::V,呻吟,gèmere
896,zittern::V,颤抖,tremare
897,leben::V,生存,vìvere
898,geboren werden::V,出生,nàscere
899,atmen::V,呼吸,respirare
900,trinken::V,喝,bere
901,essen::V,吃,mangiare
902,schlucken::V,咽,inghiottire
903,müde werden::V,疲倦,stancarsi
904,einschlafen::V,入睡,addormentarsi
905,schlafen::V,睡觉,dormire
906,aufwachen::V,睡醒,svegliarsi
907,aufstehen::V,起床,levarsi
908,sich erholen::V,休养,riposarsi
909,krank werden::V,生病,ammalarsi
910,krank sein::V,生病,èssere malato
911,schmerzen::V,疼痛,dolere
912,husten::V,咳,tossire
913,genesen::V,痊愈,guarire
914,sterben::V,死,morire
915,umkommen::V,丧命,perire
916,sich bewegen::V,移动,agitarsi
917,sich rühren::V,动弹,muòversi
918,sich erheben::V,站起,alzarsi
919,sich setzen::V,坐,sedersi
920,hinfallen::V,跌倒,cadere
921,laufen::V,步行,camminare
922,laufen::V,步行,andare a piedi
923,schreiten::V,迈步,andare
924,schreiten::V,迈步,procedere
925,spazierengehen::V,散步,passeggiare
926,spazierengehen::V,散步,andare a passeggio
927,eilen::V,急忙,andare in fretta
928,sich beeilen::V,赶快,affrettarsi
929,sausen::V,疾驰,volare
930,sausen::V,疾驰,correre
931,rennen::V,奔跑,correre
932,springen::V,跳,saltare
933,klettern::V,攀缘,arrampicarsi
934,schaukeln::V,荡秋千,fare l'altalena
935,kriechen::V,爬行,strisciare
936,schwimmen::V,游泳,nuotare
937,tauchen::V,潜水,tuffarsi
938,tauchen::V,潜水,immèrgersi
939,rudern::V,划船,remare
940,fahren::V,行驶,andare
941,fahren::V,行驶,viaggiare
942,fliegen::V,飞,volare
943,gehen::V,走,andare
944,weggehen::V,离去,andàrsene
945,weggehen::V,离去,andare via
946,abfahren::V,出发,partire
947,anhalten::V,停住,fermarsi
948,hineingehen::V,进去,entrare
949,eintreten::V,进入,entrare
950,kommen::V,来,venire
951,ankommen::V,到达,arrivare
952,zurückkommen::V,回来,ritornare
953,bleiben::V,停留,restare
954,bleiben::V,停留,rimanere
955,warten::V,等,aspettare
956,erwarten::V,等候,attèndere
957,suchen::V,找,cercare
958,finden::V,找到,trovare
959,versuchen::V,尝试,tentare
960,vorbereiten::V,预备,preparare
961,lieben::V,爱,amare
962,mögen::V,喜欢,piacere a
963,mögen::V,喜欢,volere bene a
964,lachen::V,笑,rìdere
965,weinen::V,哭,piàngere
966,schimpfen::V,骂,imprecare
967,sich ärgern::V,生气,stizzirsi
968,sich ärgern::V,生气,arrabbiarsi
969,sich fürchten::V,害怕,avere paura
970,fürchten::V,害怕,temere
971,fliehen::V,逃走,fuggire
972,flüchten::V,逃跑,sfuggire
973,sehen::V,看,vedere
974,anschauen::V,注视,guardare
975,ansehen::V,注视,guardare
976,hören::V,听,udire
977,hören::V,听,sentire
978,zuhören::V,倾听,ascoltare
979,probieren::V,尝,degustare
980,probieren::V,尝,assaggiare
981,riechen::V,闻,sentire
982,fühlen::V,感到,sentire
983,scheinen::V,照耀,parere
984,scheinen::V,照耀,sembrare
985,zu sehen sein::V,可以看到,vedersi
986,vernehmen::V,审讯,sentire
987,vernehmen::V,审讯,percepire
988,frieren::V,觉得冷,aver freddo
989,tun::V,作,fare
990,können::V,能,sapere
991,wollen::V,要,volere
992,anfangen::V,开始,iniziare
993,anfangen::V,开始,cominciare
994,beenden::V,结束,finire
995,beenden::V,结束,terminare
996,aufhören::V,停止,finire
997,aufhören::V,停止,cessare
998,gelingen::V,成功,riuscire
999,geraten::V,陷于,stare
1000,öffnen::V,打开,aprire
1001,schließen::V,关,chiùdere
1002,stellen::V,放,porre
1003,stellen::V,放,mettere
1004,setzen::V,放,porre
1005,setzen::V,放,mettere
1006,legen::V,摆,posare
1007,legen::V,摆,mettere
1008,berühren::V,触,toccare
1009,verbinden::V,联结,unire
1010,verbinden::V,联结,congiùngere
1011,bedecken::V,覆盖,coprire
1012,bedecken::V,覆盖,ricoprire
1013,aufhängen::V,挂,attaccare
1014,anzünden::V,点,accèndere
1015,anzünden::V,点,incendiare
1016,aufheben::V,拾起,raccògliere
1017,zurücklassen::V,遗留,lasciare
1018,zurücklassen::V,遗留,lasciare indietro
1019,verlieren::V,丧失,pèrdere
1020,fallen lassen::V,让掉下,lasciare cadere
1021,machen::V,做,fare
1022,herstellen::V,生产,produrre
1023,herstellen::V,生产,fabbricare
1024,bauen::V,建造,costruire
1025,reparieren::V,修理,riparare
1026,verbessern::V,改进,migliorare
1027,ändern::V,改变,mutare
1028,ändern::V,改变,cambiare
1029,graben::V,挖,scavare
1030,beugen::V,弯下,chinare
1031,beugen::V,弯下,flettere
1032,biegen::V,弯,tòrcere
1033,drehen::V,转动,girare
1034,wenden::V,转动,girare
1035,wenden::V,转动,voltare
1036,umdrehen::V,转动,rivoltare
1037,heben::V,举起,levare
1038,hochheben::V,抬高,levare
1039,hochheben::V,抬高,sollevare
1040,ergreifen::V,抓住,afferrare
1041,halten::V,拿着,tenere
1042,drücken::V,压,premere
1043,schieben::V,推,spìngere
1044,kratzen::V,搔,grattare
1045,kratzen::V,搔,graffiare
1046,lecken::V,舔,leccare
1047,beißen::V,咬,mòrdere
1048,abreißen::V,撕下,staccarsi
1049,abreißen::V,撕下,strapparsi
1050,abschneiden::V,切断,tagliare
1051,binden::V,捆,legare
1052,binden::V,捆,bendare
1053,stecken::V,插,ficcare
1054,brechen::V,断裂,rompere
1055,klopfen::V,敲,bàttere
1056,hauen::V,揍,picchiare
1057,kleben::V,粘,incollare
1058,reiben::V,摩擦,fregare
1059,streichen::V,涂,spalmare
1060,schleifen::V,拖曳,arrotare
1061,schneiden::V,切,tagliare
1062,rütteln::V,颠簸,scuòtere
1063,schütteln::V,摇动,agitare
1064,schütteln::V,摇动,scuòtere
1065,schwenken::V,摇动,agitare
1066,schwenken::V,摇动,sventolare
1067,schütten::V,倒,versare
1068,füllen::V,填满,riempire
1069,einwickeln::V,包,involtare
1070,tragen::V,提,portare
1071,schleppen::V,扛,trainare
1072,schleppen::V,扛,trascinare
1073,ziehen::V,拉,tirare
1074,aufbewahren::V,保存,custodire
1075,aufbewahren::V,保存,conservare
1076,werfen::V,扔,gettare
1077,werfen::V,扔,lanciare
1078,fangen::V,捕捉,prèndere
1079,fangen::V,捕捉,acchiappare
1080,packen::V,抓住,pigliare
1081,packen::V,抓住,afferrare
1082,verstecken::V,藏,nascondere
1083,teilen::V,分,divìdere
1084,schicken::V,派遣,inviare
1085,bringen::V,带来,portare
1086,bringen::V,带来,apportare
1087,hinzufügen::V,添加,aggiùngere
1088,bekommen::V,得到,ricevere
1089,erhalten::V,接到,ricevere
1090,nehmen::V,拿,prèndere
1091,wählen::V,挑选,elèggere
1092,wählen::V,挑选,scegliere
1093,auswählen::V,选择,scegliere
1094,bewahren::V,保持,conservare
1095,behindern::V,防碍,impedire
1096,verderben::V,败坏,guastare
1097,beschädigen::V,损坏,danneggiare
1098,zerbrechen::V,破碎,rompere
1099,zerbrechen::V,破碎,spezzare
1100,zerreißen::V,撕碎,stracciare
1101,zerstören::V,毁坏,distrùggere
1102,verbrennen::V,燃烧,bruciare
1103,geben::V,给,dare
1104,reichen::V,递给,pòrgere
1105,schenken::V,赠送,regalare
1106,versprechen::V,许诺,promettere
1107,wünschen::V,祝,augurare
1108,loben::V,表扬,lodare
1109,küssen::V,亲,baciare
1110,wiegen::V,轻摇,cullare
1111,wiegen::V,轻摇,dondolare
1112,zudecken::V,盖上,coprire
1113,wecken::V,唤起,svegliare
1114,zeigen::V,指,indicare
1115,führen::V,带领,guidare
1116,führen::V,带领,condurre
1117,lehren::V,教,insegnare
1118,unterrichten::V,讲课,istruire
1119,unterrichten::V,讲课,insegnare
1120,aufziehen::V,抚养,allevare
1121,leiten::V,领导,avviare
1122,leiten::V,领导,dirìgere
1123,antreiben::V,催促,incitare
1124,lassen::V,让,fare
1125,einladen::V,邀请,invitare
1126,vereinigen::V,统一,unire
1127,besuchen::V,参观,visitare
1128,besuchen::V,参观,far vìsita a
1129,treffen::V,会面,incontrare
1130,sich versammeln::V,聚集,rinunirsi
1131,spielen::V,玩,giocare
1132,singen::V,唱歌,cantare
1133,tanzen::V,跳舞,danzare
1134,sich trennen::V,分别,separarsi
1135,verlassen::V,离开,lasciare
1136,verlassen::V,离开,abbandonare
1137,retten::V,救,salvare
1138,bewachen::V,守卫,custodire
1139,schützen::V,保护,protèggere
1140,verteidigen::V,保卫,difèndere
1141,sich schlagen::V,打架,bàttersi
1142,schießen::V,射击,sparare
1143,siegen::V,获胜,vìncere
1144,ärgern::V,激怒,stizzire
1145,schlagen::V,打,bàttere
1146,treten::V,踢,calciare
1147,stechen::V,刺,pùngere
1148,stoßen::V,撞,urtare
1149,stoßen::V,撞,spìngere
1150,stehlen::V,盗窃,rubare
1151,stören::V,干扰,disturbare
1152,belästigen::V,打搅,molestare
1153,belästigen::V,打搅,importunare
1154,verbergen::V,隐藏,celare
1155,verbergen::V,隐藏,nascondere
1156,täuschen::V,欺骗,ingannare
1157,betrügen::V,欺骗,frodare
1158,betrügen::V,欺骗,truffare
1159,töten::V,杀,uccìdere
1160,wohnen::V,居住,abitare
1161,arbeiten::V,工作,lavorare
1162,sammeln::V,收集,raccògliere
1163,sammeln::V,收集,collezionare
1164,pflücken::V,采,cògliere
1165,jagen::V,打猎,cacciare
1166,fischen::V,捕鱼,pescare
1167,fassen::V,捉住,catturare
1168,fassen::V,捉住,acchiappare
1169,hüten::V,守护,pascolare
1170,treiben::V,漂,spìngere
1171,anbinden::V,拴,legare
1172,anbinden::V,拴,attaccare
1173,füttern::V,喂,dar da mangiare a
1174,melken::V,挤奶,mùngere
1175,hacken::V,剁细,tritare
1176,hacken::V,剁细,spaccare
1177,gießen::V,浇,annaffiare
1178,reifen::V,成熟,maturare
1179,kochen::V,煮,cuòcere
1180,backen::V,烤,cuòcere
1181,backen::V,烤,cuòcere al forno
1182,braten::V,煎,frìggere
1183,braten::V,煎,arrostire
1184,umrühren::V,搅拌,mescolare
1185,stricken::V,织,llavorare a maglia
1186,nähen::V,缝,cucire
1187,färben::V,染色,tìngere
1188,reinigen::V,清洁,pulire
1189,reinigen::V,清洁,nettare
1190,waschen::V,洗,lavare
1191,abwischen::V,擦掉,asciugare
1192,spülen::V,清洗,lavare
1193,spülen::V,清洗,sciacquare
1194,fegen::V,扫,spazzare
1195,kehren::V,打扫,spazzare
1196,baden::V,给...洗澡,bagnarsi
1197,baden::V,给...洗澡,fare il bagno
1198,sich waschen::V,洗澡,lavarsi
1199,ausziehen::V,脱,tògliersi
1200,anziehen::V,穿,mettersi
1201,anziehen::V,穿,indossare
1202,sich anziehen::V,穿衣,vestirsi
1203,kämmen::V,梳,pettinare
1204,schmücken::V,装饰,ornare
1205,schmücken::V,装饰,decorare
1206,sagen::V,说,dire
1207,sprechen::V,说,parlare
1208,reden::V,讲,parlare
1209,sich unterhalten::V,聊天,conversare
1210,fragen::V,问,chièdere
1211,fragen::V,问,domandare
1212,bitten::V,请,pregare
1213,erzählen::V,叙述,narrare
1214,erzählen::V,叙述,raccontare
1215,mitteilen::V,通知,comunicare
1216,nennen::V,叫做,nominare
1217,rufen::V,叫,chiamare
1218,prahlen::V,吹牛,vantarsi
1219,übersetzen::V,翻译,tradurre
1220,denken::V,想,pensare
1221,glauben::V,以为,credere
1222,bemerken::V,发觉,notare
1223,bemerken::V,发觉,osservare
1224,erkennen::V,识别,riconoscere
1225,begreifen::V,理解,capire
1226,begreifen::V,理解,comprèndere
1227,verstehen::V,明白,intèndere
1228,verstehen::V,明白,comprèndere
1229,lernen::V,学,imparare
1230,lernen::V,学,apprèndere
1231,wissen::V,知道,sapere
1232,sich erinnern an::V,回忆,ricordare
1233,sich erinnern an::V,回忆,ricordarsi di
1234,vergessen::V,忘记,dimenticare
1235,messen::V,测量,misurare
1236,zählen::V,数,contare
1237,rechnen::V,计算,contare
1238,rechnen::V,计算,calcolare
1239,lesen::V,读,lèggere
1240,malen::V,画,dipìngere
1241,zeichnen::V,绘制,disegnare
1242,schreiben::V,写,scrìvere
1243,besitzen::V,占有,possedere
1244,kaufen::V,买,comprare
1245,kaufen::V,买,acquistare
1246,verkaufen::V,卖,vendere
1247,bezahlen::V,付钱,pagare
1248,zahlen::V,支付,pagare
1249,beherrschen::V,统治,dominare
1250,ertragen::V,忍耐,sopportare
1251,vergebens::ADV,,invano
1252,klirren::V,,tintinnare
1253,rauschen::V,,frusciare
1254,rühren::V,,commuòvere
1255,zubereiten::V,,preparare
