,Concept_ID,ml,ps
629,gelb::A,മഞ്ഞനിറമായ,زېړ
630,blau::A,നീലനിറമുള്ള,شین
631,blau::A,നീലനിറമുള്ള,اسماني رنګه
632,grün::A,പച്ചനിറമുള്ള,زرغون
633,grau::A,ചാരനിറത്തിലുള്ള,خړ
634,bunt::A,വർണ്ണശബളമായ,رنګارنګ
635,billig::A,വിലകുറഞ്ഞ,ارزان
636,teuer::A,ചെലവേറിയ,ګران
637,wertvoll::A,വിലപിടിപ്പുള്ള,قیمتي
638,blind::A,അന്ധനായ,ړوند
639,taub::A,കേൾവിക്കുറവുള്ള,کوڼ
640,kräftig::A,ശക്തിയുള്ള,قوی
641,stark::A,ബലമുള്ള,قوی
642,stark::A,ബലമുള്ള,تکړه
643,schwach::A,ക്ഷീണിച്ച,ضعیف
644,schwach::A,ക്ഷീണിച്ച,کمزوری
645,fett::A,കൊഴുപ്പുള്ള,چاغ
646,schlank::A,മെലിഞ്ഞ,خوش اندام
647,hübsch::A,മനോഹരമായ,ښکلی
648,hübsch::A,മനോഹരമായ,ښایسته
649,böse::A,പാപിയായ,شریر
650,böse::A,പാപിയായ,قهرناک
651,dumm::A,വിവരംകെട്ട,احمق
652,faul::A,അലസനായ,لټ
653,faul::A,അലസനായ,تنبل
654,fleißig::A,അദ്ധ്വാനശീലമുള്ള,زحمت کښ
655,geizig::A,പിശുക്കനായ,بخیل
656,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,عاقل
657,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,هوښیار
658,geschickt::A,പ്രതിഭാശാലി,ماهر
659,lieb::A,പ്രിയപ്പെട്ട,عزیز
660,lieb::A,പ്രിയപ്പെട്ട,محبوب
661,lustig::A,ആനന്ദകരമായ,خوشحال
662,sanft::A,സൌമ്യമായ,پوست
663,sanft::A,സൌമ്യമായ,ملایم
664,hungrig::A,വിശപ്പുള്ള,وږی
665,krank::A,അസുഖമുള്ള,مريض
666,krank::A,അസുഖമുള്ള,ناروغ
667,nackt::A,നഡമായ,لوڅ
668,traurig::A,വിഷമമുള്ള,غمجن
669,lebendig::A,ഉപജീവനം,ژوندی
670,gut::A,നല്ല,ښه
671,schlecht::A,മോശമായ,بد
672,schlecht::A,മോശമായ,خراب
673,richtig::A,ശരിയായ,سم
674,richtig::A,ശരിയായ,صحیح
675,schlimm::A,വൃത്തികെട്ട,بد
676,schlimm::A,വൃത്തികെട്ട,مخوف
677,wahr::A,ശരിയായ,واقعي
678,alt::A,പഴയ,زوړ
679,neu::A,പുതിയ,نوی
680,ehemalig::A,മുൻ,پخوانی
681,alt[Lebewesen]::A,വയസ്സുള്ള,زوړ
682,jung::A,കൌമാരമായ,ځوان
683,arm::A,പാവപ്പെട്ട,غریب
684,arm::A,പാവപ്പെട്ട,بې وزله
685,reich::A,സമ്പന്നമായ,شتمن
686,reich::A,സമ്പന്നമായ,دولتمند
687,bekannt::A,പരിചിതമായ,اشنا
688,berühmt::A,പ്രശസ്തനായ,مشهور
689,fremd::A,വൈദേശികമായ,پردی
690,fremd::A,വൈദേശികമായ,بېګانه
691,verschieden::A,വ്യത്യസ്തമായ,مختلف
692,nah::A,അരികത്തുള്ള,نژدې
693,fern::A,അകലെയുള്ള,لیری
694,linker::A,അവശേഷിച്ച,چپ
695,linker::A,അവശേഷിച്ച,کیڼ
696,rechter::A,വലത്തേ,ښی
697,anderer::A,മറ്റുള്ള,بل
698,erster::A,ആദ്യത്തെ,لومړی
699,zweiter::A,രണ്ടാം,دوهم
700,dritter::A,മൂന്നാമത്,درېم
701,letzter::A,അവസാനത്തെ,آخرنی
702,letzter::A,അവസാനത്തെ,وروستی
703,allein::ADV,തനിച്ചുള്ള,یوازې
704,auf einmal::ADV,ഉടന്,په یوه وخت کی
705,zusammen::ADV,ഒരുമിച്ച,یو ځای
706,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,ډېر وخت
707,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,ډېره موده
708,plötzlich::ADV,പെട്ടെന്ന്,ناببره
709,plötzlich::ADV,പെട്ടെന്ന്,یوناڅاپه
710,sofort::ADV,തത്ക്ഷണം,فوراً
711,sofort::ADV,തത്ക്ഷണം,سمدلاسه
712,später::ADV,പിന്നീട്,وروسته
713,jetzt::ADV,ഇപ്പോൾ,اوس
714,heute::ADV,ഇന്ന്,نن
715,morgen::ADV,നാളെ,سبا
716,bald::ADV,ഉടനെ,ژر
717,dann::ADV,അപ്പോൾ,پس
718,dann::ADV,അപ്പോൾ,وروسته
719,gestern::ADV,ഇന്നലെ,پرون
720,einst::ADV,പണ്ടൊരിക്കല്,پخوا
721,damals::ADV,അപ്പോൾ,هغه وخت
722,danach::ADV,പിന്നീട്,بیا
723,vorher::ADV,മുൻപ്,دمخه
724,zuerst::ADV,ആദ്യം,لومړی
725,einmal::ADV,ഒരിക്കൽ,یو ځل
726,manchmal::ADV,ചിലപ്പോൾ,ګاهی ګاهی
727,oft::ADV,പലപ്പോഴും,ډېر ځله
728,immer::ADV,എപ്പോഴും,تل
729,immer::ADV,എപ്പോഴും,همېشه
730,niemals::ADV,ഒരിക്കലും,هیڅکله نه
731,hier::ADV,ഇവിടെ,دلته
732,hierhin::ADV,ഇവിടേക്ക്,دلته
733,hierhin::ADV,ഇവിടേക്ക്,دې ځای ته
734,von hier::ADV,ഇവിടെനിന്ന്,د دې ځای نه
735,dort::ADV,അവിടെ,هلته
736,dorthin::ADV,അവിടേക്ക്,هلته
737,dorthin::ADV,അവിടേക്ക്,هغه ځای ته
738,geradeaus::ADV,മുമ്പിൽ,مخامخ
739,geradeaus::ADV,മുമന്നോട്ട്,مخامخ
740,vorwärts::ADV,മുന്നോട്ട്,مخ پهٔ وړاندې
741,rückwärts::ADV,തലതിരിച്ച്,بېرته
742,zurück::ADV,പുറകിലേക്ക്,بېرته
743,unten::ADV,താഴെ,لاندي
744,hinab::ADV,താഴേക്ക്,ښکته
745,oben::ADV,മുകളിൽ,پورته
746,hinauf::ADV,മുകളിൽ,پاس
747,überall::ADV,എല്ലായിടത്തും,هره خوا
748,nicht::ADV,ഇല്ല,نه
749,ein wenig::ADV,കുറച്ച്,یو څه
750,kaum::ADV,കഷ്ടിച്ച്,ایله
751,sehr::ADV,വളരെ,ډېر
752,sehr::ADV,വളരെ,زيات
753,so::ADV,അങ്ങനെ,داسې
754,so::ADV,അങ്ങനെ,دومره
755,noch::ADV,ഇപ്പോഴും,نور
756,nur::ADV,മാത്രം,تش
757,nur::ADV,മാത്രം,صرف
758,schon::ADV,നേരത്തേ തന്നെ,دمخه
759,wieder::ADV,വീണ്ടും,بیا
760,vergebens::ADV,വിഫല,عبث
761,vor::PRP,മുമ്പിൽ,دمخه
762,hinter::PRP,പുറകിൽ,شاته
763,unter::PRP,കീഴിൽ,لاندي
764,durch::PRP,ഉള്ളിലൂടെ,د مینځ نه
765,neben::PRP,അടുത്ത്,نژدې
766,zwischen::PRP,ഇടയ്ക്ക്,ترمینځ
767,wegen::PRP,നിമിത്തം,د ... له لاسه
768,dies::PRN,ഇത്,دا
769,das::PRN,അത്,دا
770,alles::PRN,എല്ലാം,هرڅهٔ
771,ich::PRN,ഞാൻ,زه
772,du::PRN,നിങ്ങൾ,ته
773,er::PRN,അദ്ദേഹം,دی
774,er::PRN,അയാൾ,دی
775,er::PRN,അവൻ,دی
776,er::PRN,അവർ,دی
777,er::PRN,അവൾ,دی
778,wir::PRN,നമ്മൾ,مونږ
779,ihr::PRN,നിങ്ങൾ,تاسې
780,sie::PRN,അവർ,هغوی
781,was::FPRN,എന്ത്,څهٔ
782,wer::FPRN,ആര്,چا
783,wer::FPRN,ആര്,څوک
784,wo::FADV,എവിടെ,چيری
785,wo::FADV,എവിടെ,چېرته
786,wohin::FADV,എവിടേക്ക്,چېرته
787,wie::FADV,എങ്ങനെ,څنګه
788,warum::FADV,എന്തുകൊണ്ട്,ولې
789,wieviel::FNUM,എത്ര,څو
790,wieviel::FNUM,എത്ര,څومره
791,eins::NUM,ഒന്ന്,یو
792,zwei::NUM,രണ്ട്,دوه
793,drei::NUM,മൂന്ന്,درې
794,vier::NUM,നാല്,څلور
795,fünf::NUM,അഞ്ച്,پنځه
796,sechs::NUM,ആറ്,شپږ
797,sieben::NUM,ഏഴ്,اوه
798,acht::NUM,എട്ട്,اته
799,neun::NUM,ഒമ്പത്,نهه
800,zehn::NUM,പത്ത്,لس
801,elf::NUM,പതിനൊന്ന്,یوولس
802,zwölf::NUM,പന്ത്രണ്ട്,دولس
803,zwanzig::NUM,ഇരുപത്,شل
804,dreißig::NUM,മുപ്പത്,دېرش
805,vierzig::NUM,നാൽപ്പത്,څلوېښت
806,fünfzig::NUM,അൻപത്,پنځوس
807,sechzig::NUM,അറുപത്,شپېته
808,siebzig::NUM,എഴുപത്,اویا
809,achtzig::NUM,എൺപത്,اتیا
810,neunzig::NUM,തൊണ്ണൂറ്,نوي
811,hundert::NUM,നൂറ്,سل
812,tausend::NUM,ആയിരം,زر
813,und::CNJ,ഉം,او
814,oder::CNJ,അഥവാ,ېا
815,stehen::V,നിൽക്കുക,درېدل
816,sitzen::V,ഇരിക്കുക,کښېنستل
817,liegen::V,കിടക്കുക,ملاستل
818,hängen::V,തൂങ്ങുക,ځړېدل
819,werden::V,ആയിത്തീരുക,کېدل
820,passieren::V,സംഭവിക്കുക,پېښېدل
821,beginnen::V,ആരംഭിക്കുക,شروع کېدل
822,enden::V,അവസാനിപ്പിക്കുക,خلاصدل
823,enden::V,അവസാനിപ്പിക്കുക,تمامېدل
824,wechseln::V,മാറ്റുക,تغییر موندل
825,aufgehen[Sonne]::V,ഉയരുക,ختل
826,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,لوېدل
827,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,پرېوتل
828,scheinen[Sonne]::V,പ്രകാശിക്കുക,رڼا کول
829,donnern::V,ഇടിവെട്ടുക,تنېدل
830,donnern::V,ഇടിവെട്ടുക,غړمبېدل
831,wehen::V,വീശുക,چلېدل
832,strömen::V,ഒഴുകുക,بهېدل
833,fließen::V,ഒഴുകുക,بهېدل
834,fließen::V,ഒഴുകുക,تویېدل
835,sich drehen::V,ചുറ്റുക,ګرځېدل
836,sich drehen::V,ചുറ്റുക,چورلېدل
837,sich drehen::V,കറക്കുക,ګرځېدل
838,sich drehen::V,കറക്കുക,چورلېدل
839,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,زنګېدل
840,schwingen::V,ആടുക,زنګېدل
841,fallen::V,വീഴുക,ولېدل
842,brennen::V,കത്തുക,سوځېدل
843,rauchen::V,പുകയുക,لوګی کول
844,regnen::V,മഴ_പെയ്യുക,باران اورېدل
845,gefrieren::V,തണത്ത്_മരവിക്കുക,کنګل نيول
846,tauen::V,അലിയുക,وېلې کېدل
847,schmelzen::V,ഉരുകുക,وېلې کېدل
848,trocknen::V,വരളുക,وچېدل
849,sieden::V,തിളപ്പിക്കുക,اېشېدل
850,faulen::V,ചീയുക,خرابېدل
851,verfaulen::V,അഴുകുക,ورستېدل
852,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,شلېدل
853,versinken::V,മുക്കുക,ډوېېدل
854,vergehen::V,കടന്നുപോകുക,تېرېدل
855,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ښکارېدل
856,verschwinden::V,അദൃശ്യമാകുക,ورکېدل
857,sinken::V,താഴുക,ښکته کېدل
858,abnehmen::V,കുറിയുക,کمېدل
859,zunehmen::V,വർദ്ധിക്കുക,زیاتېدل
860,steigen::V,ഉയരുക,جګېدل
861,steigen::V,ഉയരുക,پورته کېدل
862,wachsen::V,വളരുക,وده کول
863,glänzen::V,മിന്നുക,ځلېدل
864,funkeln::V,തിളങ്ങുക,پړکېدل
865,lärmen::V,ശബ്ദമുണ്ടാക്കുക,غال و غول کول
866,läuten::V,മണിമുഴങ്ങുക,زنګ وهل
867,klingeln::V,ചിലമ്പുക,زنګ وهل
868,klirren::V,കിലുക്കുക,کړنګېدل
869,brausen::V,മുഴങ്ങുക,تلاطم کول
870,rauschen::V,അനങ്ങുക,شڼهار کول
871,klingen::V,മുഴക്കുക,آواز کول
872,bellen::V,കുരയ്ക്കുക,غپېدل
873,heulen::V,ഓരിയിടുക,انګلل
874,blasen::V,ഊതുക,پو کول
875,pfeifen::V,വിസിലടിക്കുക,شپېلک وهل
876,schreien::V,ആക്രോശിക്കുക,ناره کول
877,stöhnen::V,അരക്കം,زګېروی کول
878,stöhnen::V,ആർത്തനാദം,زګېروی کول
879,zittern::V,വിറയ്ക്കുക,لړزېدل
880,leben::V,താമസിക്കുക,ژوند کول
881,geboren werden::V,ജനിക്കുക,زېږېدل
882,atmen::V,ശ്വസിക്കുക,ساه کښل
883,atmen::V,ശ്വസിക്കുക,تنفس کول
884,trinken::V,കുടിക്കുക,څښل
885,essen::V,കഴിക്കുക,خوړل
886,schlucken::V,വിഴുങ്ങുക,غړپول
887,müde werden::V,ക്ഷീണിക്കുക,ستړی کېدل
888,einschlafen::V,നിദ്രിക്കുക,ویده کېدل
889,schlafen::V,ഉറങ്ങുക,خوب کول
890,aufwachen::V,ഉണരുക,ویښېدل
891,aufstehen::V,എഴുന്നേൽക്കുക,پاڅېدل
892,sich erholen::V,വിശ്രമിക്കുക,استراحت کول
893,krank werden::V,ദീനംപിടിക്കുക,رنځورېدل
894,krank sein::V,രോഗികളാകുക,ناجوړېدل
895,schmerzen::V,വേദനിക്കുക,خوږېدل
896,schmerzen::V,വേദനിക്കുക,درد کول
897,husten::V,ചുമയ്ക്കുക,ټوخېدل
898,genesen::V,സുഖപ്പെടുക,رغېدل
899,sterben::V,മരിക്കുക,مړل
900,umkommen::V,മരിക്കുക,تلفېدل
901,sich bewegen::V,സ്ഥലം_മാറുക,چلېدل
902,sich bewegen::V,സ്ഥലം_മാറുക,حرکت کول
903,sich rühren::V,ചലിക്കുക,ښورېدل
904,sich erheben::V,നിൽക്കുക,درېدل
905,sich setzen::V,ഇരിക്കുക,کښېنستل
906,hinfallen::V,വീഴുക,لوېدل
907,laufen::V,നടക്കുക,منډې وهل
908,schreiten::V,നടക്കുക,قدم ایښودل
909,spazierengehen::V,ഉലാത്തുക,چکر وهل
910,eilen::V,പാഞ്ഞെത്തുക,بېړه کول
911,sich beeilen::V,തിരിക്കുകൂട്ടുക,عجله کول
912,sich beeilen::V,തിടുക്കം_കാട്ടുക,عجله کول
913,sausen::V,കുതിക്കുക,ځغستل
914,rennen::V,ഓടുക,زغلېدل
915,springen::V,ചാടുക,ټوپ وهل
916,klettern::V,കയറുക,ختل
917,schaukeln::V,ഇളകുക,زنګېدل
918,kriechen::V,പതുങ്ങികയറുക,خاپوړی وهل
919,schwimmen::V,നീന്തുക,لامبو وهل
920,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,غوټه وهل
921,rudern::V,തുഴയുക,پارو وهل
922,fahren::V,വാഹനം ഓടിക്കുക,تلل
923,fliegen::V,പറക്കുക,الوتل
924,gehen::V,പോകുക,تلل
925,weggehen::V,വിടുക,بهر وتل
926,abfahren::V,പുറപ്പെടുക,تلل
927,anhalten::V,നിർത്തുക,ودرېدل
928,hineingehen::V,പ്രവേശിക്കുക,داخلېدل
929,eintreten::V,പ്രവേശിക്കുക,ننوتل
930,kommen::V,വരുക,راتلل
931,ankommen::V,എത്തിച്ചേരുക,رسېدل
932,zurückkommen::V,തിരിച്ചു വരുക,بېرته راتلل
933,bleiben::V,തുടരുക,پاتې کېدل
934,warten::V,കാത്തിരിക്കുക,انتظار وېستل
935,erwarten::V,പ്രതീക്ഷിക്കുക,انتظار کول
936,suchen::V,തിരയുക,لټول
937,finden::V,കണ്ടെത്തുക,میندل
938,finden::V,കണ്ടെത്തുക,پیدا کول
939,versuchen::V,ശ്രമിക്കുക,هڅه کول
940,vorbereiten::V,തയ്യാറെടുക്കുക,چمتوکول
941,lieben::V,സ്നേഹിക്കുക,مینه لرل
942,mögen::V,ഇഷ്ടപ്പെടുക,خوښول
943,mögen::V,ഇഷ്ടപ്പെടുക,علاقه لرل
944,lachen::V,ചിരിക്കുക,خندېدل
945,rühren::V,ഹൃദയം സ്പർശിക്കുക,اغېزه کول
946,weinen::V,തേങ്ങുക,ژړل
947,schimpfen::V,പിറുപിറുക്കുക,ښکنځا کول
948,sich ärgern::V,കോപിക്കുക,قهر راتلل
949,sich fürchten::V,പേടിക്കുക,ډارېدل
950,fürchten::V,പേടിക്കുക,ډارېدل
951,fliehen::V,രക്ഷപ്പെടുക,تښتېدل
952,flüchten::V,രക്ഷപ്പെടുക,تښتېدل
953,sehen::V,കാണുക,لیدل
954,anschauen::V,നോക്കുക,کتل
955,ansehen::V,നോക്കുക,ننداره کول
956,hören::V,കേൾക്കുക,اورېدل
957,zuhören::V,ശ്രദ്ധിക്കുക,غوږ نیول
958,probieren::V,രുചിയുള്ളതായി_തോന്നുക,څکه کول
959,probieren::V,രുചിയുള്ളതായി_തോന്നുക,چاشنی کول
960,riechen::V,മണത്തു_നോക്കുക,بويول
961,fühlen::V,സ്പർശിച്ചറിയുക,حسول
962,scheinen::V,കാണപ്പെടുക,ښکارېدل
963,zu sehen sein::V,വെളിച്ചപ്പെടുക,ښکارېدل
964,vernehmen::V,കേൾക്കുക,خبرېدل
965,frieren::V,വിറയ്ക്കുക,ساړه کېتل
966,tun::V,ചെയ്യുക,کول
967,können::V,കഴിയുക,کولای شول
968,können::V,കഴിയുക,د لاسه کېدل
969,wollen::V,വേണുക,غوښتل
970,anfangen::V,തുടങ്ങുക,شروع کول
971,beenden::V,പൂർത്തിയാക്കുക,ختمول
972,beenden::V,പൂർത്തിയാക്കുക,پای ته رسول
973,aufhören::V,നിർത്തുക,بس کول
974,gelingen::V,വിജയിക്കുക,موفق کېدل
975,gelingen::V,വിജയിക്കുക,بریالی کېدل
976,geraten::V,പരിണമിക്കുക,کېدل
977,öffnen::V,തുറക്കുക,خلاصول
978,öffnen::V,തുറക്കുക,پرانیستل
979,schließen::V,അടയ്ക്കുക,تړل
980,stellen::V,വയ്ക്കുക,ایښودل
981,setzen::V,വയ്ക്കുക,کښېنول
982,legen::V,ഇടുക,ایښودل
983,berühren::V,തൊടുക,لاس وهل
984,verbinden::V,ഘടിപ്പിക്കുക,تړل
985,bedecken::V,മുടുക,پوښول
986,aufhängen::V,കെട്ടിതൂക്കുക,ځوړندول
987,anzünden::V,കത്തിക്കുക,بلول
988,aufheben::V,പെറുക്കിയെടുക്കുക,پورته کول
989,zurücklassen::V,വച്ചുപോരുക,پرېښودل
990,verlieren::V,നഷ്ടപ്പെടുക,ورکول
991,fallen lassen::V,വീഴ്ത്തുക,له لاسه لوېدل
992,machen::V,ഉണ്ടാക്കുക,کول
993,herstellen::V,ഉൽപാദിപ്പിക്കുക,جوړول
994,herstellen::V,ഉൽപാദിപ്പിക്കുക,توليدول
995,bauen::V,നിർമ്മിക്കുക,جوړول
996,reparieren::V,നന്നാക്കുക,ترمیمول
997,verbessern::V,മെച്ചപ്പെടുക,اصلاح کول
998,ändern::V,മാറ്റംവരുത്തുക,تغیر ورکول
999,graben::V,കുഴിക്കുക,کيندل
1000,beugen::V,വണങ്ങുക,ټیټول
1001,biegen::V,കുനിയുക,کږول
1002,drehen::V,തിരിക്കുക,ګرځول
1003,wenden::V,തിരിയുക,اړول
1004,umdrehen::V,തിരിയുക,اړول
1005,heben::V,ഉയർത്തുക,جګول
1006,heben::V,ഉയർത്തുക,پورته کول
1007,hochheben::V,ഉയർത്തുക,جګول
1008,ergreifen::V,ബലമായി_പിടിക്കുക,نیول
1009,halten::V,പിടിക്കുക,نیول
1010,drücken::V,അമർത്തുക,کښېکښل
1011,schieben::V,തള്ളുക,پوری وهل
1012,kratzen::V,ചുരണ്ടുക,ګرول
1013,lecken::V,നക്കുക,څټل
1014,beißen::V,കടിക്കുക,چیچل
1015,abreißen::V,കീറിക്കളയുക,شکول
1016,abschneiden::V,മുറിച്ചുമാറ്റുക,پرېکول
1017,binden::V,കെട്ടുക,تړل
1018,stecken::V,തുളയ്ക്കുക,ټومبل
1019,brechen::V,ഉടയുക,ماتول
1020,klopfen::V,തട്ടുക,ټکول
1021,hauen::V,അടിക്കുക,ټکول
1022,kleben::V,ഒട്ടിക്കുക,نښلول
1023,kleben::V,ഒട്ടിക്കുക,سرېښول
1024,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,مږل
1025,streichen::V,പടർത്തുക,مښل
1026,schleifen::V,പൊടിക്കുക,تېره کول
1027,schneiden::V,മുറിക്കുക,غوڅول
1028,schneiden::V,മുറിക്കുക,پرېکول
1029,rütteln::V,മുട്ടുക,خوڅول
1030,schütteln::V,കുലുക്കുക,ښورول
1031,schwenken::V,ആടുക,خوڅول
1032,schütten::V,ഒഴിക്കുക,اچول
1033,schütten::V,ഒഴിക്കുക,تویول
1034,füllen::V,നിറയ്ക്കുക,ډکول
1035,einwickeln::V,പൊതിയുക,پېچل
1036,einwickeln::V,പൊതിയുക,نغښتل
1037,tragen::V,വഹിക്കുക,وړل
1038,schleppen::V,വലിച്ചിഴയ്ക്കുക,وړل
1039,ziehen::V,വലിക്കുക,کښل
1040,aufbewahren::V,വയ്ക്കുക,ساتل
1041,werfen::V,എറിയുക,اچول
1042,werfen::V,എറിയുക,غورځول
1043,fangen::V,പിടിക്കുക,نیول
1044,fangen::V,പിടിക്കുക,ګیرول
1045,packen::V,തട്ടിപ്പറിക്കുക,نیول
1046,verstecken::V,മറയ്ക്കുക,پټول
1047,teilen::V,വിഭജിക്കുക,وېشل
1048,teilen::V,വിഭജിക്കുക,تقسیمول
1049,schicken::V,അയയ്ക്കുക,لېږل
1050,schicken::V,അയയ്ക്കുക,استول
1051,bringen::V,കൊണ്ടുവരുക,راوړل
1052,hinzufügen::V,കൂട്ടുക,زیاتول
1053,bekommen::V,കിട്ടുക,حاصلول
1054,erhalten::V,സ്വീകരിക്കുക,اخیستل
1055,nehmen::V,എടുക്കുക,نیول
1056,nehmen::V,എടുക്കുക,اخيستل
1057,wählen::V,തിരഞ്ഞെടുക്കുക,خوښول
1058,auswählen::V,തിരഞ്ഞെടുക്കുക,چنده کول
1059,bewahren::V,പുലർത്തുക,ساتل
1060,behindern::V,തടയിടുക,مانع کېدل
1061,behindern::V,തടയിടുക,ممانعت کول
1062,verderben::V,നശിപ്പിക്കുക,خرابېدل
1063,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ورانول
1064,zerbrechen::V,ഉടയുക,ماتول
1065,zerreißen::V,കീറുക,څیرې کول
1066,zerstören::V,നശിപ്പിക്കുക,ړنګول
1067,zerstören::V,നശിപ്പിക്കുക,ورانول
1068,verbrennen::V,കത്തിനശിക്കുക,سوځول
1069,verbrennen::V,കത്തിച്ചുകളയുക,سوځول
1070,geben::V,കൊടുക്കുക,ورکول
1071,geben::V,തരുക,ورکول
1072,reichen::V,കൈമാറുക,ورکول
1073,schenken::V,സമ്മാനം കൊടുക്കുക,بښل
1074,versprechen::V,വാഗ്ദാനം_നൽകുക,لوز کول
1075,wünschen::V,ആഗ്രഹിക്കുക,غوښتل
1076,loben::V,പുകഴ്ത്തുക,ستایل
1077,loben::V,പുകഴ്ത്തുക,تمجید کول
1078,küssen::V,ഉമ്മവയ്ക്കുക,ښکلول
1079,wiegen::V,ഇളകുക,زنګول
1080,zudecken::V,മുടുക,پوښول
1081,wecken::V,ഉണർത്തുക,ويښول
1082,zeigen::V,കാണിക്കുക,ښودل
1083,führen::V,നടത്തുക,بیول
1084,lehren::V,പഠിപ്പിക്കുക,درس ورکول
1085,lehren::V,പഠിപ്പിക്കുക,تعلیم ورکول
1086,unterrichten::V,പരിശീലിപ്പിക്കുക,درس ورکول
1087,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,روزل
1088,leiten::V,നയിക്കുക,رهبری کول
1089,leiten::V,നയിക്കുക,لارښوونه کول
1090,antreiben::V,പ്രേരിപ്പിക്കുക,چټک کول
1091,lassen::V,അനുവദിക്കുക,اړکول
1092,einladen::V,ക്ഷണിക്കുക,بلل
1093,vereinigen::V,കൂടിച്ചേരുക,متحد کول
1094,vereinigen::V,കൂടിച്ചേരുക,یوځای کول
1095,besuchen::V,സന്ദർശിക്കുക,کتنه کول
1096,treffen::V,തമ്മിൽ കാണുക,ليدل
1097,treffen::V,തമ്മിൽ കാണുക,تلقی کول
1098,sich versammeln::V,സംയോജിപ്പിക്കുക,راغونډېدل
1099,spielen::V,കളിക്കുക,لوبه کول
1100,singen::V,പാടുക,سندرې وېل
1101,tanzen::V,നൃത്തം ചെയ്യുക,ګډېدل
1102,sich trennen::V,നേർപെടുത്തുക,بېلېدل
1103,verlassen::V,പിൻവാങ്ങുക,ترک کول
1104,retten::V,രക്ഷിക്കുക,نجات ورکول
1105,bewachen::V,കാവൽനിൽക്കുക,ساتل
1106,bewachen::V,കാവൽനിൽക്കുക,حفاظت کول
1107,schützen::V,പരിരക്ഷിക്കുക,ژغورل
1108,verteidigen::V,പ്രതിരോധിക്കുക,دفاع کول
1109,sich schlagen::V,കലഹിക്കുക,جنګېدل
1110,schießen::V,വെടിവെക്കുക,ویشتل
1111,siegen::V,വിജയിക്കുക,غالبېدل
1112,ärgern::V,വിഷമിപ്പിക്കുക,خپه کول
1113,schlagen::V,അടിക്കുക,وهل
1114,treten::V,തൊഴിക്കുക,په لغته وهل
1115,stechen::V,കുത്തുക,ټومبل
1116,stoßen::V,തള്ളുക,ټېل وهل
1117,stoßen::V,തള്ളുക,پوری وهل
1118,stehlen::V,മോഷ്ടിക്കുക,تښتول
1119,stehlen::V,മോഷ്ടിക്കുക,غلا کول
1120,stören::V,ശല്യപ്പെടുത്തുക,ماتول
1121,belästigen::V,മെനക്കെടുക,ځورول
1122,belästigen::V,മെനക്കെടുക,تکلیف ورکول
1123,verbergen::V,മറയ്ക്കുക,پټول
1124,verbergen::V,ഒളിക്കുക,پټول
1125,täuschen::V,കബളിപ്പിക്കുക,تېرایستل
1126,täuschen::V,കബളിപ്പിക്കുക,خطا ایستل
1127,betrügen::V,ചതിക്കുക,غولول
1128,töten::V,കൊല്ലുക,وژل
1129,töten::V,കൊല്ലുക,مړ کول
1130,wohnen::V,താമസിക്കുക,اوسېدل
1131,arbeiten::V,ജോലിചെയ്യുക,کار کول
1132,sammeln::V,സഞ്ചയിക്കുക,راټولول
1133,sammeln::V,സഞ്ചയിക്കുക,راغونډول
1134,pflücken::V,പറിച്ചെടുക്കുക,شکول
1135,jagen::V,വേട്ടയാടുക,ښکار کول
1136,fischen::V,മീൻ പിടിക്കുക,کب نيول
1137,fassen::V,പിടിക്കുക,نیول
1138,fassen::V,പിടിക്കുക,ګیرول
1139,hüten::V,ചേർക്കുക,پوول
1140,treiben::V,വാഹനം_ഓടിക്കുക,بیول
1141,anbinden::V,കെട്ടിയിടുക,تړل
1142,füttern::V,തീറ്റുക,خوراک ورکول
1143,melken::V,പാലുകറക്കുക,لوشل
1144,hacken::V,വെട്ടിമുറിക്കുക,پی کول
1145,gießen::V,നനയ്ക്കുക,اوبه کول
1146,reifen::V,പാകമാകുക,رسېدل
1147,zubereiten::V,പാചകം_ചെയ്യുക,تیارول
1148,kochen::V,വേവിക്കുക,پخول
1149,backen::V,ബേക്ക് ചെയ്യുക,پخول
1150,braten::V,പോരിക്കുക,وريتول
1151,umrühren::V,ഇളക്കുക,لړل
1152,stricken::V,മെടയുക,اوبدل
1153,nähen::V,തുന്നുക,ګنډل
1154,färben::V,ചായം പൂശുക,رنګول
1155,reinigen::V,വൃത്തിയാക്കുക,صافول
1156,waschen::V,കഴുകുക,مینځل
1157,abwischen::V,തുടയ്ക്കുക,وچول
1158,spülen::V,കഴുകുക,کنګالول
