,Concept_ID,is,sv
61,Hunger::N,hungur,hunger
62,Träne::N,tár,tår
63,Geschmack::N,smekkur,smak
64,Geruch::N,lykt,lukt
65,Schlaf::N,svefn,sömn
66,Traum::N,draumur,dröm
67,Himmel::N,himinn,himmel
68,Sonne::N,sól,sol
69,Mond::N,tungl,måne
70,Stern::N,stjarna,stjärna
71,Luft::N,loft,luft
72,Wind::N,vindur,vind
73,Welle::N,alda,våg
74,Welle::N,alda,bölja
75,Welle::N,bylgja,våg
76,Welle::N,bylgja,bölja
77,Wasser::N,vatn,vatten
78,Stein::N,steinn,sten
79,Boden::N,botn,mark
80,Erde::N,jörð,jord
81,Staub::N,ryk,damm
82,Staub::N,duft,damm
83,Rauch::N,reykur,rök
84,Funke::N,neisti,gnista
85,Feuer::N,eldur,eld
86,Licht::N,ljós,ljus
87,Schatten::N,skuggi,skugga
88,Wetter::N,veður,väder
89,Nebel::N,þoka,dimma
90,Nebel::N,þoka,töcken
91,Wolke::N,ský,sky
92,Wolke::N,ský,moln
93,Regen::N,regn,regn
94,Schnee::N,snjór,snö
95,Eis::N,ís,is
96,Frost::N,frost,frost
97,Kälte::N,kuldi,köld
98,Hitze::N,hiti,hetta
99,Raureif::N,hrím,rimfrost
100,Regenbogen::N,regnbogi,regnbåge
101,Donner::N,þruma,åska
102,Donner::N,þruma,dunder
103,Strömung::N,straumur,strömning
104,Tropfen::N,dropi,dropper
105,Schaum::N,froða,skum
106,Schmutz::N,óhreinindi,lort
107,Schmutz::N,óhreinindi,smuts
108,See::N,stöðuvatn,sjö
109,Sumpf::N,fen,träsk
110,Moor::N,mýri,myr
111,Moor::N,mýri,mosse
112,Wiese::N,engi,äng
113,Wald::N,skógur,skog
114,Hügel::N,hæð,höjd
115,Hügel::N,hæð,kulle
116,Hügel::N,hóll,höjd
117,Hügel::N,hóll,kulle
118,Anhöhe::N,hæð,höjd
119,Anhöhe::N,hæð,backe
120,Anhöhe::N,hóll,höjd
121,Anhöhe::N,hóll,backe
122,Berg::N,fell,berg
123,Berg::N,fell,fjäll
124,Berg::N,fjall,berg
125,Berg::N,fjall,fjäll
126,Gipfel::N,tindur,topp
127,Höhle::N,hellir,håla
128,Höhle::N,hellir,grotta
129,Abhang::N,hlíð,slänt
130,Abhang::N,hlíð,sluttning
131,Abhang::N,brekka,slänt
132,Abhang::N,brekka,sluttning
133,Quelle::N,lind,källa
134,Quelle::N,uppspretta,källa
135,Bach::N,lækur,bäck
136,Fluss::N,á,älv
137,Fluss::N,á,flod
138,Fluss::N,fljót,älv
139,Fluss::N,fljót,flod
140,Ufer::N,árbakki,strand
141,Ufer::N,sjávarbakki,strand
142,Küste::N,strönd,kust
143,Festland::N,meginland,fastland
144,Meer::N,haf,hav
145,Meer::N,sjór,hav
146,Bucht::N,vík,vik
147,Bucht::N,vík,bukt
148,Insel::N,eyja,ö
149,Blume::N,blóm,blomma
150,Blume::N,blóm,blomster
151,Gras::N,gras,gräs
152,Wurzel::N,rót,rot
153,Baum::N,tré,träd
154,Stamm::N,stofn,stam
155,Rinde::N,börkur,bark
156,Ast::N,grein,gren
157,Zweig::N,angi,kvist
158,Zweig::N,kvistur,kvist
159,Blatt::N,blað,löv
160,Blatt::N,blað,blad
161,Birke::N,birki,björk
162,Kiefer[Baum]::N,fura,tall
163,Weide[Baum]::N,víðir,pil
164,Weide[Baum]::N,víðir,vide
165,Tanne::N,greni,gran
166,Horn::N,horn,horn
167,Feder::N,fjöður,fjäder
168,Fell::N,skinn,fäll
169,Fell::N,skinn,skinn
170,Flügel::N,vængur,vinge
171,Klaue::N,kló,klöv
172,Kralle::N,kló,klo
173,Schwanz::N,rófa,svans
174,Schwanz::N,rófa,stjärt
175,Schwanz::N,skott,svans
176,Schwanz::N,skott,stjärt
177,Ei::N,egg,ägg
178,Nest::N,hreiður,rede
179,Nest::N,hreiður,näste
180,Bau::N,greni,bo
181,Bau::N,bæli,bo
182,Tier::N,dýr,djur
183,Herde::N,hjörð,flock
184,Kuh::N,kýr,ko
185,Bulle::N,boli,tjur
186,Pferd::N,hestur,häst
187,Schaf::N,kind,får
188,Schwein::N,svín,svin
189,Hund::N,hundur,hund
190,Katze::N,köttur,katt
191,Bär::N,björn,björn
192,Eichhörnchen::N,íkorni,ekorre
193,Elch::N,elgur,älg
194,Fuchs::N,refur,räv
195,Hase::N,héri,hare
196,Maus::N,mús,mus
197,Wolf::N,úlfur,varg
198,Vogel::N,fugl,fågel
199,Schwarm::N,sægur,svärm
200,Huhn::N,hæna,höns
201,Hahn::N,hani,tupp
202,Gans::N,gæs,gås
203,Adler::N,örn,örn
204,Ente::N,önd,anka
205,Eule::N,uggla,uggla
206,Kranich::N,trana,trana
207,Krähe::N,kráka,kråka
208,Kuckuck::N,gaukur,gök
209,Schwan::N,svanur,svan
210,Fisch::N,fiskur,fisk
211,Barsch::N,aborri,abborre
212,Hecht::N,gedda,gädda
213,Schlange[Tier]::N,naðra,orm
214,Wurm::N,ormur,mask
215,Spinne::N,kónguló,spindel
216,Ameise::N,maur,myra
217,Laus::N,lús,lus
218,Mücke::N,mý,mygga
219,Mücke::N,mýfluga,mygga
220,Fliege::N,fluga,fluga
221,Schmetterling::N,fiðrildi,fjäril
222,Beere::N,ber,bär
223,Apfel::N,epli,äpple
224,Pilz::N,sveppur,svamp
225,Zwiebel::N,laukur,lök
226,Saat::N,fræ,sådd
227,Saat::N,útsæði,sådd
228,Korn::N,korn,korn
229,Heu::N,hey,hö
230,Schale::N,hýði,skal
231,Grube::N,gryfja,grop
232,Falle::N,gildra,fälla
233,Schlinge::N,snara,snara
234,Spur::N,spor,spår
235,Asche::N,aska,aska
236,Dreck::N,óþverri,lort
237,Eisen::N,járn,järn
238,Gold::N,gull,guld
239,Silber::N,silfur,silver
240,Kohle::N,kol,kol
241,Glas::N,gler,glas
242,Lehm::N,leir,lera
243,Sand::N,sandur,sand
244,Mensch::N,maður,människa
245,Mensch::N,manneskja,människa
246,Mann::N,maður,man
247,Mann::N,karlmaður,man
248,Frau::N,kona,kvinna
249,Kind::N,barn,barn
250,Kind::N,krakki,barn
251,Junge::N,drengur,pojke
252,Mädchen::N,stelpa,flicka
253,Familie::N,fjölskylda,familj
254,Großvater::N,afi,morfar
255,Großmutter::N,amma,farmor
256,Eltern::N,foreldrar,föräldrar
257,Vater::N,faðir,far
258,Mutter::N,móðir,mor
259,Sohn::N,sonur,son
260,Tochter::N,dóttir,dotter
261,Bruder::N,bróðir,bror
262,Schwester::N,systir,syster
263,Onkel::N,föðurbróðir,morbror
264,Tante::N,frænka,tant
265,Tante::N,móðursystir,tant
266,Ehemann::N,eiginmaður,äkta man
267,Ehefrau::N,eiginkona,hustru
268,Freude::N,gleði,fröjd
269,Freude::N,gleði,glädje
270,Gelächter::N,hlátur,åtlöje
271,Glück::N,gæfa,lycka
272,Kummer::N,sorg,sorg
273,Wunsch::N,ósk,önskan
274,Lust::N,fýsn,lust
275,Lust::N,löngun,lust
276,Geist::N,andi,ande
277,Gedanke::N,hugsun,tanke
278,Gedächtnis::N,minni,minne
279,Verstand::N,vit,förstånd
280,Sinn::N,merking,mening
281,Sinn::N,merking,betydelse
282,Grund::N,ástæða,skäl
283,Grund::N,ástæða,grund
284,Wahrheit::N,sannleikur,sanning
285,Gespräch::N,samtal,samtal
286,Märchen::N,ævintýri,saga
287,Erzählung::N,saga,berättelse
288,Nachricht::N,frétt,meddelande
289,Neuigkeit::N,frétt,nyhet
290,Name::N,nafn,namn
291,Rätsel::N,gáta,gåta
292,Rede::N,ræða,tal
293,Sprache::N,mál,språk
294,Sprache::N,tungumál,språk
295,Stimme::N,rödd,stämma
296,Wort::N,orð,ord
297,Zeichen::N,tákn,tecken
298,Zeichen::N,merki,tecken
299,Ruf::N,kall,rop
300,Lärm::N,hávaði,bråk
301,Lärm::N,hávaði,oväsen
302,Laut::N,hljóð,ljud
303,Ton::N,tónn,ton
304,Lied::N,ljóð,sång
305,Lied::N,söngur,sång
306,Ruhe::N,ró,ro
307,Ruhe::N,ró,lugn
308,Ruhe::N,kyrrð,ro
309,Ruhe::N,kyrrð,lugn
310,Leute::N,fólk,folk
311,Volk::N,þjóð,folk
312,Arbeit::N,vinna,arbete
313,Gast::N,gestur,gäst
314,Geschenk::N,gjöf,gåva
315,Geschenk::N,gjöf,present
316,Spiel::N,leikur,lek
317,Spiel::N,leikur,spel
318,Gesellschaft::N,selskapur,sällskap
319,Hilfe::N,hjálp,hjälp
320,Freund::N,vinur,vän
321,Kamerad::N,félagi,kamrat
322,Angelegenheit::N,mál,ärende
323,Angelegenheit::N,mál,angelägenhet
324,Angelegenheit::N,málefni,ärende
325,Angelegenheit::N,málefni,angelägenhet
326,Anzahl::N,tala,antal
327,Anzahl::N,fjöldi,antal
328,Art::N,tegund,art
329,Art::N,tegund,slag
330,Stück::N,biti,stycke
331,Stück::N,stykki,stycke
332,Teil::N,hluti,del
333,Teil::N,partur,del
334,Hälfte::N,helmingur,halva
335,Kreis::N,hringur,krets
336,Kreis::N,hringur,cirkel
337,Kreuz::N,kross,kors
338,Kreuz::N,kross,kryss
339,Kreuz::N,krossmark,kors
340,Kreuz::N,krossmark,kryss
341,Linie::N,lína,linje
342,Strich::N,strik,streck
343,Abstand::N,millibil,avstånd
344,Entfernung::N,fjarlægð,avstånd
345,Gegend::N,hérað,trakt
346,Platz::N,pláss,plats
347,Ort::N,staður,plats
348,Ort::N,staður,ställe
349,Seite::N,hlið,sida
350,Mitte::N,miðja,mitt
351,Gegenstand::N,hlutur,föremål
352,Sache::N,mál,sak
353,Rand::N,brún,rand
354,Kante::N,rönd,kant
355,Ecke::N,horn,vrå
356,Ecke::N,horn,hörn
357,Spitze::N,oddur,spets
358,Ende::N,endi,ända
359,Loch::N,gat,hål
360,Loch::N,hola,hål
361,Winkel::N,skot,vinkel
362,Winkel::N,krókur,vinkel
363,Muster::N,munstur,mönster
364,Größe::N,stærð,storlek
365,Länge::N,lengd,längd
366,Höhe::N,hæð,höjd
367,Gewicht::N,vigt,tyngd
368,Gewicht::N,þyngd,tyngd
369,Menge::N,magn,mängd
370,Haufen::N,hrúga,hög
371,Haufen::N,haugur,hög
372,Reihe::N,röð,rad
373,Boot::N,bátur,båt
374,Ruder::N,ár,åra
375,Schlitten::N,sleði,släde
376,Ski::N,skíði,skida
377,Lagerfeuer::N,varðeldur,lägereld
378,Last::N,byrði,last
379,Last::N,byrði,börda
380,Last::N,farmur,last
381,Last::N,farmur,börda
382,Gang::N,ganga,gång
383,Schritt::N,skref,steg
384,Norden::N,norður,norr
385,Süden::N,suður,söder
386,Westen::N,vestur,väster
387,Osten::N,austur,öster
388,Holz::N,viður,trä
389,Brett::N,fjöl,bräda
390,Platte::N,flötur,platta
391,Stütze::N,stoð,stöd
392,Stütze::N,stoð,stötta
393,Stange::N,stöng,stång
394,Stock::N,prik,käpp
395,Stock::N,prik,pinne
396,Stock::N,stafur,käpp
397,Stock::N,stafur,pinne
398,Stab::N,prik,stav
399,Stab::N,stafur,stav
400,Rohr::N,rör,rör
401,Rohr::N,pípa,rör
402,Haus::N,hús,hus
403,Heim::N,heimili,hem
404,Ofen::N,ofn,ugn
405,Fußboden::N,gólf,golv
406,Tisch::N,borð,bord
407,Stuhl::N,stóll,stol
408,Wiege::N,vagga,vagga
409,Bett::N,rúm,säng
410,Bett::N,hvíla,säng
411,Regal::N,hilla,hylla
412,Kiste::N,kassi,låda
413,Fenster::N,gluggi,fönster
414,Tür::N,dyr,dörr
415,Tür::N,hurð,dörr
416,Tor::N,hlið,port
417,Zaun::N,girðing,staket
418,Zaun::N,girðing,stängsel
419,Zaun::N,limgarður,staket
420,Zaun::N,limgarður,stängsel
421,Dach::N,þak,tak
422,Leiter::N,stigi,stege
423,Besen::N,sópur,kvast
424,Spaten::N,spaði,spade
425,Schaufel::N,skófla,skovel
426,Schaufel::N,skófla,skyffel
427,Gabel::N,gaffall,gaffel
428,Löffel::N,skeið,sked
429,Messer::N,hnífur,kniv
430,Nagel::N,nögl,spik
431,Netz::N,net,nät
432,Haken::N,krókur,krok
433,Griff::N,tak,tag
434,Griff::N,tak,handtag
435,Schloss::N,lás,las
436,Bild::N,mynd,bild
437,Figur::N,stytta,figur
438,Puppe::N,brúða,docka
439,Beutel::N,poki,påse
440,Beutel::N,baggi,påse
441,Bündel::N,böggull,bunt
442,Bündel::N,böggull,knippa
443,Tasche::N,veski,väska
444,Eimer::N,fata,hink
445,Eimer::N,fata,ämbar
446,Deckel::N,lok,lock
447,Geschirr::N,leirtau,servis
448,Geschirr::N,leirtau,porslin
449,Sack::N,sekkur,säck
450,Tasse::N,bolli,kopp
451,Topf::N,pottur,gryta
452,Topf::N,pottur,kastrull
453,Kessel::N,ketill,kittel
454,Essen::N,matur,mål
455,Nahrung::N,fæða,näring
456,Speise::N,réttur,maträtt
457,Speise::N,matarréttur,maträtt
458,Fleisch::N,kjöt,kött
459,Getreide::N,korn,säd
460,Getreide::N,korn,spannmål
461,Brei::N,grautur,gröt
462,Brot::N,brauð,bröd
463,Scheibe::N,sneið,skiva
464,Fett::N,fita,fett
465,Butter::N,smjör,smör
466,Öl::N,olía,olja
467,Salz::N,salt,salt
468,Suppe::N,súpa,soppa
469,Honig::N,hunang,honung
470,Milch::N,mjólk,mjölk
471,Tee::N,te,te
472,Leder::N,skinn,läder
473,Wolle::N,ull,ull
474,Wolle::N,ull,ylle
475,Stoff::N,dúkur,tyg
476,Stoff::N,dúkur,stoff
477,Nadel::N,nál,nål
478,Faden::N,þráður,tråd
479,Knopf::N,tala,knapp
480,Knopf::N,hnappur,knapp
481,Knoten::N,hnútur,knut
482,Farbe::N,málning,färg
483,Kleidung::N,búningur,klädsel
484,Kleidung::N,klæðnaður,klädsel
485,Hemd::N,skyrta,skjorta
486,Kragen::N,kragi,krage
487,Kragen::N,flibbi,krage
488,Ärmel::N,ermi,ärm
489,Hose::N,buxur,byxor
490,Gürtel::N,belti,bälte
491,Mütze::N,húfa,mössa
492,Schuh::N,skór,sko
493,Stiefel::N,stígvél,stövel
494,Ring::N,hringur,ring
495,Band::N,band,band
496,Kamm::N,greiða,kam
497,Spiegel::N,spegill,spegel
498,Riemen::N,ól,rem
499,Riemen::N,reim,rem
500,Schnur::N,snúra,snöre
501,Leine::N,band,lina
502,Decke::N,teppi,täcke
503,Kissen::N,koddi,dyna
504,Kissen::N,koddi,kudde
505,Tuch::N,klútur,sjal
506,Handtuch::N,þurrka,handduk
507,Handtuch::N,handklæði,handduk
508,Kraft::N,afl,kraft
509,Kraft::N,kraftur,kraft
510,Stärke::N,styrkur,styrka
511,Gesundheit::N,heilsa,hälsa
512,Gesundheit::N,heilbrigði,hälsa
513,Krankheit::N,sjúkdómur,sjukdom
514,Schmerz::N,sársauki,smärta
515,Wunde::N,sár,sår
516,Fieber::N,hitasótt,feber
517,Arznei::N,lyf,medicin
518,Arznei::N,lyf,läkemedel
519,Brücke::N,brú,bro
520,Brunnen::N,brunnur,brunn
521,Weide::N,hagi,bete
522,Pfad::N,stígur,stig
523,Weg::N,vegur,väg
524,Straße::N,gata,gata
525,Straße::N,stræti,gata
526,Dorf::N,þorp,by
527,Stadt::N,borg,stad
528,Brief::N,bréf,brev
529,Buch::N,bók,bok
530,Buchstabe::N,bókstafur,bokstav
531,Zeitung::N,dagblað,tidning
532,Leben::N,líf,liv
533,Tod::N,dauði,död
534,Grab::N,gröf,grav
535,Kirche::N,kirkja,kyrka
536,Sünde::N,synd,synd
537,Gott::N,guð,gud
538,Arbeiter::N,verkamaður,arbetare
539,Chef::N,yfirmaður,chef
540,Meister::N,meistari,mästare
541,Arzt::N,læknir,läkare
542,Lehrer::N,kennari,lärare
543,Geld::N,peningar,pengar
544,Geschäft::N,viðskipti,rörelse
545,Laden::N,búð,affär
546,Laden::N,verslun,affär
547,Preis::N,verð,pris
548,Ware::N,vara,vara
549,Nutzen::N,gagn,gagn
550,Nutzen::N,gagn,nytta
551,Reichtum::N,auður,rikedom
552,Welt::N,veröld,värld
553,Land::N,land,land
554,Staat::N,ríki,stat
555,König::N,konungur,kung
556,König::N,konungur,konung
557,Macht::N,vald,makt
558,Grenze::N,landamæri,gräns
559,Krieg::N,stríð,krig
560,Feind::N,fjandmaður,fiende
561,Gewalt::N,ofbeldi,våld
562,Kampf::N,bardagi,kamp
563,Kampf::N,bardagi,strid
564,Bogen[Waffe]::N,bogi,båge
565,Pfeil::N,ör,pil
566,Gewehr::N,byssa,gevär
567,Fehler::N,villa,fel
568,Lüge::N,lygi,lögn
569,Schaden::N,skemmd,skada
570,Unglück::N,óhamingja,otur
571,Unglück::N,óhamingja,olycka
572,Schuld::N,sök,skuld
573,Alter::N,aldur,ålder
574,Schluss::N,lok,slut
575,Schluss::N,endir,slut
576,Zeit::N,tími,tid
577,Tag::N,dagur,dag
578,Morgen::N,morgunn,morgon
579,Mittag::N,hádegi,middag
580,Abend::N,kvöld,kväll
581,Nacht::N,nótt,natt
582,Woche::N,vika,vecka
583,Monat::N,mánuður,månad
584,Jahr::N,ár,år
585,Frühling::N,vor,vår
586,Sommer::N,sumar,sommar
587,Herbst::N,haust,höst
588,Winter::N,vetur,vinter
589,Januar::N,janúar,januari
590,Februar::N,február,februari
591,März::N,mars,mars
592,April::N,apríl,april
593,Mai::N,maí,maj
594,Juni::N,júní,juni
595,Juli::N,júlí,juli
596,August::N,ágúst,augusti
597,September::N,september,september
598,Oktober::N,október,oktober
599,November::N,nóvember,november
600,Dezember::N,desember,december
601,Montag::N,mánudagur,måndag
602,Dienstag::N,þriðjudagur,tisdag
603,Mittwoch::N,miðvikudagur,onsdag
604,Donnerstag::N,fimmtudagur,torsdag
605,Freitag::N,föstudagur,fredag
606,Samstag::N,laugardagur,lördag
607,Sonntag::N,sunnudagur,söndag
608,groß::A,stór,stor
609,klein::A,lítill,liten
610,lang::A,langur,lång
611,kurz::A,stuttur,kort
612,breit::A,breiður,bred
613,schmal::A,mjór,smal
614,dicht::A,þéttur,tät
615,dick[Gegenstand]::A,þykkur,tjock
616,dünn::A,þunnur,tunn
617,fein::A,fíngerður,fin
618,fest::A,fastur,fast
619,flach::A,flatur,platt
620,glatt::A,háll,glatt
621,glatt::A,sléttur,glatt
622,hart::A,harður,hård
623,weich::A,mjúkur,mjuk
624,rund::A,kringlóttur,rund
625,spitz::A,oddhvass,toppig
626,spitz::A,oddhvass,spetsig
627,scharf::A,beittur,vass
628,scharf::A,beittur,skarp
629,stumpf::A,bitlaus,slö
630,schwer::A,þungur,tung
631,schön::A,fagur,skön
632,schön::A,fagur,vacker
633,schön::A,fallegur,skön
634,schön::A,fallegur,vacker
635,heiß::A,heitur,het
636,warm::A,hlýr,varm
637,warm::A,heitur,varm
638,kalt::A,kaldur,kall
639,kühl::A,svalur,sval
640,kühl::A,svalur,kylig
641,frisch::A,frískur,färsk
642,feucht::A,rakur,fuktig
643,feucht::A,þvalur,fuktig
644,nass::A,votur,våt
645,nass::A,blautur,våt
646,trocken::A,þurr,torr
647,voll::A,fullur,full
648,leer::A,tómur,tom
649,offen::A,opinn,öppen
650,geschlossen::A,lokaður,stängd
651,sauber::A,þrifinn,ren
652,schmutzig::A,óhreinn,snuskig
653,schmutzig::A,sóðalegur,snuskig
654,roh::A,hrár,rå
655,reif::A,þroskaður,mogen
656,lecker::A,ljúffengur,läcker
657,süß::A,sætur,söt
658,bitter::A,beiskur,besk
659,bitter::A,beiskur,bitter
660,sauer::A,súr,sur
661,hell::A,bjartur,ljus
662,dunkel::A,dimmur,mörk
663,schwarz::A,svartur,svart
664,weiß::A,hvítur,vit
665,rot::A,rauður,röd
666,gelb::A,gulur,gul
667,blau::A,blár,blå
668,grün::A,grænn,grön
669,grau::A,grár,grå
670,bunt::A,marglitur,brokig
671,billig::A,ódýr,billig
672,teuer::A,dýr,dyr
673,wertvoll::A,verðmætur,värdefull
674,blind::A,blindur,blind
675,taub::A,heyrnarlaus,döv
676,kräftig::A,öflugur,kraftig
677,stark::A,sterkur,stark
678,schwach::A,veill,svag
679,fett::A,feitur,fet
680,schlank::A,grannur,slank
681,schlank::A,spengilegur,slank
682,hübsch::A,snotur,snygg
683,hübsch::A,snotur,vacker
684,hübsch::A,laglegur,snygg
685,hübsch::A,laglegur,vacker
686,böse::A,illur,ond
687,böse::A,illur,elak
688,böse::A,vondur,ond
689,böse::A,vondur,elak
690,dumm::A,heimskur,dum
691,faul::A,latur,lat
692,fleißig::A,iðinn,flitig
693,geizig::A,nískur,snål
694,geizig::A,nískur,girig
695,klug::A,hygginn,klok
696,geschickt::A,fimur,händig
697,geschickt::A,fimur,skicklig
698,geschickt::A,laginn,händig
699,geschickt::A,laginn,skicklig
700,lieb::A,kær,kär
701,lieb::A,kær,snäll
702,lieb::A,ljúfur,kär
703,lieb::A,ljúfur,snäll
704,lustig::A,kátur,rolig
705,lustig::A,kátur,lustig
706,sanft::A,blíður,mild
707,hungrig::A,soltinn,hungrig
708,hungrig::A,hungraður,hungrig
709,krank::A,sjúkur,sjuk
710,nackt::A,nakinn,naken
711,traurig::A,dapur,ledsen
712,traurig::A,dapur,sorgsen
713,traurig::A,hryggur,ledsen
714,traurig::A,hryggur,sorgsen
715,lebendig::A,lifandi,levande
716,gut::A,góður,bra
717,schlecht::A,slæmur,dålig
718,schlecht::A,lélegur,dålig
719,richtig::A,réttur,riktig
720,schlimm::A,slæmur,illa
721,wahr::A,sannur,sann
722,alt::A,gamall,gammal
723,neu::A,nýr,ny
724,ehemalig::A,fyrrverandi,forn
725,ehemalig::A,fyrrverandi,tidigare
726,alt[Lebewesen]::A,gamall,gammal
727,jung::A,ungur,ung
728,arm::A,vesall,fattig
729,arm::A,fátækur,fattig
730,reich::A,ríkur,rik
731,reich::A,auðugur,rik
732,bekannt::A,kunnugur,känd
733,berühmt::A,frægur,berömd
734,fremd::A,framandi,främmande
735,fremd::A,ókunnugur,främmande
736,verschieden::A,ýmis,åtskillig
737,nah::A,nálægur,nära
738,fern::A,fjarri,fjärran
739,fern::A,fjarlægur,fjärran
740,linker::A,vinstri,vänster
741,rechter::A,hægri,höger
742,anderer::A,annar,annan
743,erster::A,fyrsti,första
744,zweiter::A,annar,andra
745,dritter::A,þriðji,tredje
746,letzter::A,síðasti,sist
747,allein::ADV,einn,allena
748,allein::ADV,aleinn,allena
749,auf einmal::ADV,allt í einu,på en gång
750,zusammen::ADV,saman,tillsammans
751,lange::ADV,lengi,länge
752,plötzlich::ADV,skyndilega,plötsligt
753,sofort::ADV,strax,strax
754,sofort::ADV,strax,genast
755,sofort::ADV,þegar í stað,strax
756,sofort::ADV,þegar í stað,genast
757,später::ADV,seinna,senare
758,jetzt::ADV,nú,nu
759,jetzt::ADV,núna,nu
760,heute::ADV,í dag,i dag
761,morgen::ADV,á morgun,i morgon
762,bald::ADV,brátt,snart
763,bald::ADV,bráðum,snart
764,dann::ADV,svo,då
765,dann::ADV,síðan,då
766,gestern::ADV,í gær,i går
767,einst::ADV,forðum,en gång
768,damals::ADV,þá,då
769,damals::ADV,þá,den gången
770,damals::ADV,á þeim tímum,då
771,damals::ADV,á þeim tímum,den gången
772,danach::ADV,á eftir því,därefter
773,vorher::ADV,áður,före
774,vorher::ADV,áður,förut
775,zuerst::ADV,fyrst,först
776,einmal::ADV,einu sinni,en gång
777,manchmal::ADV,stundum,ibland
778,oft::ADV,oft,ofta
779,immer::ADV,alltaf,alltid
780,immer::ADV,sífellt,alltid
781,niemals::ADV,aldrei,aldrig
782,hier::ADV,hér,här
783,hierhin::ADV,hingað,hit
784,von hier::ADV,héðan,härifrån
785,dort::ADV,þar,där
786,dort::ADV,þarna,där
787,dorthin::ADV,þangað,dit
788,geradeaus::ADV,beint áfram,rätt fram
789,vorwärts::ADV,áfram,fram
790,vorwärts::ADV,áfram,framåt
791,rückwärts::ADV,aftur á bak,baklänges
792,zurück::ADV,aftur,tillbaka
793,zurück::ADV,til baka,tillbaka
794,unten::ADV,niðri,nere
795,unten::ADV,niðri,nedanför
796,unten::ADV,fyrir neðan,nere
797,unten::ADV,fyrir neðan,nedanför
798,hinab::ADV,niður,ned
799,hinab::ADV,niður,nedåt
800,hinab::ADV,niður eftir,ned
801,hinab::ADV,niður eftir,nedåt
802,oben::ADV,uppi,ovan
803,oben::ADV,uppi,ovanpå
804,hinauf::ADV,upp,upp
805,hinauf::ADV,upp,uppåt
806,hinauf::ADV,upp eftir,upp
807,hinauf::ADV,upp eftir,uppåt
808,überall::ADV,alls staðar,överallt
809,nicht::ADV,ekki,ej
810,nicht::ADV,ekki,inte
811,ein wenig::ADV,dálítið,litet
812,kaum::ADV,varla,knappt
813,kaum::ADV,varla,knappast
814,kaum::ADV,tæplega,knappt
815,kaum::ADV,tæplega,knappast
816,sehr::ADV,mjög,mycket
817,so::ADV,svo,så
818,so::ADV,þannig,så
819,noch::ADV,enn,än
820,noch::ADV,enn,ännu
821,noch::ADV,ennþá,än
822,noch::ADV,ennþá,ännu
823,nur::ADV,bara,bara
824,nur::ADV,bara,endast
825,nur::ADV,aðeins,bara
826,nur::ADV,aðeins,endast
827,schon::ADV,nú þegar,redan
828,wieder::ADV,aftur,åter
829,wieder::ADV,að nýju,åter
830,vergebens::ADV,árangurslaust,förgäves
831,vor::PRP,fyrir,utanför
832,hinter::PRP,bak við,bakom
833,hinter::PRP,aftur fyrir,bakom
834,unter::PRP,undir,under
835,durch::PRP,gegnum,genom
836,durch::PRP,gegnum,igenom
837,neben::PRP,hjá,bredvid
838,neben::PRP,hjá,vid sidan av
839,neben::PRP,við hliðina á,bredvid
840,neben::PRP,við hliðina á,vid sidan av
841,zwischen::PRP,milli,mellan
842,zwischen::PRP,á milli,mellan
843,wegen::PRP,vegna,på grund av
