,Concept_ID,de,fa
73,Stein::N,Stein,سنگ
74,Boden::N,Boden,زمین
75,Erde::N,Erde,خاک
76,Erde::N,Erde,زمین
77,Staub::N,Staub,گرد
78,Staub::N,Staub,غبار
79,Rauch::N,Rauch,دود
80,Funke::N,Funke,جرقه
81,Feuer::N,Feuer,آتش
82,Licht::N,Licht,نور
83,Licht::N,Licht,روشنی
84,Schatten::N,Schatten,سایه
85,Wetter::N,Wetter,هوا
86,Nebel::N,Nebel,مه
87,Wolke::N,Wolke,ابر
88,Regen::N,Regen,باران
89,Schnee::N,Schnee,برف
90,Eis::N,Eis,یخ
91,Frost::N,Frost,یخبندان
92,Kälte::N,Kälte,سرما
93,Hitze::N,Hitze,گرما
94,Hitze::N,Hitze,حرارت
95,Raureif::N,Raureif,برف ریزه
96,Regenbogen::N,Regenbogen,رنگین‌کمان
97,Donner::N,Donner,رعد
98,Strömung::N,Strömung,جریان
99,Tropfen::N,Tropfen,قطره
100,Schaum::N,Schaum,کف
101,Schmutz::N,Schmutz,گل
102,Schmutz::N,Schmutz,کثافت
103,See::N,See,دریاچه
104,Sumpf::N,Sumpf,مرداب
105,Sumpf::N,Sumpf,باتلاق
106,Moor::N,Moor,باتلاق
107,Wiese::N,Wiese,چمن
108,Wald::N,Wald,جنگل
109,Hügel::N,Hügel,تل
110,Hügel::N,Hügel,تپه
111,Anhöhe::N,Anhöhe,بلندی
112,Berg::N,Berg,کوه
113,Gipfel::N,Gipfel,قله
114,Höhle::N,Höhle,غار
115,Abhang::N,Abhang,سرازیری
116,Quelle::N,Quelle,چشمه
117,Bach::N,Bach,نهر
118,Fluss::N,Fluss,رود
119,Ufer::N,Ufer,ساحل
120,Ufer::N,Ufer,کرانه
121,Küste::N,Küste,ساحل
122,Festland::N,Festland,خشکی
123,Meer::N,Meer,دریا
124,Bucht::N,Bucht,خلیج
125,Insel::N,Insel,جزیره
126,Blume::N,Blume,گل
127,Gras::N,Gras,علف
128,Wurzel::N,Wurzel,ریشه
129,Baum::N,Baum,درخت
130,Stamm::N,Stamm,تنه
131,Rinde::N,Rinde,توژ
132,Rinde::N,Rinde,پوست
133,Ast::N,Ast,شاخه
134,Zweig::N,Zweig,شاخه
135,Blatt::N,Blatt,برگ
136,Birke::N,Birke,غان
137,Kiefer[Baum]::N,Kiefer,کاج
138,Weide[Baum]::N,Weide,بید
139,Tanne::N,Tanne,صنوبر
140,Horn::N,Horn,شاخ
141,Feder::N,Feder,پر
142,Fell::N,Fell,خز
143,Flügel::N,Flügel,پر
144,Flügel::N,Flügel,بال
145,Klaue::N,Klaue,چنگ
146,Klaue::N,Klaue,پنجه
147,Kralle::N,Kralle,پنجه
148,Schwanz::N,Schwanz,دم
149,Ei::N,Ei,تخم
150,Nest::N,Nest,لانه
151,Bau::N,Bau,بنا
152,Bau::N,Bau,ساختمان
153,Tier::N,Tier,هیوان
154,Herde::N,Herde,رمه
155,Kuh::N,Kuh,گاو
156,Bulle::N,Bulle,گاو نر
157,Pferd::N,Pferd,اسب
158,Schaf::N,Schaf,گوسفند
159,Schwein::N,Schwein,خوک
160,Hund::N,Hund,سگ
161,Katze::N,Katze,گربه
162,Bär::N,Bär,خرس
163,Eichhörnchen::N,Eichhörnchen,سنجاب
164,Elch::N,Elch,گوزن شمالی
165,Fuchs::N,Fuchs,روباه
166,Hase::N,Hase,خرگوش
167,Maus::N,Maus,موش
168,Wolf::N,Wolf,گرگ
169,Vogel::N,Vogel,پرنده
170,Schwarm::N,Schwarm,دسته
171,Huhn::N,Huhn,مرغ
172,Hahn::N,Hahn,خروس
173,Gans::N,Gans,غاز
174,Adler::N,Adler,عقاب
175,Ente::N,Ente,اردک
176,Ente::N,Ente,مرغابی
177,Eule::N,Eule,جغد
178,Kranich::N,Kranich,درنا
179,Krähe::N,Krähe,زاغ
180,Krähe::N,Krähe,کلاغ
181,Kuckuck::N,Kuckuck,فاخته
182,Schwan::N,Schwan,قو
183,Fisch::N,Fisch,ماهی
184,Barsch::N,Barsch,ماهی خاردار
185,Hecht::N,Hecht,اردک ماهی
186,Schlange[Tier]::N,Schlange,مار
187,Wurm::N,Wurm,کرم
188,Spinne::N,Spinne,عنکبوت
189,Ameise::N,Ameise,مورچه
190,Laus::N,Laus,شپش
191,Mücke::N,Mücke,پشه
192,Fliege::N,Fliege,مگس
193,Schmetterling::N,Schmetterling,پروانه
194,Beere::N,Beere,گیله
195,Apfel::N,Apfel,سیب
196,Pilz::N,Pilz,قارچ
197,Zwiebel::N,Zwiebel,پیاز
198,Saat::N,Saat,بذر
199,Korn::N,Korn,تخم
200,Korn::N,Korn,دانه
201,Heu::N,Heu,علف خشک
202,Schale::N,Schale,پوست
203,Grube::N,Grube,گودال
204,Falle::N,Falle,دام
205,Schlinge::N,Schlinge,حلقه
206,Spur::N,Spur,رد
207,Asche::N,Asche,خاکستر
208,Dreck::N,Dreck,کثافت
209,Eisen::N,Eisen,آهن
210,Gold::N,Gold,زر
211,Gold::N,Gold,طلا
212,Silber::N,Silber,نقره
213,Kohle::N,Kohle,زغال
214,Glas::N,Glas,شیشه
215,Lehm::N,Lehm,گل
216,Sand::N,Sand,شن
217,Sand::N,Sand,ماسه
218,Mensch::N,Mensch,آدم
219,Mensch::N,Mensch,انسان
220,Mann::N,Mann,مرد
221,Frau::N,Frau,زن
222,Kind::N,Kind,بچه
223,Kind::N,Kind,کودک
224,Junge::N,Junge,پسر
225,Mädchen::N,Mädchen,دختر
226,Familie::N,Familie,فامیل
227,Familie::N,Familie,خانواده
228,Großvater::N,Großvater,پدربزرگ
229,Großmutter::N,Großmutter,مادر‌بزرگ
230,Eltern::N,Eltern,والدین
231,Eltern::N,Eltern,پدر‌و‌مادر
232,Vater::N,Vater,پدر
233,Mutter::N,Mutter,مادر
234,Sohn::N,Sohn,پسر
235,Tochter::N,Tochter,دختر
236,Bruder::N,Bruder,برادر
237,Schwester::N,Schwester,خواهر
238,Onkel::N,Onkel,عمو
239,Onkel::N,Onkel,دایی
240,Tante::N,Tante,عمه
241,Tante::N,Tante,خاله
242,Ehemann::N,Ehemann,همسر
243,Ehefrau::N,Ehefrau,همسر
244,Freude::N,Freude,شادی
245,Gelächter::N,Gelächter,خنده
246,Gelächter::N,Gelächter,قاه‌قاه
247,Glück::N,Glück,اقبال
248,Kummer::N,Kummer,غم
249,Kummer::N,Kummer,غصه
250,Wunsch::N,Wunsch,آرزو
251,Lust::N,Lust,هوس
252,Geist::N,Geist,روح
253,Gedanke::N,Gedanke,فکر
254,Gedächtnis::N,Gedächtnis,حافظه
255,Verstand::N,Verstand,هوش
256,Sinn::N,Sinn,معنا
257,Sinn::N,Sinn,مفهوم
258,Grund::N,Grund,سبب
259,Grund::N,Grund,دلیل
260,Wahrheit::N,Wahrheit,حقیقت
261,Gespräch::N,Gespräch,صحبت
262,Gespräch::N,Gespräch,گفتگو
263,Märchen::N,Märchen,قصه
264,Märchen::N,Märchen,افسانه
265,Erzählung::N,Erzählung,داستان
266,Nachricht::N,Nachricht,خبر
267,Neuigkeit::N,Neuigkeit,خبر تازه
268,Name::N,Name,اسم
269,Rätsel::N,Rätsel,معما
270,Rede::N,Rede,سخن
271,Sprache::N,Sprache,زبان
272,Stimme::N,Stimme,صدا
273,Wort::N,Wort,کلمه
274,Zeichen::N,Zeichen,نشان
275,Zeichen::N,Zeichen,علامت
276,Ruf::N,Ruf,صدا
277,Lärm::N,Lärm,هیاهو
278,Laut::N,Laut,صدا
279,Ton::N,Ton,آهنگ
280,Lied::N,Lied,آواز
281,Lied::N,Lied,ترانه
282,Ruhe::N,Ruhe,آرامش
283,Leute::N,Leute,مردم
284,Volk::N,Volk,خلق
285,Arbeit::N,Arbeit,کار
286,Gast::N,Gast,مهمان
287,Geschenk::N,Geschenk,هدیه
288,Spiel::N,Spiel,بازی
289,Gesellschaft::N,Gesellschaft,جمعیت
290,Hilfe::N,Hilfe,کمک
291,Freund::N,Freund,دوست
292,Kamerad::N,Kamerad,رفیق
293,Angelegenheit::N,Angelegenheit,امر
294,Angelegenheit::N,Angelegenheit,قضیه
295,Anzahl::N,Anzahl,عده
296,Anzahl::N,Anzahl,شمار
297,Art::N,Art,نوع
298,Stück::N,Stück,تکه
299,Stück::N,Stück,قطعه
300,Teil::N,Teil,بخش
301,Teil::N,Teil,قسمت
302,Hälfte::N,Hälfte,نیم
303,Kreis::N,Kreis,حلقه
304,Kreis::N,Kreis,دایره
305,Kreuz::N,Kreuz,صلیب
306,Linie::N,Linie,خط
307,Linie::N,Linie,سطر
308,Strich::N,Strich,خط
309,Abstand::N,Abstand,فاصله
310,Entfernung::N,Entfernung,مسافت
311,Gegend::N,Gegend,منطقه
312,Platz::N,Platz,گنجایش
313,Ort::N,Ort,جا
314,Ort::N,Ort,محل
315,Ort::N,Ort,مکان
316,Seite::N,Seite,طرف
317,Mitte::N,Mitte,وسط
318,Mitte::N,Mitte,میان
319,Gegenstand::N,Gegenstand,چیز
320,Sache::N,Sache,چیز
321,Rand::N,Rand,کنار
322,Rand::N,Rand,حاشیه
323,Kante::N,Kante,لبه
324,Ecke::N,Ecke,گوشه
325,Spitze::N,Spitze,سر
326,Spitze::N,Spitze,نوک
327,Ende::N,Ende,ته
328,Ende::N,Ende,آخر
329,Loch::N,Loch,سوراخ
330,Winkel::N,Winkel,کنج
331,Muster::N,Muster,نقش
332,Größe::N,Größe,قد
333,Größe::N,Größe,بزرگی
334,Länge::N,Länge,طول
335,Höhe::N,Höhe,بلندی
336,Gewicht::N,Gewicht,وزن
337,Menge::N,Menge,مقدار
338,Menge::N,Menge,اندازه
339,Haufen::N,Haufen,توده
340,Reihe::N,Reihe,ردیف
341,Boot::N,Boot,قایق
342,Ruder::N,Ruder,پارو
343,Schlitten::N,Schlitten,سورتمه
344,Ski::N,Ski,اسکی
345,Lagerfeuer::N,Lagerfeuer,آتش
346,Last::N,Last,بار
347,Last::N,Last,سنگینی
348,Gang::N,Gang,راه رفتن
349,Schritt::N,Schritt,قدم
350,Norden::N,Norden,شمال
351,Süden::N,Süden,جنوب
352,Westen::N,Westen,غرب
353,Osten::N,Osten,شرق
354,Holz::N,Holz,چوب
355,Brett::N,Brett,تخته
356,Platte::N,Platte,صفحه
357,Stütze::N,Stütze,تکیه
358,Stange::N,Stange,میله
359,Stock::N,Stock,چوب
360,Stab::N,Stab,عصا
361,Rohr::N,Rohr,لوله
362,Haus::N,Haus,منزل
363,Heim::N,Heim,خانه
364,Heim::N,Heim,کاشانه
365,Ofen::N,Ofen,بخاری
366,Fußboden::N,Fußboden,کف اتاق
367,Tisch::N,Tisch,میز
368,Stuhl::N,Stuhl,صندلی
369,Wiege::N,Wiege,گهواره
370,Bett::N,Bett,تختخواب
371,Regal::N,Regal,قفسه
372,Kiste::N,Kiste,صندوق
373,Fenster::N,Fenster,پنجره
374,Tür::N,Tür,در
375,Tür::N,Tür,درب
376,Tor::N,Tor,دروازه
377,Zaun::N,Zaun,حصار
378,Dach::N,Dach,بام
379,Leiter::N,Leiter,نردبان
380,Besen::N,Besen,جارو
381,Spaten::N,Spaten,بیل
382,Schaufel::N,Schaufel,بیل
383,Schaufel::N,Schaufel,پارو
384,Gabel::N,Gabel,چنگال
385,Löffel::N,Löffel,قاشق
386,Messer::N,Messer,کارد
387,Nagel::N,Nagel,میخ
388,Netz::N,Netz,تور
389,Netz::N,Netz,شبکه
390,Haken::N,Haken,قلاب
391,Griff::N,Griff,دسته
392,Schloss::N,Schloss,قفل
393,Bild::N,Bild,عکس
394,Bild::N,Bild,تصویر
395,Figur::N,Figur,تندیس
396,Puppe::N,Puppe,عروسک
397,Beutel::N,Beutel,کیسه
398,Bündel::N,Bündel,بسته
399,Tasche::N,Tasche,کیف
400,Eimer::N,Eimer,سطل
401,Deckel::N,Deckel,در
402,Geschirr::N,Geschirr,ظرف
403,Sack::N,Sack,گونی
404,Tasse::N,Tasse,فنجان
405,Topf::N,Topf,دیگ
406,Topf::N,Topf,قابلمه
407,Kessel::N,Kessel,دیگ
408,Essen::N,Essen,خوراک
409,Nahrung::N,Nahrung,غذا
410,Speise::N,Speise,خوراک
411,Fleisch::N,Fleisch,گوشت
412,Getreide::N,Getreide,غله
413,Brei::N,Brei,فرنی
414,Brei::N,Brei,حریره
415,Brot::N,Brot,نان
416,Scheibe::N,Scheibe,قاچ
417,Scheibe::N,Scheibe,لزگه
418,Fett::N,Fett,چربی
419,Butter::N,Butter,کره
420,Öl::N,Öl,روغن
421,Salz::N,Salz,نمک
422,Suppe::N,Suppe,آش
423,Suppe::N,Suppe,سوپ
424,Honig::N,Honig,عسل
425,Milch::N,Milch,شیر
426,Tee::N,Tee,چای
427,Leder::N,Leder,چرم
428,Wolle::N,Wolle,پشم
429,Stoff::N,Stoff,پارچه
430,Nadel::N,Nadel,سوزن
431,Faden::N,Faden,نخ
432,Knopf::N,Knopf,دکمه
433,Knoten::N,Knoten,گره
434,Farbe::N,Farbe,رنگ
435,Kleidung::N,Kleidung,لباس
436,Kleidung::N,Kleidung,پوشاک
437,Hemd::N,Hemd,پیراهن
438,Kragen::N,Kragen,یقه
439,Ärmel::N,Ärmel,آستین
440,Hose::N,Hose,شلوار
441,Gürtel::N,Gürtel,کمر‌بند
442,Mütze::N,Mütze,کلاه
443,Schuh::N,Schuh,کفش
444,Stiefel::N,Stiefel,چکمه
445,Ring::N,Ring,حلقه
446,Ring::N,Ring,انگشتر
447,Band::N,Band,نوار
448,Band::N,Band,روبان
449,Kamm::N,Kamm,شانه
450,Spiegel::N,Spiegel,آینه
451,Riemen::N,Riemen,تسمه
452,Schnur::N,Schnur,ریسمان
453,Leine::N,Leine,قلاده
454,Decke::N,Decke,پتو
455,Kissen::N,Kissen,بالش
456,Tuch::N,Tuch,شال
457,Handtuch::N,Handtuch,حوله
458,Kraft::N,Kraft,نیرو
459,Stärke::N,Stärke,زور
460,Gesundheit::N,Gesundheit,سلامتی
461,Gesundheit::N,Gesundheit,تندرستی
462,Krankheit::N,Krankheit,بیماری
463,Schmerz::N,Schmerz,درد
464,Wunde::N,Wunde,زخم
465,Fieber::N,Fieber,تب
466,Arznei::N,Arznei,دارو
467,Brücke::N,Brücke,پل
468,Brunnen::N,Brunnen,چاه
469,Weide::N,Weide,چراگاه
470,Pfad::N,Pfad,راه
471,Weg::N,Weg,راه
472,Weg::N,Weg,طریق
473,Straße::N,Straße,راه
474,Straße::N,Straße,جاده
475,Dorf::N,Dorf,ده
476,Dorf::N,Dorf,روستا
477,Stadt::N,Stadt,شهر
478,Brief::N,Brief,نامه
479,Buch::N,Buch,کتاب
480,Buchstabe::N,Buchstabe,حرف
481,Zeitung::N,Zeitung,روزنامه
482,Leben::N,Leben,عمر
483,Leben::N,Leben,زندگی
484,Tod::N,Tod,مرگ
485,Grab::N,Grab,گور
486,Grab::N,Grab,مزار
487,Kirche::N,Kirche,کلیسا
488,Sünde::N,Sünde,بزه
489,Sünde::N,Sünde,گناه
490,Gott::N,Gott,خدا
491,Arbeiter::N,Arbeiter,کارگر
492,Chef::N,Chef,رئیس
493,Meister::N,Meister,استاد
494,Arzt::N,Arzt,پزشک
495,Lehrer::N,Lehrer,معلم
496,Lehrer::N,Lehrer,آموزگار
497,Geld::N,Geld,پول
498,Geschäft::N,Geschäft,کار
499,Geschäft::N,Geschäft,بیزنس
500,Laden::N,Laden,دکان
501,Laden::N,Laden,مغازه
502,Preis::N,Preis,بها
503,Preis::N,Preis,قیمت
504,Ware::N,Ware,جنس
505,Ware::N,Ware,کالا
506,Nutzen::N,Nutzen,مزیت
507,Nutzen::N,Nutzen,امتیاز
508,Reichtum::N,Reichtum,مال
509,Reichtum::N,Reichtum,ثروت
510,Welt::N,Welt,دنیا
511,Land::N,Land,کشور
512,Land::N,Land,مملکت
513,Staat::N,Staat,دولت
514,König::N,König,شاه
515,König::N,König,پادشاه
516,Macht::N,Macht,قدرت
517,Macht::N,Macht,اختیار
518,Grenze::N,Grenze,مرز
519,Krieg::N,Krieg,جنگ
520,Feind::N,Feind,دشمن
521,Gewalt::N,Gewalt,زور
522,Gewalt::N,Gewalt,خشونت
523,Kampf::N,Kampf,نبرد
524,Kampf::N,Kampf,مبارزه
525,Bogen[Waffe]::N,Bogen,کمان
526,Pfeil::N,Pfeil,تیر
527,Gewehr::N,Gewehr,تفنگ
528,Fehler::N,Fehler,غلط
529,Fehler::N,Fehler,اشتباه
530,Lüge::N,Lüge,دروغ
531,Schaden::N,Schaden,آسیب
532,Schaden::N,Schaden,خسارت
533,Unglück::N,Unglück,بلا
534,Schuld::N,Schuld,گناه
535,Schuld::N,Schuld,تقصیر
536,Alter::N,Alter,سن
537,Alter::N,Alter,عمر
538,Schluss::N,Schluss,انتها
539,Zeit::N,Zeit,وقت
540,Zeit::N,Zeit,زمان
541,Tag::N,Tag,روز
542,Morgen::N,Morgen,صبح
543,Mittag::N,Mittag,ظهر
544,Abend::N,Abend,شب
545,Abend::N,Abend,عصر
546,Nacht::N,Nacht,شب
547,Woche::N,Woche,هفته
548,Monat::N,Monat,ماه
549,Jahr::N,Jahr,سال
550,Frühling::N,Frühling,بهار
551,Sommer::N,Sommer,تابستان
552,Herbst::N,Herbst,پاییز
553,Winter::N,Winter,زمستان
554,Januar::N,Januar,ژانویه
555,Februar::N,Februar,فوریه
556,März::N,März,مارس
557,April::N,April,آوریل
558,Mai::N,Mai,مه
559,Juni::N,Juni,ژوئن
560,Juli::N,Juli,ژویه
561,August::N,August,اوت
562,September::N,September,سپتامبر
563,Oktober::N,Oktober,اکتبر
564,November::N,November,نوامبر
565,Dezember::N,Dezember,دسامبر
566,Montag::N,Montag,دو‌شنبه
567,Dienstag::N,Dienstag,سه‌شنبه
568,Mittwoch::N,Mittwoch,چهار‌شنبه
569,Donnerstag::N,Donnerstag,پنج شنبه
570,Freitag::N,Freitag,جمعه
571,Samstag::N,Samstag,شنبه
572,Sonntag::N,Sonntag,یکشنبه
573,groß::A,groß,بزرگ
574,klein::A,klein,کوچک
575,lang::A,lang,بلند
576,kurz::A,kurz,کوتاه
577,breit::A,breit,پهن
578,schmal::A,schmal,تنگ
579,schmal::A,schmal,نازک
580,dicht::A,dicht,چگال
581,dicht::A,dicht,انبوه
582,dick[Gegenstand]::A,dick,ضخیم
583,dünn::A,dünn,نازک
584,fein::A,fein,ریز
585,fein::A,fein,باریک
586,fest::A,fest,محکم
587,flach::A,flach,صاف
588,flach::A,flach,مسطح
589,glatt::A,glatt,لیز
590,hart::A,hart,سفت
591,weich::A,weich,نرم
592,weich::A,weich,ملایم
593,rund::A,rund,گرد
594,spitz::A,spitz,تیز
595,spitz::A,spitz,نوک‌تیز
596,scharf::A,scharf,تیز
597,scharf::A,scharf,برنده
598,stumpf::A,stumpf,کند
599,schwer::A,schwer,سنگین
600,schön::A,schön,زیبا
601,heiß::A,heiß,داغ
602,warm::A,warm,گرم
603,kalt::A,kalt,سرد
604,kühl::A,kühl,خنک
605,frisch::A,frisch,تازه
606,feucht::A,feucht,مرطوب
607,nass::A,nass,تر
608,nass::A,nass,خیش
609,trocken::A,trocken,خشک
610,voll::A,voll,پر
611,leer::A,leer,خالی
612,offen::A,offen,باز
613,geschlossen::A,geschlossen,بسته
614,sauber::A,sauber,پاک
615,sauber::A,sauber,تمیز
616,schmutzig::A,schmutzig,کثیف
617,schmutzig::A,schmutzig,آلوده
618,roh::A,roh,خام
619,reif::A,reif,رسیده
620,lecker::A,lecker,لذیذ
621,lecker::A,lecker,خوشمزه
622,süß::A,süß,شیرین
623,bitter::A,bitter,تلخ
624,sauer::A,sauer,ترش
625,hell::A,hell,روشن
626,dunkel::A,dunkel,تاریک
627,schwarz::A,schwarz,سیاه
628,weiß::A,weiß,سفید
629,rot::A,rot,سرخ
630,rot::A,rot,قرمز
631,gelb::A,gelb,زرد
632,blau::A,blau,آبی
633,grün::A,grün,سبز
634,grau::A,grau,طوسی
635,grau::A,grau,خاکستری
636,bunt::A,bunt,رنگارنگ
637,billig::A,billig,ارزان
638,teuer::A,teuer,گران
639,wertvoll::A,wertvoll,قیمتی
640,wertvoll::A,wertvoll,گرانبها
641,blind::A,blind,کور
642,blind::A,blind,نابینا
643,taub::A,taub,کر
644,taub::A,taub,ناشنوا
645,kräftig::A,kräftig,قوی
646,stark::A,stark,قوی
647,stark::A,stark,نیرومند
648,schwach::A,schwach,ضعیف
649,fett::A,fett,چرب
650,schlank::A,schlank,باریک‌اندام
651,hübsch::A,hübsch,قشنگ
652,hübsch::A,hübsch,خوشگل
653,böse::A,böse,بد
654,dumm::A,dumm,احمق
655,faul::A,faul,لش
656,faul::A,faul,تنبل
657,fleißig::A,fleißig,زرنگ
658,geizig::A,geizig,خسیس
659,klug::A,klug,عاقل
660,klug::A,klug,باهوش
661,geschickt::A,geschickt,ماهر
662,lieb::A,lieb,عزیز
663,lustig::A,lustig,شاد
664,lustig::A,lustig,خوشحال
665,sanft::A,sanft,لطیف
666,hungrig::A,hungrig,گرسنه
667,krank::A,krank,مریض
668,krank::A,krank,بیمار
669,nackt::A,nackt,لخت
670,nackt::A,nackt,برهنه
671,traurig::A,traurig,غمگین
672,lebendig::A,lebendig,زنده
673,gut::A,gut,خوب
674,schlecht::A,schlecht,بد
675,richtig::A,richtig,درست
676,schlimm::A,schlimm,وخيم
677,wahr::A,wahr,درست
678,wahr::A,wahr,حقیقی
679,alt::A,alt,کهنه
680,neu::A,neu,نو
681,ehemalig::A,ehemalig,قبلی
682,alt[Lebewesen]::A,alt,پیر
683,jung::A,jung,جوان
684,arm::A,arm,فقیر
685,reich::A,reich,پولدار
686,reich::A,reich,ثروتمند
687,bekannt::A,bekannt,آشنا
688,bekannt::A,bekannt,معلوم
689,berühmt::A,berühmt,مشهور
690,fremd::A,fremd,خارجی
691,fremd::A,fremd,بیگانه
692,verschieden::A,verschieden,مختلف
693,verschieden::A,verschieden,متفاوت
694,nah::A,nah,نزدیک
695,fern::A,fern,دور
696,linker::A,linker,چپ
697,rechter::A,rechter,راست
698,anderer::A,anderer,دیگر
699,erster::A,erster,اول
700,zweiter::A,zweiter,دوم
701,dritter::A,dritter,سوم
702,letzter::A,letzter,آخر
703,allein::ADV,allein,تنها
704,auf einmal::ADV,auf einmal,همزمان
705,zusammen::ADV,zusammen,باهم
706,lange::ADV,lange,مدت‌ها
707,lange::ADV,lange,مدت زیادی
708,plötzlich::ADV,plötzlich,ناگهان
709,sofort::ADV,sofort,فوراً
710,später::ADV,später,بعدها
711,jetzt::ADV,jetzt,حالا
712,jetzt::ADV,jetzt,اکنون
713,heute::ADV,heute,امروز
714,morgen::ADV,morgen,فردا
715,bald::ADV,bald,زود
716,bald::ADV,bald,بزودی
717,dann::ADV,dann,سپس
718,dann::ADV,dann,آنوقت
719,gestern::ADV,gestern,دیروز
720,einst::ADV,einst,وقتی
721,einst::ADV,einst,زمانی
722,damals::ADV,damals,آنوقت
723,damals::ADV,damals,آنزمان
724,danach::ADV,danach,بعد
725,vorher::ADV,vorher,قبلاً
726,zuerst::ADV,zuerst,اول
727,zuerst::ADV,zuerst,ابتداء
728,einmal::ADV,einmal,یکدفعه
729,manchmal::ADV,manchmal,گاهی
730,manchmal::ADV,manchmal,بعضی اوقات
731,oft::ADV,oft,اغلب
732,immer::ADV,immer,همیشه
733,niemals::ADV,niemals,هرگز
734,hier::ADV,hier,اینجا
735,hierhin::ADV,hierhin,به اینجا
736,von hier::ADV,von hier,از اینجا
737,dort::ADV,dort,آنجا
738,dorthin::ADV,dorthin,به آنجا
739,geradeaus::ADV,geradeaus,راست
740,vorwärts::ADV,vorwärts,جلو
741,vorwärts::ADV,vorwärts,به پیش
742,rückwärts::ADV,rückwärts,عقب
743,zurück::ADV,zurück,پس
744,zurück::ADV,zurück,عقب
745,zurück::ADV,zurück,بالعکس
746,unten::ADV,unten,زیر
747,unten::ADV,unten,پایین
748,hinab::ADV,hinab,به پایین
749,oben::ADV,oben,بالا
750,hinauf::ADV,hinauf,به بالا
751,überall::ADV,überall,همه‌جا
752,nicht::ADV,nicht,نه
753,ein wenig::ADV,ein wenig,کمی
754,kaum::ADV,kaum,به سختی
755,sehr::ADV,sehr,خیلی
756,sehr::ADV,sehr,بسیار
757,so::ADV,so,چنین
758,so::ADV,so,اینطور
759,noch::ADV,noch,هنوز
760,nur::ADV,nur,فقط
761,nur::ADV,nur,تنها
762,schon::ADV,schon,قبلاً
763,schon::ADV,schon,به این زودی
764,wieder::ADV,wieder,باز
765,wieder::ADV,wieder,دوباره
766,vergebens::ADV,vergebens,بیهوده
767,vor::PRP,vor,در جلوی
768,hinter::PRP,hinter,پشت
769,unter::PRP,unter,تحت
770,durch::PRP,durch,از وسط
771,durch::PRP,durch,از ميان
772,neben::PRP,neben,کنار
773,neben::PRP,neben,پهلوی
774,zwischen::PRP,zwischen,بین
775,zwischen::PRP,zwischen,میان
776,wegen::PRP,wegen,برای
777,wegen::PRP,wegen,بخاطر
778,dies::PRN,dies,این
779,das::PRN,das,آن
780,alles::PRN,alles,تمام
781,alles::PRN,alles,همه‌چیر
782,ich::PRN,ich,من
783,du::PRN,du,تو
784,er::PRN,er,او
