,Concept_ID,pt,vep
417,Stütze::N,apoio,tugi
418,Stütze::N,suporte,tugi
419,Stange::N,vara,arz'
420,Stange::N,barra,arz'
421,Stock::N,pau,kalu
422,Stock::N,bengala,kalu
423,Stab::N,bastão,seibaz
424,Rohr::N,cano,torv
425,Haus::N,casa,pert'
426,Heim::N,lar,kodi
427,Heim::N,casa,kodi
428,Ofen::N,estufa,päč
429,Ofen::N,aquecedor,päč
430,Fußboden::N,piso,lava
431,Tisch::N,mesa,laud
432,Tisch::N,mesa,stal'c
433,Stuhl::N,cadeira,ištim
434,Wiege::N,berço,kätte
435,Bett::N,cama,sija
436,Bett::N,cama,magaduzsija
437,Regal::N,estante,palič
438,Regal::N,prateleira,palič
439,Kiste::N,caixa,mülütim
440,Fenster::N,janela,ikun
441,Tür::N,porta,uks'
442,Tor::N,portão,verai
443,Zaun::N,cerca,aid
444,Zaun::N,vedação,aid
445,Dach::N,telhado,katuz
446,Leiter::N,escada,pordhad
447,Leiter::N,escada móvel,pordhad
448,Besen::N,vassoura,lud
449,Besen::N,vassoura,vast
450,Spaten::N,pá,labid
451,Schaufel::N,pá,labid
452,Gabel::N,garfo,hangoine
453,Löffel::N,colher,luzik
454,Messer::N,faca,veič
455,Nagel::N,cravo,nagl
456,Netz::N,rede,verk
457,Haken::N,gancho,kouk
458,Griff::N,asa,kägä
459,Griff::N,asa,varz'
460,Griff::N,cabo,kägä
461,Griff::N,cabo,varz'
462,Schloss::N,fechadura,lukkol
463,Bild::N,imagem,kuva
464,Figur::N,figura,figur
465,Puppe::N,boneca,tätüine
466,Beutel::N,saco,havad
467,Beutel::N,bolsa,havad
468,Bündel::N,fardo,toppaz
469,Bündel::N,fardo,käč
470,Tasche::N,saco,sumk
471,Tasche::N,bolso,sumk
472,Eimer::N,balde,vädr
473,Deckel::N,tampa,katuz
474,Geschirr::N,louça,astii
475,Sack::N,saca,havad
476,Tasse::N,chávena,čašk
477,Topf::N,tacho,pada
478,Topf::N,panela,pada
479,Kessel::N,caldeira,katil
480,Essen::N,refeição,sönd
481,Nahrung::N,comida,söm
482,Nahrung::N,alimento,söm
483,Speise::N,prato,sömine
484,Fleisch::N,carne,liha
485,Getreide::N,cereais,vill'
486,Brei::N,puré,pudr
487,Brot::N,pão,leib
488,Scheibe::N,fatia,bibaleh
489,Scheibe::N,fatia,šlik
490,Fett::N,banha,razv
491,Fett::N,gordura,razv
492,Butter::N,manteiga,voi
493,Öl::N,azeite,voi
494,Salz::N,sal,sol
495,Suppe::N,sopa,lem'
496,Suppe::N,sopa,keitoz
497,Suppe::N,caldo,lem'
498,Suppe::N,caldo,keitoz
499,Honig::N,mel,mezi
500,Milch::N,leite,maid
501,Tee::N,chá,čai
502,Leder::N,couro,nahk
503,Wolle::N,lã,vill
504,Stoff::N,pano,kangaz
505,Stoff::N,tecido,kangaz
506,Nadel::N,agulha,negl
507,Faden::N,fio,nit'
508,Knopf::N,botão,nübl'
509,Knoten::N,nó,sol'm
510,Farbe::N,corante,muju
511,Kleidung::N,roupa,sobad
512,Kleidung::N,vestuário,sobad
513,Hemd::N,camisa,paid
514,Kragen::N,gola,kagluz
515,Ärmel::N,manga,hijam
516,Hose::N,calça,štanad
517,Gürtel::N,cinto,vö
518,Mütze::N,boné,šapuk
519,Mütze::N,barrete,šapuk
520,Schuh::N,sapato,keng'
521,Stiefel::N,bota,sapug
522,Ring::N,anel,rengaz
523,Band::N,fita,lentaine
524,Band::N,faixa,lentaine
525,Kamm::N,pente,suga
526,Spiegel::N,espelho,zerkol
527,Riemen::N,correia,vö
528,Schnur::N,corda,nor
529,Schnur::N,cordel,nor
530,Leine::N,trela,talutimnor
531,Decke::N,cobertor,sijakatuz
532,Kissen::N,almofada,pöluz
533,Tuch::N,pano,paik
534,Handtuch::N,toalha,käzipaik
535,Kraft::N,força,vägi
536,Stärke::N,força,vahvuz'
537,Gesundheit::N,saúde,tervhuz
538,Krankheit::N,doença,läžund
539,Krankheit::N,enfermidade,läžund
540,Schmerz::N,dor,kibu
541,Wunde::N,chaga,čapatez
542,Wunde::N,ferida,čapatez
543,Fieber::N,febre,säru
544,Arznei::N,remédio,zel'l'
545,Brücke::N,ponte,sild
546,Brunnen::N,poço,kaiv
547,Weide::N,pastagem,omaluine
548,Pfad::N,senda,tehut
549,Pfad::N,trilho,tehut
550,Weg::N,caminho,te
551,Straße::N,via,te
552,Straße::N,estrada,te
553,Dorf::N,aldeia,külä
554,Stadt::N,cidade,lidn
555,Brief::N,carta,kirjeine
556,Buch::N,livro,kirj
557,Buchstabe::N,letra,kirjam
558,Zeitung::N,jornal,lehtez
559,Leben::N,vida,elo
560,Tod::N,morte,surm
561,Grab::N,túmulo,kaum
562,Grab::N,sepultura,kaum
563,Kirche::N,igreja,jumalanpert'
564,Sünde::N,pecado,grähk
565,Gott::N,deus,jumal
566,Arbeiter::N,operário,radnik
567,Arbeiter::N,trabalhador,radnik
568,Chef::N,chefe,pämez'
569,Chef::N,patrão,pämez'
570,Meister::N,mestre,mastar
571,Arzt::N,médico,lekar'
572,Lehrer::N,professor,opendai
573,Geld::N,dinheiro,rahad
574,Geschäft::N,negócio,biznes
575,Laden::N,loja,lauk
576,Preis::N,preço,arv
577,Ware::N,mercadoria,tavar
578,Nutzen::N,proveito,liža
579,Reichtum::N,riqueza,kodielo
580,Reichtum::N,riqueza,kal'huz'
581,Welt::N,mundo,mail'm
582,Land::N,país,ma
583,Staat::N,Estado,valdkund
584,König::N,rei,kunigaz
585,Macht::N,poder,vald
586,Macht::N,potência,vald
587,Grenze::N,fronteira,röun
588,Krieg::N,guerra,soda
589,Feind::N,inimigo,vihanik
590,Feind::N,inimigo,vastustai
591,Gewalt::N,violência,vägivald
592,Kampf::N,luta,tora
593,Kampf::N,combate,tora
594,Bogen[Waffe]::N,arco,taug
595,Pfeil::N,seta,nol
596,Pfeil::N,flecha,nol
597,Gewehr::N,espingarda,oružj
598,Fehler::N,erro,viga
599,Fehler::N,falha,viga
600,Lüge::N,mentira,kelastuz
601,Schaden::N,dano,pahuz'
602,Schaden::N,estrago,pahuz'
603,Unglück::N,desgraça,bed
604,Unglück::N,desgraça,gor'a
605,Schuld::N,culpa,värhuz'
606,Alter::N,idade,igä
607,Schluss::N,fim,lop
608,Zeit::N,tempo,aig
609,Tag::N,dia,päiv
610,Morgen::N,manhã,homendez
611,Mittag::N,meio-dia,keskpäiv
612,Abend::N,noite,eht
613,Abend::N,tardinha,eht
614,Nacht::N,noite,ö
615,Woche::N,semana,nedal'
616,Monat::N,mês,ku
617,Jahr::N,ano,voz'
618,Frühling::N,primavera,keväz'
619,Sommer::N,verão,keza
620,Herbst::N,outono,sügüz'
621,Winter::N,inverno,tal'v
622,Januar::N,Janeiro,viluku
623,Februar::N,Fevereiro,uhoku
624,März::N,Março,keväz'ku
625,April::N,Abril,sulaku
626,Mai::N,Maio,semendku
627,Juni::N,Junho,kezaku
628,Juli::N,Julho,heinku
629,August::N,Agosto,eloku
630,September::N,Setembro,sügüz'ku
631,Oktober::N,Outubro,reduku
632,November::N,Novembro,kül'mku
633,Dezember::N,Dezembro,tal'vku
634,Montag::N,segunda-feira,ezmärg
635,Dienstag::N,terça-feira,tožnarg
636,Mittwoch::N,quarta-feira,koumanz'päiv
637,Donnerstag::N,quinta-feira,nellänz'päiv
638,Freitag::N,sexta-feira,pätnič
639,Freitag::N,sexta-feira,videnz'päiv
640,Samstag::N,sábado,sobat
641,Sonntag::N,domingo,pühäpäiv
642,groß::A,grande,sur'
643,groß::A,grande,järed
644,klein::A,pequeno,pen'
645,klein::A,pequeno,pičuine
646,lang::A,comprido,pit'k
647,kurz::A,curto,lühüd
648,breit::A,largo,leved
649,schmal::A,estreito,kaid
650,dicht::A,denso,tihed
651,dick[Gegenstand]::A,grosso,paks
652,dünn::A,delgado,hoik
653,fein::A,fino,hen
654,fein::A,subtil,hen
655,fest::A,firme,luja
656,fest::A,firme,ninev
657,fest::A,sólido,luja
658,fest::A,sólido,ninev
659,flach::A,plano,lapak
660,glatt::A,liso,siled
661,hart::A,duro,kova
662,weich::A,mole,pehmed
663,rund::A,redondo,kehker
664,spitz::A,agudo,nügu
665,spitz::A,agudo,terav
666,scharf::A,afiado,terav
667,stumpf::A,rombo,tül'c
668,schwer::A,pesado,jüged
669,schön::A,belo,čoma
670,schön::A,bonito,čoma
671,heiß::A,quente,räk
672,warm::A,quente,läm'
673,kalt::A,frio,vilu
674,kühl::A,fresco,raibak
675,kühl::A,fresco,viluhk
676,frisch::A,fresco,lahed
677,feucht::A,húmido,neps
678,feucht::A,húmido,toreh
679,nass::A,molhado,märg
680,trocken::A,seco,kuiv
681,voll::A,cheio,täuz'
682,leer::A,vazio,joudai
683,offen::A,aberto,avoin
684,offen::A,aberto,avol'jaine
685,geschlossen::A,fechado,saubaline
686,sauber::A,limpo,puhtaz
687,schmutzig::A,sujo,redukaz
688,roh::A,cru,rohk
689,roh::A,cru,toreh
690,reif::A,maduro,küps
691,lecker::A,delicioso,magukaz
692,süß::A,doce,maged
693,bitter::A,amargo,karged
694,sauer::A,azedo,muiged
695,hell::A,claro,kirkas
696,hell::A,claro,valgei
697,dunkel::A,escuro,pimed
698,dunkel::A,sombrio,pimed
699,schwarz::A,preto,must
700,weiß::A,branco,vauged
701,rot::A,vermelho,rusked
702,gelb::A,amarelo,pakuine
703,blau::A,azul,sinine
704,grün::A,verde,vihand
705,grau::A,cinzento,hahk
706,bunt::A,colorido,kirjav
707,billig::A,barato,odav
708,teuer::A,caro,kalliž
709,wertvoll::A,valioso,arvokas
710,wertvoll::A,precioso,arvokas
711,blind::A,cego,soged
712,taub::A,surdo,kurdiž
713,kräftig::A,forte,vägev
714,kräftig::A,poderoso,vägev
715,stark::A,forte,vahv
716,stark::A,forte,vägekaz
717,stark::A,robusto,vahv
718,stark::A,robusto,vägekaz
719,schwach::A,débil,väll'
720,fett::A,gordo,razvakaz
721,schlank::A,esbelto,kapos
722,hübsch::A,giro,čoma
723,hübsch::A,bonito,čoma
724,böse::A,mau,äred
725,böse::A,mau,käred
726,dumm::A,parvo,el'getoi
727,dumm::A,estúpido,el'getoi
728,faul::A,preguiçoso,lašk
729,fleißig::A,aplicado,radonnavedii
730,fleißig::A,diligente,radonnavedii
731,geizig::A,avarento,ažlak
732,klug::A,prudente,melev
733,klug::A,prudente,melekaz
734,klug::A,inteligente,melev
735,klug::A,inteligente,melekaz
736,geschickt::A,hábil,mahtokaz
737,lieb::A,caro,izo
738,lieb::A,caro,sula
739,lieb::A,querido,izo
740,lieb::A,querido,sula
741,lustig::A,alegre,ilokaz
742,sanft::A,suave,laskav
743,sanft::A,brando,laskav
744,hungrig::A,faminto,näl'ghine
745,krank::A,doente,läžui
746,krank::A,enfermo,läžui
747,nackt::A,nu,alastoi
748,nackt::A,despido,alastoi
749,traurig::A,triste,opalahine
750,lebendig::A,vivo,eläb
751,gut::A,bom,hüvä
752,schlecht::A,mau,huba
753,schlecht::A,ruim,huba
754,richtig::A,justo,oiged
755,richtig::A,correcto,oiged
756,schlimm::A,mau,paha
757,schlimm::A,grave,paha
758,wahr::A,verdadeiro,todesine
759,alt::A,velho,vanh
760,alt::A,antigo,vanh
761,neu::A,novo,uz'
762,ehemalig::A,antigo,edeline
763,alt[Lebewesen]::A,velho,ravaz
764,jung::A,jovem,nor'
765,arm::A,pobre,gol'l'
766,reich::A,rico,elokaz
767,bekannt::A,conhecido,tutab
768,berühmt::A,famoso,tetab
769,berühmt::A,célebre,tetab
770,fremd::A,alheio,veraz
771,fremd::A,estranho,veraz
772,verschieden::A,diverso,erazvuitte
773,verschieden::A,diferente,erazvuitte
774,nah::A,próximo,läheline
775,fern::A,remoto,edahaine
776,fern::A,distante,edahaine
777,linker::A,esquerdo,hura
778,rechter::A,direito,oiged
779,anderer::A,outro,toine
780,erster::A,primeiro,ezmäine
781,zweiter::A,segundo,toine
782,dritter::A,terceiro,koumanz'
783,letzter::A,final,jäl'gmäine
784,letzter::A,último,jäl'gmäine
785,allein::ADV,só,üksnäze
786,auf einmal::ADV,de vez,ühten aigan
787,zusammen::ADV,juntos,ühtes
788,lange::ADV,muito tempo,hätken
789,plötzlich::ADV,de repente,äkkid
790,sofort::ADV,imediatamente,kerdalaz
791,später::ADV,mais tarde,möhemba
792,jetzt::ADV,agora,nügüd'
793,heute::ADV,hoje,tämbei
794,morgen::ADV,amanhã,homen
795,bald::ADV,logo,pigai
796,bald::ADV,breve,pigai
797,dann::ADV,então,sid'
798,dann::ADV,depois,sid'
799,gestern::ADV,ontem,eglai
800,einst::ADV,antigamente,ende
801,einst::ADV,antigamente,kerdan
802,damals::ADV,então,siloi
803,danach::ADV,logo,sid'
804,danach::ADV,depois,sid'
805,vorher::ADV,antes,ende
806,zuerst::ADV,primeiro,ezmäi
807,einmal::ADV,uma vez,kerdan
808,manchmal::ADV,às vezes,erašti
809,oft::ADV,muitas vezes,paksus
810,immer::ADV,sempre,kaiken
811,niemals::ADV,nunca,ei nikonz
812,hier::ADV,cá,täs
813,hier::ADV,cá,tägä
814,hier::ADV,aqui,täs
815,hier::ADV,aqui,tägä
816,hierhin::ADV,para cá,tänna
817,von hier::ADV,daqui,täspäi
818,von hier::ADV,daqui,sid'päi
819,dort::ADV,lá,sigä
820,dort::ADV,ali,sigä
821,dorthin::ADV,lá,sinna
822,dorthin::ADV,lá,nakkale
823,dorthin::ADV,para lá,sinna
824,dorthin::ADV,para lá,nakkale
825,geradeaus::ADV,em frente,kohtha
826,vorwärts::ADV,avante,edehe
827,rückwärts::ADV,para trás,sel'gin
828,zurück::ADV,atrás,tagaze
829,unten::ADV,debaixo,alahan
830,unten::ADV,em baixo,alahan
831,hinab::ADV,para baixo,alaz
832,hinab::ADV,para baixo,alahaks
833,oben::ADV,em cima,ülähän
834,hinauf::ADV,para cima,ülez
835,hinauf::ADV,para cima,ülähäks
836,überall::ADV,em toda parte,kaikjal
