,Concept_ID,no,se
1923,Kamerad::N,kamerat,ráddna
1924,Kamerad::N,kamerat,guojmme
1925,Kamerad::N,kamerat,guoibmi
1926,Kamerad::N,kamerat,kyei'mi
1927,Kamerad::N,kamerat,taaurõš
1928,Kamerad::N,kamerat,то̄а̄врэшш
1929,Angelegenheit::N,sak,aate
1930,Angelegenheit::N,sak,saake
1931,Angelegenheit::N,sak,ássje
1932,Angelegenheit::N,sak,ášši
1933,Angelegenheit::N,sak,äšši
1934,Angelegenheit::N,sak,ä´šš
1935,Angelegenheit::N,sak,тӯйй
1936,Angelegenheit::N,anliggende,aate
1937,Angelegenheit::N,anliggende,saake
1938,Angelegenheit::N,anliggende,ássje
1939,Angelegenheit::N,anliggende,ášši
1940,Angelegenheit::N,anliggende,äšši
1941,Angelegenheit::N,anliggende,ä´šš
1942,Angelegenheit::N,anliggende,тӯйй
1943,Anzahl::N,antall,taale
1944,Anzahl::N,antall,låhkoe
1945,Anzahl::N,antall,låhko
1946,Anzahl::N,antall,mierre
1947,Anzahl::N,antall,mearri
1948,Anzahl::N,antall,lohkomearra
1949,Anzahl::N,antall,meeṛi
1950,Anzahl::N,antall,mie´rr
1951,Anzahl::N,antall,чӣссел
1952,Art::N,art,aarhte
1953,Art::N,art,sládja
1954,Art::N,art,tjærdda
1955,Art::N,art,čearda
1956,Art::N,art,šlaaj̣â
1957,Art::N,art,nää´ll
1958,Art::N,art,на̄лль
1959,Art::N,slag,aarhte
1960,Art::N,slag,sládja
1961,Art::N,slag,tjærdda
1962,Art::N,slag,čearda
1963,Art::N,slag,šlaaj̣â
1964,Art::N,slag,nää´ll
1965,Art::N,slag,на̄лль
1966,Stück::N,stykke,bæhta
1967,Stück::N,stykke,biehkie
1968,Stück::N,stykke,biehkke
1969,Stück::N,stykke,bihttá
1970,Stück::N,stykke,pittá
1971,Stück::N,stykke,káppálâh
1972,Stück::N,stykke,ku´sǩǩ
1973,Stück::N,stykke,кусськ
1974,Teil::N,del,stuhtje
1975,Teil::N,del,oasse
1976,Teil::N,del,bielle
1977,Teil::N,del,guovllo
1978,Teil::N,del,oassi
1979,Teil::N,del,bihttá
1980,Teil::N,del,uási
1981,Teil::N,del,vuâ´ss
1982,Teil::N,del,pie´ǩ'ǩ
1983,Teil::N,del,кусськ
1984,Hälfte::N,halvdel,lehkie
1985,Hälfte::N,halvdel,lahkke
1986,Hälfte::N,halvdel,bealli
1987,Hälfte::N,halvdel,peeḷi
1988,Hälfte::N,halvdel,lâ´ǩǩ
1989,Hälfte::N,halvdel,pie´ll
1990,Hälfte::N,halvdel,пе̄лль
1991,Kreis::N,ring,rïngke
1992,Kreis::N,ring,gievlle
1993,Kreis::N,ring,gierdu
1994,Kreis::N,ring,riggee
1995,Kreis::N,ring,kruugg
1996,Kreis::N,ring,круг
1997,Kreis::N,sirkel,rïngke
1998,Kreis::N,sirkel,gievlle
1999,Kreis::N,sirkel,gierdu
2000,Kreis::N,sirkel,riggee
2001,Kreis::N,sirkel,kruugg
2002,Kreis::N,sirkel,круг
2003,Kreuz::N,kors,kroesse
2004,Kreuz::N,kors,ruossa
2005,Kreuz::N,kors,rista
2006,Kreuz::N,kors,ristâ
2007,Kreuz::N,kors,ristt
2008,Kreuz::N,kors,рысст
2009,Kreuz::N,kryss,kroesse
2010,Kreuz::N,kryss,ruossa
2011,Kreuz::N,kryss,rista
2012,Kreuz::N,kryss,ristâ
2013,Kreuz::N,kryss,ristt
2014,Kreuz::N,kryss,рысст
2015,Linie::N,linje,sïeve
2016,Linie::N,linje,linnja
2017,Linie::N,linje,linjá
2018,Linie::N,linje,linnjá
2019,Linie::N,linje,njuálgus
2020,Linie::N,linje,certldõk
2021,Linie::N,linje,це̄кесь
2022,Strich::N,strek,sïeve
2023,Strich::N,strek,sáhtso
2024,Strich::N,strek,sárggis
2025,Strich::N,strek,čálástâh
2026,Strich::N,strek,certldõk
2027,Strich::N,strek,ця̄кас
2028,Strich::N,strek,це̄кесь
2029,Abstand::N,avstand,gåhkoe
2030,Abstand::N,avstand,gåhkaldahke
2031,Abstand::N,avstand,lahka
2032,Abstand::N,avstand,gasska
2033,Abstand::N,avstand,gaska
2034,Abstand::N,avstand,koskâ
2035,Abstand::N,avstand,kõskk
2036,Abstand::N,avstand,кэ̄сск
2037,Entfernung::N,avstand,gåhkoe
2038,Entfernung::N,avstand,gåhkaldahke
2039,Entfernung::N,avstand,gasska
2040,Entfernung::N,avstand,mælggat
2041,Entfernung::N,avstand,gaska
2042,Entfernung::N,avstand,mátkegaska
2043,Entfernung::N,avstand,koskâ
2044,Entfernung::N,avstand,kõskk
2045,Entfernung::N,avstand,jäämkõskk
2046,Entfernung::N,avstand,кэ̄сск
2047,Gegend::N,strøk,haerie
2048,Gegend::N,strøk,guovvlo
2049,Gegend::N,strøk,bájkke
2050,Gegend::N,strøk,guovlu
2051,Gegend::N,strøk,duovdda
2052,Gegend::N,strøk,kuáv'lu
2053,Gegend::N,strøk,vu´vdd
2054,Gegend::N,strøk,па̄йхьк
2055,Platz::N,plass,sijjie
2056,Platz::N,plass,sadje
2057,Platz::N,plass,sadji
2058,Platz::N,plass,tááḷu
2059,Platz::N,plass,tääll
2060,Platz::N,plass,сайй
2061,Ort::N,sted,sijjie
2062,Ort::N,sted,bájkke
2063,Ort::N,sted,sadje
2064,Ort::N,sted,báiki
2065,Ort::N,sted,päikki
2066,Ort::N,sted,pâi´ǩǩ
2067,Ort::N,sted,сайй
2068,Ort::N,sted,па̄йхьк
2069,Seite::N,side,bielie
2070,Seite::N,side,sijddo
2071,Seite::N,side,bealli
2072,Seite::N,side,ertti
2073,Seite::N,side,jeä´rtt
2074,Seite::N,side,пе̄лль
2075,Seite::N,side,е̄ммьне
2076,Mitte::N,midte,gaske
2077,Mitte::N,midte,jarnge
2078,Mitte::N,midte,gasska
2079,Mitte::N,midte,guovddaš
2080,Mitte::N,midte,gaskamuddu
2081,Mitte::N,midte,koskâ
2082,Mitte::N,midte,kõskk
2083,Mitte::N,midte,кэ̄сск
2084,Gegenstand::N,gjenstand,daevere
2085,Gegenstand::N,gjenstand,oabme
2086,Gegenstand::N,gjenstand,gávnne
2087,Gegenstand::N,gjenstand,bierggas
2088,Gegenstand::N,gjenstand,ettâ
2089,Gegenstand::N,gjenstand,kápulâh
2090,Gegenstand::N,gjenstand,käu´nn
2091,Gegenstand::N,gjenstand,ка̄ввьн
2092,Sache::N,sak,aate
2093,Sache::N,sak,saake
2094,Sache::N,sak,ássje
2095,Sache::N,sak,ášši
2096,Sache::N,sak,äšši
2097,Sache::N,sak,ä´šš
2098,Sache::N,sak,ве̄шш
2099,Rand::N,rand,raedtie
2100,Rand::N,rand,rabdda
2101,Rand::N,rand,ravda
2102,Rand::N,rand,robdâ
2103,Rand::N,rand,čårr
2104,Rand::N,rand,ruõbdd
2105,Rand::N,rand,рӯммт
2106,Rand::N,rand,ре̄ввьн
2107,Kante::N,kant,raedtie
2108,Kante::N,kant,rabdda
2109,Kante::N,kant,ravda
2110,Kante::N,kant,robdâ
2111,Kante::N,kant,å´rdd
2112,Kante::N,kant,ruõbdd
2113,Kante::N,kant,рӯммт
2114,Kante::N,kant,ре̄ввьн
2115,Ecke::N,hjørne,roene
2116,Ecke::N,hjørne,kråane
2117,Ecke::N,hjørne,náhpo
2118,Ecke::N,hjørne,nusske
2119,Ecke::N,hjørne,nurki
2120,Ecke::N,hjørne,čiehka
2121,Ecke::N,hjørne,čiehâ
2122,Ecke::N,hjørne,čiõkk
2123,Ecke::N,hjørne,suåp'p
2124,Ecke::N,hjørne,уггл
2125,Spitze::N,spiss,gietjie
2126,Spitze::N,spiss,snjuhtje
2127,Spitze::N,spiss,gihttje
2128,Spitze::N,spiss,geahči
2129,Spitze::N,spiss,picci
2130,Spitze::N,spiss,keeči
2131,Spitze::N,spiss,ǩie´čč
2132,Spitze::N,spiss,кя̄женч
2133,Ende::N,ende,gietjie
2134,Ende::N,ende,giehtje
2135,Ende::N,ende,geahči
2136,Ende::N,ende,keeči
2137,Ende::N,ende,puäš'š
2138,Ende::N,ende,ке̄джь
2139,Loch::N,hull,raejkie
2140,Loch::N,hull,rájgge
2141,Loch::N,hull,ráigi
2142,Loch::N,hull,räigi
2143,Loch::N,hull,loikk
2144,Loch::N,hull,râi´ǧǧ
2145,Loch::N,hull,ра̄ййк
2146,Winkel::N,vinkel,skaavhte
2147,Winkel::N,vinkel,tjiehka
2148,Winkel::N,vinkel,soahppa
2149,Winkel::N,vinkel,čiehka
2150,Winkel::N,vinkel,sogge
2151,Winkel::N,vinkel,suåp'p
2152,Winkel::N,vinkel,уггл
2153,Muster::N,mønster,goere
2154,Muster::N,mønster,girjja
2155,Muster::N,mønster,girjjit
2156,Muster::N,mønster,kovos
2157,Muster::N,mønster,кыррьй
2158,Muster::N,mønster,кырьйнесс
2159,Größe::N,størrelse,ståaroe
2160,Größe::N,størrelse,stuorrudahka
2161,Größe::N,størrelse,stūrrodat
2162,Größe::N,størrelse,mahtodat
2163,Größe::N,størrelse,allodat
2164,Größe::N,størrelse,stuá'ṛudâh
2165,Größe::N,størrelse,роаӈӈьк
2166,Länge::N,lengde,gåhkoe
2167,Länge::N,lengde,guhkkudahka
2168,Länge::N,lengde,guhkkodat
2169,Länge::N,lengde,kukkodâh
2170,Länge::N,lengde,õllâdvuõtt
2171,Länge::N,lengde,куххьквӯдт
2172,Höhe::N,høyde,jalloe
2173,Höhe::N,høyde,jalladahke
2174,Höhe::N,høyde,alludahka
2175,Höhe::N,høyde,allatvuohta
2176,Höhe::N,høyde,allodat
2177,Höhe::N,høyde,aḷodâh
2178,Höhe::N,høyde,âlladvuõtt
2179,Höhe::N,høyde,э̄ллвӯдт
2180,Gewicht::N,vekt,leavloe
2181,Gewicht::N,vekt,dædda
2182,Gewicht::N,vekt,låssudahka
2183,Gewicht::N,vekt,deaddu
2184,Gewicht::N,vekt,tiäd'du
2185,Gewicht::N,vekt,teäd'd
2186,Gewicht::N,vekt,тя̄ннт
2187,Gewicht::N,vekt,вӣссь
2188,Menge::N,mengde,mierie
2189,Menge::N,mengde,ållo
2190,Menge::N,mengde,mearri
2191,Menge::N,mengde,doahkki
2192,Menge::N,mengde,meeṛi
2193,Menge::N,mengde,tukk
2194,Menge::N,mengde,mie´rr
2195,Menge::N,mengde,туххк
2196,Menge::N,mengde,ла̄ннҍт
2197,Haufen::N,haug,deava
2198,Haufen::N,haug,håevkie
2199,Haufen::N,haug,hårre
2200,Haufen::N,haug,látna
2201,Haufen::N,haug,laaṇâ
2202,Haufen::N,haug,laađđ
2203,Haufen::N,haug,поанн
2204,Haufen::N,bunke,deava
2205,Haufen::N,bunke,håevkie
2206,Haufen::N,bunke,hårre
2207,Haufen::N,bunke,látna
2208,Haufen::N,bunke,laaṇâ
2209,Haufen::N,bunke,laađđ
2210,Haufen::N,bunke,поанн
2211,Reihe::N,rekke,raajroe
2212,Reihe::N,rekke,rájddo
2213,Reihe::N,rekke,gurgadas
2214,Reihe::N,rekke,kuáḷus
2215,Reihe::N,rekke,riâd'd
2216,Reihe::N,rekke,по̄ллт
2217,Boot::N,båt,vïnhtse
2218,Boot::N,båt,vanás
2219,Boot::N,båt,vanntsa
2220,Boot::N,båt,fanas
2221,Boot::N,båt,voonâs
2222,Boot::N,båt,käärbis
2223,Boot::N,båt,võõnâs
2224,Boot::N,båt,вэнс
2225,Ruder::N,åre,aajroe
2226,Ruder::N,åre,ájrro
2227,Ruder::N,åre,áiru
2228,Ruder::N,åre,áiru
2229,Ruder::N,åre,äirr
2230,Ruder::N,åre,а̄ррьй
2231,Schlitten::N,slede,slærra
2232,Schlitten::N,slede,tjïelhke
2233,Schlitten::N,slede,gieris
2234,Schlitten::N,slede,tjielkká
2235,Schlitten::N,slede,gielká
2236,Schlitten::N,slede,kiäl'kká
2237,Schlitten::N,slede,saan
2238,Schlitten::N,slede,ǩeâlkk
2239,Schlitten::N,slede,со̄а̄н
2240,Schlitten::N,kjelke,slærra
2241,Schlitten::N,kjelke,tjïelhke
2242,Schlitten::N,kjelke,gieris
2243,Schlitten::N,kjelke,tjielkká
2244,Schlitten::N,kjelke,gielká
2245,Schlitten::N,kjelke,kiäl'kká
2246,Schlitten::N,kjelke,saan
2247,Schlitten::N,kjelke,ǩeâlkk
2248,Schlitten::N,kjelke,со̄а̄н
2249,Ski::N,ski,treavka
2250,Ski::N,ski,sabek
2251,Ski::N,ski,sabet
2252,Ski::N,ski,saaveeh
2253,Ski::N,ski,koolâs
2254,Ski::N,ski,коаллас
2255,Ski::N,ski,са̄вехь
2256,Lagerfeuer::N,leirbål,dålle
2257,Lagerfeuer::N,leirbål,sajijdållå
2258,Lagerfeuer::N,leirbål,dolla
2259,Lagerfeuer::N,leirbål,tullâ
2260,Lagerfeuer::N,leirbål,toll
2261,Lagerfeuer::N,leirbål,то̄лл
2262,Last::N,bør,maajsoe
2263,Last::N,bør,noade
2264,Last::N,bør,guorbmi
2265,Last::N,bør,kye'rmi
2266,Last::N,bør,nue´đđ
2267,Last::N,bør,kue´rmm
2268,Last::N,bør,нуэдът
2269,Last::N,last,maajsoe
2270,Last::N,last,noade
2271,Last::N,last,guorbmi
2272,Last::N,last,kye'rmi
2273,Last::N,last,nue´đđ
2274,Last::N,last,kue´rmm
2275,Last::N,last,нуэдът
2276,Gang::N,gang,vaedtseme
2277,Gang::N,gang,mannulahka
2278,Gang::N,gang,johtu
2279,Gang::N,gang,jotteem
2280,Gang::N,gang,joto
2281,Gang::N,gang,jäl'lmõš
2282,Gang::N,gang,ёадтмушш
2283,Gang::N,gang,ёадтҌмушш
2284,Schritt::N,steg,sïlle
2285,Schritt::N,steg,lávkke
2286,Schritt::N,steg,lávki
2287,Schritt::N,steg,lävkki
2288,Schritt::N,steg,läu´ǩǩ
2289,Schritt::N,steg,ла̄ффьк
2290,Schritt::N,skritt,sïlle
2291,Schritt::N,skritt,lávkke
2292,Schritt::N,skritt,lávki
2293,Schritt::N,skritt,lävkki
2294,Schritt::N,skritt,läu´ǩǩ
2295,Schritt::N,skritt,ла̄ффьк
2296,Norden::N,nord,noerhte
2297,Norden::N,nord,nuortta
2298,Norden::N,nord,davvi
2299,Norden::N,nord,taṿe
2300,Norden::N,nord,tâ´vv
2301,Norden::N,nord,таввял
2302,Süden::N,sør,åarjel
2303,Süden::N,sør,oarjje
2304,Süden::N,sør,lulli
2305,Süden::N,sør,mäddi
2306,Süden::N,sør,kesipieg'gâ
2307,Süden::N,sør,saujj
2308,Süden::N,sør,со̄а̄ййв
2309,Westen::N,vest,jillie
2310,Westen::N,vest,alle
2311,Westen::N,vest,oarji
2312,Westen::N,vest,uár'ji
2313,Westen::N,vest,viõstâr
2314,Westen::N,vest,вуэрьял
2315,Osten::N,øst,luvlie
2316,Osten::N,øst,lulle
2317,Osten::N,øst,nuorta
2318,Osten::N,øst,nuor'ttâ
2319,Osten::N,øst,nuõrti
2320,Osten::N,øst,нуҏҏьт
2321,Holz::N,tre,moere
2322,Holz::N,tre,muorra
2323,Holz::N,tre,muorra
2324,Holz::N,tre,muoṛâ
2325,Holz::N,tre,muõrr
2326,Holz::N,tre,мӯрр
2327,Brett::N,fjøl,fealloe
2328,Brett::N,fjøl,fiello
2329,Brett::N,fjøl,lávdi
2330,Brett::N,fjøl,lyev'di
2331,Brett::N,fjøl,lu´vdd
2332,Brett::N,fjøl,лаййт
2333,Brett::N,brett,fealloe
2334,Brett::N,brett,fiello
2335,Brett::N,brett,lávdi
2336,Brett::N,brett,lyev'di
2337,Brett::N,brett,lu´vdd
2338,Brett::N,brett,лаййт
2339,Platte::N,plate,spaagkoe
2340,Platte::N,plate,skierro
2341,Platte::N,plate,skearru
2342,Platte::N,plate,ráptu
2343,Platte::N,plate,ка̄ррьт
2344,Stütze::N,støtte,dovtege
2345,Stütze::N,støtte,dåarjege
2346,Stütze::N,støtte,tsagge
2347,Stütze::N,støtte,nihta
2348,Stütze::N,støtte,duvdda
2349,Stütze::N,støtte,caggi
2350,Stütze::N,støtte,cagge
2351,Stütze::N,støtte,cõgldõk
2352,Stütze::N,støtte,стуэлльп
2353,Stange::N,stang,staavra
2354,Stange::N,stang,stággo
2355,Stange::N,stang,hålggå
2356,Stange::N,stang,stávrá
2357,Stange::N,stang,stággu
2358,Stange::N,stang,čuálgui
2359,Stange::N,stang,kaŋgg
2360,Stange::N,stang,кэ̄ллт
2361,Stange::N,stang,пе̄лльк
2362,Stock::N,pinne,galte
2363,Stock::N,pinne,klåbpoe
2364,Stock::N,pinne,soabbe
2365,Stock::N,pinne,soabbi
2366,Stock::N,pinne,suáb'bi
2367,Stock::N,pinne,suä´b'b
2368,Stock::N,pinne,суэммьп
2369,Stab::N,stav,klaahka
2370,Stab::N,stav,soabbe
2371,Stab::N,stav,soabbi
2372,Stab::N,stav,suáb'bi
2373,Stab::N,stav,suä´b'b
2374,Stab::N,stav,суэммьп
2375,Stab::N,kjepp,klaahka
2376,Stab::N,kjepp,soabbe
2377,Stab::N,kjepp,soabbi
2378,Stab::N,kjepp,suáb'bi
2379,Stab::N,kjepp,suä´b'b
2380,Stab::N,kjepp,суэммьп
2381,Rohr::N,rør,gïrse
2382,Rohr::N,rør,båhttså
2383,Rohr::N,rør,bohcci
2384,Rohr::N,rør,poccee
2385,Rohr::N,rør,puu´lčiǩ
2386,Rohr::N,rør,туррьп
2387,Haus::N,hus,ståapoe
2388,Haus::N,hus,goahte
2389,Haus::N,hus,stohpu
2390,Haus::N,hus,tááḷu
2391,Haus::N,hus,tääll
2392,Haus::N,hus,пэ̄ҏҏт
2393,Heim::N,hjem,hïejme
2394,Heim::N,hjem,viesso
2395,Heim::N,hjem,ruoktu
2396,Heim::N,hjem,päikki
2397,Heim::N,hjem,päi´ǩǩ
2398,Heim::N,hjem,пэ̄ҏҏт
2399,Ofen::N,ovn,vuebnie
2400,Ofen::N,ovn,vuodná
2401,Ofen::N,ovn,vuobnne
2402,Ofen::N,ovn,uvdna
2403,Ofen::N,ovn,uvnâ
2404,Ofen::N,ovn,ǩiiuǥân
2405,Ofen::N,ovn,пе̄ххц
2406,Ofen::N,ovn,кыввкан
2407,Fußboden::N,gulv,guelpie
2408,Fußboden::N,gulv,guolbbe
2409,Fußboden::N,gulv,láhtti
2410,Fußboden::N,gulv,šalde
2411,Fußboden::N,gulv,šâ´ldd
2412,Fußboden::N,gulv,шалльт
2413,Tisch::N,bord,buertie
2414,Tisch::N,bord,bievdde
2415,Tisch::N,bord,beavdi
2416,Tisch::N,bord,pevdi
2417,Tisch::N,bord,på´rdd
2418,Tisch::N,bord,stue´ll
2419,Tisch::N,bord,туэлль
2420,Stuhl::N,stol,stovle
2421,Stuhl::N,stol,ståvllå
2422,Stuhl::N,stol,stuollu
2423,Stuhl::N,stol,stovli
2424,Stuhl::N,stol,stuu´l
2425,Stuhl::N,stol,стула
2426,Wiege::N,vogge,gïerhkeme
2427,Wiege::N,vogge,vuoggo
2428,Wiege::N,vogge,geaŧŧu
2429,Wiege::N,vogge,geaktu
2430,Wiege::N,vogge,gietkka
2431,Wiege::N,vogge,kiäh'tu
2432,Wiege::N,vogge,vogga
2433,Wiege::N,vogge,кӣткэм
2434,Bett::N,seng,seangkoe
2435,Bett::N,seng,sæŋŋga
2436,Bett::N,seng,seaŋga
2437,Bett::N,seng,seŋgâ
2438,Bett::N,seng,sââ´jj
2439,Bett::N,seng,вуэдтӭмсайй
2440,Regal::N,reol,hælla
2441,Regal::N,reol,hilldo
2442,Regal::N,reol,hildu
2443,Regal::N,reol,ildee
2444,Regal::N,reol,i´lddi
2445,Regal::N,reol,ылльтэ
2446,Regal::N,hylle,hælla
2447,Regal::N,hylle,hilldo
2448,Regal::N,hylle,hildu
2449,Regal::N,hylle,ildee
2450,Regal::N,hylle,i´lddi
2451,Regal::N,hylle,ылльтэ
2452,Kiste::N,kasse,aeskie
2453,Kiste::N,kasse,kássa
2454,Kiste::N,kasse,kássa
2455,Kiste::N,kasse,árkku
2456,Kiste::N,kasse,ču´ǩǩ
2457,Kiste::N,kasse,чуххьк
2458,Fenster::N,vindu,klaase
2459,Fenster::N,vindu,vinndek
2460,Fenster::N,vindu,láse
2461,Fenster::N,vindu,laasâ
2462,Fenster::N,vindu,ikkân
2463,Fenster::N,vindu,эххкан
2464,Tür::N,dør,okse
2465,Tür::N,dør,uksa
2466,Tür::N,dør,uksa
2467,Tür::N,dør,uksâ
2468,Tür::N,dør,uhss
2469,Tür::N,dør,уккс
2470,Tor::N,port,okse
2471,Tor::N,port,pårttå
2472,Tor::N,port,uksa
2473,Tor::N,port,poarta
2474,Tor::N,port,porttâ
2475,Tor::N,port,uustõk
2476,Tor::N,port,čuâlluhss
2477,Tor::N,port,уккс
2478,Zaun::N,gjerde,haakene
2479,Zaun::N,gjerde,jerra
2480,Zaun::N,gjerde,gárdde
2481,Zaun::N,gjerde,áidi
2482,Zaun::N,gjerde,äiđi
2483,Zaun::N,gjerde,äidd
2484,Zaun::N,gjerde,čuâll
2485,Zaun::N,gjerde,а̄ййт
2486,Dach::N,tak,rehpie
2487,Dach::N,tak,dæhkko
2488,Dach::N,tak,gáhttu
2489,Dach::N,tak,káttu
2490,Dach::N,tak,laakk
2491,Dach::N,tak,пэ̄ҏҏтэ̄ля
2492,Dach::N,tak,кры̄ша
2493,Leiter::N,stige,raajtere
2494,Leiter::N,stige,tjajmos
2495,Leiter::N,stige,boagos
2496,Leiter::N,stige,ráidalas
2497,Leiter::N,stige,raidlâs
2498,Leiter::N,stige,лествец
2499,Besen::N,kost,saehpie
2500,Besen::N,kost,gaerpene
2501,Besen::N,kost,njáman
2502,Besen::N,kost,luvdá
2503,Besen::N,kost,luvdá
2504,Besen::N,kost,västt
2505,Besen::N,kost,ва̄сст
2506,Spaten::N,spade,gåajvoe
2507,Spaten::N,spade,spádá
2508,Spaten::N,spade,goajvvo
2509,Spaten::N,spade,goaivu
2510,Spaten::N,spade,kuái'vu
2511,Spaten::N,spade,kuäivv
2512,Spaten::N,spade,куаййв
2513,Schaufel::N,skuffe,gåajvoe
2514,Schaufel::N,skuffe,gåjvun
2515,Schaufel::N,skuffe,goajvvo
2516,Schaufel::N,skuffe,goaivu
2517,Schaufel::N,skuffe,kuái'vu
2518,Schaufel::N,skuffe,kuäivv
2519,Schaufel::N,skuffe,куаййв
2520,Gabel::N,gaffel,tjåagka
2521,Gabel::N,gaffel,gáffil
2522,Gabel::N,gaffel,káffal
2523,Gabel::N,gaffel,kaahvâl
2524,Gabel::N,gaffel,velkk
2525,Gabel::N,gaffel,а̄лльс
2526,Löffel::N,skje,buste
2527,Löffel::N,skje,bassti
2528,Löffel::N,skje,baste
2529,Löffel::N,skje,pastem
2530,Löffel::N,skje,pâ´sttem
2531,Löffel::N,skje,пасьтэмь
2532,Messer::N,kniv,nejpie
2533,Messer::N,kniv,nijbbe
2534,Messer::N,kniv,niibi
2535,Messer::N,kniv,nijbe
2536,Messer::N,kniv,nei´bb
2537,Messer::N,kniv,ныййп
2538,Nagel::N,spiker,spæjhkere
2539,Nagel::N,spiker,spiger
2540,Nagel::N,spiker,návlle
2541,Nagel::N,spiker,spiikkár
2542,Nagel::N,spiker,spijkkár
2543,Nagel::N,spiker,näu´ll
2544,Nagel::N,spiker,на̄ввьл
2545,Netz::N,nett,viermie
2546,Netz::N,nett,viermme
2547,Netz::N,nett,næhtta
2548,Netz::N,nett,fierbmi
2549,Netz::N,nett,viermi
2550,Netz::N,nett,säi´mm
2551,Netz::N,nett,нӯжхьт
2552,Haken::N,krok,kruehkie
2553,Haken::N,krok,ruohkke
2554,Haken::N,krok,vagge
2555,Haken::N,krok,roahkki
2556,Haken::N,krok,faggi
2557,Haken::N,krok,kuák'ki
2558,Haken::N,krok,kuä´ǩ'ǩ
2559,Haken::N,krok,ва̄ӈӈк
2560,Haken::N,krok,куэххьк
2561,Griff::N,tak,rehpie
2562,Griff::N,tak,taatje
2563,Griff::N,tak,gavlla
2564,Griff::N,tak,guottáldahka
2565,Griff::N,tak,geavja
2566,Griff::N,tak,novdâ
2567,Griff::N,tak,nõđđ
2568,Griff::N,tak,kå´ǧǧ
2569,Griff::N,tak,нэ̄дт
2570,Griff::N,håndtak,rehpie
2571,Griff::N,håndtak,taatje
2572,Griff::N,håndtak,gavlla
2573,Griff::N,håndtak,guottáldahka
2574,Griff::N,håndtak,geavja
2575,Griff::N,håndtak,novdâ
2576,Griff::N,håndtak,nõđđ
2577,Griff::N,håndtak,kå´ǧǧ
2578,Griff::N,håndtak,нэ̄дт
2579,Schloss::N,lås,laesie
2580,Schloss::N,lås,lássa
2581,Schloss::N,lås,lohkka
2582,Schloss::N,lås,lukkâ
2583,Schloss::N,lås,lokk
2584,Schloss::N,lås,ло̄ххк
2585,Bild::N,bilde,guvvie
2586,Bild::N,bilde,gåvvå
2587,Bild::N,bilde,govva
2588,Bild::N,bilde,koṿe
2589,Bild::N,bilde,kartt
2590,Bild::N,bilde,картина
2591,Figur::N,figur,guvvie
2592,Figur::N,figur,gåvos
2593,Figur::N,figur,figuvrra
2594,Figur::N,figur,figuvra
2595,Figur::N,figur,kovos
2596,Figur::N,figur,kuâŋas
2597,Puppe::N,dukke,dåahka
2598,Puppe::N,dukke,dåhkko
2599,Puppe::N,dukke,doahkko
2600,Puppe::N,dukke,dohkká
2601,Puppe::N,dukke,duhkká
2602,Puppe::N,dukke,kuuhlaž
2603,Puppe::N,dukke,кукла
2604,Beutel::N,pose,voessetje
2605,Beutel::N,pose,påvsså
2606,Beutel::N,pose,seahkaš
2607,Beutel::N,pose,bursa
2608,Beutel::N,pose,guhkkár
2609,Beutel::N,pose,čooṿâs
2610,Beutel::N,pose,siâk'k
2611,Beutel::N,pose,kå´ššel
2612,Beutel::N,pose,ве̄ҏҏц
2613,Bündel::N,bylt,paantje
2614,Bündel::N,bylt,buduk
2615,Bündel::N,bylt,gurppe
2616,Bündel::N,bylt,gihppu
2617,Bündel::N,bylt,kiäs'tu
2618,Bündel::N,bylt,šnâpp
2619,Bündel::N,bylt,пуччк
2620,Tasche::N,veske,veaskoe
2621,Tasche::N,veske,væssko
2622,Tasche::N,veske,lávkka
2623,Tasche::N,veske,lávka
2624,Tasche::N,veske,seahkka
2625,Tasche::N,veske,lavkkâ
2626,Tasche::N,veske,laukk
2627,Tasche::N,veske,суӎӎьк
2628,Tasche::N,veske,ло̄а̄ффк
2629,Eimer::N,bøtte,bæhtoe
2630,Eimer::N,bøtte,skiello
2631,Eimer::N,bøtte,skállu
2632,Eimer::N,bøtte,eebir
2633,Eimer::N,bøtte,skääll
2634,Eimer::N,bøtte,е̄мьперь
2635,Deckel::N,lokk,luehkie
2636,Deckel::N,lokk,låhkke
2637,Deckel::N,lokk,lohkki
2638,Deckel::N,lokk,lokke
2639,Deckel::N,lokk,lå´ǩǩ
2640,Deckel::N,lokk,ко̄а̄ххтнэсс
2641,Geschirr::N,kjøkkentøy,lihtie
2642,Geschirr::N,kjøkkentøy,lihte
2643,Geschirr::N,kjøkkentøy,lihtit
2644,Geschirr::N,kjøkkentøy,litte
2645,Geschirr::N,kjøkkentøy,kärldõk
2646,Geschirr::N,kjøkkentøy,ка̄ррь
2647,Sack::N,sekk,voesse
2648,Sack::N,sekk,vuossa
2649,Sack::N,sekk,seahkka
2650,Sack::N,sekk,sekkâ
2651,Sack::N,sekk,siâk'k
2652,Sack::N,sekk,ве̄ҏҏц
2653,Tasse::N,kopp,guksie
2654,Tasse::N,kopp,gåhppå
2655,Tasse::N,kopp,gohppu
2656,Tasse::N,kopp,pollo
2657,Tasse::N,kopp,kopp
2658,Tasse::N,kopp,на̄ххьп
2659,Topf::N,gryte,baetie
2660,Topf::N,gryte,krovhte
2661,Topf::N,gryte,rujtta
