,Concept_ID,zh,ro
859,hundert::NUM,百,sută
860,tausend::NUM,千,mie
861,und::CNJ,和,și
862,oder::CNJ,或者,ori
863,stehen::V,站,sta
864,sitzen::V,坐,ședea
865,liegen::V,躺着,zăcea
866,liegen::V,躺着,fi culcat
867,hängen::V,挂着,atârna
868,werden::V,成为,deveni
869,werden::V,成为,se face
870,passieren::V,发生,se întâmpla
871,beginnen::V,开始,începe
872,enden::V,终止,se sfârși
873,enden::V,终止,se termina
874,wechseln::V,变迁,se schimba
875,aufgehen[Sonne]::V,升起,răsări
876,untergehen[Sonne]::V,下落,apune
877,scheinen[Sonne]::V,照射,străluci
878,donnern::V,打雷,tuna
879,wehen::V,飘扬,bate
880,strömen::V,流,curge în șiroaie
881,fließen::V,流动,curge
882,sich drehen::V,转动,se învârti
883,schwanken::V,摇摆,se clătina
884,schwingen::V,摇,vibra
885,schwingen::V,摇,flutura
886,fallen::V,坠落,cădea
887,brennen::V,燃烧,arde
888,rauchen::V,冒烟,fuma
889,regnen::V,下雨,ploua
890,gefrieren::V,结冰,îngheța
891,tauen::V,融化,se dezgheța
892,schmelzen::V,溶化,se topi
893,trocknen::V,变干,se usca
894,sieden::V,煮,fierbe
895,sieden::V,煮,clocoti
896,faulen::V,腐烂,se împuți
897,verfaulen::V,腐烂,putrezi
898,reißen::V,撕,se rupe
899,reißen::V,撕,se sfâșia
900,versinken::V,下沉,se scufunda
901,vergehen::V,流逝,trece
902,vergehen::V,流逝,se scurge
903,erscheinen::V,出现,apărea
904,verschwinden::V,消失,dispărea
905,sinken::V,下降,cădea
906,sinken::V,下降,coborî
907,abnehmen::V,减少,scădea
908,abnehmen::V,减少,descrește
909,zunehmen::V,增加,spori
910,zunehmen::V,增加,crește
911,zunehmen::V,增加,augmenta
912,steigen::V,上升,urca
913,wachsen::V,生长,crește
914,glänzen::V,发光,luci
915,glänzen::V,发光,străluci
916,funkeln::V,闪烁,scânteia
917,lärmen::V,吵闹,face larmă
918,läuten::V,响,suna
919,klingeln::V,按铃,suna
920,brausen::V,疾驶,vui
921,klingen::V,听起来,suna
922,bellen::V,吠,lătra
923,heulen::V,嗥,urla
924,blasen::V,吹,sufla
925,pfeifen::V,吹口哨,fluiera
926,schreien::V,叫喊,țipa
927,stöhnen::V,呻吟,geme
928,zittern::V,颤抖,tremura
929,leben::V,生存,trăi
930,geboren werden::V,出生,se naște
931,atmen::V,呼吸,respira
932,trinken::V,喝,bea
933,essen::V,吃,mânca
934,schlucken::V,咽,înghiți
935,müde werden::V,疲倦,se obosi
936,einschlafen::V,入睡,adormi
937,schlafen::V,睡觉,dormi
938,aufwachen::V,睡醒,se deștepta
939,aufstehen::V,起床,fi se scula
940,sich erholen::V,休养,se relaxa
941,sich erholen::V,休养,se destinde
942,krank werden::V,生病,se îmbolnăvi
943,krank sein::V,生病,zăcea
944,krank sein::V,生病,fi bolnav
945,schmerzen::V,疼痛,durea
946,husten::V,咳,tuși
947,genesen::V,痊愈,se însănătoși
948,sterben::V,死,muri
949,umkommen::V,丧命,pieri
950,sich bewegen::V,移动,se mișca
951,sich rühren::V,动弹,se mișca
952,sich erheben::V,站起,se ridica
953,sich setzen::V,坐,lua loc
954,sich setzen::V,坐,se așeza
955,hinfallen::V,跌倒,cădea jos
956,laufen::V,步行,merge
957,laufen::V,步行,merge pe jos
958,schreiten::V,迈步,păși
959,spazierengehen::V,散步,se plimba
960,eilen::V,急忙,fi se grăbi
961,sich beeilen::V,赶快,se grăbi
962,sausen::V,疾驰,țâșni
963,rennen::V,奔跑,fugi
964,rennen::V,奔跑,alerga
965,springen::V,跳,sări
966,klettern::V,攀缘,urca
967,klettern::V,攀缘,se cățăra
968,schaukeln::V,荡秋千,legăna
969,kriechen::V,爬行,se târî
970,schwimmen::V,游泳,înota
971,tauchen::V,潜水,se scufunda
972,rudern::V,划船,vâsli
973,rudern::V,划船,lopăta
974,fahren::V,行驶,merge
975,fliegen::V,飞,zbura
976,gehen::V,走,merge
977,weggehen::V,离去,se duce
978,abfahren::V,出发,pleca
979,anhalten::V,停住,se opri
980,hineingehen::V,进去,intra
981,eintreten::V,进入,intra
982,kommen::V,来,veni
983,ankommen::V,到达,sosi
984,ankommen::V,到达,ajunge
985,zurückkommen::V,回来,se întoarce
986,bleiben::V,停留,rămâne
987,warten::V,等,aștepta
988,erwarten::V,等候,aștepta
989,suchen::V,找,căuta
990,finden::V,找到,găsi
991,versuchen::V,尝试,încerca
992,vorbereiten::V,预备,pregăti
993,lieben::V,爱,iubi
994,mögen::V,喜欢,plăcea a
995,lachen::V,笑,râde
996,weinen::V,哭,plânge
997,schimpfen::V,骂,înjura
998,sich ärgern::V,生气,se supăra
999,sich fürchten::V,害怕,se teme
1000,sich fürchten::V,害怕,fi teamă a
1001,fürchten::V,害怕,se teme de
1002,fliehen::V,逃走,fugi
1003,flüchten::V,逃跑,evada
1004,sehen::V,看,vedea
1005,anschauen::V,注视,privi
1006,ansehen::V,注视,privi
1007,hören::V,听,auzi
1008,zuhören::V,倾听,asculta
1009,probieren::V,尝,gusta
1010,riechen::V,闻,mirosi
1011,fühlen::V,感到,simți
1012,fühlen::V,感到,resimți
1013,scheinen::V,照耀,părea
1014,zu sehen sein::V,可以看到,se vedea
1015,vernehmen::V,审讯,auzi
1016,frieren::V,觉得冷,fi frig
1017,tun::V,作,face
1018,können::V,能,ști
1019,können::V,能,putea
1020,wollen::V,要,dori
1021,anfangen::V,开始,începe
1022,beenden::V,结束,sfârși
1023,beenden::V,结束,termina
1024,aufhören::V,停止,înceta
1025,gelingen::V,成功,reuși
1026,gelingen::V,成功,izbuti
1027,geraten::V,陷于,reuși
1028,öffnen::V,打开,deschide
1029,schließen::V,关,închide
1030,stellen::V,放,pune
1031,stellen::V,放,așeza
1032,setzen::V,放,pune
1033,setzen::V,放,așeza
1034,legen::V,摆,pune
1035,berühren::V,触,atinge
1036,verbinden::V,联结,lega
1037,bedecken::V,覆盖,acoperi
1038,aufhängen::V,挂,atârna
1039,aufhängen::V,挂,spânzura
1040,anzünden::V,点,aprinde
1041,aufheben::V,拾起,ridica
1042,aufheben::V,拾起,lua de jos
1043,zurücklassen::V,遗留,lăsa
1044,zurücklassen::V,遗留,lăsa în urmă
1045,verlieren::V,丧失,pierde
1046,fallen lassen::V,让掉下,scăpa
1047,fallen lassen::V,让掉下,arunca
1048,machen::V,做,face
1049,herstellen::V,生产,fabrica
1050,herstellen::V,生产,confecționa
1051,bauen::V,建造,clădi
1052,bauen::V,建造,construi
1053,reparieren::V,修理,repara
1054,verbessern::V,改进,ameliora
1055,verbessern::V,改进,îmbunătăți
1056,ändern::V,改变,schimba
1057,ändern::V,改变,modifica
1058,graben::V,挖,săpa
1059,beugen::V,弯下,curba
1060,biegen::V,弯,îndoi
1061,biegen::V,弯,încovoia
1062,drehen::V,转动,învârti
1063,wenden::V,转动,întoarce
1064,umdrehen::V,转动,învârti
1065,umdrehen::V,转动,întoarce
1066,heben::V,举起,ridica
1067,hochheben::V,抬高,ridica
1068,ergreifen::V,抓住,lua
1069,ergreifen::V,抓住,apuca
1070,halten::V,拿着,ține
1071,drücken::V,压,apăsa
1072,drücken::V,压,strânge
1073,schieben::V,推,împinge
1074,kratzen::V,搔,zgâria
1075,lecken::V,舔,linge
1076,beißen::V,咬,mușca
1077,abreißen::V,撕下,rupe
1078,abreißen::V,撕下,smulge
1079,abschneiden::V,切断,scurta
1080,binden::V,捆,lega
1081,stecken::V,插,pune
1082,brechen::V,断裂,rupe
1083,brechen::V,断裂,frânge
1084,klopfen::V,敲,ciocăni
1085,hauen::V,揍,lovi
1086,kleben::V,粘,lipi
1087,reiben::V,摩擦,freca
1088,reiben::V,摩擦,fricționa
1089,streichen::V,涂,unge
1090,schleifen::V,拖曳,ascuți
1091,schneiden::V,切,tăia
1092,rütteln::V,颠簸,zgâlțâi
1093,schütteln::V,摇动,scutura
1094,schwenken::V,摇动,agita
1095,schütten::V,倒,vărsa
1096,füllen::V,填满,umple
1097,einwickeln::V,包,înveli
1098,einwickeln::V,包,înfășura
1099,tragen::V,提,căra
1100,schleppen::V,扛,târî
1101,ziehen::V,拉,trage
1102,aufbewahren::V,保存,păstra
1103,aufbewahren::V,保存,conserva
1104,werfen::V,扔,arunca
1105,fangen::V,捕捉,prinde
1106,packen::V,抓住,apuca
1107,verstecken::V,藏,ascunde
1108,teilen::V,分,împărți
1109,schicken::V,派遣,trimite
1110,bringen::V,带来,aduce
1111,hinzufügen::V,添加,adăuga
1112,bekommen::V,得到,obține
1113,bekommen::V,得到,dobândi
1114,erhalten::V,接到,primi
1115,erhalten::V,接到,căpăta
1116,nehmen::V,拿,lua
1117,wählen::V,挑选,opta
1118,wählen::V,挑选,alege
1119,auswählen::V,选择,selecta
1120,bewahren::V,保持,păstra
1121,behindern::V,防碍,stingheri
1122,verderben::V,败坏,strica
1123,beschädigen::V,损坏,strica
1124,zerbrechen::V,破碎,rupe
1125,zerbrechen::V,破碎,frânge
1126,zerreißen::V,撕碎,rupe
1127,zerreißen::V,撕碎,sfâșia
1128,zerstören::V,毁坏,distruge
1129,verbrennen::V,燃烧,arde
1130,verbrennen::V,燃烧,incendia
1131,geben::V,给,da
1132,reichen::V,递给,întinde
1133,schenken::V,赠送,dărui
1134,versprechen::V,许诺,făgădui
1135,wünschen::V,祝,ura
1136,loben::V,表扬,lăuda
1137,küssen::V,亲,săruta
1138,wiegen::V,轻摇,legăna
1139,zudecken::V,盖上,acoperi
1140,wecken::V,唤起,trezi
1141,wecken::V,唤起,deștepta
1142,zeigen::V,指,arăta
1143,führen::V,带领,călăuzi
1144,lehren::V,教,preda
1145,lehren::V,教,învăța
1146,unterrichten::V,讲课,învăța
1147,unterrichten::V,讲课,instrui
1148,aufziehen::V,抚养,crește
1149,leiten::V,领导,duce
1150,leiten::V,领导,conduce
1151,antreiben::V,催促,împinge
1152,antreiben::V,催促,încuraja
1153,lassen::V,让,pune pe să
1154,einladen::V,邀请,invita
1155,vereinigen::V,统一,uni
1156,vereinigen::V,统一,întruni
1157,besuchen::V,参观,vizita
1158,besuchen::V,参观,face o vizită
1159,treffen::V,会面,întâlni
1160,sich versammeln::V,聚集,se aduna
1161,spielen::V,玩,se juca
1162,singen::V,唱歌,cânta
1163,tanzen::V,跳舞,dansa
1164,sich trennen::V,分别,se separa
1165,sich trennen::V,分别,se despărți
1166,verlassen::V,离开,părăsi
1167,verlassen::V,离开,abandona
1168,retten::V,救,salva
1169,bewachen::V,守卫,păzi
1170,schützen::V,保护,ocroti
1171,schützen::V,保护,proteja
1172,verteidigen::V,保卫,apăra
1173,sich schlagen::V,打架,se bate
1174,schießen::V,射击,trage
1175,siegen::V,获胜,birui
1176,siegen::V,获胜,învinge
1177,ärgern::V,激怒,supăra
1178,schlagen::V,打,lovi
1179,treten::V,踢,călca
1180,stechen::V,刺,înțepa
1181,stechen::V,刺,împunge
1182,stoßen::V,撞,împinge
1183,stehlen::V,盗窃,fura
1184,stören::V,干扰,deranja
1185,belästigen::V,打搅,importuna
1186,verbergen::V,隐藏,ascunde
1187,täuschen::V,欺骗,amăgi
1188,betrügen::V,欺骗,înșela
1189,töten::V,杀,omorî
1190,wohnen::V,居住,sta
1191,wohnen::V,居住,locui
1192,arbeiten::V,工作,lucra
1193,sammeln::V,收集,aduna
1194,sammeln::V,收集,colecționa
1195,pflücken::V,采,culege
1196,jagen::V,打猎,vâna
1197,fischen::V,捕鱼,pescui
1198,fassen::V,捉住,prinde
1199,hüten::V,守护,paște
1200,treiben::V,漂,mână
1201,anbinden::V,拴,lega
1202,füttern::V,喂,da de mâncare
1203,melken::V,挤奶,mulge
1204,hacken::V,剁细,toca
1205,hacken::V,剁细,sparge
1206,gießen::V,浇,uda
1207,reifen::V,成熟,pârgui
1208,kochen::V,煮,găti
1209,backen::V,烤,coace
1210,braten::V,煎,coace
1211,umrühren::V,搅拌,mesteca
1212,stricken::V,织,împleti
1213,nähen::V,缝,coase
1214,färben::V,染色,vopsi
1215,färben::V,染色,colora
1216,reinigen::V,清洁,curăți
1217,waschen::V,洗,spăla
1218,abwischen::V,擦掉,șterge
1219,spülen::V,清洗,clăti
1220,fegen::V,扫,mătura
1221,kehren::V,打扫,mătura
1222,baden::V,给...洗澡,se scălda
1223,sich waschen::V,洗澡,se spăla
1224,ausziehen::V,脱,și scoate
1225,anziehen::V,穿,îmbrăca
1226,sich anziehen::V,穿衣,se îmbrăca
1227,kämmen::V,梳,pieptăna
1228,schmücken::V,装饰,împodobi
1229,sagen::V,说,zice
1230,sagen::V,说,spune
1231,sprechen::V,说,vorbi
1232,reden::V,讲,vorbi
1233,reden::V,讲,discuta
1234,sich unterhalten::V,聊天,conversa
1235,sich unterhalten::V,聊天,sta de vorbă
1236,fragen::V,问,întreba
1237,bitten::V,请,ruga
1238,erzählen::V,叙述,spune
1239,erzählen::V,叙述,povesti
1240,mitteilen::V,通知,comunica
1241,mitteilen::V,通知,înștiința
1242,nennen::V,叫做,numi
1243,nennen::V,叫做,chema
1244,rufen::V,叫,chema
1245,prahlen::V,吹牛,se făli
1246,übersetzen::V,翻译,traduce
1247,denken::V,想,gândi
1248,glauben::V,以为,crede
1249,bemerken::V,发觉,observa
1250,erkennen::V,识别,cunoaște
1251,erkennen::V,识别,recunoaște
1252,begreifen::V,理解,pricepe
1253,begreifen::V,理解,înțelege
1254,verstehen::V,明白,înțelege
1255,lernen::V,学,învăța
1256,wissen::V,知道,ști
1257,sich erinnern an::V,回忆,a-și aminti de
1258,vergessen::V,忘记,uita
1259,messen::V,测量,măsura
1260,zählen::V,数,număra
1261,rechnen::V,计算,calcula
1262,lesen::V,读,citi
1263,malen::V,画,picta
1264,zeichnen::V,绘制,desena
1265,schreiben::V,写,scrie
1266,besitzen::V,占有,avea
1267,besitzen::V,占有,poseda
1268,kaufen::V,买,cumpăra
1269,verkaufen::V,卖,vinde
1270,bezahlen::V,付钱,plăti
1271,bezahlen::V,付钱,achita
1272,zahlen::V,支付,plăti
1273,beherrschen::V,统治,stăpâni
1274,ertragen::V,忍耐,răbda
1275,ertragen::V,忍耐,suporta
1276,vergebens::ADV,,în zadar
1277,klirren::V,,zăngăni
1278,rauschen::V,,vâjâi
1279,rühren::V,,mișca
1280,rühren::V,,înduioșa
1281,zubereiten::V,,găti
