,Concept_ID,mdf,xal
771,rückwärts::ADV,ме́ки,гедргән
772,zurück::ADV,ме́ки,хәрү
773,unten::ADV,ала,дор
774,hinab::ADV,алу,дор
775,hinab::ADV,алу,доракшан
776,oben::ADV,вяре,деер
777,hinauf::ADV,вяри,өөдән
778,hinauf::ADV,вяри,деер
779,überall::ADV,се́мбе ва́стова,альд болв чигн
780,nicht::ADV,аф,эс
781,nicht::ADV,аф,биш
782,nicht::ADV,аф,бичә
783,ein wenig::ADV,аф лама,баахн
784,ein wenig::ADV,аф лама,баахнар
785,kaum::ADV,а́ньцек,әрә
786,sehr::ADV,пяк,йир
787,so::ADV,ста́не,иигҗ
788,noch::ADV,нинге,ода чигн
789,nur::ADV,аньцек,һанцхн
790,schon::ADV,ни,одх
791,wieder::ADV,та́га,бас
792,vergebens::ADV,стак,киидән
793,vor::PRP,инголе,урд
794,hinter::PRP,фтала,ца
795,hinter::PRP,мельге,ца
796,unter::PRP,ала,дор
797,durch::PRP,пачк,ивт
798,durch::PRP,пачк,дундаһур
799,neben::PRP,ваксса,хаҗуд
800,zwischen::PRP,ёткса,хоорнд
801,wegen::PRP,сюнеда,көлтә
802,wegen::PRP,сюнеда,деерәс
803,dies::PRN,тя,эн
804,das::PRN,ся,тер
805,das::PRN,тона,тер
806,alles::PRN,сембе,цуһар
807,ich::PRN,мон,би
808,du::PRN,тон,чи
809,er::PRN,сон,тер
810,wir::PRN,минь,мадн
811,ihr::PRN,тинь,та
812,sie::PRN,синь,тедн
813,was::FPRN,мезе,юн
814,wer::FPRN,кие,кен
815,wo::FADV,коса,хама
816,wohin::FADV,ков,хамаран
817,wohin::FADV,коза,хамаран
818,wie::FADV,ко́да,яһҗ
819,wie::FADV,ко́да,яһад
820,warum::FADV,мес,юңгад
821,wieviel::FNUM,мзя́ра,кедү
822,eins::NUM,фкя,негн
823,zwei::NUM,кафта,хойр
824,drei::NUM,колма,һурвн
825,vier::NUM,ниле,дөрвн
826,fünf::NUM,вете,тавн
827,sechs::NUM,кота,зурһан
828,sieben::NUM,сисем,долан
829,acht::NUM,кафкса,нәәмн
830,neun::NUM,ве́йхкса,йисн
831,zehn::NUM,кемонь,арвн
832,elf::NUM,кефкие,арвн негн
833,zwölf::NUM,кемгафтува,арвн хойр
834,zwanzig::NUM,комсь,хөрн
835,dreißig::NUM,колмогемонь,һучн
836,vierzig::NUM,нильге́монь,дөчн
837,fünfzig::NUM,ве́дьгемонь,тәвн
838,sechzig::NUM,ко́дгемонь,җирн
839,siebzig::NUM,сизьге́монь,далн
840,achtzig::NUM,ка́фксогемонь,найн
841,neunzig::NUM,ве́йхксогемонь,йирн
842,hundert::NUM,сяда,зун
843,tausend::NUM,тёжянь,миңһн
844,und::CNJ,и,болн
845,und::CNJ,дъ,болн
846,oder::CNJ,или,эс гиҗ
847,oder::CNJ,или,эс гихлә
848,oder::CNJ,али,эс гиҗ
849,oder::CNJ,али,эс гихлә
850,stehen::V,а́щемс стя́да,зогсх
851,sitzen::V,ащемс озада,суух
852,liegen::V,ма́дозь а́щемс,кевтх
853,hängen::V,нюрьгомс,өлгәтә бәәх
854,werden::V,арамс,болх
855,werden::V,тиевомс,болх
856,passieren::V,лисэмс,болх
857,passieren::V,эвондамс,болх
858,beginnen::V,ушедомс,эклх
859,enden::V,лоткамс,төгсх
860,wechseln::V,по́лафнемс,хүврх
861,aufgehen[Sonne]::V,стямс,һарх
862,aufgehen[Sonne]::V,лисемс,һарх
863,untergehen[Sonne]::V,валгомс,орх
864,untergehen[Sonne]::V,валгомс,сүүрлх
865,scheinen[Sonne]::V,ва́лдоптомс,герлтх
866,donnern::V,торамс,күрҗңнх
867,wehen::V,уфа́мс,сальклх
868,strömen::V,шудемс,һооҗх
869,fließen::V,шудемс,урсх
870,sich drehen::V,шаромс,эргх
871,schwanken::V,якамс,дәәвлх
872,schwingen::V,люксемс,нәәхлх
873,schwingen::V,нюрьсемс,нәәхлх
874,fallen::V,прамс,унх
875,fallen::V,прамс,киисх
876,fallen::V,прашендомс,унх
877,fallen::V,прашендомс,киисх
878,brennen::V,паломс,шатх
879,rauchen::V,качадомс,ута һарһх
880,regnen::V,пиземс,орх
881,gefrieren::V,эйндамс,мөстх
882,gefrieren::V,кельмомс,мөстх
883,tauen::V,соламс,хәәлх
884,schmelzen::V,соламс,хәәлх
885,schmelzen::V,соламс,хәәлгдх
886,trocknen::V,коськомс,эврх
887,sieden::V,лакамс,буслх
888,faulen::V,наксадомс,үмкәрх
889,verfaulen::V,наксадомс,илҗрх
890,reißen::V,сязевомс,тасрх
891,versinken::V,ваямс,чивх
892,vergehen::V,ётамс,болх
893,erscheinen::V,эвондамс,һарх
894,verschwinden::V,юма́мс,уга болх
895,sinken::V,валгомс,татгдх
896,abnehmen::V,киремс,хасгдх
897,zunehmen::V,ламокстомс,өсх
898,zunehmen::V,рашнемс,өсх
899,steigen::V,кеподемс,немх
900,wachsen::V,касомс,өсх
901,wachsen::V,касомс,урһх
902,glänzen::V,цинзелдомс,гилвкх
903,glänzen::V,цифордомс,гилвкх
904,funkeln::V,ци́фтордомс,цәклх
905,lärmen::V,жалнамс,шууглдх
906,läuten::V,гайфтемс,хоңх
907,klingeln::V,гайфтемс,җиңнулх
908,klirren::V,ка́нзеркшнемс,җиңнх
909,brausen::V,жоледемс,догшрхх
910,rauschen::V,вжнамс,сарҗңнх
911,rauschen::V,гамнамс,сарҗңнх
912,klingen::V,кайгомс,ә һарх
913,bellen::V,ува́мс,хуцх
914,heulen::V,сувомс,уульх
915,heulen::V,урнамс,уульх
916,blasen::V,уфа́мс,үләх
917,pfeifen::V,вяшкомс,ишкрх
918,schreien::V,пешкодомс,хәәкрх
919,stöhnen::V,куфцемс,түңшх
920,zittern::V,таромс,дагҗннх
921,leben::V,эрямс,бәәх
922,geboren werden::V,шачемс,төрх
923,atmen::V,ажнамс,әмсхлх
924,trinken::V,симомс,уух
925,essen::V,ярхцамс,идх
926,schlucken::V,нилемс,зальгх
927,müde werden::V,сиземс,көшх
928,einschlafen::V,матодовомс,унтх
929,schlafen::V,удомс,нөөрсх
930,aufwachen::V,съргоземс,серх
931,aufstehen::V,стямс,босх
932,sich erholen::V,ваймосемс,амрх
933,krank werden::V,сярядькстомс,гемтх
934,krank sein::V,сярядемс,шалтглх
935,schmerzen::V,сярядемс,өвдх
936,husten::V,козомс,ханях
937,genesen::V,пъ́чкамс,эдгх
938,sterben::V,куломс,үкх
939,sterben::V,куломс,өңгрх
940,umkommen::V,юма́мс,үкх
941,sich bewegen::V,шаштомс,көдлх
942,sich bewegen::V,шаштомс,көндрх
943,sich rühren::V,сърхка́мс,көндрх
944,sich erheben::V,стямс,босх
945,sich setzen::V,озамс,суух
946,hinfallen::V,прамс,унх
947,hinfallen::V,прамс,киисх
948,hinfallen::V,сяворемс,унх
949,hinfallen::V,сяворемс,киисх
950,laufen::V,якамс,йовх
951,schreiten::V,молемс,алхх
952,schreiten::V,аськолямс,алхх
953,spazierengehen::V,якамс,сергҗ йовх
954,eilen::V,эряскодомс,шулудх
955,sich beeilen::V,эряскодомс,адһх
956,sich beeilen::V,эряскодомс,шамдх
957,sausen::V,лиемс,хурдлх
958,sausen::V,лиемс,йир_хурдар_гүүх
959,sausen::V,лиемс,йир_хурдар_йовх
960,rennen::V,арнемс,гүүх
961,springen::V,комотнемс,һәрәдх
962,klettern::V,ку́цемс,давшх
963,schaukeln::V,нюрямс,дүүдңндх
964,kriechen::V,шаштомс комада,мөлкх
965,schwimmen::V,уемс,усчх
966,tauchen::V,юпиемс,булхх
967,tauchen::V,чёпафнемс,булхх
968,rudern::V,па́немс ве́неж,хәәвдх
969,fahren::V,ардомс,йовх
970,fliegen::V,лиемс,нисх
971,gehen::V,молемс,йовх
972,weggehen::V,тумс,йовх
973,weggehen::V,тумс,одх
974,weggehen::V,тумс,һарх
975,weggehen::V,тумс,мөрлх
976,abfahren::V,тумс,мордх
977,anhalten::V,лоткамс,зогсх
978,hineingehen::V,сува́мс,орх
979,eintreten::V,сува́мс,орх
980,kommen::V,самс,ирх
981,ankommen::V,самс,ирх
982,ankommen::V,пачкодемс,ирх
983,zurückkommen::V,мърдамс,орх
984,bleiben::V,иля́домс,бәәх
985,warten::V,учемс,күләх
986,erwarten::V,учемс,күләх
987,suchen::V,вешемс,хәәх
988,finden::V,мумс,олх
989,versuchen::V,варчсемс,седх
990,vorbereiten::V,анокламс,белдх
991,lieben::V,кельгомс,дурлх
992,mögen::V,кельгомс,таассгдх
993,lachen::V,рахамс,инәх
994,lachen::V,рахсемс,инәх
995,rühren::V,токамс седи,уйрах
996,weinen::V,авардемс,уульх
997,schimpfen::V,сюцемс,харах
998,sich ärgern::V,кяжиямс,уурлх
999,sich fürchten::V,пелемс,әәх
1000,fürchten::V,пелемс,әәх
1001,fürchten::V,пелемс,сүрдх
1002,fliehen::V,ворьгодемс,зулх
1003,flüchten::V,ша́домс,орһх
1004,flüchten::V,ша́домс,зулх
1005,flüchten::V,во́рьгодемс,орһх
1006,flüchten::V,во́рьгодемс,зулх
1007,sehen::V,няемс,үзх
1008,anschauen::V,ваномс,харх
1009,ansehen::V,ваномс,хәләх
1010,ansehen::V,ваномс,үзх
1011,hören::V,марямс,соңсх
1012,zuhören::V,ку́лхдоньомс,соңсх
1013,probieren::V,варжамс,амсх
1014,riechen::V,никса́мс,үнрчлх
1015,fühlen::V,марямс,медх
1016,scheinen::V,ня́евомс,болҗ медгдх
1017,scheinen::V,ня́евомс,миниһәр болхла
1018,scheinen::V,ня́евомс,болад бәәх
1019,zu sehen sein::V,ня́евомс,үзгдх
1020,vernehmen::V,марямс,соңсх
1021,frieren::V,паломс,даарх
1022,frieren::V,кельмомс,даарх
1023,tun::V,тиемс,кех
1024,können::V,маштомс,чадх
1025,wollen::V,-не-,дурлх
1026,anfangen::V,ушедомс,эклх
1027,beenden::V,аде́ламс,дуусх
1028,aufhören::V,лоткамс,уурх
1029,gelingen::V,удалакшнемс,бүтх
1030,gelingen::V,удалакшнемс,күцәх
1031,geraten::V,лисемс,болх
1032,öffnen::V,панжемс,секх
1033,schließen::V,сёлгомс,хаах
1034,stellen::V,путомс,тәвх
1035,setzen::V,озафнемс,суулһх
1036,setzen::V,озавтнемс,суулһх
1037,legen::V,путомс,тәвх
1038,berühren::V,токамс,көндәх
1039,verbinden::V,сотомс,боох
1040,bedecken::V,комачамс,хучх
1041,bedecken::V,комачамс,бүркх
1042,bedecken::V,вельхтямс,хучх
1043,bedecken::V,вельхтямс,бүркх
1044,aufhängen::V,повфтамс,өлгх
1045,anzünden::V,крьвя́стемс,асах
1046,anzünden::V,крьвя́стемс,шатах
1047,aufheben::V,кеподемс,өөдән өргх
1048,aufheben::V,касфтомс,өөдән өргх
1049,zurücklassen::V,ка́домс,үлдәх
1050,verlieren::V,юма́фтомс,геех
1051,fallen lassen::V,прафтомс,алдх
1052,machen::V,тиемс,кех
1053,herstellen::V,анокламс,кех
1054,bauen::V,путомс,тосхх
1055,reparieren::V,петемс,ясх
1056,verbessern::V,цебярьгофтомс,сәәрүлх
1057,ändern::V,полафтомс,хүврәх
1058,graben::V,шу́вомс,малтх
1059,graben::V,та́ргамс,малтх
1060,beugen::V,мяндемс,нуһлх
1061,biegen::V,комафтомс,матилһх
1062,drehen::V,шо́вамс,эргүлх
1063,drehen::V,ша́рфнемс,эргүлх
1064,wenden::V,ша́рфтомс,көмрх
1065,wenden::V,ша́рфтомс,эргүлх
1066,umdrehen::V,шарфтомс,эргүлх
1067,heben::V,ке́подемс,өргх
1068,heben::V,ке́подемс,деер өргх
1069,hochheben::V,ке́подемс,өргх
1070,hochheben::V,ка́сфтомс,өргх
1071,ergreifen::V,фатямс,бәрх
1072,halten::V,кирдемс,бәрх
1073,drücken::V,люпшта́мс,шахх
1074,schieben::V,шашфтомс,түлкх
1075,kratzen::V,а́нгорямс,мааҗх
1076,kratzen::V,киськоря́мс,мааҗх
1077,lecken::V,нолсемс,долах
1078,beißen::V,сускомс,хазх
1079,abreißen::V,сяземс,таслх
1080,abschneiden::V,керомс,тәәрх
1081,binden::V,сотомс,боох
1082,stecken::V,сялгомс,шаах
1083,stecken::V,сялгомс,хатхх
1084,brechen::V,си́ннемс,хамхлх
1085,brechen::V,ка́лафтомс,хамхлх
1086,klopfen::V,чакамс,цокх
1087,klopfen::V,чакиемс,цокх
1088,hauen::V,шавомс,цокх
1089,hauen::V,пиксомс,цокх
1090,kleben::V,пе́тфнемс,наах
1091,reiben::V,шо́вамс,зүлгх
1092,streichen::V,вадемс,наах
1093,streichen::V,вадемс,лашх
1094,streichen::V,вадемс,түркх
1095,schleifen::V,шо́вамс,хурцлх
1096,schneiden::V,керомс,хәәчлх
1097,rütteln::V,та́рфтомс,дәәвлүлх
1098,schütteln::V,шука́демс,сегсрх
1099,schwenken::V,яфодемс,дайлх
1100,schütten::V,каямс,кех
1101,schütten::V,нюрьхтя́мс,кех
1102,füllen::V,пяшкодемс,дүүргх
1103,einwickeln::V,тапардамс,орах
1104,tragen::V,кандомс,зөөх
1105,schleppen::V,ускомс,чирх
1106,ziehen::V,ускомс,татх
1107,aufbewahren::V,ванфтомс,хадһлх
1108,werfen::V,ёрямс,хайх
1109,fangen::V,кунда́мс,бәрх
1110,fangen::V,кунда́мс,хавлх
1111,packen::V,фатямс,бәрх
1112,verstecken::V,кяшемс,дүрх
1113,verstecken::V,кяшемс,бултулх
1114,teilen::V,явомс,хувах
1115,schicken::V,кучемс,илгәх
1116,bringen::V,кандомс,авч ирх
1117,bringen::V,пачфтемс,авч ирх
1118,hinzufügen::V,пу́томс та́га,немх
1119,hinzufügen::V,ма́ксомс та́га,немх
1120,bekommen::V,сявомс,авх
1121,erhalten::V,сявомс,авх 
1122,nehmen::V,сявомс,авх
1123,wählen::V,ко́чкамс,шүүх
1124,auswählen::V,кочкамс,шүүх
1125,bewahren::V,ванфтомс,хадһлх
1126,bewahren::V,ванфтомс,кевтнь үлдәх
1127,bewahren::V,ванфтомс,кевтнь бәәлһх
1128,behindern::V,шорямс,харшлх
1129,verderben::V,коламс,үрәх
1130,verderben::V,гастямс,үрәх
1131,beschädigen::V,тиендемс зиян,эвдх
1132,zerbrechen::V,тапамс,күүлх
1133,zerbrechen::V,тапамс,хамхлх
1134,zerreißen::V,сяземс,шуучх
1135,zerstören::V,ка́лафтомс,эвдх
1136,verbrennen::V,пълхта́мс,шатах
1137,geben::V,ма́ксомс,өгх
1138,reichen::V,максомс,өгх
1139,schenken::V,каземс,белглх
1140,versprechen::V,ма́ксомс вал,амлх
1141,wünschen::V,арьсемс,сә хәәх
1142,loben::V,шна́мс,магтх
1143,küssen::V,палсемс,үмсх
1144,wiegen::V,нюря́фтомс,саатулх
1145,zudecken::V,вельхтямс,бүркх
1146,wecken::V,стя́фтомс,серүлх
1147,wecken::V,съ́ргозьфтемс,серүлх
1148,zeigen::V,няфтемс,үзүлх
1149,führen::V,вятемс,көтлх
1150,lehren::V,тонафтомс,заах
1151,lehren::V,тонафтомс,сурһх
1152,unterrichten::V,тонафтомс,сурһх
1153,unterrichten::V,тонафтомс,багшлх
1154,aufziehen::V,касфтомс,өскәх
1155,leiten::V,вятемс,һардх
1156,leiten::V,вятемс,толһалх
1157,antreiben::V,вятемс,шамдах
1158,lassen::V,кошардомс,күч үзүлх
1159,einladen::V,тердемс,үрх
1160,einladen::V,серьгядемс,үрх
1161,vereinigen::V,пуроптомс,хамцулх
1162,vereinigen::V,кочкамс марса,хамцулх
1163,besuchen::V,варжамс,одх
1164,treffen::V,васьфтомс,харһх
1165,sich versammeln::V,кочкавомс,цуглрх
1166,sich versammeln::V,кочкавомс,хурх
1167,spielen::V,налхксемс,наадх
1168,singen::V,морамс,дуулх
1169,tanzen::V,кштимс,биилх
1170,sich trennen::V,явомс,хаһцх
1171,verlassen::V,кадондомс,хайх
1172,retten::V,идемс,әм аврх
1173,retten::V,идемс,әәмшгәс харсх
1174,retten::V,араламс,әм аврх
1175,retten::V,араламс,әәмшгәс харсх
1176,bewachen::V,ваномс,харх
1177,bewachen::V,ваномс,манх
1178,schützen::V,а́раламс,харсх
1179,verteidigen::V,а́раламс,харсх
1180,sich schlagen::V,тюремс,гүвдлдх
1181,schießen::V,ляцемс,хах
1182,siegen::V,сяськомс,диилх
1183,ärgern::V,кяжияфтомс,уурлулх
1184,schlagen::V,токамс,цокх
1185,schlagen::V,токамс,гүвдх
1186,treten::V,тапамс,
1187,stechen::V,пупамс,хатхх
1188,stechen::V,сялгомс,хатхх
1189,stoßen::V,тостядемс,түлкчкх
1190,stehlen::V,саламс,хулхалх
1191,stören::V,шорсемс,һә болх
1192,belästigen::V,токсамс,амр эс өгх
1193,belästigen::V,аф кадомс ваймама,амр эс өгх
1194,verbergen::V,кяшемс,нуух
1195,verbergen::V,кяшемс,бултулх
1196,täuschen::V,васькафтомс,меклх
1197,täuschen::V,кяльготнемс,меклх
1198,betrügen::V,васькафнемс,меклх
1199,betrügen::V,васькафнемс,мек һарһх
1200,töten::V,шавомс,алх
1201,töten::V,аде́ламс,алх
1202,wohnen::V,эрямс,бәәх
1203,arbeiten::V,покодемс,көдлх
1204,sammeln::V,кочкамс,түүх
1205,sammeln::V,пу́роптомс,түүх
1206,pflücken::V,фатнемс,түүх
1207,pflücken::V,фатнемс,хурах
1208,pflücken::V,нотфнемс,түүх
1209,pflücken::V,нотфнемс,хурах
1210,jagen::V,кунда́мс,аңнх
1211,jagen::V,кунда́мс,аңһучлх
1212,fischen::V,калонь кунда́мс,заһс аңнх
1213,fassen::V,кунда́мс,бәрх
1214,hüten::V,ваномс,хәрүлх
1215,treiben::V,панемс,туух
1216,anbinden::V,сотомс,уйх
1217,füttern::V,трямс,теҗәх
1218,füttern::V,а́ндомс,теҗәх
1219,melken::V,потямс,саах
1220,hacken::V,лазондомс,чавчх
1221,gießen::V,валомс,услх
1222,reifen::V,кенеремс,болх
1223,reifen::V,кенеремс,болвсрх
1224,zubereiten::V,анокламс,белдх
1225,kochen::V,пидемс,чанх
1226,kochen::V,пидемс,болһх
1227,backen::V,пидемс,болһх
1228,braten::V,пуштомс,хуурх
1229,umrühren::V,шорямс,самрх
1230,stricken::V,кодамс,өлгх
1231,nähen::V,стамс,уйх
1232,färben::V,а́рхтомс,будх
1233,reinigen::V,ва́ткамс,цеврлх
1234,reinigen::V,а́роптомс,цеврлх
1235,waschen::V,муськомс,уһах
1236,abwischen::V,нардамс,арчх
1237,spülen::V,оргалдомс,зәәлх
1238,fegen::V,тяемс,сәвүрдх
1239,kehren::V,тяемс,сәвүрдх
1240,baden::V,э́шелямс,өөмх
1241,sich waschen::V,штамс,уһах
1242,sich waschen::V,штамс,бийән уһаҗ
1243,ausziehen::V,кайсефтемс,тәәлх
1244,anziehen::V,ща́фтомс,өмсх
1245,sich anziehen::V,щамс,хувцлх
1246,kämmen::V,се́ендемс,самлх
1247,schmücken::V,на́ряжамс,чимх
1248,schmücken::V,на́ряжамс,кеерүлх
1249,schmücken::V,ма́зоптомс,чимх
1250,schmücken::V,ма́зоптомс,кеерүлх
1251,sagen::V,азомс,келх
1252,sagen::V,мярьгомс,келх
1253,sprechen::V,корхтамс,келх
1254,reden::V,корхнемс,күүндх
1255,reden::V,корхнемс,күр_кех
1256,sich unterhalten::V,корхнемс,күүндх
1257,fragen::V,ки́зефтемс,сурх
1258,bitten::V,а́намс,эрх
1259,bitten::V,ве́шемс,эрх
1260,erzählen::V,а́зондомс,келх
1261,erzählen::V,а́зондомс,келҗ өгх
1262,mitteilen::V,азомс,медүлх
1263,nennen::V,лемдемс,нерәдх
1264,nennen::V,лемдемс,нер өгх
1265,nennen::V,путомс лем,нерәдх
1266,nennen::V,путомс лем,нер өгх
1267,rufen::V,серьгядемс,дуудх
1268,prahlen::V,шна́фтомс пря́,көөрх
1269,übersetzen::V,ётафтомс,орчулх
1270,denken::V,арьсемс,санх
1271,glauben::V,кемамс,шүтх
1272,glauben::V,кемамс,нәәлх
1273,bemerken::V,ня́емс,темдглх
1274,erkennen::V,содамс,таньх
1275,erkennen::V,содамс,медх
1276,begreifen::V,сатомс,медх
1277,verstehen::V,шарьхкодемс,соңсх
1278,lernen::V,тонафнемс,сурх
1279,wissen::V,со́дамс,медх
1280,sich erinnern an::V,лятфтамс,санх
1281,vergessen::V,юкстамс,мартх
1282,messen::V,ункснемс,кемҗәлх
1283,zählen::V,лу́вомс,тоолх
1284,zählen::V,а́рьсемс,тоолх
1285,rechnen::V,лувомс,тоолх
1286,lesen::V,лувомс,умшх
1287,lesen::V,морафтомс,умшх
1288,malen::V,рисова́ндамс,зурх
1289,zeichnen::V,рисова́ндамс,зурх
1290,schreiben::V,сёрмадомс,бичх
1291,besitzen::V,улемс азоркс,эзлх
1292,kaufen::V,рамамс,хулдҗ авх
1293,verkaufen::V,мимс,хулдх
1294,verkaufen::V,мимс,гүүлгх
1295,bezahlen::V,пандомс,өгх
1296,zahlen::V,па́ндомс,өгх
1297,beherrschen::V,азорондамс,эзлх
1298,ertragen::V,кирдемс,даах
1299,Netz::N,,гөлм
