,Concept_ID,cs,sah
94,Regenbogen::N,duha,кустук
95,Donner::N,hrom,этиҥ
96,Strömung::N,proudění,сүүрүк
97,Tropfen::N,kapka,таммах
98,Tropfen::N,kapka,хааппыла
99,Schaum::N,pěna,күүгэн
100,Schmutz::N,špína,кир
101,See::N,jezero,күөл
102,Sumpf::N,močál,бадараан
103,Sumpf::N,bažina,бадараан
104,Moor::N,bažina,дьэбэрэ
105,Moor::N,slatina,дьэбэрэ
106,Wiese::N,louka,ходуһа
107,Wald::N,les,ойуур
108,Hügel::N,kopec,булгунньах
109,Anhöhe::N,pahorek,үрдэл
110,Berg::N,hora,хайа
111,Gipfel::N,vrchol,чыпчаал
112,Höhle::N,jeskyně,хайа_хаспаҕа
113,Höhle::N,jeskyně,көҥүс
114,Abhang::N,svah,эниэ
115,Abhang::N,stráň,эниэ
116,Quelle::N,pramen,дьүүктэ
117,Bach::N,potok,үрүйэ
118,Fluss::N,řeka,өрүс
119,Ufer::N,břeh,биэрэк
120,Küste::N,pobřeží,кытыл
121,Festland::N,souš,кураанах сир
122,Festland::N,pevnina,кураанах сир
123,Meer::N,moře,муора
124,Bucht::N,záliv,хомо
125,Bucht::N,záliv,бухта
126,Bucht::N,zátoka,хомо
127,Bucht::N,zátoka,бухта
128,Insel::N,ostrov,арыы
129,Blume::N,květina,сибэкки
130,Gras::N,tráva,от
131,Wurzel::N,kořen,силис
132,Baum::N,strom,мас
133,Stamm::N,kmen,умнас
134,Rinde::N,kůra,хатырык
135,Ast::N,větev,мутук
136,Zweig::N,větev,лабаа
137,Blatt::N,lupen,сэбирдэх
138,Birke::N,bříza,хатыҥ
139,Kiefer[Baum]::N,sosna,бэс
140,Kiefer[Baum]::N,borovice,бэс
141,Weide[Baum]::N,vrba,үөт
142,Weide[Baum]::N,vrba,талах
143,Tanne::N,jedle,харыйа
144,Horn::N,roh,муос
145,Feder::N,pero,куорсун
146,Fell::N,srst,тирии
147,Flügel::N,křídlo,кынат
148,Klaue::N,dráp,тыҥырах
149,Klaue::N,pazneht,тыҥырах
150,Kralle::N,dráp,баппаҕай
151,Schwanz::N,ocas,кутурук
152,Ei::N,vejce,сымыыт
153,Nest::N,hnízdo,уйа
154,Bau::N,nora,хороон
155,Tier::N,zvíře,кыыл
156,Tier::N,zvíře,харамай
157,Herde::N,stádo,үөр
158,Kuh::N,kráva,ынах
159,Bulle::N,býk,оҕус
160,Pferd::N,kůň,сылгы
161,Schaf::N,ovce,овца
162,Schwein::N,vepř,сибиинньэ
163,Schwein::N,prase,сибиинньэ
164,Hund::N,pes,ыт
165,Katze::N,kočka,куоска
166,Bär::N,medvěd,эһэ
167,Eichhörnchen::N,veverka,тииҥ
168,Elch::N,los,тайах
169,Fuchs::N,liška,саһыл
170,Hase::N,zajíc,куобах
171,Maus::N,myš,кутуйах
172,Wolf::N,vlk,бөрө
173,Vogel::N,pták,көтөр
174,Schwarm::N,roj,бөлөх
175,Schwarm::N,hejno,бөлөх
176,Huhn::N,kuře,куурусса
177,Huhn::N,slepice,куурусса
178,Hahn::N,kohout,бөтүүк
179,Gans::N,husa,хаас
180,Adler::N,orel,хотой
181,Ente::N,kachna,кус
182,Eule::N,sova,мэкчиргэ
183,Kranich::N,jeřáb,туруйа
184,Krähe::N,vrána,тураах
185,Kuckuck::N,kukačka,кэҕэ
186,Schwan::N,labuť,куба
187,Fisch::N,ryba,балык
188,Barsch::N,okoun,алыһар
189,Hecht::N,štika,сордон
190,Schlange[Tier]::N,had,моҕой
191,Schlange[Tier]::N,had,эриэн үөн
192,Wurm::N,červ,үөн
193,Spinne::N,pavouk,ооҕуй
194,Ameise::N,mravenec,кымырдаҕас
195,Laus::N,veš,быт
196,Mücke::N,komár,кумаар
197,Fliege::N,moucha,сахсырҕа
198,Schmetterling::N,motýl,лыах
199,Schmetterling::N,motýl,үрүмэччи
200,Beere::N,bobule,отон
201,Apfel::N,jablko,яблоко
202,Pilz::N,houba,тэллэй
203,Zwiebel::N,cibule,луук
204,Saat::N,osivo,сиэмэ
205,Korn::N,zrno,сиэмэ
206,Heu::N,seno,от
207,Schale::N,slupka,хах
208,Schale::N,skořápka,хах
209,Grube::N,jáma,дьаама
210,Falle::N,past,сохсо
211,Falle::N,léčka,сохсо
212,Schlinge::N,smyčka,уктаа
213,Spur::N,stopa,суол
214,Asche::N,popel,күл
215,Dreck::N,špína,бадараан
216,Eisen::N,železo,тимир
217,Gold::N,zlato,көмүс
218,Gold::N,zlato,кыһыл көмүс
219,Silber::N,stříbro,көмүс
220,Silber::N,stříbro,үрүҥ көмүс
221,Kohle::N,uhlí,чох
222,Glas::N,sklo,өстүөкүлэ
223,Lehm::N,jíl,туой
224,Lehm::N,hlína,туой
225,Sand::N,písek,кумах
226,Mensch::N,člověk,киһи
227,Mann::N,muž,эр
228,Frau::N,žena,дьахтар
229,Kind::N,dítě,оҕо
230,Junge::N,hoch,уол
231,Junge::N,chlapec,уол
232,Mädchen::N,děvče,кыыс оҕо
233,Familie::N,rodina,кэргэн
234,Großvater::N,děd,эһэ
235,Großvater::N,dědeček,эһэ
236,Großmutter::N,babička,эбэ
237,Eltern::N,rodiče,аҕа-ийэ
238,Vater::N,otec,аҕа
239,Mutter::N,matka,ийэ
240,Sohn::N,syn,уол
241,Tochter::N,dcera,кыыс
242,Bruder::N,bratr,убай
243,Bruder::N,bratr,быраат
244,Schwester::N,sestra,аҕас
245,Schwester::N,sestra,балыс
246,Onkel::N,strýc,таай
247,Onkel::N,strýc,абаҕа
248,Tante::N,teta,эдьиий
249,Ehemann::N,choť,эр
250,Ehemann::N,manžel,эр
251,Ehefrau::N,choť,ойох
252,Ehefrau::N,manželka,ойох
253,Freude::N,radost,үөрүү
254,Gelächter::N,smích,күлүү
255,Glück::N,štěstí,дьол
256,Glück::N,štěstí,соргу
257,Kummer::N,žal,кутурҕан
258,Kummer::N,trápení,кутурҕан
259,Wunsch::N,přání,баҕарыы
260,Lust::N,chuť,баҕа
261,Geist::N,duch,тыын
262,Gedanke::N,myšlenka,санаа
263,Gedächtnis::N,paměť,өй
264,Verstand::N,rozum,өй
265,Sinn::N,smysl,суолта
266,Grund::N,důvod,төрүөт
267,Wahrheit::N,pravda,кырдьык
268,Gespräch::N,rozhovor,бэсиэдэ
269,Gespräch::N,rozhovor,кэпсэтии
270,Märchen::N,pohádka,остуоруйа
271,Erzählung::N,povídka,кэпсээн
272,Nachricht::N,zpráva,биллэриллии
273,Neuigkeit::N,novina,сонун
274,Neuigkeit::N,novinka,сонун
275,Name::N,jméno,аат
276,Rätsel::N,hádanka,таабырын
277,Rede::N,řeč,этии
278,Rede::N,proslov,этии
279,Sprache::N,řeč,тыл
280,Sprache::N,jazyk,тыл
281,Stimme::N,hlas,куолас
282,Wort::N,slovo,тыл
283,Zeichen::N,znamení,бэлиэ
284,Ruf::N,zavolání,ыҥырыы
285,Lärm::N,hluk,айдаан
286,Laut::N,zvuk,тыас
287,Ton::N,tón,дорҕоон
288,Lied::N,píseň,ырыа
289,Ruhe::N,klid,уу чуумпу
290,Ruhe::N,pokoj,уу чуумпу
291,Leute::N,lidé,дьон
292,Volk::N,národ,дьон
293,Volk::N,národ,норуот
294,Arbeit::N,práce,үлэ
295,Gast::N,host,ыалдьыт
296,Geschenk::N,dar,бэлэх
297,Spiel::N,hra,оонньуу
298,Gesellschaft::N,společnost,общество
299,Hilfe::N,pomoc,көмө
300,Freund::N,přítel,доҕор
301,Kamerad::N,kamarád,атас
302,Angelegenheit::N,záležitost,дьыала
303,Anzahl::N,počet,ахсаан
304,Art::N,druh,биис
305,Stück::N,kus,кырбас
306,Stück::N,kousek,кырбас
307,Teil::N,díl,ирээт
308,Teil::N,část,ирээт
309,Hälfte::N,půl,аҥар
310,Kreis::N,kruh,төгүрүк
311,Kreis::N,kruh,төгүрүмтэ
312,Kreuz::N,kříž,кириэс
313,Linie::N,linka,сурааһын
314,Strich::N,čára,сурааһын
315,Strich::N,čárka,сурааһын
316,Abstand::N,vzdálenost,арыт
317,Entfernung::N,vzdálenost,ыраах
318,Gegend::N,krajina,сир
319,Platz::N,prostor,арыт
320,Ort::N,místo,сир
321,Seite::N,strana,өрүт
322,Seite::N,strana,сирэй
323,Mitte::N,střed,орто
324,Mitte::N,prostředek,орто
325,Gegenstand::N,předmět,предмет
326,Sache::N,věc,мал
327,Rand::N,kraj,кытыы
328,Rand::N,kraj,ойоҕос
329,Rand::N,okraj,кытыы
330,Rand::N,okraj,ойоҕос
331,Kante::N,hrana,кырыы
332,Ecke::N,roh,муннук
333,Spitze::N,hrot,чыпчаал
334,Spitze::N,špička,чыпчаал
335,Ende::N,konec,төбө
336,Loch::N,díra,тэһэҕэс
337,Loch::N,díra,дьөлөҕөс
338,Winkel::N,kout,муннук
339,Muster::N,vzor,оһуор
340,Größe::N,velikost,кээмэй
341,Länge::N,délka,уста
342,Höhe::N,výška,үрдүк
343,Gewicht::N,váha,ыйааһын
344,Menge::N,množství,ахсаан
345,Haufen::N,kupa,чөмчөх
346,Haufen::N,hromada,чөмчөх
347,Reihe::N,řada,кэккэ
348,Reihe::N,řádek,кэккэ
349,Boot::N,člun,оҥочо
350,Ruder::N,veslo,эрдии
351,Schlitten::N,sáně,сыарҕа
352,Ski::N,lyže,хайыһар
353,Lagerfeuer::N,táborák,кутаа
354,Last::N,náklad,ыарахан
355,Last::N,břemeno,ыарахан
356,Gang::N,chůze,хаамыы
357,Gang::N,chodba,хаамыы
358,Schritt::N,krok,хардыы
359,Norden::N,sever,хоту
360,Süden::N,jih,соҕуруу
361,Westen::N,západ,арҕаа
362,Osten::N,východ,илин
363,Holz::N,dřevo,мас
364,Brett::N,prkno,дуоска
365,Brett::N,prkno,хаптаһын
366,Platte::N,deska,билиитэ
367,Stütze::N,opěra,тулааһын
368,Stange::N,tyč,ураҕас
369,Stange::N,tyčka,ураҕас
370,Stock::N,hůlka,мас
371,Stock::N,hůlka,баалкы
372,Stab::N,hůl,ураҕас
373,Rohr::N,trubka,турба
374,Haus::N,dům,дьиэ
375,Heim::N,domov,дьиэ
376,Ofen::N,kamna,оһох
377,Fußboden::N,podlaha,муоста
378,Tisch::N,stůl,остуол
379,Stuhl::N,židle,устуул
380,Wiege::N,kolébka,биһик
381,Bett::N,postel,кырабаат
382,Regal::N,regál,долбуур
383,Regal::N,police,долбуур
384,Kiste::N,bedna,дьааһык
385,Fenster::N,okno,түннүк
386,Tür::N,dveře,аан
387,Tor::N,vrata,аан
388,Zaun::N,plot,соппулуот
389,Dach::N,střecha,кырыыса
390,Leiter::N,žebřík,кирилиэс
391,Besen::N,koště,миинньик
392,Besen::N,smeták,миинньик
393,Spaten::N,rýč,күрдьэх
394,Schaufel::N,lopata,күрдьэх
395,Gabel::N,vidlička,биилкэ
396,Löffel::N,lžíce,луоска
397,Messer::N,nůž,быһах
398,Nagel::N,hřebík,тоһоҕо
399,Netz::N,síť,илим
400,Haken::N,hák,көхө
401,Griff::N,držadlo,ук
402,Griff::N,držadlo,тутаах
403,Schloss::N,zámek,күлүүс
404,Bild::N,obraz,хартыына
405,Figur::N,figura,фигура
406,Puppe::N,panenka,куукула
407,Beutel::N,pytlík,мөһөөччук
408,Bündel::N,svazek,баайыы
409,Tasche::N,taška,суумка
410,Tasche::N,brašna,суумка
411,Eimer::N,kýbl,биэдэрэ
412,Eimer::N,vědro,биэдэрэ
413,Deckel::N,víko,хаппах
414,Deckel::N,příklop,хаппах
415,Geschirr::N,nádobí,иһит
416,Sack::N,pytel,куул
417,Tasse::N,šálek,сэлиэнэй
418,Topf::N,hrnec,көстүрүүҥкэ
419,Kessel::N,kotel,хочуол
420,Essen::N,jídlo,аһылык
421,Nahrung::N,strava,ас
422,Nahrung::N,potrava,ас
423,Speise::N,jídlo,аһылык
424,Fleisch::N,maso,эт
425,Getreide::N,obilí,злактар
426,Brei::N,kaše,хааһы
427,Brot::N,chléb,килиэп
428,Scheibe::N,krajíc,куһуок
429,Fett::N,tuk,сыа
430,Fett::N,omastek,сыа
431,Butter::N,máslo,арыы
432,Öl::N,olej,арыы
433,Salz::N,sůl,туус
434,Suppe::N,polévka,мин
435,Honig::N,med,мүөт
436,Milch::N,mléko,үүт
437,Tee::N,čaj,чэй
438,Leder::N,kůže,тирии
439,Wolle::N,vlna,түү
440,Stoff::N,látka,таҥас
441,Nadel::N,jehla,иннэ
442,Faden::N,nit,сап
443,Knopf::N,knoflík,тимэх
444,Knoten::N,uzel,түмүк
445,Farbe::N,barva,кырааска
446,Kleidung::N,šaty,таҥас
447,Kleidung::N,šatstvo,таҥас
448,Hemd::N,košile,ырбаахы
449,Kragen::N,límec,саҕа
450,Ärmel::N,rukáv,сиэх
451,Hose::N,kalhoty,ыстаан
452,Hose::N,kalhoty,бүрүүкэ
453,Gürtel::N,pás,кур
454,Gürtel::N,opasek,кур
455,Mütze::N,čepice,бэргэһэ
456,Schuh::N,bota,бачыыҥка
457,Stiefel::N,holínka,саппыкы
458,Ring::N,prsten,биһилэх
459,Band::N,pásek,лиэнтэ
460,Kamm::N,hřeben,тараах
461,Spiegel::N,zrcadlo,сиэркилэ
462,Riemen::N,řemen,кур
463,Schnur::N,šňůra,быа
464,Leine::N,vodítko,тэһиин
465,Decke::N,pokrývka,суорҕан
466,Decke::N,přikrývka,суорҕан
467,Kissen::N,polštář,сыттык
468,Tuch::N,šátek,былаат
469,Handtuch::N,ručník,соттор
470,Kraft::N,síla,сыра
471,Stärke::N,síla,күүс
472,Gesundheit::N,zdraví,доруобуйа
473,Krankheit::N,nemoc,ыарыы
474,Krankheit::N,choroba,ыарыы
475,Schmerz::N,bolest,ыарыы
476,Wunde::N,rána,баас
477,Fieber::N,horečka,түрүлгэн
478,Fieber::N,horečka,лихорадка
479,Fieber::N,horečka,температура
480,Arznei::N,lék,эмп
481,Brücke::N,most,күргэ
482,Brunnen::N,studna,холуодьас
483,Weide::N,pastva,мэччирэҥ
484,Weide::N,pastvina,мэччирэҥ
485,Pfad::N,pěšina,ыллык
486,Weg::N,cesta,суол
487,Straße::N,silnice,суол
488,Dorf::N,vesnice,дэриэбинэ
489,Stadt::N,město,куорат
490,Brief::N,dopis,сурук
491,Buch::N,kniha,кинигэ
492,Buchstabe::N,písmeno,буква
493,Zeitung::N,noviny,хаһыат
494,Leben::N,život,тыын
495,Tod::N,smrt,өлүү
496,Grab::N,hrob,иин
497,Kirche::N,kostel,таҥара дьиэтэ
498,Sünde::N,hřích,айыы
499,Gott::N,bůh,тангара
500,Arbeiter::N,dělník,үлэһит
501,Arbeiter::N,pracovník,үлэһит
502,Chef::N,šéf,баһылык
503,Chef::N,šéf,начальник
504,Chef::N,vedoucí,баһылык
505,Chef::N,vedoucí,начальник
506,Meister::N,mistr,уус
507,Meister::N,mistr,маастар
508,Arzt::N,lékař,врач
509,Lehrer::N,učitel,учуутал
510,Geld::N,peníze,харчы
511,Geschäft::N,obchod,идэ
512,Laden::N,krám,маҕаһыын
513,Preis::N,cena,сыана
514,Ware::N,zboží,табаар
515,Nutzen::N,užitek,туһа
516,Reichtum::N,bohatství,баай
517,Welt::N,svět,аан дойду
518,Land::N,země,дойду
519,Staat::N,stát,государство
520,König::N,král,король
521,Macht::N,moc,былаас
522,Macht::N,mocnost,былаас
523,Grenze::N,hranice,кыраныысса
524,Krieg::N,válka,сэрии
525,Feind::N,nepřítel,өстөөх
526,Gewalt::N,násilí,күүһүлээһин
527,Kampf::N,boj,охсуһуу
528,Bogen[Waffe]::N,luk,ох
529,Pfeil::N,šíp,ох
530,Gewehr::N,puška,саа
531,Gewehr::N,ručnice,саа
532,Fehler::N,chyba,сыыһа
533,Lüge::N,lež,сымыйа
534,Schaden::N,škoda,хоромньу
535,Unglück::N,neštěstí,алдьархай
536,Schuld::N,vina,буруй
537,Alter::N,věk,саас
538,Schluss::N,konec,тиһэх
539,Zeit::N,čas,бириэмэ
540,Tag::N,den,күн
541,Morgen::N,ráno,сарсыарда
542,Morgen::N,jitro,сарсыарда
543,Mittag::N,poledne,күн ортото
544,Abend::N,večer,киэһэ
545,Nacht::N,noc,түүн
546,Woche::N,týden,нэдиэлэ
547,Monat::N,měsíc,ый
548,Jahr::N,rok,сыл
549,Jahr::N,rok,дьыл
550,Frühling::N,jaro,саас
551,Sommer::N,léto,сайын
552,Herbst::N,podzim,күһүн
553,Winter::N,zima,кыһын
554,Januar::N,leden,тохсунньу
555,Februar::N,únor,олунньу
556,März::N,březen,кулун тутар
557,April::N,duben,муус устар ый
558,Mai::N,květen,ыам ыйа
559,Juni::N,červen,бэс ыйа
560,Juli::N,červenec,от ыйа
561,August::N,srpen,атырдьах ыйа
562,September::N,září,балаҕан ыйа
563,Oktober::N,říjen,алтынньы
564,November::N,listopad,сэтинньи
565,Dezember::N,prosinec,ахсынньы
566,Montag::N,pondělí,бэнидиэнньик
567,Montag::N,pondělek,бэнидиэнньик
568,Dienstag::N,úterý,оптуорунньук
569,Mittwoch::N,středa,сэрэдэ
570,Donnerstag::N,čtvrtek,чэппиэр
571,Freitag::N,pátek,бээтинсэ
572,Samstag::N,sobota,субуота
573,Sonntag::N,neděle,баскыһыанньа
574,groß::A,velký,бөдөҥ
575,groß::A,velký,улахан
576,klein::A,malý,кыр
577,lang::A,dlouhý,уһун
578,kurz::A,krátký,кылгас
579,breit::A,široký,кэтит
580,schmal::A,úzký,кыараҕас
581,dicht::A,hustý,хойуу
582,dick[Gegenstand]::A,tlustý,суон
583,dick[Gegenstand]::A,tlustý,хойуу
584,dünn::A,tenký,чараас
585,fein::A,jemný,бытархай
586,fein::A,jemný,синньигес
587,fest::A,pevný,бөҕө
588,fest::A,pevný,кытаанах
589,flach::A,plochý,хаптаҕай
590,flach::A,placatý,хаптаҕай
591,glatt::A,hladký,кылааккай
592,hart::A,tvrdý,хатан
593,hart::A,tvrdý,кытаанах
594,weich::A,měkký,сымнаҕас
595,rund::A,kulatý,төгүрүк
596,rund::A,okrouhlý,төгүрүк
597,spitz::A,špičatý,сытыы
598,spitz::A,špičatý,уһуктаах
599,scharf::A,ostrý,сытыы
600,stumpf::A,tupý,сыппах
601,schwer::A,těžký,ыарахан
602,schön::A,pěkný,кыраһыабай
603,schön::A,krásný,кыраһыабай
604,heiß::A,horký,итии
605,warm::A,teplý,ичигэс
606,kalt::A,studený,тымныы
607,kühl::A,chladný,сөрүүн
608,frisch::A,svěží,ыраас
609,frisch::A,svěží,сөрүүн
610,frisch::A,svěží,тымныы
611,feucht::A,vlhký,сииктээх
612,nass::A,mokrý,инчэҕэй
613,trocken::A,suchý,кураан
614,voll::A,plný,толору
615,leer::A,prázdný,иччитэх
616,offen::A,otevřený,аһаҕас
617,geschlossen::A,zavřený,бүтэй
618,sauber::A,čistý,сэбэр
619,schmutzig::A,špinavý,кирдээх
620,roh::A,syrový,сиикэй
621,reif::A,zralý,буспут
622,reif::A,zralý,сиппит-хоппут
623,lecker::A,chutný,минньигэс
624,süß::A,sladký,минньигэс
625,bitter::A,hořký,аһыы
626,sauer::A,kyselý,аһыы
627,hell::A,světlý,сырдык
628,dunkel::A,temný,хараҥа
629,schwarz::A,černý,хара
630,weiß::A,bílý,үрүҥ
631,weiß::A,bílý,маҥан
632,rot::A,rudý,кыһыл
633,rot::A,červený,кыһыл
634,gelb::A,žlutý,саһархай
635,blau::A,modrý,күөх
636,grün::A,zelený,күөх
637,grün::A,zelený,от күөҕэ
638,grau::A,šedý,сиэрэй
639,grau::A,šedivý,сиэрэй
640,bunt::A,pestrý,эриэн
641,billig::A,levný,чэпчэки
642,billig::A,laciný,чэпчэки
643,teuer::A,drahý,сыаналаах
644,wertvoll::A,cenný,сыаналаах
645,blind::A,slepý,хараҕа суох
646,taub::A,hluchý,дьүлэй
647,kräftig::A,silný,модун
648,stark::A,silný,күүстээх
649,schwach::A,slabý,мөлтөх
650,fett::A,tučný,эмис
651,fett::A,tlustý,эмис
652,schlank::A,štíhlý,дьылҕан
653,schlank::A,štíhlý,дьыпсаҕай
654,hübsch::A,hezký,олус кэрэ
655,hübsch::A,hezký,көрүөхтэн үчүгэй
656,böse::A,zlý,өһүөннээх
657,dumm::A,hloupý,акаары
658,faul::A,líný,нэс
659,fleißig::A,pilný,кыһамньылаах
660,geizig::A,lakomý,иҥсэлээх
661,klug::A,chytrý,өйдөөх
662,geschickt::A,šikovný,наһаа дьоҕурдаах
663,lieb::A,milý,тапталлаах
664,lustig::A,veselý,көрдөөх
665,sanft::A,mírný,намчы
666,sanft::A,mírný,сымнаҕас
667,hungrig::A,hladový,аччык
668,krank::A,nemocný,ыалдьар
669,nackt::A,nahý,сыгынньах
670,traurig::A,smutný,санаарҕабыллаах
671,traurig::A,truchlivý,санаарҕабыллаах
672,lebendig::A,živý,тыыннаах
673,gut::A,dobrý,үтүө
674,gut::A,dobrý,үчүгэй
675,schlecht::A,špatný,куһаҕан
676,richtig::A,pravý,сөп
677,richtig::A,správný,сөп
678,schlimm::A,zlý,сидьиҥ
679,schlimm::A,zlý,быдьар
680,wahr::A,pravdivý,кырдьык
681,alt::A,starý,былыргы
682,neu::A,nový,саҥа
683,ehemalig::A,bývalý,урукку
684,alt[Lebewesen]::A,starý,кырдьаҕас
685,jung::A,mladý,эдэр
686,arm::A,chudý,дьадаҥы
687,reich::A,bohatý,баай
688,bekannt::A,známý,билэр
689,berühmt::A,slavný,аатырбыт
690,fremd::A,cizí,атын
691,verschieden::A,různý,араас
692,verschieden::A,rozličný,араас
693,nah::A,blízký,чугас
694,fern::A,daleký,ыраах
695,linker::A,levý,хаҥас
696,rechter::A,pravý,уҥа
697,anderer::A,jiný,атын
698,erster::A,první,маҥнайгы
699,zweiter::A,druhý,иккис
700,dritter::A,třetí,үһүс
701,letzter::A,poslední,тиһэх
702,allein::ADV,sám,соҕотох
703,auf einmal::ADV,najednou,биирдэ
704,zusammen::ADV,spolu,холбуу
705,zusammen::ADV,dohromady,холбуу
706,lange::ADV,dlouho,уһуннук
707,plötzlich::ADV,vtom,эмискэ
708,plötzlich::ADV,náhle,эмискэ
709,sofort::ADV,hned,тута
710,sofort::ADV,ihned,тута
711,später::ADV,později,хойут
712,jetzt::ADV,teď,билигин
713,jetzt::ADV,nyní,билигин
714,heute::ADV,dnes,бүгүн
715,heute::ADV,dneska,бүгүн
716,morgen::ADV,zítra,сарсын
717,bald::ADV,brzo,өтөр
718,dann::ADV,pak,кэнна
719,dann::ADV,potom,кэнна
720,gestern::ADV,včera,бэҕэһээ
721,einst::ADV,kdysi,биир төгүл
722,einst::ADV,kdysi,арай биирдэ
723,damals::ADV,tehdy,оччоҕо
724,damals::ADV,tenkrát,оччоҕо
725,danach::ADV,podle toho,аары
726,danach::ADV,podle toho,ол кэнниттэн
727,vorher::ADV,dříve,урут
728,vorher::ADV,napřed,урут
729,zuerst::ADV,nejprve,маҥнай
730,zuerst::ADV,nejdříve,маҥнай
731,einmal::ADV,jednou,биирдэ
732,manchmal::ADV,někdy,арыт
733,oft::ADV,často,чаастатык
734,immer::ADV,vždy,мэлдьи
735,immer::ADV,stále,мэлдьи
736,niemals::ADV,nikdy,хаһан да
737,hier::ADV,zde,маныаха
738,hier::ADV,tady,маныаха
739,hierhin::ADV,sem,бэттэх
740,von hier::ADV,odtud,мантан
741,dort::ADV,tam,онно
742,dorthin::ADV,tam,онно
743,geradeaus::ADV,rovně,быһа
744,geradeaus::ADV,rovně,быһаччы
745,vorwärts::ADV,kupředu,инники
746,rückwärts::ADV,zpět,төттөру
747,zurück::ADV,zpět,төттөрү
748,zurück::ADV,nazpět,төттөрү
749,unten::ADV,dole,аллара
750,hinab::ADV,dolů,аллара
751,oben::ADV,nahoře,үөһэ
752,oben::ADV,navrchu,үөһэ
753,hinauf::ADV,nahoru,өрө
754,hinauf::ADV,nahoru,үөһэ
755,überall::ADV,všude,бэйдиэ
756,nicht::ADV,ne,буолбатах
757,ein wenig::ADV,trochu,кыратык
758,kaum::ADV,sotva,нэһиилэ
759,sehr::ADV,velmi,бэрт
760,sehr::ADV,velmi,наһаа
761,sehr::ADV,velice,бэрт
762,sehr::ADV,velice,наһаа
763,so::ADV,tak,оччо
764,so::ADV,tak,оннук
765,so::ADV,takto,оччо
766,so::ADV,takto,оннук
767,noch::ADV,ještě,өссө
768,nur::ADV,jen,эрэ
769,nur::ADV,jen,сыччах
770,nur::ADV,jenom,эрэ
771,nur::ADV,jenom,сыччах
772,schon::ADV,už,бэлиэр
773,schon::ADV,již,бэлиэр
774,wieder::ADV,zase,эмиэ
