,Concept_ID,ja,zh
869,wollen::V,-たい,要
870,anfangen::V,始める,开始
871,beenden::V,終える,结束
872,aufhören::V,止める,停止
873,gelingen::V,成功する,成功
874,geraten::V,当たる,陷于
875,öffnen::V,開く,打开
876,öffnen::V,開ける,打开
877,schließen::V,閉める,关
878,stellen::V,置く,放
879,stellen::V,据える,放
880,setzen::V,座らせる,放
881,legen::V,置く,摆
882,berühren::V,触る,触
883,berühren::V,触れる,触
884,verbinden::V,結びつける,联结
885,bedecken::V,覆う,覆盖
886,aufhängen::V,掛ける,挂
887,anzünden::V,燃やす,点
888,anzünden::V,火をつける,点
889,aufheben::V,拾う,拾起
890,zurücklassen::V,残す,遗留
891,verlieren::V,無くす,丧失
892,fallen lassen::V,落とす,让掉下
893,machen::V,作る,做
894,herstellen::V,製造する,生产
895,bauen::V,建設する,建造
896,reparieren::V,直す,修理
897,reparieren::V,修理する,修理
898,verbessern::V,改良する,改进
899,ändern::V,変える,改变
900,graben::V,掘る,挖
901,beugen::V,折る,弯下
902,biegen::V,曲げる,弯
903,drehen::V,回す,转动
904,wenden::V,裏返す,转动
905,umdrehen::V,裏返す,转动
906,heben::V,挙げる,举起
907,hochheben::V,持ち上げる,抬高
908,ergreifen::V,取り上げる,抓住
909,halten::V,持つ,拿着
910,drücken::V,押す,压
911,schieben::V,ずらす,推
912,kratzen::V,引っ掻く,搔
913,lecken::V,なめる,舔
914,beißen::V,噛む,咬
915,abreißen::V,剝ぎ取る,撕下
916,abschneiden::V,切り取る,切断
917,binden::V,縛る,捆
918,stecken::V,差し込む,插
919,brechen::V,破る,断裂
920,klopfen::V,とんとん叩く,敲
921,hauen::V,叩く,揍
922,kleben::V,貼る,粘
923,kleben::V,くっ付ける,粘
924,reiben::V,擦る,摩擦
925,streichen::V,塗る,涂
926,schleifen::V,研ぐ,拖曳
927,schneiden::V,切る,切
928,rütteln::V,揺さぶる,颠簸
929,schütteln::V,振る,摇动
930,schütteln::V,揺さぶる,摇动
931,schwenken::V,振る,摇动
932,schütten::V,注ぐ,倒
933,füllen::V,いっぱいにする,填满
934,einwickeln::V,包む,包
935,tragen::V,運ぶ,提
936,schleppen::V,引きずる,扛
937,ziehen::V,引く,拉
938,aufbewahren::V,預かる,保存
939,werfen::V,投げる,扔
940,fangen::V,受ける,捕捉
941,packen::V,掴む,抓住
942,verstecken::V,隠す,藏
943,teilen::V,分ける,分
944,schicken::V,送る,派遣
945,bringen::V,持って行く,带来
946,hinzufügen::V,加える,添加
947,bekommen::V,得る,得到
948,erhalten::V,受ける,接到
949,nehmen::V,取る,拿
950,wählen::V,選ぶ,挑选
951,auswählen::V,選ぶ,选择
952,bewahren::V,保存する,保持
953,behindern::V,妨害する,防碍
954,verderben::V,台無しにする,败坏
955,beschädigen::V,損傷する,损坏
956,zerbrechen::V,割る,破碎
957,zerreißen::V,引き裂く,撕碎
958,zerstören::V,破壊する,毁坏
959,verbrennen::V,焼く,燃烧
960,geben::V,上げる,给
961,reichen::V,渡す,递给
962,schenken::V,贈る,赠送
963,versprechen::V,約束する,许诺
964,wünschen::V,望む,祝
965,loben::V,褒める,表扬
966,küssen::V,キスする,亲
967,wiegen::V,揺する,轻摇
968,zudecken::V,覆う,盖上
969,wecken::V,起こす,唤起
970,zeigen::V,見せる,指
971,führen::V,案内する,带领
972,lehren::V,教える,教
973,unterrichten::V,通知する,讲课
974,aufziehen::V,育てる,抚养
975,leiten::V,導く,领导
976,antreiben::V,励ます,催促
977,lassen::V,～させる,让
978,einladen::V,誘う,邀请
979,einladen::V,招待する,邀请
980,vereinigen::V,一つにする,统一
981,besuchen::V,訪ねる,参观
982,treffen::V,出会う,会面
983,sich versammeln::V,集まる,聚集
984,spielen::V,遊ぶ,玩
985,singen::V,歌う,唱歌
986,tanzen::V,踊る,跳舞
987,sich trennen::V,別れる,分别
988,verlassen::V,別れる,离开
989,retten::V,救う,救
990,retten::V,助ける,救
991,bewachen::V,見張る,守卫
992,bewachen::V,軽微する,守卫
993,schützen::V,保護する,保护
994,verteidigen::V,守る,保卫
995,sich schlagen::V,殴る,打架
996,schießen::V,撃つ,射击
997,siegen::V,勝つ,获胜
998,ärgern::V,怒らせる,激怒
999,schlagen::V,殴る,打
1000,treten::V,蹴る,踢
1001,stechen::V,突く,刺
1002,stoßen::V,突く,撞
1003,stehlen::V,盗る,盗窃
1004,stören::V,構う,干扰
1005,belästigen::V,邪魔する,打搅
1006,verbergen::V,隠す,隐藏
1007,täuschen::V,だます,欺骗
1008,betrügen::V,だます,欺骗
1009,töten::V,殺す,杀
1010,wohnen::V,住む,居住
1011,arbeiten::V,働く,工作
1012,sammeln::V,集める,收集
1013,sammeln::V,収集する,收集
1014,pflücken::V,摘む,采
1015,jagen::V,狩りをする,打猎
1016,fischen::V,釣る,捕鱼
1017,fassen::V,捕る,捉住
1018,hüten::V,放牧する,守护
1019,treiben::V,追う,漂
1020,anbinden::V,繋ぐ,拴
1021,füttern::V,餌をやる,喂
1022,melken::V,搾乳する,挤奶
1023,hacken::V,刻む,剁细
1024,gießen::V,水をやる,浇
1025,reifen::V,熟す,成熟
1026,zubereiten::V,調理する,
1027,kochen::V,煮る,煮
1028,backen::V,焼く,烤
1029,braten::V,焼く,煎
1030,braten::V,炒める,煎
1031,umrühren::V,混ぜる,搅拌
1032,stricken::V,編む,织
1033,nähen::V,縫う,缝
1034,färben::V,染める,染色
1035,reinigen::V,掃除する,清洁
1036,waschen::V,洗う,洗
1037,waschen::V,洗濯する,洗
1038,abwischen::V,拭く,擦掉
1039,spülen::V,洗う,清洗
1040,spülen::V,すすぐ,清洗
1041,fegen::V,掃除する,扫
1042,kehren::V,掃く,打扫
1043,baden::V,入浴する,给...洗澡
1044,sich waschen::V,洗う,洗澡
1045,ausziehen::V,脱ぐ,脱
1046,anziehen::V,着る,穿
1047,sich anziehen::V,着る,穿衣
1048,kämmen::V,梳く,梳
1049,schmücken::V,飾る,装饰
1050,sagen::V,言う,说
1051,sprechen::V,話す,说
1052,reden::V,話す,讲
1053,sich unterhalten::V,話をする,聊天
1054,fragen::V,聞く,问
1055,bitten::V,頼む,请
1056,bitten::V,お願いする,请
1057,erzählen::V,物語る,叙述
1058,mitteilen::V,伝える,通知
1059,nennen::V,名づける,叫做
1060,rufen::V,呼ぶ,叫
1061,prahlen::V,自慢する,吹牛
1062,übersetzen::V,訳す,翻译
1063,denken::V,考える,想
1064,glauben::V,信じる,以为
1065,bemerken::V,気が付く,发觉
1066,erkennen::V,認識する,识别
1067,begreifen::V,分かる,理解
1068,verstehen::V,聞き取る,明白
1069,lernen::V,学ぶ,学
1070,lernen::V,勉強する,学
1071,wissen::V,知っている,知道
1072,sich erinnern an::V,思い出す,回忆
1073,vergessen::V,忘れる,忘记
1074,messen::V,計る,测量
1075,messen::V,測定する,测量
1076,zählen::V,数える,数
1077,rechnen::V,計算する,计算
1078,lesen::V,読む,读
1079,malen::V,描く,画
1080,zeichnen::V,写生する,绘制
1081,schreiben::V,書く,写
1082,besitzen::V,所持する,占有
1083,kaufen::V,買う,买
1084,verkaufen::V,売る,卖
1085,bezahlen::V,払う,付钱
1086,zahlen::V,支払う,支付
1087,beherrschen::V,支配する,统治
1088,ertragen::V,耐える,忍耐
