,Concept_ID,av,no
774,zehn::NUM,анцӏго,ti
775,elf::NUM,анцӏила цо,elleve
776,zwölf::NUM,кӏиго-анцӏила,tolv
777,zwanzig::NUM,къого,tjue
778,dreißig::NUM,лъеберго,tretti
779,vierzig::NUM,кӏикъого,førti
780,fünfzig::NUM,кӏикъо́ялда анцӏго,femti
781,sechzig::NUM,лъабкъого,seksti
782,siebzig::NUM,лъабкъо́ялда анцӏго,sytti
783,achtzig::NUM,ункъого,åtti
784,neunzig::NUM,ункъоялда а́нцӏила,nitti
785,hundert::NUM,нусго,hundre
786,tausend::NUM,азарго,tusen
787,und::CNJ,ва,og
788,und::CNJ,-ги,og
789,oder::CNJ,ялъуни,eller
790,stehen::V,бахъунчӏезе,stå
791,sitzen::V,гӏодов чӏезе,sitte
792,liegen::V,бегизе,ligge
793,hängen::V,базе,henge
794,werden::V,бахъине,bli
795,passieren::V,лъугьине,skje
796,passieren::V,лъугьине,hende
797,passieren::V,лъугьа-бахъине,skje
798,passieren::V,лъугьа-бахъине,hende
799,beginnen::V,байбихьизе,begynne
800,enden::V,лъугӏизе,ende
801,enden::V,лъугӏизе,slutte
802,wechseln::V,хиса-басизе,veksle
803,wechseln::V,хисизе,veksle
804,aufgehen[Sonne]::V,баккизе,stå opp
805,untergehen[Sonne]::V,щинкӏизе,gå ned
806,scheinen[Sonne]::V,къалъ-къалъизе,skinne
807,donnern::V,гъугъазе,tordne
808,wehen::V,пуйзе,blåse
809,strömen::V,чвахизе,strømme
810,fließen::V,чвахизе,flyte
811,sich drehen::V,сверизе,dreie seg
812,schwanken::V,хьвагӏезе,svaie
813,schwanken::V,багъа-бачаризе,svaie
814,schwingen::V,щвартӏезе,svinge
815,fallen::V,бортизе,falle
816,brennen::V,рекӏине,brenne
817,rauchen::V,кӏкӏуй буризе,ryke
818,regnen::V,базе,regne
819,gefrieren::V,гӏу́низе,fryse
820,tauen::V,биаризе,tine
821,schmelzen::V,биине,smelte
822,trocknen::V,бакъвазе,tørre
823,sieden::V,гьалдезе,koke
824,faulen::V,махӏцине,råtne
825,verfaulen::V,туризе,råtne
826,reißen::V,бихъизе,briste
827,versinken::V,гъанкъизе,synke
828,versinken::V,гъанкъизе,synke ned
829,vergehen::V,базе,forløpe
830,vergehen::V,бахъизе,forløpe
831,vergehen::V,ине,forløpe
832,erscheinen::V,баккизе,synes
833,verschwinden::V,къине,forsvinne
834,verschwinden::V,билизе,forsvinne
835,sinken::V,гӏодо́бе ккезе,synke
836,abnehmen::V,тӏаса камизе,avta
837,abnehmen::V,тӏаса камизе,minske
838,zunehmen::V,гӏемерлъизе,tilta
839,steigen::V,бахине,stige
840,wachsen::V,кӏодолъизе,gro
841,wachsen::V,кӏодолъизе,vokse
842,glänzen::V,цӏвакизе,skinne
843,funkeln::V,паркъезе,tindre
844,lärmen::V,хъудизе,bråke
845,lärmen::V,чӏиргъдизе,bråke
846,läuten::V,кьабизе,ringe
847,klingeln::V,кьабизе,ringe
848,klirren::V,зваргъизе,klirre
849,brausen::V,гьалаглъизе,bruse
850,rauschen::V,шуршудизе,suse
851,klingen::V,бахъине,lyde
852,klingen::V,бахъине,klinge
853,bellen::V,гъанчдезе,gjø
854,bellen::V,гъанчдезе,bjeffe
855,heulen::V,рурудизе,ule
856,blasen::V,гьохьизе,blåse
857,pfeifen::V,гьещтӏезе,plystre
858,schreien::V,ахӏизе,skrike
859,schreien::V,ахӏдезе,skrike
860,stöhnen::V,зигардизе,stønne
861,zittern::V,дарран,dirre
862,zittern::V,дарран,skjelve
863,zittern::V,гьаргьадизе,dirre
864,zittern::V,гьаргьадизе,skjelve
865,leben::V,бетӏербахъизе,leve
866,geboren werden::V,лъугьине,fødes
867,atmen::V,хӏухьел биччазе,ånde
868,atmen::V,хӏухьел биччазе,puste
869,trinken::V,гьекъезе,drikke
870,essen::V,квине,spise
871,essen::V,кваназе,spise
872,schlucken::V,кӏкӏвине,svelge
873,schlucken::V,къулчӏизе,svelge
874,müde werden::V,сваказе,bli trett
875,einschlafen::V,кьижизе,sovne
876,einschlafen::V,гъапуллъизе,sovne
877,schlafen::V,кьижизе,sove
878,aufwachen::V,бигьине,våkne
879,aufstehen::V,бахъине,stå opp
880,aufstehen::V,тӏадебахъине,stå opp
881,sich erholen::V,хьи бахъизе,bli bra
882,sich erholen::V,хьи бахъизе,komme seg
883,sich erholen::V,хӏалхьи гьабизе,bli bra
884,sich erholen::V,хӏалхьи гьабизе,komme seg
885,krank werden::V,унтизе,bli syk
886,krank sein::V,унтизе,være syk
887,schmerzen::V,унтизе,gjøre vondt
888,husten::V,хъегӏизе,hoste
889,genesen::V,лъилъизе,komme seg
890,sterben::V,хвезе,dø
891,umkommen::V,гьалаглъизе,omkomme
892,sich bewegen::V,багъаризе,bevege seg
893,sich bewegen::V,багъаргъизе,bevege seg
894,sich rühren::V,багъаризе,røre på seg
895,sich erheben::V,тӏадебахъине,reise seg
896,sich erheben::V,бахъине,reise seg
897,sich setzen::V,гӏодов чӏезе,sette sig
898,hinfallen::V,щапизе,falle over ende
899,laufen::V,хьвадизе,løpe
900,schreiten::V,чӏезе,skride
901,spazierengehen::V,тира-сверизе,spasere
902,spazierengehen::V,тира-сверизе,gå en tur
903,eilen::V,ракӏхӏалакине,ile
904,eilen::V,дуризе,ile
905,sich beeilen::V,дуризе,skynde seg
906,sich beeilen::V,гӏедегӏизе,skynde seg
907,sausen::V,тӏуризе,suse
908,rennen::V,бекеризе,løpe
909,springen::V,кӏанцӏизе,hoppe
910,springen::V,кӏанцӏизе,springe
911,klettern::V,хархадизе,klatre
912,schaukeln::V,гьерщезе,huske
913,kriechen::V,хъурщизе,krype
914,schwimmen::V,лъедезе,svømme
915,tauchen::V,букъардизе,dykke
916,rudern::V,хазе,ro
917,fahren::V,ине,kjøre
918,fliegen::V,боржине,fly
919,gehen::V,ине,gå
920,weggehen::V,ине,gå bort
921,abfahren::V,къокъине,reise
922,anhalten::V,чӏезе,stanse
923,anhalten::V,тархъизе,stanse
924,anhalten::V,лъалхъизе,stanse
925,hineingehen::V,тӏаделъугьине,gå inn
926,eintreten::V,лъугьине,tre inn
927,kommen::V,бачӏине,komme
928,ankommen::V,щвезе,ankomme
929,ankommen::V,щвезе,komme til
930,ankommen::V,тӏадебачӏине,ankomme
931,ankommen::V,тӏадебачӏине,komme til
932,zurückkommen::V,тадбуссине,komme tilbake
933,zurückkommen::V,тӏадбуссине,komme tilbake
934,bleiben::V,чӏезе,bli
935,bleiben::V,чӏезе,forbli
936,bleiben::V,хутӏизе,bli
937,bleiben::V,хутӏизе,forbli
938,warten::V,чӏезе,vente
939,erwarten::V,балагьизе,vente
940,suchen::V,балагьизе,søke
941,finden::V,батизе,finne
942,versuchen::V,хӏалбихьизе,prøve
943,versuchen::V,хӏалбихьизе,forsøke
944,vorbereiten::V,хӏадурлъизабизе,forberede
945,lieben::V,балай бегьизе,elske
946,mögen::V,бокьизе,like
947,lachen::V,белъизе,le
948,weinen::V,гӏодизе,gråte
949,schimpfen::V,гъанчдезе,skjelle
950,sich ärgern::V,вагъизе,ergre seg
951,sich ärgern::V,ццида́хине,ergre seg
952,sich fürchten::V,хӏинкъизе,være redd
953,fürchten::V,беркъазе,være redd for
954,fürchten::V,хӏинкъа-къазе,være redd for
955,fliehen::V,лъутизе,rømme
956,fliehen::V,лъутизе,flykte
957,flüchten::V,лъутизе,flykte
958,sehen::V,бихьизе,se
959,anschauen::V,бертӏамизе,se på
960,anschauen::V,бертӏамизе,betrakte
961,anschauen::V,балагьизе,se på
962,anschauen::V,балагьизе,betrakte
963,ansehen::V,бала-гъалагьизе,anse
964,hören::V,рагӏизе,høre
965,zuhören::V,гӏенеккизе,tilhøre
966,probieren::V,кӏалдиб хъва́зе,smake
967,probieren::V,кӏалдиб хъва́зе,smake på
968,probieren::V,чӏамизе,smake
969,probieren::V,чӏамизе,smake på
970,riechen::V,су́нтӏизе,lukte
971,fühlen::V,чӏвазе,føle
972,zu sehen sein::V,бихьизе,synes
973,vernehmen::V,рагӏизе,få vite
974,frieren::V,цӏорозе,fryse
975,tun::V,гьабизе,gjøre
976,können::V,кӏвезе,kunne
977,können::V,лъазе,kunne
978,wollen::V,бокьизе,ville
979,anfangen::V,байбихьизе,begynne
980,beenden::V,тӏубазабизе,avslutte
981,beenden::V,лъугӏизабизе,avslutte
982,aufhören::V,бахъизе,slutte
983,aufhören::V,бахъизе,holde opp
984,gelingen::V,бахъизе,lykkes
985,geraten::V,бахъизе,bli
986,öffnen::V,рагьизе,åpne
987,schließen::V,къазе,lukke
988,schließen::V,къазе,stenge
989,stellen::V,чӏвазе,stille
990,setzen::V,рекӏинабизе,sette
991,setzen::V,гӏодор чӏезаризе,sette
992,legen::V,лъезе,legge
993,berühren::V,хъвазе,berøre
994,verbinden::V,хьухьине,forbinde
995,verbinden::V,бухьине,forbinde
996,bedecken::V,кквезе,dekke
997,aufhängen::V,базе,henge
998,aufhängen::V,базе,henge opp
999,anzünden::V,бакизе,tenne
1000,anzünden::V,бакизе,antenne
1001,anzünden::V,бакизе,tenne på
1002,anzünden::V,рекӏинабизе,tenne
1003,anzünden::V,рекӏинабизе,antenne
1004,anzünden::V,рекӏинабизе,tenne på
1005,zurücklassen::V,тезе,slippe tilbake
1006,verlieren::V,билизабизе,miste
1007,fallen lassen::V,бортизабизе,droppe
1008,fallen lassen::V,бортизабизе,la falle
1009,machen::V,гьабизе,lage
1010,machen::V,гьабизе,gjøre
1011,herstellen::V,гьабизе,fremstille
1012,herstellen::V,хӏадурлъизабизе,fremstille
1013,bauen::V,базе,bygge
1014,bauen::V,гьабизе,bygge
1015,reparieren::V,къачӏазе,reparere
1016,verbessern::V,лъикӏлъизабизе,rette
1017,verbessern::V,лъикӏлъизабизе,forbedre
1018,ändern::V,хисизабизе,forandre
1019,graben::V,бухъизе,grave
1020,beugen::V,хьетӏизабизе,bøye
1021,biegen::V,гьетӏизабизе,bøye
1022,drehen::V,тиризабизе,dreie
1023,drehen::V,свердизабизе,dreie
1024,wenden::V,бегизе,vende
1025,umdrehen::V,бегизе,snu
1026,umdrehen::V,бега-битӏизе,snu
1027,heben::V,борхизе,heve
1028,hochheben::V,борхалъизабизе,løfte
1029,hochheben::V,борхизе,løfte
1030,ergreifen::V,кквезе,gripe
1031,ergreifen::V,кквезе,få tak i
1032,halten::V,кквезе,holde
1033,drücken::V,къазе,trykke
1034,drücken::V,къанцӏу́зе,trykke
1035,drücken::V,къвал ба́зе,trykke
1036,schieben::V,хъилдизе,skyve
1037,kratzen::V,хачазе,klø
1038,kratzen::V,хачазе,klore
1039,lecken::V,чӏикӏизе,slikke
1040,beißen::V,хӏанчӏизе,bite
1041,beißen::V,хӏанчӏизабизе,bite
1042,abreißen::V,тӏезе,rive av
1043,abreißen::V,тӏезабизе,rive av
1044,abschneiden::V,къотӏизе,skjære av
1045,binden::V,бухьине,binde
1046,stecken::V,къазабизе,stikke
1047,brechen::V,бекизе,bryte
1048,brechen::V,бекизе,briste
1049,klopfen::V,дванкезе,banke
1050,hauen::V,базе,hogge
1051,kleben::V,бацӏцӏине,klistre
1052,reiben::V,хачазе,gni
1053,streichen::V,бахине,stryke
1054,streichen::V,жужазе,stryke
1055,schleifen::V,лъухьизе,slipe
1056,schneiden::V,къотӏизе,klippe
1057,rütteln::V,багъа-бачаризабизе,ruske
1058,schütteln::V,кӏобокӏизе,riste
1059,schwenken::V,гьесадизе,svinge
1060,schwenken::V,хьвагӏезабизе,svinge
1061,schütten::V,тӏезе,helle
1062,füllen::V,цӏезабизе,fylle
1063,einwickeln::V,жемизе,vikle inn
1064,tragen::V,баччизе,bære
1065,schleppen::V,бехъерхъизе,slepe
1066,ziehen::V,цӏазе,dra
1067,ziehen::V,цӏазе,trekke
1068,aufbewahren::V,цӏунизе,oppbevare
1069,aufbewahren::V,цӏунизе,ta vare på
1070,werfen::V,рехизе,kaste
1071,fangen::V,кквезе,fange
1072,packen::V,кквезе,gripe
1073,packen::V,кквезе,gripe tak i
1074,verstecken::V,бахчизе,gjemme
1075,teilen::V,бикьизе,dele
1076,schicken::V,битӏизе,sende
1077,bringen::V,баччизе,bringe
1078,hinzufügen::V,жубазе,tilføye
1079,bekommen::V,щвезе,få
1080,erhalten::V,щвезе,få
1081,erhalten::V,босизе,få
1082,nehmen::V,босизе,ta
1083,wählen::V,бищизе,velge
1084,auswählen::V,тӏасабищизе,velge ut
1085,bewahren::V,цӏунизе,bevare
1086,behindern::V,квекӏен гьабизе,hindre
1087,behindern::V,квекӏен гьабизе,forhindre
1088,verderben::V,хвезабизе,ødelegge
1089,beschädigen::V,галгъазабизе,skade
1090,zerbrechen::V,щущазабизе,brekke i stykker
1091,zerreißen::V,бихъизе,rive i stykker
1092,zerstören::V,биххизабизе,ødelegge
1093,verbrennen::V,бухӏизе,brenne
1094,verbrennen::V,бухӏизе,brenne opp
1095,geben::V,кьезе,gi
1096,reichen::V,кьезе,rekke
1097,schenken::V,кьезе,forære
1098,schenken::V,кьезе,skjenke
1099,versprechen::V,назру гьабизе,love
1100,wünschen::V,бокьизе,ønske
1101,loben::V,беццизе,rose
1102,loben::V,бецца-бекъизе,rose
1103,küssen::V,баизе,kysse
1104,wiegen::V,чӏучӏадизабизе,vogge
1105,zudecken::V,тӏадбигъине,dekke til
1106,wecken::V,бигьинабизе,vekke
1107,zeigen::V,бихьизабизе,vise
1108,führen::V,бачине,føre
1109,lehren::V,малъизе,lære
1110,lehren::V,цӏализабизе,lære
1111,unterrichten::V,цӏализабизе,undervise
1112,aufziehen::V,гӏезабизе,oppdra
1113,leiten::V,нухмалъи гьабизе,lede
1114,antreiben::V,гӏедегӏизабизе,drive på
1115,einladen::V,ахӏизе,be
1116,einladen::V,ахӏизе,invitere
1117,einladen::V,тӏадеахӏизе,be
1118,einladen::V,тӏадеахӏизе,invitere
1119,vereinigen::V,цолъизабизе,forene
1120,besuchen::V,баккизе,besøke
1121,besuchen::V,хьвадизе,besøke
1122,treffen::V,дандчӏвазе,møte
1123,treffen::V,дандчӏвазе,treffe
1124,sich versammeln::V,данделъизе,forsamles
1125,sich versammeln::V,бакӏаризе,forsamles
1126,spielen::V,басандизе,leke
1127,spielen::V,басандизе,spille
1128,singen::V,ахӏизе,synge
1129,tanzen::V,кьурдизе,danse
1130,sich trennen::V,батӏалъизе,skilles
1131,verlassen::V,тезе,forlate
1132,verlassen::V,рехунтезе,forlate
1133,retten::V,хвасар гьабизе,redde
1134,retten::V,хвасарлъизабизе,redde
1135,bewachen::V,цӏунизе,bevokte
1136,schützen::V,цӏунизе,verne
1137,schützen::V,цӏунизе,beskytte
1138,verteidigen::V,цӏунизе,forsvare
1139,sich schlagen::V,багъизе,slåss
1140,schießen::V,речӏчӏизе,skyte
1141,siegen::V,бергьине,seire
1142,ärgern::V,вагъизавизе,ergre
1143,schlagen::V,кьабизе,
1144,treten::V,мал тункизе,sparke
1145,stechen::V,къазабизе,stikke
1146,stoßen::V,тункизе,støte
1147,stoßen::V,хъилдизе,støte
1148,stehlen::V,щинкӏизабизе,stjele
1149,stören::V,квекӏен гьабизе,forstyrre
1150,stören::V,татубахъи гьабизе,forstyrre
1151,belästigen::V,рахӏатхвезабизе,plage
1152,belästigen::V,рахӏатхвезабизе,sjenere
1153,verbergen::V,бахчизе,gjemme
1154,verbergen::V,балъго тезе,gjemme
1155,täuschen::V,божуда рекӏкӏ гьабизе,villede
1156,täuschen::V,гуккизе,villede
1157,betrügen::V,хӏилла гьабизе,bedra
1158,betrügen::V,сандирахълъи гьабизе,bedra
1159,töten::V,чӏвазе,drepe
1160,wohnen::V,яшав гьабизе,bo
1161,arbeiten::V,хӏалтӏизе,arbeide
1162,sammeln::V,бакӏаризе,samle
1163,pflücken::V,бетӏизе,plukke
1164,jagen::V,чан гьабизе,jage
1165,fischen::V,ччугӏа кквезе,fiske
1166,fassen::V,кквезе,fange
1167,hüten::V,кваназабизе,vokte
1168,treiben::V,гъезе,drive
1169,anbinden::V,бухьине,feste
1170,füttern::V,кваназабизе,fore
1171,melken::V,бечӏчӏизе,melke
1172,hacken::V,чӏвазе,hakke
1173,gießen::V,лъалъазе,helle
1174,reifen::V,барщизе,modne
1175,zubereiten::V,бежа-белъине,lage
1176,zubereiten::V,бежа-белъине,tilberede
1177,kochen::V,белъине,koke
1178,backen::V,базе,bake
1179,braten::V,бежизе,steke
1180,umrühren::V,багъаризе,røre om
1181,stricken::V,хьухьине,strikke
1182,nähen::V,букъизе,sy
1183,färben::V,кьер гьабизе,farge
1184,reinigen::V,бацӏцӏине,rense
1185,reinigen::V,бацӏцӏине,gjøre ren
1186,waschen::V,чуризе,vaske
1187,abwischen::V,бацӏцӏине,tørke av
1188,spülen::V,хулизе,spyle
1189,spülen::V,хулизе,skylle
1190,fegen::V,лъухьизе,feie
1191,kehren::V,лъухьизе,koste
1192,baden::V,чордезе,bade
1193,ausziehen::V,бахъизе,ta av
1194,anziehen::V,ретӏине,ta på
1195,sich anziehen::V,ретӏине,kle på seg
1196,kämmen::V,хазе,gre
1197,kämmen::V,хазе,kjemme
1198,schmücken::V,чӏухӏизабизе,pynte
1199,schmücken::V,чӏухӏизабизе,smykke
1200,sagen::V,бицине,si
1201,sprechen::V,бицине,snakke
1202,reden::V,гаргадизе,tale
1203,reden::V,гаргадизе,snakke
1204,sich unterhalten::V,гаргадизе,samtale
1205,fragen::V,цӏехезе,spørre
1206,fragen::V,гьикъизе,spørre
1207,bitten::V,гьаризе,be
1208,erzählen::V,бицине,fortelle
1209,mitteilen::V,лъазабизе,meddele
1210,nennen::V,цӏар лъезе,kalle
1211,rufen::V,ахӏизе,rope
1212,prahlen::V,беццаризе,skryte
1213,übersetzen::V,буссинабизе,oversette
1214,denken::V,ургъизе,tenke
1215,glauben::V,божизе,tro
1216,bemerken::V,берречӏчӏизе,bemerke
1217,bemerken::V,берречӏчӏизе,legge merke til
1218,erkennen::V,лъазе,gjenkjenne
1219,erkennen::V,батӏаго бахъизе,gjenkjenne
1220,begreifen::V,бичӏчӏизе,begripe
1221,lernen::V,цӏализе,lære
1222,wissen::V,лъазе,vite
1223,sich erinnern an::V,ракӏалде щвезе,huske på
1224,vergessen::V,кӏочене,glemme
1225,messen::V,борцине,måle
1226,zählen::V,рикӏкӏине,telle
1227,rechnen::V,рикӏкӏине,regne
1228,lesen::V,цӏализе,lese
1229,malen::V,бахъизе,male
1230,zeichnen::V,бахъизе,tegne
1231,schreiben::V,хъвазе,skrive
1232,besitzen::V,щвезе,eie
1233,besitzen::V,щвезе,inneha
1234,besitzen::V,бу́кӏине,eie
1235,besitzen::V,бу́кӏине,inneha
1236,kaufen::V,босизе,kjøpe
1237,verkaufen::V,бичизе,selge
1238,bezahlen::V,кьезе,betale
1239,zahlen::V,кьезе,betale
1240,ertragen::V,баччизе,orke
1241,Auge::N,,øye
1242,Sehne::N,,sene
1243,Funke::N,,gnist
1244,Moor::N,,myr
1245,Moor::N,,myrhei
1246,Elch::N,,elg
1247,Beere::N,,bær
1248,Gedächtnis::N,,minne
1249,Gedächtnis::N,,hukommelse
1250,Ton::N,,tone
1251,Winkel::N,,vinkel
1252,Menge::N,,mengde
1253,Stütze::N,,støtte
1254,Figur::N,,figur
1255,Schuh::N,,sko
1256,Schnur::N,,snor
1257,Leine::N,,line
1258,Geschäft::N,,forretning
1259,voll::A,,full
1260,lange::ADV,,lenge
1261,später::ADV,,senere
1262,nicht::ADV,,ikke
1263,schon::ADV,,alt
1264,schon::ADV,,allerede
1265,durch::PRP,,gjennom
1266,durch::PRP,,igjennom
1267,alles::PRN,,alt
1268,rühren::V,,røre
1269,scheinen::V,,se ut
1270,aufheben::V,,løfte
1271,aufheben::V,,ta opp
1272,lassen::V,,få til å
1273,sich waschen::V,,vaske seg
1274,verstehen::V,,forstå
1275,verstehen::V,,skjønne
1276,beherrschen::V,,beherske
