,Concept_ID,av,br
148,Kuh::N,гӏака,buoc'h
149,Bulle::N,оц,tarv
150,Pferd::N,чу,marc'h
151,Schaf::N,чахъу,dañvad
152,Schwein::N,болъон,pemoc'h
153,Hund::N,гьой,ki
154,Katze::N,кету,kazh
155,Bär::N,ци,arzh
156,Eichhörnchen::N,гвангва,gwiñver
157,Fuchs::N,цер,louarn
158,Hase::N,гӏанкӏ,gad
159,Maus::N,гӏункӏкӏ,logodenn
160,Wolf::N,бацӏ,bleiz
161,Vogel::N,хӏинчӏ,labous
162,Schwarm::N,тӏел,nijad
163,Huhn::N,гӏанкӏу,yar
164,Hahn::N,хӏелеко,kilhog
165,Gans::N,хъаз,gwazenn
166,Adler::N,цӏум,erer
167,Ente::N,ордек,houad
168,Eule::N,беццаруз,toud
169,Kranich::N,къункъра,garan
170,Krähe::N,гъеду,bran
171,Kuckuck::N,гагу,koukoug
172,Schwan::N,хӏанкъва,alarc'h
173,Fisch::N,ччугӏа,pesk
174,Barsch::N,окунь,brell
175,Hecht::N,щука,beked
176,Schlange[Tier]::N,борохь,naer
177,Wurm::N,хӏапара,preñv
178,Spinne::N,хъанхъра,kevnidenn
179,Ameise::N,цӏунцӏра,merion
180,Laus::N,нацӏ,laouenn
181,Mücke::N,кӏкӏара,moustik
182,Fliege::N,тӏутӏ,kelienenn
183,Schmetterling::N,кӏалкӏучӏ,balafenn
184,Apfel::N,гӏеч,aval
185,Pilz::N,гӏурдахӏан,kabell-touseg
186,Zwiebel::N,кӏочӏопер,ognonenn
187,Saat::N,хьон,had
188,Korn::N,мугь,ed
189,Heu::N,хер,foenn
190,Schale::N,хъал,peliadur
191,Grube::N,гвенд,
192,Falle::N,къор,pech
193,Falle::N,къотен,pech
194,Schlinge::N,кӏичӏ,krouglas
195,Spur::N,лъалкӏ,
196,Asche::N,рахъу,ludu
197,Dreck::N,гъиз,fank
198,Dreck::N,хӏарщ,fank
199,Eisen::N,махх,houarn
200,Gold::N,месед,aour
201,Silber::N,гӏарац,arc'hant
202,Kohle::N,тӏурччи,glaou
203,Glas::N,цӏер,gwer
204,Lehm::N,хӏатӏ,
205,Sand::N,сали,traezh
206,Mensch::N,чи,den
207,Mann::N,бихьинчи,den
208,Frau::N,гӏадан,maouez
209,Kind::N,лъимер,bugel
210,Junge::N,вас,paotr
211,Mädchen::N,яс,plac'h
212,Familie::N,хъизан,familh
213,Großvater::N,кӏудада,tad-kozh
214,Großmutter::N,кӏодо,mamm-gozh
215,Eltern::N,эбел-эмен,kerent
216,Vater::N,эмен,tad
217,Mutter::N,эбел,mamm
218,Sohn::N,вас,mab
219,Tochter::N,яс,merc'h
220,Bruder::N,вац,breur
221,Schwester::N,яц,c'hoar
222,Onkel::N,даци,eontr
223,Tante::N,ада,moereb
224,Ehemann::N,рос,gwaz
225,Ehefrau::N,чӏужу,gwreg
226,Freude::N,ракӏбохи,levenez
227,Gelächter::N,релъи,c'hoarzherezh
228,Glück::N,талихӏ,chañs
229,Glück::N,талихӏ-рохел,chañs
230,Kummer::N,хӏалкъай,doan
231,Wunsch::N,къасд,c'hoant
232,Lust::N,гъира,c'hoant
233,Geist::N,чӏанкӏ,spered
234,Geist::N,рухӏ-жан,spered
235,Gedanke::N,пикру,soñj
236,Verstand::N,лумалъи,skiant
237,Verstand::N,цӏодорлъи,skiant
238,Sinn::N,магӏна,ster
239,Grund::N,багьана,kaoz
240,Wahrheit::N,ритӏухълъи,gwirionez
241,Gespräch::N,накъит,kaozeadenn
242,Märchen::N,маргьа,kaoz korriganez
243,Erzählung::N,къиса,kontadenn
244,Nachricht::N,хабар,keloù
245,Neuigkeit::N,хабар-гӏазаб,kelaouenn
246,Name::N,цӏар,anv
247,Rätsel::N,бицанкӏо,divinatez
248,Rede::N,речь,diskour
249,Rede::N,калам,diskour
250,Sprache::N,мацӏ,yezh
251,Stimme::N,гьаракь,mouezh
252,Wort::N,рагӏи,ger
253,Zeichen::N,ишара,sin
254,Zeichen::N,гӏаламат,sin
255,Ruf::N,ахӏи,galv
256,Lärm::N,хъуй,trouz
257,Lärm::N,хъуди,trouz
258,Laut::N,гьаракь,
259,Laut::N,сас,
260,Lied::N,кечӏ,kanaouenn
261,Ruhe::N,рахӏат,sioulded
262,Leute::N,гӏадамал,tud
263,Volk::N,халкъ,pobl
264,Arbeit::N,хӏалтӏи,labour
265,Gast::N,гьобол,kouviad
266,Geschenk::N,сайигъат,prof
267,Spiel::N,хӏай,c'hoari
268,Spiel::N,расанди,c'hoari
269,Gesellschaft::N,жамагӏат,kompagnunezh
270,Gesellschaft::N,жамагӏат,kavandad
271,Hilfe::N,кумек,sikour
272,Freund::N,гьудул,mignon
273,Kamerad::N,гьалмагъ,kamarad
274,Angelegenheit::N,къваригӏел,afer
275,Anzahl::N,рикӏкӏен,niver
276,Art::N,жинс,sort
277,Stück::N,кесек,tamm
278,Teil::N,пай,pezh
279,Hälfte::N,бащдаб,hanterenn
280,Kreis::N,гор,kelc'h
281,Kreuz::N,хъанч,kroaz
282,Linie::N,мухъ,linenn
283,Strich::N,хӏучч,tenn
284,Abstand::N,манзил,distok
285,Entfernung::N,манзил,keid
286,Entfernung::N,манзил,kehid
287,Gegend::N,рахъ,korn-bro
288,Platz::N,бакӏ,plasenn
289,Ort::N,бакӏ,lec'h
290,Seite::N,рахъ,tu
291,Mitte::N,бакьулъбакӏ,kreiz
292,Gegenstand::N,жо,tra
293,Sache::N,жо,tra
294,Rand::N,мицӏир,kantenn
295,Kante::N,рагӏал,kantenn
296,Kante::N,рагӏа-ракьан,kantenn
297,Ecke::N,цили,korn
298,Spitze::N,тӏогь,begell
299,Ende::N,кӏал,dibenn
300,Loch::N,каратӏ,toull
301,Muster::N,накъиш,tresadenn
302,Größe::N,кӏодо́лъи,ment
303,Länge::N,халалъи,hirder
304,Höhe::N,борхалъи,uhelder
305,Gewicht::N,бакӏлъи,pouez
306,Haufen::N,гъуни,bern
307,Reihe::N,ирга́,steud
308,Boot::N,раса,bag
309,Ruder::N,раххан,roeñv
310,Schlitten::N,чанагъ,trainell
311,Ski::N,лыжаби,ski
312,Lagerfeuer::N,цӏа,
313,Last::N,бакӏлъи,karg
314,Gang::N,хьвади,kerzh
315,Gang::N,хьвада-чӏвади,kerzh
316,Schritt::N,гали,paz
317,Norden::N,шимал,norzh
318,Norden::N,шимал,hanternoz
319,Süden::N,юг,su
320,Süden::N,юг,kreisteiz
321,Süden::N,къибла,su
322,Süden::N,къибла,kreisteiz
323,Westen::N,гъарб,kuzh-heol
324,Westen::N,магъриб,kuzh-heol
325,Osten::N,шаркъ,reter
326,Osten::N,шаркъ,sav-heol
327,Osten::N,машрикъ,reter
328,Osten::N,машрикъ,sav-heol
329,Holz::N,цӏул,koad
330,Brett::N,хъарщи,plankenn
331,Platte::N,къоно,plakenn
332,Stange::N,гӏер,sparl
333,Stock::N,тӏил,bazh
334,Stab::N,гӏер,bazh
335,Rohr::N,турба,tub
336,Rohr::N,турба,korz
337,Haus::N,ригь,ti
338,Haus::N,рукъзал,ti
339,Heim::N,рукъ,kêr
340,Ofen::N,печь,forn
341,Fußboden::N,чӏабар,plañchod
342,Tisch::N,стол,taol
343,Stuhl::N,бакӏу,kador
344,Wiege::N,кини,kavell
345,Bett::N,кровать,gwele
346,Regal::N,хъарщи,estajerenn
347,Kiste::N,ящик,kased
348,Kiste::N,тӏалагъуд,kased
349,Fenster::N,гордо,prenestr
350,Tür::N,нуцӏа,dor
351,Tor::N,каву,portal
352,Zaun::N,раци,sklotur
353,Dach::N,тӏох,toenn
354,Leiter::N,мали,skeul
355,Besen::N,жул,skubell
356,Spaten::N,бел,pal
357,Schaufel::N,раххан,pal
358,Gabel::N,гӏучӏ,fourchetez
359,Löffel::N,гъуд,loa
360,Messer::N,нус,kontell
361,Nagel::N,магӏ,tach
362,Netz::N,гьин,roued
363,Haken::N,гъанцӏа,krog
364,Griff::N,гӏоркь,kemer
365,Schloss::N,кӏулал,potenn
366,Bild::N,сурат,skeudenn
367,Puppe::N,нани,merc'hodenn
368,Beutel::N,таргьа,sac'h
369,Bündel::N,къай,feskenn
370,Tasche::N,сумка,sac'h
371,Tasche::N,къвачӏа,sac'h
372,Eimer::N,ведро,sailh
373,Deckel::N,тӏалъел,pallenn
374,Deckel::N,дадитӏалъел,pallenn
375,Geschirr::N,цӏарагӏ,listriaj
376,Sack::N,хъап,sac'h
377,Sack::N,къандалъо,sac'h
378,Tasse::N,чашка,tas
379,Topf::N,хьаг,pod
380,Kessel::N,хьаг,chaodouron
381,Kessel::N,гереги,chaodouron
382,Essen::N,тӏагӏам,pred
383,Nahrung::N,квен,boued
384,Speise::N,квен,meuz
385,Fleisch::N,гьан,kig
386,Getreide::N,бугӏа-ролъ,ed
387,Getreide::N,могьолабл_культураби,ed
388,Brei::N,карщ,yod
389,Brot::N,чед,bara
390,Scheibe::N,мочӏу,tailhenn
391,Fett::N,беэнлъи,lard
392,Butter::N,нах,amann
393,Öl::N,нах,eoul
394,Salz::N,цӏам,holen
395,Suppe::N,чурпа,soubenn
396,Honig::N,гьоцӏо,mel
397,Milch::N,рахь,laezh
398,Tee::N,чай,te
399,Leder::N,тӏом,lêr
400,Wolle::N,квас,gloan
401,Stoff::N,ххам,danvez
402,Nadel::N,рокӏкӏен,nadoz
403,Faden::N,кун,neudenn
404,Knopf::N,маргъал,bouton
405,Knoten::N,гарацӏ,skoulm
406,Farbe::N,релъен,liv
407,Kleidung::N,ретӏел,dilhad
408,Hemd::N,гурде,roc'hed
409,Kragen::N,габур,gouzoug
410,Ärmel::N,къвал,milgin
411,Hose::N,тӏажу,bragoù
412,Gürtel::N,рачел,gouriz
413,Mütze::N,тӏагъур,boned
414,Stiefel::N,этек,botez
415,Stiefel::N,чакма,botez
416,Ring::N,баргъич,gwalenn
417,Band::N,лента,bagad
418,Kamm::N,гьоркьо,krib
419,Spiegel::N,матӏу,melezour
420,Riemen::N,рижу,lerenn
421,Decke::N,одея́ло,golo
422,Kissen::N,къандалъо,goubenner
423,Tuch::N,квархьи,mezher
424,Handtuch::N,беркӏалрацӏцӏ,toailhon
425,Kraft::N,гуч,nerzh
426,Kraft::N,къуват,nerzh
427,Stärke::N,хӏалкӏвей,nerzhder
428,Gesundheit::N,сахлъи́,yec'hed
429,Krankheit::N,унти,klañved
430,Krankheit::N,щокълъи,klañved
431,Schmerz::N,унти,poan
432,Schmerz::N,унти,droug
433,Wunde::N,ругъун,gloazadenn
434,Fieber::N,цӏа-кан,terzhienn
435,Arznei::N,дару,louzoù
436,Brücke::N,кьо,pont
437,Brunnen::N,гъуй,puñs
438,Weide::N,рицӏцӏ,prad
439,Weide::N,лъичӏирма,prad
440,Weide::N,гӏурдаллъи,prad
441,Weide::N,ри́цӏигъветӏ,prad
442,Weide::N,рицӏцӏигъветӏ,prad
443,Pfad::N,сухъмахъ,gwenodenn
444,Weg::N,нух,hent
445,Straße::N,нух,ru
446,Straße::N,нух,hent
447,Dorf::N,росу,kêr
448,Dorf::N,росу,kêriadenn
449,Stadt::N,шагьар,kêr
450,Brief::N,кагъат,lizher
451,Brief::N,рисалат,lizher
452,Buch::N,тӏехь,levr
453,Buchstabe::N,хӏарп,lizherenn
454,Zeitung::N,газет,kazetenn
455,Leben::N,яшав,buhez
456,Tod::N,хвел,marv
457,Grab::N,хоб,bez
458,Kirche::N,килиса,iliz
459,Sünde::N,хӏакъ,pec'hed
460,Sünde::N,мунагь,pec'hed
461,Gott::N,бичас,doue
462,Gott::N,аллагь,doue
463,Arbeiter::N,хӏалтӏухъан,labourer
464,Arbeiter::N,хӏалтӏухъан,micherour
465,Chef::N,хӏаким,penn
466,Chef::N,начальник,penn
467,Meister::N,устар,mestr
468,Meister::N,мастер,mestr
469,Meister::N,махщалилав,mestr
470,Arzt::N,жайрахӏ,mezeg
471,Arzt::N,жайрахӏ,medisin
472,Lehrer::N,мугӏалим,skolaer
473,Lehrer::N,мугӏалим,kelenner
474,Geld::N,гӏарац,arc'hant
475,Laden::N,тукен,stal
476,Preis::N,багьа,priz
477,Ware::N,къайи,marc'hadourezh
478,Nutzen::N,мунпагӏат,gounidegezh
479,Nutzen::N,мунпагӏат,lañs
480,Nutzen::N,мунпагӏат,profit
481,Nutzen::N,мунпагӏат,spleit
482,Reichtum::N,бечелъи,pinvidigezh
483,Welt::N,дуниял,douar
484,Land::N,улка,bro
485,Land::N,икълим,bro
486,Staat::N,пачалихъ,stad
487,König::N,пача,roue
488,König::N,малик,roue
489,König::N,къирал,roue
490,König::N,падишагь,roue
491,Macht::N,кверщел,galloud
492,Grenze::N,гӏорхъи,harzoù
493,Krieg::N,рагъ,brezel
494,Feind::N,тушман,eneber
495,Gewalt::N,зулму,tâerder
496,Kampf::N,къеркьей,kann
497,Bogen[Waffe]::N,газаргъо,gwareg
498,Pfeil::N,чӏор,saezh
499,Gewehr::N,туманкӏ,fuzuilh
500,Fehler::N,гъалатӏ,fazi
501,Lüge::N,гьереси,gaou
502,Schaden::N,зиян,gwall
503,Schaden::N,зарал,gwall
504,Unglück::N,балагь,gwalleur
505,Schuld::N,гӏайиб,kablusted
506,Schuld::N,гӏайиб,pec'hedigezh
507,Alter::N,гӏумру,oad
508,Schluss::N,ахир,diwezh
509,Zeit::N,заман,amzer
510,Tag::N,къо,deizh
511,Morgen::N,радалмех,beure
512,Morgen::N,радалмех,mintin
513,Mittag::N,къадемех,kreisteiz
514,Abend::N,релъедамех,abardaez
515,Nacht::N,сордо,noz
516,Woche::N,анкь,sizhun
517,Monat::N,моцӏ,miz
518,Jahr::N,сон,bloaz
519,Jahr::N,лъагӏел,bloaz
520,Frühling::N,их,nevezamzer
521,Sommer::N,рии,hañv
522,Herbst::N,хасалихълъи,diskaramzer
523,Winter::N,кьин,goañv
524,Januar::N,январь,Genver
525,Februar::N,февра́ль,C'hwevrer
526,März::N,март,Meurzh
527,April::N,апрель,Ebrel
528,Mai::N,май,Mae
529,Juni::N,июнь,Mezheven
530,Juli::N,июль,Gouhere
531,August::N,август,Eost
532,September::N,сентябрь,Gwengolo
533,Oktober::N,октябрь,Here
534,November::N,ноябрь,Du
535,Dezember::N,декабрь,Kerzu
536,Montag::N,итни,Lun
537,Dienstag::N,талат,Meurzh
538,Mittwoch::N,арбагӏ,Merc'her
539,Donnerstag::N,хамиз,Yaou
540,Freitag::N,рузман,Gwener
541,Samstag::N,щамат,Sadorn
542,Sonntag::N,гьатӏан,Sul
543,groß::A,кӏудияб,bras
544,klein::A,гьитӏинаб,bihan
545,lang::A,халатаб,hir
546,kurz::A,къокъаб,berr
547,breit::A,гӏебаб,ledan
548,schmal::A,къваридаб,strizh
549,dicht::A,ризаб,stank
550,dick[Gegenstand]::A,бицатаб,tev
551,dünn::A,тӏеренаб,moan
552,fein::A,тӏеренаб,munut
553,fest::A,къвакӏараб,start
554,flach::A,чӏепараб,plaen
555,glatt::A,цӏвакараб,lintr
556,glatt::A,цӏвакараб,levn
557,hart::A,кьварараб,kalet
558,weich::A,тамахаб,blot
559,rund::A,гургинаб,ront
560,spitz::A,бегӏераб,poentet
561,scharf::A,рекӏараб,dremm
562,stumpf::A,тӏехӏараб,talsoc'h
563,stumpf::A,рекӏинчӏеб,talsoc'h
564,schwer::A,бакӏаб,pounner
565,schön::A,берцинаб,kaer
566,heiß::A,лагьараб,tomm
567,warm::A,хинаб,tomm
568,kalt::A,квачараб,yen
569,kühl::A,квачараб,yen
570,frisch::A,цӏияб,fresk
571,feucht::A,рагьараб,gleb
572,nass::A,би́ччараб,gleb
573,trocken::A,бакъвараб,sec'h
574,leer::A,чӏобогояб,goullo
575,offen::A,рагьараб,digor
576,geschlossen::A,рахараб-къараб,serr
577,sauber::A,бацӏцӏадаб,naet
578,schmutzig::A,гъизараб,lous
579,roh::A,хамаб,kriz
580,roh::A,гӏатӏгояб,kriz
581,reif::A,барщараб,darev
582,lecker::A,тӏагӏамаб,lipous
583,lecker::A,тӏагӏамаб,saourus
584,süß::A,гьуинаб,dous
585,bitter::A,кьогӏаб,c'hwerv
586,sauer::A,цӏекӏаб,trenk
587,hell::A,канаб,sklaer
588,dunkel::A,бецӏаб,teñval
589,schwarz::A,чӏегӏераб,du
590,weiß::A,хъахӏаб,gwenn
591,rot::A,багӏараб,ruz
592,gelb::A,гӏобилаб,melen
593,gelb::A,тӏогьилаб,melen
594,blau::A,хъахӏилаб,glas
595,grün::A,гӏурччинаб,gwer
596,grau::A,накӏкӏуяб,louet
597,bunt::A,къвекӏаб,liesliv
598,bunt::A,чара-гъараб,liesliv
599,billig::A,учузаб,marc'had-mat
600,teuer::A,хири́яб,ker
601,wertvoll::A,къиматаб,prizius
602,blind::A,беццаб,dall
603,taub::A,гъугъаб,bouzar
604,kräftig::A,гучаб,start
605,stark::A,къуватаб,kreñv
606,schwach::A,гӏажизаб,gwan
607,fett::A,кьарияб,lard
608,schlank::A,чергесаб,sinkl
609,hübsch::A,гьайбатаб,koant
610,böse::A,ракӏквешаб,gwall
611,dumm::A,гьагаб,glep
612,dumm::A,гӏантаб,glep
613,faul::A,кӏохӏалаб,lezirek
614,faul::A,кӏухӏа́лаб,lezirek
615,fleißig::A,хӏаракатаб,studius
616,geizig::A,къарумаб,tost
617,klug::A,лумияб,speredek
618,geschickt::A,махщел бугев,dornet
619,lieb::A,гӏазизаб,koant
620,lustig::A,кепаб,laouen
621,sanft::A,хӏалимаб,flour
622,sanft::A,хӏере́наб,flour
623,hungrig::A,бакъараб,marnaon
624,krank::A,щокъаб,klañv
625,krank::A,унтараб,klañv
626,nackt::A,гӏицӏаб,noazh
627,nackt::A,чӏанкӏараб,noazh
628,traurig::A,пашманаб,trist
629,lebendig::A,чӏагояб,bev
630,gut::A,лъикӏаб,mad
631,schlecht::A,къадараб,fall
632,schlecht::A,къадараб,gwall
633,richtig::A,битӏараб,reizh
634,schlimm::A,нажасаб,gwall
635,schlimm::A,къабихӏаб,gwall
636,wahr::A,хӏакъаб,gwir
637,wahr::A,битӏараб,gwir
638,alt::A,басрияб,kozh
639,neu::A,цӏияб,nevez
640,ehemalig::A,цебе́госеб,kozh
641,alt[Lebewesen]::A,хераб,kozh
642,jung::A,тӏинчӏаб,yaouank
643,jung::A,гӏолохъанаб,yaouank
644,arm::A,пакъираб,paour
645,reich::A,бечедаб,pinvidik
646,bekannt::A,лъалеб,anavezet
647,berühmt::A,машгьураб,brudet
648,fremd::A,чияр,dizanav
649,verschieden::A,батӏи-батӏияб,disheñel
650,nah::A,гӏагарда бугеб,nes
651,fern::A,рикӏкӏадаб,diabell
652,linker::A,квегӏаб,kleiz
653,rechter::A,кваранаб,dehoù
654,anderer::A,батӏияб,all
655,erster::A,тӏоцебесеб,kentañ
656,zweiter::A,кӏиабилеб,eil
657,dritter::A,лъабабилеб,trede
658,letzter::A,ахирисеб,diwezhañ
659,allein::ADV,ялгъузго,e-unan
660,auf einmal::ADV,цихӏинтӏаго,ar un dro
661,zusammen::ADV,цойида,asambles
662,plötzlich::ADV,цойидасанго,en un taol
663,sofort::ADV,гьебсагӏат,diouzhtu
664,jetzt::ADV,гьанже,bremañ
665,heute::ADV,жакъа,hiziv
666,morgen::ADV,метер,arc'hoazh
667,bald::ADV,гьабсагӏаталъ,hepdale
668,dann::ADV,цинги,a-c'houde
669,gestern::ADV,сон,dec'h
670,einst::ADV,цин,gwechall
671,damals::ADV,гьебмехалъ,neuze
672,damals::ADV,гьебмехалда,neuze
673,danach::ADV,цинги,goude
674,danach::ADV,хадуса,goude
675,vorher::ADV,цебе,diagent
676,zuerst::ADV,тӏоцебе,da gentañ
677,einmal::ADV,цинцӏул,ur wech
678,einmal::ADV,цихӏин,ur wech
679,einmal::ADV,цоцӏул,ur wech
680,manchmal::ADV,олоцӏул,a-wechoù
681,oft::ADV,гӏемерго,alies
682,immer::ADV,кидаго,atav
683,immer::ADV,кидаго,bepred
684,niemals::ADV,киданиги,gwech ebet
685,hier::ADV,аниб,amañ
686,hierhin::ADV,анибехун,dre amañ
687,von hier::ADV,гьаниса,alemañ
688,dort::ADV,гьениб,aze
689,dort::ADV,гьениб,ahont
690,dorthin::ADV,гьадаба,di
691,dorthin::ADV,гьадаба,aze
692,dorthin::ADV,гьадаба,ahont
693,geradeaus::ADV,битӏутӏа,war-eeun
694,vorwärts::ADV,цебехун,war-raok
695,rückwärts::ADV,нахъ-нахъ,war-lerc'h
696,zurück::ADV,нахъе,war-dreñv
697,unten::ADV,ахакь,en traoñ
698,unten::ADV,гъоркь,en traoñ
699,hinab::ADV,эхебе,a-izel
700,oben::ADV,тӏад,en nec'h
701,oben::ADV,тӏадехун,en nec'h
702,hinauf::ADV,эхеде,e-krec'h
703,überall::ADV,кибго,dre-holl
704,ein wenig::ADV,дагьабго,un tammig
705,kaum::ADV,хӏалалъ,a-boan
706,sehr::ADV,кутакалда,-tre
707,sehr::ADV,кутакалда,-kenañ
708,so::ADV,гьедин,evel-se
709,noch::ADV,жеги,c'hoazh
710,nur::ADV,гӏӣцӏго,hepken
711,wieder::ADV,на́хъеги,adarre
712,vergebens::ADV,чӏалгӏаде,
713,vor::PRP,цебе,dirak
714,hinter::PRP,хадуса,a-drek
715,hinter::PRP,хадуса,a-dreñv
716,unter::PRP,ахакь,dindan
717,unter::PRP,гъоркь,dindan
718,neben::PRP,аскӏо,e-kichen
719,zwischen::PRP,гьоркьоб,etre
720,wegen::PRP,гьелда,abalamour da
721,dies::PRN,гьаб,hemañ
722,dies::PRN,гьеб,hemañ
723,das::PRN,доб,se
724,das::PRN,доб,hennezh
725,ich::PRN,дун,me
726,du::PRN,дуца,te
727,er::PRN,доб,eñ
728,wir::PRN,ниж,ni
729,ihr::PRN,нуж,c'hwi
730,sie::PRN,дол,int
731,sie::PRN,эл,int
732,was::FPRN,щиб,petra
733,wer::FPRN,щиб,piv
734,wo::FADV,киб,pelec'h
735,wo::FADV,кибехун,pelec'h
736,wohin::FADV,кибехун,da belec'h
737,wie::FADV,кин,penaos
738,warum::FADV,щай,perak
739,wieviel::FNUM,кигӏан,pet
740,eins::NUM,цо,unan
741,zwei::NUM,кӏиго,daou
742,drei::NUM,лъабго,tri
743,vier::NUM,ункъо,pevar
744,fünf::NUM,щуго,pemp
745,sechs::NUM,анлъго,c'hwec'h
