,Concept_ID,sq,ja
834,zwölf::NUM,dymbëdhjetë,十二
835,zwanzig::NUM,njëzet,二十
836,dreißig::NUM,tridhjetë,三十
837,vierzig::NUM,dyzet,四十
838,fünfzig::NUM,pesëdhjetë,五十
839,sechzig::NUM,gjashtëdhjetë,六十
840,siebzig::NUM,shtatëdhjetë,七十
841,achtzig::NUM,tetëdhjetë,八十
842,neunzig::NUM,nëntëdhjetë,九十
843,hundert::NUM,qind,百
844,tausend::NUM,mijë,千
845,und::CNJ,e,-と
846,und::CNJ,e,そして
847,und::CNJ,dhe,-と
848,und::CNJ,dhe,そして
849,oder::CNJ,a,或いは
850,oder::CNJ,apo,或いは
851,stehen::V,rri,立っている
852,sitzen::V,rri,座っている
853,liegen::V,rri shtrirë,横になっている
854,hängen::V,varem,掛かっている
855,werden::V,bëhem,なる
856,passieren::V,ndodh,起こる
857,beginnen::V,filloj,始まる
858,enden::V,përfundoj,終わる
859,wechseln::V,ndërroj,変わる
860,aufgehen[Sonne]::V,hapem,出る
861,untergehen[Sonne]::V,hyj,沈む
862,untergehen[Sonne]::V,perëndoj,沈む
863,scheinen[Sonne]::V,ndriçoj,輝く
864,donnern::V,gjëmoj,雷が鳴る
865,donnern::V,bubulloj,雷が鳴る
866,wehen::V,fryj,吹く
867,strömen::V,derdh,流れる
868,fließen::V,rrjedh,流れる
869,sich drehen::V,rrotullohem,回転する
870,schwanken::V,dyzoj,揺れる
871,schwingen::V,dridhem,振動する
872,fallen::V,bie,落ちる
873,brennen::V,digjem,燃える
874,rauchen::V,nxjerr tym,煙を出す
875,regnen::V,bie shi,雨が降る
876,gefrieren::V,ngrij,凍る
877,tauen::V,shkrij,溶ける
878,schmelzen::V,shkrij,溶ける
879,trocknen::V,thaj,乾く
880,sieden::V,ziej,沸く
881,faulen::V,kalbem,腐る
882,faulen::V,prishem,腐る
883,verfaulen::V,kalbem,朽ちる
884,reißen::V,grisem,切れる
885,reißen::V,shqyhem,切れる
886,versinken::V,humboj,沈む
887,vergehen::V,kaloj,経つ
888,erscheinen::V,dukem,現れる
889,verschwinden::V,zhdukem,消える
890,sinken::V,ulem,下がる
891,abnehmen::V,pakësohem,減る
892,abnehmen::V,zvogëlohem,減る
893,zunehmen::V,shtohem,増える
894,steigen::V,rritem,上がる
895,wachsen::V,rritem,伸びる
896,glänzen::V,vezulloj,輝く
897,funkeln::V,xixoj,ぴかぴか光る
898,funkeln::V,xixëlloj,ぴかぴか光る
899,lärmen::V,oshtij,騒ぐ
900,lärmen::V,zhurmoj,騒ぐ
901,läuten::V,bie,鳴る
902,klingeln::V,i bie ziles,鳴る
903,klirren::V,kërcëlloj,がらんがらんと鳴る
904,brausen::V,gjëmoj,逆巻く
905,rauschen::V,fëshfërij,戦ぐ
906,klingen::V,tingëlloj,鳴る
907,bellen::V,leh,吠える
908,heulen::V,ulërij,きゃんきゃん鳴く
909,blasen::V,fryj,吹く
910,pfeifen::V,fishkëllej,口笛を吹く
911,schreien::V,bërtas,叫ぶ
912,stöhnen::V,rënkoj,うめく
913,zittern::V,trembem,震える
914,leben::V,rroj,生きている
915,leben::V,jetoj,生きている
916,geboren werden::V,lind,生まれる
917,atmen::V,marr frymë,呼吸する
918,trinken::V,pi,飲む
919,essen::V,ha,食べる
920,schlucken::V,gëlltis,飲み込む
921,schlucken::V,kapërdij,飲み込む
922,müde werden::V,lodhem,眠くなる
923,einschlafen::V,bie të fle,寝付く
924,schlafen::V,fle,眠る
925,aufwachen::V,zgjohem,目が覚める
926,aufstehen::V,çohem,起きる
927,aufstehen::V,ngrihem,起きる
928,sich erholen::V,qetësohem,休養する
929,sich erholen::V,shtendosem,休養する
930,krank werden::V,bie i sëmurë,病気になる
931,krank sein::V,jam i sëmurë,病気である
932,schmerzen::V,dhemb,痛む
933,husten::V,kollitem,咳をする
934,genesen::V,shërohem,元気になる
935,sterben::V,vdes,死ぬ
936,sterben::V,vdes,亡くなる
937,umkommen::V,vdes,死亡する
938,umkommen::V,mbaroj,死亡する
939,sich bewegen::V,shkundem,移動する
940,sich rühren::V,lëviz,動く
941,sich erheben::V,ngrihem,立ち上がる
942,sich setzen::V,ulem,座る
943,hinfallen::V,gremisem,転ぶ
944,laufen::V,eci,歩く
945,schreiten::V,çapem,跨ぐ
946,spazierengehen::V,shëtis,散歩する
947,eilen::V,ngas,急ぐ
948,sich beeilen::V,nxitoj,焦る
949,sausen::V,eci shpejt,疾駆する
950,rennen::V,vrapoj,走る
951,springen::V,kërcej,跳ぶ
952,klettern::V,hipi,よじ登る
953,schaukeln::V,kolovitem,ぶらんこに乗る
954,kriechen::V,zvarritem,這う
955,schwimmen::V,notoj,泳ぐ
956,tauchen::V,zhytem,潜る
957,rudern::V,vozis,漕ぐ
958,fahren::V,shkoj,行く
959,fahren::V,shkoj,乗車する
960,fliegen::V,fluturoj,飛ぶ
961,gehen::V,eci,行く
962,gehen::V,shkoj,行く
963,weggehen::V,vete,立ち去る
964,abfahren::V,nisem,出発する
965,anhalten::V,ndalem,止まる
966,hineingehen::V,futem,入る
967,eintreten::V,hyj,中に入る
968,kommen::V,vij,来る
969,ankommen::V,arrij,着く
970,ankommen::V,arrij,到着する
971,ankommen::V,mbërrij,着く
972,ankommen::V,mbërrij,到着する
973,zurückkommen::V,kthehem,帰る
974,bleiben::V,mbetem,留まる
975,bleiben::V,qëndroj,留まる
976,warten::V,pres,待つ
977,erwarten::V,pres,期待する
978,suchen::V,kërkoj,探る
979,finden::V,gjej,見つける
980,versuchen::V,mundohem,試す
981,vorbereiten::V,përgatis,準備する
982,lieben::V,dashuroj,愛する
983,mögen::V,dua,好きである
984,lachen::V,qesh,笑う
985,rühren::V,mallëngjej,感情を動かす
986,weinen::V,qaj,泣く
987,schimpfen::V,shaj,叱る
988,sich ärgern::V,bëhem verem,怒る
989,sich ärgern::V,bëhem verem,腹を立てる
990,sich fürchten::V,kam frikë,怖がる
991,sich fürchten::V,frikësohem,怖がる
992,fürchten::V,kam frikë nga,恐れる
993,fliehen::V,arratisem,逃げる
994,flüchten::V,iki,逃亡する
995,sehen::V,shoh,見る
996,anschauen::V,shikoj,眺める
997,ansehen::V,shikoj,見る
998,hören::V,dëgjoj,聞く
999,zuhören::V,veshtoj,聴く
1000,probieren::V,provoj,食べてみる
1001,riechen::V,nuhas,気取る
1002,fühlen::V,ndiej,感じる
1003,scheinen::V,ndriçoj,ように見える
1004,zu sehen sein::V,dukem,見える
1005,vernehmen::V,dëgjoj,承る
1006,frieren::V,mërdhij,寒気がする
1007,tun::V,bëj,する
1008,können::V,mund,出来る
1009,wollen::V,dua,-たい
1010,wollen::V,dëshiroj,-たい
1011,anfangen::V,filloj,始める
1012,beenden::V,kryej,終える
1013,beenden::V,mbaroj,終える
1014,aufhören::V,pushoj,止める
1015,gelingen::V,më shkon mbarë,成功する
1016,geraten::V,del,当たる
1017,öffnen::V,hap,開く
1018,öffnen::V,hap,開ける
1019,schließen::V,mbyll,閉める
1020,stellen::V,vë,置く
1021,stellen::V,vë,据える
1022,setzen::V,vë,座らせる
1023,legen::V,vë,置く
1024,berühren::V,rrok,触る
1025,berühren::V,rrok,触れる
1026,verbinden::V,bashkoj,結びつける
1027,bedecken::V,mbuloj,覆う
1028,aufhängen::V,var,掛ける
1029,anzünden::V,ndez,燃やす
1030,anzünden::V,ndez,火をつける
1031,aufheben::V,ngre,拾う
1032,zurücklassen::V,lë pas,残す
1033,verlieren::V,humb,無くす
1034,fallen lassen::V,lëshoj,落とす
1035,machen::V,bëj,作る
1036,herstellen::V,prodhoj,製造する
1037,bauen::V,ndërtoj,建設する
1038,reparieren::V,ndreq,直す
1039,reparieren::V,ndreq,修理する
1040,reparieren::V,meremetoj,直す
1041,reparieren::V,meremetoj,修理する
1042,verbessern::V,përmirësoj,改良する
1043,ändern::V,ndërroj,変える
1044,graben::V,gërmoj,掘る
1045,beugen::V,kërrus,折る
1046,biegen::V,përkul,曲げる
1047,drehen::V,dredh,回す
1048,drehen::V,rrotulloj,回す
1049,wenden::V,kthej,裏返す
1050,umdrehen::V,kthej,裏返す
1051,heben::V,ngre,挙げる
1052,hochheben::V,ngre,持ち上げる
1053,ergreifen::V,rrëmbej,取り上げる
1054,halten::V,mbaj,持つ
1055,drücken::V,shtyp,押す
1056,schieben::V,shtyj,ずらす
1057,kratzen::V,kruaj,引っ掻く
1058,kratzen::V,gërvisht,引っ掻く
1059,lecken::V,lëpij,なめる
1060,beißen::V,kafshoj,噛む
1061,abreißen::V,shkëpus,剝ぎ取る
1062,abschneiden::V,cungoj,切り取る
1063,binden::V,lidh,縛る
1064,stecken::V,fus,差し込む
1065,stecken::V,ngul,差し込む
1066,brechen::V,thyej,破る
1067,klopfen::V,trokas,とんとん叩く
1068,hauen::V,godas,叩く
1069,kleben::V,ngjis,貼る
1070,kleben::V,ngjis,くっ付ける
1071,reiben::V,fërkoj,擦る
1072,streichen::V,lyej,塗る
1073,schleifen::V,mpreh,研ぐ
1074,schneiden::V,pres,切る
1075,rütteln::V,shkund,揺さぶる
1076,schütteln::V,lëkund,振る
1077,schütteln::V,lëkund,揺さぶる
1078,schwenken::V,valëvit,振る
1079,schütten::V,mbush,注ぐ
1080,füllen::V,mbush,いっぱいにする
1081,einwickeln::V,mbështjell,包む
1082,tragen::V,mbaj,運ぶ
1083,tragen::V,mbart,運ぶ
1084,schleppen::V,heq,引きずる
1085,schleppen::V,zhgërryej,引きずる
1086,ziehen::V,tërheq,引く
1087,aufbewahren::V,ruaj,預かる
1088,werfen::V,hedh,投げる
1089,fangen::V,kap,受ける
1090,packen::V,rrëmbej,掴む
1091,verstecken::V,fsheh,隠す
1092,teilen::V,ndaj,分ける
1093,schicken::V,dërgoj,送る
1094,bringen::V,sjell,持って行く
1095,hinzufügen::V,shtoj,加える
1096,bekommen::V,kap,得る
1097,erhalten::V,marr,受ける
1098,nehmen::V,marr,取る
1099,wählen::V,zgjedh,選ぶ
1100,auswählen::V,përzgjedh,選ぶ
1101,bewahren::V,ruaj,保存する
1102,behindern::V,pengoj,妨害する
1103,verderben::V,prish,台無しにする
1104,beschädigen::V,dëmtoj,損傷する
1105,zerbrechen::V,thyej,割る
1106,zerreißen::V,çjerr,引き裂く
1107,zerreißen::V,zheloj,引き裂く
1108,zerstören::V,prish,破壊する
1109,zerstören::V,shkatërroj,破壊する
1110,verbrennen::V,djeg,焼く
1111,geben::V,jap,上げる
1112,reichen::V,jap,渡す
1113,schenken::V,fal,贈る
1114,schenken::V,dhuroj,贈る
1115,versprechen::V,premtoj,約束する
1116,wünschen::V,uroj,望む
1117,loben::V,lëvdoj,褒める
1118,loben::V,lavdëroj,褒める
1119,küssen::V,puth,キスする
1120,wiegen::V,tund,揺する
1121,zudecken::V,mbuloj,覆う
1122,wecken::V,zgjoj,起こす
1123,zeigen::V,dëftej,見せる
1124,führen::V,çoj,案内する
1125,lehren::V,arsej,教える
1126,unterrichten::V,arsimoj,通知する
1127,aufziehen::V,rris,育てる
1128,leiten::V,udhëheq,導く
1129,antreiben::V,nxis,励ます
1130,lassen::V,detyroj,～させる
1131,einladen::V,ftoj,誘う
1132,einladen::V,ftoj,招待する
1133,vereinigen::V,bashkoj,一つにする
1134,besuchen::V,vizitoj,訪ねる
1135,treffen::V,ndesh,出会う
1136,sich versammeln::V,tubohem,集まる
1137,spielen::V,loz,遊ぶ
1138,spielen::V,luaj,遊ぶ
1139,singen::V,këndoj,歌う
1140,tanzen::V,kërcej,踊る
1141,tanzen::V,vallëzoj,踊る
1142,sich trennen::V,ndahem,別れる
1143,verlassen::V,braktis,別れる
1144,retten::V,shpëtoj,救う
1145,retten::V,shpëtoj,助ける
1146,bewachen::V,ruaj,見張る
1147,bewachen::V,ruaj,軽微する
1148,schützen::V,ruaj,保護する
1149,schützen::V,mbroj,保護する
1150,verteidigen::V,mbroj,守る
1151,sich schlagen::V,zihem,殴る
1152,schießen::V,shtie,撃つ
1153,siegen::V,fitoj,勝つ
1154,siegen::V,ngadhënjej,勝つ
1155,ärgern::V,zemëroj,怒らせる
1156,schlagen::V,rrah,殴る
1157,schlagen::V,godas,殴る
1158,treten::V,shtyj,蹴る
1159,treten::V,shtyj më këmbë,蹴る
1160,stechen::V,ther,突く
1161,stechen::V,shpoj,突く
1162,stoßen::V,shtyj,突く
1163,stehlen::V,vjedh,盗る
1164,stören::V,pengoj,構う
1165,belästigen::V,bezdis,邪魔する
1166,verbergen::V,fsheh,隠す
1167,täuschen::V,mashtroj,だます
1168,betrügen::V,kobis,だます
1169,töten::V,vras,殺す
1170,wohnen::V,banoj,住む
1171,arbeiten::V,punoj,働く
1172,arbeiten::V,vardoj,働く
1173,sammeln::V,mbledh,集める
1174,sammeln::V,mbledh,収集する
1175,sammeln::V,grumbulloj,集める
1176,sammeln::V,grumbulloj,収集する
1177,pflücken::V,vjel,摘む
1178,pflücken::V,mbledh,摘む
1179,jagen::V,gjuaj,狩りをする
1180,fischen::V,peshkoj,釣る
1181,fischen::V,gjuaj peshk,釣る
1182,fassen::V,zë,捕る
1183,hüten::V,kullos,放牧する
1184,treiben::V,vë përpara,追う
1185,anbinden::V,lidh,繋ぐ
1186,füttern::V,grazhdoj,餌をやる
1187,melken::V,mjel,搾乳する
1188,hacken::V,grij,刻む
1189,gießen::V,ujis,水をやる
1190,reifen::V,piqem,熟す
1191,zubereiten::V,gatuaj,調理する
1192,kochen::V,ziej,煮る
1193,backen::V,pjek,焼く
1194,backen::V,furroj,焼く
1195,braten::V,fërgoj,焼く
1196,braten::V,fërgoj,炒める
1197,braten::V,tiganis,焼く
1198,braten::V,tiganis,炒める
1199,umrühren::V,trazoj,混ぜる
1200,stricken::V,thur,編む
1201,nähen::V,qep,縫う
1202,färben::V,ngjyej,染める
1203,färben::V,bojatis,染める
1204,reinigen::V,qëroj,掃除する
1205,reinigen::V,pastroj,掃除する
1206,waschen::V,laj,洗う
1207,waschen::V,laj,洗濯する
1208,waschen::V,finjos,洗う
1209,waschen::V,finjos,洗濯する
1210,abwischen::V,fshij,拭く
1211,spülen::V,kulloj,洗う
1212,spülen::V,kulloj,すすぐ
1213,fegen::V,fshij,掃除する
1214,kehren::V,fshij,掃く
1215,baden::V,lahem,入浴する
1216,sich waschen::V,lahem,洗う
1217,ausziehen::V,heq,脱ぐ
1218,ausziehen::V,zbath,脱ぐ
1219,anziehen::V,vesh,着る
1220,anziehen::V,mbath,着る
1221,sich anziehen::V,vishem,着る
1222,kämmen::V,kreh,梳く
1223,schmücken::V,hijeshoj,飾る
1224,sagen::V,them,言う
1225,sprechen::V,flas,話す
1226,reden::V,fjalos,話す
1227,reden::V,fjalëtoj,話す
1228,sich unterhalten::V,bisedoj,話をする
1229,fragen::V,pyes,聞く
1230,bitten::V,lus,頼む
1231,bitten::V,lus,お願いする
1232,bitten::V,lutem,頼む
1233,bitten::V,lutem,お願いする
1234,erzählen::V,rrëfej,物語る
1235,mitteilen::V,kumtoj,伝える
1236,nennen::V,quaj,名づける
1237,rufen::V,thërras,呼ぶ
1238,prahlen::V,mburrem,自慢する
1239,prahlen::V,kapardisem,自慢する
1240,übersetzen::V,përkthej,訳す
1241,denken::V,mendoj,考える
1242,glauben::V,besoj,信じる
1243,bemerken::V,vërej,気が付く
1244,erkennen::V,njoh,認識する
1245,erkennen::V,shquaj,認識する
1246,begreifen::V,marr vesh,分かる
1247,verstehen::V,marr vesh,聞き取る
1248,lernen::V,mësoj,学ぶ
1249,lernen::V,mësoj,勉強する
1250,wissen::V,di,知っている
1251,sich erinnern an::V,kujtoj,思い出す
1252,vergessen::V,harroj,忘れる
1253,messen::V,mas,計る
1254,messen::V,mas,測定する
1255,zählen::V,njeh,数える
1256,rechnen::V,llogaris,計算する
1257,lesen::V,lexoj,読む
1258,lesen::V,këndoj,読む
1259,malen::V,lyej,描く
1260,zeichnen::V,vizatoj,写生する
1261,schreiben::V,shkruaj,書く
1262,besitzen::V,kam,所持する
1263,kaufen::V,blej,買う
1264,verkaufen::V,shes,売る
1265,bezahlen::V,paguaj,払う
1266,zahlen::V,paguaj,支払う
1267,beherrschen::V,zotëroj,支配する
1268,ertragen::V,duroj,耐える
