,Concept_ID,ps,sl
139,Rinde::N,پوستکی,skórja
140,Ast::N,ښاخ,véja
141,Zweig::N,څانګه,véja
142,Blatt::N,پاڼه,líst
143,Birke::N,توس,bréza
144,Kiefer[Baum]::N,نښتر,bòr
145,Weide[Baum]::N,وله,vŕba
146,Tanne::N,ناجو,hója
147,Horn::N,ښکر,róg
148,Feder::N,بڼکه,peró
149,Fell::N,پوستکی,kŕzno
150,Flügel::N,وزر,krílo
151,Klaue::N,پنجه,párkelj
152,Klaue::N,منګول,párkelj
153,Kralle::N,پنجه,krémpelj
154,Kralle::N,منګول,krémpelj
155,Schwanz::N,لکۍ,rèp
156,Ei::N,وۍ,jájce
157,Ei::N,هګۍ,jájce
158,Nest::N,جاله,gnézdo
159,Bau::N,کاز,brlòg
160,Tier::N,ژوی,živál
161,Tier::N,حیوان,živál
162,Herde::N,رمه,čréda
163,Herde::N,غېله,čréda
164,Kuh::N,غوا,kráva
165,Bulle::N,غوئی,bìk
166,Pferd::N,آس,kònj
167,Schaf::N,پسه,ôvca
168,Schwein::N,سرکوزی,svínja
169,Hund::N,سپی,pès
170,Katze::N,پشه,máčka
171,Bär::N,خرس,mêdved
172,Eichhörnchen::N,خړ لمی,véverica
173,Elch::N,ګوزن,lós
174,Fuchs::N,سپلم,lisíca
175,Hase::N,سوی,zájec
176,Maus::N,مږک,mìš
177,Wolf::N,لېوه,vólk
178,Vogel::N,مرغه,ptìč
179,Vogel::N,مرغه,ptíca
180,Schwarm::N,سېل,játa
181,Huhn::N,چرګه,kokóš
182,Hahn::N,چرګ,petêlin
183,Gans::N,بته,gós
184,Adler::N,عقاب,ôrel
185,Ente::N,ایلۍ,ráca
186,Eule::N,ګونګی,sôva
187,Kranich::N,کلنګ,žerjàv
188,Krähe::N,کارغه,vrána
189,Kuckuck::N,فاخته,kúkavica
190,Schwan::N,قو,labód
191,Fisch::N,کب,ríba
192,Fisch::N,ماهی,ríba
193,Schlange[Tier]::N,مار,káča
194,Wurm::N,چینجی,čr̀v
195,Wurm::N,چینجی,glísta
196,Spinne::N,غڼه,pájek
197,Spinne::N,تارکښ,pájek
198,Ameise::N,مېږی,mrávlja
199,Laus::N,سپږه,úš
200,Mücke::N,ماشی,komár
201,Fliege::N,مچ,múha
202,Schmetterling::N,پتنګ,metúlj
203,Beere::N,مېوۍ,jágoda
204,Apfel::N,مڼه,jábolko
205,Pilz::N,خرېړی,góba
206,Zwiebel::N,پیاز,čebúla
207,Saat::N,تخم,séme
208,Korn::N,تخم,zŕno
209,Korn::N,دانه,zŕno
210,Heu::N,بوس,senó
211,Heu::N,پروړه,senó
212,Schale::N,پوستکی,lupína
213,Grube::N,کنده,jáma
214,Falle::N,دام,pást
215,Falle::N,لومه,pást
216,Schlinge::N,کړۍ,zánka
217,Schlinge::N,کړۍ,pêtlja
218,Spur::N,نښه,sléd
219,Asche::N,آس,pepél
220,Asche::N,ایره,pepél
221,Dreck::N,ناپاکي,bláto
222,Eisen::N,اوسپنه,želézo
223,Gold::N,سره زر,zlató
224,Silber::N,نقره,srebró
225,Silber::N,سپین زر,srebró
226,Kohle::N,سکور,ógel
227,Kohle::N,سکاره,ógel
228,Glas::N,ښيښه,stêklo
229,Lehm::N,خټه,ílo
230,Sand::N,شګه,pések
231,Mensch::N,انسان,člôvek
232,Mann::N,سړی,móž
233,Mann::N,سړی,môški
234,Mann::N,نارینه,móž
235,Mann::N,نارینه,môški
236,Frau::N,ښځه,gospá
237,Frau::N,ښځه,žénska
238,Kind::N,بچی,déte
239,Kind::N,بچی,otròk
240,Kind::N,ماشوم,déte
241,Kind::N,ماشوم,otròk
242,Junge::N,هلک,fànt
243,Junge::N,هلک,déček
244,Mädchen::N,نجلۍ,deklè
245,Mädchen::N,نجلۍ,déklica
246,Familie::N,کورنۍ,družína
247,Großvater::N,بابا,dèd
248,Großvater::N,بابا,dédek
249,Großmutter::N,انا,bábica
250,Eltern::N,مور او پلار,stárši
251,Vater::N,پلار,ôče
252,Mutter::N,مور,máma
253,Sohn::N,زوی,sín
254,Tochter::N,لور,hčí
255,Tochter::N,لور,hčérka
256,Bruder::N,ورور,bràt
257,Schwester::N,خور,sêstra
258,Onkel::N,تره,újec
259,Onkel::N,تره,stríc
260,Onkel::N,ماما,újec
261,Onkel::N,ماما,stríc
262,Tante::N,خاله,têta
263,Tante::N,خاله,strína
264,Ehemann::N,مېړه,móž
265,Ehemann::N,مېړه,sopróg
266,Ehefrau::N,مېرمن,žêna
267,Ehefrau::N,مېرمن,sopróga
268,Freude::N,خوشحالي,rádost
269,Freude::N,خوشحالي,vesêlje
270,Gelächter::N,خندا,sméh
271,Gelächter::N,خندا,grohòt
272,Glück::N,بخت,sréča
273,Kummer::N,غم,gorjé
274,Wunsch::N,هيله,žêlja
275,Wunsch::N,غوښتنه,žêlja
276,Lust::N,شوق,poželênje
277,Lust::N,مینه,poželênje
278,Geist::N,روح,dúša
279,Gedanke::N,فکر,mísel
280,Gedächtnis::N,یاد,pámet
281,Gedächtnis::N,حافظه,pámet
282,Verstand::N,عقل,
283,Verstand::N,شعور,
284,Sinn::N,معنی,pomèn
285,Sinn::N,معنی,smísel
286,Grund::N,علت,vzròk
287,Grund::N,اساس,vzròk
288,Wahrheit::N,حقیقت,resníca
289,Gespräch::N,مرکه,pogóvor
290,Gespräch::N,خبرې اترې,pogóvor
291,Märchen::N,افسانه,právljica
292,Erzählung::N,قصه,povést
293,Erzählung::N,کیسه,povést
294,Nachricht::N,خبر,sporočílo
295,Neuigkeit::N,نوی خبر,novóst
296,Name::N,نوم,imé
297,Rätsel::N,کیسۍ,ugánka
298,Rätsel::N,چیستان,ugánka
299,Rede::N,وینا,góvor
300,Sprache::N,ژبه,jêzik
301,Stimme::N,غږ,glás
302,Stimme::N,اواز,glás
303,Wort::N,لغت,beséda
304,Wort::N,کلمه,beséda
305,Zeichen::N,نښه,znák
306,Zeichen::N,اشاره,znák
307,Ruf::N,ږغ,klíc
308,Ruf::N,بلنه,klíc
309,Lärm::N,غالمغال,hrúp
310,Lärm::N,غالمغال,trúšč
311,Laut::N,ږغ,glás
312,Ton::N,اواز,tón
313,Lied::N,غزله,pésem
314,Lied::N,سندره,pésem
315,Ruhe::N,ارامي,pokòj
316,Leute::N,خلک,ljudjé
317,Volk::N,ولس,národ
318,Arbeit::N,کار,délo
319,Gast::N,مېلمه,gòst
320,Geschenk::N,تحفه,darílo
321,Geschenk::N,سوغات,darílo
322,Spiel::N,لوبه,ígra
323,Gesellschaft::N,ډله,drúžba
324,Hilfe::N,کومک,pomóč
325,Hilfe::N,مرسته,pomóč
326,Freund::N,ملګری,prijátelj
327,Kamerad::N,انډيوال,továriš
328,Angelegenheit::N,موضوع,zadéva
329,Anzahl::N,شمېر,števílo
330,Anzahl::N,تعداد,števílo
331,Art::N,ډول,vŕsta
332,Stück::N,ټوټه,kós
333,Teil::N,برخه,dél
334,Hälfte::N,نیم,polovíca
335,Kreis::N,دایره,króg
336,Kreis::N,دایره,kolobár
337,Kreuz::N,صلیب,kríž
338,Linie::N,خط,próga
339,Linie::N,لیکه,próga
340,Strich::N,کرښه,čŕta
341,Abstand::N,فاصله,preslédek
342,Entfernung::N,واټن,oddáljenost
343,Gegend::N,سیمه,kràj
344,Gegend::N,سیمه,dežêla
345,Gegend::N,منطقه,kràj
346,Gegend::N,منطقه,dežêla
347,Platz::N,ځای,prôstor
348,Ort::N,ځای,mésto
349,Seite::N,مخ,bòk
350,Seite::N,مخ,strán
351,Seite::N,اړخ,bòk
352,Seite::N,اړخ,strán
353,Mitte::N,وسط,sredína
354,Mitte::N,مینځ,sredína
355,Gegenstand::N,شی,prédmet
356,Sache::N,شی,réč
357,Sache::N,شی,stvár
358,Sache::N,څيز,réč
359,Sache::N,څيز,stvár
360,Rand::N,څنډه,kràj
361,Rand::N,کناره,kràj
362,Kante::N,اړخ,rób
363,Ecke::N,ګوټ,vogál
364,Spitze::N,څوکه,óst
365,Ende::N,څوکه,kônec
366,Loch::N,سوری,lúknja
367,Winkel::N,کنج,kót
368,Winkel::N,کوتی,kót
369,Muster::N,نمونه,vzórec
370,Größe::N,قد,veličína
371,Größe::N,لويوالی,veličína
372,Länge::N,طول,dolžína
373,Länge::N,اوږد والی,dolžína
374,Höhe::N,جګوالی,vršína
375,Gewicht::N,وزن,téža
376,Menge::N,اندازه,količína
377,Haufen::N,کوټه,kùp
378,Haufen::N,کوټه,kopíca
379,Reihe::N,صف,níz
380,Reihe::N,صف,vŕsta
381,Reihe::N,کتار,níz
382,Reihe::N,کتار,vŕsta
383,Boot::N,قايق,čóln
384,Ruder::N,چپه,vêslo
385,Schlitten::N,ښویېدونی,saní
386,Ski::N,سکي,smučí
387,Lagerfeuer::N,اور,táborni ôgenj
388,Last::N,بار,tôvor
389,Last::N,پېټی,tôvor
390,Gang::N,تګ,hòd
391,Schritt::N,ګام,korák
392,Norden::N,شمال,séver
393,Süden::N,سوېل,júg
394,Westen::N,لوېدېځ,zapàd
395,Osten::N,شرق,vzhòd
396,Osten::N,ختیځ,vzhòd
397,Holz::N,لرګی,lés
398,Brett::N,تخته,deskà
399,Platte::N,تخته,plôča
400,Stütze::N,تکیوان,opóra
401,Stütze::N,تکیوان,zaslómba
402,Stange::N,ډاګه,gréd
403,Stock::N,لرګی,pálica
404,Stab::N,چيخله,pálica
405,Rohr::N,نل,cév
406,Haus::N,کور,híša
407,Heim::N,کور,dóm
408,Ofen::N,تودنۍ,péč
409,Fußboden::N,غولی,pòd
410,Tisch::N,مېز,míza
411,Stuhl::N,چوکۍ,stòl
412,Wiege::N,زانګو,zíbel
413,Bett::N,کټ,póstelja
414,Bett::N,چپرکټ,póstelja
415,Regal::N,تاخچۍ,políca
416,Kiste::N,صندوق,zabòj
417,Fenster::N,کړکۍ,ôkno
418,Tür::N,دروازه,vráta
419,Tor::N,دروازه,velíka vráta
420,Zaun::N,کټاره,ográja
421,Dach::N,بام,stréha
422,Leiter::N,زينه,léstev
423,Besen::N,جارو,mêtla
424,Spaten::N,یوم,lopáta
425,Schaufel::N,بېلچه,lopáta
426,Gabel::N,پنجه,vílice
427,Löffel::N,کاشوغه,žlíca
428,Messer::N,چاقو,nòž
429,Nagel::N,ميخ,žebèlj
430,Netz::N,جال,mréža
431,Haken::N,څنګک,kljúka
432,Griff::N,لاستی,ročáj
433,Griff::N,لاستی,oprijèm
434,Schloss::N,کلپ,ključávnica
435,Bild::N,رسم,slíka
436,Figur::N,قدوقامت,figúra
437,Figur::N,قدوقامت,postáva
438,Puppe::N,ګوډۍ,lútka
439,Beutel::N,کڅوړه,môšnja
440,Bündel::N,دسته,cúla
441,Bündel::N,دسته,svéženj
442,Tasche::N,بکس,tórba
443,Tasche::N,بکس,tobôlec
444,Tasche::N,توبره,tórba
445,Tasche::N,توبره,tobôlec
446,Eimer::N,سطل,vêdro
447,Deckel::N,سرپوښ,pokròv
448,Deckel::N,سرپوښ,poklópec
449,Geschirr::N,لوښی,posóda
450,Sack::N,جوال,vréča
451,Tasse::N,پیاله,skodélica
452,Topf::N,دېګی,lônec
453,Kessel::N,دېګ,kôtel
454,Essen::N,خوراک,hrána
455,Nahrung::N,خوراک,živílo
456,Speise::N,خواړه,jéd
457,Fleisch::N,غوښه,mesó
458,Getreide::N,غله,žíto
459,Brei::N,اوګره,káša
460,Brot::N,ډوډۍ,krùh
461,Scheibe::N,مړۍ,réženj
462,Fett::N,غوړي,mást
463,Fett::N,غوړي,maščôba
464,Butter::N,کوچ,máslo
465,Öl::N,تېل,ólje
466,Salz::N,مالګه,sól
467,Suppe::N,شوربا,júha
468,Honig::N,شات,méd
469,Milch::N,شوده,mléko
470,Tee::N,چای,čáj
471,Leder::N,څرمن,úsnje
472,Wolle::N,پشم,vólna
473,Stoff::N,ټوټه,blagó
474,Nadel::N,ستن,ígla
475,Faden::N,تار,nít
476,Knopf::N,تڼۍ,gúmb
477,Knopf::N,تکمه,gúmb
478,Knoten::N,غوټه,vôzel
479,Farbe::N,رنګ,bárva
480,Kleidung::N,کالي,obléka
481,Hemd::N,کميس,srájca
482,Kragen::N,غاړه,ovrátnik
483,Ärmel::N,لستوڼی,rokáv
484,Hose::N,پطلون,hláče
485,Gürtel::N,کمربند,pás
486,Mütze::N,خولۍ,kápa
487,Mütze::N,خولۍ,čépica
488,Schuh::N,بوټ,čévelj
489,Stiefel::N,موزه,škórenj
490,Ring::N,ګوته,pŕstan
491,Band::N,فيته,trák
492,Kamm::N,ګمنځ,glavník
493,Spiegel::N,ایینه,zrcálo
494,Spiegel::N,ایینه,ogledálo
495,Spiegel::N,هنداره,zrcálo
496,Spiegel::N,هنداره,ogledálo
497,Riemen::N,تسمه,jêrmen
498,Schnur::N,مزی,vŕvca
499,Leine::N,رسۍ,konôpec
500,Decke::N,بړستن,odéja
501,Kissen::N,بالښت,blazína
502,Tuch::N,ټیکری,pŕt
503,Tuch::N,ټیکری,rúta
504,Handtuch::N,دسمال,brisáča
505,Kraft::N,زور,síla
506,Kraft::N,توان,síla
507,Stärke::N,قوت,jákost
508,Gesundheit::N,صحت,zdrávje
509,Gesundheit::N,روغتیا,zdrávje
510,Krankheit::N,مرض,bolézen
511,Krankheit::N,ناروغي,bolézen
512,Schmerz::N,درد,ból
513,Schmerz::N,درد,bolečína
514,Wunde::N,ټپ,rána
515,Wunde::N,زخم,rána
516,Fieber::N,تبه,vročína
517,Arznei::N,دوا,lék
518,Arznei::N,دوا,zdravílo
519,Arznei::N,دارو,lék
520,Arznei::N,دارو,zdravílo
521,Brücke::N,پول,móst
522,Brunnen::N,څاه,vodnják
523,Brunnen::N,کوهی,vodnják
524,Weide::N,وله,páša
525,Pfad::N,تړه,stezà
526,Weg::N,لیار,pót
527,Straße::N,سړک,césta
528,Dorf::N,کلی,vás
529,Stadt::N,ښار,mésto
530,Brief::N,لیک,písmo
531,Brief::N,مکتوب,písmo
532,Buch::N,کتاب,knjíga
533,Buchstabe::N,حرف,čŕka
534,Buchstabe::N,توری,čŕka
535,Zeitung::N,اخبار,čásnik
536,Leben::N,ژوند,življênje
537,Tod::N,مرګ,smŕt
538,Tod::N,مړینه,smŕt
539,Grab::N,قبر,gròb
540,Grab::N,ډورۍ,gròb
541,Kirche::N,کلیسا,cérkev
542,Sünde::N,ګناه,gréh
543,Gott::N,خدای,bóg
544,Arbeiter::N,کاریګر,délavec
545,Chef::N,آمر,šéf
546,Meister::N,استاد,mójster
547,Arzt::N,طبیب,zdravník
548,Arzt::N,ډاکټر,zdravník
549,Lehrer::N,معلم,učítelj
550,Lehrer::N,ښوونکی,učítelj
551,Geld::N,پیسې,denár
552,Geschäft::N,سوداګري,kupčíja
553,Laden::N,دکان,trgovína
554,Laden::N,مغازه,trgovína
555,Preis::N,بیه,céna
556,Ware::N,مال,róba
557,Nutzen::N,ګټه,príd
558,Reichtum::N,شتمني,bogástvo
559,Welt::N,نړۍ,svét
560,Welt::N,دنیا,svét
561,Land::N,هېواد,dežêla
562,Staat::N,دولت,držáva
563,König::N,باچا,králj
564,König::N,پادشاه,králj
565,Macht::N,قدرت,oblást
566,Grenze::N,حد,mêja
567,Grenze::N,سرحد,mêja
568,Krieg::N,جګړه,vôjna
569,Feind::N,دښمن,sovrážnik
570,Gewalt::N,زور,nasílje
571,Gewalt::N,تشدد,nasílje
572,Kampf::N,جنګ,bòj
573,Kampf::N,جنګ,bórba
574,Kampf::N,مبارزه,bòj
575,Kampf::N,مبارزه,bórba
576,Bogen[Waffe]::N,لیندۍ,lók
577,Pfeil::N,غشی,puščíca
578,Gewehr::N,ټوپک,púška
579,Fehler::N,خطا,zmóta
580,Fehler::N,غلطي,zmóta
581,Lüge::N,دروغ,láž
582,Schaden::N,زیان,okvára
583,Schaden::N,تاوان,okvára
584,Unglück::N,بدبختي,nesréča
585,Schuld::N,ګناه,krívda
586,Alter::N,منګ,dôba
587,Schluss::N,اخر,kônec
588,Zeit::N,وخت,čàs
589,Tag::N,ورځ,dán
590,Morgen::N,سبا,jútro
591,Morgen::N,سهار,jútro
592,Mittag::N,غرمه,póldan
593,Abend::N,ماښام,večér
594,Nacht::N,شپه,nóč
595,Woche::N,اونۍ,téden
596,Monat::N,مياشت,mésec
597,Jahr::N,کال,léto
598,Frühling::N,پسرلی,pomlád
599,Sommer::N,دوبی,polétje
600,Herbst::N,منی,jesén
601,Herbst::N,خزان,jesén
602,Winter::N,ژمی,zíma
603,Januar::N,جنوري,jánuar
604,Februar::N,فبروري,fébruar
605,März::N,مارچ,márec
606,April::N,اپریل,apríl
607,Mai::N,مې,máj
608,Juni::N,جون,júnij
609,Juli::N,جولای,júlij
610,August::N,اګست,avgúst
611,September::N,سپټامبر,septêmber
612,Oktober::N,اکتوبر,október
613,November::N,نومبر,novêmber
614,Dezember::N,دسمبر,decémber
615,Montag::N,دوشنبه,ponedéljek
616,Dienstag::N,سه شنبه,tôrek
617,Mittwoch::N,چارشنبه,sréda
618,Donnerstag::N,پنجشنبه,četŕtek
619,Freitag::N,جمعه,pétek
620,Samstag::N,خالي,sobóta
621,Sonntag::N,یکشنبه,nedélja
622,groß::A,لوی,vêlik
623,klein::A,وړوکی,májhen
624,lang::A,اوړد,dólg
625,kurz::A,لنډ,krátek
626,breit::A,پراخه,širòk
627,schmal::A,تنګ,ózek
628,dicht::A,ګڼ,góst
629,dick[Gegenstand]::A,پنډ,dêbel
630,dünn::A,نری,tánek
631,fein::A,نازک,drôben
632,fest::A,کلک,tŕden
633,fest::A,ټینګ,tŕden
634,flach::A,هوار,plán
635,flach::A,هوار,plòsk
636,glatt::A,ښوی,gládek
637,hart::A,کلک,tŕd
638,weich::A,نرم,mehák
639,weich::A,پوست,mehák
640,rund::A,ګرد,okrógel
641,spitz::A,تېره,šílast
642,scharf::A,تېز,óster
643,scharf::A,تېره,óster
644,stumpf::A,پڅ,tóp
645,stumpf::A,پڅ,skŕhan
646,schwer::A,دروند,têžek
647,schön::A,ښکلی,lép
648,schön::A,ښکلی,krásen
649,heiß::A,تود,vròč
650,warm::A,تود,tôpel
651,kalt::A,ېخ,mŕzel
652,kalt::A,ېخ,hláden
653,kalt::A,سوړ,mŕzel
654,kalt::A,سوړ,hláden
655,kühl::A,ېخ,hláden
656,kühl::A,سوړ,hláden
657,frisch::A,تازه,svéž
658,feucht::A,مرطوب,vlážen
659,nass::A,لوند,móker
660,trocken::A,وچ,súh
661,voll::A,ډک,póln
662,leer::A,خالی,prázen
663,offen::A,خلاص,odpŕt
664,offen::A,پرانیستی,odpŕt
665,geschlossen::A,تړلی,zapŕt
666,sauber::A,پاک,číst
667,sauber::A,پاک,líčen
668,schmutzig::A,چټل,umázan
669,roh::A,خام,suròv
670,reif::A,پوخ,zrèl
671,reif::A,رسېدلی,zrèl
672,lecker::A,خوندور,okúsen
673,lecker::A,مزه دار,okúsen
674,süß::A,خوږ,sládek
675,süß::A,شیرین,sládek
676,bitter::A,تریخ,grenák
677,sauer::A,ټاک,kísel
678,sauer::A,تريو,kísel
679,hell::A,روڼ,svetèl
680,hell::A,روښان,svetèl
681,dunkel::A,تیاره,temèn
682,schwarz::A,تور,čŕn
683,weiß::A,سپين,bél
684,rot::A,سور,rdèč
685,gelb::A,زېړ,žólt
686,gelb::A,زېړ,rumèn
687,blau::A,شین,móder
688,blau::A,اسماني رنګه,móder
689,grün::A,زرغون,zelèn
690,grau::A,خړ,sív
691,bunt::A,رنګارنګ,písan
692,billig::A,ارزان,pocéni
693,teuer::A,ګران,drág
694,wertvoll::A,قیمتي,dragocén
695,blind::A,ړوند,slép
696,taub::A,کوڼ,glúh
697,kräftig::A,قوی,močán
698,stark::A,قوی,ják
699,stark::A,تکړه,ják
700,schwach::A,ضعیف,šíbek
701,schwach::A,کمزوری,šíbek
702,fett::A,چاغ,dêbel
703,schlank::A,خوش اندام,vítek
704,hübsch::A,ښکلی,lép
705,hübsch::A,ښایسته,lép
706,böse::A,شریر,zèl
707,böse::A,شریر,hudôben
708,böse::A,قهرناک,zèl
709,böse::A,قهرناک,hudôben
710,dumm::A,احمق,glúp
711,dumm::A,احمق,bédast
712,faul::A,لټ,lén
713,faul::A,تنبل,lén
714,fleißig::A,زحمت کښ,marljív
715,geizig::A,بخیل,škŕt
716,klug::A,عاقل,pámeten
717,klug::A,هوښیار,pámeten
718,geschickt::A,ماهر,spréten
719,lieb::A,عزیز,míl
720,lieb::A,عزیز,ljúb
721,lieb::A,محبوب,míl
722,lieb::A,محبوب,ljúb
723,lustig::A,خوشحال,vesél
724,sanft::A,پوست,láhek
725,sanft::A,ملایم,láhek
726,hungrig::A,وږی,láčen
727,krank::A,مريض,bolán
728,krank::A,ناروغ,bolán
729,nackt::A,لوڅ,nág
730,traurig::A,غمجن,túžen
731,lebendig::A,ژوندی,žív
732,gut::A,ښه,dóber
733,schlecht::A,بد,malopríden
734,schlecht::A,خراب,malopríden
735,richtig::A,سم,pravílen
736,richtig::A,صحیح,pravílen
737,schlimm::A,بد,húd
738,schlimm::A,مخوف,húd
739,wahr::A,واقعي,resníčen
740,alt::A,زوړ,stàr
741,neu::A,نوی,nòv
742,ehemalig::A,پخوانی,nekdánji
743,alt[Lebewesen]::A,زوړ,stàr
744,jung::A,ځوان,mlád
745,arm::A,غریب,ubóg
746,arm::A,غریب,réven
747,arm::A,بې وزله,ubóg
748,arm::A,بې وزله,réven
749,reich::A,شتمن,bogàt
750,reich::A,دولتمند,bogàt
751,bekannt::A,اشنا,znán
752,berühmt::A,مشهور,sláven
753,berühmt::A,مشهور,znamenít
754,fremd::A,پردی,túj
755,fremd::A,بېګانه,túj
756,verschieden::A,مختلف,razlíčen
757,nah::A,نژدې,blížnji
758,fern::A,لیری,dáleč
759,linker::A,چپ,lévi
760,linker::A,کیڼ,lévi
761,rechter::A,ښی,désni
762,anderer::A,بل,drúgi
763,erster::A,لومړی,pŕvi
764,zweiter::A,دوهم,drúgi
765,dritter::A,درېم,trétji
766,letzter::A,آخرنی,poslédnji
767,letzter::A,وروستی,poslédnji
768,allein::ADV,یوازې,sám
769,auf einmal::ADV,په یوه وخت کی,obênem
770,zusammen::ADV,یو ځای,skúpaj
771,lange::ADV,ډېر وخت,dólgo
772,lange::ADV,ډېره موده,dólgo
773,plötzlich::ADV,ناببره,náglo
774,plötzlich::ADV,ناببره,nenádoma
775,plötzlich::ADV,یوناڅاپه,náglo
776,plötzlich::ADV,یوناڅاپه,nenádoma
777,sofort::ADV,فوراً,prècej
778,sofort::ADV,سمدلاسه,prècej
779,später::ADV,وروسته,poznêje
780,jetzt::ADV,اوس,zdàj
781,heute::ADV,نن,dánes
782,morgen::ADV,سبا,jútri
783,bald::ADV,ژر,kmálu
784,dann::ADV,پس,nató
785,dann::ADV,وروسته,nató
