,Concept_ID,ka,la
214,Zwiebel::N,ხახვი,cepa
215,Saat::N,თესლი,seges
216,Korn::N,მარცვალი,granum
217,Heu::N,თივა,faenum
218,Schale::N,ჩენჩო,putamen
219,Grube::N,ორმო,fovea
220,Falle::N,ხაფანგი,pedica
221,Schlinge::N,მახე,laqueus
222,Spur::N,კვალი,vestigium
223,Asche::N,ფერფლი,cinis
224,Dreck::N,ტალახი,lutum
225,Dreck::N,სიბინძურე,lutum
226,Eisen::N,რკინა,ferrum
227,Gold::N,ოქრო,aurum
228,Silber::N,ვერცხლი,argentum
229,Kohle::N,ნახშირი,carbo
230,Glas::N,მინა,vitrum
231,Lehm::N,თიხა,lutum
232,Sand::N,ქვიშა,arena
233,Mensch::N,ადამიანი,homo
234,Mann::N,კაცი,vir
235,Frau::N,ქალი,mulier
236,Kind::N,ბავშვი,puer
237,Kind::N,ბავშვი,infans
238,Junge::N,ვაჟი,puer
239,Mädchen::N,გოგო,puella
240,Familie::N,ოჯახი,familia
241,Großvater::N,პაპა,avus
242,Großvater::N,ბაბუა,avus
243,Großmutter::N,ბებია,avia
244,Großmutter::N,დიდედა,avia
245,Eltern::N,მშობლები,parentes
246,Vater::N,მამა,pater
247,Mutter::N,დედა,mater
248,Sohn::N,ვაჟიშვილი,filius
249,Tochter::N,ქალიშვილი,filia
250,Bruder::N,ძმა,frater
251,Schwester::N,და,soror
252,Onkel::N,ბიძა,patruus
253,Onkel::N,ბიძა,avunculus
254,Tante::N,დეიდა,amita
255,Tante::N,მამიდა,amita
256,Ehemann::N,ქმარი,maritus
257,Ehefrau::N,ცოლი,uxor
258,Freude::N,სიხარული,gaudium
259,Freude::N,სიხარული,laetitia
260,Gelächter::N,სიცილი,risus
261,Glück::N,ბედნიერება,felicitas
262,Kummer::N,მწუხარება,aegritudo
263,Wunsch::N,წადილი,voluntas
264,Wunsch::N,წადილი,desiderium
265,Wunsch::N,სურვილი,voluntas
266,Wunsch::N,სურვილი,desiderium
267,Lust::N,წადილი,libido
268,Lust::N,წადილი,voluptas
269,Geist::N,სული,mens
270,Geist::N,სული,animus
271,Gedanke::N,ფიქრი,sententia
272,Gedächtnis::N,მეხსიერება,memoria
273,Verstand::N,ჭკუა,ratio
274,Verstand::N,ჭკუა,ingenium
275,Verstand::N,გონება,ratio
276,Verstand::N,გონება,ingenium
277,Sinn::N,მნიშვნელობა,sensus
278,Grund::N,მიზეზი,causa
279,Wahrheit::N,სიმართლე,veritas
280,Wahrheit::N,ჭეშმარიტება,veritas
281,Gespräch::N,ბაასი,sermo
282,Gespräch::N,საუბარი,sermo
283,Märchen::N,არაკი,fabula
284,Märchen::N,ზღაპარი,fabula
285,Erzählung::N,თქმულება,fabula
286,Erzählung::N,თქმულება,narratio
287,Nachricht::N,ცნობა,nuntius
288,Nachricht::N,ამბავი,nuntius
289,Neuigkeit::N,სიახლე,novitas
290,Name::N,სახელი,nomen
291,Rätsel::N,გამოცანა,aenigma
292,Rede::N,სიტყვა,oratio
293,Sprache::N,ენა,lingua
294,Stimme::N,ხმა,vox
295,Wort::N,სიტყვა,verbum
296,Wort::N,სიტყვა,vocabulum
297,Zeichen::N,ნიშანი,signum
298,Ruf::N,ძახილი,clamor
299,Lärm::N,ხმაური,strepitus
300,Laut::N,ხმა,sonus
301,Laut::N,ბგერა,sonus
302,Ton::N,ტონი,sonus
303,Lied::N,სიმღერა,carmen
304,Ruhe::N,სიწყნარე,quies
305,Leute::N,ადამიანები,homines
306,Volk::N,ერი,populus
307,Volk::N,ხალხი,populus
308,Arbeit::N,მუშაობა,labor
309,Gast::N,სტუმარი,hospes
310,Gast::N,სტუმარი,conviva
311,Geschenk::N,საჩუქარი,munus
312,Spiel::N,თამაში,ludus
313,Gesellschaft::N,საზოგადოება,societas
314,Hilfe::N,შველა,auxilium
315,Hilfe::N,შველა,subsidium
316,Hilfe::N,დახმარება,auxilium
317,Hilfe::N,დახმარება,subsidium
318,Freund::N,მეგობარი,amicus
319,Kamerad::N,ამხანაგი,socius
320,Angelegenheit::N,საქმე,res
321,Anzahl::N,ოდენობა,numerus
322,Art::N,სახეობა,genus
323,Stück::N,ნატეხი,frustum
324,Stück::N,ნატეხი,fragmentum
325,Teil::N,წილი,pars
326,Hälfte::N,ნახევარი,dimidium
327,Kreis::N,წრე,orbis
328,Kreis::N,წრე,circus
329,Kreuz::N,ჯვარი,crux
330,Linie::N,ხაზი,linea
331,Strich::N,შტრიხი,lineamentum
332,Abstand::N,მანძილი,intervallum
333,Entfernung::N,სიშორე,spatium
334,Gegend::N,არე,loca
335,Gegend::N,არე,regio
336,Gegend::N,მხარე,loca
337,Gegend::N,მხარე,regio
338,Platz::N,ფართობი,locus
339,Ort::N,ადგილი,locus
340,Seite::N,მხარე,latus
341,Mitte::N,შუა,medium
342,Gegenstand::N,საგანი,res
343,Sache::N,ნივთი,res
344,Rand::N,კიდე,margo
345,Kante::N,ნაწიბული,angulus
346,Ecke::N,კუთხე,angulus
347,Spitze::N,წვეტი,cacumen
348,Ende::N,ბოლო,caput
349,Loch::N,ხვრელი,foramen
350,Winkel::N,კუთხე,angulus
351,Muster::N,მოხატულობა,exemplum
352,Größe::N,ზომა,magnitudo
353,Größe::N,სიდიდე,magnitudo
354,Länge::N,სიგრძე,longitudo
355,Höhe::N,სიმაღლე,altitudo
356,Gewicht::N,წონა,pondus
357,Menge::N,რაოდენობა,copia
358,Haufen::N,გროვა,acervus
359,Reihe::N,რიგი,ordo
360,Reihe::N,წყება,ordo
361,Boot::N,გემი,navicula
362,Ruder::N,ხოფი,remus
363,Ruder::N,ნიჩაბი,remus
364,Schlitten::N,მარხილი,sclodia
365,Ski::N,თხილამური,narta
366,Lagerfeuer::N,კოცონი,ignis
367,Last::N,ტვირთი,onus
368,Gang::N,სვლა,cursus
369,Schritt::N,ბიჯი,gradus
370,Norden::N,ჩრდილოეთი,septentriones
371,Süden::N,სამხრეთი,meridies
372,Westen::N,დასავლეთი,occidens
373,Osten::N,აღმოსავლეთი,oriens
374,Holz::N,ხე,lignum
375,Brett::N,დაფა,tabula
376,Brett::N,ფიცარი,tabula
377,Platte::N,თლილი ქვა,lamina
378,Stütze::N,საყრდენი,adminiculum
379,Stange::N,ჭოკი,pertica
380,Stock::N,კეტი,baculum
381,Stab::N,ლატანი,scipio
382,Rohr::N,მილაკი,tubus
383,Haus::N,სახლი,aedes
384,Heim::N,ოჯახის კერა,domicilium
385,Ofen::N,ღუმელი,fornax
386,Fußboden::N,იატაკი,solum
387,Tisch::N,სუფრა,mensa
388,Tisch::N,მაგიდა,mensa
389,Stuhl::N,სკამი,sella
390,Wiege::N,აკვანი,cunae
391,Bett::N,საწოლი,lectus
392,Bett::N,სარეცელი,lectus
393,Regal::N,თაროები,foruli
394,Kiste::N,ყუთი,cista
395,Kiste::N,სკივრი,cista
396,Fenster::N,ფანჯარა,fenestra
397,Fenster::N,სარკმელი,fenestra
398,Tür::N,ბჭე,ianua
399,Tür::N,კარი,ianua
400,Tor::N,ჭიშკარი,porta
401,Zaun::N,ღობე,saepes
402,Zaun::N,გალავანი,saepes
403,Dach::N,სახურავი,tectum
404,Leiter::N,კიბე,scalae
405,Besen::N,ცოცხი,scopae
406,Spaten::N,ნიჩაბი,pala
407,Schaufel::N,ბარი,pala
408,Gabel::N,ჩანგალი,fuscinula
409,Löffel::N,კოვზი,coclear
410,Messer::N,დანა,culter
411,Nagel::N,ლურსმანი,clavus
412,Netz::N,ბადე,rete
413,Haken::N,კავი,hamus
414,Haken::N,კაუჭი,hamus
415,Griff::N,ტარი,manubrium
416,Schloss::N,კლიტე,claustra
417,Schloss::N,საკეტი,claustra
418,Bild::N,სურათი,tabula
419,Bild::N,სურათი,pictura
420,Figur::N,ფიგურა,statunculum
421,Puppe::N,თოჯინა,pupa
422,Beutel::N,პარკი,sacculus
423,Bündel::N,გალა,fascis
424,Bündel::N,ასხმა,fascis
425,Tasche::N,ჩანთა,sacculus
426,Eimer::N,ჩამჩა,situla
427,Deckel::N,ხუფი,operculum
428,Deckel::N,სარქველი,operculum
429,Geschirr::N,ჭურჭელი,vasa
430,Sack::N,ტომარა,saccus
431,Tasse::N,ფინჯანი,pocillum
432,Topf::N,ქოთანი,olla
433,Kessel::N,ქვაბი,aenum
434,Essen::N,ჭამა,cena
435,Nahrung::N,საზრდო,cibus
436,Nahrung::N,საზრდო,alimenta
437,Nahrung::N,საკვები,cibus
438,Nahrung::N,საკვები,alimenta
439,Speise::N,საჭმელი,cibus
440,Fleisch::N,ხორცი,caro
441,Getreide::N,მარცვლოვანი,frumentum
442,Brei::N,ფაფა,puls
443,Brot::N,პური,panis
444,Scheibe::N,ნაჭერი,frustum
445,Fett::N,ქონი,pingue
446,Fett::N,ცხიმი,pingue
447,Butter::N,კარაქი,butȳrum
448,Öl::N,ზეთი,oleum
449,Salz::N,მარილი,sal
450,Suppe::N,სუფი,ius
451,Honig::N,თაფლი,mel
452,Milch::N,რძე,lac
453,Tee::N,ჩაი,thea
454,Leder::N,ტყავი,corium
455,Wolle::N,მატყლი,lana
456,Stoff::N,ქსოვილი,textum
457,Nadel::N,ნემსი,acus
458,Faden::N,ძაფი,filum
459,Faden::N,მკედი,filum
460,Knopf::N,ღილი,bulla
461,Knoten::N,ნასკვი,nodus
462,Farbe::N,საღებავი,pigmentum
463,Kleidung::N,ტანსაცმელი,vestimenta
464,Hemd::N,ხალათი,tunica
465,Hemd::N,პერანგი,tunica
466,Kragen::N,საყელო,collare
467,Ärmel::N,სახელო,manica
468,Hose::N,შარვალი,bracae
469,Gürtel::N,ქამარი,cingulum
470,Mütze::N,ქუდი,pilleus
471,Schuh::N,ფეხსაცმელი,calceus
472,Stiefel::N,ჩექმა,pero
473,Stiefel::N,ჩექმა,caliga
474,Ring::N,ბეჭედი,anulus
475,Band::N,ბაფთი,redimiculum
476,Kamm::N,სავარცხელი,pecten
477,Spiegel::N,სარკე,speculum
478,Riemen::N,ღვედი,lorum
479,Schnur::N,ლარი,linum
480,Leine::N,ჯაჭვი,retinaculum
481,Decke::N,საბანი,lodix
482,Kissen::N,ბალიში,pulvinus
483,Tuch::N,მაუდი,velum
484,Tuch::N,თავშალი,velum
485,Handtuch::N,ხელსახოცი,mantele
486,Kraft::N,ძალა,vis
487,Stärke::N,ღონე,robur
488,Gesundheit::N,ჯანმრთელობა,valetudo
489,Krankheit::N,სენი,morbus
490,Krankheit::N,ავადმყოფობა,morbus
491,Schmerz::N,ტკივილი,dolor
492,Wunde::N,იარი,vulnus
493,Wunde::N,ჭრილობა,vulnus
494,Fieber::N,ციება,febris
495,Arznei::N,წამალი,remedium
496,Brücke::N,ხიდი,pons
497,Brunnen::N,ჭა,puteus
498,Weide::N,საძოვარი,pascua
499,Pfad::N,ბილიკი,semita
500,Weg::N,გზა,iter
501,Straße::N,შარაგზა,via
502,Dorf::N,დაბა,vicus
503,Dorf::N,სოფელი,vicus
504,Stadt::N,ქალაქი,urbs
505,Stadt::N,ქალაქი,oppidum
506,Brief::N,წერილი,epistula
507,Buch::N,წიგნი,liber
508,Buchstabe::N,ასო,littera
509,Zeitung::N,გაზეთი,diurnum
510,Leben::N,სიცოცხლე,vita
511,Tod::N,სიკვდილი,mors
512,Grab::N,სამარე,sepulcrum
513,Grab::N,საფლავი,sepulcrum
514,Kirche::N,ეკლესია,ecclesia
515,Sünde::N,ცოდვა,peccatum
516,Gott::N,ღმერთი,deus
517,Arbeiter::N,მუშა,operarius
518,Chef::N,გამგე,praefectus
519,Meister::N,ოსტატი,magister
520,Arzt::N,ექიმი,medicus
521,Arzt::N,მკურნალი,medicus
522,Lehrer::N,მასწავლებელი,magister
523,Geld::N,ფული,aes
524,Geld::N,ფული,pecunia
525,Geschäft::N,საქმე,negotium
526,Geschäft::N,ბიზნესი,negotium
527,Laden::N,დუქანი,taberna
528,Laden::N,მაღაზია,taberna
529,Preis::N,ფასი,pretium
530,Ware::N,საქონელი,merx
531,Nutzen::N,ხეირი,utilitas
532,Reichtum::N,სიმდიდრე,opes
533,Reichtum::N,სიმდიდრე,divitiae
534,Welt::N,მსოფლიო,mundus
535,Land::N,მხარე,terra
536,Land::N,ქვეყანა,terra
537,Staat::N,სახელმწიფო,res publica
538,König::N,მეფე,rex
539,Macht::N,ძლიერება,potestas
540,Grenze::N,ზღვარი,limes
541,Krieg::N,ომი,bellum
542,Feind::N,მტერი,inimicus
543,Gewalt::N,სისასტიკე,vis
544,Kampf::N,ბრძოლა,pugna
545,Bogen[Waffe]::N,მშვილდი,arcus
546,Pfeil::N,ისარი,sagitta
547,Pfeil::N,მახვილი,sagitta
548,Gewehr::N,თოფი,sclopetum
549,Gewehr::N,შაშხანა,sclopetum
550,Fehler::N,შეცდომა,error
551,Lüge::N,სიცრუე,mendacium
552,Schaden::N,ვნება,damnum
553,Schaden::N,ვნება,detrimentum
554,Unglück::N,ხიფათი,miseria
555,Unglück::N,ხიფათი,calamitas
556,Unglück::N,უბედურება,miseria
557,Unglück::N,უბედურება,calamitas
558,Schuld::N,ბრალი,culpa
559,Alter::N,ასაკი,aetas
560,Schluss::N,ბოლო,finis
561,Schluss::N,დასასრული,finis
562,Zeit::N,დრო,tempus
563,Tag::N,დღე,dies
564,Morgen::N,დილა,mane
565,Mittag::N,შუადღე,meridies
566,Abend::N,საღამო,vesper
567,Nacht::N,ღამე,nox
568,Woche::N,კვირა,septimana
569,Monat::N,თვე,mensis
570,Jahr::N,წელი,annus
571,Frühling::N,გაზაფხული,ver
572,Sommer::N,ზაფხული,aestas
573,Herbst::N,შემოდგომა,autumnus
574,Winter::N,ზამთარი,hiems
575,Januar::N,იანვარი,Ianuarius
576,Februar::N,თებერვალი,Februarius
577,März::N,მარტი,Martius
578,April::N,აპრილი,Aprilis
579,Mai::N,მაისი,Maius
580,Juni::N,ივნისი,Iunius
581,Juli::N,ივლისი,Iulius
582,August::N,აგვისტო,Augustus
583,September::N,სექტემბერი,September
584,Oktober::N,ოქტომბერი,Octobris
585,November::N,ნოემბერი,Novembris
586,Dezember::N,დეკემბერი,December
587,Montag::N,ორშაბათი,dies lunae
588,Dienstag::N,სამშაბათი,dies Martis 
589,Mittwoch::N,ოთხშაბათი,dies Mercurii
590,Donnerstag::N,ხუთშაბათი,dies Iovis
591,Freitag::N,პარასკევი,dies Veneris
592,Samstag::N,შაბათი,dies Saturni
593,Sonntag::N,კვირა,dominicus
594,Sonntag::N,კვირა,dies solis
595,groß::A,დიდი,magnus
596,klein::A,მცირე,parvus
597,klein::A,პატარა,parvus
598,lang::A,გრძელი,longus
599,kurz::A,მოკლე,brevis
600,breit::A,ფართო,latus
601,breit::A,განიერი,latus
602,schmal::A,ვიწრო,angustus
603,schmal::A,წვრილი,angustus
604,dicht::A,მჭიდრო,densus
605,dick[Gegenstand]::A,სქელი,crassus
606,dünn::A,წვრილი,tenuis
607,fein::A,თხელი,subtilis
608,fest::A,მყარი,solidus
609,fest::A,მყარი,stabilis
610,flach::A,ბრტყელი,planus
611,glatt::A,გლუ,levis
612,hart::A,მაგარი,durus
613,weich::A,რბილი,mollis
614,rund::A,მრგვალი,rotundus
615,spitz::A,წვეტიანი,acutus
616,scharf::A,მჭრელი,acer
617,stumpf::A,ბლაგვი,hebes
618,schwer::A,მძიმე,gravis
619,schön::A,ლამაზი,pulcher
620,schön::A,ლამაზი,formosus
621,heiß::A,ცხელი,fervidus
622,warm::A,თბილი,calidus
623,kalt::A,ცივი,frigidus
624,kühl::A,გრილი,frigidus
625,frisch::A,სუფთა,recens
626,feucht::A,ნოტიო,umidus
627,nass::A,სველი,madidus
628,trocken::A,მშრალი,aridus
629,voll::A,სავსე,plenus
630,leer::A,ცარიელი,vacuus
631,offen::A,ღია,apertus
632,offen::A,გაშლილი,apertus
633,geschlossen::A,დახურული,clausus
634,sauber::A,სუფთა,lautus
635,sauber::A,წმინდა,lautus
636,schmutzig::A,ტალახიანი,sordidus
637,roh::A,უმი,crudus
638,reif::A,მწიფე,maturus
639,lecker::A,გემრიელი,delicatus
640,süß::A,ტკბილი,dulcis
641,bitter::A,მწარე,amarus
642,bitter::A,მწარე,acerbus
643,sauer::A,მჟავე,acidus
644,hell::A,ნათელი,clarus
645,dunkel::A,ბნელი,obscurus
646,schwarz::A,შავი,niger
647,weiß::A,თეთრი,albus
648,rot::A,წითელი,ruber
649,gelb::A,ყვითელი,flavus
650,blau::A,ლურჯი,caeruleus
651,blau::A,ცისფერი,caeruleus
652,grün::A,მწვანე,viridis
653,grau::A,რუხი,canus
654,grau::A,ნაცრისფერი,canus
655,bunt::A,ჭრელი,varius
656,bunt::A,ფერადი,varius
657,billig::A,იაფი,vilis
658,teuer::A,ძვირი,carus
659,wertvoll::A,ღირსიანი,pretiosus
660,blind::A,ბრმა,caecus
661,taub::A,ყრუ,surdus
662,kräftig::A,ძალავანი,robustus
663,stark::A,ძლიერი,firmus
664,stark::A,ძლიერი,validus
665,stark::A,ღონიერი,firmus
666,stark::A,ღონიერი,validus
667,schwach::A,სუსტი,debilis
668,schwach::A,სუსტი,infirmus
669,fett::A,სქელი,crassus
670,schlank::A,გამხდარი,procerus
671,hübsch::A,ეშხიანი,pulcher
672,hübsch::A,მშვენიერი,pulcher
673,böse::A,ავი,improbus
674,böse::A,ბოროტი,improbus
675,dumm::A,ბოთე,stultus
676,dumm::A,ბოთე,stupidus
677,dumm::A,სულელი,stultus
678,dumm::A,სულელი,stupidus
679,faul::A,ზანტი,piger
680,faul::A,ზარმაცი,piger
681,fleißig::A,ბეჯითი,sedulus
682,fleißig::A,მუყაითი,sedulus
683,geizig::A,ძუნწი,avarus
684,klug::A,ჭკვიანი,prudens
685,geschickt::A,მარჯვე,sollers
686,geschickt::A,გაწაფული,sollers
687,lieb::A,სატრფიალო,carus
688,lustig::A,მხიარული,iocosus
689,sanft::A,ალერსიანი,clemens
690,sanft::A,გრძნობიერი,clemens
691,hungrig::A,მშიერი,impastus
692,krank::A,სნეული,aeger
693,krank::A,ავადმყოფი,aeger
694,nackt::A,ტიტველი,nudus
695,traurig::A,მწუხარე,maestus
696,traurig::A,სევდიანი,maestus
697,lebendig::A,ცოცხალი,vivus
698,gut::A,კარგი,bonus
699,schlecht::A,უხეირო,malus
700,richtig::A,ნამდვილი,rectus
701,schlimm::A,ცუდი,malus
702,wahr::A,სწორი,verus
703,wahr::A,ჭეშმარიტი,verus
704,alt::A,ძველი,antiquus
705,neu::A,ახალი,novus
706,ehemalig::A,ყოფილი,pristinus
707,alt[Lebewesen]::A,ბებერი,vetus
708,jung::A,ნორჩი,iuvenis
709,jung::A,ახალგაზრდა,iuvenis
710,arm::A,ღარიბი,pauper
711,reich::A,მდიდარი,dives
712,bekannt::A,ცნობილი,notus
713,berühmt::A,გამოჩენილი,celeber
714,berühmt::A,გამოჩენილი,illustris
715,fremd::A,უცხო,peregrinus
716,fremd::A,გარეშე,peregrinus
717,verschieden::A,სხვაგვარი,varius
718,nah::A,ახლო,propinquus
719,fern::A,შორი,longinquus
720,fern::A,შორეული,longinquus
721,linker::A,მარცხენა,sinister
722,rechter::A,მარჯვენა,dexter
723,anderer::A,სხვა,alius
724,erster::A,პირველი,primus
725,zweiter::A,მეორე,secundus
726,dritter::A,მესამე,tertius
727,letzter::A,ბოლო,ultimus
728,letzter::A,უკანასკნელი,ultimus
729,allein::ADV,მარტო,solum
730,auf einmal::ADV,ერთდროულად,simul
731,zusammen::ADV,ერთად,una
732,lange::ADV,დიდხანს,diu
733,plötzlich::ADV,მოულოდნელად,subito
734,plötzlich::ADV,მოულოდნელად,repente
735,sofort::ADV,ახლავე,statim
736,später::ADV,მოგვიანებით,postea
737,jetzt::ADV,ახლა,nunc
738,heute::ADV,დღეს,hodie
739,morgen::ADV,ხვალ,cras
740,bald::ADV,მალე,mox
741,dann::ADV,მერე,deinde
