,Concept_ID,he,myv
801,neunzig::NUM,תשעים,вейксэньгемень
802,hundert::NUM,מאה,сядо
803,tausend::NUM,אלף,тыща
804,und::CNJ,ו,ды
805,oder::CNJ,או,или
806,stehen::V,עמד,аштемс стядо
807,sitzen::V,ישב,аштемс озадо
808,liegen::V,שכב,мадезь аштемс
809,hängen::V,היה תלוי,нурьгемс
810,werden::V,הפך ל,арамс
811,passieren::V,קרה,лисэмс
812,beginnen::V,התחיל,ушодомс
813,enden::V,הסתים,лоткамс
814,wechseln::V,השתנה,полавтнемс
815,aufgehen[Sonne]::V,זרח,лисемс
816,aufgehen[Sonne]::V,זרח,стямс
817,untergehen[Sonne]::V,שקע,валгомс
818,scheinen[Sonne]::V,בהק,валдомтомс
819,donnern::V,רעם,цярномс
820,donnern::V,רעם,галдордомс
821,wehen::V,נשב,пувамс
822,strömen::V,זרם,чудемс
823,fließen::V,זרם,чудемс
824,sich drehen::V,הסתובב,велямс
825,schwanken::V,התנודד,лыкамс
826,schwanken::V,התנודד,якамс
827,schwingen::V,התנענע,нурсемс
828,schwingen::V,התנענע,лыкамс
829,fallen::V,נפל,прамс
830,fallen::V,נפל,сяворемс
831,brennen::V,בער,паломс
832,rauchen::V,עשן,качадомс
833,regnen::V,ירד גשם,пиземс
834,gefrieren::V,קפא,кельмемс
835,tauen::V,נמס,соламс
836,schmelzen::V,התיך,соламс
837,trocknen::V,התיבש,коськемс
838,sieden::V,רתח,лакамс
839,sieden::V,רתח,пиксемс
840,faulen::V,רקב,наксадомс
841,verfaulen::V,רקב,наксадомс
842,reißen::V,נקרע,сезневемс
843,versinken::V,טבע,ваямс
844,vergehen::V,עבר,ютамс
845,erscheinen::V,נגלה,лисемс
846,erscheinen::V,הופיע,лисемс
847,verschwinden::V,נעלם,ёмамс
848,sinken::V,ירד,явамс
849,abnehmen::V,הפחית,киремемс
850,zunehmen::V,רבה,ламолгадомс
851,zunehmen::V,רבה,раштамс
852,steigen::V,עלה,куземс
853,steigen::V,עלה,кепсевемс
854,wachsen::V,גדל,касомс
855,glänzen::V,נצץ,цитнемс
856,glänzen::V,בהק,цитнемс
857,funkeln::V,נצנץ,пиндолдомс
858,funkeln::V,נצנץ,цивтёрдомс
859,lärmen::V,רעש,шалномс
860,läuten::V,צלצל,гайгезевемс
861,klingeln::V,צלצל,чавомс баягас
862,klirren::V,קרקש,калдордомс
863,klirren::V,קרקש,кальцяемс
864,brausen::V,געש,лакамс
865,rauschen::V,רשרש,лажномс
866,klingen::V,נשמע,гайгемс
867,bellen::V,נבח,онгомс
868,heulen::V,ילל,урномс
869,blasen::V,נשף,пувамс
870,pfeifen::V,שרק,вешкемс
871,schreien::V,צעק,пижнемс
872,stöhnen::V,נאנק,кувсемс
873,zittern::V,רעד,тарномс
874,leben::V,חי,эрямс
875,geboren werden::V,נולד,чачомс
876,atmen::V,נשם,лексемс
877,trinken::V,שתה,симемс
878,essen::V,אכל,ярсамс
879,schlucken::V,בלע,нилемс
880,schlucken::V,בלע,порнемс
881,müde werden::V,התעיף,сиземс
882,einschlafen::V,נרדם,матедевемс
883,schlafen::V,ישן,удомс
884,aufwachen::V,התעורר,сыргоземс
885,aufstehen::V,קם,стямс
886,sich erholen::V,נפש,оймсемс
887,krank werden::V,חלה,сэредезевемс
888,krank sein::V,היה חולה,сэредемс
889,schmerzen::V,כאב,сэредемс
890,husten::V,השתעל,козомс
891,genesen::V,הבריא,пичкамс
892,sterben::V,מת,куломс
893,umkommen::V,נספה,чавовомс
894,umkommen::V,נספה,ёмамс
895,sich bewegen::V,נע,шаштомс
896,sich rühren::V,זז,сыргамс
897,sich erheben::V,קם,куземс
898,sich setzen::V,התישב,озамс
899,hinfallen::V,נפל,прамс
900,hinfallen::V,נפל,сяворемс
901,laufen::V,הלך ברגל,якамс
902,schreiten::V,פסע,эскелямс
903,schreiten::V,פסע,молемс
904,spazierengehen::V,טיל,якамс
905,eilen::V,אץ,эрзкалемс
906,eilen::V,אץ,капшамс
907,eilen::V,מהר,эрзкалемс
908,eilen::V,מהר,капшамс
909,sich beeilen::V,מהר,капшамс
910,sausen::V,אץ,ливтямс
911,rennen::V,רץ,чийнемс
912,rennen::V,רץ,ардтнемс
913,springen::V,קפץ,кирнявтнемс
914,klettern::V,טפס,куземс
915,schaukeln::V,התנדנד,нурямс
916,kriechen::V,זחל,ёзмолдомс
917,schwimmen::V,שחה,уемс
918,tauchen::V,צלל,чопавтомс
919,tauchen::V,צלל,чопавтнемс
920,rudern::V,חתר,миледемс
921,fahren::V,נסע,ардомс
922,fliegen::V,עף,ливтямс
923,gehen::V,הלך,туемс
924,gehen::V,הלך,молемс
925,weggehen::V,עזב,туемс
926,abfahren::V,יצא,туемс
927,anhalten::V,עצר,лоткамс
928,hineingehen::V,נכנס,совамс
929,eintreten::V,נכנס,совамс
930,eintreten::V,נכנס,эскельдямс
931,kommen::V,בא,самс
932,ankommen::V,הגיע,самс
933,ankommen::V,הגיע,пачкодемс
934,zurückkommen::V,שב,велявтомс
935,zurückkommen::V,חזר,велявтомс
936,bleiben::V,נשאר,кадовомс
937,warten::V,חכה,учомс
938,warten::V,המתין,учомс
939,erwarten::V,צפה,учомс
940,suchen::V,חפש,вешнемс
941,finden::V,מצא,муемс
942,versuchen::V,נסה,варштамс
943,vorbereiten::V,הכין,анокстамс
944,lieben::V,אהב,вечкемс
945,mögen::V,אהב,вечкемс
946,lachen::V,צחק,пейдемс
947,rühren::V,נגע ללב,токамс седейс
948,weinen::V,בכה,авардемс
949,schimpfen::V,גער,сёвномс
950,sich ärgern::V,זעם,кежиявтнемс
951,sich ärgern::V,כעס,кежиявтнемс
952,sich fürchten::V,פחד,пелемс
953,sich fürchten::V,חשש,пелемс
954,fürchten::V,פחד מ,пелемс
955,fürchten::V,חשש מ,пелемс
956,fliehen::V,ברח,оргодемс
957,flüchten::V,נמלט,ворьгодемс
958,flüchten::V,נמלט,чадомс
959,sehen::V,ראה,неемс
960,anschauen::V,הביט,ваномс
961,ansehen::V,התבונן,ваномс
962,hören::V,שמע,марямс
963,zuhören::V,הקשיב,кунсоломс
964,probieren::V,נסה,варшамс
965,riechen::V,הריח,никсемс
966,fühlen::V,חש,марямс
967,scheinen::V,נדמה,марявомс
968,zu sehen sein::V,נראה,неявомс
969,vernehmen::V,נודע ל,марямс
970,frieren::V,קר ל,кельмемс
971,tun::V,פעל,теемс
972,können::V,יכל,маштомс
973,wollen::V,רצה,бажамс
974,anfangen::V,התחיל,кармамс
975,beenden::V,גמר,прядомс
976,aufhören::V,סים,лоткамс
977,gelingen::V,הצליח,удаламс
978,geraten::V,עלה,лисемс
979,öffnen::V,פתח,панжомс
980,schließen::V,סגר,пекстамс
981,schließen::V,סגר,сёлгомс
982,schließen::V,סגר,конямс
983,stellen::V,העמיד,аравтомс
984,setzen::V,הושיב,ойсевтемс
985,setzen::V,הושיב,озавтнемс
986,legen::V,שם,путомс
987,berühren::V,נגע,токамс
988,verbinden::V,קשר,содомс
989,bedecken::V,כסה,вельтямс
990,aufhängen::V,תלה,понгавтомс
991,anzünden::V,הצית,кирвастемс
992,aufheben::V,אסף,кепедемс
993,zurücklassen::V,השאיר,кадомс
994,verlieren::V,אבד,ёмавтомс
995,fallen lassen::V,שמט,правтомс
996,fallen lassen::V,הפיל,правтомс
997,machen::V,עשה,теемс
998,herstellen::V,יצר,анокстамс
999,bauen::V,בנה,путомс
1000,reparieren::V,תקן,витемс
1001,verbessern::V,שפר,паролгавтомс
1002,verbessern::V,שפר,вадрялгавтомс
1003,ändern::V,שנה,полавтомс
1004,graben::V,חפר,чувомс
1005,graben::V,חפר,таргамс
1006,beugen::V,כפף,мендемс
1007,biegen::V,כופף,комавтомс
1008,drehen::V,סובב,чаравтомс
1009,drehen::V,סובב,велявтнемс
1010,wenden::V,הפך,велявтомс
1011,umdrehen::V,סובב,велявтомс
1012,heben::V,הרים,кепедемс
1013,hochheben::V,הרים,кепедемс
1014,ergreifen::V,אחז,кундамс
1015,halten::V,החזיק,кирдемс
1016,drücken::V,לחץ,нуемс
1017,schieben::V,הזיז,шаштомс
1018,kratzen::V,שרט,ангордамс
1019,kratzen::V,שפשף,ангордамс
1020,lecken::V,לקק,нолсемс
1021,beißen::V,נשך,сускомс
1022,abreißen::V,קרע,сеземс
1023,abschneiden::V,חתך,печкемс
1024,binden::V,קשר,кодамс
1025,binden::V,קשר,сюлмамс
1026,stecken::V,תקע,сялгомс
1027,brechen::V,שבר,синдемс
1028,brechen::V,שבר,калавтомс
1029,klopfen::V,נקש,калтаямс
1030,hauen::V,הכה,чавомс
1031,kleben::V,הדביק,педявтнемс
1032,reiben::V,שפשף,ёзамс
1033,streichen::V,מרח,вадемс
1034,schleifen::V,השחיז,човамс
1035,schneiden::V,גזר,керямс
1036,rütteln::V,נענע,чукамс
1037,rütteln::V,נענע,лыкавтомс
1038,schütteln::V,נער,чукамс
1039,schwenken::V,נופף,яхолемс
1040,schwenken::V,טלטל,яхолемс
1041,schütten::V,שפך,каямс
1042,füllen::V,מלא,пештямс
1043,einwickeln::V,עטף,тапарямс
1044,tragen::V,נשא,кандомс
1045,schleppen::V,סחב,ускомс
1046,ziehen::V,משך,ускомс
1047,aufbewahren::V,שמר,ванстомс
1048,werfen::V,זרק,ёртомс
1049,fangen::V,תפס,кундамс
1050,packen::V,אחז,кундамс
1051,verstecken::V,החביא,кекшемс
1052,teilen::V,חלק,явомс
1053,schicken::V,שלח,кучомс
1054,bringen::V,הביא,кандомс
1055,hinzufügen::V,הוסיף,путомс
1056,hinzufügen::V,הוסיף,максомс
1057,bekommen::V,תפס,саемс
1058,erhalten::V,קבל,саемс
1059,nehmen::V,אחז,саемс
1060,wählen::V,בחר,кочкамс
1061,auswählen::V,בחר ב,кочкамс
1062,bewahren::V,קים,ванстомс
1063,behindern::V,מנע,кирдемс
1064,verderben::V,מנע,коламс
1065,beschädigen::V,הזיק,теемс зыян
1066,zerbrechen::V,נשבר,коламс
1067,zerreißen::V,קרע,сеземс
1068,zerstören::V,הרס,калавтомс
1069,zerstören::V,השמיד,калавтомс
1070,verbrennen::V,שרף,пултамс
1071,geben::V,נתן,максомс
1072,reichen::V,העביר,максомс
1073,schenken::V,נתן במתנה,каземс
1074,versprechen::V,הבטיח,алтамс
1075,wünschen::V,אחל,арсемс
1076,loben::V,שבח,шнамс
1077,küssen::V,נשק,палсемс
1078,wiegen::V,נדנד,нурсемс
1079,zudecken::V,כסה,тавадомс
1080,zudecken::V,כסה,вельтямс
1081,wecken::V,עורר,стявтомс
1082,zeigen::V,הראה,невтемс
1083,führen::V,הביא,ветямс
1084,führen::V,הוביל,ветямс
1085,lehren::V,למד,тонавтомс
1086,unterrichten::V,למד,тонавтомс
1087,aufziehen::V,רומם,трямс
1088,aufziehen::V,רומם,кастомс
1089,leiten::V,נהל,ветямс
1090,leiten::V,נהל,азоркстамс
1091,antreiben::V,המרץ,ветямс
1092,lassen::V,נתן,кармавтомс
1093,einladen::V,הזמין,тердемс
1094,vereinigen::V,אחד,вейсэндямс
1095,vereinigen::V,אחד,вейс путомс
1096,vereinigen::V,אחד,вейс пурнамс
1097,vereinigen::V,לכד,вейсэндямс
1098,vereinigen::V,לכד,вейс путомс
1099,vereinigen::V,לכד,вейс пурнамс
1100,besuchen::V,בקר,варштамс
1101,treffen::V,פגש,вастомс
1102,sich versammeln::V,התאסף,промокшномс
1103,spielen::V,שחק,налксемс
1104,singen::V,שר,морамс
1105,tanzen::V,רקד,киштемс
1106,sich trennen::V,נפרד,явомс
1107,verlassen::V,עזב,кадомс
1108,retten::V,הציל,идемс
1109,bewachen::V,שמר,ванстомс
1110,schützen::V,אבטח,аштемс
1111,verteidigen::V,הגן,ваномс
1112,sich schlagen::V,התכתש,тюремс
1113,schießen::V,ירה,ледемс
1114,siegen::V,גבר,изнямс
1115,siegen::V,נצח,изнямс
1116,ärgern::V,עצבן,кежейгавтомс
1117,schlagen::V,הכה,токамс
1118,schlagen::V,הלקה,токамс
1119,treten::V,בעט,тапамс
1120,stechen::V,דקר,пупамс
1121,stoßen::V,דחק,тулкадемс
1122,stehlen::V,גנב,саламс
1123,stören::V,קטע,пирямс ки
1124,stören::V,הפריע,пирямс ки
1125,belästigen::V,הציק,а максомс
1126,belästigen::V,הציק,а кадомс оймамо
1127,belästigen::V,הטריד,а максомс
1128,belästigen::V,הטריד,а кадомс оймамо
1129,verbergen::V,הצניע,сёпомс
1130,verbergen::V,הצניע,кекшемс
1131,täuschen::V,שגע,манямс
1132,betrügen::V,הונה,манчемс
1133,töten::V,הרג,чавномс
1134,töten::V,הרג,маштнемс
1135,wohnen::V,גר,эрямс
1136,arbeiten::V,עבד,важодемс
1137,sammeln::V,אסף,пурнамс
1138,pflücken::V,קטף,ноцковтнемс
1139,jagen::V,צד,кундамс
1140,fischen::V,דג,калонь кундамс
1141,fassen::V,תפס,кундамс
1142,hüten::V,רעה,ваномс
1143,treiben::V,הוציא,панемс
1144,anbinden::V,קשר,сюлмамс
1145,füttern::V,הלעיט,андомс
1146,melken::V,חלב,потявтомс
1147,hacken::V,קצץ,лазномс
1148,gießen::V,השקה,валомс
1149,reifen::V,בשל,кенеремс
1150,zubereiten::V,הכין,анокстамс
1151,kochen::V,בשל,пидемс
1152,backen::V,אפה,пидемс
1153,braten::V,צלה,пуштамс
1154,braten::V,טגן,пуштамс
1155,umrühren::V,ערבב,човорямс
1156,stricken::V,סרג,кодамс
1157,nähen::V,תפר,стамс
1158,färben::V,צבע,артомс
1159,reinigen::V,נקה,урядамс
1160,waschen::V,רחץ,муськемс
1161,waschen::V,כבס,муськемс
1162,abwischen::V,נגב,нардамс
1163,spülen::V,שטף,ёрвалдомс
1164,fegen::V,טאטא,тенсемс
1165,kehren::V,טאטא,тенсемс
1166,baden::V,טבל,экшелямс
1167,baden::V,שחה,экшелямс
1168,sich waschen::V,התרחץ,шлямс
1169,ausziehen::V,הוריד,кайсевтемс
1170,anziehen::V,לבש,оршамс
1171,sich anziehen::V,התלבש,оршамс
1172,kämmen::V,סרק,судрямс
1173,schmücken::V,קשט,мазылгавтомс
1174,schmücken::V,קשט,наряжамс
1175,sagen::V,אמר,меремс
1176,sprechen::V,דבר,кортамс
1177,reden::V,דבר,кортамс
1178,sich unterhalten::V,שוחח,кортнемс
1179,fragen::V,שאל,кевкстемс
1180,bitten::V,בקש,вешемс
1181,erzählen::V,ספר,ёвтнемс
1182,mitteilen::V,מסר,ёвтамс
1183,mitteilen::V,הודיע,ёвтамс
1184,nennen::V,קרא בשם,лемдемс
1185,nennen::V,קרא בשם,путомс лем
1186,rufen::V,גיס,тердемс
1187,rufen::V,גיס,серьгедемс
1188,rufen::V,הזמין לבוא,тердемс
1189,rufen::V,הזמין לבוא,серьгедемс
1190,prahlen::V,התרברב,шнамс пря
1191,übersetzen::V,תרגם,ютавтомс
1192,denken::V,חשב,арсемс
1193,glauben::V,האמין,кемемс
1194,bemerken::V,הבחין,неемс
1195,erkennen::V,זהה,содамс
1196,begreifen::V,קלט,пачкодемс
1197,begreifen::V,הבין,пачкодемс
1198,verstehen::V,הבין,чарькодемс
1199,lernen::V,למד,тонавтнемс
1200,wissen::V,ידע,содамс
1201,sich erinnern an::V,זכר,ледстямс
1202,vergessen::V,שכח,стувтомс
1203,messen::V,מדד,онкстнемс
1204,zählen::V,ספר,ловомс
1205,rechnen::V,חשב,ловомс
1206,lesen::V,קרא,ловномс
1207,malen::V,ציר,рисовамс
1208,zeichnen::V,שרטט,рисовамс
1209,schreiben::V,כתב,сёрмадомс
1210,besitzen::V,היה בעל של,улемс
1211,besitzen::V,היה בעל של,улемс азорокс
1212,kaufen::V,קנה,рамамс
1213,kaufen::V,רכש,рамамс
1214,verkaufen::V,מכר,миемс
1215,bezahlen::V,שלם,пандомс
1216,zahlen::V,שלם,пандомс
1217,beherrschen::V,שלט,азоркстамс
1218,ertragen::V,סבל,кирдемс
