,Concept_ID,da,hr
860,durch::PRP,igennem,kroz
861,neben::PRP,ved siden af,kraj
862,neben::PRP,ved siden af,pored
863,neben::PRP,ved siden af,pokraj
864,zwischen::PRP,mellem,među
865,zwischen::PRP,mellem,između
866,wegen::PRP,på grund af,radi
867,wegen::PRP,på grund af,zbog
868,dies::PRN,dette,ovo
869,das::PRN,det,to
870,das::PRN,det,ono
871,alles::PRN,alt,sve
872,ich::PRN,jeg,ja
873,du::PRN,du,ti
874,er::PRN,han,on
875,wir::PRN,vi,mi
876,ihr::PRN,I,vi
877,sie::PRN,de,oni
878,was::FPRN,hvad,što
879,wer::FPRN,hvem,tko
880,wo::FADV,hvor,gdje
881,wohin::FADV,hvorhen,kuda
882,wohin::FADV,hvorhen,kamo
883,wie::FADV,hvordan,kako
884,warum::FADV,hvorfor,zašto
885,wieviel::FNUM,hvor meget,koliko
886,eins::NUM,én,jedan
887,zwei::NUM,to,dva
888,drei::NUM,tre,tri
889,vier::NUM,fire,četiri
890,fünf::NUM,fem,pet
891,sechs::NUM,seks,šest
892,sieben::NUM,syv,sedam
893,acht::NUM,otte,osam
894,neun::NUM,ni,devet
895,zehn::NUM,ti,deset
896,elf::NUM,elleve,jedanaest
897,zwölf::NUM,tolv,dvanaest
898,zwanzig::NUM,tyve,dvadeset
899,dreißig::NUM,tredive,trideset
900,vierzig::NUM,fyrre,četrdeset
901,vierzig::NUM,fyrretyve,četrdeset
902,fünfzig::NUM,halvtreds,pedeset
903,sechzig::NUM,tres,šezdeset
904,siebzig::NUM,halvfjerds,sedamdeset
905,achtzig::NUM,firs,osamdeset
906,neunzig::NUM,halvfems,devetdeset
907,hundert::NUM,hundrede,sto
908,tausend::NUM,tusind,tisuća
909,und::CNJ,og,i
910,und::CNJ,og,te
911,oder::CNJ,eller,ili
912,stehen::V,stå,stajati
913,sitzen::V,sidde,sjediti
914,liegen::V,ligge,ležati
915,hängen::V,hænge,visiti
916,werden::V,blive,postati
917,werden::V,blive,činiti se
918,passieren::V,ske,desiti se
919,passieren::V,ske,dogoditi se
920,passieren::V,hænde,desiti se
921,passieren::V,hænde,dogoditi se
922,beginnen::V,begynde,početi
923,enden::V,ende,prestati
924,enden::V,ende,svršiti se
925,wechseln::V,veksle,mijenjati se
926,aufgehen[Sonne]::V,gå op,izići
927,aufgehen[Sonne]::V,stå op,izići
928,untergehen[Sonne]::V,gå ned,zaći
929,scheinen[Sonne]::V,skinne,sijati
930,donnern::V,tordne,grmjeti
931,wehen::V,blæse,duhati
932,strömen::V,strømme,strujati
933,fließen::V,flyde,teći
934,sich drehen::V,dreje sig,obrtati se
935,sich drehen::V,dreje sig,vrtjeti se
936,schwanken::V,vakle,teturati
937,schwanken::V,vakle,kolebati se
938,schwingen::V,svinge,njihati
939,schwingen::V,svinge,titrati
940,fallen::V,falde,padati
941,brennen::V,brænde,gorjeti
942,rauchen::V,ryge,dimiti se
943,regnen::V,regne,kišiti
944,regnen::V,regne,daždjeti
945,gefrieren::V,fryse,smrznuti se
946,tauen::V,tø,kopnjeti
947,tauen::V,tø,kraviti se
948,schmelzen::V,smelte,topiti se
949,trocknen::V,tørre,sušiti se
950,sieden::V,koge,kipjeti
951,sieden::V,koge,ključati
952,faulen::V,rådne,gnjiti
953,verfaulen::V,rådne,sagnjiti
954,reißen::V,briste,otrgnuti se
955,versinken::V,synke,tonuti
956,versinken::V,synke,propasti
957,versinken::V,synke ned,tonuti
958,versinken::V,synke ned,propasti
959,vergehen::V,forløbe,prolaziti
960,erscheinen::V,vise sig,pojaviti se
961,verschwinden::V,forsvinde,nestati
962,verschwinden::V,forsvinde,izgubiti se
963,sinken::V,synke,trgnuti
964,sinken::V,synke,spustiti se
965,abnehmen::V,aftage,opasti
966,zunehmen::V,tiltage,povećati se
967,steigen::V,stige,uzići
968,steigen::V,stige,nadoći
969,wachsen::V,gro,rasti
970,wachsen::V,vokse,rasti
971,glänzen::V,glinse,blistati
972,glänzen::V,glinse,sjati se
973,funkeln::V,tindre,svjetlucati
974,lärmen::V,larme,bučati
975,lärmen::V,larme,galamiti
976,läuten::V,ringe,zvoniti
977,klingeln::V,ringe,zvoniti
978,klirren::V,klirre,zvečati
979,brausen::V,bruse,hujati
980,rauschen::V,suse,šumiti
981,rauschen::V,suse,šuškati
982,klingen::V,lyde,zvučati
983,klingen::V,klinge,zvučati
984,bellen::V,gø,lajati
985,heulen::V,hyle,zavijati
986,blasen::V,blæse,puhati
987,pfeifen::V,fløjte,fućkati
988,schreien::V,skrige,vikati
989,schreien::V,skrige,kričati
990,stöhnen::V,stønne,stenjati
991,zittern::V,dirre,drhtati
992,zittern::V,dirre,trepetati
993,zittern::V,skælve,drhtati
994,zittern::V,skælve,trepetati
995,leben::V,leve,živjeti
996,geboren werden::V,fødes,roditi se
997,atmen::V,ånde,disati
998,trinken::V,drikke,piti
999,essen::V,spise,jesti
1000,schlucken::V,synke,gutati
1001,müde werden::V,blive træt,umoriti se
1002,einschlafen::V,falde i søvn,usnuti
1003,einschlafen::V,falde i søvn,zaspati
1004,schlafen::V,sove,spati
1005,aufwachen::V,vågne,probuditi se
1006,aufstehen::V,stå op,ustati
1007,sich erholen::V,komme sig,odmoriti se
1008,krank werden::V,blive syg,oboljeti se
1009,krank werden::V,blive syg,razboljeti se
1010,krank sein::V,være syg,bolovati
1011,schmerzen::V,smerte,boljeti
1012,husten::V,hoste,kašljati
1013,genesen::V,komme sig,ozdraviti
1014,genesen::V,komme sig,oporaviti se
1015,sterben::V,dø,umrijeti
1016,umkommen::V,omkomme,skapati
1017,sich bewegen::V,bevæge sig,gibati se
1018,sich bewegen::V,bevæge sig,kretati se
1019,sich rühren::V,røre på sig,maknuti se
1020,sich erheben::V,rejse sig,dići se
1021,sich setzen::V,sætte sig,sjesti
1022,laufen::V,løbe,hodati
1023,schreiten::V,skride,stupati
1024,spazierengehen::V,gå en tur,šetati se
1025,eilen::V,ile,hitati
1026,sich beeilen::V,skynde sig,požuriti se
1027,sausen::V,suse,juriti
1028,rennen::V,løbe,trčati
1029,rennen::V,rende,trčati
1030,springen::V,hoppe,skakati
1031,springen::V,springe,skakati
1032,klettern::V,klatre,popeti se
1033,klettern::V,klatre,penjati se
1034,schaukeln::V,gynge,ljuljati se
1035,kriechen::V,krybe,puzati
1036,kriechen::V,krybe,gmizati
1037,schwimmen::V,svømme,plivati
1038,tauchen::V,dykke,roniti
1039,tauchen::V,dykke,gnjuriti
1040,rudern::V,ro,veslati
1041,fahren::V,køre,voziti se
1042,fliegen::V,flyve,letjeti
1043,fliegen::V,flyve,lijetati
1044,gehen::V,gå,ići
1045,weggehen::V,gå bort,otići
1046,abfahren::V,køre bort,krenuti
1047,abfahren::V,køre bort,otputovati
1048,anhalten::V,standse,stati
1049,anhalten::V,standse,zaustaviti
1050,hineingehen::V,gå ind,ulaziti
1051,eintreten::V,træde ind,ući
1052,kommen::V,komme,doći
1053,ankommen::V,ankomme,stići
1054,zurückkommen::V,komme tilbage,vratiti se
1055,zurückkommen::V,komme tilbage,povratiti se
1056,bleiben::V,blive,ostati
1057,bleiben::V,forblive,ostati
1058,warten::V,vente,čekati
1059,erwarten::V,vente,očekivati
1060,erwarten::V,afvente,očekivati
1061,suchen::V,søge,tražiti
1062,finden::V,finde,naći
1063,versuchen::V,forsøge,pokušati
1064,vorbereiten::V,forberede,spremiti
1065,vorbereiten::V,forberede,pripremiti
1066,lieben::V,elske,voljeti
1067,mögen::V,holde af,voljeti
1068,mögen::V,kunne lide,voljeti
1069,lachen::V,le,smijati se
1070,rühren::V,røre,taknuti
1071,weinen::V,græde,plakati
1072,schimpfen::V,skænde,psovati
1073,sich ärgern::V,ærgre sig,ljutiti se
1074,sich fürchten::V,være bange,bojati se
1075,fürchten::V,være bange for,bojati se
1076,fliehen::V,flygte,pobjeći
1077,flüchten::V,flygte,utjeći
1078,sehen::V,se,vidjeti
1079,anschauen::V,se på,ogledati
1080,anschauen::V,betragte,ogledati
1081,ansehen::V,anse,gledati
1082,hören::V,høre,čuti
1083,zuhören::V,høre til,slušati
1084,probieren::V,smage,probati
1085,probieren::V,smage på,probati
1086,riechen::V,lugte,osjećati miris
1087,fühlen::V,føle,osjećati
1088,scheinen::V,synes,činiti se
1089,zu sehen sein::V,synes,biti vidljiv
1090,vernehmen::V,erfare,saznati
1091,frieren::V,fryse,zima je
1092,tun::V,gøre,raditi
1093,können::V,kunne,moći
1094,wollen::V,ville,htjeti
1095,anfangen::V,begynde,početi
1096,beenden::V,afslutte,svršiti
1097,beenden::V,afslutte,dovršiti
1098,aufhören::V,ophøre,prestati
1099,aufhören::V,holde op,prestati
1100,gelingen::V,lykkes,uspjeti
1101,geraten::V,blive,desiti se
1102,öffnen::V,åbne,otvoriti
1103,schließen::V,lukke,zatvoriti
1104,stellen::V,stille,metnuti
1105,stellen::V,stille,postaviti
1106,setzen::V,sætte,posaditi
1107,legen::V,lægge,polagati
1108,berühren::V,berøre,doticati
1109,berühren::V,berøre,dodirivati
1110,verbinden::V,forbinde,spojiti
1111,verbinden::V,forbinde,zavezati
1112,bedecken::V,dække,pokriti
1113,bedecken::V,bedække,pokriti
1114,aufhängen::V,hænge,objesiti
1115,aufhängen::V,hænge op,objesiti
1116,anzünden::V,tænde,upaliti
1117,anzünden::V,tænde,zapaliti
1118,anzünden::V,antænde,upaliti
1119,anzünden::V,antænde,zapaliti
1120,aufheben::V,løfte,podići
1121,aufheben::V,løfte,podignuti
1122,aufheben::V,tage op,podići
1123,aufheben::V,tage op,podignuti
1124,zurücklassen::V,lade tilbage,ostaviti
1125,zurücklassen::V,lade tilbage,pustiti natrag
1126,verlieren::V,miste,izgubiti
1127,fallen lassen::V,tabe,ispustiti
1128,fallen lassen::V,droppe,ispustiti
1129,machen::V,gøre,uraditi
1130,machen::V,gøre,načiniti
1131,machen::V,gøre,napraviti
1132,herstellen::V,fremstille,proizvesti
1133,bauen::V,bygge,graditi
1134,reparieren::V,reparere,popraviti
1135,verbessern::V,rette,poboljšati
1136,verbessern::V,forbedre,poboljšati
1137,ändern::V,ændre,promijeniti
1138,graben::V,grave,kopati
1139,graben::V,grave,kopkati
1140,beugen::V,bøje,saviti
1141,biegen::V,bøje,saviti
1142,biegen::V,bøje,sagnuti
1143,drehen::V,dreje,vrtjeti
1144,wenden::V,vende,obrnuti
1145,umdrehen::V,dreje om,okrenuti
1146,umdrehen::V,dreje om,prevŕnuti
1147,heben::V,hæve,dizati
1148,hochheben::V,løfte,dignuti
1149,ergreifen::V,gribe fat i,uhvatiti
1150,ergreifen::V,gribe fat i,prihvatiti
1151,halten::V,holde,držati
1152,drücken::V,trykke,pritiskivati
1153,schieben::V,skyde,gurati
1154,schieben::V,skubbe,gurati
1155,kratzen::V,klø,česati
1156,kratzen::V,klø,grepsti
1157,kratzen::V,kradse,česati
1158,kratzen::V,kradse,grepsti
1159,lecken::V,slikke,lizati
1160,beißen::V,bide,ujesti
1161,beißen::V,bide,gristi
1162,abreißen::V,rive af,otkinuti
1163,abschneiden::V,skære af,odrezati
1164,binden::V,binde,vezati
1165,stecken::V,stikke,turiti
1166,brechen::V,brække,slomiti
1167,klopfen::V,banke,lupati
1168,klopfen::V,banke,kucati
1169,hauen::V,hugge,tući
1170,hauen::V,hugge,udarati
1171,kleben::V,klistre,lijepiti
1172,reiben::V,gnide,trti
1173,streichen::V,smøre,namazati
1174,schleifen::V,slibe,brusiti
1175,schneiden::V,skære,rezati
1176,schneiden::V,klippe,rezati
1177,rütteln::V,ruske,drmati
1178,schütteln::V,ryste,tresti
1179,schwenken::V,svinge,mahati
1180,schütten::V,hælde,sipati
1181,schütten::V,hælde,lijevati
1182,füllen::V,fylde,napuniti
1183,einwickeln::V,pakke ind,umotati
1184,einwickeln::V,pakke ind,zamotati
1185,tragen::V,bære,nositi
1186,schleppen::V,slæbe,tegliti
1187,ziehen::V,trække,vući
1188,aufbewahren::V,opbevare,čuvati
1189,werfen::V,kaste,bacati
1190,fangen::V,fange,loviti
1191,fangen::V,fange,hvatati
1192,packen::V,gribe,ščepati
1193,packen::V,gribe,zgrabiti
1194,verstecken::V,gemme,sakriti
1195,teilen::V,dele,podijeliti
1196,schicken::V,sende,slati
1197,bringen::V,bringe,donijeti
1198,hinzufügen::V,tilføje,dodati
1199,hinzufügen::V,tilføje,pridati
1200,bekommen::V,få,dobiti
1201,erhalten::V,få,primiti
1202,nehmen::V,tage,uzeti
1203,wählen::V,vælge,izabrati
1204,auswählen::V,udvælge,odabrati
1205,bewahren::V,bevare,sačuvati
1206,behindern::V,hindre,smetati
1207,behindern::V,forhindre,smetati
1208,verderben::V,ødelægge,pokvariti
1209,beschädigen::V,beskadige,oštetiti
1210,zerbrechen::V,brække itu,razbiti
1211,zerbrechen::V,brække itu,prelomiti
1212,zerreißen::V,rive itu,poderati
1213,zerreißen::V,rive itu,rastrgnuti
1214,zerstören::V,ødelægge,razoriti
1215,zerstören::V,ødelægge,razrušiti
1216,verbrennen::V,brænde,spaliti
1217,verbrennen::V,brænde,sagorjeti
1218,geben::V,give,dati
1219,reichen::V,række,pružiti
1220,schenken::V,forære,darivati
1221,versprechen::V,love,obećati
1222,wünschen::V,ønske,željeti
1223,loben::V,rose,hvaliti
1224,küssen::V,kysse,ljubiti
1225,wiegen::V,vugge,njihati
1226,wiegen::V,vugge,ljuljati
1227,zudecken::V,dække til,pokriti
1228,wecken::V,vække,probuditi
1229,zeigen::V,vise,pokazati
1230,führen::V,føre,voditi
1231,lehren::V,lære,učiti
1232,unterrichten::V,undervise,poučiti
1233,aufziehen::V,opdrage,uzgajati
1234,leiten::V,lede,upravljati
1235,antreiben::V,skynde på,natjeravati
1236,lassen::V,få til at,dati
1237,einladen::V,indbyde,pozvati
1238,einladen::V,invitere,pozvati
1239,vereinigen::V,forene,ujediniti
1240,besuchen::V,besøge,posjetiti
1241,treffen::V,møde,sresti
1242,sich versammeln::V,forsamles,okupiti se
1243,spielen::V,lege,igrati se
1244,spielen::V,spille,igrati se
1245,singen::V,synge,pjevati
1246,tanzen::V,danse,plesati
1247,sich trennen::V,skilles,razići se
1248,verlassen::V,forlade,ostaviti
1249,verlassen::V,forlade,napustiti
1250,retten::V,redde,spasiti
1251,bewachen::V,bevogte,čuvati
1252,bewachen::V,bevogte,stražariti
1253,schützen::V,skærme,čuvati
1254,schützen::V,beskytte,čuvati
1255,verteidigen::V,forsvare,obraniti
1256,sich schlagen::V,slås,biti se
1257,sich schlagen::V,slås,udariti se
1258,schießen::V,skyde,pucati
1259,schießen::V,skyde,strijeljati
1260,siegen::V,sejre,pobijediti
1261,ärgern::V,ærgre,ljutiti
1262,schlagen::V,slå,biti
1263,schlagen::V,slå,udariti
1264,treten::V,sparke,šutnuti
1265,stechen::V,stikke,ubosti
1266,stoßen::V,støde,gurnuti
1267,stehlen::V,stjæle,ukrasti
1268,stören::V,forstyrre,smetati
1269,belästigen::V,genere,smetati
1270,belästigen::V,genere,dosaditi
1271,belästigen::V,ulejlige,smetati
1272,belästigen::V,ulejlige,dosaditi
1273,verbergen::V,skjule,skriti
1274,täuschen::V,villede,obmanuti
1275,betrügen::V,bedrage,prevarati
1276,töten::V,dræbe,ubiti
1277,wohnen::V,bo,stanovati
1278,arbeiten::V,arbejde,raditi
1279,sammeln::V,samle,sabrati
1280,pflücken::V,plukke,ubrati
1281,jagen::V,jage,loviti
1282,fischen::V,fiske,ribati
1283,fischen::V,fiske,loviti ribu
1284,fassen::V,fange,uloviti
1285,hüten::V,vogte,pasti
1286,treiben::V,drive,goniti
1287,anbinden::V,binde fast,privezati
1288,füttern::V,fodre,hraniti
1289,melken::V,malke,musti
1290,hacken::V,hakke,sjeckati
1291,gießen::V,hælde,politi
1292,reifen::V,modne,sazreti
1293,zubereiten::V,tilberede,prigotoviti
1294,kochen::V,koge,kuhati
1295,backen::V,bage,peći
1296,braten::V,stege,peći
1297,braten::V,stege,pržiti
1298,umrühren::V,røre om,promiješati
1299,stricken::V,strikke,plesti
1300,nähen::V,sy,šiti
1301,färben::V,farve,obojiti
1302,reinigen::V,rense,očistiti
1303,reinigen::V,rense,počistiti
1304,reinigen::V,gøre ren,očistiti
1305,reinigen::V,gøre ren,počistiti
1306,waschen::V,vaske,prati
1307,abwischen::V,tørre af,otrti
1308,spülen::V,skylle,isprati
1309,spülen::V,skylle,oplakati
1310,fegen::V,feje,mesti
1311,fegen::V,feje,pomesti
1312,kehren::V,feje,mesti
1313,baden::V,bade,kupati se
1314,sich waschen::V,vaske sig,umiti se
1315,sich waschen::V,vaske sig,prati se
1316,ausziehen::V,tage af,svući
1317,anziehen::V,tage på,obući
1318,sich anziehen::V,klæde sig på,obući se
1319,kämmen::V,rede,češljati
1320,kämmen::V,frisere,češljati
1321,schmücken::V,pynte,uresiti
1322,schmücken::V,pynte,nakititi
1323,schmücken::V,smykke,uresiti
1324,schmücken::V,smykke,nakititi
1325,sagen::V,sige,reći
1326,sagen::V,sige,kazati
1327,sprechen::V,snakke,govoriti
1328,reden::V,tale,govoriti
1329,reden::V,tale,besjediti
1330,reden::V,snakke,govoriti
1331,reden::V,snakke,besjediti
1332,sich unterhalten::V,snakke sammen,razgovarati se
1333,fragen::V,spørge,pitati
1334,bitten::V,bede,moliti
1335,erzählen::V,berette,ispričati
1336,erzählen::V,berette,pripovjediti
1337,erzählen::V,fortælle,ispričati
1338,erzählen::V,fortælle,pripovjediti
1339,mitteilen::V,meddele,saopćiti
1340,nennen::V,nævne,nazvati
1341,rufen::V,råbe,zvati
1342,rufen::V,råbe,dozvati
1343,prahlen::V,prale,hvalisati se
1344,übersetzen::V,oversætte,prevesti
1345,denken::V,tænke,misliti
1346,glauben::V,tro,vjerovati
1347,bemerken::V,bemærke,zapaziti
1348,bemerken::V,bemærke,primijetiti
1349,bemerken::V,lægge mærke til,zapaziti
1350,bemerken::V,lægge mærke til,primijetiti
1351,erkennen::V,genkende,prepoznati
1352,begreifen::V,begribe,pojmiti
1353,begreifen::V,begribe,shvatiti
1354,verstehen::V,forstå,razabrati
1355,lernen::V,lære,učiti se
1356,wissen::V,vide,znati
1357,sich erinnern an::V,mindes,sjetiti se
1358,sich erinnern an::V,huske på,sjetiti se
1359,vergessen::V,glemme,zaboraviti
1360,messen::V,måle,mjeriti
1361,zählen::V,tælle,brojiti
1362,rechnen::V,regne,računati
1363,lesen::V,læse,čitati
1364,malen::V,male,slikati
1365,zeichnen::V,tegne,crtati
1366,schreiben::V,skrive,pisati
1367,besitzen::V,eje,imati
1368,besitzen::V,eje,posjedovati
1369,besitzen::V,besidde,imati
1370,besitzen::V,besidde,posjedovati
1371,kaufen::V,købe,kupiti
1372,verkaufen::V,sælge,prodati
1373,verkaufen::V,sælge,raspačati
1374,bezahlen::V,betale,platiti
1375,zahlen::V,betale,plaćati
1376,beherrschen::V,beherske,vladati
1377,beherrschen::V,beherske,gospodariti
1378,ertragen::V,tåle,trpjeti
1379,ertragen::V,tåle,podnijeti
1380,ertragen::V,udholde,trpjeti
1381,ertragen::V,udholde,podnijeti
1382,hinfallen::V,,pasti
