,Concept_ID,hu,hr
855,dritter::A,harmadik,treći
856,letzter::A,utolsó,zadnji
857,allein::ADV,egyedül,sam
858,auf einmal::ADV,egyszerre,istodobno
859,zusammen::ADV,együtt,skupa
860,zusammen::ADV,együtt,zajedno
861,zusammen::ADV,összesen,skupa
862,zusammen::ADV,összesen,zajedno
863,lange::ADV,sokáig,dugo
864,lange::ADV,hosszan,dugo
865,plötzlich::ADV,hirtelen,naglo
866,plötzlich::ADV,hirtelen,iznenada
867,plötzlich::ADV,egyszerre,naglo
868,plötzlich::ADV,egyszerre,iznenada
869,sofort::ADV,rögtön,odmah
870,sofort::ADV,tüstént,odmah
871,später::ADV,későn,kasnije
872,jetzt::ADV,most,sad
873,jetzt::ADV,most,sada
874,heute::ADV,ma,danas
875,morgen::ADV,holnap,sutra
876,bald::ADV,majd,skoro
877,bald::ADV,majd,doskora
878,bald::ADV,nemsokára,skoro
879,bald::ADV,nemsokára,doskora
880,dann::ADV,akkor,zatim
881,gestern::ADV,tegnap,juče
882,gestern::ADV,tegnap,jučer
883,einst::ADV,hajdan,negda
884,einst::ADV,hajdan,nekada
885,damals::ADV,akkor,tada
886,damals::ADV,akkor,onda
887,damals::ADV,akkoriban,tada
888,damals::ADV,akkoriban,onda
889,danach::ADV,azután,poslije
890,danach::ADV,azután,nakon toga
891,vorher::ADV,előbb,prije
892,vorher::ADV,előbb,prije toga
893,zuerst::ADV,először,prvo
894,zuerst::ADV,először,najprije
895,einmal::ADV,egyszer,jednom
896,einmal::ADV,egyszer,jedanput
897,manchmal::ADV,néha,katkad
898,manchmal::ADV,néha,katkada
899,manchmal::ADV,olykor,katkad
900,manchmal::ADV,olykor,katkada
901,oft::ADV,sokszor,često
902,immer::ADV,mindig,vazda
903,immer::ADV,mindig,uvijek
904,niemals::ADV,sohasem,nikad
905,niemals::ADV,sohasem,nikada
906,hier::ADV,itt,tu
907,hier::ADV,itt,ovdje
908,hierhin::ADV,erre,amo
909,hierhin::ADV,erre,ovamo
910,von hier::ADV,innen,odavde
911,dort::ADV,ott,ondje
912,dorthin::ADV,oda,onamo
913,geradeaus::ADV,egyenesen,ravno
914,vorwärts::ADV,előre,naprijed
915,rückwärts::ADV,hátrafelé,natrag
916,zurück::ADV,hátra,nazad
917,zurück::ADV,hátra,natrag
918,zurück::ADV,vissza,nazad
919,zurück::ADV,vissza,natrag
920,unten::ADV,alul,dolje
921,hinab::ADV,le,nizbrdo
922,hinab::ADV,lefelé,nizbrdo
923,oben::ADV,fenn,gore
924,oben::ADV,felül,gore
925,hinauf::ADV,fel,uzbrdo
926,hinauf::ADV,felfelé,uzbrdo
927,überall::ADV,mindenütt,svuda
928,überall::ADV,mindenütt,svagdje
929,nicht::ADV,nem,ne
930,ein wenig::ADV,egy kicsit,malo
931,kaum::ADV,alig,tek
932,kaum::ADV,alig,jedva
933,sehr::ADV,nagyon,jako
934,sehr::ADV,nagyon,veoma
935,so::ADV,úgy,tako
936,so::ADV,úgy,ovako
937,noch::ADV,még,još
938,nur::ADV,csak,samo
939,nur::ADV,csupán,samo
940,schon::ADV,már,već
941,wieder::ADV,ismét,opet
942,wieder::ADV,ismét,ponovo
943,wieder::ADV,megint,opet
944,wieder::ADV,megint,ponovo
945,vergebens::ADV,hiába,uzalud
946,vergebens::ADV,hiába,zabadava
947,vor::PRP,előtt,pred
948,vor::PRP,előtt,ispred
949,hinter::PRP,mögött,za
950,hinter::PRP,mögött,iza
951,unter::PRP,alatt,pod
952,unter::PRP,alatt,ispod
953,durch::PRP,át,po
954,durch::PRP,át,kroz
955,durch::PRP,keresztül,po
956,durch::PRP,keresztül,kroz
957,neben::PRP,mellett,kraj
958,neben::PRP,mellett,pored
959,neben::PRP,mellett,pokraj
960,zwischen::PRP,között,među
961,zwischen::PRP,között,između
962,wegen::PRP,miatt,radi
963,wegen::PRP,miatt,zbog
964,wegen::PRP,végett,radi
965,wegen::PRP,végett,zbog
966,dies::PRN,ez,ovo
967,das::PRN,az,to
968,das::PRN,az,ono
969,alles::PRN,minden,sve
970,ich::PRN,én,ja
971,du::PRN,te,ti
972,er::PRN,ő,on
973,wir::PRN,mi,mi
974,ihr::PRN,ti,vi
975,sie::PRN,ők,oni
976,was::FPRN,mi,što
977,wer::FPRN,ki,tko
978,wo::FADV,hol,gdje
979,wohin::FADV,hova,kuda
980,wohin::FADV,hova,kamo
981,wie::FADV,hogy,kako
982,wie::FADV,hogyan,kako
983,warum::FADV,miért,zašto
984,wieviel::FNUM,hány,koliko
985,wieviel::FNUM,mennyi,koliko
986,eins::NUM,egy,jedan
987,zwei::NUM,kettő,dva
988,drei::NUM,három,tri
989,vier::NUM,négy,četiri
990,fünf::NUM,öt,pet
991,sechs::NUM,hat,šest
992,sieben::NUM,hét,sedam
993,acht::NUM,nyolc,osam
994,neun::NUM,kilenc,devet
995,zehn::NUM,tíz,deset
996,elf::NUM,tizenegy,jedanaest
997,zwölf::NUM,tizenkettő,dvanaest
998,zwanzig::NUM,húsz,dvadeset
999,dreißig::NUM,harminc,trideset
1000,vierzig::NUM,negyven,četrdeset
1001,fünfzig::NUM,ötven,pedeset
1002,sechzig::NUM,hatvan,šezdeset
1003,siebzig::NUM,hetven,sedamdeset
1004,achtzig::NUM,nyolcvan,osamdeset
1005,neunzig::NUM,kilencven,devetdeset
1006,hundert::NUM,száz,sto
1007,tausend::NUM,ezer,tisuća
1008,und::CNJ,és,i
1009,und::CNJ,és,te
1010,und::CNJ,meg,i
1011,und::CNJ,meg,te
1012,oder::CNJ,vagy,ili
1013,stehen::V,áll,stajati
1014,sitzen::V,ül,sjediti
1015,liegen::V,fekszik,ležati
1016,hängen::V,függ,visiti
1017,werden::V,lesz,postati
1018,werden::V,lesz,činiti se
1019,passieren::V,történik,desiti se
1020,passieren::V,történik,dogoditi se
1021,beginnen::V,kezdődik,početi
1022,enden::V,végződik,prestati
1023,enden::V,végződik,svršiti se
1024,enden::V,befejeződik,prestati
1025,enden::V,befejeződik,svršiti se
1026,wechseln::V,változik,mijenjati se
1027,aufgehen[Sonne]::V,kel,izići
1028,untergehen[Sonne]::V,lemegy,zaći
1029,scheinen[Sonne]::V,süt,sijati
1030,donnern::V,dörög,grmjeti
1031,wehen::V,fúj,duhati
1032,strömen::V,áramlik,strujati
1033,fließen::V,folyik,teći
1034,sich drehen::V,forog,obrtati se
1035,sich drehen::V,forog,vrtjeti se
1036,schwanken::V,inog,teturati
1037,schwanken::V,inog,kolebati se
1038,schwanken::V,ingadozik,teturati
1039,schwanken::V,ingadozik,kolebati se
1040,schwingen::V,leng,njihati
1041,schwingen::V,leng,titrati
1042,fallen::V,esik,padati
1043,brennen::V,ég,gorjeti
1044,rauchen::V,füstöl,dimiti se
1045,regnen::V,esik,kišiti
1046,regnen::V,esik,daždjeti
1047,gefrieren::V,megfagy,smrznuti se
1048,tauen::V,olvad,kopnjeti
1049,tauen::V,olvad,kraviti se
1050,schmelzen::V,olvad,topiti se
1051,schmelzen::V,elolvad,topiti se
1052,trocknen::V,szárad,sušiti se
1053,sieden::V,forr,kipjeti
1054,sieden::V,forr,ključati
1055,faulen::V,rothad,gnjiti
1056,verfaulen::V,elrothad,sagnjiti
1057,verfaulen::V,megrothad,sagnjiti
1058,reißen::V,szakad,otrgnuti se
1059,versinken::V,süllyed,tonuti
1060,versinken::V,süllyed,propasti
1061,versinken::V,elsüllyed,tonuti
1062,versinken::V,elsüllyed,propasti
1063,vergehen::V,múlik,prolaziti
1064,vergehen::V,elmúlik,prolaziti
1065,erscheinen::V,feltűnik,pojaviti se
1066,erscheinen::V,megjelenik,pojaviti se
1067,verschwinden::V,letűnik,nestati
1068,verschwinden::V,letűnik,izgubiti se
1069,sinken::V,süllyed,trgnuti
1070,sinken::V,süllyed,spustiti se
1071,abnehmen::V,apad,opasti
1072,abnehmen::V,csökken,opasti
1073,zunehmen::V,növekszik,povećati se
1074,zunehmen::V,gyarapszik,povećati se
1075,steigen::V,emelkedik,uzići
1076,steigen::V,emelkedik,nadoći
1077,wachsen::V,nő,rasti
1078,wachsen::V,terem,rasti
1079,wachsen::V,növekszik,rasti
1080,glänzen::V,ragyog,blistati
1081,glänzen::V,ragyog,sjati se
1082,glänzen::V,fénylik,blistati
1083,glänzen::V,fénylik,sjati se
1084,funkeln::V,csillog,svjetlucati
1085,funkeln::V,tündöklik,svjetlucati
1086,lärmen::V,lármázik,bučati
1087,lärmen::V,lármázik,galamiti
1088,läuten::V,cseng,zvoniti
1089,klingeln::V,csenget,zvoniti
1090,klirren::V,csörömpöl,zvečati
1091,brausen::V,zúg,hujati
1092,brausen::V,morajlik,hujati
1093,rauschen::V,zúg,šumiti
1094,rauschen::V,zúg,šuškati
1095,klingen::V,hangzik,zvučati
1096,bellen::V,ugat,lajati
1097,heulen::V,bőg,zavijati
1098,heulen::V,üvölt,zavijati
1099,blasen::V,fúj,puhati
1100,pfeifen::V,fütyül,fućkati
1101,schreien::V,kiált,vikati
1102,schreien::V,kiált,kričati
1103,schreien::V,kiabál,vikati
1104,schreien::V,kiabál,kričati
1105,stöhnen::V,nyög,stenjati
1106,zittern::V,remeg,drhtati
1107,zittern::V,remeg,trepetati
1108,zittern::V,reszket,drhtati
1109,zittern::V,reszket,trepetati
1110,leben::V,él,živjeti
1111,geboren werden::V,születik,roditi se
1112,atmen::V,lélegzik,disati
1113,trinken::V,iszik,piti
1114,essen::V,eszik,jesti
1115,schlucken::V,nyel,gutati
1116,müde werden::V,elfárad,umoriti se
1117,müde werden::V,kifárad,umoriti se
1118,einschlafen::V,elalszik,usnuti
1119,einschlafen::V,elalszik,zaspati
1120,schlafen::V,alszik,spati
1121,aufwachen::V,felébred,probuditi se
1122,aufstehen::V,felkel,ustati
1123,sich erholen::V,pihen,odmoriti se
1124,krank werden::V,megbetegedik,oboljeti se
1125,krank werden::V,megbetegedik,razboljeti se
1126,krank werden::V,belebetegszik,oboljeti se
1127,krank werden::V,belebetegszik,razboljeti se
1128,krank sein::V,betegeskedik,bolovati
1129,schmerzen::V,fáj,boljeti
1130,husten::V,köhög,kašljati
1131,genesen::V,meggyógyul,ozdraviti
1132,genesen::V,meggyógyul,oporaviti se
1133,sterben::V,hal,umrijeti
1134,umkommen::V,elpusztul,skapati
1135,sich bewegen::V,mozog,gibati se
1136,sich bewegen::V,mozog,kretati se
1137,sich rühren::V,mozdul,maknuti se
1138,sich erheben::V,feláll,dići se
1139,sich erheben::V,felemelkedik,dići se
1140,sich setzen::V,ül,sjesti
1141,sich setzen::V,leül,sjesti
1142,hinfallen::V,bukik,pasti
1143,hinfallen::V,elesik,pasti
1144,laufen::V,jár,hodati
1145,schreiten::V,lép,stupati
1146,spazierengehen::V,sétál,šetati se
1147,eilen::V,siet,hitati
1148,sich beeilen::V,siet,požuriti se
1149,sausen::V,robog,juriti
1150,rennen::V,fut,trčati
1151,rennen::V,szalad,trčati
1152,springen::V,ugrik,skakati
1153,klettern::V,kúszik,popeti se
1154,klettern::V,kúszik,penjati se
1155,schaukeln::V,hintázik,ljuljati se
1156,kriechen::V,kúszik,puzati
1157,kriechen::V,kúszik,gmizati
1158,schwimmen::V,úszik,plivati
1159,tauchen::V,merül,roniti
1160,tauchen::V,merül,gnjuriti
1161,rudern::V,evez,veslati
1162,fahren::V,jár,voziti se
1163,fahren::V,megy,voziti se
1164,fahren::V,utazik,voziti se
1165,fliegen::V,száll,letjeti
1166,fliegen::V,száll,lijetati
1167,gehen::V,megy,ići
1168,weggehen::V,elmegy,otići
1169,abfahren::V,indul,krenuti
1170,abfahren::V,indul,otputovati
1171,anhalten::V,megáll,stati
1172,anhalten::V,megáll,zaustaviti
1173,hineingehen::V,bemegy,ulaziti
1174,eintreten::V,belép,ući
1175,kommen::V,jön,doći
1176,ankommen::V,érkezik,stići
1177,ankommen::V,megérkezik,stići
1178,zurückkommen::V,visszajön,vratiti se
1179,zurückkommen::V,visszajön,povratiti se
1180,bleiben::V,marad,ostati
1181,bleiben::V,megmarad,ostati
1182,warten::V,vár,čekati
1183,warten::V,várakozik,čekati
1184,erwarten::V,vár,očekivati
1185,erwarten::V,megvár,očekivati
1186,suchen::V,kutat,tražiti
1187,finden::V,talál,naći
1188,versuchen::V,megpróbál,pokušati
1189,versuchen::V,megkísérel,pokušati
1190,vorbereiten::V,előkészít,spremiti
1191,vorbereiten::V,előkészít,pripremiti
1192,lieben::V,szeret,voljeti
1193,mögen::V,szeret,voljeti
1194,lachen::V,nevet,smijati se
1195,rühren::V,mozdít,taknuti
1196,weinen::V,sír,plakati
1197,schimpfen::V,szid,psovati
1198,schimpfen::V,szitkozódik,psovati
1199,sich ärgern::V,mérgelődik,ljutiti se
1200,sich ärgern::V,bosszankodik,ljutiti se
1201,sich fürchten::V,fél,bojati se
1202,sich fürchten::V,retteg,bojati se
1203,fürchten::V,fél,bojati se
1204,fliehen::V,menekül,pobjeći
1205,flüchten::V,elmenekül,utjeći
1206,sehen::V,néz,vidjeti
1207,anschauen::V,megnéz,ogledati
1208,ansehen::V,néz,gledati
1209,ansehen::V,ránéz,gledati
1210,ansehen::V,megnéz,gledati
1211,hören::V,hall,čuti
1212,zuhören::V,hallgat,slušati
1213,zuhören::V,meghallgat,slušati
1214,probieren::V,kóstol,probati
1215,probieren::V,megkóstol,probati
1216,riechen::V,szagol,osjećati miris
1217,fühlen::V,érez,osjećati
1218,scheinen::V,tűnik,činiti se
1219,scheinen::V,látszik,činiti se
1220,zu sehen sein::V,mutatkozik,biti vidljiv
1221,vernehmen::V,hall,saznati
1222,frieren::V,fázik,zima je
1223,tun::V,csinál,raditi
1224,tun::V,cselekszik,raditi
1225,können::V,tud,moći
1226,wollen::V,akar,htjeti
1227,anfangen::V,kezd,početi
1228,beenden::V,befejez,svršiti
1229,beenden::V,befejez,dovršiti
1230,aufhören::V,megszűnik,prestati
1231,gelingen::V,sikerül,uspjeti
1232,geraten::V,kerül,desiti se
1233,geraten::V,jut,desiti se
1234,öffnen::V,nyit,otvoriti
1235,öffnen::V,kinyit,otvoriti
1236,schließen::V,csuk,zatvoriti
1237,schließen::V,becsuk,zatvoriti
1238,stellen::V,állít,metnuti
1239,stellen::V,állít,postaviti
1240,stellen::V,helyez,metnuti
1241,stellen::V,helyez,postaviti
1242,setzen::V,ültet,posaditi
1243,setzen::V,helyez,posaditi
1244,legen::V,tesz,polagati
1245,legen::V,fektet,polagati
1246,berühren::V,érint,doticati
1247,berühren::V,érint,dodirivati
1248,verbinden::V,beköt,spojiti
1249,verbinden::V,beköt,zavezati
1250,verbinden::V,összeköt,spojiti
1251,verbinden::V,összeköt,zavezati
1252,bedecken::V,betakar,pokriti
1253,bedecken::V,beborít,pokriti
1254,aufhängen::V,felakaszt,objesiti
1255,anzünden::V,gyújt,upaliti
1256,anzünden::V,gyújt,zapaliti
1257,anzünden::V,meggyújt,upaliti
1258,anzünden::V,meggyújt,zapaliti
1259,aufheben::V,felemel,podići
1260,aufheben::V,felemel,podignuti
1261,zurücklassen::V,hátrahagy,ostaviti
1262,zurücklassen::V,hátrahagy,pustiti natrag
1263,verlieren::V,veszít,izgubiti
1264,verlieren::V,elveszít,izgubiti
1265,fallen lassen::V,elejt,ispustiti
1266,machen::V,tesz,uraditi
1267,machen::V,tesz,načiniti
1268,machen::V,tesz,napraviti
1269,machen::V,csinál,uraditi
1270,machen::V,csinál,načiniti
1271,machen::V,csinál,napraviti
1272,herstellen::V,gyárt,proizvesti
1273,herstellen::V,előállít,proizvesti
1274,bauen::V,épít,graditi
1275,reparieren::V,javít,popraviti
1276,reparieren::V,kijavít,popraviti
1277,reparieren::V,megjavít,popraviti
1278,verbessern::V,megjavít,poboljšati
1279,ändern::V,változtat,promijeniti
1280,ändern::V,megváltoztat,promijeniti
1281,graben::V,ás,kopati
1282,graben::V,ás,kopkati
1283,beugen::V,meghajt,saviti
1284,biegen::V,hajlít,saviti
1285,biegen::V,hajlít,sagnuti
1286,drehen::V,forgat,vrtjeti
1287,wenden::V,fordít,obrnuti
1288,wenden::V,megfordít,obrnuti
1289,umdrehen::V,megfordít,okrenuti
1290,umdrehen::V,megfordít,prevŕnuti
1291,umdrehen::V,megforgat,okrenuti
1292,umdrehen::V,megforgat,prevŕnuti
1293,heben::V,emel,dizati
1294,hochheben::V,felemel,dignuti
1295,ergreifen::V,megfog,uhvatiti
1296,ergreifen::V,megfog,prihvatiti
1297,halten::V,tart,držati
1298,drücken::V,nyom,pritiskivati
1299,drücken::V,megnyom,pritiskivati
1300,schieben::V,tol,gurati
1301,kratzen::V,vakar,česati
1302,kratzen::V,vakar,grepsti
1303,lecken::V,nyal,lizati
1304,beißen::V,harap,ujesti
1305,beißen::V,harap,gristi
1306,abreißen::V,letép,otkinuti
1307,abschneiden::V,levág,odrezati
1308,binden::V,köt,vezati
1309,binden::V,kötöz,vezati
1310,stecken::V,dug,turiti
1311,brechen::V,tör,slomiti
1312,brechen::V,eltör,slomiti
1313,klopfen::V,kopogtat,lupati
1314,klopfen::V,kopogtat,kucati
1315,hauen::V,vág,tući
1316,hauen::V,vág,udarati
1317,hauen::V,levág,tući
1318,hauen::V,levág,udarati
1319,kleben::V,tapaszt,lijepiti
1320,reiben::V,dörzsöl,trti
1321,reiben::V,súrol,trti
1322,streichen::V,simít,namazati
1323,schleifen::V,fen,brusiti
1324,schleifen::V,csiszol,brusiti
1325,schleifen::V,köszörül,brusiti
1326,schneiden::V,vág,rezati
1327,schneiden::V,szel,rezati
1328,schneiden::V,metsz,rezati
1329,rütteln::V,ráz,drmati
1330,schütteln::V,ráz,tresti
1331,schütteln::V,megráz,tresti
1332,schwenken::V,lóbál,mahati
1333,schwenken::V,lobogtat,mahati
1334,schütten::V,önt,sipati
1335,schütten::V,önt,lijevati
1336,füllen::V,tölt,napuniti
1337,füllen::V,megtölt,napuniti
1338,einwickeln::V,becsavar,umotati
1339,einwickeln::V,becsavar,zamotati
1340,tragen::V,hord,nositi
1341,schleppen::V,vonszol,tegliti
1342,ziehen::V,húz,vući
1343,aufbewahren::V,megőriz,čuvati
1344,werfen::V,dob,bacati
1345,werfen::V,hajít,bacati
1346,fangen::V,fog,loviti
1347,fangen::V,fog,hvatati
1348,packen::V,megragad,ščepati
1349,packen::V,megragad,zgrabiti
1350,verstecken::V,eldug,sakriti
1351,verstecken::V,elrejt,sakriti
1352,teilen::V,oszt,podijeliti
1353,teilen::V,megoszt,podijeliti
1354,schicken::V,küld,slati
1355,bringen::V,hoz,donijeti
1356,bringen::V,visz,donijeti
1357,hinzufügen::V,hozzáad,dodati
1358,hinzufügen::V,hozzáad,pridati
1359,bekommen::V,kap,dobiti
1360,bekommen::V,megkap,dobiti
1361,erhalten::V,kap,primiti
1362,erhalten::V,megkap,primiti
1363,nehmen::V,vesz,uzeti
1364,wählen::V,választ,izabrati
1365,auswählen::V,kiválaszt,odabrati
1366,bewahren::V,megtart,sačuvati
1367,behindern::V,akadályoz,smetati
1368,behindern::V,gátol,smetati
1369,verderben::V,elront,pokvariti
1370,beschädigen::V,rongál,oštetiti
1371,zerbrechen::V,eltör,razbiti
1372,zerbrechen::V,eltör,prelomiti
1373,zerbrechen::V,széttör,razbiti
1374,zerbrechen::V,széttör,prelomiti
1375,zerbrechen::V,kettétör,razbiti
1376,zerbrechen::V,kettétör,prelomiti
1377,zerreißen::V,eltép,poderati
1378,zerreißen::V,eltép,rastrgnuti
1379,zerreißen::V,széttép,poderati
1380,zerreißen::V,széttép,rastrgnuti
1381,zerstören::V,elpusztít,razoriti
1382,zerstören::V,elpusztít,razrušiti
1383,verbrennen::V,éget,spaliti
1384,verbrennen::V,éget,sagorjeti
1385,verbrennen::V,eléget,spaliti
1386,verbrennen::V,eléget,sagorjeti
1387,geben::V,ad,dati
1388,reichen::V,nyújt,pružiti
1389,schenken::V,ajándékoz,darivati
1390,versprechen::V,ígér,obećati
1391,wünschen::V,kíván,željeti
1392,loben::V,dicsér,hvaliti
1393,küssen::V,csókol,ljubiti
1394,wiegen::V,ringat,njihati
1395,wiegen::V,ringat,ljuljati
1396,zudecken::V,betakar,pokriti
1397,wecken::V,kelt,probuditi
1398,wecken::V,ébreszt,probuditi
1399,zeigen::V,mutat,pokazati
1400,führen::V,visz,voditi
1401,führen::V,vezet,voditi
1402,lehren::V,tanít,učiti
1403,unterrichten::V,tanít,poučiti
1404,aufziehen::V,felnevel,uzgajati
1405,leiten::V,vezet,upravljati
1406,leiten::V,vezérel,upravljati
1407,antreiben::V,hajt,natjeravati
1408,lassen::V,-tat,dati
1409,lassen::V,-at,dati
1410,einladen::V,meghív,pozvati
1411,vereinigen::V,egyesít,ujediniti
1412,besuchen::V,látogat,posjetiti
1413,treffen::V,talál,sresti
1414,sich versammeln::V,gyülekezik,okupiti se
1415,sich versammeln::V,összegyűlik,okupiti se
1416,spielen::V,játszik,igrati se
1417,singen::V,énekel,pjevati
1418,tanzen::V,táncol,plesati
1419,sich trennen::V,elválik,razići se
1420,verlassen::V,elhagy,ostaviti
1421,verlassen::V,elhagy,napustiti
1422,retten::V,ment,spasiti
1423,bewachen::V,őriz,čuvati
1424,bewachen::V,őriz,stražariti
1425,schützen::V,óv,čuvati
1426,schützen::V,véd,čuvati
1427,verteidigen::V,véd,obraniti
1428,sich schlagen::V,verekszik,biti se
1429,sich schlagen::V,verekszik,udariti se
1430,schießen::V,lő,pucati
1431,schießen::V,lő,strijeljati
1432,siegen::V,győz,pobijediti
1433,ärgern::V,bosszant,ljutiti
1434,schlagen::V,üt,biti
1435,schlagen::V,üt,udariti
1436,schlagen::V,ver,biti
1437,schlagen::V,ver,udariti
1438,treten::V,rúg,šutnuti
1439,stechen::V,döf,ubosti
1440,stechen::V,szúr,ubosti
1441,stoßen::V,lök,gurnuti
1442,stehlen::V,lop,ukrasti
1443,stören::V,zavar,smetati
1444,belästigen::V,zaklat,smetati
1445,belästigen::V,zaklat,dosaditi
1446,verbergen::V,rejt,skriti
1447,verbergen::V,elrejt,skriti
1448,täuschen::V,megtéveszt,obmanuti
1449,betrügen::V,csal,prevarati
1450,töten::V,öl,ubiti
1451,wohnen::V,lakik,stanovati
1452,arbeiten::V,dolgozik,raditi
1453,sammeln::V,szed,sabrati
1454,sammeln::V,gyűjt,sabrati
1455,pflücken::V,szed,ubrati
1456,jagen::V,vadászik,loviti
1457,fischen::V,halászik,ribati
1458,fischen::V,halászik,loviti ribu
1459,fassen::V,fog,uloviti
1460,hüten::V,őriz,pasti
1461,hüten::V,legeltet,pasti
1462,treiben::V,hajt,goniti
1463,anbinden::V,köt,privezati
1464,füttern::V,etet,hraniti
1465,melken::V,fej,musti
1466,hacken::V,vág,sjeckati
1467,gießen::V,öntöz,politi
1468,reifen::V,érik,sazreti
1469,zubereiten::V,elkészít,prigotoviti
1470,kochen::V,főz,kuhati
1471,backen::V,süt,peći
1472,braten::V,süt,peći
1473,braten::V,süt,pržiti
1474,umrühren::V,megkever,promiješati
1475,stricken::V,köt,plesti
1476,nähen::V,varr,šiti
1477,färben::V,fest,obojiti
1478,reinigen::V,tisztít,očistiti
1479,reinigen::V,tisztít,počistiti
1480,waschen::V,mos,prati
1481,abwischen::V,letöröl,otrti
1482,spülen::V,mosogat,isprati
1483,spülen::V,mosogat,oplakati
1484,fegen::V,söpör,mesti
1485,fegen::V,söpör,pomesti
1486,kehren::V,söpör,mesti
1487,baden::V,fürdik,kupati se
1488,sich waschen::V,mosdik,umiti se
1489,sich waschen::V,mosdik,prati se
1490,sich waschen::V,mosakszik,umiti se
1491,sich waschen::V,mosakszik,prati se
1492,ausziehen::V,levesz,svući
1493,anziehen::V,felölt,obući
1494,anziehen::V,felvesz,obući
1495,sich anziehen::V,öltözik,obući se
1496,sich anziehen::V,felöltözik,obući se
1497,kämmen::V,fésül,češljati
1498,schmücken::V,díszít,uresiti
1499,schmücken::V,díszít,nakititi
1500,sagen::V,mond,reći
1501,sagen::V,mond,kazati
1502,sprechen::V,beszél,govoriti
1503,reden::V,beszél,govoriti
1504,reden::V,beszél,besjediti
1505,sich unterhalten::V,beszélget,razgovarati se
1506,fragen::V,kérdez,pitati
1507,bitten::V,kér,moliti
1508,erzählen::V,mesél,ispričati
1509,erzählen::V,mesél,pripovjediti
1510,erzählen::V,elbeszél,ispričati
1511,erzählen::V,elbeszél,pripovjediti
1512,mitteilen::V,közöl,saopćiti
1513,nennen::V,hív,nazvati
1514,nennen::V,nevez,nazvati
1515,rufen::V,hív,zvati
1516,rufen::V,hív,dozvati
1517,prahlen::V,dicsekszik,hvalisati se
1518,übersetzen::V,fordít,prevesti
1519,denken::V,gondol,misliti
1520,glauben::V,hisz,vjerovati
1521,bemerken::V,észrevesz,zapaziti
1522,bemerken::V,észrevesz,primijetiti
1523,erkennen::V,ráismer,prepoznati
1524,erkennen::V,felismer,prepoznati
1525,begreifen::V,felfog,pojmiti
1526,begreifen::V,felfog,shvatiti
1527,verstehen::V,ért,razabrati
1528,verstehen::V,megért,razabrati
1529,lernen::V,tanul,učiti se
1530,lernen::V,megtanul,učiti se
1531,wissen::V,tud,znati
1532,sich erinnern an::V,emlékszik,sjetiti se
1533,vergessen::V,felejt,zaboraviti
1534,vergessen::V,elfelejt,zaboraviti
1535,messen::V,mér,mjeriti
1536,messen::V,megmér,mjeriti
1537,zählen::V,számol,brojiti
1538,zählen::V,megszámol,brojiti
1539,rechnen::V,számít,računati
1540,lesen::V,olvas,čitati
1541,malen::V,fest,slikati
1542,zeichnen::V,rajzol,crtati
1543,schreiben::V,ír,pisati
1544,besitzen::V,birtokol,imati
1545,besitzen::V,birtokol,posjedovati
1546,kaufen::V,vesz,kupiti
1547,kaufen::V,megvesz,kupiti
1548,verkaufen::V,elad,prodati
1549,verkaufen::V,elad,raspačati
1550,bezahlen::V,fizet,platiti
1551,bezahlen::V,kifizet,platiti
1552,zahlen::V,fizet,plaćati
1553,zahlen::V,megfizet,plaćati
1554,beherrschen::V,ural,vladati
1555,beherrschen::V,ural,gospodariti
1556,ertragen::V,elbír,trpjeti
1557,ertragen::V,elbír,podnijeti
1558,ertragen::V,elvisel,trpjeti
1559,ertragen::V,elvisel,podnijeti
