,Concept_ID,ka,hu
219,Zwiebel::N,ხახვი,hagyma
220,Saat::N,თესლი,vetőmag
221,Korn::N,მარცვალი,mag
222,Korn::N,მარცვალი,szem
223,Heu::N,თივა,széna
224,Schale::N,ჩენჩო,héj
225,Grube::N,ორმო,verem
226,Falle::N,ხაფანგი,csapda
227,Schlinge::N,მახე,tőr
228,Spur::N,კვალი,nyom
229,Asche::N,ფერფლი,hamu
230,Dreck::N,ტალახი,sár
231,Dreck::N,ტალახი,piszok
232,Dreck::N,სიბინძურე,sár
233,Dreck::N,სიბინძურე,piszok
234,Eisen::N,რკინა,vas
235,Gold::N,ოქრო,arany
236,Silber::N,ვერცხლი,ezüst
237,Kohle::N,ნახშირი,szén
238,Glas::N,მინა,üveg
239,Lehm::N,თიხა,agyag
240,Lehm::N,თიხა,vályog
241,Sand::N,ქვიშა,homok
242,Mensch::N,ადამიანი,ember
243,Mann::N,კაცი,úr
244,Mann::N,კაცი,férfi
245,Frau::N,ქალი,nő
246,Frau::N,ქალი,asszony
247,Kind::N,ბავშვი,gyerek
248,Kind::N,ბავშვი,gyermek
249,Junge::N,ვაჟი,fiú
250,Mädchen::N,გოგო,lány
251,Familie::N,ოჯახი,család
252,Großvater::N,პაპა,nagyapa
253,Großvater::N,ბაბუა,nagyapa
254,Großmutter::N,ბებია,nagyanya
255,Großmutter::N,დიდედა,nagyanya
256,Eltern::N,მშობლები,szülők
257,Vater::N,მამა,apa
258,Vater::N,მამა,atya
259,Mutter::N,დედა,anya
260,Sohn::N,ვაჟიშვილი,fiú
261,Tochter::N,ქალიშვილი,lány
262,Bruder::N,ძმა,fivér
263,Bruder::N,ძმა,testvér
264,Schwester::N,და,nővér
265,Schwester::N,და,lánytestvér
266,Onkel::N,ბიძა,nagybácsi
267,Tante::N,დეიდა,nagynéni
268,Tante::N,მამიდა,nagynéni
269,Ehemann::N,ქმარი,férj
270,Ehefrau::N,ცოლი,feleség
271,Freude::N,სიხარული,öröm
272,Gelächter::N,სიცილი,nevetés
273,Gelächter::N,სიცილი,hahotázás
274,Glück::N,ბედნიერება,boldogság
275,Kummer::N,მწუხარება,bánat
276,Wunsch::N,წადილი,óhaj
277,Wunsch::N,სურვილი,óhaj
278,Lust::N,წადილი,kedv
279,Geist::N,სული,elme
280,Geist::N,სული,szellem
281,Gedanke::N,ფიქრი,gondolat
282,Gedächtnis::N,მეხსიერება,emlékezet
283,Verstand::N,ჭკუა,ész
284,Verstand::N,ჭკუა,értelem
285,Verstand::N,გონება,ész
286,Verstand::N,გონება,értelem
287,Sinn::N,მნიშვნელობა,értelem
288,Grund::N,მიზეზი,ok
289,Grund::N,მიზეზი,alap
290,Wahrheit::N,სიმართლე,igaz
291,Wahrheit::N,სიმართლე,igazság
292,Wahrheit::N,ჭეშმარიტება,igaz
293,Wahrheit::N,ჭეშმარიტება,igazság
294,Gespräch::N,ბაასი,beszélgetés
295,Gespräch::N,საუბარი,beszélgetés
296,Märchen::N,არაკი,mese
297,Märchen::N,ზღაპარი,mese
298,Erzählung::N,თქმულება,elbeszélés
299,Nachricht::N,ცნობა,hír
300,Nachricht::N,ცნობა,híradás
301,Nachricht::N,ამბავი,hír
302,Nachricht::N,ამბავი,híradás
303,Neuigkeit::N,სიახლე,újság
304,Name::N,სახელი,név
305,Rätsel::N,გამოცანა,rejtvény
306,Rede::N,სიტყვა,beszéd
307,Rede::N,სიტყვა,szónoklat
308,Sprache::N,ენა,nyelv
309,Stimme::N,ხმა,hang
310,Wort::N,სიტყვა,szó
311,Zeichen::N,ნიშანი,jel
312,Ruf::N,ძახილი,kiáltás
313,Lärm::N,ხმაური,zaj
314,Laut::N,ხმა,hang
315,Laut::N,ბგერა,hang
316,Ton::N,ტონი,hang
317,Lied::N,სიმღერა,dal
318,Lied::N,სიმღერა,ének
319,Ruhe::N,სიწყნარე,csend
320,Ruhe::N,სიწყნარე,nyugalom
321,Leute::N,ადამიანები,emberek
322,Volk::N,ერი,nép
323,Volk::N,ხალხი,nép
324,Arbeit::N,მუშაობა,dolog
325,Gast::N,სტუმარი,vendég
326,Geschenk::N,საჩუქარი,ajándék
327,Spiel::N,თამაში,játék
328,Gesellschaft::N,საზოგადოება,társaság
329,Hilfe::N,შველა,segítség
330,Hilfe::N,დახმარება,segítség
331,Freund::N,მეგობარი,barát
332,Kamerad::N,ამხანაგი,társ
333,Angelegenheit::N,საქმე,ügy
334,Anzahl::N,ოდენობა,szám
335,Art::N,სახეობა,faj
336,Art::N,სახეობა,fajta
337,Stück::N,ნატეხი,darab
338,Teil::N,წილი,rész
339,Hälfte::N,ნახევარი,fél
340,Kreis::N,წრე,kör
341,Kreuz::N,ჯვარი,kereszt
342,Linie::N,ხაზი,vonal
343,Strich::N,შტრიხი,vonás
344,Abstand::N,მანძილი,köz
345,Entfernung::N,სიშორე,távolság
346,Gegend::N,არე,táj
347,Gegend::N,არე,vidék
348,Gegend::N,მხარე,táj
349,Gegend::N,მხარე,vidék
350,Platz::N,ფართობი,hely
351,Ort::N,ადგილი,hely
352,Seite::N,მხარე,fél
353,Seite::N,მხარე,oldal
354,Mitte::N,შუა,közép
355,Gegenstand::N,საგანი,tárgy
356,Sache::N,ნივთი,dolog
357,Rand::N,კიდე,szél
358,Rand::N,კიდე,perem
359,Rand::N,კიდე,szegély
360,Kante::N,ნაწიბული,él
361,Ecke::N,კუთხე,sarok
362,Ecke::N,კუთხე,szöglet
363,Spitze::N,წვეტი,csúcs
364,Ende::N,ბოლო,vég
365,Loch::N,ხვრელი,lyuk
366,Winkel::N,კუთხე,szög
367,Muster::N,მოხატულობა,minta
368,Größe::N,ზომა,nagyság
369,Größe::N,სიდიდე,nagyság
370,Länge::N,სიგრძე,hossz
371,Länge::N,სიგრძე,hosszúság
372,Höhe::N,სიმაღლე,magasság
373,Gewicht::N,წონა,súly
374,Menge::N,რაოდენობა,sokaság
375,Menge::N,რაოდენობა,mennyiség
376,Haufen::N,გროვა,halom
377,Reihe::N,რიგი,sor
378,Reihe::N,წყება,sor
379,Boot::N,გემი,csónak
380,Ruder::N,ხოფი,evező
381,Ruder::N,ნიჩაბი,evező
382,Schlitten::N,მარხილი,szánkó
383,Ski::N,თხილამური,sí
384,Lagerfeuer::N,კოცონი,tábortűz
385,Last::N,ტვირთი,teher
386,Gang::N,სვლა,járás
387,Schritt::N,ბიჯი,lépés
388,Norden::N,ჩრდილოეთი,észak
389,Süden::N,სამხრეთი,dél
390,Westen::N,დასავლეთი,nyugat
391,Osten::N,აღმოსავლეთი,kelet
392,Holz::N,ხე,fa
393,Brett::N,დაფა,deszka
394,Brett::N,ფიცარი,deszka
395,Platte::N,თლილი ქვა,lap
396,Platte::N,თლილი ქვა,lemez
397,Stütze::N,საყრდენი,támasz
398,Stütze::N,საყრდენი,támaszték
399,Stange::N,ჭოკი,rúd
400,Stange::N,ჭოკი,pózna
401,Stock::N,კეტი,pálca
402,Stab::N,ლატანი,bot
403,Rohr::N,მილაკი,cső
404,Haus::N,სახლი,ház
405,Heim::N,ოჯახის კერა,otthon
406,Ofen::N,ღუმელი,kályha
407,Fußboden::N,იატაკი,padló
408,Tisch::N,სუფრა,asztal
409,Tisch::N,მაგიდა,asztal
410,Stuhl::N,სკამი,szék
411,Wiege::N,აკვანი,bölcső
412,Bett::N,საწოლი,ágy
413,Bett::N,სარეცელი,ágy
414,Regal::N,თაროები,polc
415,Regal::N,თაროები,állvány
416,Kiste::N,ყუთი,láda
417,Kiste::N,სკივრი,láda
418,Fenster::N,ფანჯარა,ablak
419,Fenster::N,სარკმელი,ablak
420,Tür::N,ბჭე,ajtó
421,Tür::N,კარი,ajtó
422,Tor::N,ჭიშკარი,kapu
423,Zaun::N,ღობე,kerítés
424,Zaun::N,გალავანი,kerítés
425,Dach::N,სახურავი,tető
426,Leiter::N,კიბე,létra
427,Besen::N,ცოცხი,seprű
428,Spaten::N,ნიჩაბი,ásó
429,Schaufel::N,ბარი,lapát
430,Gabel::N,ჩანგალი,villa
431,Löffel::N,კოვზი,kanál
432,Messer::N,დანა,kés
433,Nagel::N,ლურსმანი,szeg
434,Netz::N,ბადე,háló
435,Haken::N,კავი,kampó
436,Haken::N,კაუჭი,kampó
437,Griff::N,ტარი,nyél
438,Griff::N,ტარი,fogantyú
439,Schloss::N,კლიტე,zár
440,Schloss::N,საკეტი,zár
441,Bild::N,სურათი,kép
442,Figur::N,ფიგურა,alak
443,Puppe::N,თოჯინა,bábu
444,Beutel::N,პარკი,zacskó
445,Bündel::N,გალა,köteg
446,Bündel::N,ასხმა,köteg
447,Tasche::N,ჩანთა,táska
448,Eimer::N,ჩამჩა,vödör
449,Deckel::N,ხუფი,fedő
450,Deckel::N,ხუფი,fedél
451,Deckel::N,სარქველი,fedő
452,Deckel::N,სარქველი,fedél
453,Geschirr::N,ჭურჭელი,edény
454,Sack::N,ტომარა,zsák
455,Tasse::N,ფინჯანი,csésze
456,Topf::N,ქოთანი,fazék
457,Kessel::N,ქვაბი,üst
458,Kessel::N,ქვაბი,bogrács
459,Essen::N,ჭამა,evés
460,Essen::N,ჭამა,étkezés
461,Nahrung::N,საზრდო,ennivaló
462,Nahrung::N,საკვები,ennivaló
463,Speise::N,საჭმელი,étel
464,Fleisch::N,ხორცი,hús
465,Getreide::N,მარცვლოვანი,gabona
466,Brei::N,ფაფა,pép
467,Brei::N,ფაფა,kása
468,Brot::N,პური,kenyér
469,Scheibe::N,ნაჭერი,szelet
470,Fett::N,ქონი,háj
471,Fett::N,ქონი,zsír
472,Fett::N,ცხიმი,háj
473,Fett::N,ცხიმი,zsír
474,Butter::N,კარაქი,vaj
475,Öl::N,ზეთი,olaj
476,Salz::N,მარილი,só
477,Suppe::N,სუფი,leves
478,Honig::N,თაფლი,méz
479,Milch::N,რძე,tej
480,Tee::N,ჩაი,tea
481,Leder::N,ტყავი,bőr
482,Wolle::N,მატყლი,gyapjú
483,Stoff::N,ქსოვილი,szövet
484,Nadel::N,ნემსი,tű
485,Faden::N,ძაფი,fonál
486,Faden::N,მკედი,fonál
487,Knopf::N,ღილი,gomb
488,Knoten::N,ნასკვი,csomó
489,Farbe::N,საღებავი,szín
490,Farbe::N,საღებავი,festék
491,Kleidung::N,ტანსაცმელი,ruha
492,Kleidung::N,ტანსაცმელი,ruházat
493,Hemd::N,ხალათი,ing
494,Hemd::N,პერანგი,ing
495,Kragen::N,საყელო,gallér
496,Ärmel::N,სახელო,ujj
497,Hose::N,შარვალი,gatya
498,Hose::N,შარვალი,nadrág
499,Gürtel::N,ქამარი,öv
500,Mütze::N,ქუდი,sapka
501,Schuh::N,ფეხსაცმელი,cipő
502,Stiefel::N,ჩექმა,csizma
503,Ring::N,ბეჭედი,gyűrű
504,Band::N,ბაფთი,szalag
505,Kamm::N,სავარცხელი,fésű
506,Spiegel::N,სარკე,tükör
507,Riemen::N,ღვედი,szíj
508,Schnur::N,ლარი,zsinór
509,Leine::N,ჯაჭვი,póráz
510,Decke::N,საბანი,takaró
511,Kissen::N,ბალიში,párna
512,Tuch::N,მაუდი,kendő
513,Tuch::N,თავშალი,kendő
514,Handtuch::N,ხელსახოცი,törülköző
515,Kraft::N,ძალა,erő
516,Stärke::N,ღონე,erő
517,Stärke::N,ღონე,erősség
518,Gesundheit::N,ჯანმრთელობა,egészség
519,Krankheit::N,სენი,kór
520,Krankheit::N,სენი,betegség
521,Krankheit::N,ავადმყოფობა,kór
522,Krankheit::N,ავადმყოფობა,betegség
523,Schmerz::N,ტკივილი,fájdalom
524,Wunde::N,იარი,seb
525,Wunde::N,ჭრილობა,seb
526,Fieber::N,ციება,láz
527,Arznei::N,წამალი,orvosság
528,Arznei::N,წამალი,gyógyszer
529,Brücke::N,ხიდი,híd
530,Brunnen::N,ჭა,kút
531,Weide::N,საძოვარი,legelő
532,Pfad::N,ბილიკი,ösvény
533,Weg::N,გზა,út
534,Straße::N,შარაგზა,út
535,Dorf::N,დაბა,falu
536,Dorf::N,სოფელი,falu
537,Stadt::N,ქალაქი,város
538,Brief::N,წერილი,levél
539,Buch::N,წიგნი,könyv
540,Buchstabe::N,ასო,betű
541,Zeitung::N,გაზეთი,újság
542,Zeitung::N,გაზეთი,hírlap
543,Leben::N,სიცოცხლე,élet
544,Tod::N,სიკვდილი,halál
545,Grab::N,სამარე,sír
546,Grab::N,საფლავი,sír
547,Kirche::N,ეკლესია,templom
548,Sünde::N,ცოდვა,bűn
549,Sünde::N,ცოდვა,vétek
550,Gott::N,ღმერთი,isten
551,Arbeiter::N,მუშა,munkás
552,Chef::N,გამგე,főnök
553,Meister::N,ოსტატი,mester
554,Arzt::N,ექიმი,orvos
555,Arzt::N,მკურნალი,orvos
556,Lehrer::N,მასწავლებელი,tanár
557,Lehrer::N,მასწავლებელი,tanító
558,Geld::N,ფული,pénz
559,Geschäft::N,საქმე,üzlet
560,Geschäft::N,ბიზნესი,üzlet
561,Laden::N,დუქანი,bolt
562,Laden::N,მაღაზია,bolt
563,Preis::N,ფასი,ár
564,Ware::N,საქონელი,áru
565,Nutzen::N,ხეირი,haszon
566,Reichtum::N,სიმდიდრე,gazdagság
567,Welt::N,მსოფლიო,világ
568,Land::N,მხარე,ország
569,Land::N,ქვეყანა,ország
570,Staat::N,სახელმწიფო,állam
571,König::N,მეფე,király
572,Macht::N,ძლიერება,hatalom
573,Grenze::N,ზღვარი,határ
574,Krieg::N,ომი,háború
575,Feind::N,მტერი,ellenség
576,Gewalt::N,სისასტიკე,erőszak
577,Kampf::N,ბრძოლა,harc
578,Bogen[Waffe]::N,მშვილდი,íj
579,Pfeil::N,ისარი,nyíl
580,Pfeil::N,მახვილი,nyíl
581,Gewehr::N,თოფი,puska
582,Gewehr::N,თოფი,fegyver
583,Gewehr::N,შაშხანა,puska
584,Gewehr::N,შაშხანა,fegyver
585,Fehler::N,შეცდომა,hiba
586,Lüge::N,სიცრუე,hazugság
587,Schaden::N,ვნება,kár
588,Unglück::N,ხიფათი,csapás
589,Unglück::N,ხიფათი,balszerencse
590,Unglück::N,უბედურება,csapás
591,Unglück::N,უბედურება,balszerencse
592,Schuld::N,ბრალი,bűn
593,Alter::N,ასაკი,kor
594,Schluss::N,ბოლო,vég
595,Schluss::N,ბოლო,befejezés
596,Schluss::N,დასასრული,vég
597,Schluss::N,დასასრული,befejezés
598,Zeit::N,დრო,idő
599,Tag::N,დღე,nap
600,Morgen::N,დილა,reggel
601,Mittag::N,შუადღე,dél
602,Abend::N,საღამო,este
603,Nacht::N,ღამე,éj
604,Nacht::N,ღამე,éjszaka
605,Woche::N,კვირა,hét
606,Monat::N,თვე,hó
607,Monat::N,თვე,hónap
608,Jahr::N,წელი,év
609,Frühling::N,გაზაფხული,tavasz
610,Sommer::N,ზაფხული,nyár
611,Herbst::N,შემოდგომა,ősz
612,Winter::N,ზამთარი,tél
613,Januar::N,იანვარი,január
614,Februar::N,თებერვალი,február
615,März::N,მარტი,március
616,April::N,აპრილი,április
617,Mai::N,მაისი,május
618,Juni::N,ივნისი,június
619,Juli::N,ივლისი,július
620,August::N,აგვისტო,augusztus
621,September::N,სექტემბერი,szeptember
622,Oktober::N,ოქტომბერი,október
623,November::N,ნოემბერი,november
624,Dezember::N,დეკემბერი,december
625,Montag::N,ორშაბათი,hétfő
626,Dienstag::N,სამშაბათი,kedd
627,Mittwoch::N,ოთხშაბათი,szerda
628,Donnerstag::N,ხუთშაბათი,csütörtök
629,Freitag::N,პარასკევი,péntek
630,Samstag::N,შაბათი,szombat
631,Sonntag::N,კვირა,vasárnap
632,groß::A,დიდი,nagy
633,klein::A,მცირე,pici
634,klein::A,მცირე,kicsi
635,klein::A,პატარა,pici
636,klein::A,პატარა,kicsi
637,lang::A,გრძელი,hosszú
638,kurz::A,მოკლე,rövid
639,breit::A,ფართო,széles
640,breit::A,განიერი,széles
641,schmal::A,ვიწრო,keskeny
642,schmal::A,წვრილი,keskeny
643,dicht::A,მჭიდრო,sűrű
644,dick[Gegenstand]::A,სქელი,vastag
645,dünn::A,წვრილი,vékony
646,fein::A,თხელი,vékony
647,fest::A,მყარი,szilárd
648,flach::A,ბრტყელი,sík
649,flach::A,ბრტყელი,lapos
650,glatt::A,გლუ,sima
651,hart::A,მაგარი,kemény
652,weich::A,რბილი,puha
653,rund::A,მრგვალი,kerek
654,spitz::A,წვეტიანი,hegyes
655,scharf::A,მჭრელი,éles
656,stumpf::A,ბლაგვი,tompa
657,stumpf::A,ბლაგვი,életlen
658,schwer::A,მძიმე,nehéz
659,schwer::A,მძიმე,súlyos
660,schön::A,ლამაზი,szép
661,heiß::A,ცხელი,forró
662,warm::A,თბილი,meleg
663,kalt::A,ცივი,hideg
664,kühl::A,გრილი,hűs
665,kühl::A,გრილი,hűvös
666,frisch::A,სუფთა,üde
667,frisch::A,სუფთა,friss
668,feucht::A,ნოტიო,nedves
669,nass::A,სველი,vizes
670,trocken::A,მშრალი,száraz
671,voll::A,სავსე,telt
672,leer::A,ცარიელი,üres
673,offen::A,ღია,nyílt
674,offen::A,ღია,nyitott
675,offen::A,გაშლილი,nyílt
676,offen::A,გაშლილი,nyitott
677,geschlossen::A,დახურული,zárt
678,geschlossen::A,დახურული,csukott
679,sauber::A,სუფთა,tiszta
680,sauber::A,წმინდა,tiszta
681,schmutzig::A,ტალახიანი,piszkos
682,schmutzig::A,ტალახიანი,szennyes
683,roh::A,უმი,nyers
684,reif::A,მწიფე,érett
685,lecker::A,გემრიელი,finom
686,süß::A,ტკბილი,édes
687,bitter::A,მწარე,keserű
688,sauer::A,მჟავე,savanyú
689,hell::A,ნათელი,világos
690,dunkel::A,ბნელი,sötét
691,schwarz::A,შავი,fekete
692,weiß::A,თეთრი,fehér
693,rot::A,წითელი,vörös
694,gelb::A,ყვითელი,sárga
695,blau::A,ლურჯი,kék
696,blau::A,ცისფერი,kék
697,grün::A,მწვანე,zöld
698,grau::A,რუხი,ősz
699,grau::A,რუხი,szürke
700,grau::A,ნაცრისფერი,ősz
701,grau::A,ნაცრისფერი,szürke
702,bunt::A,ჭრელი,tarka
703,bunt::A,ჭრელი,színes
704,bunt::A,ფერადი,tarka
705,bunt::A,ფერადი,színes
706,billig::A,იაფი,olcsó
707,teuer::A,ძვირი,drága
708,wertvoll::A,ღირსიანი,értékes
709,blind::A,ბრმა,vak
710,taub::A,ყრუ,süket
711,kräftig::A,ძალავანი,erős
712,stark::A,ძლიერი,erős
713,stark::A,ღონიერი,erős
714,schwach::A,სუსტი,gyenge
715,schwach::A,სუსტი,erőtlen
716,fett::A,სქელი,hájas
717,schlank::A,გამხდარი,karcsú
718,hübsch::A,ეშხიანი,csinos
719,hübsch::A,მშვენიერი,csinos
720,böse::A,ავი,rossz
721,böse::A,ავი,gonosz
722,böse::A,ბოროტი,rossz
723,böse::A,ბოროტი,gonosz
724,dumm::A,ბოთე,buta
725,dumm::A,ბოთე,ostoba
726,dumm::A,სულელი,buta
727,dumm::A,სულელი,ostoba
728,faul::A,ზანტი,lusta
729,faul::A,ზარმაცი,lusta
730,fleißig::A,ბეჯითი,szorgalmas
731,fleißig::A,მუყაითი,szorgalmas
732,geizig::A,ძუნწი,fukar
733,geizig::A,ძუნწი,fösvény
734,klug::A,ჭკვიანი,okos
735,klug::A,ჭკვიანი,eszes
736,geschickt::A,მარჯვე,ügyes
737,geschickt::A,გაწაფული,ügyes
738,lieb::A,სატრფიალო,drága
739,lieb::A,სატრფიალო,kedves
740,lustig::A,მხიარული,víg
741,lustig::A,მხიარული,vidám
742,sanft::A,ალერსიანი,enyhe
743,sanft::A,გრძნობიერი,enyhe
744,hungrig::A,მშიერი,éhes
745,krank::A,სნეული,beteg
746,krank::A,ავადმყოფი,beteg
