,Concept_ID,ar,kn
218,Mutter::N,أم,ಅಮ್ಮ
219,Sohn::N,إبن,ಮಗ 
220,Tochter::N,بنت,ಮಗಳು
221,Tochter::N,إبنة,ಮಗಳು
222,Bruder::N,أخ,ತಮ್ಮ
223,Bruder::N,شقيق,ತಮ್ಮ
224,Schwester::N,أخت,ತಂಗಿ
225,Onkel::N,عم,ಸೋದರಮಾವ
226,Onkel::N,عم,ದೊಡ್ಡಪ್ಪ
227,Tante::N,عمة,ಚಿಕ್ಕಮ್ಮ
228,Ehemann::N,زوج,ಗಂಡ
229,Ehefrau::N,زوجة,ಹೆಂಡತಿ
230,Freude::N,فرح,ನಲಿವು
231,Freude::N,سرور,ನಲಿವು
232,Gelächter::N,قهقهة,ನಗೆ
233,Glück::N,سعادة,ಆನಂದ
234,Kummer::N,غم,ದುಃಖ
235,Wunsch::N,منية,ಬಯಕೆ
236,Lust::N,شهوة,ಇಷ್ಟ
237,Geist::N,روح,ಆತ್ಮ
238,Gedanke::N,فكرة,ಯೋಚನೆ
239,Gedächtnis::N,ذاكرة,ಸ್ಮರಣೆ
240,Verstand::N,عقل,ಮನಸ್ಸು
241,Sinn::N,معنى,ಅರ್ಥ
242,Grund::N,سبب,ಕಾರಣ
243,Wahrheit::N,حقيقة,ಸತ್ಯ
244,Gespräch::N,محادثة,ಸಂಭಾಷಣೆ
245,Märchen::N,خرافة,ಸುಳ್ಳು ಕಥೆ
246,Erzählung::N,قصة,ಕಥೆ
247,Erzählung::N,حكاية,ಕಥೆ
248,Nachricht::N,خبر,ಸಂದೇಶ
249,Neuigkeit::N,خبر جديد,ಸುದ್ದಿ
250,Name::N,اسم,ಹೆಸರು
251,Rätsel::N,لغز,ಒಗಟು
252,Rede::N,خطبة,ಮಾತು
253,Sprache::N,لغة,ಭಾಷೆ
254,Stimme::N,صوت,ಧ್ವನಿ
255,Wort::N,كلمة,ಮಾತು
256,Zeichen::N,رمز,ಗುರುತು
257,Zeichen::N,إشارة,ಗುರುತು
258,Ruf::N,نداء,ಕೂಗು
259,Lärm::N,صخب,ಸದ್ದು
260,Lärm::N,ضجة,ಸದ್ದು
261,Laut::N,صوت,ಶಬ್ದ
262,Ton::N,نغمة,ನಾದ
263,Lied::N,أغنية,ಗಾನ
264,Ruhe::N,هدوء,ಶಾಂತಿ
265,Leute::N,ناس,ಮಂದಿ
266,Volk::N,شعب,ಜನಾಂಗ
267,Arbeit::N,عمل,ಕೆಲಸ
268,Gast::N,ضيف,ಅತಿಥಿ
269,Geschenk::N,هدية,ಕಾಣಿಕೆ
270,Spiel::N,لعب,ಆಟ
271,Gesellschaft::N,صحبة,ಸಂಗ
272,Hilfe::N,عون,ಸಹಾಯ
273,Hilfe::N,مساعدة,ಸಹಾಯ
274,Freund::N,صديق,ಸ್ನೇಹಿತ
275,Kamerad::N,زميل,ಜೊತೆಗಾರ
276,Angelegenheit::N,أمر,ವಿಚಾರ
277,Angelegenheit::N,شأن,ವಿಚಾರ
278,Anzahl::N,عدد,ಎಣಿಕೆ
279,Art::N,نوع,ತರ
280,Stück::N,قطعة,ತುಂಡು
281,Teil::N,قسم,ಭಾಗ
282,Hälfte::N,نصف,ಅರ್ಧ
283,Kreis::N,دائرة,ವೃತ್ತ
284,Kreuz::N,صليب,ಶಿಲುಬೆ
285,Linie::N,خط,ರೀಖೆ
286,Strich::N,شرطة,ಗೀಟು
287,Abstand::N,مسافة,ಅಂತರ
288,Entfernung::N,بعد,ದೂರ
289,Gegend::N,ناحية,ವಿಸ್ತೀರ್ಣ
290,Platz::N,فراغ,ಅಂತರ
291,Ort::N,مكان,ಸ್ಥಳ
292,Seite::N,جانب,ಪಕ್ಷ
293,Mitte::N,وسط,ನಡು
294,Gegenstand::N,موضوع,ವಸ್ತು
295,Sache::N,شيء,ವಸ್ತು
296,Rand::N,حافة,ಅಂಚು
297,Kante::N,حافة,ಅಂಚು
298,Ecke::N,ركن,ಮೂಲೆ
299,Spitze::N,سن,ತುದಿ
300,Ende::N,طرف,ಕೊನೆ
301,Loch::N,ثقب,ತೂತು
302,Winkel::N,زاوية,ಕೋನ
303,Muster::N,عينة,ನಮೂನೆ
304,Größe::N,حجم,ಪ್ರಮಾಣ
305,Länge::N,طول,ಉದ್ದ
306,Höhe::N,علو,ಎತ್ತರ
307,Höhe::N,ارتفاع,ಎತ್ತರ
308,Gewicht::N,وزن,ತೂಕ
309,Menge::N,كمية,ಮೊತ್ತ
310,Haufen::N,كوم,ರಾಶಿ
311,Reihe::N,صف,ಸಾಲು
312,Boot::N,قارب,ದೋಣಿ
313,Boot::N,زورق,ದೋಣಿ
314,Ruder::N,مجذاف,ಹುಟ್ಟು
315,Schlitten::N,مزلقة,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
316,Ski::N,زلاجة,ಜಾರುಪಟ್ಟಿ
317,Lagerfeuer::N,نار المخيم,ಶಿಬಿರಾಗ್ನಿ
318,Last::N,حمل,ಹೊರೆ
319,Gang::N,مشية,ತಿರುಗಾಟ
320,Schritt::N,خطوة,ಹೆಜ್ಜೆ
321,Norden::N,شمال,ಉತ್ತರ
322,Süden::N,جنوب,ದಕ್ಷಿಣ
323,Westen::N,غرب,ಪಶ್ಚಿಮ
324,Osten::N,شرق,ಮೂಡಲು
325,Holz::N,خشب,ಚೌಬೀನೆ
326,Brett::N,لوح,ಹಲಗೆ
327,Platte::N,صفيحة,ಹಲಗೆ
328,Stütze::N,سند,ಆಸರೆ
329,Stütze::N,دعامة,ಆಸರೆ
330,Stange::N,عود,ಕಂಬ
331,Stock::N,عصا,ಕೋಲು
332,Stab::N,قضيب,ದೊಣ್ಣೆ
333,Rohr::N,أنبوبة,ನಳಿಕೆ
334,Haus::N,دار,ಮನೆ
335,Haus::N,بيت,ಮನೆ
336,Heim::N,بيت,ಗೃಹ
337,Heim::N,مسكن,ಗೃಹ
338,Ofen::N,مدفأة,ಒಲೆ
339,Fußboden::N,أرضية,ನೆಲ
340,Tisch::N,مائدة,ಮೇಜು
341,Stuhl::N,كرسي,ಕುರ್ಚಿ
342,Wiege::N,مهد,ತೊಟ್ಟಿಲು
343,Bett::N,سرير,ಹಾಸಿಗೆ
344,Regal::N,رف,ಬೀರು
345,Kiste::N,صندوق,ಪಟ್ಟಿಗೆ
346,Fenster::N,شباك,ಕಿಟಕಿ
347,Fenster::N,نافذة,ಕಿಟಕಿ
348,Tür::N,باب,ಬಾಗಿಲು
349,Tor::N,بوابة,ಹೆಬ್ಬಾಗಿಲು
350,Zaun::N,سياج,ಬೇಲಿ
351,Dach::N,سطح,ಮಾಳಿಗೆ
352,Leiter::N,سلم,ಏಣಿ
353,Besen::N,مكنسة,ಪೊರಕೆ
354,Spaten::N,مسحاة,ಗುದ್ದಲಿ
355,Schaufel::N,مجرفة,ಸನಿಕೆ
356,Gabel::N,شوكة,ಕವಲು
357,Löffel::N,ملعقة,ಚಮಚ
358,Messer::N,سكين,ಚಾಕು
359,Nagel::N,مسمار,ಆಣಿ
360,Netz::N,شبكة,ಬಲೆ
361,Haken::N,خطاف,ಕೊಂಡಿ
362,Haken::N,صنارة,ಕೊಂಡಿ
363,Griff::N,قبضة,ಹಿಡಿ
364,Schloss::N,قفل,ವೀಗ
365,Bild::N,صورة,ಚಿತ್ರ
366,Figur::N,تمثال,ಆಕಾರ
367,Puppe::N,دمية,ಗೊಂಬೆ
368,Beutel::N,كيس,ಸಂಚಿ
369,Bündel::N,ربطة,ಕಟ್ಟು
370,Tasche::N,شنطة,ಚೀಲ
371,Tasche::N,محفظة,ಚೀಲ
372,Eimer::N,سطل,ಬಾನೆ
373,Eimer::N,جردل,ಬಾನೆ
374,Deckel::N,سداد,ಮುಚ್ಚಳ
375,Geschirr::N,أوان,ಭಕ್ಷ್ಯಗಳು
376,Sack::N,زكيبة,ಮೂಟೆ
377,Tasse::N,فنجان,ಬಟ್ಟಲು
378,Topf::N,قدر,ಮಡಕೆ
379,Topf::N,طنجرة,ಮಡಕೆ
380,Kessel::N,قدر,ಕೆಟಲ್
381,Kessel::N,غلاية,ಕೆಟಲ್
382,Essen::N,طعام,ಊಟ
383,Nahrung::N,غذاء,ಆಹಾರ
384,Speise::N,أكل,ಊಟ
385,Fleisch::N,لحم,ಮಾಂಸ
386,Getreide::N,حبوب,ಧಾನ್ಯ
387,Brei::N,عصيدة,ಗಂಜಿ
388,Brot::N,خبز,ರೊಟ್ಟಿ
389,Scheibe::N,شريحة,ಹೋಳು
390,Fett::N,سمن,ಕೊಬ್ಬು
391,Butter::N,زبدة,ಬೆಣ್ಣೆ
392,Öl::N,زيت,ಎಣ್ಣೆ
393,Salz::N,ملح,ಉಪ್ಪು
394,Suppe::N,حساء,ಎಸರು
395,Suppe::N,شربة,ಎಸರು
396,Honig::N,عسل,ಮಧು
397,Milch::N,حليب,ಹಾಲು
398,Tee::N,شاي,ಚಹ
399,Leder::N,جلد,ಚಕ್ಕಳ
400,Wolle::N,صوف,ಉಣ್ಣೆ
401,Stoff::N,قماش,ಬಟ್ಟೆ
402,Nadel::N,إبرة,ಸೂಜಿ
403,Faden::N,خيط,ದಾರ
404,Knopf::N,زر,ಗುಂಡು
405,Knoten::N,عقدة,ಗಂಟು
406,Farbe::N,صبغة,ಬಣ್ಣ
407,Kleidung::N,ملابس,ಅರಿವೆ
408,Hemd::N,قميص,ಅಂಗಿ
409,Kragen::N,ياقة,ಕುತ್ತಿಗೆಪಟ್ಟಿ
410,Ärmel::N,كم,ತೋಳು
411,Hose::N,سروال,ಇಜಾರ
412,Hose::N,بنطلون,ಇಜಾರ
413,Gürtel::N,حزام,ಬೆಲ್ಟು
414,Mütze::N,طاقية,ಟೋಪಿ
415,Schuh::N,حذاء,ಪಾದರಕ್ಷೆ
416,Stiefel::N,جزمة,ಬೂಟು
417,Stiefel::N,حذاء طويل,ಬೂಟು
418,Ring::N,حلقة,ಉಂಗುರ
419,Band::N,شريط,ರಿಬ್ಬನ್
420,Kamm::N,مشط,ಹಣಿಗೆ
421,Spiegel::N,مرآة,ಕನ್ನಡಿ
422,Riemen::N,سير,ಬಾರು
423,Schnur::N,حبل,ಹುರಿ
424,Schnur::N,دوبارة,ಹುರಿ
425,Leine::N,قيد,ಹಗ್ಗ
426,Decke::N,بطانية,ಕಂಬಳಿ
427,Kissen::N,وسادة,ದಿಂಬು
428,Tuch::N,منديل,ಕೊರಳ ಬಟ್ಟೆ
429,Handtuch::N,فوطة,ಚೌಕ
430,Handtuch::N,منشفة,ಚೌಕ
431,Kraft::N,قدرة,ಬಲ
432,Stärke::N,قوة,ಶಕ್ತಿ
433,Gesundheit::N,صحة,ಆರೋಗ್ಯ
434,Krankheit::N,مرض,ರೋಗ
435,Schmerz::N,ألم,ನೋವು
436,Schmerz::N,وجع,ನೋವು
437,Wunde::N,جرح,ಗಾಯ
438,Fieber::N,حمى,ಜ್ವರ
439,Arznei::N,دواء,ಔಷಧ
440,Brücke::N,جسر,ಸೇತುವೆ
441,Brunnen::N,بئر,ಬಾವಿ
442,Weide::N,مرعى,ಗೋಮಾಳ
443,Pfad::N,درب,ದಾರಿ
444,Weg::N,سكة,ಹಾದಿ
445,Straße::N,طريق,ರಸ್ತೆ
446,Dorf::N,قرية,ಹಳ್ಳಿ
447,Stadt::N,مدينة,ಪಟ್ಟಣ
448,Brief::N,خطاب,ಕಾಗದ
449,Brief::N,مكتوب,ಕಾಗದ
450,Buch::N,كتاب,ಪುಸ್ತಕ
451,Buchstabe::N,حرف,ಅಕ್ಷರ
452,Zeitung::N,جريدة,ವಾರ್ತಾಪತ್ರಿಕೆ
453,Leben::N,عيش,ಜೀವನ
454,Leben::N,حياة,ಜೀವನ
455,Tod::N,موت,ಮರಣ
456,Tod::N,وفاة,ಮರಣ
457,Grab::N,قبر,ಗೋರಿ
458,Kirche::N,كنيسة,ಚರ್ಚು
459,Sünde::N,خطيئة,ಪಾಪ
460,Gott::N,إله,ದೇವರು
461,Arbeiter::N,عامل,ಕೆಲಸಗಾರ
462,Chef::N,رئيس,ದಣಿ
463,Meister::N,أسطى,ಶಿಕ್ಷಕ
464,Arzt::N,طبيب,ವೈದ್ಯ
465,Lehrer::N,مدرس,ಉಪಾಧ್ಯಾಯ
466,Geld::N,نقود,ಹಣ
467,Geschäft::N,صفقة,ವಾಣಿಜ್ಯ
468,Laden::N,دكان,ಅಂಗಡಿ
469,Preis::N,سعر,ಬೆಲೆ
470,Ware::N,بضاعة,ಸರಕು
471,Nutzen::N,فائدة,ಲಾಭ
472,Reichtum::N,غنى,ಸಂಪತ್ತು
473,Reichtum::N,ثروة,ಸಂಪತ್ತು
474,Welt::N,عالم,ಭೂಲೋಕ
475,Welt::N,دنيا,ಭೂಲೋಕ
476,Land::N,بلد,ದೇಶ
477,Staat::N,دولة,ರಾಜ್ಯ
478,König::N,ملك,ರಾಜ
479,Macht::N,سلطة,ಅಧಿಕಾರ
480,Grenze::N,حدود,ಗಡಿ
481,Krieg::N,حرب,ಯುದ್ಧ
482,Feind::N,عدو,ಶತ್ರು
483,Gewalt::N,عنف,ಹಿಂಸೆ
484,Kampf::N,قتال,ಹೋರಾಟ
485,Bogen[Waffe]::N,قوس,ಬಿಲ್ಲು
486,Pfeil::N,سهم,ಅಂಬು
487,Gewehr::N,بندقية,ಬಂದೂಕು
488,Fehler::N,خطأ,ತಪ್ಪು
489,Lüge::N,كذب,ಸುಳ್ಳು
490,Schaden::N,تلف,ಹಾನಿ
491,Unglück::N,نحس,ಅಪಾಯ
492,Schuld::N,ذنب,ದೋಷ
493,Alter::N,سن,ಮುಪ್ಪು
494,Alter::N,عمر,ಮುಪ್ಪು
495,Schluss::N,ختام,ಮುಕ್ತಾಯ
496,Schluss::N,نهاية,ಮುಕ್ತಾಯ
497,Zeit::N,وقت,ಕಾಲ
498,Tag::N,يوم,ದಿನ
499,Morgen::N,صباح,ಮುಂಜಾನೆ
500,Mittag::N,ظهر,ನಡುಹಗಲು
501,Abend::N,مساء,ಸಂಜೆ
502,Nacht::N,ليلة,ರಾತ್ರಿ
503,Woche::N,أسبوع,ವಾರ
504,Monat::N,شهر,ತಿಂಗಳು
505,Jahr::N,عام,ಸಂವತ್ಸರ
506,Jahr::N,سنة,ಸಂವತ್ಸರ
507,Frühling::N,ربيع,ವಸಂತ
508,Sommer::N,صيف,ಬಿಸಿಲುಕಾಲ
509,Herbst::N,خريف,ಶರತ್ಕಾಲ
510,Winter::N,شتاء,ಚಳಿಗಾಲ
511,Januar::N,يناير,ನಾಲ್ಚಳಿ
512,Januar::N,كانون الثاني,ನಾಲ್ಚಳಿ
513,Februar::N,شباط,ಅಯ್ಚಳಿ
514,Februar::N,فبراير,ಅಯ್ಚಳಿ
515,März::N,آذار,ಮೊಬ್ಬೇಸಿಗೆ
516,März::N,مارس,ಮೊಬ್ಬೇಸಿಗೆ
517,April::N,نيسان,ಇಬ್ಬೇಸಿಗೆ
518,Mai::N,مايو,ಮುಬ್ಬೇಸಿಗೆ
519,Juni::N,يونيو,ಮೊಮ್ಮಳೆ
520,Juni::N,حزيران,ಮೊಮ್ಮಳೆ
521,Juli::N,تموز,ಇಮ್ಮಳೆ
522,Juli::N,يوليو,ಇಮ್ಮಳೆ
523,August::N,آب,ಮುಮ್ಮಳೆ
524,August::N,أغسطس,ಮುಮ್ಮಳೆ
525,September::N,أيلول,ನಾಲ್ಮಳೆ
526,September::N,سبتمبر,ನಾಲ್ಮಳೆ
527,Oktober::N,أكتوبر,ಮೊಚ್ಚಳಿ
528,Oktober::N,تشرين الأول,ಮೊಚ್ಚಳಿ
529,November::N,نوفمبر,ಇಚ್ಚಳಿ
530,November::N,تشرين الثاني,ಇಚ್ಚಳಿ
531,Dezember::N,ديسمبر,ಮುಚ್ಚಳಿ
532,Dezember::N,كانون الأول,ಮುಚ್ಚಳಿ
533,Montag::N,يوم الاثنين,ಸೋಮುವಾರ
534,Dienstag::N,يوم الثلاثاء,ಮಂಗಳವಾರ
535,Mittwoch::N,يوم الأربعاء,ಬುಧವಾರ
536,Donnerstag::N,يوم الخميس,ಗುರುವಾರ
537,Freitag::N,يوم الجمعة,ಶುಕ್ರವಾರ
538,Samstag::N,يوم السبت,ಶನಿವಾರ
539,Sonntag::N,يوم الأحد,ಭಾನುವಾರ
540,groß::A,كبير,ದೊಡ್ಡ
541,klein::A,صغير,ಪುಟ್ಟ
542,lang::A,طويل,ದೀರ್ಘ
543,kurz::A,قصير,ಚಕ್ಕ
544,breit::A,واسع,ಅಗಲವಾದ
545,schmal::A,ضيق,ಇಕ್ಕಟ್ಟಾದ
546,dicht::A,كث,ದಟ್ಟ
547,dicht::A,كثيف,ದಟ್ಟ
548,dick[Gegenstand]::A,غليظ,ದಟ್ಟ
549,dünn::A,رفيع,ತೆಳು
550,fein::A,رقيق,ಕೋಮಲ
551,fest::A,متين,ಘನ
552,flach::A,سهل,ಚಪ್ಪಟೆ
553,flach::A,منبسط,ಚಪ್ಪಟೆ
554,glatt::A,ناعم,ನಯ
555,hart::A,صلب,ಗಟ್ಟಿ
556,hart::A,جامد,ಗಟ್ಟಿ
557,weich::A,لين,ಮೃದುವಾದ
