,Concept_ID,no,cv
752,sofort::ADV,straks,тӳрех
753,später::ADV,senere,кайран
754,jetzt::ADV,nå,халь
755,jetzt::ADV,nå,халӗ
756,heute::ADV,i dag,паян
757,morgen::ADV,i morgen,ыран
758,bald::ADV,snart,халех
759,bald::ADV,snart,кӗҫех
760,dann::ADV,så,унтан
761,gestern::ADV,i går,ӗнер
762,einst::ADV,engang,пӗррехинче
763,damals::ADV,den gang,ун чухне
764,damals::ADV,den gang,апла пулсан
765,danach::ADV,deretter,унтан
766,vorher::ADV,før,малтан
767,vorher::ADV,i forveien,малтан
768,zuerst::ADV,først,пирвай
769,einmal::ADV,en gang,пӗррехинче
770,manchmal::ADV,somme tider,хӑш чухне
771,oft::ADV,ofte,тӑтӑш
772,immer::ADV,alltid,ялан
773,niemals::ADV,aldri,нихӑҫан та
774,hier::ADV,her,кунта
775,hierhin::ADV,hit,кунта
776,von hier::ADV,herfra,кунтан
777,dort::ADV,der,унта
778,dort::ADV,der,ҫавӑнта
779,dorthin::ADV,dit,унта
780,dorthin::ADV,dit,ҫавӑнта
781,geradeaus::ADV,rett fram,тикӗс
782,vorwärts::ADV,fram,малалла
783,vorwärts::ADV,framover,малалла
784,rückwärts::ADV,baklengs,хыҫала
785,zurück::ADV,tilbake,каялла
786,unten::ADV,nede,аялта
787,hinab::ADV,ned,аялта
788,hinab::ADV,nedover,аялта
789,oben::ADV,oppe,ҫӳлте
790,oben::ADV,ovenpå,ҫӳлте
791,hinauf::ADV,opp,ҫӳле
792,hinauf::ADV,oppover,ҫӳле
793,überall::ADV,overalt,таҫта та
794,überall::ADV,overalt,пур ҫӗрте те
795,überall::ADV,overalt,кирек ӑҫта та
796,nicht::ADV,ikke,мар
797,ein wenig::ADV,litt,пӑртак
798,kaum::ADV,neppe,аран
799,sehr::ADV,svært,питӗ
800,so::ADV,så,апла
801,noch::ADV,enda,татах
802,nur::ADV,bare,ҫех
803,schon::ADV,alt,ӗнтӗ
804,schon::ADV,allerede,ӗнтӗ
805,wieder::ADV,igjen,каллех
806,vergebens::ADV,forgjeves,харам
807,vor::PRP,foran,умӗнче
808,vor::PRP,utenfor,умӗнче
809,hinter::PRP,bak,кайра
810,hinter::PRP,bakom,кайра
811,unter::PRP,under,айне
812,unter::PRP,under,айӗпе
813,unter::PRP,under,айӗнче
814,unter::PRP,under,ҫитеспе
815,durch::PRP,gjennom,витӗр
816,durch::PRP,igjennom,витӗр
817,neben::PRP,ved siden av,патӗнче
818,zwischen::PRP,mellom,хушшинче
819,wegen::PRP,på grunn av,пула
820,wegen::PRP,på grunn av,пирки
821,dies::PRN,dette,ку
822,dies::PRN,dette,ҫак
823,das::PRN,det,ҫав
824,alles::PRN,alt,пурте
825,alles::PRN,alt,йӑлт
826,ich::PRN,jeg,эп
827,du::PRN,du,эс
828,er::PRN,han,вӑл
829,wir::PRN,vi,эпир
830,ihr::PRN,dere,эсир
831,sie::PRN,de,вӗсем
832,was::FPRN,hva,мӗн
833,was::FPRN,hva,мӗскер
834,was::FPRN,hva,мӗн те пулин
835,wer::FPRN,hvem,кам
836,wo::FADV,hvor,ӑҫта
837,wohin::FADV,hvor ... hen,ӑҫта
838,wie::FADV,hvordan,епле
839,wie::FADV,hvordan,мӗнле
840,warum::FADV,hvorfor,ма
841,warum::FADV,hvorfor,мӗншӗн
842,wieviel::FNUM,hvor mye,миҫе
843,eins::NUM,en,пӗр
844,eins::NUM,en,пӗрре
845,eins::NUM,ett,пӗр
846,eins::NUM,ett,пӗрре
847,zwei::NUM,to,ик
848,zwei::NUM,to,икӗ
849,zwei::NUM,to,иккӗ
850,drei::NUM,tre,виҫ
851,drei::NUM,tre,виҫӗ
852,drei::NUM,tre,виҫҫӗ
853,vier::NUM,fire,тӑват
854,fünf::NUM,fem,пилӗк
855,fünf::NUM,fem,пиллӗк
856,sechs::NUM,seks,улт
857,sechs::NUM,seks,ултӑ
858,sechs::NUM,seks,улттӑ
859,sieben::NUM,sju,ҫич
860,sieben::NUM,sju,ҫичӗ
861,sieben::NUM,sju,ҫиччӗ
862,acht::NUM,åtte,сакӑр
863,acht::NUM,åtte,саккӑр
864,neun::NUM,ni,тӑхӑр
865,neun::NUM,ni,тӑххӑр
866,zehn::NUM,ti,вунӑ
867,zehn::NUM,ti,вуннӑ
868,elf::NUM,elleve,вун пӗр
869,zwölf::NUM,tolv,вун ик
870,zwölf::NUM,tolv,вун икӗ
871,zwölf::NUM,tolv,вун иккӗ
872,zwanzig::NUM,tjue,ҫирӗм
873,dreißig::NUM,tretti,вӑтӑр
874,vierzig::NUM,førti,хӗрӗх
875,fünfzig::NUM,femti,аллӑ
876,sechzig::NUM,seksti,утмӑл
877,siebzig::NUM,sytti,ҫитмӗл
878,achtzig::NUM,åtti,сакӑр вунӑ
879,achtzig::NUM,åtti,сакӑр вуннӑ
880,neunzig::NUM,nitti,тӑхӑр вун
881,neunzig::NUM,nitti,тӑхӑр вунӑ
882,neunzig::NUM,nitti,тӑхӑр вуннӑ
883,hundert::NUM,hundre,ҫӗр
884,tausend::NUM,tusen,пин
885,und::CNJ,og,та
886,oder::CNJ,eller,е
887,stehen::V,stå,тӑр
888,sitzen::V,sitte,лар
889,liegen::V,ligge,вырт
890,hängen::V,henge,усӑнса тӑр
891,hängen::V,henge,ҫакӑнса тӑр
892,werden::V,bli,пул
893,passieren::V,skje,пул
894,passieren::V,hende,пул
895,beginnen::V,begynne,пуҫлан
896,enden::V,ende,пӗт
897,enden::V,ende,вӗҫлен
898,enden::V,slutte,пӗт
899,enden::V,slutte,вӗҫлен
900,wechseln::V,veksle,улшӑн
901,aufgehen[Sonne]::V,stå opp,тух
902,untergehen[Sonne]::V,gå ned,анса лар
903,scheinen[Sonne]::V,skinne,пӑх
904,donnern::V,tordne,кӗмсӗртет
905,donnern::V,tordne,авӑт
906,wehen::V,blåse,варкӑш
907,strömen::V,strømme,тӑкӑн
908,fließen::V,flyte,юх
909,sich drehen::V,dreie seg,ҫаврӑн
910,schwanken::V,svaie,чӳхен
911,schwingen::V,svinge,суллан
912,fallen::V,falle,кип
913,fallen::V,falle,тӳр кип
914,fallen::V,falle,татӑлса ан
915,brennen::V,brenne,ҫун
916,rauchen::V,ryke,мӑкӑрлан
917,rauchen::V,ryke,тӗтӗм кӑлар
918,regnen::V,regne,ҫумӑр ҫӑвать
919,gefrieren::V,fryse,шӑн
920,tauen::V,tine,ирӗл
921,schmelzen::V,smelte,ирӗл
922,trocknen::V,tørre,тип
923,sieden::V,koke,вӗре
924,faulen::V,råtne,ҫӗр
925,verfaulen::V,råtne,ҫӗр
926,reißen::V,briste,ҫурӑл
927,versinken::V,synke,пут
928,versinken::V,synke ned,пут
929,vergehen::V,forløpe,ирт
930,erscheinen::V,synes,курӑн
931,erscheinen::V,synes,курӑнса кай
932,verschwinden::V,forsvinne,ҫухал
933,sinken::V,synke,чак
934,abnehmen::V,avta,чак
935,abnehmen::V,minske,чак
936,zunehmen::V,tilta,пысӑклан
937,steigen::V,stige,ҫӗклен
938,wachsen::V,gro,ӳс
939,wachsen::V,vokse,ӳс
940,glänzen::V,skinne,ҫиҫ
941,funkeln::V,tindre,ялкӑш
942,funkeln::V,tindre,йӑлтӑртат
943,lärmen::V,bråke,шавла
944,läuten::V,ringe,шӑнкӑравла
945,klingeln::V,ringe,шӑнкӑравла
946,klirren::V,klirre,калтлат
947,klirren::V,klirre,шӑнкӑлтат
948,brausen::V,bruse,ахӑр
949,rauschen::V,suse,вашӑлтат
950,rauschen::V,suse,чашӑлтат
951,klingen::V,lyde,янӑра
952,klingen::V,klinge,янӑра
953,bellen::V,gjø,вӗр
954,bellen::V,bjeffe,вӗр
955,heulen::V,ule,ула
956,blasen::V,blåse,вӗр
957,pfeifen::V,plystre,шӑхӑр
958,schreien::V,skrike,кӑшкӑр
959,stöhnen::V,stønne,йынӑш
960,zittern::V,dirre,чӗтре
961,zittern::V,skjelve,чӗтре
962,leben::V,leve,пурӑн
963,geboren werden::V,fødes,ҫурал
964,atmen::V,ånde,сывла
965,atmen::V,puste,сывла
966,trinken::V,drikke,ӗҫ
967,essen::V,spise,ҫи
968,schlucken::V,svelge,ҫӑт
969,müde werden::V,bli trett,ӗшен
970,einschlafen::V,sovne,ыйха пут
971,einschlafen::V,sovne,ҫывӑрса кай
972,schlafen::V,sove,ҫывӑр
973,aufwachen::V,våkne,вӑран
974,aufstehen::V,stå opp,тӑр
975,sich erholen::V,bli bra,кан
976,sich erholen::V,komme seg,кан
977,krank werden::V,bli syk,чирле
978,krank sein::V,være syk,чирле
979,schmerzen::V,gjøre vondt,сур
980,schmerzen::V,gjøre vondt,ырат
981,husten::V,hoste,ӳсӗр
982,genesen::V,komme seg,сывал
983,genesen::V,komme seg,тӳрлен
984,sterben::V,dø,вил
985,umkommen::V,omkomme,вил
986,sich bewegen::V,bevege seg,куҫ
987,sich rühren::V,røre på seg,хускал
988,sich erheben::V,reise seg,тӑр
989,sich setzen::V,sette sig,лар
990,hinfallen::V,falle over ende,ӳк
991,laufen::V,løpe,ут
992,schreiten::V,skride,ут
993,spazierengehen::V,spasere,уҫӑлса ҫӳре
994,spazierengehen::V,spasere,уткаласа ҫӳре
995,spazierengehen::V,gå en tur,уҫӑлса ҫӳре
996,spazierengehen::V,gå en tur,уткаласа ҫӳре
997,eilen::V,ile,васка
998,eilen::V,ile,хыпалан
999,sich beeilen::V,skynde seg,васка
1000,sich beeilen::V,skynde seg,хыпалан
1001,sausen::V,suse,ыткӑн
1002,sausen::V,suse,вӗҫтер
1003,rennen::V,løpe,чуп
1004,springen::V,hoppe,сик
1005,springen::V,springe,сик
1006,klettern::V,klatre,улӑх
1007,schaukeln::V,huske,йӳрӗн
1008,kriechen::V,krype,шу
1009,kriechen::V,krype,упален
1010,schwimmen::V,svømme,иш
1011,tauchen::V,dykke,чӑм
1012,rudern::V,ro,авӑс
1013,fahren::V,kjøre,пыр
1014,fliegen::V,fly,вӗҫ
1015,gehen::V,gå,кай
1016,weggehen::V,gå bort,кай
1017,abfahren::V,reise,тапран
1018,anhalten::V,stanse,чарӑн
1019,hineingehen::V,gå inn,кӗр
1020,eintreten::V,tre inn,кӗр
1021,kommen::V,komme,кил
1022,ankommen::V,ankomme,ҫит
1023,ankommen::V,komme til,ҫит
1024,zurückkommen::V,komme tilbake,таврӑн
1025,zurückkommen::V,komme tilbake,каялла кил
1026,bleiben::V,bli,юл
1027,bleiben::V,forbli,юл
1028,warten::V,vente,кӗт
1029,erwarten::V,vente,кӗт
1030,suchen::V,søke,шыра
1031,finden::V,finne,туп
1032,versuchen::V,prøve,пикен
1033,versuchen::V,forsøke,пикен
1034,vorbereiten::V,forberede,хатӗрле
1035,lieben::V,elske,юрат
1036,mögen::V,like,кӑмӑлла
1037,mögen::V,like,килӗштер
1038,lachen::V,le,кул
1039,lachen::V,le,ахӑлтат
1040,rühren::V,røre,ҫулӑх
1041,weinen::V,gråte,йӗр
1042,weinen::V,gråte,макӑр
1043,schimpfen::V,skjelle,вӑрҫ
1044,schimpfen::V,skjelle,ятлаҫ
1045,sich ärgern::V,ergre seg,ҫиллен
1046,sich fürchten::V,være redd,шиклен
1047,fürchten::V,være redd for,хӑра
1048,fliehen::V,rømme,тар
1049,fliehen::V,flykte,тар
1050,flüchten::V,flykte,чупса тар
1051,sehen::V,se,кур
1052,anschauen::V,se på,пӑхса ил
1053,anschauen::V,betrakte,пӑхса ил
1054,ansehen::V,anse,пӑх
1055,hören::V,høre,илт
1056,zuhören::V,tilhøre,итле
1057,zuhören::V,tilhøre,тӑнла
1058,probieren::V,smake,астив
1059,probieren::V,smake på,астив
1060,riechen::V,lukte,шӑршла
1061,fühlen::V,føle,туй
1062,fühlen::V,føle,сис
1063,scheinen::V,se ut,туйӑн
1064,zu sehen sein::V,synes,курӑн
1065,vernehmen::V,få vite,пӑл
1066,frieren::V,fryse,йӳтен
1067,tun::V,gjøre,ту
1068,können::V,kunne,пултар
1069,wollen::V,ville,те
1070,anfangen::V,begynne,пуҫла
1071,beenden::V,avslutte,пӗтер
1072,aufhören::V,slutte,пӑрах
1073,aufhören::V,holde opp,пӑрах
1074,gelingen::V,lykkes,ӑн
1075,geraten::V,bli,пул
1076,öffnen::V,åpne,уҫ
1077,schließen::V,lukke,хуп
1078,schließen::V,stenge,хуп
1079,stellen::V,stille,ларт
1080,stellen::V,stille,тӑрат
1081,setzen::V,sette,ларт
1082,legen::V,legge,хур
1083,berühren::V,berøre,перӗн
1084,verbinden::V,forbinde,сып
1085,bedecken::V,dekke,вит
1086,aufhängen::V,henge,ҫак
1087,aufhängen::V,henge opp,ҫак
1088,anzünden::V,tenne,ҫут
1089,anzünden::V,antenne,ҫут
1090,anzünden::V,tenne på,ҫут
1091,aufheben::V,løfte,ҫӗкле
1092,aufheben::V,ta opp,ҫӗкле
1093,zurücklassen::V,slippe tilbake,манса хӑвар
1094,verlieren::V,miste,ҫӗтер
1095,fallen lassen::V,droppe,ӳкер
1096,fallen lassen::V,la falle,ӳкер
1097,machen::V,lage,ту
1098,machen::V,gjøre,ту
1099,herstellen::V,fremstille,ӑстала
1100,bauen::V,bygge,ту
1101,reparieren::V,reparere,юса
1102,verbessern::V,rette,лайӑхлат
1103,verbessern::V,forbedre,лайӑхлат
1104,ändern::V,forandre,улӑштар
1105,graben::V,grave,чав
1106,graben::V,grave,чакала
1107,beugen::V,bøye,кукӑрт
1108,biegen::V,bøye,ав
1109,biegen::V,bøye,кукӑрт
1110,drehen::V,dreie,ҫавӑр
1111,wenden::V,vende,ӳпӗнтер
1112,umdrehen::V,snu,ҫавӑр
1113,heben::V,heve,хӑпарт
1114,hochheben::V,løfte,йӑт
1115,ergreifen::V,gripe,тыт
1116,ergreifen::V,få tak i,тыт
1117,halten::V,holde,тыт
1118,drücken::V,trykke,пус
1119,schieben::V,skyve,тӗк
1120,schieben::V,skyve,тӗрт
1121,kratzen::V,klø,хыр
1122,kratzen::V,klore,хыр
1123,lecken::V,slikke,ҫула
1124,beißen::V,bite,ҫырт
1125,beißen::V,bite,хып
1126,abreißen::V,rive av,тат
1127,abschneiden::V,skjære av,кас
1128,binden::V,binde,ҫых
1129,stecken::V,stikke,чик
1130,brechen::V,bryte,хуҫ
1131,brechen::V,briste,хуҫ
1132,klopfen::V,banke,такка
1133,hauen::V,hogge,шакка
1134,kleben::V,klistre,ҫыпӑҫтар
1135,reiben::V,gni,сӑтӑр
1136,streichen::V,stryke,сӗр
1137,schleifen::V,slipe,хӑйра
1138,schneiden::V,klippe,кас
1139,rütteln::V,ruske,лӑка
1140,rütteln::V,ruske,силлентер
1141,schütteln::V,riste,лӑка
1142,schütteln::V,riste,силлентер
1143,schwenken::V,svinge,сулла
1144,schütten::V,helle,тултар
1145,füllen::V,fylle,тултар
1146,einwickeln::V,vikle inn,чӗрке
1147,tragen::V,bære,ҫӗкле
1148,schleppen::V,slepe,сӗтӗр
1149,ziehen::V,dra,тӑс
1150,ziehen::V,trekke,тӑс
1151,aufbewahren::V,oppbevare,усра
1152,aufbewahren::V,ta vare på,усра
1153,werfen::V,kaste,пӑрах
1154,fangen::V,fange,тыт
1155,packen::V,gripe,тыт
1156,packen::V,gripe tak i,тыт
1157,verstecken::V,gjemme,пытарса хур
1158,teilen::V,dele,уйӑр
1159,teilen::V,dele,пайла
1160,schicken::V,sende,яр
1161,bringen::V,bringe,кӳр
1162,hinzufügen::V,tilføye,хуш
1163,bekommen::V,få,ил
1164,bekommen::V,få,туян
1165,erhalten::V,få,ил
1166,erhalten::V,få,туян
1167,nehmen::V,ta,ил
1168,wählen::V,velge,суйла
1169,auswählen::V,velge ut,суйла
1170,bewahren::V,bevare,упра
1171,behindern::V,hindre,кансӗрле
1172,behindern::V,hindre,чӑрмантар
1173,behindern::V,forhindre,кансӗрле
1174,behindern::V,forhindre,чӑрмантар
1175,verderben::V,ødelegge,пӑс
1176,beschädigen::V,skade,пӑс
1177,zerbrechen::V,brekke i stykker,ват
1178,zerbrechen::V,brekke i stykker,ҫӗмӗр
1179,zerreißen::V,rive i stykker,ҫур
1180,zerstören::V,ødelegge,иш
1181,verbrennen::V,brenne,ҫунтар
1182,verbrennen::V,brenne opp,ҫунтар
1183,geben::V,gi,пар
1184,reichen::V,rekke,пар
1185,schenken::V,forære,парнеле
1186,schenken::V,skjenke,парнеле
1187,versprechen::V,love,тума пул
1188,versprechen::V,love,сӑмах пар
1189,wünschen::V,ønske,сун
1190,loben::V,rose,ырла
1191,küssen::V,kysse,чуп ту
1192,wiegen::V,vogge,сиктер
1193,wiegen::V,vogge,силле
1194,zudecken::V,dekke til,вит
1195,wecken::V,vekke,вӑрат
1196,zeigen::V,vise,кӑтарт
1197,führen::V,føre,илсе пыр
1198,führen::V,føre,ҫавӑтса пыр
1199,lehren::V,lære,вёрент
1200,unterrichten::V,undervise,вёрент
1201,aufziehen::V,oppdra,вӗрент
1202,leiten::V,lede,тытса пыр
1203,antreiben::V,drive på,васкат
1204,lassen::V,få til å,пусахла
1205,lassen::V,få til å,хуш
1206,einladen::V,be,чӗн
1207,einladen::V,invitere,чӗн
1208,vereinigen::V,forene,пӗрлештер
1209,besuchen::V,besøke,ҫит
1210,besuchen::V,besøke,кӗрсе кур
1211,treffen::V,møte,тӗл пул
1212,treffen::V,treffe,тӗл пул
1213,sich versammeln::V,forsamles,пуҫтарӑн
1214,spielen::V,leke,выля
1215,spielen::V,spille,выля
1216,singen::V,synge,юрла
1217,tanzen::V,danse,ташла
1218,sich trennen::V,skilles,уйрӑл
1219,verlassen::V,forlate,хӑвар
1220,retten::V,redde,ҫӑл
1221,bewachen::V,bevokte,хуралла
1222,schützen::V,verne,сыхла
1223,schützen::V,beskytte,сыхла
1224,verteidigen::V,forsvare,хӳтӗле
1225,sich schlagen::V,slåss,ҫапӑҫ
1226,schießen::V,skyte,пер
1227,siegen::V,seire,ҫӗн
1228,siegen::V,seire,ҫӗнтер
1229,ärgern::V,ergre,тарӑхтар
1230,ärgern::V,ergre,ҫиллентер
1231,treten::V,sparke,тап
1232,stechen::V,stikke,чик
1233,stoßen::V,støte,чыш
1234,stehlen::V,stjele,вӑрла
1235,stören::V,forstyrre,кансӗрле
1236,belästigen::V,plage,аптӑрат
1237,belästigen::V,plage,хупла
1238,belästigen::V,sjenere,аптӑрат
1239,belästigen::V,sjenere,хупла
1240,verbergen::V,gjemme,пытар
1241,täuschen::V,villede,суй
1242,betrügen::V,bedra,ултала
1243,töten::V,drepe,вӗлер
1244,wohnen::V,bo,чуна пар
1245,wohnen::V,bo,парӑнса тӑр
1246,arbeiten::V,arbeide,ӗҫле
1247,sammeln::V,samle,пух
1248,pflücken::V,plukke,тат
1249,jagen::V,jage,сунара ҫӳре
1250,fischen::V,fiske,пулӑ тыт
1251,fassen::V,fange,тыт
1252,hüten::V,vokte,кӗт
1253,treiben::V,drive,хӑвала
1254,anbinden::V,feste,кӑкар
1255,füttern::V,fore,ҫитер
1256,melken::V,melke,су
1257,hacken::V,hakke,вакла
1258,gießen::V,helle,шӑвар
1259,reifen::V,modne,пиҫ
1260,zubereiten::V,lage,пӗҫер
1261,zubereiten::V,tilberede,пӗҫер
1262,kochen::V,koke,пӗҫер
1263,backen::V,bake,пӗҫер
1264,braten::V,steke,ӑшала
1265,umrühren::V,røre om,хутӑштар
1266,stricken::V,strikke,ҫых
1267,nähen::V,sy,ҫӗле
1268,färben::V,farge,пӗвет
1269,reinigen::V,rense,тасат
1270,reinigen::V,gjøre ren,тасат
1271,waschen::V,vaske,ҫу
1272,abwischen::V,tørke av,шӑл
1273,spülen::V,spyle,чӳхе
1274,spülen::V,skylle,чӳхе
1275,fegen::V,feie,шӑл
1276,kehren::V,koste,шӑл
1277,baden::V,bade,шыва кӗр
1278,sich waschen::V,vaske seg,ҫӑвӑн
1279,ausziehen::V,ta av,салан
1280,anziehen::V,ta på,тӑхӑн
1281,sich anziehen::V,kle på seg,тӑхӑн
1282,kämmen::V,gre,тура
1283,kämmen::V,kjemme,тура
1284,schmücken::V,pynte,илемлет
1285,schmücken::V,smykke,илемлет
1286,sagen::V,si,те
1287,sprechen::V,snakke,кала
1288,reden::V,tale,сӑмахла
1289,reden::V,tale,калаҫ
1290,reden::V,snakke,сӑмахла
1291,reden::V,snakke,калаҫ
1292,sich unterhalten::V,samtale,пупле
1293,fragen::V,spørre,ыйт
1294,bitten::V,be,ыйт
1295,erzählen::V,fortelle,каласа пар
1296,mitteilen::V,meddele,пӗлтер
1297,mitteilen::V,meddele,хыпарла
1298,nennen::V,kalle,те
1299,nennen::V,kalle,чӗн
1300,rufen::V,rope,чӗн
1301,prahlen::V,skryte,мухтан
1302,prahlen::V,skryte,вӗҫкӗнлен
1303,übersetzen::V,oversette,куҫар
1304,denken::V,tenke,шухӑшла
1305,glauben::V,tro,ӗнен
1306,bemerken::V,bemerke,асӑрха
1307,bemerken::V,legge merke til,асӑрха
1308,erkennen::V,gjenkjenne,палла
1309,begreifen::V,begripe,ӑнлан
1310,verstehen::V,forstå,пӗл
1311,verstehen::V,skjønne,пӗл
1312,lernen::V,lære,вӗрен
1313,wissen::V,vite,пӗл
1314,wissen::V,vite,ӑнкар
1315,sich erinnern an::V,huske på,аса ил
1316,vergessen::V,glemme,ман
1317,vergessen::V,glemme,манса кай
1318,messen::V,måle,виҫ
1319,zählen::V,telle,шутла
1320,rechnen::V,regne,шутла
1321,lesen::V,lese,вула
1322,malen::V,male,ӳкер
1323,zeichnen::V,tegne,ӳкер
1324,schreiben::V,skrive,ҫыр
1325,besitzen::V,eie,тыт
1326,besitzen::V,inneha,тыт
1327,kaufen::V,kjøpe,ил
1328,kaufen::V,kjøpe,туян
1329,verkaufen::V,selge,сут
1330,bezahlen::V,betale,тӳле
1331,zahlen::V,betale,тӳле
1332,beherrschen::V,beherske,тыт
1333,ertragen::V,orke,тӳс
1334,schlagen::V,,ҫап
