,Concept_ID,sq,sah
155,Flügel::N,krah,кынат
156,Flügel::N,fletë,кынат
157,Klaue::N,kthetër,тыҥырах
158,Kralle::N,thua,баппаҕай
159,Kralle::N,kthetër,баппаҕай
160,Schwanz::N,bisht,кутурук
161,Ei::N,vezë,сымыыт
162,Nest::N,fole,уйа
163,Bau::N,strofkë,хороон
164,Tier::N,kafshë,кыыл
165,Tier::N,kafshë,харамай
166,Herde::N,kope,үөр
167,Herde::N,grigjë,үөр
168,Kuh::N,lopë,ынах
169,Bulle::N,dem,оҕус
170,Pferd::N,kalë,сылгы
171,Schaf::N,dele,овца
172,Schwein::N,derr,сибиинньэ
173,Hund::N,qen,ыт
174,Katze::N,mace,куоска
175,Bär::N,ari,эһэ
176,Eichhörnchen::N,ketër,тииҥ
177,Elch::N,dre brilopatë,тайах
178,Fuchs::N,dhelpër,саһыл
179,Hase::N,lepur,куобах
180,Maus::N,mi,кутуйах
181,Wolf::N,ujk,бөрө
182,Vogel::N,zog,көтөр
183,Vogel::N,shpend,көтөр
184,Schwarm::N,luzmë,бөлөх
185,Huhn::N,pulë,куурусса
186,Hahn::N,gjel,бөтүүк
187,Hahn::N,këndes,бөтүүк
188,Gans::N,patë,хаас
189,Adler::N,shqiponjë,хотой
190,Ente::N,rosë,кус
191,Eule::N,buf,мэкчиргэ
192,Kranich::N,lejlek,туруйа
193,Kranich::N,kurrillë,туруйа
194,Krähe::N,sorrë,тураах
195,Kuckuck::N,qyqe,кэҕэ
196,Schwan::N,mjellmë,куба
197,Fisch::N,peshk,балык
198,Barsch::N,purtekë,алыһар
199,Hecht::N,mlysh,сордон
200,Schlange[Tier]::N,gjarpër,моҕой
201,Schlange[Tier]::N,gjarpër,эриэн үөн
202,Wurm::N,krimb,үөн
203,Spinne::N,marimangë,ооҕуй
204,Ameise::N,thnegël,кымырдаҕас
205,Ameise::N,milingonë,кымырдаҕас
206,Laus::N,morr,быт
207,Mücke::N,kunup,кумаар
208,Mücke::N,mushkonjë,кумаар
209,Fliege::N,mizë,сахсырҕа
210,Schmetterling::N,flutur,лыах
211,Schmetterling::N,flutur,үрүмэччи
212,Beere::N,frutë,отон
213,Beere::N,manaferrë,отон
214,Apfel::N,mollë,яблоко
215,Pilz::N,kërpudhë,тэллэй
216,Zwiebel::N,qepë,луук
217,Saat::N,farë,сиэмэ
218,Korn::N,grurë,сиэмэ
219,Korn::N,kokërr,сиэмэ
220,Heu::N,sanë,от
221,Schale::N,lëkurë,хах
222,Grube::N,gropë,дьаама
223,Falle::N,kurth,сохсо
224,Falle::N,grackë,сохсо
225,Schlinge::N,nyjë,уктаа
226,Spur::N,gjurmë,суол
227,Asche::N,hi,күл
228,Dreck::N,baltë,бадараан
229,Eisen::N,hekur,тимир
230,Gold::N,ar,көмүс
231,Gold::N,ar,кыһыл көмүс
232,Gold::N,flori,көмүс
233,Gold::N,flori,кыһыл көмүс
234,Silber::N,argjend,көмүс
235,Silber::N,argjend,үрүҥ көмүс
236,Kohle::N,qymyr,чох
237,Glas::N,qelq,өстүөкүлэ
238,Lehm::N,argjilë,туой
239,Sand::N,rërë,кумах
240,Mensch::N,njeri,киһи
241,Mann::N,burrë,эр
242,Mann::N,mashkull,эр
243,Frau::N,grua,дьахтар
244,Frau::N,femër,дьахтар
245,Kind::N,kalama,оҕо
246,Junge::N,djalë,уол
247,Mädchen::N,gocë,кыыс оҕо
248,Mädchen::N,vajzë,кыыс оҕо
249,Familie::N,familje,кэргэн
250,Großvater::N,gjysh,эһэ
251,Großmutter::N,gjyshe,эбэ
252,Eltern::N,prindër,аҕа-ийэ
253,Vater::N,atë,аҕа
254,Mutter::N,nënë,ийэ
255,Sohn::N,bir,уол
256,Tochter::N,bijë,кыыс
257,Bruder::N,vëlla,убай
258,Bruder::N,vëlla,быраат
259,Schwester::N,motër,аҕас
260,Schwester::N,motër,балыс
261,Onkel::N,dajë,таай
262,Onkel::N,dajë,абаҕа
263,Onkel::N,xhaxha,таай
264,Onkel::N,xhaxha,абаҕа
265,Tante::N,teze,эдьиий
266,Tante::N,hallë,эдьиий
267,Ehemann::N,burrë,эр
268,Ehemann::N,bashkëshort,эр
269,Ehefrau::N,grua,ойох
270,Ehefrau::N,bashkëshorte,ойох
271,Freude::N,gaz,үөрүү
272,Freude::N,gëzim,үөрүү
273,Gelächter::N,qeshje,күлүү
274,Glück::N,lumturi,дьол
275,Glück::N,lumturi,соргу
276,Kummer::N,brengë,кутурҕан
277,Kummer::N,pikëllim,кутурҕан
278,Wunsch::N,dëshirë,баҕарыы
279,Lust::N,epsh,баҕа
280,Lust::N,dashuri,баҕа
281,Geist::N,frymë,тыын
282,Geist::N,shpirt,тыын
283,Gedanke::N,ide,санаа
284,Gedanke::N,mendim,санаа
285,Gedächtnis::N,kujtesë,өй
286,Verstand::N,mend,өй
287,Sinn::N,kuptim,суолта
288,Grund::N,arsye,төрүөт
289,Wahrheit::N,vërtetë,кырдьык
290,Gespräch::N,bisedim,бэсиэдэ
291,Gespräch::N,bisedim,кэпсэтии
292,Märchen::N,përrallë,остуоруйа
293,Erzählung::N,tregim,кэпсээн
294,Nachricht::N,lajm,биллэриллии
295,Neuigkeit::N,risi,сонун
296,Name::N,emër,аат
297,Rätsel::N,gjëzë,таабырын
298,Rätsel::N,gjëegjëzë,таабырын
299,Rede::N,fjalim,этии
300,Sprache::N,gjuhë,тыл
301,Stimme::N,zë,куолас
302,Wort::N,fjalë,тыл
303,Zeichen::N,shenjë,бэлиэ
304,Ruf::N,thirrmë,ыҥырыы
305,Lärm::N,zhurmë,айдаан
306,Laut::N,tingull,тыас
307,Ton::N,ton,дорҕоон
308,Lied::N,këngë,ырыа
309,Ruhe::N,qetësi,уу чуумпу
310,Leute::N,botë,дьон
311,Leute::N,njerëz,дьон
312,Volk::N,popull,дьон
313,Volk::N,popull,норуот
314,Arbeit::N,punë,үлэ
315,Gast::N,mik,ыалдьыт
316,Gast::N,mysafir,ыалдьыт
317,Geschenk::N,dhuratë,бэлэх
318,Geschenk::N,peshqesh,бэлэх
319,Spiel::N,lojë,оонньуу
320,Gesellschaft::N,shoqëri,общество
321,Hilfe::N,ndihmë,көмө
322,Freund::N,mik,доҕор
323,Kamerad::N,shok,атас
324,Angelegenheit::N,punë,дьыала
325,Anzahl::N,sasi,ахсаан
326,Art::N,lloj,биис
327,Stück::N,copë,кырбас
328,Teil::N,pjesë,ирээт
329,Hälfte::N,gjysmë,аҥар
330,Kreis::N,qark,төгүрүк
331,Kreis::N,qark,төгүрүмтэ
332,Kreis::N,rreth,төгүрүк
333,Kreis::N,rreth,төгүрүмтэ
334,Kreuz::N,kryq,кириэс
335,Linie::N,vijë,сурааһын
336,Strich::N,vizë,сурааһын
337,Abstand::N,distancë,арыт
338,Entfernung::N,largim,ыраах
339,Gegend::N,vise,сир
340,Gegend::N,krahinë,сир
341,Platz::N,shesh,арыт
342,Ort::N,vend,сир
343,Seite::N,anë,өрүт
344,Seite::N,anë,сирэй
345,Mitte::N,mes,орто
346,Gegenstand::N,send,предмет
347,Sache::N,gjë,мал
348,Sache::N,send,мал
349,Rand::N,qoshe,кытыы
350,Rand::N,qoshe,ойоҕос
351,Kante::N,teh,кырыы
352,Ecke::N,qoshe,муннук
353,Spitze::N,majë,чыпчаал
354,Ende::N,skaj,төбө
355,Ende::N,bisht,төбө
356,Loch::N,vrimë,тэһэҕэс
357,Loch::N,vrimë,дьөлөҕөс
358,Winkel::N,kënd,муннук
359,Muster::N,mostër,оһуор
360,Größe::N,madhësi,кээмэй
361,Länge::N,gjatësi,уста
362,Höhe::N,lartësi,үрдүк
363,Gewicht::N,peshë,ыйааһын
364,Menge::N,sasi,ахсаан
365,Haufen::N,grumbull,чөмчөх
366,Reihe::N,radhë,кэккэ
367,Reihe::N,rresht,кэккэ
368,Boot::N,barkë,оҥочо
369,Boot::N,lundër,оҥочо
370,Ruder::N,rrem,эрдии
371,Schlitten::N,sajë,сыарҕа
372,Ski::N,ski,хайыһар
373,Lagerfeuer::N,flakadan,кутаа
374,Lagerfeuer::N,zjarr i madh,кутаа
375,Last::N,barrë,ыарахан
376,Gang::N,ecje,хаамыы
377,Schritt::N,hap,хардыы
378,Norden::N,veri,хоту
379,Süden::N,jug,соҕуруу
380,Westen::N,perëndim,арҕаа
381,Osten::N,lindje,илин
382,Holz::N,dru,мас
383,Brett::N,dërrasë,дуоска
384,Brett::N,dërrasë,хаптаһын
385,Platte::N,pllakë,билиитэ
386,Stütze::N,shtyllë,тулааһын
387,Stütze::N,mbështetesë,тулааһын
388,Stange::N,shufër,ураҕас
389,Stock::N,dajak,мас
390,Stock::N,dajak,баалкы
391,Stab::N,shkop,ураҕас
392,Rohr::N,tub,турба
393,Haus::N,shtëpi,дьиэ
394,Heim::N,konak,дьиэ
395,Heim::N,shtëpi,дьиэ
396,Ofen::N,sobë,оһох
397,Ofen::N,stufë,оһох
398,Fußboden::N,dysheme,муоста
399,Tisch::N,tryezë,остуол
400,Stuhl::N,karrige,устуул
401,Wiege::N,djep,биһик
402,Bett::N,shtrat,кырабаат
403,Regal::N,raft,долбуур
404,Kiste::N,kuti,дьааһык
405,Fenster::N,dritare,түннүк
406,Tür::N,derë,аан
407,Tor::N,portë,аан
408,Zaun::N,gardh,соппулуот
409,Dach::N,çati,кырыыса
410,Leiter::N,shkallë,кирилиэс
411,Besen::N,fshesë,миинньик
412,Spaten::N,lopatë,күрдьэх
413,Schaufel::N,qyrek,күрдьэх
414,Gabel::N,pirun,биилкэ
415,Löffel::N,lugë,луоска
416,Messer::N,thikë,быһах
417,Nagel::N,gozhdë,тоһоҕо
418,Netz::N,rrjetë,илим
419,Haken::N,grep,көхө
420,Haken::N,grremç,көхө
421,Griff::N,dorak,ук
422,Griff::N,dorak,тутаах
423,Griff::N,dorezë,ук
424,Griff::N,dorezë,тутаах
425,Schloss::N,bravë,күлүүс
426,Bild::N,tablo,хартыына
427,Bild::N,pikturë,хартыына
428,Figur::N,figurë,фигура
429,Puppe::N,kukull,куукула
430,Beutel::N,qese,мөһөөччук
431,Beutel::N,trastë,мөһөөччук
432,Bündel::N,deng,баайыы
433,Tasche::N,çantë,суумка
434,Eimer::N,kovë,биэдэрэ
435,Deckel::N,kapak,хаппах
436,Deckel::N,mbulesë,хаппах
437,Geschirr::N,enë,иһит
438,Sack::N,thes,куул
439,Sack::N,torbë,куул
440,Tasse::N,filxhan,сэлиэнэй
441,Topf::N,kusi,көстүрүүҥкэ
442,Topf::N,tenxhere,көстүрүүҥкэ
443,Kessel::N,kazan,хочуол
444,Essen::N,ngrënie,аһылык
445,Nahrung::N,ushqim,ас
446,Speise::N,gatesë,аһылык
447,Fleisch::N,mish,эт
448,Getreide::N,drithë,злактар
449,Brei::N,qull,хааһы
450,Brot::N,bukë,килиэп
451,Scheibe::N,fetë,куһуок
452,Fett::N,lyrë,сыа
453,Fett::N,yndyrë,сыа
454,Butter::N,gjalpë,арыы
455,Öl::N,vaj,арыы
456,Salz::N,kripë,туус
457,Suppe::N,supë,мин
458,Suppe::N,çorbë,мин
459,Honig::N,mjaltë,мүөт
460,Milch::N,qumësht,үүт
461,Tee::N,çaj,чэй
462,Leder::N,lëkurë,тирии
463,Wolle::N,lesh,түү
464,Stoff::N,pëlhurë,таҥас
465,Nadel::N,gjilpërë,иннэ
466,Faden::N,pe,сап
467,Faden::N,fije,сап
468,Knopf::N,kopsë,тимэх
469,Knoten::N,komb,түмүк
470,Farbe::N,bojë,кырааска
471,Kleidung::N,veshje,таҥас
472,Hemd::N,këmishë,ырбаахы
473,Kragen::N,jakë,саҕа
474,Ärmel::N,mëngë,сиэх
475,Hose::N,brekë,ыстаан
476,Hose::N,brekë,бүрүүкэ
477,Gürtel::N,rrip,кур
478,Mütze::N,kësulë,бэргэһэ
479,Schuh::N,këpucë,бачыыҥка
480,Stiefel::N,çizme,саппыкы
481,Ring::N,unazë,биһилэх
482,Band::N,shirit,лиэнтэ
483,Kamm::N,krehër,тараах
484,Spiegel::N,pasqyrë,сиэркилэ
485,Riemen::N,rrip,кур
486,Schnur::N,litar,быа
487,Schnur::N,cikomë,быа
488,Leine::N,rrip,тэһиин
489,Decke::N,batanije,суорҕан
490,Kissen::N,jastëk,сыттык
491,Tuch::N,shami,былаат
492,Handtuch::N,peshqir,соттор
493,Kraft::N,forcë,сыра
494,Stärke::N,koll,күүс
495,Gesundheit::N,shëndet,доруобуйа
496,Krankheit::N,sëmundje,ыарыы
497,Schmerz::N,dhimbje,ыарыы
498,Wunde::N,plagë,баас
499,Fieber::N,ethe,түрүлгэн
500,Fieber::N,ethe,лихорадка
501,Fieber::N,ethe,температура
502,Arznei::N,ilaç,эмп
503,Brücke::N,urë,күргэ
504,Brunnen::N,pus,холуодьас
505,Weide::N,kullotë,мэччирэҥ
506,Pfad::N,ravë,ыллык
507,Pfad::N,shteg,ыллык
508,Weg::N,udhë,суол
509,Weg::N,shteg,суол
510,Straße::N,rrugë,суол
511,Dorf::N,fshat,дэриэбинэ
512,Dorf::N,katund,дэриэбинэ
513,Stadt::N,qytet,куорат
514,Brief::N,letër,сурук
515,Buch::N,libër,кинигэ
516,Buchstabe::N,shkronjë,буква
517,Zeitung::N,gazetë,хаһыат
518,Leben::N,jetë,тыын
519,Tod::N,mortje,өлүү
520,Grab::N,varr,иин
521,Kirche::N,kishë,таҥара дьиэтэ
522,Sünde::N,mëkat,айыы
523,Sünde::N,gjynah,айыы
524,Gott::N,hy,тангара
525,Gott::N,zot,тангара
526,Arbeiter::N,punëtor,үлэһит
527,Chef::N,shef,баһылык
528,Chef::N,shef,начальник
529,Chef::N,drejtues,баһылык
530,Chef::N,drejtues,начальник
531,Meister::N,mjeshtër,уус
532,Meister::N,mjeshtër,маастар
533,Arzt::N,mjek,врач
534,Arzt::N,doktor,врач
535,Lehrer::N,mësues,учуутал
536,Lehrer::N,arsimtar,учуутал
537,Geld::N,para,харчы
538,Geld::N,holla,харчы
539,Geschäft::N,ujdi,идэ
540,Geschäft::N,biznes,идэ
541,Laden::N,dyqan,маҕаһыын
542,Preis::N,çmim,сыана
543,Ware::N,mall,табаар
544,Nutzen::N,dobi,туһа
545,Nutzen::N,leverdi,туһа
546,Reichtum::N,kamje,баай
547,Reichtum::N,pasuri,баай
548,Welt::N,botë,аан дойду
549,Land::N,vend,дойду
550,Staat::N,shtet,государство
551,König::N,mbret,король
552,Macht::N,fuqi,былаас
553,Macht::N,pushtet,былаас
554,Grenze::N,kufi,кыраныысса
555,Krieg::N,luftë,сэрии
556,Feind::N,armik,өстөөх
557,Gewalt::N,dhunë,күүһүлээһин
558,Kampf::N,luftim,охсуһуу
559,Bogen[Waffe]::N,hark,ох
560,Pfeil::N,shigjetë,ох
561,Gewehr::N,pushkë,саа
562,Fehler::N,gafë,сыыһа
563,Fehler::N,gabim,сыыһа
564,Lüge::N,gënjeshtër,сымыйа
565,Schaden::N,dëm,хоромньу
566,Schaden::N,zarar,хоромньу
567,Unglück::N,fatkeqësi,алдьархай
568,Schuld::N,faj,буруй
569,Alter::N,moshë,саас
570,Schluss::N,fund,тиһэх
571,Zeit::N,kohë,бириэмэ
572,Tag::N,ditë,күн
573,Morgen::N,mëngjes,сарсыарда
574,Mittag::N,mesditë,күн ортото
575,Abend::N,mbrëmje,киэһэ
576,Nacht::N,natë,түүн
577,Woche::N,javë,нэдиэлэ
578,Monat::N,muaj,ый
579,Jahr::N,vit,сыл
580,Jahr::N,vit,дьыл
581,Frühling::N,pranverë,саас
582,Sommer::N,verë,сайын
583,Herbst::N,vjeshtë,күһүн
584,Winter::N,dimër,кыһын
585,Januar::N,janar,тохсунньу
586,Februar::N,shkurt,олунньу
587,März::N,mars,кулун тутар
588,April::N,prill,муус устар ый
589,Mai::N,maj,ыам ыйа
590,Juni::N,qershor,бэс ыйа
591,Juli::N,korrik,от ыйа
592,August::N,gusht,атырдьах ыйа
593,September::N,shtator,балаҕан ыйа
594,Oktober::N,tetor,алтынньы
595,November::N,nëntor,сэтинньи
596,Dezember::N,dhjetor,ахсынньы
597,Montag::N,hënë,бэнидиэнньик
598,Dienstag::N,martë,оптуорунньук
599,Mittwoch::N,mërkurë,сэрэдэ
600,Donnerstag::N,enjte,чэппиэр
601,Freitag::N,premte,бээтинсэ
602,Samstag::N,shtunë,субуота
603,Sonntag::N,diel,баскыһыанньа
604,groß::A,madh,бөдөҥ
605,groß::A,madh,улахан
606,klein::A,vogël,кыр
607,lang::A,gjatë,уһун
608,kurz::A,shkurtër,кылгас
609,breit::A,gjerë,кэтит
610,schmal::A,ngushtë,кыараҕас
611,dicht::A,dendur,хойуу
612,dick[Gegenstand]::A,trashë,суон
613,dick[Gegenstand]::A,trashë,хойуу
614,dünn::A,hollë,чараас
615,fein::A,imët,бытархай
616,fein::A,imët,синньигес
617,fest::A,fortë,бөҕө
618,fest::A,fortë,кытаанах
619,flach::A,sheshtë,хаптаҕай
620,glatt::A,rrafshët,кылааккай
621,hart::A,fortë,хатан
622,hart::A,fortë,кытаанах
623,weich::A,butë,сымнаҕас
624,rund::A,rrumbullakët,төгүрүк
625,spitz::A,majëmprehtë,сытыы
626,spitz::A,majëmprehtë,уһуктаах
627,scharf::A,mprehtë,сытыы
628,stumpf::A,topitur,сыппах
629,schwer::A,rëndë,ыарахан
630,schön::A,bukur,кыраһыабай
631,heiß::A,nxehtë,итии
632,warm::A,ngrohtë,ичигэс
633,kalt::A,ftohtë,тымныы
634,kühl::A,freskët,сөрүүн
635,frisch::A,pastër,ыраас
636,frisch::A,pastër,сөрүүн
637,frisch::A,pastër,тымныы
638,feucht::A,lagësht,сииктээх
639,nass::A,lagur,инчэҕэй
640,trocken::A,thatë,кураан
641,voll::A,plotë,толору
642,leer::A,bosh,иччитэх
643,leer::A,zbrazët,иччитэх
644,offen::A,hapur,аһаҕас
645,geschlossen::A,mbyllur,бүтэй
646,sauber::A,dëlirë,сэбэр
647,schmutzig::A,ndyrë,кирдээх
648,roh::A,gjallë,сиикэй
649,reif::A,arrirë,буспут
650,reif::A,arrirë,сиппит-хоппут
651,lecker::A,shijshëm,минньигэс
652,süß::A,ëmbël,минньигэс
653,bitter::A,hidhur,аһыы
654,sauer::A,thartë,аһыы
655,hell::A,me dritë,сырдык
656,dunkel::A,errët,хараҥа
657,schwarz::A,i zi,хара
658,weiß::A,bardhë,үрүҥ
659,weiß::A,bardhë,маҥан
660,rot::A,kuq,кыһыл
661,gelb::A,verdhë,саһархай
662,blau::A,blu,күөх
663,blau::A,kaltër,күөх
664,grün::A,blertë,күөх
665,grün::A,blertë,от күөҕэ
666,grün::A,gjelbër,күөх
667,grün::A,gjelbër,от күөҕэ
668,grau::A,hirtë,сиэрэй
669,grau::A,bojë hiri,сиэрэй
670,bunt::A,shumëngjyrëshëm,эриэн
671,billig::A,lirë,чэпчэки
672,teuer::A,shtrenjtë,сыаналаах
673,wertvoll::A,çmuar,сыаналаах
674,wertvoll::A,vlershëm,сыаналаах
675,blind::A,qorr,хараҕа суох
676,blind::A,verbër,хараҕа суох
677,taub::A,shurdhër,дьүлэй
678,kräftig::A,fuqishëm,модун
679,stark::A,fortë,күүстээх
680,schwach::A,dobët,мөлтөх
681,fett::A,dhjamur,эмис
682,schlank::A,hollë,дьылҕан
683,schlank::A,hollë,дьыпсаҕай
684,hübsch::A,bukur,олус кэрэ
685,hübsch::A,bukur,көрүөхтэн үчүгэй
686,hübsch::A,hijshëm,олус кэрэ
687,hübsch::A,hijshëm,көрүөхтэн үчүгэй
688,böse::A,keq,өһүөннээх
689,dumm::A,teveqel,акаары
690,faul::A,dembel,нэс
691,fleißig::A,zellshëm,кыһамньылаах
692,geizig::A,kurnac,иҥсэлээх
693,geizig::A,dorështrënguar,иҥсэлээх
694,klug::A,mençur,өйдөөх
695,geschickt::A,aftë,наһаа дьоҕурдаах
696,lieb::A,dashur,тапталлаах
697,lustig::A,gëzuar,көрдөөх
698,sanft::A,butë,намчы
699,sanft::A,butë,сымнаҕас
700,hungrig::A,uritur,аччык
701,krank::A,sëmurë,ыалдьар
702,nackt::A,lakuriq,сыгынньах
703,nackt::A,zhveshur,сыгынньах
704,traurig::A,trishtuar,санаарҕабыллаах
705,lebendig::A,gjallë,тыыннаах
706,gut::A,mirë,үтүө
707,gut::A,mirë,үчүгэй
708,schlecht::A,keq,куһаҕан
709,richtig::A,drejtë,сөп
710,schlimm::A,keq,сидьиҥ
711,schlimm::A,keq,быдьар
712,wahr::A,vërtetë,кырдьык
713,alt::A,vjetër,былыргы
714,neu::A,i ri,саҥа
715,ehemalig::A,dikurshëm,урукку
716,alt[Lebewesen]::A,plak,кырдьаҕас
717,jung::A,i ri,эдэр
718,arm::A,varfër,дьадаҥы
719,arm::A,vobektë,дьадаҥы
720,reich::A,pasur,баай
721,bekannt::A,njohur,билэр
722,berühmt::A,famshëm,аатырбыт
723,fremd::A,huaj,атын
724,verschieden::A,ndryshëm,араас
725,nah::A,afërt,чугас
726,fern::A,largët,ыраах
727,linker::A,majtë,хаҥас
728,rechter::A,djathtë,уҥа
729,anderer::A,tjetër,атын
730,erster::A,parë,маҥнайгы
731,zweiter::A,dytë,иккис
732,dritter::A,i tretë,үһүс
733,letzter::A,fundit,тиһэх
734,allein::ADV,vetëm,соҕотох
735,auf einmal::ADV,njëkohësisht,биирдэ
736,zusammen::ADV,bashkë,холбуу
737,zusammen::ADV,së bashku,холбуу
738,lange::ADV,për një kohë të gjatë,уһуннук
739,plötzlich::ADV,befas,эмискэ
740,sofort::ADV,menjëherë,тута
741,sofort::ADV,aty për aty,тута
742,später::ADV,më vonë,хойут
743,jetzt::ADV,tash,билигин
744,heute::ADV,sot,бүгүн
745,morgen::ADV,nesër,сарсын
746,bald::ADV,shpejt,өтөр
747,bald::ADV,së shpejti,өтөр
748,dann::ADV,pastaj,кэнна
749,gestern::ADV,dje,бэҕэһээ
750,einst::ADV,dikur,биир төгүл
751,einst::ADV,dikur,арай биирдэ
752,damals::ADV,atëherë,оччоҕо
753,danach::ADV,mandej,аары
754,danach::ADV,mandej,ол кэнниттэн
755,vorher::ADV,më parë,урут
756,zuerst::ADV,së pari,маҥнай
757,einmal::ADV,njëherë,биирдэ
