,Concept_ID,fa,de
111,Anhöhe::N,بلندی,Anhöhe
112,Berg::N,کوه,Berg
113,Gipfel::N,قله,Gipfel
114,Höhle::N,غار,Höhle
115,Abhang::N,سرازیری,Abhang
116,Quelle::N,چشمه,Quelle
117,Bach::N,نهر,Bach
118,Fluss::N,رود,Fluss
119,Ufer::N,ساحل,Ufer
120,Ufer::N,کرانه,Ufer
121,Küste::N,ساحل,Küste
122,Festland::N,خشکی,Festland
123,Meer::N,دریا,Meer
124,Bucht::N,خلیج,Bucht
125,Insel::N,جزیره,Insel
126,Blume::N,گل,Blume
127,Gras::N,علف,Gras
128,Wurzel::N,ریشه,Wurzel
129,Baum::N,درخت,Baum
130,Stamm::N,تنه,Stamm
131,Rinde::N,توژ,Rinde
132,Rinde::N,پوست,Rinde
133,Ast::N,شاخه,Ast
134,Zweig::N,شاخه,Zweig
135,Blatt::N,برگ,Blatt
136,Birke::N,غان,Birke
137,Kiefer[Baum]::N,کاج,Kiefer
138,Weide[Baum]::N,بید,Weide
139,Tanne::N,صنوبر,Tanne
140,Horn::N,شاخ,Horn
141,Feder::N,پر,Feder
142,Fell::N,خز,Fell
143,Flügel::N,پر,Flügel
144,Flügel::N,بال,Flügel
145,Klaue::N,چنگ,Klaue
146,Klaue::N,پنجه,Klaue
147,Kralle::N,پنجه,Kralle
148,Schwanz::N,دم,Schwanz
149,Ei::N,تخم,Ei
150,Nest::N,لانه,Nest
151,Bau::N,بنا,Bau
152,Bau::N,ساختمان,Bau
153,Tier::N,هیوان,Tier
154,Herde::N,رمه,Herde
155,Kuh::N,گاو,Kuh
156,Bulle::N,گاو نر,Bulle
157,Pferd::N,اسب,Pferd
158,Schaf::N,گوسفند,Schaf
159,Schwein::N,خوک,Schwein
160,Hund::N,سگ,Hund
161,Katze::N,گربه,Katze
162,Bär::N,خرس,Bär
163,Eichhörnchen::N,سنجاب,Eichhörnchen
164,Elch::N,گوزن شمالی,Elch
165,Fuchs::N,روباه,Fuchs
166,Hase::N,خرگوش,Hase
167,Maus::N,موش,Maus
168,Wolf::N,گرگ,Wolf
169,Vogel::N,پرنده,Vogel
170,Schwarm::N,دسته,Schwarm
171,Huhn::N,مرغ,Huhn
172,Hahn::N,خروس,Hahn
173,Gans::N,غاز,Gans
174,Adler::N,عقاب,Adler
175,Ente::N,اردک,Ente
176,Ente::N,مرغابی,Ente
177,Eule::N,جغد,Eule
178,Kranich::N,درنا,Kranich
179,Krähe::N,زاغ,Krähe
180,Krähe::N,کلاغ,Krähe
181,Kuckuck::N,فاخته,Kuckuck
182,Schwan::N,قو,Schwan
183,Fisch::N,ماهی,Fisch
184,Barsch::N,ماهی خاردار,Barsch
185,Hecht::N,اردک ماهی,Hecht
186,Schlange[Tier]::N,مار,Schlange
187,Wurm::N,کرم,Wurm
188,Spinne::N,عنکبوت,Spinne
189,Ameise::N,مورچه,Ameise
190,Laus::N,شپش,Laus
191,Mücke::N,پشه,Mücke
192,Fliege::N,مگس,Fliege
193,Schmetterling::N,پروانه,Schmetterling
194,Beere::N,گیله,Beere
195,Apfel::N,سیب,Apfel
196,Pilz::N,قارچ,Pilz
197,Zwiebel::N,پیاز,Zwiebel
198,Saat::N,بذر,Saat
199,Korn::N,تخم,Korn
200,Korn::N,دانه,Korn
201,Heu::N,علف خشک,Heu
202,Schale::N,پوست,Schale
203,Grube::N,گودال,Grube
204,Falle::N,دام,Falle
205,Schlinge::N,حلقه,Schlinge
206,Spur::N,رد,Spur
207,Asche::N,خاکستر,Asche
208,Dreck::N,کثافت,Dreck
209,Eisen::N,آهن,Eisen
210,Gold::N,زر,Gold
211,Gold::N,طلا,Gold
212,Silber::N,نقره,Silber
213,Kohle::N,زغال,Kohle
214,Glas::N,شیشه,Glas
215,Lehm::N,گل,Lehm
216,Sand::N,شن,Sand
217,Sand::N,ماسه,Sand
218,Mensch::N,آدم,Mensch
219,Mensch::N,انسان,Mensch
220,Mann::N,مرد,Mann
221,Frau::N,زن,Frau
222,Kind::N,بچه,Kind
223,Kind::N,کودک,Kind
224,Junge::N,پسر,Junge
225,Mädchen::N,دختر,Mädchen
226,Familie::N,فامیل,Familie
227,Familie::N,خانواده,Familie
228,Großvater::N,پدربزرگ,Großvater
229,Großmutter::N,مادر‌بزرگ,Großmutter
230,Eltern::N,والدین,Eltern
231,Eltern::N,پدر‌و‌مادر,Eltern
232,Vater::N,پدر,Vater
233,Mutter::N,مادر,Mutter
234,Sohn::N,پسر,Sohn
235,Tochter::N,دختر,Tochter
236,Bruder::N,برادر,Bruder
237,Schwester::N,خواهر,Schwester
238,Onkel::N,عمو,Onkel
239,Onkel::N,دایی,Onkel
240,Tante::N,عمه,Tante
241,Tante::N,خاله,Tante
242,Ehemann::N,همسر,Ehemann
243,Ehefrau::N,همسر,Ehefrau
244,Freude::N,شادی,Freude
245,Gelächter::N,خنده,Gelächter
246,Gelächter::N,قاه‌قاه,Gelächter
247,Glück::N,اقبال,Glück
248,Kummer::N,غم,Kummer
249,Kummer::N,غصه,Kummer
250,Wunsch::N,آرزو,Wunsch
251,Lust::N,هوس,Lust
252,Geist::N,روح,Geist
253,Gedanke::N,فکر,Gedanke
254,Gedächtnis::N,حافظه,Gedächtnis
255,Verstand::N,هوش,Verstand
256,Sinn::N,معنا,Sinn
257,Sinn::N,مفهوم,Sinn
258,Grund::N,سبب,Grund
259,Grund::N,دلیل,Grund
260,Wahrheit::N,حقیقت,Wahrheit
261,Gespräch::N,صحبت,Gespräch
262,Gespräch::N,گفتگو,Gespräch
263,Märchen::N,قصه,Märchen
264,Märchen::N,افسانه,Märchen
265,Erzählung::N,داستان,Erzählung
266,Nachricht::N,خبر,Nachricht
267,Neuigkeit::N,خبر تازه,Neuigkeit
268,Name::N,اسم,Name
269,Rätsel::N,معما,Rätsel
270,Rede::N,سخن,Rede
271,Sprache::N,زبان,Sprache
272,Stimme::N,صدا,Stimme
273,Wort::N,کلمه,Wort
274,Zeichen::N,نشان,Zeichen
275,Zeichen::N,علامت,Zeichen
276,Ruf::N,صدا,Ruf
277,Lärm::N,هیاهو,Lärm
278,Laut::N,صدا,Laut
279,Ton::N,آهنگ,Ton
280,Lied::N,آواز,Lied
281,Lied::N,ترانه,Lied
282,Ruhe::N,آرامش,Ruhe
283,Leute::N,مردم,Leute
284,Volk::N,خلق,Volk
285,Arbeit::N,کار,Arbeit
286,Gast::N,مهمان,Gast
287,Geschenk::N,هدیه,Geschenk
288,Spiel::N,بازی,Spiel
289,Gesellschaft::N,جمعیت,Gesellschaft
290,Hilfe::N,کمک,Hilfe
291,Freund::N,دوست,Freund
292,Kamerad::N,رفیق,Kamerad
293,Angelegenheit::N,امر,Angelegenheit
294,Angelegenheit::N,قضیه,Angelegenheit
295,Anzahl::N,عده,Anzahl
296,Anzahl::N,شمار,Anzahl
297,Art::N,نوع,Art
298,Stück::N,تکه,Stück
299,Stück::N,قطعه,Stück
300,Teil::N,بخش,Teil
301,Teil::N,قسمت,Teil
302,Hälfte::N,نیم,Hälfte
303,Kreis::N,حلقه,Kreis
304,Kreis::N,دایره,Kreis
305,Kreuz::N,صلیب,Kreuz
306,Linie::N,خط,Linie
307,Linie::N,سطر,Linie
308,Strich::N,خط,Strich
309,Abstand::N,فاصله,Abstand
310,Entfernung::N,مسافت,Entfernung
311,Gegend::N,منطقه,Gegend
312,Platz::N,گنجایش,Platz
313,Ort::N,جا,Ort
314,Ort::N,محل,Ort
315,Ort::N,مکان,Ort
316,Seite::N,طرف,Seite
317,Mitte::N,وسط,Mitte
318,Mitte::N,میان,Mitte
319,Gegenstand::N,چیز,Gegenstand
320,Sache::N,چیز,Sache
321,Rand::N,کنار,Rand
322,Rand::N,حاشیه,Rand
323,Kante::N,لبه,Kante
324,Ecke::N,گوشه,Ecke
325,Spitze::N,سر,Spitze
326,Spitze::N,نوک,Spitze
327,Ende::N,ته,Ende
328,Ende::N,آخر,Ende
329,Loch::N,سوراخ,Loch
330,Winkel::N,کنج,Winkel
331,Muster::N,نقش,Muster
332,Größe::N,قد,Größe
333,Größe::N,بزرگی,Größe
334,Länge::N,طول,Länge
335,Höhe::N,بلندی,Höhe
336,Gewicht::N,وزن,Gewicht
337,Menge::N,مقدار,Menge
338,Menge::N,اندازه,Menge
339,Haufen::N,توده,Haufen
340,Reihe::N,ردیف,Reihe
341,Boot::N,قایق,Boot
342,Ruder::N,پارو,Ruder
343,Schlitten::N,سورتمه,Schlitten
344,Ski::N,اسکی,Ski
345,Lagerfeuer::N,آتش,Lagerfeuer
346,Last::N,بار,Last
347,Last::N,سنگینی,Last
348,Gang::N,راه رفتن,Gang
349,Schritt::N,قدم,Schritt
350,Norden::N,شمال,Norden
351,Süden::N,جنوب,Süden
352,Westen::N,غرب,Westen
353,Osten::N,شرق,Osten
354,Holz::N,چوب,Holz
355,Brett::N,تخته,Brett
356,Platte::N,صفحه,Platte
357,Stütze::N,تکیه,Stütze
358,Stange::N,میله,Stange
359,Stock::N,چوب,Stock
360,Stab::N,عصا,Stab
361,Rohr::N,لوله,Rohr
362,Haus::N,منزل,Haus
363,Heim::N,خانه,Heim
364,Heim::N,کاشانه,Heim
365,Ofen::N,بخاری,Ofen
366,Fußboden::N,کف اتاق,Fußboden
367,Tisch::N,میز,Tisch
368,Stuhl::N,صندلی,Stuhl
369,Wiege::N,گهواره,Wiege
370,Bett::N,تختخواب,Bett
371,Regal::N,قفسه,Regal
372,Kiste::N,صندوق,Kiste
373,Fenster::N,پنجره,Fenster
374,Tür::N,در,Tür
375,Tür::N,درب,Tür
376,Tor::N,دروازه,Tor
377,Zaun::N,حصار,Zaun
378,Dach::N,بام,Dach
379,Leiter::N,نردبان,Leiter
380,Besen::N,جارو,Besen
381,Spaten::N,بیل,Spaten
382,Schaufel::N,بیل,Schaufel
383,Schaufel::N,پارو,Schaufel
384,Gabel::N,چنگال,Gabel
385,Löffel::N,قاشق,Löffel
386,Messer::N,کارد,Messer
387,Nagel::N,میخ,Nagel
388,Netz::N,تور,Netz
389,Netz::N,شبکه,Netz
390,Haken::N,قلاب,Haken
391,Griff::N,دسته,Griff
392,Schloss::N,قفل,Schloss
393,Bild::N,عکس,Bild
394,Bild::N,تصویر,Bild
395,Figur::N,تندیس,Figur
396,Puppe::N,عروسک,Puppe
397,Beutel::N,کیسه,Beutel
398,Bündel::N,بسته,Bündel
399,Tasche::N,کیف,Tasche
400,Eimer::N,سطل,Eimer
401,Deckel::N,در,Deckel
402,Geschirr::N,ظرف,Geschirr
403,Sack::N,گونی,Sack
404,Tasse::N,فنجان,Tasse
405,Topf::N,دیگ,Topf
406,Topf::N,قابلمه,Topf
407,Kessel::N,دیگ,Kessel
408,Essen::N,خوراک,Essen
409,Nahrung::N,غذا,Nahrung
410,Speise::N,خوراک,Speise
411,Fleisch::N,گوشت,Fleisch
412,Getreide::N,غله,Getreide
413,Brei::N,فرنی,Brei
414,Brei::N,حریره,Brei
415,Brot::N,نان,Brot
416,Scheibe::N,قاچ,Scheibe
417,Scheibe::N,لزگه,Scheibe
418,Fett::N,چربی,Fett
419,Butter::N,کره,Butter
420,Öl::N,روغن,Öl
421,Salz::N,نمک,Salz
422,Suppe::N,آش,Suppe
423,Suppe::N,سوپ,Suppe
424,Honig::N,عسل,Honig
425,Milch::N,شیر,Milch
426,Tee::N,چای,Tee
427,Leder::N,چرم,Leder
428,Wolle::N,پشم,Wolle
429,Stoff::N,پارچه,Stoff
430,Nadel::N,سوزن,Nadel
431,Faden::N,نخ,Faden
432,Knopf::N,دکمه,Knopf
433,Knoten::N,گره,Knoten
434,Farbe::N,رنگ,Farbe
435,Kleidung::N,لباس,Kleidung
436,Kleidung::N,پوشاک,Kleidung
437,Hemd::N,پیراهن,Hemd
438,Kragen::N,یقه,Kragen
439,Ärmel::N,آستین,Ärmel
440,Hose::N,شلوار,Hose
441,Gürtel::N,کمر‌بند,Gürtel
442,Mütze::N,کلاه,Mütze
443,Schuh::N,کفش,Schuh
444,Stiefel::N,چکمه,Stiefel
445,Ring::N,حلقه,Ring
446,Ring::N,انگشتر,Ring
447,Band::N,نوار,Band
448,Band::N,روبان,Band
449,Kamm::N,شانه,Kamm
450,Spiegel::N,آینه,Spiegel
451,Riemen::N,تسمه,Riemen
452,Schnur::N,ریسمان,Schnur
453,Leine::N,قلاده,Leine
454,Decke::N,پتو,Decke
455,Kissen::N,بالش,Kissen
456,Tuch::N,شال,Tuch
457,Handtuch::N,حوله,Handtuch
458,Kraft::N,نیرو,Kraft
459,Stärke::N,زور,Stärke
460,Gesundheit::N,سلامتی,Gesundheit
461,Gesundheit::N,تندرستی,Gesundheit
462,Krankheit::N,بیماری,Krankheit
463,Schmerz::N,درد,Schmerz
464,Wunde::N,زخم,Wunde
465,Fieber::N,تب,Fieber
466,Arznei::N,دارو,Arznei
467,Brücke::N,پل,Brücke
468,Brunnen::N,چاه,Brunnen
469,Weide::N,چراگاه,Weide
470,Pfad::N,راه,Pfad
471,Weg::N,راه,Weg
472,Weg::N,طریق,Weg
473,Straße::N,راه,Straße
474,Straße::N,جاده,Straße
475,Dorf::N,ده,Dorf
476,Dorf::N,روستا,Dorf
477,Stadt::N,شهر,Stadt
478,Brief::N,نامه,Brief
479,Buch::N,کتاب,Buch
480,Buchstabe::N,حرف,Buchstabe
481,Zeitung::N,روزنامه,Zeitung
482,Leben::N,عمر,Leben
483,Leben::N,زندگی,Leben
484,Tod::N,مرگ,Tod
485,Grab::N,گور,Grab
486,Grab::N,مزار,Grab
487,Kirche::N,کلیسا,Kirche
488,Sünde::N,بزه,Sünde
489,Sünde::N,گناه,Sünde
490,Gott::N,خدا,Gott
491,Arbeiter::N,کارگر,Arbeiter
492,Chef::N,رئیس,Chef
493,Meister::N,استاد,Meister
494,Arzt::N,پزشک,Arzt
495,Lehrer::N,معلم,Lehrer
496,Lehrer::N,آموزگار,Lehrer
497,Geld::N,پول,Geld
498,Geschäft::N,کار,Geschäft
499,Geschäft::N,بیزنس,Geschäft
500,Laden::N,دکان,Laden
501,Laden::N,مغازه,Laden
502,Preis::N,بها,Preis
503,Preis::N,قیمت,Preis
504,Ware::N,جنس,Ware
505,Ware::N,کالا,Ware
506,Nutzen::N,مزیت,Nutzen
507,Nutzen::N,امتیاز,Nutzen
508,Reichtum::N,مال,Reichtum
509,Reichtum::N,ثروت,Reichtum
510,Welt::N,دنیا,Welt
511,Land::N,کشور,Land
512,Land::N,مملکت,Land
513,Staat::N,دولت,Staat
514,König::N,شاه,König
515,König::N,پادشاه,König
516,Macht::N,قدرت,Macht
517,Macht::N,اختیار,Macht
518,Grenze::N,مرز,Grenze
519,Krieg::N,جنگ,Krieg
520,Feind::N,دشمن,Feind
521,Gewalt::N,زور,Gewalt
522,Gewalt::N,خشونت,Gewalt
523,Kampf::N,نبرد,Kampf
524,Kampf::N,مبارزه,Kampf
525,Bogen[Waffe]::N,کمان,Bogen
526,Pfeil::N,تیر,Pfeil
527,Gewehr::N,تفنگ,Gewehr
528,Fehler::N,غلط,Fehler
529,Fehler::N,اشتباه,Fehler
530,Lüge::N,دروغ,Lüge
531,Schaden::N,آسیب,Schaden
532,Schaden::N,خسارت,Schaden
533,Unglück::N,بلا,Unglück
534,Schuld::N,گناه,Schuld
535,Schuld::N,تقصیر,Schuld
536,Alter::N,سن,Alter
537,Alter::N,عمر,Alter
538,Schluss::N,انتها,Schluss
539,Zeit::N,وقت,Zeit
540,Zeit::N,زمان,Zeit
541,Tag::N,روز,Tag
542,Morgen::N,صبح,Morgen
543,Mittag::N,ظهر,Mittag
544,Abend::N,شب,Abend
545,Abend::N,عصر,Abend
546,Nacht::N,شب,Nacht
547,Woche::N,هفته,Woche
548,Monat::N,ماه,Monat
549,Jahr::N,سال,Jahr
550,Frühling::N,بهار,Frühling
551,Sommer::N,تابستان,Sommer
552,Herbst::N,پاییز,Herbst
553,Winter::N,زمستان,Winter
554,Januar::N,ژانویه,Januar
555,Februar::N,فوریه,Februar
556,März::N,مارس,März
557,April::N,آوریل,April
558,Mai::N,مه,Mai
559,Juni::N,ژوئن,Juni
560,Juli::N,ژویه,Juli
561,August::N,اوت,August
562,September::N,سپتامبر,September
563,Oktober::N,اکتبر,Oktober
564,November::N,نوامبر,November
565,Dezember::N,دسامبر,Dezember
566,Montag::N,دو‌شنبه,Montag
567,Dienstag::N,سه‌شنبه,Dienstag
568,Mittwoch::N,چهار‌شنبه,Mittwoch
569,Donnerstag::N,پنج شنبه,Donnerstag
570,Freitag::N,جمعه,Freitag
571,Samstag::N,شنبه,Samstag
572,Sonntag::N,یکشنبه,Sonntag
573,groß::A,بزرگ,groß
574,klein::A,کوچک,klein
575,lang::A,بلند,lang
576,kurz::A,کوتاه,kurz
577,breit::A,پهن,breit
578,schmal::A,تنگ,schmal
579,schmal::A,نازک,schmal
580,dicht::A,چگال,dicht
581,dicht::A,انبوه,dicht
582,dick[Gegenstand]::A,ضخیم,dick
583,dünn::A,نازک,dünn
584,fein::A,ریز,fein
585,fein::A,باریک,fein
586,fest::A,محکم,fest
587,flach::A,صاف,flach
588,flach::A,مسطح,flach
589,glatt::A,لیز,glatt
590,hart::A,سفت,hart
591,weich::A,نرم,weich
592,weich::A,ملایم,weich
593,rund::A,گرد,rund
594,spitz::A,تیز,spitz
595,spitz::A,نوک‌تیز,spitz
596,scharf::A,تیز,scharf
597,scharf::A,برنده,scharf
598,stumpf::A,کند,stumpf
599,schwer::A,سنگین,schwer
600,schön::A,زیبا,schön
601,heiß::A,داغ,heiß
602,warm::A,گرم,warm
603,kalt::A,سرد,kalt
604,kühl::A,خنک,kühl
605,frisch::A,تازه,frisch
606,feucht::A,مرطوب,feucht
607,nass::A,تر,nass
608,nass::A,خیش,nass
609,trocken::A,خشک,trocken
610,voll::A,پر,voll
611,leer::A,خالی,leer
612,offen::A,باز,offen
613,geschlossen::A,بسته,geschlossen
614,sauber::A,پاک,sauber
615,sauber::A,تمیز,sauber
616,schmutzig::A,کثیف,schmutzig
617,schmutzig::A,آلوده,schmutzig
618,roh::A,خام,roh
619,reif::A,رسیده,reif
620,lecker::A,لذیذ,lecker
621,lecker::A,خوشمزه,lecker
622,süß::A,شیرین,süß
623,bitter::A,تلخ,bitter
624,sauer::A,ترش,sauer
625,hell::A,روشن,hell
626,dunkel::A,تاریک,dunkel
627,schwarz::A,سیاه,schwarz
628,weiß::A,سفید,weiß
629,rot::A,سرخ,rot
630,rot::A,قرمز,rot
631,gelb::A,زرد,gelb
632,blau::A,آبی,blau
633,grün::A,سبز,grün
634,grau::A,طوسی,grau
635,grau::A,خاکستری,grau
636,bunt::A,رنگارنگ,bunt
637,billig::A,ارزان,billig
638,teuer::A,گران,teuer
639,wertvoll::A,قیمتی,wertvoll
640,wertvoll::A,گرانبها,wertvoll
641,blind::A,کور,blind
642,blind::A,نابینا,blind
643,taub::A,کر,taub
644,taub::A,ناشنوا,taub
645,kräftig::A,قوی,kräftig
646,stark::A,قوی,stark
647,stark::A,نیرومند,stark
648,schwach::A,ضعیف,schwach
649,fett::A,چرب,fett
650,schlank::A,باریک‌اندام,schlank
651,hübsch::A,قشنگ,hübsch
652,hübsch::A,خوشگل,hübsch
653,böse::A,بد,böse
654,dumm::A,احمق,dumm
655,faul::A,لش,faul
656,faul::A,تنبل,faul
657,fleißig::A,زرنگ,fleißig
658,geizig::A,خسیس,geizig
659,klug::A,عاقل,klug
660,klug::A,باهوش,klug
661,geschickt::A,ماهر,geschickt
662,lieb::A,عزیز,lieb
663,lustig::A,شاد,lustig
664,lustig::A,خوشحال,lustig
665,sanft::A,لطیف,sanft
666,hungrig::A,گرسنه,hungrig
667,krank::A,مریض,krank
668,krank::A,بیمار,krank
669,nackt::A,لخت,nackt
670,nackt::A,برهنه,nackt
671,traurig::A,غمگین,traurig
672,lebendig::A,زنده,lebendig
673,gut::A,خوب,gut
674,schlecht::A,بد,schlecht
675,richtig::A,درست,richtig
676,schlimm::A,وخيم,schlimm
677,wahr::A,درست,wahr
678,wahr::A,حقیقی,wahr
679,alt::A,کهنه,alt
680,neu::A,نو,neu
681,ehemalig::A,قبلی,ehemalig
682,alt[Lebewesen]::A,پیر,alt
683,jung::A,جوان,jung
684,arm::A,فقیر,arm
685,reich::A,پولدار,reich
686,reich::A,ثروتمند,reich
687,bekannt::A,آشنا,bekannt
688,bekannt::A,معلوم,bekannt
689,berühmt::A,مشهور,berühmt
690,fremd::A,خارجی,fremd
691,fremd::A,بیگانه,fremd
692,verschieden::A,مختلف,verschieden
693,verschieden::A,متفاوت,verschieden
694,nah::A,نزدیک,nah
695,fern::A,دور,fern
696,linker::A,چپ,linker
697,rechter::A,راست,rechter
698,anderer::A,دیگر,anderer
699,erster::A,اول,erster
700,zweiter::A,دوم,zweiter
701,dritter::A,سوم,dritter
702,letzter::A,آخر,letzter
703,allein::ADV,تنها,allein
704,auf einmal::ADV,همزمان,auf einmal
705,zusammen::ADV,باهم,zusammen
706,lange::ADV,مدت‌ها,lange
707,lange::ADV,مدت زیادی,lange
708,plötzlich::ADV,ناگهان,plötzlich
709,sofort::ADV,فوراً,sofort
710,später::ADV,بعدها,später
711,jetzt::ADV,حالا,jetzt
712,jetzt::ADV,اکنون,jetzt
713,heute::ADV,امروز,heute
714,morgen::ADV,فردا,morgen
715,bald::ADV,زود,bald
716,bald::ADV,بزودی,bald
717,dann::ADV,سپس,dann
718,dann::ADV,آنوقت,dann
719,gestern::ADV,دیروز,gestern
720,einst::ADV,وقتی,einst
721,einst::ADV,زمانی,einst
722,damals::ADV,آنوقت,damals
723,damals::ADV,آنزمان,damals
724,danach::ADV,بعد,danach
725,vorher::ADV,قبلاً,vorher
726,zuerst::ADV,اول,zuerst
727,zuerst::ADV,ابتداء,zuerst
728,einmal::ADV,یکدفعه,einmal
729,manchmal::ADV,گاهی,manchmal
730,manchmal::ADV,بعضی اوقات,manchmal
731,oft::ADV,اغلب,oft
732,immer::ADV,همیشه,immer
733,niemals::ADV,هرگز,niemals
734,hier::ADV,اینجا,hier
735,hierhin::ADV,به اینجا,hierhin
736,von hier::ADV,از اینجا,von hier
737,dort::ADV,آنجا,dort
738,dorthin::ADV,به آنجا,dorthin
739,geradeaus::ADV,راست,geradeaus
740,vorwärts::ADV,جلو,vorwärts
741,vorwärts::ADV,به پیش,vorwärts
742,rückwärts::ADV,عقب,rückwärts
743,zurück::ADV,پس,zurück
744,zurück::ADV,عقب,zurück
745,zurück::ADV,بالعکس,zurück
746,unten::ADV,زیر,unten
747,unten::ADV,پایین,unten
748,hinab::ADV,به پایین,hinab
749,oben::ADV,بالا,oben
750,hinauf::ADV,به بالا,hinauf
751,überall::ADV,همه‌جا,überall
752,nicht::ADV,نه,nicht
753,ein wenig::ADV,کمی,ein wenig
754,kaum::ADV,به سختی,kaum
755,sehr::ADV,خیلی,sehr
756,sehr::ADV,بسیار,sehr
757,so::ADV,چنین,so
758,so::ADV,اینطور,so
759,noch::ADV,هنوز,noch
760,nur::ADV,فقط,nur
761,nur::ADV,تنها,nur
762,schon::ADV,قبلاً,schon
763,schon::ADV,به این زودی,schon
764,wieder::ADV,باز,wieder
765,wieder::ADV,دوباره,wieder
766,vergebens::ADV,بیهوده,vergebens
767,vor::PRP,در جلوی,vor
768,hinter::PRP,پشت,hinter
769,unter::PRP,تحت,unter
770,durch::PRP,از وسط,durch
771,durch::PRP,از ميان,durch
772,neben::PRP,کنار,neben
773,neben::PRP,پهلوی,neben
774,zwischen::PRP,بین,zwischen
775,zwischen::PRP,میان,zwischen
776,wegen::PRP,برای,wegen
777,wegen::PRP,بخاطر,wegen
778,dies::PRN,این,dies
779,das::PRN,آن,das
780,alles::PRN,تمام,alles
781,alles::PRN,همه‌چیر,alles
782,ich::PRN,من,ich
783,du::PRN,تو,du
784,er::PRN,او,er
