,Concept_ID,te,cy
687,dann::ADV,అప్పుడు,y pryd hwnnw
688,gestern::ADV,నిన్నటి దినము,ddoe
689,einst::ADV,పూర్వమొకప్పుడు,gynt
690,damals::ADV,అప్పుడు,ar y pryd
691,damals::ADV,అప్పుడు,bryd hynny
692,danach::ADV,అప్పుడు,wedyn
693,vorher::ADV,ఎదుట,o'r blaen
694,zuerst::ADV,మొదటిలో,yn gyntaf
695,einmal::ADV,ఒకసారి,unwaith
696,manchmal::ADV,అప్పటప్పటికి,weithiau
697,manchmal::ADV,అప్పటప్పటికి,ar brydiau
698,oft::ADV,తఱచుగా,yn aml
699,oft::ADV,తఱచుగా,yn fynych
700,immer::ADV,ఎల్లప్పుడు,bob amser
701,niemals::ADV,ఎప్పుడునులేదు,ni ... byth
702,niemals::ADV,ఎప్పుడునులేదు,ni ... erioed
703,hier::ADV,ఇక్కడ,yma
704,hierhin::ADV,ఇక్కడకు,hyd yma
705,von hier::ADV,ఇక్కడనుండి,oddi yma
706,dort::ADV,అక్కడ,acw
707,dorthin::ADV,అక్కడికి,tuag yno
708,geradeaus::ADV,సూటిగా,syth ymlaen
709,vorwärts::ADV,ముందుకు,ymlaen
710,rückwärts::ADV,వెనుకకు,yn ôl
711,zurück::ADV,వెనుకభాగము,yn ôl
712,unten::ADV,క్రింద,isod
713,unten::ADV,క్రింద,oddi tanodd
714,hinab::ADV,కిందికి,i lawr
715,hinab::ADV,కిందికి,i waered
716,oben::ADV,మీద,fry
717,hinauf::ADV,పైకి,i fyny
718,hinauf::ADV,పైకి,i'r lan
719,überall::ADV,అంతటా,ym mhobman
720,nicht::ADV,కాదు,ni
721,nicht::ADV,కాదు,nid
722,ein wenig::ADV,కొంచెము,tipyn
723,ein wenig::ADV,కొంచెము,ychydig
724,kaum::ADV,చాలిచాలక,prin
725,sehr::ADV,చాల,iawn
726,so::ADV,ఆలాగున,fel
727,so::ADV,ఆలాగున,felly
728,noch::ADV,ఇప్పటికిని,eto
729,nur::ADV,మాత్రము,yn unig
730,schon::ADV,ఇదివఱకే,eisoes
731,schon::ADV,ఇదివఱకే,yn barod
732,wieder::ADV,తిరిగి,drachefn
733,vergebens::ADV,నిష్ఫలముగా,yn ofer
734,vor::PRP,ముందు,o flaen
735,hinter::PRP,వెనుక,ar ôl
736,unter::PRP,క్రింద,islaw
737,durch::PRP,ద్వారా,trwy
738,neben::PRP,దగ్గెర,ar bwys
739,zwischen::PRP,మధ్య,rhwng
740,zwischen::PRP,మధ్య,cydrhwng
741,wegen::PRP,కారణంగా,o achos
742,wegen::PRP,కారణంగా,oherwydd
743,dies::PRN,ఇది,hyn
744,das::PRN,అది,hynny
745,alles::PRN,సకలము,popeth
746,ich::PRN,నేను,fi
747,du::PRN,నీవు,ti
748,er::PRN,అతడు,fe
749,wir::PRN,మనము,ni
750,ihr::PRN,మీరు,chi
751,sie::PRN,వారు,hwy
752,was::FPRN,ఏమి,pa beth
753,wer::FPRN,ఎవడు,pwy
754,wo::FADV,ఎక్కడ,ble
755,wo::FADV,ఎక్కడ,ym mha le
756,wohin::FADV,ఎందుకు,i ble
757,wohin::FADV,ఎందుకు,i ba le
758,wie::FADV,ఎట్టు,sut
759,warum::FADV,ఏల,pam
760,wieviel::FNUM,ఎంత,faint
761,eins::NUM,ఒకటి,un
762,zwei::NUM,రెండు,dau
763,drei::NUM,మూడు,tri
764,vier::NUM,నాలుగు,pedwar
765,fünf::NUM,అయిదు,pump
766,sechs::NUM,ఆఱు,chwech
767,sieben::NUM,ఏరు,saith
768,acht::NUM,ఎనిమదు,wyth
769,neun::NUM,తొమ్మిది,naw
770,zehn::NUM,పది,deg
771,elf::NUM,పదునొకొండు,un ar ddeg
772,zwölf::NUM,పండ్రండు,deuddeg
773,zwölf::NUM,పండ్రండు,un deg dau
774,zwanzig::NUM,ఇరుపది,ugain
775,dreißig::NUM,ముప్పది,tri deg
776,dreißig::NUM,ముప్పది,deg ar hugain
777,vierzig::NUM,నలువది,deugain
778,fünfzig::NUM,ఏబది,hanner cant
779,sechzig::NUM,అరుపది,chwe deg
780,siebzig::NUM,డెబ్బది,saith deg
781,siebzig::NUM,డెబ్బది,deg a thrigain
782,achtzig::NUM,ఎనుబది,wyth deg
783,achtzig::NUM,ఎనుబది,pedar ugain
784,neunzig::NUM,తొంబది,naw deg
785,neunzig::NUM,తొంబది,deg a phedwar ugain
786,hundert::NUM,నూఱు,cant
787,tausend::NUM,వేయి,mil
788,und::CNJ,మఱియు,a
789,oder::CNJ,లేక,neu
790,stehen::V,నిలుచు,sefyll
791,sitzen::V,కూర్చుండు,eistedd
792,liegen::V,పండుకొనుట,gorwedd
793,hängen::V,వ్రేలాడదీయు,hongian
794,werden::V,అగు,dod yn
795,werden::V,అగు,mynd yn
796,passieren::V,సంభవించు,digwydd
797,beginnen::V,ఆరంభించు,cychwyn
798,enden::V,తీరుట,gorffen
799,wechseln::V,మార్చు,newid
800,aufgehen[Sonne]::V,ఉదయించు,codi
801,untergehen[Sonne]::V,అస్తమించు,machlud
802,scheinen[Sonne]::V,ప్రకాశించు,tywynnu
803,donnern::V,ఉరుముట,taranu
804,wehen::V,దురద్పప్టము,chwythu
805,strömen::V,పారుట,ffrydio
806,fließen::V,ప్రవహించు,llifo
807,sich drehen::V,తిరుగు,troi
808,sich drehen::V,తిరుగు,cylchdroi
809,schwanken::V,ఆడించుట,siglo
810,schwingen::V,ఊగుట,siglo
811,fallen::V,పడు,cwympo
812,brennen::V,కాలుట,llosgi
813,rauchen::V,పొగసుట,mygu
814,regnen::V,కురిపించుట,glawio
815,gefrieren::V,గడ్డకట్టు,rhewi
816,tauen::V,కరగు,toddi
817,tauen::V,కరగు,meirioli
818,schmelzen::V,కరగు,toddi
819,trocknen::V,యెండుట,sychu
820,sieden::V,ఉడుకు,berwi
821,faulen::V,క్రుళ్లు,pydru
822,faulen::V,క్రుళ్లు,braenu
823,verfaulen::V,క్షిణించు,pydru
824,verfaulen::V,క్షిణించు,dadfeilio
825,reißen::V,చించు,clecian
826,reißen::V,చించు,torri'n glats
827,versinken::V,మునుగు,suddo
828,vergehen::V,సంభవించు,myned heibio
829,vergehen::V,సంభవించు,pasio
830,erscheinen::V,కనబడు,ymddangos
831,verschwinden::V,అదృశ్యమగు,diflannu
832,sinken::V,ముణుగుట,syrthio
833,abnehmen::V,తగ్గు,lleihau
834,zunehmen::V,పెరుగుట,cynyddu
835,steigen::V,లేచు,codi
836,wachsen::V,పెరుగు,tyfu
837,glänzen::V,ప్రకాశించు,disgleirio
838,funkeln::V,ప్రకాశించు,pefrio
839,lärmen::V,అరుచుట,cadw sŵn
840,lärmen::V,అరుచుట,gwneud twrw
841,läuten::V,మేళవించుట,canu
842,klingeln::V,వాయించుట,canu
843,klingeln::V,వాయించుట,seinio
844,klirren::V,ఘంటానాదము,tincian
845,brausen::V,గర్జించు,rhuo
846,rauschen::V,చటచటమనుట,siffrwd
847,rauschen::V,చటచటమనుట,chwithrwd
848,klingen::V,ధ్వనించుట,seinio
849,bellen::V,అఱచు,cyfarth
850,heulen::V,కూయు,udo
851,heulen::V,కూయు,oernadu
852,blasen::V,దురద్పప్టము,chwythu
853,pfeifen::V,ఈలవేయు,chwibanu
854,schreien::V,అఱచు,gweiddi
855,schreien::V,అఱచు,bloeddio
856,stöhnen::V,మూలుగు,griddfan
857,zittern::V,వణకు,crynu
858,leben::V,జీవించుట,byw
859,geboren werden::V,పుట్టుట,cael eich geni
860,atmen::V,ఉపిరి తీయు,anadlu
861,trinken::V,త్రాగు,yfed
862,essen::V,తిను,bwyta
863,schlucken::V,మ్రింగు,llyncu
864,müde werden::V,అలయు,blino
865,einschlafen::V,నిద్రించు,mynd i gysgu
866,einschlafen::V,నిద్రించు,syrthio i gysgu
867,schlafen::V,నిద్రురించు,huno
868,schlafen::V,నిద్రురించు,cysgu
869,aufwachen::V,మేలుకొను,dihuno
870,aufstehen::V,లేచు,codi
871,sich erholen::V,నడ్డి వాల్చు,ymlacio
872,sich erholen::V,నడ్డి వాల్చు,dadflino
873,krank werden::V,జబ్బుపడు,mynd yn sâl
874,krank werden::V,జబ్బుపడు,mynd yn wael
875,krank sein::V,జబ్బు చేయు,gwaelu
876,schmerzen::V,నొచ్చుట,brifo
877,husten::V,దగ్గుట,pesychu
878,genesen::V,కుదురుట,gwella
879,genesen::V,కుదురుట,cael yn ôl
880,sterben::V,మరణించు,marw
881,umkommen::V,నశించు,trengi
882,sich bewegen::V,కదలు,symud
883,sich rühren::V,కదలు,syflyd
884,sich erheben::V,లేచు,codi
885,sich setzen::V,కూర్చుణ్డు,eistedd
886,hinfallen::V,దొర్లు,cwympo
887,laufen::V,నడచు,cerdded
888,schreiten::V,అడుగుపెట్టుట,camu
889,spazierengehen::V,పచారు చేయు,mynd am dro
890,eilen::V,తొందరపడు,rhuthro
891,sich beeilen::V,త్వరపెట్టు,brysio
892,sausen::V,విసరికొట్టు,rhuthro
893,rennen::V,పరుగెత్తు,rhedeg
894,springen::V,దుముకు,llamu
895,springen::V,దుముకు,neidio
896,klettern::V,ఎక్కు,dringo
897,schaukeln::V,ఉయ్యాల ఊగు ,siglo
898,kriechen::V,ప్రాకు,cropian
899,schwimmen::V,ఈదు,nofio
900,tauchen::V,మునుగు,plymio
901,tauchen::V,మునుగు,ymsuddo
902,rudern::V,తెడ్లతోఁగడపు,rhwyfo
903,fahren::V,నడపు,gyrru
904,fahren::V,నడపు,dreifio
905,fliegen::V,ఎగురు,hedfan
906,gehen::V,పోవు,mynd
907,weggehen::V,బయలుదేరు,mynd
908,weggehen::V,బయలుదేరు,ymadael
909,abfahren::V,విడిచిపోవు,ymadael
910,anhalten::V,నిలుపు,stopio
911,hineingehen::V,ప్రవేశించు,mynd i mewn
912,eintreten::V,ప్రవేశించు,mynd i
913,kommen::V,వచ్చు,dod
914,ankommen::V,వచ్చి చేరు,cyrraedd
915,zurückkommen::V,తిరిగీవచ్చుట,dychwelyd
916,bleiben::V,ఉండు,aros
917,bleiben::V,ఉండు,sefyll
918,warten::V,కనిపెట్టు,aros
919,warten::V,కనిపెట్టు,disgwyl
920,erwarten::V,నిరిక్షించు,disgwyl
921,suchen::V,వెదకు,chwilio am
922,finden::V,కనుగొను,darganfod
923,versuchen::V,ప్రయత్నించు,profi
924,versuchen::V,ప్రయత్నించు,ceisio
925,vorbereiten::V,తయారుచేయు,paratoi
926,lieben::V,ప్రేమించు,caru
927,mögen::V,ఇష్టపడు,hoffi
928,lachen::V,నవ్వు,chwerthin
929,rühren::V,గుండె తాకు,cynhyrfu
930,weinen::V,వీడ్చు,wylo
931,weinen::V,వీడ్చు,llefain
932,schimpfen::V,గొణుగు,grwgnach
933,sich ärgern::V,అలుగు,gofidio
934,sich fürchten::V,భయపడు,ofni
935,fürchten::V,భయపడు,arswydo
936,fliehen::V,పాఱిపోపు,ffoi
937,flüchten::V,తప్పించుకొను,dianc
938,sehen::V,చూచు,gweld
939,anschauen::V,చూచు,syllu
940,anschauen::V,చూచు,edrych
941,ansehen::V,కాచియుండు,gwylio
942,hören::V,విను,clywed
943,zuhören::V,విను,gwrando
944,probieren::V,చవిచూచుట,profi
945,riechen::V,వాసనచూచు,arogli
946,fühlen::V,స్పర్శించుట,teimlo
947,fühlen::V,స్పర్శించుట,clywed
948,scheinen::V,కనబడు,ymddangos
949,zu sehen sein::V,చూవు,dod i'r golwg
950,vernehmen::V,విను,clywed sôn am
951,frieren::V,చలికి వడకు,bod yn oer
952,tun::V,చేయు,gwneud
953,können::V,గల,gallu
954,wollen::V,కోరు,bod mewn angen
955,anfangen::V,ఆరంభించు,dechrau
956,beenden::V,ముగించు,darfod
957,beenden::V,ముగించు,gorffen
958,aufhören::V,నిలుపు,peidio
959,gelingen::V,గెలుపాందు,llwyddo
960,geraten::V,వెలువడు,diweddu
961,öffnen::V,తెఱచు,agor
962,schließen::V,మూయు,cau
963,stellen::V,ఉంచు,gosod
964,setzen::V,ఉంచు,gosod
965,legen::V,పెట్టు,gosod
966,berühren::V,తాకు,cyffwrdd
967,verbinden::V,చేర్చుట,cysylltu
968,bedecken::V,మూయు,gorchuddio
969,aufhängen::V,వ్రేలాడదీయు,crogi
970,aufhängen::V,వ్రేలాడదీయు,hongian
971,anzünden::V,వెలిగించు,cynnau
972,aufheben::V,సేకరించు,codi
973,zurücklassen::V,విడుచు,gadael
974,verlieren::V,పోగొట్టుకొను,colli
975,fallen lassen::V,జాఱవిడుచు,gollwng
976,machen::V,చేయు,gwneud
977,herstellen::V,ఉత్పత్తిచేయు,cynhyrchu
978,bauen::V,నిర్మించు,adeiladu
979,reparieren::V,సరిచేయు,trwsio
980,reparieren::V,సరిచేయు,atgyweirio
981,verbessern::V,వృద్ధి చేయు,diwygio
982,ändern::V,మార్చు,altro
983,graben::V,త్రవ్వు,palu
984,graben::V,త్రవ్వు,cloddio
985,beugen::V,వంచు,plygu
986,biegen::V,వంచు,plygu
987,drehen::V,నూలువడుకు,troelli
988,wenden::V,త్రిప్పు,troi
989,umdrehen::V,త్రిప్పు,troi
990,heben::V,ఎత్తు,codi
991,hochheben::V,ఎత్తు,dyrchafu
992,ergreifen::V,వశపఱచుకొను,gafael
993,halten::V,ఉంచు,dal
994,drücken::V,అణచు,pwyso
995,drücken::V,అణచు,gwasgu
996,schieben::V,నొక్కు,gwthio
997,kratzen::V,గోకు,crafu
998,lecken::V,నాకు,llyfu
999,beißen::V,కఱచు,cnoi
1000,beißen::V,కఱచు,brathu
1001,abreißen::V,తెగతెంచు,tynnu ymaith
1002,abschneiden::V,తెగకొట్టు,torri
1003,binden::V,కట్టు,clymu
1004,stecken::V,తగులుకొనివుండుట,plannu
1005,brechen::V,పగులగొట్టు,torri
1006,klopfen::V,కొట్టు,taro
1007,hauen::V,కొట్టు,taro
1008,kleben::V,అంటుకొను,gludio
1009,reiben::V,రాచు,rhwbio
1010,streichen::V,వ్యాపింపజేయు,taenu
1011,schleifen::V,రాచు,hogi
1012,schneiden::V,కోయు,torri
1013,rütteln::V,కుదిలించుట,ysgytio
1014,schütteln::V,కదల్చు,siglo
1015,schütteln::V,కదల్చు,ysgwyd
1016,schwenken::V,ఊచుట,siglo
1017,schütten::V,పోయు,tywallt
1018,füllen::V,నింపు,llenwi
1019,einwickeln::V,చుట్టు,lapio
1020,tragen::V,మోయు,cludo
1021,schleppen::V,ఈడ్చు,llusgo
1022,ziehen::V,ఈడ్చు,tynnu
1023,aufbewahren::V,కాపాడు,cadw
1024,werfen::V,విసరు,taflu
1025,fangen::V,పట్టుకొను,dal
1026,packen::V,పట్టుకొను,cipio
1027,packen::V,పట్టుకొను,crafangu
1028,verstecken::V,దాచు,celu
1029,verstecken::V,దాచు,cuddio
1030,teilen::V,భాగించు,rhannu
1031,schicken::V,పంపు,anfon
1032,bringen::V,తెచ్చు,dod â
1033,hinzufügen::V,చేర్చు,chwanegu
1034,bekommen::V,సంపాదించు,cael
1035,erhalten::V,పుచ్చుకొను,derbyn
1036,nehmen::V,తీసికొను,cymryd
1037,wählen::V,ఇష్టపడు,dewis
1038,auswählen::V,ఏరుకొను,dethol
1039,bewahren::V,భద్రపఱుచు,cadw
1040,behindern::V,అడ్డగించుట,atal
1041,behindern::V,అడ్డగించుట,rhwystro
1042,verderben::V,చెఱచు,difetha
1043,beschädigen::V,చెరుపుట,niweidio
1044,zerbrechen::V,పగులగొట్టు,torri
1045,zerreißen::V,చించు,rhwygo
1046,zerstören::V,వాశనము చేయు,dinistrio
1047,verbrennen::V,కాల్చు,llosgi
1048,geben::V,ఇచ్చు,rhoi
1049,reichen::V,అందుకొనుట,estyn
1050,schenken::V,అర్పించు,rhoddi
1051,versprechen::V,వాగ్దత్తము చేయు,addo
1052,wünschen::V,కోరు,dymuno
1053,loben::V,స్తుతించు,canmol
1054,küssen::V,ముద్దుపెట్టుకొను,cusanu
1055,wiegen::V,ఊచుట,siglo
1056,zudecken::V,మూయు,gorchuddio
1057,wecken::V,నిద్రపలేపుట,deffro
1058,zeigen::V,చూవు,dangos
1059,führen::V,దారిచూపు,arwain
1060,lehren::V,బోధించు,dysgu
1061,unterrichten::V,నేర్పు,hyfforddi
1062,aufziehen::V,పెంచు,dod i fyny
1063,leiten::V,తీసుకపోవుట,arwain
1064,antreiben::V,ప్రేరేపించు,annog
1065,lassen::V,అనుమతించు,gadael
1066,einladen::V,ఆహ్వానించు,gwahodd
1067,vereinigen::V,కూడుట,uno
1068,vereinigen::V,కూడుట,cyfuno
1069,besuchen::V,పోయి చూచు,ymweld â
1070,treffen::V,కలియు,cwrdd
1071,treffen::V,కలియు,cyfarfod
1072,sich versammeln::V,కూర్చు,casglu
1073,sich versammeln::V,కూర్చు,cynnull
1074,spielen::V,ఆట లాడు,chwarae
1075,singen::V,పాడు,canu
1076,tanzen::V,నృత్యముచేయు,dawnsio
1077,sich trennen::V,ఎడబాయుట,ymwahanu
1078,verlassen::V,విడుచు,gadael
1079,retten::V,తప్పించుట,achub
1080,bewachen::V,కాపాడు,gwarchod
1081,schützen::V,రక్షించు,noddi
1082,verteidigen::V,రక్షించు,amddiffyn
1083,sich schlagen::V,జగడమాడు,ffraeo
1084,sich schlagen::V,జగడమాడు,terfysgu
1085,schießen::V,కాల్చు,saethu
1086,siegen::V,గెలుచు,ennill
1087,ärgern::V,పీడించుట,cythruddo
1088,schlagen::V,కొట్టు,curo
1089,treten::V,తన్ను,cicio
1090,stechen::V,కుట్టు,pigo
1091,stoßen::V,గెంటు,gwthio
1092,stehlen::V,దొంగిలించు,dwyn
1093,stehlen::V,దొంగిలించు,lladrata
1094,stören::V,కలతపఱచు,aflonyddu
1095,belästigen::V,పీడించు,trafferthu
1096,verbergen::V,దాచు,cuddio
1097,täuschen::V,మోసము చేయు,twyllo
1098,betrügen::V,మోసపుచ్చు,hocedu
1099,töten::V,చంపు,lladd
1100,wohnen::V,నివసించు,byw
1101,arbeiten::V,పనిచేయు,gweithio
1102,sammeln::V,ప్రోగుచేయు,casglu
1103,pflücken::V,యేరుట,casglu
1104,jagen::V,వేటాడు,hela
1105,fischen::V,వెదకు,pysgota
1106,fassen::V,పట్టుకొమ,dal
1107,hüten::V,మందచేరుట,bugeilio
1108,treiben::V,నడపు,gyrru
1109,anbinden::V,కట్టు,clymu
1110,füttern::V,భోజనము పెట్టు,porthi
1111,melken::V,పాలు పితుకు,godro
1112,hacken::V,నఱకు,torri
1113,gießen::V,నీళ్ళుకట్టుట,dyfrhau
1114,reifen::V,పండుట,aeddfedu
1115,zubereiten::V,వండు,coginio
1116,kochen::V,వండు,berwi
1117,backen::V,రొట్టెకాల్చు,pobi
1118,backen::V,రొట్టెకాల్చు,crasu
1119,braten::V,వేపు,ffrio
1120,umrühren::V,కదులుట,cyffroi
1121,stricken::V,అల్లు,gwau
1122,nähen::V,కుట్టు,gwnïo
1123,färben::V,రంగు వేయు,lliwio
1124,reinigen::V,శుభ్రము చేయు,glanhau
1125,waschen::V,కడుగు,golchi
1126,abwischen::V,తుడుచు,sychu
1127,spülen::V,నీటిలో జడించు,streulio
1128,fegen::V,ఊడ్చు,ysgubo
1129,kehren::V,ఊడ్చు,ysgubo
1130,baden::V,స్నానము చేయు,cael bath
1131,sich waschen::V,కడుగు,ymolchi
1132,ausziehen::V,విప్పు,tynnu
1133,anziehen::V,ధరించు,gwisgo
1134,sich anziehen::V,బట్టలు వేసుకొను,ymwisgo
1135,sich anziehen::V,తొడుగుకొను,ymwisgo
1136,kämmen::V,దువ్వుట,cribo
1137,schmücken::V,అలంకరించు,harddu
1138,schmücken::V,అలంకరించు,addurno
1139,sagen::V,చెప్పు,dweud
1140,sprechen::V,చెప్పు,llefaru
1141,reden::V,మాటలాడు,siarad
1142,sich unterhalten::V,ముచ్చటలాడు,sgwrsio
1143,fragen::V,ప్రశ్నించు,gofyn
1144,bitten::V,కోరు,gofyn am
1145,erzählen::V,చెప్పు,dweud
1146,mitteilen::V,తెలియజేయు,cyfleu
1147,nennen::V,పేరు వెట్టు,enwi
1148,rufen::V,పిలుచు,galw
1149,prahlen::V,జల్లి,brolio
1150,prahlen::V,జల్లి,ymffrostio
1151,übersetzen::V,తర్జుమాచేయు,cyfieithu
1152,denken::V,ఆలోచించు,meddwl
1153,glauben::V,నమ్ము,credu
1154,glauben::V,నమ్ము,coelio
1155,bemerken::V,గుర్తించు,sylwi
1156,erkennen::V,గుర్తించు,adnabod
1157,begreifen::V,గ్రహించు,amgyffred
1158,verstehen::V,గ్రహించు,deall
1159,lernen::V,నేర్చు కొను,dysgu
1160,wissen::V,తెలిసికొను,gwybod
1161,sich erinnern an::V,జ్ఞాపకముంచుకొను,cofio
1162,vergessen::V,మఱచిపోవు,anghofio
1163,messen::V,కొలుచుట,mesur
1164,zählen::V,లెక్కపెట్టు,cyfrif
1165,rechnen::V,లెక్కపెట్టు,cyfrifo
1166,lesen::V,చదువు,darllen
1167,malen::V,పూనుట,peintio
1168,zeichnen::V,వ్రాసుట,tynnu
1169,schreiben::V,వ్రాయు,ysgrifennu
1170,besitzen::V,కలిగియుండు,meddu
1171,kaufen::V,కొను,prynu
1172,verkaufen::V,అమ్ము,gwerthu
1173,bezahlen::V,చెల్లించు,talu am
1174,zahlen::V,చెల్లించు,talu
1175,beherrschen::V,ఏలు,rheoli
1176,beherrschen::V,ఏలు,llywodraethu
1177,ertragen::V,భరించు,dioddef
