,Concept_ID,ko,ab
749,drei::NUM,셋,хҕа
750,vier::NUM,넷,ҕшьба
751,fünf::NUM,다섯,хəба
752,sechs::NUM,여섯,фба
753,sieben::NUM,일곱,Бжьба
754,acht::NUM,여덟,ааба
755,neun::NUM,아홉,жәба
756,zehn::NUM,열,жәаба
757,elf::NUM,열하나,жәеизатәи
758,zwölf::NUM,열둘,жәаҩа
759,zwanzig::NUM,스물,ҩажәа
760,dreißig::NUM,서름,ҩажәижәабатәи
761,vierzig::NUM,마흔,ҩынҩажәа
762,fünfzig::NUM,숸,ҩынҩажәеижәаба
763,sechzig::NUM,에순,хынҩажәа
764,siebzig::NUM,일흔,хынҩажәижәаба
765,achtzig::NUM,여든,ҕшьынҩажәа
766,neunzig::NUM,아흔,ҕшьынҩажәижәаба
767,hundert::NUM,백,шәкы
768,tausend::NUM,천,зқьы
769,und::CNJ,와,-и
770,oder::CNJ,아니면,ма
771,stehen::V,서다,агылазаара
772,sitzen::V,앉다,атəара
773,sitzen::V,앉다,атəа(заа)ра
774,liegen::V,눕다,аиара
775,hängen::V,달다,акнаҳара
776,werden::V,되다,аҟалара
777,passieren::V,지장옶다,аҟалара
778,beginnen::V,시작되다,алагара
779,enden::V,큳내다,алгара
780,wechseln::V,병경하다,аҽыҧсахра
781,aufgehen[Sonne]::V,뜨다,агылара
782,aufgehen[Sonne]::V,뜨다,ахашлара
783,aufgehen[Sonne]::V,뜨다,аҩаҵхахара
784,untergehen[Sonne]::V,지다,аҭашəара
785,scheinen[Sonne]::V,빛나다,акаҧхара
786,donnern::V,천둥치다,адыдра
787,wehen::V,풀다,асра
788,strömen::V,흐르다,акаҭəара
789,fließen::V,흐르다,ацара
790,sich drehen::V,돌다,ахагьежьра
791,schwanken::V,동요하다,аҵысра
792,schwingen::V,흔들다,ахызазара
793,schwingen::V,흔들다,акьаандара
794,fallen::V,떨어지다,акаҳара
795,brennen::V,타다,абылра
796,rauchen::V,김이나다,ахылҵра
797,regnen::V,비가오다,аура
798,gefrieren::V,얼다,аҵаара
799,tauen::V,녹다,аӡҭра
800,schmelzen::V,녹다,ақəӡыҭра
801,schmelzen::V,녹다,аҭəара
802,trocknen::V,홈치다,абара
803,sieden::V,끓다,ашра
804,faulen::V,부패하다,абаара
805,verfaulen::V,썩다,абаара
806,verfaulen::V,썩다,аилашра
807,reißen::V,지바찢다,аҧжəара
808,versinken::V,가라앉다,аӡааҟəрылара
809,vergehen::V,지나가다,ацара
810,erscheinen::V,나타나다,ацəырҵра
811,verschwinden::V,사라지다,аҵашəкəара
812,sinken::V,가라앉다,атəара
813,sinken::V,가라앉다,алаҟəра
814,abnehmen::V,떼어내다,ацӡаара
815,abnehmen::V,떼어내다,аиҵалара
816,zunehmen::V,증가하다,аҽырҭбаара
817,zunehmen::V,증가하다,аиҵыҵра
818,zunehmen::V,증가하다,арацəахара
819,steigen::V,상승하다,азҳара
820,steigen::V,상승하다,ашьҭыҵра
821,steigen::V,상승하다,адухара
822,steigen::V,상승하다,ацлара
823,wachsen::V,생기하다,азҳара
824,glänzen::V,뛰오나다,ацыр-цырра
825,glänzen::V,뛰오나다,ацыҩ-цыҩра
826,glänzen::V,뛰오나다,аказказра
827,funkeln::V,불티가잍어나다,ашап-шапра
828,funkeln::V,불티가잍어나다,ацым-цымра
829,lärmen::V,떠들다,ашьҭыбжьгара
830,lärmen::V,떠들다,аҕьҕьаҳәа аилалара
831,läuten::V,울시다,аҵəҵəасра
832,klingeln::V,초닌총을울리다,аҵəҵəасра
833,klirren::V,탁탁울리다,ахьархьарра
834,klirren::V,탁탁울리다,архьархьарра
835,brausen::V,쏴쏴소리내다,аилаҽҽара
836,brausen::V,쏴쏴소리내다,еилашуера
837,rauschen::V,솨솨,
838,klingen::V,반향하다,агара
839,klingen::V,반향하다,ашьҭыбжь гара
840,bellen::V,짖다,ашра
841,heulen::V,포효하다,ауура
842,blasen::V,불다,аҭəҳəара
843,pfeifen::V,피리를불다,ашəшəра
844,schreien::V,절규하다,аҳəҳəара
845,schreien::V,절규하다,ахəаара
846,schreien::V,절규하다,аҟаара
847,stöhnen::V,신음하다,ақьра
848,zittern::V,저뉼하다,аҵыс-ҵысра
849,leben::V,살다,аҟазаара
850,geboren werden::V,태어난,Аира
851,atmen::V,숨쉬다,аҕсыҕ лагаҩагара
852,trinken::V,마시다,ажəра
853,essen::V,먹다,акрыфара
854,schlucken::V,들이켜다,албаадара
855,einschlafen::V,잠들다,ацəара
856,schlafen::V,자다,ацəазаара
857,aufwachen::V,눈트다,аҿыхара
858,aufstehen::V,서다,Агəылҵра
859,sich erholen::V,회복하다,аҧсшьара
860,schmerzen::V,아프다,ахьра
861,husten::V,잔기침하다,аимҳәара
862,genesen::V,낫다,абзиахара
863,genesen::V,낫다,аӷəӷəахара
864,sterben::V,죽다,аҧсра
865,umkommen::V,못쓰게되다,аҭахара
866,sich bewegen::V,움직이다,аиҭаҵра
867,sich rühren::V,움직이다,ақəацара
868,sich erheben::V,이러서다,аҩагылара
869,sich setzen::V,앉히다,атəара
870,hinfallen::V,넘어지다,акаҳара
871,laufen::V,걷다,аныҟəара
872,schreiten::V,보행하다,ашьаҿа еихгара
873,spazierengehen::V,산보하다,анеи-ааира
874,eilen::V,서둘다,аццакра
875,sich beeilen::V,서둘게하다,аццакра
876,sausen::V,서들러 떠나다,аҧырра
877,sausen::V,서들러 떠나다,иҭрысны
878,sausen::V,서들러 떠나다,ишьҭҟьаны ацара
879,rennen::V,달리다,аҩра
880,springen::V,도약하다,аҧара
881,klettern::V,갑겨오르다,ақəлара
882,schaukeln::V,흔들리게하다,аҟəараҟəанҽара
883,kriechen::V,기다,аҳəазара
884,schwimmen::V,헤엄치다,аӡсара
885,tauchen::V,잠기다,ахəӡааҵəира
886,rudern::V,물을헤치다,аҵшьра
887,fahren::V,가다,акала
888,fahren::V,나르다,акала
889,fliegen::V,날다,аҧырра
890,gehen::V,가다,аиҭаҵра
891,weggehen::V,팔리다,ацара
892,abfahren::V,출발하다,адəықəлара
893,abfahren::V,출발하다,ацара
894,anhalten::V,멈추다,ааныргылара
895,hineingehen::V,(그리로)가다,аҭалара
896,eintreten::V,들러가다,аҩналара
897,kommen::V,오다,аара
898,kommen::V,오다,ааира
899,ankommen::V,고챀하다,ааира
900,ankommen::V,고챀하다,аара
901,ankommen::V,고챀하다,анеира
902,zurückkommen::V,보기,азыхынҳəра
903,bleiben::V,체류,аанхара
904,bleiben::V,체류,анхара
905,bleiben::V,체류,аангылара
906,warten::V,기다리다,азҧшзаара
907,erwarten::V,기대하다,азҧшра
908,suchen::V,찾다,ашьҭазаара
909,suchen::V,구하다,ашьҭазаара
910,finden::V,찾아내다,аҧшаара
911,versuchen::V,시험하다,аҽазкра
912,vorbereiten::V,재비하다,армазеира
913,lieben::V,사랑하다,абзиабара
914,mögen::V,줗아하다,агəаҧхара
915,lachen::V,웃다,аччара
916,rühren::V,건드리다,арҵəуара
917,weinen::V,울다,аҵəуара
918,schimpfen::V,꾸짖다,ацəҳара
919,sich ärgern::V,화를내게 하다,агəаара
920,sich fürchten::V,두려원하다,аӡыӡара
921,fürchten::V,두려원하다,ацəшəара
922,fliehen::V,도망치다,абналара
923,fliehen::V,도망치다,ацəцара
924,flüchten::V,도주하다,абналара
925,flüchten::V,도주하다,ацəцара
926,sehen::V,보다,абара
927,anschauen::V,바라보다,ахəаҧшра
928,ansehen::V,바라보다,ахəаҧшра
929,hören::V,듣다,аҳара
930,zuhören::V,듣다,азыӡырҩра
931,probieren::V,시식하다,аҧышəара
932,riechen::V,내새를맡다,афыҩра
933,fühlen::V,느끼다,анырра
934,fühlen::V,느끼다,ацәакырра
935,scheinen::V,...것같다,шәа
936,scheinen::V,...것같다,аацәырҵа
937,zu sehen sein::V,보이는,
938,vernehmen::V,듣다,аҳара
939,vernehmen::V,들어서일다,аҳара
940,frieren::V,춥다,ашəра
941,frieren::V,춥다,аҵаара
942,tun::V,하다,аҟаҵара
943,können::V,할주릴다,алшара
944,wollen::V,바라다,аҭахра
945,anfangen::V,시작하다,алагара
946,beenden::V,다하다,алгара
947,aufhören::V,그만두다,аҟəыҵра
948,gelingen::V,성국하다,аура
949,gelingen::V,성국하다,аманшəалахара
950,gelingen::V,성국하다,алҵра
951,geraten::V,잘되어가다,нзаарын
952,öffnen::V,열다,аартра
953,schließen::V,추측하다,аркра
954,stellen::V,세우다,аргылара
955,setzen::V,놓다,артəара
956,legen::V,눕히다,ақəҵара
957,berühren::V,대다,акьысра
958,berühren::V,대다,алакьысра
959,verbinden::V,옝열하다,аҿаҳəара
960,bedecken::V,덮다,ақəршəра
961,aufhängen::V,매달다,акнаҳара
962,anzünden::V,점화하다,аркра
963,aufheben::V,위로올리다,ашьҭыхра
964,zurücklassen::V,튀에남기다,аныжьра
965,verlieren::V,잃다,ацəыӡра
966,fallen lassen::V,떨어뜨리다,ацəкаҳара
967,machen::V,하다,ачаҧара
968,herstellen::V,제조하다,аиҵдара
969,bauen::V,짓다,аргылара
970,reparieren::V,수셩자다,арҽеира
971,verbessern::V,정정하다,аиҕьтəра
972,ändern::V,바꾸다,аҧсахра
973,graben::V,파다,ажра
974,beugen::V,구부리다,арҟəра
975,beugen::V,구부리다,архəара
976,biegen::V,굽히다,арҟəра
977,biegen::V,굽히다,архəара
978,drehen::V,회전,аргьежьра
979,wenden::V,회전시키다,
980,umdrehen::V,회전시키다,аарҳәра
981,heben::V,일으아키다,аҩахара
982,heben::V,일으아키다,араҳара
983,hochheben::V,틀어올리다,ахагалара
984,hochheben::V,틀어올리다,ашьҭҳəара
985,ergreifen::V,잡다,
986,halten::V,잡다,акра
987,drücken::V,누르다,ақəрӷəӷəара
988,schieben::V,밀다,аҵгəара
989,schieben::V,밀다,агəара
990,kratzen::V,긁다,ацəҟьара
991,lecken::V,핥다,арбзара
992,beißen::V,물다,ацҳара
993,abschneiden::V,귾어내다,ахҵəара
994,abschneiden::V,귾어내다,аҿахҵəара
995,binden::V,매다,аҿаҳəара
996,stecken::V,찌르다,алаҵара
997,brechen::V,금,аҧҵəара
998,klopfen::V,치다,асра
999,hauen::V,때리다,ақəкшара
1000,kleben::V,들러붙다,аҷабра
1001,reiben::V,문지르다,арҟəыҷра
1002,streichen::V,쓰다듬다,ахьшьра
1003,schleifen::V,갈다,ахра
1004,schneiden::V,베다,аҧҟара
1005,rütteln::V,흔들다,арҵысра
1006,schütteln::V,흔들다,аршəшəара
1007,schwenken::V,흔들다,аҟьара
1008,schütten::V,따르다,аҭаҭəара
1009,füllen::V,담다,арҭəра
1010,einwickeln::V,싸다,алаҳəара
1011,tragen::V,지우다,аҩагара
1012,schleppen::V,끌다,арҳəазара
1013,ziehen::V,당기다,ахара
1014,aufbewahren::V,간직하다,аҵəахра
1015,werfen::V,던지다,аршəра
1016,fangen::V,밥다,акра
1017,packen::V,쥐다,анкра
1018,packen::V,쥐다,аҵкаара
1019,verstecken::V,숨기다,аҵəахра
1020,teilen::V,나누다,ашара
1021,schicken::V,보내다,ашьҭра
1022,bringen::V,가겨,аагара
1023,hinzufügen::V,부가하다,ацҵара
1024,bekommen::V,얻다,аҧшаара
1025,bekommen::V,얻다,архиара
1026,bekommen::V,얻다,аура
1027,erhalten::V,지니다,аиура
1028,nehmen::V,잡다,агара
1029,wählen::V,선거하다,алҧшаара
1030,auswählen::V,선출하다,алхра
1031,bewahren::V,저장보종,
1032,behindern::V,훼방하다,аҧырхагахара
1033,verderben::V,못쓰게 되다,алгара
1034,verderben::V,못쓰게 되다,абжьыхра
1035,verderben::V,못쓰게 되다,аҧхасҭатəра
1036,beschädigen::V,상하게하다,аҧхасҭатəра
1037,zerbrechen::V,깨뜨리다,аҧҽра
1038,zerreißen::V,잡아쫓다,аҧжəара
1039,zerstören::V,파괴하다,аилаҧыххаара
1040,verbrennen::V,소실하다,абылра
1041,geben::V,주다,аҭара
1042,reichen::V,내일다,аҭара
1043,schenken::V,주다,аҩгара
1044,versprechen::V,약속하다,ақəргəыӷра
1045,wünschen::V,바라다,
1046,loben::V,칭찬하다,арҽхəара
1047,küssen::V,키스하다,агəӡра
1048,wiegen::V,어르다,
1049,zudecken::V,뚜꺼을하다,аҵахҩара
1050,zudecken::V,뚜꺼을하다,ақəршəра
1051,wecken::V,깨우다,арҿыхара
1052,zeigen::V,보이다,арбара
1053,führen::V,가게하다,аныҟəгара
1054,lehren::V,가르치다,арҵара
1055,unterrichten::V,가르지다,арҧхьара
1056,aufziehen::V,사육하다,ааӡара
1057,leiten::V,이끌다,ахагылазаара
1058,antreiben::V,몰다,арццакра
1059,lassen::V,내버려두다,арҟаҵара
1060,einladen::V,초청하다,ааҕхьара
1061,einladen::V,초청하다,анаҧхьара
1062,vereinigen::V,하나로하다,аилаҵара
1063,besuchen::V,방문하다,абара
1064,treffen::V,만나다,аҧылара
1065,sich versammeln::V,조립하다,аизара
1066,spielen::V,눌다,ахəмарра
1067,singen::V,노래하다,ашəаҳəара
1068,tanzen::V,춤추하다,акəашара
1069,sich trennen::V,가르다,аилыҵра
1070,verlassen::V,버림받은,акажьра
1071,retten::V,구조하다,Аиқəрхара
1072,bewachen::V,치키다,ахьчара
1073,schützen::V,보호하다,ацəыхьчара
1074,verteidigen::V,막다,ахьчара
1075,sich schlagen::V,치다,аисра
1076,schießen::V,쏘다,ахысра
1077,siegen::V,이기다,аиааира
1078,ärgern::V,성을내게하다,аргəаара
1079,schlagen::V,치다,асра
1080,schlagen::V,치다,аҭасра
1081,treten::V,디디다,
1082,stechen::V,찌르다,алакшара
1083,stoßen::V,찌르다,агəҭасра
1084,stehlen::V,훔치다,аӡара
1085,stören::V,움직이다,аҧырхагахара
1086,belästigen::V,괴롭히다,аргəамҵра
1087,verbergen::V,숨기다,аӡара
1088,täuschen::V,속이다,ажьара
1089,betrügen::V,속이다,ажьара
1090,töten::V,죽이다,ашьра
1091,wohnen::V,실다,анхара
1092,arbeiten::V,일하다,аусура
1093,sammeln::V,모으다,аҟəшəара
1094,pflücken::V,꿔다,аҿыршəара
1095,pflücken::V,꿔다,аҿыхра
1096,jagen::V,사냥하다,ашəарыцара
1097,fischen::V,고기를잡다,аҧсыӡ икуеит
1098,fassen::V,움켜쥐다,акра
1099,hüten::V,망보다,арҳəра
1100,hüten::V,망보다,ахьчара
1101,treiben::V,몰아세우다,акацара
1102,anbinden::V,묶다,адҳəалара
1103,füttern::V,사료를주다,акырҿаҵара
1104,melken::V,젖을짜다,ахьара
1105,hacken::V,자르다,аҟəаҟəара
1106,gießen::V,물을대다,аҵаҭəара
1107,reifen::V,성숙하다,ашəра
1108,reifen::V,성숙하다,аҟалара
1109,zubereiten::V,조제하다,ацура
1110,kochen::V,요리하다,ажəра
1111,backen::V,쿱다,аӡра
1112,braten::V,굽다,аӡра
1113,umrühren::V,교반하다,аилрыхра
1114,stricken::V,뜨개질하다,аҧара
1115,nähen::V,꿰매다,аӡахра
1116,färben::V,채색하다,ашəра
1117,reinigen::V,청소하다,арыцқьара
1118,waschen::V,씻다,аӡәӡәара
1119,abwischen::V,닦다,арбара
1120,spülen::V,씻다,аҭыршара
1121,fegen::V,소체하다,аҧссара
1122,kehren::V,청소하다,
1123,baden::V,감다,аҽыкəабара
1124,sich waschen::V,모믈 씻다,аҽыӡəӡəара
1125,ausziehen::V,벗다,ашəыхра
1126,anziehen::V,끌어움직이다,ашəҵара
1127,kämmen::V,빗다,аҳəара
1128,schmücken::V,치레하다,арҧшӡара
1129,sagen::V,말하다,аҳəара
1130,sprechen::V,말하다,ацəажəара
1131,reden::V,이야기하다,ацəажəара
1132,reden::V,이야기하다,аицәажәара
1133,fragen::V,질문하다,азҵаара
1134,bitten::V,원하다,аҳəара
1135,erzählen::V,이야기하다,аҳəара
1136,mitteilen::V,이야기하다,азыцҳара
1137,nennen::V,부르다,ахьӡҵара
1138,rufen::V,불러내다,азҿыҭра
1139,prahlen::V,자랑하다,аҽхəара
1140,übersetzen::V,번역하다,аиҭагара
1141,denken::V,생각하다,азхəыцра
1142,glauben::V,믿다,ахаҵара
1143,bemerken::V,인자하다,агəаҭара
1144,erkennen::V,인식하다,адырра
1145,begreifen::V,파악하다,аилкаара
1146,verstehen::V,이해하다,аҳара
1147,lernen::V,배우다,аҵара
1148,wissen::V,알다,адырра
1149,sich erinnern an::V,상기하다,агəаларшəара
1150,vergessen::V,잊다,ахашҭра
1151,messen::V,측정하다,ашəара
1152,zählen::V,세다,аҧхьаӡара
1153,rechnen::V,게산하다,аҳасабра
1154,lesen::V,읽다,аҧхьара
1155,malen::V,그리다,
1156,zeichnen::V,소묘하다,
1157,schreiben::V,쓰다,
1158,besitzen::V,소유하다,амазаара
1159,kaufen::V,사다,Аахəара
1160,verkaufen::V,팔다,аҭира
1161,bezahlen::V,지불하다,ахҭынҵара
1162,bezahlen::V,지불하다,ашəара
1163,zahlen::V,치르다,ашəара
1164,beherrschen::V,지배하다,
1165,ertragen::V,참다,ачҳара
1166,Raureif::N,,аҵааҧшқа
1167,Grube::N,,ажра
1168,Grube::N,,атыша
1169,Lust::N,,агəазыҳəара
1170,Nachricht::N,,адырраҭара
1171,klug::A,,аҟəыш
1172,klug::A,,аҟəыӷа
1173,von hier::ADV,,арантә
1174,müde werden::V,,ааҕсара
1175,krank werden::V,,ачмазаҩхара
1176,krank sein::V,,аҳəарҧсарра
1177,abreißen::V,,амжəара
1178,sich anziehen::V,,аҽеилаҳəара
1179,sich unterhalten::V,,аицәажәара
