,Concept_ID,lv,kn
63,Hand::N,ки,ಕೈ
64,Hand::N,roka,ಕೈ
65,Hand::N,plauksta,ಕೈ
66,Handfläche::N,ки пыдӧс,ಅಂಗೈ
67,Handfläche::N,delna,ಅಂಗೈ
68,Handfläche::N,plauksta,ಅಂಗೈ
69,Finger::N,чунь,ಕೈಬೆರಳು
70,Finger::N,pirksts,ಕೈಬೆರಳು
71,Fingernagel::N,гыж,ಉಗುರು
72,Fingernagel::N,nags,ಉಗುರು
73,Nagel[Anatomie]::N,гыж,ಉಗುರು
74,Nagel[Anatomie]::N,nags,ಉಗುರು
75,Zeh::N,кок чунь,ಕಾಲ್ಬೆರಳು
76,Zeh::N,pirksts,ಕಾಲ್ಬೆರಳು
77,Fuß::N,кок,ಪಾದ
78,Fuß::N,kāja,ಪಾದ
79,Ferse::N,кокбӧр,ಹಿಮ್ಮಡಿ
80,Ferse::N,papēdis,ಹಿಮ್ಮಡಿ
81,Knie::N,пидзӧс,ಮಂಡಿ
82,Knie::N,celis,ಮಂಡಿ
83,Oberschenkel::N,лядьвей,ತೊಡೆ
84,Oberschenkel::N,бек,ತೊಡೆ
85,Oberschenkel::N,ciska,ತೊಡೆ
86,Oberschenkel::N,augšstilbs,ತೊಡೆ
87,Bein::N,кок,ಕಾಲು
88,Bein::N,kāja,ಕಾಲು
89,Körper::N,туша,ದೇಹ
90,Körper::N,вывтыр,ದೇಹ
91,Körper::N,miesa,ದೇಹ
92,Körper::N,ķermenis,ದೇಹ
93,Haut::N,ку,ಚರ್ಮ
94,Haut::N,āda,ಚರ್ಮ
95,Blut::N,вир,ರಕ್ತ
96,Blut::N,asins,ರಕ್ತ
97,Ader::N,сӧн,ನರ
98,Ader::N,asinsvads,ನರ
99,Sehne::N,вез,ನರ
100,Sehne::N,dzīsla,ನರ
101,Knochen::N,лы,ಮೂಳೆ
102,Knochen::N,kauls,ಮೂಳೆ
103,Gehirn::N,вем,ಮಿದುಳು
104,Gehirn::N,smadzenes,ಮಿದುಳು
105,Herz::N,сьӧлӧм,ಹೃದಯ
106,Herz::N,sirds,ಹೃದಯ
107,Magen::N,кынӧм,ಉದರ
108,Magen::N,kuņģis,ಉದರ
109,Leber::N,мус,ಯಕೃತ್ತು
110,Leber::N,aknas,ಯಕೃತ್ತು
111,Atem::N,лов,ಉಸಿರು
112,Atem::N,elpa,ಉಸಿರು
113,Hunger::N,тшыг,ಹಸಿವು
114,Hunger::N,bads,ಹಸಿವು
115,Hunger::N,izsalkums,ಹಸಿವು
116,Träne::N,синва,ಕಣ್ಣೀರು
117,Träne::N,asara,ಕಣ್ಣೀರು
118,Geschmack::N,кӧр,ರುಚಿ
119,Geschmack::N,чӧсмӧс,ರುಚಿ
120,Geschmack::N,garša,ರುಚಿ
121,Geruch::N,зын,ವಾಸನೆ
122,Geruch::N,дук,ವಾಸನೆ
123,Geruch::N,smaka,ವಾಸನೆ
124,Schlaf::N,узьӧм,ನಿದ್ರೆ
125,Schlaf::N,miegs,ನಿದ್ರೆ
126,Traum::N,вӧт,ಕನಸು
127,Traum::N,вӧтасьӧм,ಕನಸು
128,Traum::N,sapnis,ಕನಸು
129,Himmel::N,енэж,ಬಾನು
130,Himmel::N,debess,ಬಾನು
131,Sonne::N,шонді,ಸೂರ್ಯ
132,Sonne::N,saule,ಸೂರ್ಯ
133,Mond::N,тӧлысь,ಚಂದ್ರ
134,Mond::N,mēness,ಚಂದ್ರ
135,Stern::N,кодзув,ಚುಕ್ಕಿ
136,Stern::N,zvaigzne,ಚುಕ್ಕಿ
137,Luft::N,сынӧд,ವಾಯು
138,Luft::N,gaiss,ವಾಯು
139,Wind::N,тӧв,ಗಾಳಿ
140,Wind::N,vējš,ಗಾಳಿ
141,Welle::N,гы,ಅಲೆ
142,Welle::N,vilnis,ಅಲೆ
143,Wasser::N,ва,ನೀರು
144,Wasser::N,ūdens,ನೀರು
145,Stein::N,из,ಕಲ್ಲು
146,Stein::N,akmens,ಕಲ್ಲು
147,Boden::N,му,ನೆಲ
148,Boden::N,augsne,ನೆಲ
149,Erde::N,му,ಭೂಮಿ
150,Erde::N,му-ва,ಭೂಮಿ
151,Erde::N,zeme,ಭೂಮಿ
152,Staub::N,бус,ದೂಳು
153,Staub::N,putekļi,ದೂಳು
154,Rauch::N,тшын,ಹೊಗೆ
155,Rauch::N,dūmi,ಹೊಗೆ
156,Funke::N,кинь,ಕಿಡಿ
157,Funke::N,би кинь,ಕಿಡಿ
158,Funke::N,dzirkstele,ಕಿಡಿ
159,Feuer::N,би,ಬೆಂಕಿ
160,Feuer::N,uguns,ಬೆಂಕಿ
161,Licht::N,югӧр,ಬೆಳಕು
162,Licht::N,gaisma,ಬೆಳಕು
163,Schatten::N,вуджӧр,ನೆರಳು
164,Schatten::N,ēna,ನೆರಳು
165,Wetter::N,поводдя,ಹವ
166,Wetter::N,laiks,ಹವ
167,Nebel::N,ру,ಮಂಜು
168,Nebel::N,онь,ಮಂಜು
169,Nebel::N,migla,ಮಂಜು
170,Wolke::N,кымӧр,ಮೋಡ
171,Wolke::N,mākonis,ಮೋಡ
172,Regen::N,зэр,ಮಳೆ
173,Regen::N,lietus,ಮಳೆ
174,Schnee::N,лым,ಹಿಮ
175,Schnee::N,sniegs,ಹಿಮ
176,Eis::N,йи,ಮಂಜುಗಡ್ಡೆ
177,Eis::N,ledus,ಮಂಜುಗಡ್ಡೆ
178,Frost::N,кӧдзыд,ಮಂಜು
179,Frost::N,sals,ಮಂಜು
180,Kälte::N,кӧдзыд,ಹಿಮ
181,Kälte::N,saltums,ಹಿಮ
182,Kälte::N,aukstums,ಹಿಮ
183,Hitze::N,пӧсь,ಉಷ್ಣ
184,Hitze::N,гожӧд,ಉಷ್ಣ
185,Hitze::N,karstums,ಉಷ್ಣ
186,Raureif::N,пуж,ಇಬ್ಬನಿ
187,Raureif::N,гыӧр,ಇಬ್ಬನಿ
188,Raureif::N,sarma,ಇಬ್ಬನಿ
189,Regenbogen::N,ӧшкамӧшка,ಇಂದ್ರಚಾಪ
190,Regenbogen::N,varavīksne,ಇಂದ್ರಚಾಪ
191,Donner::N,гым,ಗುಡುಗು
192,Donner::N,pērkons,ಗುಡುಗು
193,Strömung::N,ва ныр,ಪ್ರವಾಹ
194,Strömung::N,визувтӧм,ಪ್ರವಾಹ
195,Strömung::N,straume,ಪ್ರವಾಹ
196,Strömung::N,strāvojums,ಪ್ರವಾಹ
197,Tropfen::N,войт,ತೊಟ್ಟು
198,Tropfen::N,lāse,ತೊಟ್ಟು
199,Schaum::N,быг,ನೊರೆ
200,Schaum::N,быгзьӧм,ನೊರೆ
201,Schaum::N,putas,ನೊರೆ
202,Schmutz::N,няйт,ಕಸ
203,Schmutz::N,dubļi,ಕಸ
204,See::N,ты,ಸರೋವರ
205,See::N,ezers,ಸರೋವರ
206,Sumpf::N,гыбад,ಜೌಗುಸ್ಥಳ
207,Sumpf::N,кад,ಜೌಗುಸ್ಥಳ
208,Sumpf::N,dumbrājs,ಜೌಗುಸ್ಥಳ
209,Sumpf::N,staignājs,ಜೌಗುಸ್ಥಳ
210,Moor::N,нюр,ಬಂಜರು ಭೂಮಿ
211,Moor::N,purvs,ಬಂಜರು ಭೂಮಿ
212,Moor::N,muklājs,ಬಂಜರು ಭೂಮಿ
213,Wiese::N,видз,ಹುಲ್ಲುಗಾವಲು
214,Wiese::N,pļava,ಹುಲ್ಲುಗಾವಲು
215,Wald::N,вӧр,ಕಾಡು
216,Wald::N,mežs,ಕಾಡು
217,Hügel::N,дзиб,ಗುಡ್ಡೆ
218,Hügel::N,мыльк,ಗುಡ್ಡೆ
219,Hügel::N,нӧрыс,ಗುಡ್ಡೆ
220,Hügel::N,paugurs,ಗುಡ್ಡೆ
221,Anhöhe::N,мыльк,ದಿಬ್ಬ
222,Anhöhe::N,нӧрыс,ದಿಬ್ಬ
223,Anhöhe::N,paugurs,ದಿಬ್ಬ
224,Berg::N,чой,ಮಲೆ
225,Berg::N,чой,ಪರ್ವತ
226,Berg::N,керӧс,ಮಲೆ
227,Berg::N,керӧс,ಪರ್ವತ
228,Berg::N,kalns,ಮಲೆ
229,Berg::N,kalns,ಪರ್ವತ
230,Gipfel::N,чук,ಶೃಂಗ
231,Gipfel::N,virsotne,ಶೃಂಗ
232,Höhle::N,рудӧг,ಗುಹೆ
233,Höhle::N,ala,ಗುಹೆ
234,Abhang::N,ньывк,ಇಳಿಜಾರು
235,Abhang::N,бокша,ಇಳಿಜಾರು
236,Abhang::N,nogāze,ಇಳಿಜಾರು
237,Quelle::N,ӧшмӧс,ಮೂಲ
238,Quelle::N,avots,ಮೂಲ
239,Bach::N,шор,ತೊರೆ
240,Bach::N,urga,ತೊರೆ
241,Bach::N,strauts,ತೊರೆ
242,Fluss::N,ю,ನದಿ
243,Fluss::N,upe,ನದಿ
244,Ufer::N,вадор,ತೀರ
245,Ufer::N,krasts,ತೀರ
246,Küste::N,вадор,ದಂಡೆ
247,Küste::N,piekraste,ದಂಡೆ
248,Festland::N,му,ಭೂಮಿ
249,Festland::N,sauszeme,ಭೂಮಿ
250,Meer::N,саридз,ಕಡಲು
251,Meer::N,jūra,ಕಡಲು
252,Bucht::N,куръя,ಖಾರಿ
253,Bucht::N,līcis,ಖಾರಿ
254,Insel::N,ді,ದ್ವೀಪ
255,Insel::N,sala,ದ್ವೀಪ
256,Blume::N,дзоридз,ಸುಮ
257,Blume::N,puķe,ಸುಮ
258,Blume::N,zieds,ಸುಮ
259,Gras::N,турун,ಹುಲ್ಲು
260,Gras::N,zāle,ಹುಲ್ಲು
261,Wurzel::N,вуж,ಬೇರು
262,Wurzel::N,sakne,ಬೇರು
263,Baum::N,пу,ಮರ
264,Baum::N,koks,ಮರ
265,Stamm::N,пучер,ಕಾಂಡ
266,Stamm::N,stumbrs,ಕಾಂಡ
267,Rinde::N,кырсь,ತೂಗಟಿ
268,Rinde::N,miza,ತೂಗಟಿ
269,Ast::N,ув,ಶಾಖೆ
270,Ast::N,zars,ಶಾಖೆ
271,Zweig::N,вож,ರೆಂಬೆ
272,Zweig::N,nozare,ರೆಂಬೆ
273,Blatt::N,кор,ಎಲೆ
274,Blatt::N,lapa,ಎಲೆ
275,Birke::N,кыдз,ಬರ್ಚ್ ಮರ
276,Birke::N,bērzs,ಬರ್ಚ್ ಮರ
277,Kiefer[Baum]::N,пожӧм,ದೇವದಾರು ಮರ
278,Kiefer[Baum]::N,priede,ದೇವದಾರು ಮರ
279,Weide[Baum]::N,бадь,ವಿಲೋಮರ
280,Weide[Baum]::N,kārkls,ವಿಲೋಮರ
281,Tanne::N,коз,ಭದ್ರದಾರು
282,Tanne::N,egle,ಭದ್ರದಾರು
283,Horn::N,сюр,ಕೊಂಬು
284,Horn::N,rags,ಕೊಂಬು
285,Feder::N,гӧн,ಪುಕ್ಕ
286,Feder::N,тывборд,ಪುಕ್ಕ
287,Feder::N,spalva,ಪುಕ್ಕ
288,Fell::N,ку,ರೋಮ
289,Fell::N,āda,ರೋಮ
290,Flügel::N,борд,ರೆಕ್ಕೆ
291,Flügel::N,spārns,ರೆಕ್ಕೆ
292,Klaue::N,гыж,ಪಂಜ
293,Klaue::N,nags,ಪಂಜ
294,Kralle::N,гыж,ಉಗುರು
295,Kralle::N,nags,ಉಗುರು
296,Schwanz::N,бӧж,ಬಾಲ
297,Schwanz::N,ļipa,ಬಾಲ
298,Ei::N,кольк,ಮೊಟ್ಟೆ
299,Ei::N,ola,ಮೊಟ್ಟೆ
300,Nest::N,поз,ಗೂಡು
301,Nest::N,ligzda,ಗೂಡು
302,Bau::N,горс,ಅಡಗುದಾಣ
303,Bau::N,пырмӧс,ಅಡಗುದಾಣ
304,Bau::N,гу,ಅಡಗುದಾಣ
305,Bau::N,ala,ಅಡಗುದಾಣ
306,Tier::N,пемӧс,ಪ್ರಾಣಿ
307,Tier::N,dzīvnieks,ಪ್ರಾಣಿ
308,Herde::N,стада,ಗುಂಪು
309,Herde::N,кельӧб,ಗುಂಪು
310,Herde::N,ganāmpulks,ಗುಂಪು
311,Kuh::N,мӧс,ಹಸು
312,Kuh::N,govs,ಹಸು
313,Bulle::N,ӧш,ಗೂಳಿ
314,Bulle::N,bullis,ಗೂಳಿ
315,Pferd::N,вӧв,ಕುದುರೆ
316,Pferd::N,zirgs,ಕುದುರೆ
317,Schaf::N,ыж,ಕುರಿ
318,Schaf::N,aita,ಕುರಿ
319,Schwein::N,порсь,ಹಂದಿ
320,Schwein::N,cūka,ಹಂದಿ
321,Hund::N,пон,ನಾಯಿ
322,Hund::N,suns,ನಾಯಿ
323,Katze::N,кань,ಬೆಕ್ಕು
324,Katze::N,kaķis,ಬೆಕ್ಕು
325,Bär::N,ош,ಕರಡಿ
326,Bär::N,lācis,ಕರಡಿ
327,Eichhörnchen::N,ур,ಉಡುತೆ
328,Eichhörnchen::N,vāvere,ಉಡುತೆ
329,Elch::N,йӧра,ಕಡವೆ
330,Elch::N,alnis,ಕಡವೆ
331,Fuchs::N,руч,ನರಿ
332,Fuchs::N,lapsa,ನರಿ
333,Hase::N,кӧч,ಮೊಲ
334,Hase::N,zaķis,ಮೊಲ
335,Maus::N,шыр,ಇಲಿ
336,Maus::N,pele,ಇಲಿ
337,Wolf::N,кӧин,ತೋಳ
338,Wolf::N,vilks,ತೋಳ
339,Vogel::N,кай,ಪಕ್ಷಿ
340,Vogel::N,лэбач,ಪಕ್ಷಿ
341,Vogel::N,putns,ಪಕ್ಷಿ
342,Schwarm::N,чукӧр,ಗುಂಪು
343,Schwarm::N,spiets,ಗುಂಪು
344,Huhn::N,курӧг,ಚಿಕ್
345,Huhn::N,vista,ಚಿಕ್
346,Hahn::N,петук,ಹುಂಜ
347,Hahn::N,gailis,ಹುಂಜ
348,Gans::N,дзодзӧг,ವರಟೆ
349,Gans::N,zoss,ವರಟೆ
350,Adler::N,кутш,ಗರುಡ
351,Adler::N,ērglis,ಗರುಡ
352,Ente::N,утка,ಬಾತು
353,Ente::N,pīle,ಬಾತು
354,Eule::N,сюзь,ಗೂಬೆ
355,Eule::N,pūce,ಗೂಬೆ
356,Kranich::N,тури,ಕೊಕ್ಕರ
357,Kranich::N,dzērve,ಕೊಕ್ಕರ
358,Krähe::N,рака,ಕಾಗೆ
359,Krähe::N,vārna,ಕಾಗೆ
360,Kuckuck::N,кӧк,ಕೋಗಿಲೆ
361,Kuckuck::N,dzeguze,ಕೋಗಿಲೆ
362,Schwan::N,юсь,ಹಂಸಪಕ್ಷಿ
363,Schwan::N,gulbis,ಹಂಸಪಕ್ಷಿ
364,Fisch::N,чери,ಮೀನು
365,Fisch::N,zivs,ಮೀನು
366,Barsch::N,ёкыш,ಪರ್ಚ್ ಮೀನು
367,Barsch::N,asaris,ಪರ್ಚ್ ಮೀನು
368,Hecht::N,сир,ಪೈಕ್ ಮೀನು
369,Hecht::N,līdaka,ಪೈಕ್ ಮೀನು
370,Schlange[Tier]::N,кый,ಹಾವು
371,Schlange[Tier]::N,čūska,ಹಾವು
372,Wurm::N,номыр,ಹುಳು
373,Wurm::N,tārps,ಹುಳು
374,Spinne::N,черань,ಊರ್ಣನಾಭ
375,Spinne::N,zirneklis,ಊರ್ಣನಾಭ
376,Ameise::N,кодзувкот,ಇರುವೆ
377,Ameise::N,skudra,ಇರುವೆ
378,Laus::N,той,ಹೇನು
379,Laus::N,uts,ಹೇನು
380,Mücke::N,ном,ಸೊಳ್ಳೆ
381,Mücke::N,ods,ಸೊಳ್ಳೆ
382,Fliege::N,гут,ನೊಣ
383,Fliege::N,muša,ನೊಣ
384,Schmetterling::N,бобув,ಪತಂಗ
385,Schmetterling::N,tauriņš,ಪತಂಗ
386,Beere::N,тусь,ನಯವಣ್ಣು
387,Beere::N,вотӧс,ನಯವಣ್ಣು
388,Beere::N,oga,ನಯವಣ್ಣು
389,Apfel::N,яблӧг,ಸೇಬು
390,Apfel::N,ābols,ಸೇಬು
391,Pilz::N,тшак,ಅಣಬೆ
392,Pilz::N,sēne,ಅಣಬೆ
393,Zwiebel::N,луккок,ನೀರುಳ್ಳಿ
394,Zwiebel::N,йӧнгыль,ನೀರುಳ್ಳಿ
395,Zwiebel::N,sīpols,ನೀರುಳ್ಳಿ
396,Saat::N,тусь,ಬಿತ್ತ
397,Saat::N,кӧйдыс,ಬಿತ್ತ
398,Saat::N,sēkla,ಬಿತ್ತ
399,Korn::N,тусь,ಬೀಜ
400,Korn::N,grauds,ಬೀಜ
401,Heu::N,турун,ಕರಡ
402,Heu::N,siens,ಕರಡ
403,Schale::N,кор,ಹೊಟ್ಟು
404,Schale::N,čaula,ಹೊಟ್ಟು
405,Schale::N,čaumala,ಹೊಟ್ಟು
406,Grube::N,гу,ಗುಂಡಿ
407,Grube::N,bedre,ಗುಂಡಿ
408,Falle::N,лэч,ಬೋನು
409,Falle::N,slazds,ಬೋನು
410,Falle::N,lamatas,ಬೋನು
411,Schlinge::N,лэч,ಉರುಲು
412,Schlinge::N,cilpa,ಉರುಲು
413,Spur::N,туй,ಜಾಡು
414,Spur::N,pēda,ಜಾಡು
415,Asche::N,пӧм,ಬೂದಿ
416,Asche::N,pelni,ಬೂದಿ
417,Dreck::N,няйт,ಹೊಲಸು
418,Dreck::N,dubļi,ಹೊಲಸು
419,Eisen::N,кӧрт,ಕಬ್ಬಿಣ
420,Eisen::N,dzelzs,ಕಬ್ಬಿಣ
421,Gold::N,зарни,ಚಿನ್ನ
422,Gold::N,zelts,ಚಿನ್ನ
423,Silber::N,эзысь,ಬೆಳ್ಳಿ
424,Silber::N,sudrabs,ಬೆಳ್ಳಿ
425,Kohle::N,шом,ಕಲ್ಲಿದ್ದಲು
426,Kohle::N,ogle,ಕಲ್ಲಿದ್ದಲು
427,Glas::N,стеклӧ,ಗಾಜು
428,Glas::N,stikls,ಗಾಜು
429,Lehm::N,сёй,ಜೇಡಿಮಣ್ಣು
430,Lehm::N,māls,ಜೇಡಿಮಣ್ಣು
431,Sand::N,лыа,ಮರಳು
432,Sand::N,smiltis,ಮರಳು
433,Mensch::N,морт,ಪುರುಷ
434,Mensch::N,cilvēks,ಪುರುಷ
435,Mann::N,аймӧрт,ಆಳು
436,Mann::N,мужичӧй,ಆಳು
437,Mann::N,vīrietis,ಆಳು
438,Frau::N,ань,ಹೆಣ್ಣು
439,Frau::N,нывбаба,ಹೆಣ್ಣು
440,Frau::N,sieviete,ಹೆಣ್ಣು
441,Kind::N,кага,ಮಗು
442,Kind::N,bērns,ಮಗು
443,Junge::N,пи,ಹುಡುಗ
444,Junge::N,zēns,ಹುಡುಗ
445,Junge::N,puika,ಹುಡುಗ
446,Junge::N,puisis,ಹುಡುಗ
447,Mädchen::N,ныв,ಹುಡುಗಿ
448,Mädchen::N,meiča,ಹುಡುಗಿ
449,Mädchen::N,skuķis,ಹುಡುಗಿ
450,Mädchen::N,meitene,ಹುಡುಗಿ
451,Familie::N,семья,ಕುಟುಂಬ
452,Familie::N,ģimene,ಕುಟುಂಬ
453,Großvater::N,пӧль,ಅಜ್ಜ
454,Großvater::N,vecaistēvs,ಅಜ್ಜ
455,Großmutter::N,баб,ಅಮ್ಮ
456,Großmutter::N,vecāmāte,ಅಮ್ಮ
457,Eltern::N,ай-мам,ಹೆತ್ತವರು
458,Eltern::N,бать-мам,ಹೆತ್ತವರು
459,Eltern::N,vecāki,ಹೆತ್ತವರು
460,Vater::N,бать,ತಂದೆ
461,Vater::N,ай,ತಂದೆ
462,Vater::N,tēvs,ತಂದೆ
463,Mutter::N,мам,ಅಮ್ಮ
464,Mutter::N,māte,ಅಮ್ಮ
465,Sohn::N,пи,ಮಗ 
466,Sohn::N,dēls,ಮಗ 
467,Tochter::N,ныв,ಮಗಳು
468,Tochter::N,meita,ಮಗಳು
469,Bruder::N,вок,ತಮ್ಮ
470,Bruder::N,brālis,ತಮ್ಮ
471,Schwester::N,чой,ತಂಗಿ
472,Schwester::N,māsa,ತಂಗಿ
473,Onkel::N,дядь,ಸೋದರಮಾವ
474,Onkel::N,дядь,ದೊಡ್ಡಪ್ಪ
475,Onkel::N,tēvocis,ಸೋದರಮಾವ
476,Onkel::N,tēvocis,ದೊಡ್ಡಪ್ಪ
477,Tante::N,тьӧт,ಚಿಕ್ಕಮ್ಮ
478,Tante::N,tante,ಚಿಕ್ಕಮ್ಮ
479,Ehemann::N,верӧс,ಗಂಡ
480,Ehemann::N,vīrs,ಗಂಡ
481,Ehefrau::N,гӧтыр,ಹೆಂಡತಿ
482,Ehefrau::N,sieva,ಹೆಂಡತಿ
483,Freude::N,радлун,ನಲಿವು
484,Freude::N,prieks,ನಲಿವು
485,Gelächter::N,серам,ನಗೆ
486,Gelächter::N,smiekli,ನಗೆ
487,Glück::N,шуд,ಆನಂದ
488,Glück::N,laime,ಆನಂದ
489,Kummer::N,шог,ದುಃಖ
490,Kummer::N,bēdas,ದುಃಖ
491,Kummer::N,raizes,ದುಃಖ
492,Wunsch::N,кӧсйӧм,ಬಯಕೆ
493,Wunsch::N,vēlme,ಬಯಕೆ
494,Wunsch::N,vēlējums,ಬಯಕೆ
495,Lust::N,кыскӧм,ಇಷ್ಟ
496,Lust::N,радейтӧм,ಇಷ್ಟ
497,Lust::N,kāre,ಇಷ್ಟ
498,Geist::N,лов,ಆತ್ಮ
499,Geist::N,gars,ಆತ್ಮ
500,Gedanke::N,мӧвп,ಯೋಚನೆ
501,Gedanke::N,doma,ಯೋಚನೆ
502,Gedächtnis::N,паметь,ಸ್ಮರಣೆ
503,Gedächtnis::N,atmiņa,ಸ್ಮರಣೆ
504,Verstand::N,вежӧр,ಮನಸ್ಸು
505,Verstand::N,prāts,ಮನಸ್ಸು
506,Sinn::N,мог,ಅರ್ಥ
507,Sinn::N,вежӧртас,ಅರ್ಥ
508,Sinn::N,nozīme,ಅರ್ಥ
509,Grund::N,помка,ಕಾರಣ
510,Grund::N,pamats,ಕಾರಣ
511,Grund::N,iemesls,ಕಾರಣ
512,Wahrheit::N,збыль,ಸತ್ಯ
513,Wahrheit::N,збыльтор,ಸತ್ಯ
514,Wahrheit::N,taisnība,ಸತ್ಯ
515,Wahrheit::N,patiesība,ಸತ್ಯ
516,Gespräch::N,сёрни,ಸಂಭಾಷಣೆ
517,Gespräch::N,saruna,ಸಂಭಾಷಣೆ
518,Märchen::N,мойд,ಸುಳ್ಳು ಕಥೆ
519,Märchen::N,pasaka,ಸುಳ್ಳು ಕಥೆ
520,Erzählung::N,висьт,ಕಥೆ
521,Erzählung::N,stāsts,ಕಥೆ
522,Erzählung::N,nostāsts,ಕಥೆ
523,Nachricht::N,юӧртӧм,ಸಂದೇಶ
524,Nachricht::N,ziņa,ಸಂದೇಶ
525,Neuigkeit::N,выльтор,ಸುದ್ದಿ
526,Neuigkeit::N,jaunums,ಸುದ್ದಿ
527,Name::N,ним,ಹೆಸರು
528,Name::N,vārds,ಹೆಸರು
529,Rätsel::N,нӧдкыв,ಒಗಟು
530,Rätsel::N,mīkla,ಒಗಟು
531,Rede::N,сёрни,ಮಾತು
532,Rede::N,runa,ಮಾತು
533,Sprache::N,кыв,ಭಾಷೆ
534,Sprache::N,valoda,ಭಾಷೆ
535,Stimme::N,гӧлӧс,ಧ್ವನಿ
536,Stimme::N,вом шы,ಧ್ವನಿ
537,Stimme::N,balss,ಧ್ವನಿ
538,Wort::N,кыв,ಮಾತು
539,Wort::N,vārds,ಮಾತು
540,Zeichen::N,пас,ಗುರುತು
541,Zeichen::N,zīme,ಗುರುತು
542,Ruf::N,чукӧстчӧм,ಕೂಗು
543,Ruf::N,корӧм,ಕೂಗು
544,Ruf::N,sauciens,ಕೂಗು
545,Lärm::N,шы,ಸದ್ದು
546,Lärm::N,зык,ಸದ್ದು
547,Lärm::N,зычитӧм,ಸದ್ದು
548,Lärm::N,troksnis,ಸದ್ದು
549,Laut::N,шы,ಶಬ್ದ
550,Laut::N,skaņa,ಶಬ್ದ
551,Ton::N,шы,ನಾದ
552,Ton::N,tonis,ನಾದ
553,Lied::N,сьылан,ಗಾನ
554,Lied::N,сьыланкыв,ಗಾನ
555,Lied::N,dziesma,ಗಾನ
556,Ruhe::N,чӧв,ಶಾಂತಿ
557,Ruhe::N,miers,ಶಾಂತಿ
558,Leute::N,йӧз,ಮಂದಿ
559,Leute::N,войтыр,ಮಂದಿ
560,Leute::N,ļaudis,ಮಂದಿ
561,Leute::N,cilvēki,ಮಂದಿ
562,Volk::N,йӧз,ಜನಾಂಗ
563,Volk::N,войтыр,ಜನಾಂಗ
564,Volk::N,tauta,ಜನಾಂಗ
565,Arbeit::N,удж,ಕೆಲಸ
566,Arbeit::N,darbs,ಕೆಲಸ
567,Gast::N,гӧсть,ಅತಿಥಿ
