,Concept_ID,xal,fi
790,geradeaus::ADV,шуд,suoraan
791,vorwärts::ADV,уралан,eteenpäin
792,rückwärts::ADV,гедргән,taaksepäin
793,zurück::ADV,хәрү,takaisin
794,unten::ADV,дор,alhaalla
795,hinab::ADV,дор,alas
796,hinab::ADV,доракшан,alas
797,oben::ADV,деер,ylhäällä
798,hinauf::ADV,өөдән,ylös
799,hinauf::ADV,деер,ylös
800,überall::ADV,альд болв чигн,kaikkialla
801,nicht::ADV,эс,ei
802,nicht::ADV,биш,ei
803,nicht::ADV,бичә,ei
804,ein wenig::ADV,баахн,vähän
805,ein wenig::ADV,баахнар,vähän
806,kaum::ADV,әрә,tuskin
807,sehr::ADV,йир,kovin
808,sehr::ADV,йир,oikein
809,so::ADV,иигҗ,näin
810,noch::ADV,ода чигн,vielä
811,nur::ADV,һанцхн,vain
812,nur::ADV,һанцхн,ainoastaan
813,schon::ADV,одх,jo
814,wieder::ADV,бас,taas
815,wieder::ADV,бас,jälleen
816,vergebens::ADV,киидән,turhaan
817,vor::PRP,урд,edessä
818,hinter::PRP,ца,takana
819,unter::PRP,дор,alla
820,durch::PRP,ивт,läpi
821,durch::PRP,ивт,kautta
822,durch::PRP,дундаһур,läpi
823,durch::PRP,дундаһур,kautta
824,neben::PRP,хаҗуд,vieressä
825,zwischen::PRP,хоорнд,välillä
826,wegen::PRP,көлтә,takia
827,wegen::PRP,көлтә,vuoksi
828,wegen::PRP,деерәс,takia
829,wegen::PRP,деерәс,vuoksi
830,dies::PRN,эн,tämä
831,das::PRN,тер,se
832,alles::PRN,цуһар,kaikki
833,ich::PRN,би,minä
834,du::PRN,чи,sinä
835,er::PRN,тер,hän
836,wir::PRN,мадн,me
837,ihr::PRN,та,te
838,sie::PRN,тедн,he
839,was::FPRN,юн,mikä
840,wer::FPRN,кен,ken
841,wer::FPRN,кен,kuka
842,wo::FADV,хама,missä
843,wohin::FADV,хамаран,mihin
844,wie::FADV,яһҗ,miten
845,wie::FADV,яһҗ,kuinka
846,wie::FADV,яһад,miten
847,wie::FADV,яһад,kuinka
848,warum::FADV,юңгад,miksi
849,wieviel::FNUM,кедү,paljonko
850,wieviel::FNUM,кедү,kuinka paljon
851,eins::NUM,негн,yksi
852,zwei::NUM,хойр,kaksi
853,drei::NUM,һурвн,kolme
854,vier::NUM,дөрвн,neljä
855,fünf::NUM,тавн,viisi
856,sechs::NUM,зурһан,kuusi
857,sieben::NUM,долан,seitsemän
858,acht::NUM,нәәмн,kahdeksan
859,neun::NUM,йисн,yhdeksän
860,zehn::NUM,арвн,kymmenen
861,elf::NUM,арвн негн,yksitoista
862,zwölf::NUM,арвн хойр,kaksitoista
863,zwanzig::NUM,хөрн,kaksikymmentä
864,dreißig::NUM,һучн,kolmekymmentä
865,vierzig::NUM,дөчн,neljäkymmentä
866,fünfzig::NUM,тәвн,viisikymmentä
867,sechzig::NUM,җирн,kuusikymmentä
868,siebzig::NUM,далн,seitsemänkymmentä
869,achtzig::NUM,найн,kahdeksankymmentä
870,neunzig::NUM,йирн,yhdeksänkymmentä
871,hundert::NUM,зун,sata
872,tausend::NUM,миңһн,tuhat
873,und::CNJ,болн,ja
874,oder::CNJ,эс гиҗ,tai
875,oder::CNJ,эс гихлә,tai
876,stehen::V,зогсх,seisoa
877,sitzen::V,суух,istua
878,liegen::V,кевтх,maata
879,hängen::V,өлгәтә бәәх,riippua
880,werden::V,болх,tulla
881,werden::V,болх,joutua
882,passieren::V,болх,sattua
883,passieren::V,болх,tapahtua
884,beginnen::V,эклх,alkaa
885,enden::V,төгсх,loppua
886,enden::V,төгсх,päättyä
887,wechseln::V,хүврх,vaihtua
888,wechseln::V,хүврх,vaihdella
889,aufgehen[Sonne]::V,һарх,nousta
890,untergehen[Sonne]::V,орх,laskea
891,untergehen[Sonne]::V,сүүрлх,laskea
892,scheinen[Sonne]::V,герлтх,paistaa
893,donnern::V,күрҗңнх,jyristä
894,wehen::V,сальклх,tuulla
895,wehen::V,сальклх,puhaltaa
896,strömen::V,һооҗх,virrata
897,fließen::V,урсх,valua
898,fließen::V,урсх,juosta
899,sich drehen::V,эргх,pyöriä
900,schwanken::V,дәәвлх,horjua
901,schwingen::V,нәәхлх,heilua
902,schwingen::V,нәәхлх,värähdellä
903,fallen::V,унх,pudota
904,fallen::V,унх,langeta
905,fallen::V,киисх,pudota
906,fallen::V,киисх,langeta
907,brennen::V,шатх,palaa
908,rauchen::V,ута һарһх,savuta
909,regnen::V,орх,sataa
910,gefrieren::V,мөстх,jäätyä
911,tauen::V,хәәлх,sulaa
912,schmelzen::V,хәәлх,sulaa
913,schmelzen::V,хәәлгдх,sulaa
914,trocknen::V,эврх,kuivua
915,sieden::V,буслх,kiehua
916,faulen::V,үмкәрх,mädätä
917,verfaulen::V,илҗрх,mädätä
918,verfaulen::V,илҗрх,mädäntyä
919,reißen::V,тасрх,revetä
920,versinken::V,чивх,upota
921,versinken::V,чивх,vajota
922,vergehen::V,болх,kulua
923,erscheinen::V,һарх,ilmestyä
924,verschwinden::V,уга болх,kadota
925,sinken::V,татгдх,vajota
926,abnehmen::V,хасгдх,vähetä
927,zunehmen::V,өсх,kasvaa
928,zunehmen::V,өсх,lisääntyä
929,steigen::V,немх,nousta
930,wachsen::V,өсх,kasvaa
931,wachsen::V,урһх,kasvaa
932,glänzen::V,гилвкх,kiiltää
933,funkeln::V,цәклх,kipinöidä
934,lärmen::V,шууглдх,meluta
935,läuten::V,хоңх,soida
936,klingeln::V,җиңнулх,soida
937,klirren::V,җиңнх,kalista
938,brausen::V,догшрхх,kohista
939,rauschen::V,сарҗңнх,kohista
940,klingen::V,ә һарх,soida
941,bellen::V,хуцх,haukkua
942,heulen::V,уульх,ulvoa
943,blasen::V,үләх,puhaltaa
944,pfeifen::V,ишкрх,viheltää
945,schreien::V,хәәкрх,kirkua
946,stöhnen::V,түңшх,voihkia
947,zittern::V,дагҗннх,vapista
948,leben::V,бәәх,elää
949,geboren werden::V,төрх,syntyä
950,atmen::V,әмсхлх,hengittää
951,trinken::V,уух,juoda
952,essen::V,идх,syödä
953,schlucken::V,зальгх,niellä
954,müde werden::V,көшх,uupua
955,einschlafen::V,унтх,uinahtaa
956,schlafen::V,нөөрсх,maata
957,schlafen::V,нөөрсх,nukkua
958,aufwachen::V,серх,herätä
959,aufstehen::V,босх,nousta
960,aufstehen::V,босх,nousta ylös
961,sich erholen::V,амрх,levätä
962,krank werden::V,гемтх,sairastua
963,krank sein::V,шалтглх,potea
964,krank sein::V,шалтглх,sairastaa
965,schmerzen::V,өвдх,särkeä
966,schmerzen::V,өвдх,kivistää
967,husten::V,ханях,yskiä
968,genesen::V,эдгх,toipua
969,sterben::V,үкх,kuolla
970,sterben::V,өңгрх,kuolla
971,umkommen::V,үкх,saada surmansa
972,umkommen::V,үкх,kuolla
973,sich bewegen::V,көдлх,liikkua
974,sich bewegen::V,көндрх,liikkua
975,sich rühren::V,көндрх,liikahtaa
976,sich erheben::V,босх,nousta
977,sich setzen::V,суух,istuutua
978,hinfallen::V,унх,kaatua
979,hinfallen::V,киисх,kaatua
980,laufen::V,йовх,kävellä
981,schreiten::V,алхх,astua
982,schreiten::V,алхх,astella
983,spazierengehen::V,сергҗ йовх,kävellä
984,eilen::V,шулудх,kiirehtiä
985,sich beeilen::V,адһх,kiirehtiä
986,sich beeilen::V,адһх,olla kiireissään
987,sich beeilen::V,шамдх,kiirehtiä
988,sich beeilen::V,шамдх,olla kiireissään
989,sausen::V,хурдлх,rynnätä
990,sausen::V,хурдлх,viilettää
991,sausen::V,йир_хурдар_гүүх,rynnätä
992,sausen::V,йир_хурдар_гүүх,viilettää
993,sausen::V,йир_хурдар_йовх,rynnätä
994,sausen::V,йир_хурдар_йовх,viilettää
995,rennen::V,гүүх,juosta
996,springen::V,һәрәдх,hypätä
997,klettern::V,давшх,kiivetä
998,schaukeln::V,дүүдңндх,kiikkua
999,kriechen::V,мөлкх,ryömiä
1000,schwimmen::V,усчх,uida
1001,tauchen::V,булхх,sukeltaa
1002,rudern::V,хәәвдх,soutaa
1003,fahren::V,йовх,ajaa
1004,fahren::V,йовх,kulkea
1005,fliegen::V,нисх,lentää
1006,gehen::V,йовх,käydä
1007,weggehen::V,йовх,lähteä
1008,weggehen::V,йовх,poistua
1009,weggehen::V,одх,lähteä
1010,weggehen::V,одх,poistua
1011,weggehen::V,һарх,lähteä
1012,weggehen::V,һарх,poistua
1013,weggehen::V,мөрлх,lähteä
1014,weggehen::V,мөрлх,poistua
1015,abfahren::V,мордх,lähteä
1016,anhalten::V,зогсх,pysähtyä
1017,anhalten::V,зогсх,seisahtua
1018,hineingehen::V,орх,mennä sisään
1019,eintreten::V,орх,astua sisään
1020,kommen::V,ирх,tulla
1021,ankommen::V,ирх,saapua
1022,zurückkommen::V,орх,palata
1023,bleiben::V,бәәх,jäädä
1024,bleiben::V,бәәх,viipyä
1025,warten::V,күләх,odottaa
1026,erwarten::V,күләх,odottaa
1027,suchen::V,хәәх,etsiä
1028,finden::V,олх,löytää
1029,versuchen::V,седх,yrittää
1030,vorbereiten::V,белдх,valmistaa
1031,lieben::V,дурлх,pitää
1032,lieben::V,дурлх,rakastaa
1033,mögen::V,таассгдх,pitää
1034,mögen::V,таассгдх,tykätä
1035,lachen::V,инәх,nauraa
1036,rühren::V,уйрах,liikuttaa
1037,weinen::V,уульх,itkeä
1038,schimpfen::V,харах,haukkua
1039,sich ärgern::V,уурлх,suuttua
1040,sich fürchten::V,әәх,pelätä
1041,fürchten::V,әәх,pelätä
1042,fürchten::V,сүрдх,pelätä
1043,fliehen::V,зулх,paeta
1044,flüchten::V,орһх,paeta
1045,flüchten::V,зулх,paeta
1046,sehen::V,үзх,nähdä
1047,anschauen::V,харх,katsoa
1048,ansehen::V,хәләх,katsoa
1049,ansehen::V,үзх,katsoa
1050,hören::V,соңсх,kuulla
1051,zuhören::V,соңсх,kuunnella
1052,probieren::V,амсх,maistaa
1053,riechen::V,үнрчлх,haistaa
1054,fühlen::V,медх,tuntea
1055,scheinen::V,болҗ медгдх,tuntua
1056,scheinen::V,миниһәр болхла,tuntua
1057,scheinen::V,болад бәәх,tuntua
1058,zu sehen sein::V,үзгдх,näkyä
1059,vernehmen::V,соңсх,kuulla
1060,frieren::V,даарх,palella
1061,tun::V,кех,tehdä
1062,können::V,чадх,osata
1063,wollen::V,дурлх,tahtoa
1064,anfangen::V,эклх,ruveta
1065,anfangen::V,эклх,aloittaa
1066,beenden::V,дуусх,lopettaa
1067,aufhören::V,уурх,loppua
1068,gelingen::V,бүтх,onnistua
1069,gelingen::V,күцәх,onnistua
1070,geraten::V,болх,sujua
1071,geraten::V,болх,joutua
1072,öffnen::V,секх,avata
1073,öffnen::V,секх,aukaista
1074,schließen::V,хаах,sulkea
1075,stellen::V,тәвх,panna
1076,stellen::V,тәвх,asettaa
1077,setzen::V,суулһх,panna
1078,setzen::V,суулһх,istuttaa
1079,legen::V,тәвх,panna
1080,legen::V,тәвх,asettaa
1081,berühren::V,көндәх,koskea
1082,berühren::V,көндәх,koskettaa
1083,verbinden::V,боох,liittää
1084,verbinden::V,боох,yhdistää
1085,bedecken::V,хучх,kattaa
1086,bedecken::V,хучх,peittää
1087,bedecken::V,бүркх,kattaa
1088,bedecken::V,бүркх,peittää
1089,aufhängen::V,өлгх,ripustaa
1090,anzünden::V,асах,sytyttää
1091,anzünden::V,шатах,sytyttää
1092,aufheben::V,өөдән өргх,ylös nostaa
1093,aufheben::V,өөдән өргх,nostaa
1094,zurücklassen::V,үлдәх,jättää
1095,verlieren::V,геех,kadottaa
1096,fallen lassen::V,алдх,pudottaa
1097,machen::V,кех,tehdä
1098,herstellen::V,кех,tuottaa
1099,herstellen::V,кех,valmistaa
1100,bauen::V,тосхх,rakentaa
1101,reparieren::V,ясх,korjata
1102,verbessern::V,сәәрүлх,parantaa
1103,ändern::V,хүврәх,muuttaa
1104,graben::V,малтх,kaivaa
1105,beugen::V,нуһлх,taivuttaa
1106,biegen::V,матилһх,taivuttaa
1107,drehen::V,эргүлх,kääntää
1108,wenden::V,көмрх,kääntää
1109,wenden::V,эргүлх,kääntää
1110,umdrehen::V,эргүлх,kääntää
1111,heben::V,өргх,nostaa
1112,heben::V,өргх,kohottaa
1113,heben::V,деер өргх,nostaa
1114,heben::V,деер өргх,kohottaa
1115,hochheben::V,өргх,nostaa
1116,ergreifen::V,бәрх,tarttua
1117,halten::V,бәрх,pitää
1118,drücken::V,шахх,painaa
1119,drücken::V,шахх,puristaa
1120,schieben::V,түлкх,työntää
1121,kratzen::V,мааҗх,raapia
1122,lecken::V,долах,nuolla
1123,beißen::V,хазх,purra
1124,abreißen::V,таслх,repiä
1125,abschneiden::V,тәәрх,leikata poikki
1126,abschneiden::V,тәәрх,leikata
1127,binden::V,боох,sitoa
1128,stecken::V,шаах,pistää
1129,stecken::V,хатхх,pistää
1130,brechen::V,хамхлх,murtaa
1131,klopfen::V,цокх,koputtaa
1132,klopfen::V,цокх,kolkuttaa
1133,hauen::V,цокх,lyödä
1134,kleben::V,наах,liimata
1135,reiben::V,зүлгх,hieroa
1136,reiben::V,зүлгх,hangata
1137,streichen::V,наах,sivellä
1138,streichen::V,лашх,sivellä
1139,streichen::V,түркх,sivellä
1140,schleifen::V,хурцлх,hioa
1141,schneiden::V,хәәчлх,leikata
1142,rütteln::V,дәәвлүлх,ravistaa
1143,schütteln::V,сегсрх,pudistaa
1144,schwenken::V,дайлх,heiluttaa
1145,schütten::V,кех,kaataa
1146,füllen::V,дүүргх,täyttää
1147,einwickeln::V,орах,kääriä
1148,tragen::V,зөөх,kantaa
1149,schleppen::V,чирх,raahata
1150,ziehen::V,татх,vetää
1151,aufbewahren::V,хадһлх,säilyttää
1152,werfen::V,хайх,viskata
1153,fangen::V,бәрх,napata
1154,fangen::V,бәрх,ottaa kiinni
1155,fangen::V,хавлх,napata
1156,fangen::V,хавлх,ottaa kiinni
1157,packen::V,бәрх,tarttua
1158,verstecken::V,дүрх,kätkeä
1159,verstecken::V,дүрх,piilottaa
1160,verstecken::V,бултулх,kätkeä
1161,verstecken::V,бултулх,piilottaa
1162,teilen::V,хувах,jakaa
1163,schicken::V,илгәх,lähettää
1164,bringen::V,авч ирх,viedä
1165,hinzufügen::V,немх,lisätä
1166,bekommen::V,авх,saada
1167,erhalten::V,авх ,saada
1168,nehmen::V,авх,ottaa
1169,wählen::V,шүүх,valita
1170,auswählen::V,шүүх,valikoida
1171,bewahren::V,хадһлх,säilyttää
1172,bewahren::V,кевтнь үлдәх,säilyttää
1173,bewahren::V,кевтнь бәәлһх,säilyttää
1174,behindern::V,харшлх,estää
1175,verderben::V,үрәх,pilata
1176,verderben::V,үрәх,turmella
1177,beschädigen::V,эвдх,vioittaa
1178,beschädigen::V,эвдх,vahingoittaa
1179,zerbrechen::V,күүлх,rikkoa
1180,zerbrechen::V,хамхлх,rikkoa
1181,zerreißen::V,шуучх,repiä rikki
1182,zerreißen::V,шуучх,repiä palasiksi
1183,zerstören::V,эвдх,hävittää
1184,verbrennen::V,шатах,polttaa
1185,geben::V,өгх,antaa
1186,reichen::V,өгх,ojentaa
1187,schenken::V,белглх,lahjoittaa
1188,versprechen::V,амлх,luvata
1189,wünschen::V,сә хәәх,toivottaa
1190,loben::V,магтх,ylistää
1191,küssen::V,үмсх,suudella
1192,wiegen::V,саатулх,tuudittaa
1193,wiegen::V,саатулх,keinuttaa
1194,zudecken::V,бүркх,peittää
1195,wecken::V,серүлх,herättää
1196,zeigen::V,үзүлх,näyttää
1197,zeigen::V,үзүлх,osoittaa
1198,führen::V,көтлх,johdattaa
1199,lehren::V,заах,opettaa
1200,lehren::V,сурһх,opettaa
1201,unterrichten::V,сурһх,opettaa
1202,unterrichten::V,багшлх,opettaa
1203,aufziehen::V,өскәх,kasvattaa
1204,leiten::V,һардх,johtaa
1205,leiten::V,толһалх,johtaa
1206,antreiben::V,шамдах,hoputtaa
1207,lassen::V,күч үзүлх,antaa
1208,einladen::V,үрх,kutsua
1209,vereinigen::V,хамцулх,yhdistää
1210,besuchen::V,одх,vierailla
1211,treffen::V,харһх,tavata
1212,sich versammeln::V,цуглрх,kokoontua
1213,sich versammeln::V,хурх,kokoontua
1214,spielen::V,наадх,pelata
1215,spielen::V,наадх,leikkiä
1216,singen::V,дуулх,laulaa
1217,tanzen::V,биилх,tanssia
1218,sich trennen::V,хаһцх,erota
1219,verlassen::V,хайх,jättää
1220,retten::V,әм аврх,pelastaa
1221,retten::V,әәмшгәс харсх,pelastaa
1222,bewachen::V,харх,vartioida
1223,bewachen::V,манх,vartioida
1224,schützen::V,харсх,suojella
1225,verteidigen::V,харсх,puolustaa
1226,sich schlagen::V,гүвдлдх,tapella
1227,schießen::V,хах,ampua
1228,siegen::V,диилх,voittaa
1229,ärgern::V,уурлулх,ärsyttää
1230,schlagen::V,цокх,lyödä
1231,schlagen::V,гүвдх,lyödä
1232,stechen::V,хатхх,pistää
1233,stoßen::V,түлкчкх,sysätä
1234,stoßen::V,түлкчкх,työntää
1235,stehlen::V,хулхалх,varastaa
1236,stören::V,һә болх,häiritä
1237,belästigen::V,амр эс өгх,häiritä
1238,verbergen::V,нуух,kätkeä
1239,verbergen::V,бултулх,kätkeä
1240,täuschen::V,меклх,harhauttaa
1241,betrügen::V,меклх,pettää
1242,betrügen::V,меклх,petkuttaa
1243,betrügen::V,мек һарһх,pettää
1244,betrügen::V,мек һарһх,petkuttaa
1245,töten::V,алх,tappaa
1246,wohnen::V,бәәх,asua
1247,arbeiten::V,көдлх,tehdä työtä
1248,arbeiten::V,көдлх,työskennellä
1249,sammeln::V,түүх,koota
1250,sammeln::V,түүх,kerätä
1251,pflücken::V,түүх,poimia
1252,pflücken::V,хурах,poimia
1253,jagen::V,аңнх,metsästää
1254,jagen::V,аңһучлх,metsästää
1255,fischen::V,заһс аңнх,kalastaa
1256,fassen::V,бәрх,pyydystää
1257,fassen::V,бәрх,saalistaa
1258,hüten::V,хәрүлх,paimentaa
1259,treiben::V,туух,ajaa
1260,anbinden::V,уйх,kytkeä
1261,füttern::V,теҗәх,ruokkia
1262,melken::V,саах,lypsää
1263,hacken::V,чавчх,hakata
1264,gießen::V,услх,kastella
1265,reifen::V,болх,kypsyä
1266,reifen::V,болвсрх,kypsyä
1267,zubereiten::V,белдх,valmistaa
1268,kochen::V,чанх,keittää
1269,kochen::V,болһх,keittää
1270,backen::V,болһх,leipoa
1271,braten::V,хуурх,paistaa
1272,umrühren::V,самрх,hämmentää
1273,stricken::V,өлгх,kutoa
1274,stricken::V,өлгх,neuloa
1275,nähen::V,уйх,ommella
1276,färben::V,будх,värjätä
1277,färben::V,будх,värittää
1278,reinigen::V,цеврлх,puhdistaa
1279,waschen::V,уһах,pestä
1280,abwischen::V,арчх,pyyhkiä
1281,spülen::V,зәәлх,huuhtoa
1282,fegen::V,сәвүрдх,pyyhkäistä
1283,kehren::V,сәвүрдх,lakaista
1284,baden::V,өөмх,kylpeä
1285,sich waschen::V,уһах,peseytyä
1286,sich waschen::V,бийән уһаҗ,peseytyä
1287,ausziehen::V,тәәлх,riisua
1288,anziehen::V,өмсх,pukea ylleen
1289,sich anziehen::V,хувцлх,pukeutua
1290,kämmen::V,самлх,kammata
1291,schmücken::V,чимх,koristaa
1292,schmücken::V,чимх,kaunistaa
1293,schmücken::V,кеерүлх,koristaa
1294,schmücken::V,кеерүлх,kaunistaa
1295,sagen::V,келх,sanoa
1296,sprechen::V,келх,puhua
1297,reden::V,күүндх,keskustella
1298,reden::V,күр_кех,keskustella
1299,sich unterhalten::V,күүндх,jutella
1300,fragen::V,сурх,kysyä
1301,bitten::V,эрх,pyytää
1302,erzählen::V,келх,kertoa
1303,erzählen::V,келҗ өгх,kertoa
1304,mitteilen::V,медүлх,ilmoittaa
1305,nennen::V,нерәдх,kutsua
1306,nennen::V,нерәдх,nimittää
1307,nennen::V,нер өгх,kutsua
1308,nennen::V,нер өгх,nimittää
1309,rufen::V,дуудх,kutsua
1310,prahlen::V,көөрх,kerskailla
1311,übersetzen::V,орчулх,kääntää
1312,denken::V,санх,miettiä
1313,denken::V,санх,ajatella
1314,glauben::V,шүтх,uskoa
1315,glauben::V,нәәлх,uskoa
1316,bemerken::V,темдглх,huomata
1317,erkennen::V,таньх,tunnistaa
1318,erkennen::V,медх,tunnistaa
1319,begreifen::V,медх,ymmärtää
1320,verstehen::V,соңсх,ymmärtää
1321,lernen::V,сурх,oppia
1322,wissen::V,медх,tietää
1323,sich erinnern an::V,санх,muistaa
1324,vergessen::V,мартх,unohtaa
1325,messen::V,кемҗәлх,mitata
1326,zählen::V,тоолх,laskea
1327,rechnen::V,тоолх,laskea
1328,lesen::V,умшх,lukea
1329,malen::V,зурх,maalata
1330,zeichnen::V,зурх,piirtää
1331,zeichnen::V,зурх,piirustaa
1332,schreiben::V,бичх,kirjoittaa
1333,besitzen::V,эзлх,omistaa
1334,kaufen::V,хулдҗ авх,ostaa
1335,verkaufen::V,хулдх,myydä
1336,verkaufen::V,гүүлгх,myydä
1337,bezahlen::V,өгх,maksaa
1338,zahlen::V,өгх,maksaa
1339,beherrschen::V,эзлх,hallita
1340,ertragen::V,даах,kestää
1341,treten::V,,potkaista
