,Concept_ID,fr,ku
363,Ruder::N,rame,bêrik
364,Ruder::N,aviron,bêrik
365,Schlitten::N,traîneau,xîjik
366,Ski::N,ski,lakan
367,Lagerfeuer::N,feu de camp,agir
368,Last::N,charge,bar
369,Last::N,fardeau,bar
370,Gang::N,tour,fîtêz
371,Gang::N,marche,fîtêz
372,Schritt::N,pas,gav
373,Norden::N,nord,bakur
374,Süden::N,sud,başur
375,Westen::N,ouest,rojava
376,Westen::N,occident,rojava
377,Osten::N,est,rojhilat
378,Osten::N,orient,rojhilat
379,Holz::N,bois,dep
380,Brett::N,planche,dep
381,Platte::N,plaque,dep
382,Stütze::N,appui,destek
383,Stütze::N,soutien,destek
384,Stange::N,barre,sing
385,Stange::N,perche,sing
386,Stock::N,canne,çam
387,Stab::N,bâton,qat
388,Rohr::N,tube,borî
389,Rohr::N,tuyau,borî
390,Haus::N,maison,mal
391,Haus::N,maison,xanî
392,Heim::N,maison,mal
393,Ofen::N,poêle,sobe
394,Fußboden::N,plancher,binpê
395,Tisch::N,table,mase
396,Stuhl::N,chaise,kursî
397,Wiege::N,berceau,derguş
398,Bett::N,lit,qerewêle
399,Regal::N,étagère,rêbaz
400,Kiste::N,caisse,sindoq
401,Fenster::N,fenêtre,çam
402,Fenster::N,fenêtre,şibeke
403,Tür::N,porte,derî
404,Tor::N,porte,derge
405,Tor::N,portail,derge
406,Zaun::N,clôture,hejik
407,Dach::N,toit,sere xanî
408,Leiter::N,échelle,pêling
409,Besen::N,balai,melkes
410,Spaten::N,bêche,mer
411,Schaufel::N,pelle,bêr
412,Gabel::N,fourchette,çetel
413,Löffel::N,cuiller,kevçî
414,Messer::N,couteau,kêr
415,Nagel::N,clou,bizmar
416,Netz::N,filet,tor
417,Haken::N,croc,çenqel
418,Haken::N,crochet,çenqel
419,Griff::N,prise,destî
420,Griff::N,manche,destî
421,Schloss::N,serrure,qonax
422,Bild::N,image,dimen
423,Bild::N,tableau,dimen
424,Figur::N,figure,figûr
425,Puppe::N,poupée,bûk
426,Beutel::N,sac,kîsik
427,Beutel::N,petit sac,kîsik
428,Bündel::N,paquet,pêçek
429,Bündel::N,faisceau,pêçek
430,Tasche::N,sac,bêrîk
431,Eimer::N,seau,dewl
432,Deckel::N,couvercle,devik
433,Geschirr::N,vaisselle,ferax
434,Sack::N,sac,tûr
435,Tasse::N,tasse,kada
436,Topf::N,pot,beroş
437,Topf::N,marmite,beroş
438,Kessel::N,chaudron,şîril
439,Essen::N,repas,xwarin
440,Essen::N,manger,xwarin
441,Nahrung::N,nourriture,xwarin
442,Speise::N,plat,xwarin
443,Fleisch::N,viande,goşt
444,Getreide::N,blé,zad
445,Getreide::N,céréales,zad
446,Brei::N,purée,hewdêl
447,Brei::N,bouillie,hewdêl
448,Brot::N,pain,
449,Scheibe::N,tranche,parçe
450,Fett::N,graisse,rûn
451,Butter::N,beurre,rûn
452,Öl::N,huile,rûn
453,Salz::N,sel,xwe
454,Suppe::N,soupe,şorbe
455,Suppe::N,potage,şorbe
456,Honig::N,miel,hingiv
457,Milch::N,lait,şîr
458,Tee::N,thé,çay
459,Leder::N,cuir,çerm
460,Wolle::N,laine,herî
461,Stoff::N,tissu,paç
462,Stoff::N,étoffe,paç
463,Nadel::N,aiguille,derzî
464,Faden::N,fil,ta
465,Knopf::N,bouton,bişkok
466,Knoten::N,nœud,girêk
467,Farbe::N,peinture,boyax
468,Kleidung::N,vêtements,çil
469,Kleidung::N,habillement,çil
470,Hemd::N,chemise,qutik
471,Hemd::N,chemise,miltan
472,Kragen::N,col,stûvang
473,Ärmel::N,manche,hûçik
474,Hose::N,pantalon,şewel
475,Gürtel::N,ceinture,qayiş
476,Mütze::N,bonnet,fîno
477,Mütze::N,casquette,fîno
478,Schuh::N,soulier,şêkal
479,Schuh::N,chaussure,şêkal
480,Stiefel::N,botte,gizme
481,Stiefel::N,botte,çizme
482,Ring::N,bague,xelek
483,Band::N,ruban,band
484,Kamm::N,peigne,şeh
485,Spiegel::N,glace,eynik
486,Spiegel::N,miroir,eynik
487,Riemen::N,lanière,qayiş
488,Riemen::N,courroie,qayiş
489,Schnur::N,corde,doxin
490,Schnur::N,ficelle,doxin
491,Leine::N,laisse,şirît
492,Decke::N,couverture,bataniye
493,Kissen::N,oreiller,balgî
494,Tuch::N,drap,şar
495,Tuch::N,fichu,şar
496,Handtuch::N,serviette,dezmal
497,Handtuch::N,essuie-mains,dezmal
498,Kraft::N,force,hêz
499,Kraft::N,force,qewet
500,Stärke::N,vigueur,xurtî
501,Gesundheit::N,santé,nojdarî
502,Krankheit::N,maladie,nexweşî
503,Schmerz::N,douleur,êş
504,Wunde::N,plaie,kul
505,Wunde::N,blessure,kul
506,Fieber::N,fièvre,ta
507,Arznei::N,remède,derman
508,Arznei::N,médecine,derman
509,Brücke::N,pont,kopî
510,Brunnen::N,puits,çal
511,Brunnen::N,puits,kani
512,Weide::N,pâturage,beyar
513,Pfad::N,sentier,xaçirek
514,Weg::N,voie,rê
515,Weg::N,chemin,rê
516,Straße::N,route,rê
517,Dorf::N,village,gund
518,Stadt::N,cité,baçar
519,Stadt::N,ville,baçar
520,Brief::N,lettre,name
521,Buch::N,livre,kitêb
522,Buch::N,livre,pirtûk
523,Buchstabe::N,lettre,herf
524,Buchstabe::N,caractère,herf
525,Zeitung::N,journal,rojname
526,Leben::N,vie,jiyan
527,Tod::N,mort,mirin
528,Grab::N,tombe,mezel
529,Kirche::N,église,gilyas
530,Sünde::N,péché,guneh
531,Gott::N,dieu,xwedê
532,Arbeiter::N,ouvrier,hîşçî
533,Arbeiter::N,travailleur,hîşçî
534,Chef::N,chef,bêg
535,Chef::N,patron,bêg
536,Meister::N,maître,hoste
537,Arzt::N,médecin,doktor
538,Lehrer::N,professeur,mamoste
539,Lehrer::N,instituteur,mamoste
540,Geld::N,argent,pere
541,Geschäft::N,affaire,firoşgeh
542,Geschäft::N,commerce,firoşgeh
543,Laden::N,magasin,dikan
544,Laden::N,boutique,dikan
545,Preis::N,prix,buha
546,Ware::N,marchandise,tişt
547,Nutzen::N,profit,fêde
548,Reichtum::N,richesse,serwet
549,Welt::N,monde,dinya
550,Land::N,pays,welat
551,Staat::N,État,dewlet
552,König::N,roi,şah
553,König::N,roi,qral
554,Macht::N,pouvoir,qewet
555,Macht::N,pouvoir,destihilat
556,Macht::N,puissance,qewet
557,Macht::N,puissance,destihilat
558,Grenze::N,frontière,kevî
559,Krieg::N,guerre,çeng
560,Krieg::N,guerre,sêwaş
561,Feind::N,ennemi,dijmin
562,Gewalt::N,violence,zor
563,Kampf::N,lutte,şer
564,Kampf::N,combat,şer
565,Bogen[Waffe]::N,arc,kêvan
566,Pfeil::N,flèche,çîrik
567,Gewehr::N,fusil,tifing
568,Fehler::N,faute,şaşî
569,Fehler::N,erreur,şaşî
570,Lüge::N,mensonge,derew
571,Schaden::N,dégât,xisar
572,Schaden::N,dommage,xisar
573,Unglück::N,malheur,bêbextî
574,Schuld::N,faute,suç
575,Schuld::N,culpabilité,suç
576,Alter::N,âge,temen
577,Schluss::N,fin,girtin
578,Zeit::N,temps,çax
579,Tag::N,jour,roj
580,Tag::N,journée,roj
581,Morgen::N,matin,sibeh
582,Morgen::N,matinée,sibeh
583,Mittag::N,midi,nîro
584,Abend::N,soir,êvar
585,Abend::N,soirée,êvar
586,Nacht::N,nuit,şev
587,Woche::N,semaine,heftî
588,Monat::N,mois,meh
589,Jahr::N,an,sal
590,Jahr::N,année,sal
591,Frühling::N,printemps,bihar
592,Sommer::N,été,havîn
593,Herbst::N,automne,payîz
594,Winter::N,hiver,zistan
595,Januar::N,janvier,çile
596,Februar::N,février,sibat
597,März::N,mars,adar
598,April::N,avril,nîsan
599,Mai::N,mai,gûlan
600,Juni::N,juin,hezîran
601,Juli::N,juillet,tîmeh
602,August::N,août,tebax
603,September::N,septembre,îlon
604,Oktober::N,octobre,çotmeh
605,November::N,novembre,mijdar
606,Dezember::N,décembre,kanûn
607,Montag::N,lundi,duşemb
608,Dienstag::N,mardi,sêşem
609,Mittwoch::N,mercredi,çarşemb
610,Donnerstag::N,jeudi,pêşemb
611,Freitag::N,vendredi,în
612,Samstag::N,samedi,şemî
613,Sonntag::N,dimanche,yekşemb
614,groß::A,grand,mezin
615,klein::A,petit,çûçik
616,lang::A,long,dirêj
617,kurz::A,court,kin
618,breit::A,large,fireh
619,schmal::A,étroit,tenik
620,dicht::A,dense,gir
621,dick[Gegenstand]::A,épais,şîşman
622,dünn::A,mince,zirav
623,fein::A,fin,tenik
624,fein::A,menu,tenik
625,fest::A,ferme,saxlem
626,fest::A,solide,saxlem
627,flach::A,plat,pahn
628,glatt::A,poli,dûz
629,glatt::A,poli,şayîk
630,glatt::A,lisse,dûz
631,glatt::A,lisse,şayîk
632,hart::A,dur,hişk
633,weich::A,mou,nerm
634,rund::A,rond,gilover
635,spitz::A,aigu,pîj
636,spitz::A,pointu,pîj
637,scharf::A,tranchant,tûj
638,stumpf::A,mousse,ne tûj
639,stumpf::A,émoussé,ne tûj
640,schwer::A,lourd,giran
641,schwer::A,pesant,giran
642,schön::A,beau,xweş
643,schön::A,beau,xweşik
644,heiß::A,chaud,kelandî
645,heiß::A,très chaud,kelandî
646,warm::A,chaud,germ
647,kalt::A,froid,sar
648,kühl::A,frais,jemîrî
649,frisch::A,frais,ter
650,feucht::A,humide,şil
651,nass::A,mouillé,şilek
652,trocken::A,sec,zuwa
653,voll::A,plein,tijî
654,voll::A,rempli,tijî
655,leer::A,vide,vala
656,offen::A,ouvert,vekirî
657,geschlossen::A,clos,asê
658,geschlossen::A,fermé,asê
659,sauber::A,net,pakij
660,sauber::A,propre,pakij
661,schmutzig::A,sale,lewitî
662,schmutzig::A,crasseux,lewitî
663,roh::A,cru,xav
664,roh::A,brut,xav
665,reif::A,mûr,gihaştî
666,lecker::A,délicieux,xweş
667,lecker::A,appétissant,xweş
668,süß::A,doux,şîrîn
669,bitter::A,amer,tahl
670,sauer::A,aigre,tirş
671,hell::A,clair,ronî
672,dunkel::A,sombre,tarî
673,schwarz::A,noir,reş
674,weiß::A,blanc,sipî
675,rot::A,rouge,sor
676,gelb::A,jaune,zer
677,blau::A,bleu,şîn
678,grün::A,vert,şîn
679,grau::A,gris,gewr
680,bunt::A,multicolore,rengîn
681,billig::A,bon marché,erzan
682,teuer::A,cher,biha
683,wertvoll::A,précieux,hêja
684,wertvoll::A,précieux,giranbiha
685,blind::A,aveugle,kor
686,taub::A,sourd,kerr
687,kräftig::A,fort,gir
688,kräftig::A,fort,xurt
689,kräftig::A,vigoureux,gir
690,kräftig::A,vigoureux,xurt
691,stark::A,fort,xurt
692,stark::A,puissant,xurt
693,schwach::A,faible,kesad
694,fett::A,gras,qelew
695,schlank::A,svelte,zirav
696,hübsch::A,joli,xweşik
697,böse::A,mauvais,xerab
698,böse::A,mauvais,aciz
699,dumm::A,sot,gêj
700,dumm::A,bête,gêj
701,faul::A,fainéant,têmbêl
702,faul::A,paresseux,têmbêl
703,fleißig::A,appliqué,jêhatî
704,geizig::A,avare,destgirtî
705,klug::A,intelligent,baqil
706,geschickt::A,habile,zîrek
707,geschickt::A,habile,ziring
708,lieb::A,cher,delal
709,lieb::A,gentil,delal
710,lustig::A,gai,kêfxweş
711,lustig::A,joyeux,kêfxweş
712,sanft::A,doux,nazenîn
713,hungrig::A,affamé,birçî
714,krank::A,malade,nexweş
715,nackt::A,nu,rût
716,nackt::A,nu,tazî
717,traurig::A,triste,xemgîn
718,lebendig::A,vivant,bisaxî
719,gut::A,bon,baş
720,schlecht::A,mauvais,xerab
721,richtig::A,juste,rast
722,richtig::A,juste,saxlem
723,richtig::A,correct,rast
724,richtig::A,correct,saxlem
725,schlimm::A,grave,nebaş
726,schlimm::A,mauvais,nebaş
727,wahr::A,vrai,rast
728,wahr::A,véritable,rast
729,alt::A,vieux,pîr
730,alt::A,vieux,kevn
731,neu::A,neuf,nû
732,neu::A,nouveau,nû
733,ehemalig::A,ancien,kevnar
734,ehemalig::A,ancien,peşidar
735,alt[Lebewesen]::A,âgé,pîr
736,alt[Lebewesen]::A,vieux,pîr
737,jung::A,jeune,xort
738,arm::A,pauvre,feqîr
739,arm::A,pauvre,desteng
740,reich::A,riche,dewlemend
741,bekannt::A,connu,naskirî
742,berühmt::A,fameux,navdar
743,berühmt::A,célèbre,navdar
744,fremd::A,étranger,xerîb
745,verschieden::A,différent,çîhê
746,nah::A,lié,nêzîk
747,nah::A,proche,nêzîk
748,fern::A,éloigné,dûr
749,fern::A,lointain,dûr
750,linker::A,gauche,çepê
751,rechter::A,droit,rastê
752,anderer::A,autre,yê din
753,erster::A,premier,yekemîn
754,zweiter::A,second,duda
755,zweiter::A,deuxième,duda
756,dritter::A,troisième,sisêya
757,letzter::A,dernier,paşîn
758,allein::ADV,seul,tenê
759,auf einmal::ADV,à la fois,jar kê
760,zusammen::ADV,ensemble,tev
761,zusammen::ADV,ensemble,bi hev re
762,lange::ADV,longtemps,dirêj
763,plötzlich::ADV,tout à coup,ji nişkave
764,sofort::ADV,immédiatement,yekser
765,später::ADV,plus tard,paşiyê
766,jetzt::ADV,maintenant,nuha
767,heute::ADV,aujourd'hui,îro
768,morgen::ADV,demain,sibeh
769,bald::ADV,bientôt,nêzîk
770,dann::ADV,puis,paşê
771,dann::ADV,ensuite,paşê
772,gestern::ADV,hier,do
773,einst::ADV,jadis,jar ke
774,einst::ADV,autrefois,jar ke
775,damals::ADV,alors,hîngî
776,damals::ADV,à l'époque,hîngî
777,danach::ADV,après,piştra
778,danach::ADV,ensuite,piştra
779,vorher::ADV,auparavant,pîşî
780,zuerst::ADV,d'abord,bere
781,zuerst::ADV,premièrement,bere
782,einmal::ADV,une fois,çarik
783,manchmal::ADV,parfois,çarna
784,manchmal::ADV,quelquefois,çarna
785,oft::ADV,souvent,gelek çaran
786,immer::ADV,toujours,daîm
787,niemals::ADV,ne ... jamais,tu çar
788,hier::ADV,ici,li vir
789,hierhin::ADV,par ici,vir
790,von hier::ADV,d'ici,ji vir
791,dort::ADV,là,li wê derê
792,dort::ADV,là-bas,li wê derê
793,dorthin::ADV,y,wêda
794,dorthin::ADV,par là,wêda
795,geradeaus::ADV,tout droit,rastê rast
796,vorwärts::ADV,en avant,ber bi pêş
797,rückwärts::ADV,en arrière,paşpê
798,zurück::ADV,de retour,paşdo
799,zurück::ADV,de retour,paşvê
800,unten::ADV,en bas,jêrî
801,unten::ADV,au-dessous,jêrî
802,hinab::ADV,en bas,berjêr
803,hinab::ADV,vers le bas,berjêr
804,oben::ADV,dessus,banî
805,oben::ADV,en haut,banî
806,hinauf::ADV,en haut,banî
807,hinauf::ADV,vers le haut,banî
808,überall::ADV,partout,li her derê
809,nicht::ADV,ne ... pas,ne
810,nicht::ADV,ne ... pas,nîn
811,nicht::ADV,ne ... pas,tine
812,ein wenig::ADV,un peu,hebkî
813,kaum::ADV,à peine,tema
814,kaum::ADV,à peine,himangi
815,sehr::ADV,très,gelek
816,so::ADV,si,weha
817,so::ADV,ainsi,weha
818,noch::ADV,encore,hêj
819,noch::ADV,encore,dîsa
820,nur::ADV,seulement,tenê
821,nur::ADV,seulement,bes
822,nur::ADV,ne ... que,tenê
823,nur::ADV,ne ... que,bes
824,schon::ADV,déjà,hew
825,wieder::ADV,de nouveau,jar din
826,wieder::ADV,de nouveau,dîsa
827,vergebens::ADV,en vain,deya çun
828,vergebens::ADV,en vain,îfleh bûn
829,vor::PRP,devant,li ber
830,hinter::PRP,derrière,li pişt
831,unter::PRP,sous,li bin
832,unter::PRP,au-dessous de,li bin
833,durch::PRP,par,kura
834,durch::PRP,à travers,kura
835,neben::PRP,à côté de,li ba
836,zwischen::PRP,entre,nabeyne
837,zwischen::PRP,entre,di nav...da
