,Concept_ID,lt,eu
249,Gold::N,auksas,urregorri
250,Silber::N,sidabras,zilar
251,Silber::N,sidabras,urrezuri
252,Kohle::N,anglis,ikatz
253,Glas::N,stiklas,beira
254,Lehm::N,molis,buztin
255,Sand::N,smėlis,harea
256,Sand::N,smėlis,hondar
257,Mensch::N,žmogus,gizaki
258,Mann::N,vyras,gizon
259,Mann::N,vyriškis,gizon
260,Frau::N,moteris,andere
261,Frau::N,moteris,emakume
262,Kind::N,vaikas,haur
263,Junge::N,vaikinas,mutil
264,Junge::N,berniukas,mutil
265,Mädchen::N,mergytė,neska
266,Mädchen::N,mergaitė,neska
267,Familie::N,šeima,sendi
268,Familie::N,šeima,familia
269,Großvater::N,senelis,aitona
270,Großvater::N,senelis,aitatxi
271,Großmutter::N,senelė,amona
272,Großmutter::N,senelė,amatxi
273,Eltern::N,tėvai,gurasoak
274,Vater::N,tėvas,aita
275,Mutter::N,motina,ama
276,Sohn::N,sūnus,seme
277,Tochter::N,duktė,alaba
278,Bruder::N,brolis,neba
279,Bruder::N,brolis,anaia
280,Schwester::N,sesuo,ahizpa
281,Onkel::N,dėdė,osaba
282,Tante::N,teta,izeba
283,Ehemann::N,vyras,senar
284,Ehefrau::N,žmona,emazte
285,Freude::N,džiaugsmas,poz
286,Freude::N,džiaugsmas,pozkari
287,Gelächter::N,juokas,barre
288,Gelächter::N,juokas,karkara
289,Glück::N,laimė,zori
290,Kummer::N,vargas,xangrin
291,Kummer::N,vargas,atsekabe
292,Kummer::N,rūpestis,xangrin
293,Kummer::N,rūpestis,atsekabe
294,Wunsch::N,troškimas,nahi
295,Wunsch::N,troškimas,nahikunde
296,Wunsch::N,pageidavimas,nahi
297,Wunsch::N,pageidavimas,nahikunde
298,Lust::N,noras,gogo
299,Lust::N,geidulys,gogo
300,Geist::N,dvasia,gogo
301,Gedanke::N,mintis,gogoeta
302,Gedächtnis::N,atmintis,oroimen
303,Gedächtnis::N,atmintis,gogoramen
304,Verstand::N,protas,adimen
305,Verstand::N,protas,ulermen
306,Sinn::N,prasmė,zentzu
307,Grund::N,priežastis,zergati
308,Wahrheit::N,tiesa,egia
309,Wahrheit::N,teisybė,egia
310,Gespräch::N,pokalbis,hizketa
311,Gespräch::N,pokalbis,elkarrizketa
312,Märchen::N,pasaka,ipuin
313,Erzählung::N,apsakymas,edesti
314,Erzählung::N,apsakymas,kontakizun
315,Erzählung::N,pasakojimas,edesti
316,Erzählung::N,pasakojimas,kontakizun
317,Nachricht::N,žinia,albiste
318,Neuigkeit::N,naujiena,berri
319,Name::N,vardas,izen
320,Rätsel::N,mįslė,asmakizun
321,Rede::N,kalba,hitzaldi
322,Rede::N,kalba,mintzaldi
323,Sprache::N,kalba,hizkuntza
324,Stimme::N,balsas,ahots
325,Wort::N,žodis,hitz
326,Zeichen::N,žymė,agerbide
327,Zeichen::N,žymė,agergarri
328,Zeichen::N,ženklas,agerbide
329,Zeichen::N,ženklas,agergarri
330,Ruf::N,šauksmas,dei
331,Lärm::N,triukšmas,zarata
332,Lärm::N,triukšmas,harrabots
333,Laut::N,garsas,hots
334,Ton::N,tonas,tonu
335,Ton::N,tonas,soinu
336,Ton::N,garsas,tonu
337,Ton::N,garsas,soinu
338,Lied::N,daina,abesti
339,Lied::N,giesmė,abesti
340,Ruhe::N,ramybė,nasaitasun
341,Ruhe::N,ramumas,nasaitasun
342,Leute::N,žmonės,jende
343,Volk::N,tauta,herri
344,Volk::N,tauta,populu
345,Arbeit::N,darbas,lan
346,Arbeit::N,triūsas,lan
347,Gast::N,svečias,arrotz
348,Gast::N,svečias,apopilo
349,Geschenk::N,dovana,opari
350,Spiel::N,žaismas,jolas
351,Spiel::N,žaidimas,jolas
352,Gesellschaft::N,draugija,gizarte
353,Gesellschaft::N,kompanija,gizarte
354,Hilfe::N,pagalba,helpide
355,Hilfe::N,pagalba,laguntza
356,Freund::N,draugas,lagun
357,Freund::N,bičiulis,lagun
358,Kamerad::N,draugas,adiskide
359,Kamerad::N,draugas,lagunkide
360,Angelegenheit::N,dalykas,afera
361,Angelegenheit::N,reikalas,afera
362,Anzahl::N,kiekis,kopuru
363,Anzahl::N,skaičius,kopuru
364,Art::N,rūšis,mota
365,Stück::N,gabalas,puska
366,Teil::N,dalis,atal
367,Hälfte::N,pusė,erdi
368,Kreis::N,ratas,biribilki
369,Kreis::N,apskritis,biribilki
370,Kreis::N,apskritimas,biribilki
371,Kreuz::N,kryžius,gurutze
372,Linie::N,linija,linea
373,Strich::N,brėžis,marra
374,Strich::N,brūkšnys,marra
375,Abstand::N,atstumas,tarte
376,Entfernung::N,atstumas,urrunera
377,Gegend::N,vietovė,alderdi
378,Gegend::N,vietovė,eskualde
379,Platz::N,vieta,leku
380,Ort::N,vieta,toki
381,Ort::N,vietovė,toki
382,Seite::N,pusė,albo
383,Seite::N,šonas,albo
384,Mitte::N,vidurys,erdi
385,Gegenstand::N,dalykas,gauzaki
386,Sache::N,daiktas,gauza
387,Rand::N,kraštas,ertz
388,Rand::N,pakraštys,ertz
389,Kante::N,kraštas,ertz
390,Ecke::N,kertė,kantoi
391,Ecke::N,kampas,kantoi
392,Spitze::N,priekis,punta
393,Spitze::N,priešakys,punta
394,Ende::N,galas,buru
395,Ende::N,galas,mutur
396,Loch::N,skylė,zulo
397,Winkel::N,kampas,zoko
398,Winkel::N,kampas,bazter
399,Winkel::N,kampelis,zoko
400,Winkel::N,kampelis,bazter
401,Muster::N,raštas,eredu
402,Muster::N,raštas,marrazki
403,Größe::N,dydis,kaizu
404,Größe::N,dydis,tamaina
405,Größe::N,didumas,kaizu
406,Größe::N,didumas,tamaina
407,Länge::N,ilgis,luzera
408,Länge::N,ilgumas,luzera
409,Höhe::N,aukštis,goiera
410,Höhe::N,aukštis,garaiera
411,Höhe::N,aukštuma,goiera
412,Höhe::N,aukštuma,garaiera
413,Gewicht::N,svoris,hazta
414,Gewicht::N,svarstis,hazta
415,Menge::N,kiekis,kopuru
416,Menge::N,daugybė,kopuru
417,Haufen::N,krūva,pila
418,Haufen::N,krūva,mendoi
419,Haufen::N,šūsnis,pila
420,Haufen::N,šūsnis,mendoi
421,Reihe::N,greta,ilara
422,Reihe::N,greta,errenkada
423,Boot::N,valtis,potin
424,Boot::N,valtis,txalupa
425,Boot::N,laivelis,potin
426,Boot::N,laivelis,txalupa
427,Ruder::N,irklas,arraun
428,Schlitten::N,rogės,lera
429,Schlitten::N,rogės,narra
430,Schlitten::N,rogutės,lera
431,Schlitten::N,rogutės,narra
432,Ski::N,slidė,eski
433,Lagerfeuer::N,laužas,su
434,Last::N,našta,zama
435,Last::N,našta,karga
436,Last::N,nešulys,zama
437,Last::N,nešulys,karga
438,Gang::N,eisena,ibilera
439,Schritt::N,žingsnis,pauso
440,Schritt::N,žingsnis,urrats
441,Norden::N,šiaurė,ipar
442,Norden::N,šiaurė,iparralde
443,Norden::N,žiemiai,ipar
444,Norden::N,žiemiai,iparralde
445,Süden::N,pietūs,hego
446,Süden::N,pietūs,hegoalde
447,Westen::N,vakarai,sartalde
448,Westen::N,vakarai,mendebalde
449,Osten::N,rytai,ekialde
450,Osten::N,rytai,sortalde
451,Holz::N,mediena,zur
452,Brett::N,lenta,ohol
453,Platte::N,plokštė,lauza
454,Stütze::N,atrama,irozgarri
455,Stütze::N,atrama,bermagailu
456,Stütze::N,atspara,irozgarri
457,Stütze::N,atspara,bermagailu
458,Stange::N,lazda,haga
459,Stange::N,kartis,haga
460,Stock::N,lazda,makila
461,Stab::N,kartis,makila
462,Rohr::N,vamzdis,hodi
463,Haus::N,namas,etxe
464,Heim::N,namai,etxe
465,Heim::N,namai,etxaleku
466,Ofen::N,krosnis,berogailu
467,Fußboden::N,grindys,zoru
468,Tisch::N,stalas,mahai
469,Stuhl::N,kėdė,aulki
470,Wiege::N,lopšys,kuma
471,Wiege::N,lopšys,sehaska
472,Bett::N,lova,ohe
473,Bett::N,lova,ohatze
474,Bett::N,patalai,ohe
475,Bett::N,patalai,ohatze
476,Regal::N,lentyna,apalategi
477,Kiste::N,dėžė,kutxa
478,Fenster::N,langas,leiho
479,Tür::N,durys,ate
480,Tor::N,vartai,atari
481,Zaun::N,tvora,hesi
482,Dach::N,stogas,teilatu
483,Leiter::N,kopėčios,zurubi
484,Besen::N,šluota,erratz
485,Spaten::N,lopeta,burdinpala
486,Spaten::N,kastuvas,burdinpala
487,Schaufel::N,semtuvas,pala
488,Gabel::N,šakutė,sardexka
489,Löffel::N,šaukštas,koilara
490,Messer::N,peilis,aizto
491,Nagel::N,vinis,iltze
492,Netz::N,tinklas,sare
493,Haken::N,vagis,mako
494,Haken::N,kablys,mako
495,Griff::N,kotas,eskutoki
496,Griff::N,rankena,eskutoki
497,Schloss::N,spyna,sarraila
498,Schloss::N,užraktas,sarraila
499,Bild::N,paveikslas,irudi
500,Figur::N,figūra,figura
501,Puppe::N,lėlė,panpina
502,Puppe::N,lėlė,andrakila
503,Beutel::N,krepšys,zorro
504,Beutel::N,maišelis,zorro
505,Bündel::N,ryšulys,azao
506,Bündel::N,ryšulys,espal
507,Tasche::N,krepšelis,poltsa
508,Eimer::N,kibiras,treska
509,Deckel::N,dangtis,tapa
510,Deckel::N,dangtis,estalki
511,Geschirr::N,indai,baxera
512,Geschirr::N,indai,ontziteria
513,Sack::N,maišas,zaku
514,Tasse::N,puodukas,kikara
515,Topf::N,puodas,ontzi
516,Topf::N,puodas,lapiko
517,Kessel::N,katilas,pazia
518,Essen::N,valgis,janaldi
519,Nahrung::N,penas,jan
520,Nahrung::N,maistas,jan
521,Speise::N,patiekalas,jaki
522,Fleisch::N,mėsa,okela
523,Fleisch::N,mėsa,haragi
524,Getreide::N,javai,labore
525,Brei::N,košė,ahi
526,Brei::N,košė,pure
527,Brot::N,duona,ogi
528,Scheibe::N,riekė,xerra
529,Scheibe::N,riekė,pirripita
530,Fett::N,taukai,urin
531,Fett::N,taukai,koipe
532,Fett::N,riebalai,urin
533,Fett::N,riebalai,koipe
534,Butter::N,sviestas,gurin
535,Öl::N,aliejus,olio
536,Salz::N,druska,gatz
537,Suppe::N,sriuba,zopa
538,Suppe::N,sriuba,salda
539,Honig::N,medus,ezti
540,Milch::N,pienas,esne
541,Tee::N,arbata,te
542,Leder::N,oda,larru
543,Wolle::N,vilna,artile
544,Stoff::N,audeklas,ehun
545,Nadel::N,adata,orratz
546,Nadel::N,adata,jostorratz
547,Faden::N,gija,hari
548,Faden::N,siūlas,hari
549,Knopf::N,saga,botoi
550,Knoten::N,mazgas,korapilo
551,Farbe::N,dažai,pintura
552,Kleidung::N,rūbai,arropa
553,Kleidung::N,rūbai,jantziak
554,Kleidung::N,drabužiai,arropa
555,Kleidung::N,drabužiai,jantziak
556,Hemd::N,marškiniai,atorra
557,Hemd::N,marškiniai,alkandora
558,Kragen::N,apykaklė,idun
559,Ärmel::N,rankovė,mahuka
560,Hose::N,kelnės,prakak
561,Hose::N,kelnės,galtzak
562,Gürtel::N,juosta,gerriko
563,Gürtel::N,diržas,gerriko
564,Mütze::N,kepurė,txano
565,Mütze::N,kepurė,txapel
566,Schuh::N,batas,oski
567,Schuh::N,batas,oinetako
568,Stiefel::N,auliniai batai,bota
569,Ring::N,žiedas,uztai
570,Band::N,kaspinas,zinta
571,Band::N,kaspinas,xingola
572,Kamm::N,šukos,orrazi
573,Spiegel::N,veidrodis,mirail
574,Riemen::N,diržas,uhal
575,Schnur::N,virvė,lokailu
576,Leine::N,pavadėlis,lotura
577,Decke::N,antklodė,burusi
578,Kissen::N,pagalvė,kuxin
579,Kissen::N,priegalvis,kuxin
580,Tuch::N,skarelė,zapi
581,Tuch::N,skarelė,oihal
582,Handtuch::N,rankšluostis,eskuzapi
583,Handtuch::N,rankšluostis,eskuoihal
584,Kraft::N,jėga,indar
585,Stärke::N,stiprumas,indar
586,Gesundheit::N,sveikata,osasun
587,Krankheit::N,liga,eritasun
588,Krankheit::N,liga,gaixotasun
589,Schmerz::N,skausmas,min
590,Wunde::N,žaizda,zauri
591,Fieber::N,karštis,sukar
592,Arznei::N,vaistas,osagai
593,Arznei::N,vaistas,sendagai
594,Brücke::N,tiltas,zubi
595,Brunnen::N,šulinys,putzu
596,Weide::N,ganykla,alha
597,Weide::N,ganykla,bazkaleku
598,Weide::N,gluosnis,alha
599,Weide::N,gluosnis,bazkaleku
600,Pfad::N,takas,zidor
601,Pfad::N,takas,bidexka
602,Weg::N,kelias,bide
603,Straße::N,gatvė,errepide
604,Dorf::N,kaimas,herri
605,Dorf::N,sodžius,herri
606,Stadt::N,miestas,hiri
607,Brief::N,laiškas,gutun
608,Brief::N,laiškas,eskutitz
609,Buch::N,knyga,liburu
610,Buchstabe::N,raidė,hizki
611,Zeitung::N,laikraštis,egunkari
612,Leben::N,gyvybė,bizi
613,Leben::N,gyvybė,bizitza
614,Leben::N,gyvenimas,bizi
615,Leben::N,gyvenimas,bizitza
616,Tod::N,mirtis,herio
617,Tod::N,mirtis,heriotza
618,Grab::N,kapas,hobi
619,Grab::N,kapas,hilobi
620,Kirche::N,bažnyčia,eliza
621,Sünde::N,nuodėmė,hoben
622,Sünde::N,nuodėmė,bekatu
623,Sünde::N,nusidėjimas,hoben
624,Sünde::N,nusidėjimas,bekatu
625,Gott::N,dievas,jainko
626,Arbeiter::N,darbininkas,langile
627,Arbeiter::N,darbininkas,behargin
628,Chef::N,šefas,nagusi
629,Chef::N,vadovas,nagusi
630,Chef::N,viršininkas,nagusi
631,Meister::N,meistras,maisu
632,Arzt::N,gydytojas,osagile
633,Arzt::N,gydytojas,sendagile
634,Lehrer::N,mokytojas,irakasle
635,Geld::N,pinigai,diru
636,Geschäft::N,biznis,negozio
637,Laden::N,krautuvė,denda
638,Laden::N,krautuvė,saltegi
639,Laden::N,parduotuvė,denda
640,Laden::N,parduotuvė,saltegi
641,Preis::N,kaina,prezio
642,Preis::N,kaina,salneurri
643,Ware::N,prekė,salgai
644,Nutzen::N,nauda,onura
645,Nutzen::N,nauda,probetxu
646,Nutzen::N,pelnas,onura
647,Nutzen::N,pelnas,probetxu
648,Reichtum::N,turtas,aberastasun
649,Welt::N,pasaulis,ludi
650,Welt::N,pasaulis,mundu
651,Land::N,žemė,herrialde
652,Land::N,šalis,herrialde
653,Staat::N,valstija,estatu
654,König::N,karalius,errege
655,Macht::N,galia,botere
656,Macht::N,valdžia,botere
657,Grenze::N,riba,muga
658,Grenze::N,siena,muga
659,Krieg::N,karas,guda
660,Feind::N,priešas,etsai
661,Feind::N,priešas,arerio
662,Gewalt::N,jėga,bortxa
663,Gewalt::N,jėga,bortizkeria
664,Gewalt::N,smurtas,bortxa
665,Gewalt::N,smurtas,bortizkeria
666,Gewalt::N,prievarta,bortxa
667,Gewalt::N,prievarta,bortizkeria
668,Kampf::N,kova,gudu
669,Kampf::N,kova,auska
670,Bogen[Waffe]::N,lankas,arku
671,Pfeil::N,strėlė,gezi
672,Gewehr::N,šautuvas,fusil
673,Fehler::N,klaida,huts
674,Fehler::N,klaida,hutsegin
675,Lüge::N,melas,gezur
676,Schaden::N,nuostolis,kalte
677,Schaden::N,apgadinimas,kalte
678,Unglück::N,nelaimė,zoritxar
679,Unglück::N,nelaimė,zorigaitz
680,Schuld::N,kaltė,erru
681,Alter::N,amžius,adin
682,Schluss::N,pabaiga,bukaera
683,Zeit::N,laikas,aldi
684,Zeit::N,laikas,denbora
685,Tag::N,diena,egun
686,Morgen::N,rytas,goiz
687,Mittag::N,vidurdienis,eguerdi
688,Abend::N,vakaras,arrats
689,Nacht::N,naktis,gau
690,Woche::N,savaitė,aste
691,Monat::N,mėnuo,hil
692,Jahr::N,metai,urte
693,Frühling::N,pavasaris,udalehen
694,Sommer::N,vasara,uda
695,Herbst::N,ruduo,udazken
696,Herbst::N,ruduo,neguantz
697,Winter::N,žiema,negu
698,Januar::N,sausis,urtarril
699,Februar::N,vasaris,otsail
700,März::N,kovas,martxo
701,April::N,balandis,apiril
702,Mai::N,gegužė,maiatz
703,Juni::N,birželis,ekain
704,Juli::N,liepa,uztail
705,August::N,rugpjūtis,abuztu
706,September::N,rugsėjis,irail
707,Oktober::N,spalis,urri
708,November::N,lapkritis,azaro
709,Dezember::N,gruodis,abendu
710,Montag::N,pirmadienis,astelehen
711,Dienstag::N,antradienis,astearte
712,Mittwoch::N,trečiadienis,asteazken
713,Donnerstag::N,ketvirtadienis,ostegun
714,Freitag::N,penktadienis,ostiral
715,Samstag::N,šeštadienis,larunbat
716,Sonntag::N,sekmadienis,igande
717,groß::A,didis,handi
718,groß::A,didelis,handi
719,klein::A,mažas,txiki
720,lang::A,ilgas,luze
721,kurz::A,trumpas,labur
722,breit::A,platus,zabal
723,schmal::A,smulkus,mehar
724,dicht::A,tankus,sarri
725,dicht::A,tankus,trinko
726,dick[Gegenstand]::A,storas,lodi
727,dünn::A,plonas,mehe
728,fein::A,smulkus,fin
729,fest::A,kietas,tinko
730,fest::A,tvirtas,tinko
731,flach::A,lėkštas,lau
732,flach::A,lėkštas,ordoki
733,flach::A,plokščias,lau
734,flach::A,plokščias,ordoki
735,glatt::A,slidus,leun
736,hart::A,kietas,gogor
737,weich::A,minkštas,bigun
738,weich::A,minkštas,beratz
739,rund::A,apvalus,biribil
740,rund::A,apskritas,biribil
741,spitz::A,aštrus,puntadun
742,spitz::A,smailus,puntadun
743,scharf::A,aštrus,zorrotz
744,stumpf::A,bukas,kamuts
745,stumpf::A,atšipęs,kamuts
746,schwer::A,sunkus,astun
747,schwer::A,sunkus,pisutsu
748,schön::A,gražus,eder
749,heiß::A,karštas,bero
750,heiß::A,karštas,oso bero
751,warm::A,šiltas,bero
752,kalt::A,šaltas,hotz
753,kühl::A,vėsus,hotzil
754,kühl::A,bejausmis,hotzil
755,frisch::A,šviežias,fresko
756,frisch::A,šviežias,hozkirri
757,feucht::A,drėgnas,heze
758,nass::A,šlapias,busti
759,trocken::A,sausas,siku
760,trocken::A,sausas,lehor
761,voll::A,pilnas,bete
762,leer::A,tuščias,huts
763,offen::A,atviras,ireki
764,geschlossen::A,uždaras,itxita
765,geschlossen::A,uždarytas,itxita
766,sauber::A,švarus,xahu
767,sauber::A,švarus,garbi
768,schmutzig::A,nešvarus,lohi
769,schmutzig::A,nešvarus,zikin
770,schmutzig::A,purvinas,lohi
771,schmutzig::A,purvinas,zikin
772,roh::A,žalias,gordin
773,reif::A,prinokęs,umo
774,reif::A,prinokęs,heldu
775,reif::A,pribrendęs,umo
776,reif::A,pribrendęs,heldu
777,lecker::A,gardus,goxo
778,süß::A,saldus,goxo
779,bitter::A,kartus,karmin
780,bitter::A,kartus,garratz
781,sauer::A,gižus,mingots
782,sauer::A,rūgštus,mingots
783,hell::A,šviesus,argi
784,hell::A,skaistus,argi
785,dunkel::A,tamsus,ilun
786,schwarz::A,juodas,beltz
787,weiß::A,baltas,zuri
788,rot::A,raudonas,gorri
789,gelb::A,geltonas,hori
790,blau::A,mėlynas,urdin
791,grün::A,žalias,berde
792,grün::A,žalias,musker
