,Concept_ID,lt,ta
675,alt[Lebewesen]::A,pagyvenęs,வயதான
676,jung::A,jaunas,இளமையான
677,arm::A,neturtingas,ஏழ்மையான
678,reich::A,turtingas,செல்வம் படைத்த
679,bekannt::A,žinomas,பழக்கப்பட்ட
680,bekannt::A,pažįstamas,பழக்கப்பட்ட
681,berühmt::A,žymus,புகழ்பெற்ற
682,berühmt::A,garsus,புகழ்பெற்ற
683,fremd::A,svetimas,அயல் நாட்டு
684,verschieden::A,įvairus,வித்தியாசமான
685,nah::A,artimas,பக்கத்தில் உள்ள
686,fern::A,tolimas,தொலை தூரத்தில்
687,linker::A,kairys,மீந்திருக்கும்
688,rechter::A,dešinys,வலதுபக்கம்
689,anderer::A,kitas,மற்ற
690,erster::A,pirmas,முதனமையான
691,zweiter::A,antras,இரண்டாவது
692,dritter::A,trečias,மூன்றாவது
693,letzter::A,paskutinis,கடைசி
694,allein::ADV,vienas,தனியாக
695,auf einmal::ADV,iš karto,தடீரென்று
696,zusammen::ADV,kartu,சேர்ந்து
697,zusammen::ADV,drauge,சேர்ந்து
698,lange::ADV,ilgai,அதிக நோம்
699,plötzlich::ADV,staiga,தடீரென்று
700,sofort::ADV,tuojau,உடனடியாக
701,später::ADV,vėliau,பிறகு
702,später::ADV,paskiau,பிறகு
703,jetzt::ADV,dabãr,இப்பொழது
704,heute::ADV,šiandien,இன்று
705,morgen::ADV,rytoj,நாளைக்கு
706,bald::ADV,greitai,சீக்கிரம்
707,bald::ADV,netrukus,சீக்கிரம்
708,dann::ADV,po to,அப்பொழுது
709,gestern::ADV,vakar,நேற்று
710,einst::ADV,kadaise,ஒரே முறை
711,einst::ADV,kitą kartą,ஒரே முறை
712,damals::ADV,anuomet,அப்பொழுது
713,damals::ADV,anuokart,அப்பொழுது
714,danach::ADV,po to,பிற்பாடு
715,danach::ADV,paskui,பிற்பாடு
716,vorher::ADV,anksčiau,முன்பாக
717,zuerst::ADV,pirma,முதலில்
718,zuerst::ADV,iš pradžių̃,முதலில்
719,einmal::ADV,kartą,ஒரே முறை
720,einmal::ADV,vieną kartą,ஒரே முறை
721,manchmal::ADV,kai kada,சில நேரங்களில்
722,oft::ADV,dažnai,அடிக்கடி
723,immer::ADV,visada,எப்பொழுதும்
724,immer::ADV,visuomet,எப்பொழுதும்
725,niemals::ADV,niekada,ஒருபோதும் இல்லை
726,niemals::ADV,niekuomet,ஒருபோதும் இல்லை
727,hier::ADV,čia,இங்கே
728,hierhin::ADV,šen,இவ்விடத்திற்கு
729,hierhin::ADV,čionai,இவ்விடத்திற்கு
730,von hier::ADV,iš čia,இனி
731,dort::ADV,ten,அங்கே
732,dort::ADV,tenai,அங்கே
733,dorthin::ADV,ten,அவ்விடத்திற்கு
734,dorthin::ADV,ten link,அவ்விடத்திற்கு
735,geradeaus::ADV,tiesiai,முன்னாலிருக்கும்
736,vorwärts::ADV,pirmyn,முன்புறமாக
737,rückwärts::ADV,atbulai,பின்னோக்கி
738,zurück::ADV,atgal,பின்பக்கம்
739,unten::ADV,žemai,கீழாக
740,unten::ADV,apačioje,கீழாக
741,hinab::ADV,žemyn,கீழ் நோக்கி
742,oben::ADV,viršuj,மேலே
743,hinauf::ADV,aukštyn,மேலே
744,hinauf::ADV,į viršų,மேலே
745,überall::ADV,visur,எல்லா இடத்திலும்
746,nicht::ADV,ne,இல்லை
747,ein wenig::ADV,truputį,கொஞ்சம்
748,kaum::ADV,vos,அரிதாக
749,sehr::ADV,labai,மிக்க
750,sehr::ADV,baisiai,மிக்க
751,so::ADV,taip,மிகவும்
752,noch::ADV,dar,இப்பொழுதும்
753,nur::ADV,tik,மட்டும்
754,nur::ADV,vien,மட்டும்
755,schon::ADV,jau,ஏற்கனவே
756,wieder::ADV,vėl,மறுபடியும்
757,wieder::ADV,iš naujo,மறுபடியும்
758,vergebens::ADV,veltui,வீண்
759,vergebens::ADV,bergždžiai,வீண்
760,vor::PRP,prieš,முன்
761,hinter::PRP,už,பின்பக்கம்
762,unter::PRP,po,கீழே
763,durch::PRP,pro,ஊடே
764,durch::PRP,per,ஊடே
765,neben::PRP,prie,அடுத்து
766,neben::PRP,šalia,அடுத்து
767,zwischen::PRP,tarp,இடையில்
768,wegen::PRP,dėl,ஏனெனில்
769,wegen::PRP,dėlei,ஏனெனில்
770,dies::PRN,šis,இது
771,dies::PRN,šitas,இது
772,das::PRN,tat,அது
773,alles::PRN,visas,ஒவ்வொன்றும்
774,ich::PRN,aš,நான்
775,du::PRN,tu,நீ
776,er::PRN,jis,அவன்
777,wir::PRN,mes,நாம்
778,wir::PRN,mes,நாங்கள்
779,ihr::PRN,jūs,நீங்கள்
780,sie::PRN,ji,அவர்கள்
781,sie::PRN,jos,அவர்கள்
782,was::FPRN,kas,என்ன
783,wer::FPRN,kas,யார்
784,wo::FADV,kur,எங்கே
785,wohin::FADV,kur,எதற்கு
786,wohin::FADV,kur link,எதற்கு
787,wie::FADV,kaip,எப்படி
788,warum::FADV,kod̃ėl,ஏன்
789,warum::FADV,dėl ko,ஏன்
790,wieviel::FNUM,kiek,எவ்வளவு
791,eins::NUM,vienas,ஒன்று
792,zwei::NUM,du,இரண்டு
793,drei::NUM,trys,மூன்று
794,vier::NUM,keturi,நான்கு
795,fünf::NUM,penki,ஐந்து
796,sechs::NUM,šeši,ஆறு
797,sieben::NUM,septyni,ஏழு
798,acht::NUM,aštuoni,எட்டு
799,neun::NUM,devyni,ஒன்பது
800,zehn::NUM,dešimt,பத்து
801,elf::NUM,vienuolika,பதினொன்று
802,zwölf::NUM,dvylika,பன்னிரண்டு
803,zwanzig::NUM,dvidešimt,இருபது
804,dreißig::NUM,trisdešimt,முப்பது
805,vierzig::NUM,keturiasdešimt,நாற்பது
806,fünfzig::NUM,penkiasdešimt,ஐமபது
807,sechzig::NUM,šešiasdešimt,அறுபது
808,siebzig::NUM,septyniasdešimt,எழுபது
809,achtzig::NUM,aštuoniasdešimt,எண்பது
810,neunzig::NUM,devyniasdešimt,தொன்னூறு
811,hundert::NUM,šimtas,நூறு
812,tausend::NUM,tūkstantis,ஆயிரம்
813,und::CNJ,ĩr,மற்றும்
814,oder::CNJ,ar,அல்லது
815,oder::CNJ,arba,அல்லது
816,stehen::V,stovėti,நில்
817,sitzen::V,sėdėti,உட்கார்
818,liegen::V,gulėti,படு
819,hängen::V,kyboti,தொங்கச் செய்
820,hängen::V,kabėti,தொங்கச் செய்
821,werden::V,taptis,ஆகு
822,werden::V,darytis,ஆகு
823,passieren::V,atsitikti,நிகழ்
824,passieren::V,pasitaikyti,நிகழ்
825,beginnen::V,prasid́ėti,ஆரம்பி
826,enden::V,baigtis,முடி
827,wechseln::V,keistis,மாற்று
828,wechseln::V,pasikeisti,மாற்று
829,aufgehen[Sonne]::V,tekėti,உயர எழு
830,aufgehen[Sonne]::V,patekėti,உயர எழு
831,untergehen[Sonne]::V,leistis,பொறுத்து
832,untergehen[Sonne]::V,nusileisti,பொறுத்து
833,scheinen[Sonne]::V,šviesti,பிரகாசி
834,donnern::V,griausti,இடி
835,donnern::V,griaudėti,இடி
836,wehen::V,pūsti,வீசு
837,strömen::V,lietis,பாயதல்
838,strömen::V,plūsti,பாயதல்
839,fließen::V,tekėti,நீரோட்டம் போக்கில் போ
840,sich drehen::V,suktis,சுழல்
841,sich drehen::V,pasisukti,சுழல்
842,schwanken::V,svyruoti,தள்ளாடு
843,schwingen::V,suptis,ஆடு
844,fallen::V,pulti,விழு
845,fallen::V,kristi,விழு
846,brennen::V,degti,எரி
847,rauchen::V,rūkyti,பகை பிடி
848,regnen::V,lyti,மழை பெய்
849,gefrieren::V,užšalti,உறைந்துவிடு
850,tauen::V,tirpti,உருகு
851,schmelzen::V,lydytis,உருகு
852,trocknen::V,džiūti,உலர்த்து
853,sieden::V,virti,கொதிக்க வை
854,faulen::V,pūti,அழுகச் செய்
855,verfaulen::V,švinkti,அழுகச் செய்
856,reißen::V,plyšti,திடீரென அறு
857,reißen::V,trūkti,திடீரென அறு
858,versinken::V,skę̃sti,மூழ்கு
859,versinken::V,grimzti,மூழ்கு
860,vergehen::V,praeiti,கடந்துசெல்
861,erscheinen::V,pasirodyti,தோன்றச்
862,verschwinden::V,dingti,மறைந்து போ
863,verschwinden::V,išnykti,மறைந்து போ
864,verschwinden::V,pranykti,மறைந்து போ
865,sinken::V,kristi,பதைவுறு
866,abnehmen::V,mažėti,குறை
867,abnehmen::V,silpnėti,குறை
868,zunehmen::V,didėti,உயர்த்து
869,zunehmen::V,padaugėti,உயர்த்து
870,steigen::V,kilti,உயர எழு
871,wachsen::V,augti,வளர்
872,glänzen::V,blizgėti,மிளிர்
873,funkeln::V,žibėti,பிரகாசி
874,lärmen::V,triukšmauti,கொம்பு
875,läuten::V,skambinti,மணியொலியிசை
876,klingeln::V,skambinti,மணி அடி
877,klirren::V,žvangėti,கிலுங்கு
878,brausen::V,šniokšti,இரைதல்
879,rauschen::V,ošti,சலசலப்பு
880,rauschen::V,šlamėti,சலசலப்பு
881,klingen::V,skardėti,சிலம்புதல்
882,bellen::V,loti,குரை
883,heulen::V,kaukti,ஊளையிடு
884,heulen::V,staugti,ஊளையிடு
885,blasen::V,pūsti,ஊது
886,pfeifen::V,švilpti,சீழ்க்கை எழப்பு
887,pfeifen::V,švilpauti,சீழ்க்கை எழப்பு
888,schreien::V,šaukti,கூச்சலிடு
889,stöhnen::V,dejuoti,வேதனை
890,stöhnen::V,aimanuoti,வேதனை
891,zittern::V,virpėti,நடுங்கு
892,leben::V,gyventi,உயிருடனிரு
893,geboren werden::V,gimti,பிற
894,atmen::V,alsuoti,சுவாசி
895,atmen::V,kvėpuoti,சுவாசி
896,trinken::V,gerti,குடி
897,essen::V,valgyti,சாப்பிடு
898,schlucken::V,praryti,முழுங்கு
899,müde werden::V,nuvargti,கையயர்தல்
900,müde werden::V,privargti,கையயர்தல்
901,einschlafen::V,užmigti,தூங்க
902,schlafen::V,miegoti,தூங்கு
903,aufwachen::V,pabusti,எழுப்பு
904,aufstehen::V,keltis,எழுந்திரு
905,aufstehen::V,atsikelti,எழுந்திரு
906,sich erholen::V,pailsėti,இளைப்பாறு
907,sich erholen::V,poilsiauti,இளைப்பாறு
908,krank werden::V,susirgti,விழுதல்
909,krank sein::V,sirgti,நருக்கலாயிருக்க
910,schmerzen::V,sopėti,நோவுறு
911,schmerzen::V,skaudėti,நோவுறு
912,husten::V,kosėti,இருமு
913,genesen::V,sveikti,குணம் அடை
914,genesen::V,taisytis,குணம் அடை
915,sterben::V,mirti,மரணமடை
916,sterben::V,numirti,மரணமடை
917,umkommen::V,žūti,நசி
918,sich bewegen::V,judėti,நகர்த்து
919,sich bewegen::V,pasijudinti,நகர்த்து
920,sich rühren::V,krutėti,அசை
921,sich erheben::V,pakilti,எழுந்து நில்
922,sich erheben::V,atsikelti,எழுந்து நில்
923,sich setzen::V,sėstis,உட்கார்
924,sich setzen::V,atsisėsti,உட்கார்
925,hinfallen::V,parkristi,விழு
926,hinfallen::V,pargriūti,விழு
927,laufen::V,eiti,நட
928,schreiten::V,žengti,கவடுவைத்தல்
929,schreiten::V,žingsniuoti,கவடுவைத்தல்
930,spazierengehen::V,pasivaikščioti,உலவு
931,eilen::V,skubėti,விரைந்து
932,sich beeilen::V,paskub́ėti,அவசரப்படுத்து
933,sich beeilen::V,pasiskubinti,அவசரப்படுத்து
934,sausen::V,dumti,விரைந்து செல்
935,sausen::V,lėkti,விரைந்து செல்
936,rennen::V,bėgti,ஓடு
937,springen::V,šokti,குதி
938,klettern::V,kopti,ஏறு
939,schaukeln::V,supti,தள்ளாடு
940,schaukeln::V,linguoti,தள்ளாடு
941,kriechen::V,ropoti,மெதுவாக நடந்து செல்
942,kriechen::V,šliaužti,மெதுவாக நடந்து செல்
943,schwimmen::V,plaukti,நீந்து
944,tauchen::V,nerti,மூழ்கி நீச்சலடி
945,rudern::V,irtis,துடுப்புப் போடு
946,rudern::V,irkluoti,துடுப்புப் போடு
947,fahren::V,važiuoti,ஓட்டு
948,fahren::V,važinėti,ஓட்டு
949,fliegen::V,lėkti,பற
950,fliegen::V,skristi,பற
951,gehen::V,eiti,போ
952,weggehen::V,išeiti,விலகிச் செல்
953,abfahren::V,išvykti,புறப்பட்டுச் செல்
954,abfahren::V,išvažiuoti,புறப்பட்டுச் செல்
955,anhalten::V,sustoti,நின்றுவிடு
956,hineingehen::V,įeiti,மறையச் செய்
957,eintreten::V,įžengti,நுழை
958,kommen::V,ateiti,வா
959,ankommen::V,ateiti,வநது சேர்
960,zurückkommen::V,grį̃žti,திரும்பி வா
961,zurückkommen::V,sugrį̃žti,திரும்பி வா
962,bleiben::V,likti,இரு
963,bleiben::V,pasilikti,இரு
964,warten::V,laukti,தாமதி
965,erwarten::V,laukti,எதிர்நோக்கு
966,suchen::V,ieškoti,தேடு
967,finden::V,rasti,கண்டுபிடி
968,finden::V,surasti,கண்டுபிடி
969,versuchen::V,mėginti,முயற்சி செய்
970,vorbereiten::V,rengti,ஆயத்தம் செய்
971,lieben::V,myĺėti,அன்பு செலுத்து
972,mögen::V,ḿėgti,விரும்பு
973,mögen::V,patikti,விரும்பு
974,lachen::V,juoktis,சிரி
975,rühren::V,jaudinti,இதயத்தைத் தொடு
976,rühren::V,graudinti,இதயத்தைத் தொடு
977,weinen::V,verkti,அழு
978,schimpfen::V,bartis,சாபமிடு
979,sich ärgern::V,pykti,கோப்பபடு
980,sich ärgern::V,apmaudauti,கோப்பபடு
981,sich fürchten::V,bijoti,பயப்படு
982,sich fürchten::V,baimintis,பயப்படு
983,fürchten::V,bijoti,பயப்படுத்து
984,fürchten::V,baimintis,பயப்படுத்து
985,fliehen::V,bėgti,ஓடு
986,fliehen::V,sprukti,ஓடு
987,flüchten::V,pabėgti,தப்பிவிடு
988,sehen::V,žiūŕėti,பார்
989,anschauen::V,žiūŕėti,கூர்ந்து கவனி
990,ansehen::V,žiūrėti į,கவனி
991,ansehen::V,pažiūrėti į,கவனி
992,hören::V,girdėti,கேள்
993,zuhören::V,klausytis,சுவைத்துப் பார்
994,probieren::V,ragauti,ருசி
995,probieren::V,paragauti,ருசி
996,riechen::V,uosti,முகர்ந்து பார்
997,riechen::V,užuosti,முகர்ந்து பார்
998,fühlen::V,justi,தொட்டுணர்
999,fühlen::V,jausti,தொட்டுணர்
1000,fühlen::V,pajusti,தொட்டுணர்
1001,scheinen::V,rodytis,காணப்படு
1002,scheinen::V,atrodyti,காணப்படு
1003,zu sehen sein::V,pasirodyti,தோன்றுதல்
1004,vernehmen::V,išgirsti,கேள்
1005,frieren::V,šalti,குதுகுதுகு
1006,tun::V,daryti,செய்
1007,können::V,galėti,இயல்வது
1008,können::V,pajėgti,இயல்வது
1009,wollen::V,norėti,விரும்பு
1010,anfangen::V,pradėti,தொடங்கு
1011,anfangen::V,prasid́ėti,தொடங்கு
1012,beenden::V,baigti,முடி
1013,beenden::V,užbaigti,முடி
1014,aufhören::V,liautis,நிறுத்து
1015,gelingen::V,pavykti,வெற்றி
1016,gelingen::V,pasisekti,வெற்றி
1017,geraten::V,nusisekti,ஏற்படுத்து
1018,öffnen::V,atverti,திற
1019,öffnen::V,atidaryti,திற
1020,schließen::V,uždaryti,மூடு
1021,stellen::V,statyti,வை
1022,stellen::V,pastatyti,வை
1023,setzen::V,sodinti,வை
1024,setzen::V,pasodinti,வை
1025,legen::V,dėti,பரப்பி வை
1026,legen::V,pad́ėti,பரப்பி வை
1027,berühren::V,liesti,பதி
1028,berühren::V,paliesti,பதி
1029,verbinden::V,jungti,சேர்
1030,verbinden::V,surišti,சேர்
1031,bedecken::V,uždengti,உறைபோடு
1032,aufhängen::V,pakarti,தொங்கவிடு
1033,aufhängen::V,pakabinti,தொங்கவிடு
1034,anzünden::V,padegti,எரியூட்டு
1035,aufheben::V,pakelti,பொறுக்கி எடு
1036,zurücklassen::V,palikti,விட்டுச் செல்
1037,verlieren::V,pamesti,இழ
1038,fallen lassen::V,atsisakyti,அளவில் குறைவு
1039,machen::V,dirbti,தயார்செய்
1040,herstellen::V,gaminti,உற்பத்தி செய்
1041,bauen::V,statyti,கட்டு
1042,bauen::V,pastatyti,கட்டு
1043,reparieren::V,taisyti,பழுது பார்
1044,reparieren::V,remontuoti,பழுது பார்
1045,verbessern::V,gerinti,மேம்படுத்து
1046,verbessern::V,ištaisyti,மேம்படுத்து
1047,ändern::V,keisti,மாற்றி அமை
1048,ändern::V,pakeisti,மாற்றி அமை
1049,graben::V,kasti,குழி வெட்டு
1050,beugen::V,lenkti,வனை
1051,beugen::V,palenkti,வனை
1052,biegen::V,lenkti,வனை
1053,biegen::V,palenkti,வனை
1054,drehen::V,sukti,சுழல்
1055,wenden::V,kreipti,குடைகவிழு
1056,wenden::V,pakreipti,குடைகவிழு
1057,umdrehen::V,sukti,சுற்றும் முற்றும் பார்
1058,umdrehen::V,apversti,சுற்றும் முற்றும் பார்
1059,heben::V,kelti,தூக்கு
1060,heben::V,pakelti,தூக்கு
1061,hochheben::V,pakelti,தூக்கு
1062,ergreifen::V,čiupti,பறி
1063,ergreifen::V,griebti,பறி
1064,halten::V,laikyti,பிடித்துக் கொள்
1065,halten::V,palaikyti,பிடித்துக் கொள்
1066,drücken::V,spausti,அழுத்து
1067,schieben::V,stumti,தள்ளு
1068,kratzen::V,kasyti,கீறு
1069,kratzen::V,grandyti,கீறு
1070,lecken::V,laižyti,நக்கு
1071,beißen::V,kandžioti,கடி
1072,abreißen::V,nuplėšti,கிழி
1073,abschneiden::V,atpjauti,வெட்டி எடு
1074,abschneiden::V,atkirpti,வெட்டி எடு
1075,binden::V,rišti,கட்டு
1076,binden::V,surišti,கட்டு
1077,stecken::V,kišti,பதிய வை
1078,stecken::V,įkišti,பதிய வை
1079,brechen::V,lūžti,உடை
1080,brechen::V,laužyti,உடை
1081,klopfen::V,belsti,தட்டு
1082,klopfen::V,barbenti,தட்டு
1083,hauen::V,mušti,அடி
1084,kleben::V,lipdyti,ஒட்டு
1085,kleben::V,klijuoti,ஒட்டு
1086,reiben::V,trinti,தேய்
1087,reiben::V,tarkuoti,தேய்
1088,streichen::V,tepti,பரவச்செய்
1089,streichen::V,užtepti,பரவச்செய்
1090,schleifen::V,galą́sti,அரை
1091,schneiden::V,pjauti,துண்டாக்கு
1092,schneiden::V,kirpti,துண்டாக்கு
1093,rütteln::V,purtyti,மெல்ல தள்ளு
1094,schütteln::V,purtyti,குலுக்கு
1095,schwenken::V,mojuoti,ஊஞ்சலாடு
1096,schütten::V,pilti,ஊற்று
1097,schütten::V,berti,ஊற்று
1098,füllen::V,pildyti,நிரப்பு
1099,füllen::V,pripildyti,நிரப்பு
1100,einwickeln::V,įvynioti,சுற்று
1101,einwickeln::V,suvynioti,சுற்று
1102,tragen::V,nešti,எடுத்துச் செல்
1103,tragen::V,nešioti,எடுத்துச் செல்
1104,schleppen::V,vilkti,இழுத்துச் செல்
1105,ziehen::V,tempti,இழு
1106,aufbewahren::V,laikyti,வைத்துக் கொள்
1107,werfen::V,mesti,வீசி எறி
1108,werfen::V,sviesti,வீசி எறி
1109,fangen::V,sugauti,பிடி
1110,packen::V,čiupti,பிடித்துக்கொள்
1111,packen::V,griebti,பிடித்துக்கொள்
1112,verstecken::V,slėpti,மறை
1113,verstecken::V,slapstyti,மறை
1114,teilen::V,dalyti,பாகங்களாகப் பிரி
1115,teilen::V,padalyti,பாகங்களாகப் பிரி
1116,schicken::V,sių̃sti,அனுப்பு
1117,schicken::V,pasių̃sti,அனுப்பு
1118,bringen::V,atnešti,கொண்டு வா
1119,hinzufügen::V,pridėti,சேர்
1120,bekommen::V,gauti,பெறு
1121,erhalten::V,gauti,பெறு
1122,nehmen::V,paimti,எடு
1123,wählen::V,rinkti,தேர்ந்தெடு
1124,wählen::V,išsirinkti,தேர்ந்தெடு
1125,auswählen::V,išrinkti,தேர்ல்தெடு
1126,bewahren::V,išsaugoti,கெடாது பேணு
1127,behindern::V,trukdyti,தடங்கல் செய்
1128,verderben::V,sugadinti,நாசமாக்கு
1129,beschädigen::V,žaloti,சேதப்படுத்து
1130,beschädigen::V,gadinti,சேதப்படுத்து
1131,zerbrechen::V,sukulti,உடை
1132,zerbrechen::V,sudaužyti,உடை
1133,zerreißen::V,perplėšti,கிழி
1134,zerreißen::V,suplėšyti,கிழி
1135,zerstören::V,suardyti,அழி
1136,zerstören::V,sugriauti,அழி
1137,verbrennen::V,deginti,எரியூட்டு
1138,verbrennen::V,sudeginti,எரியூட்டு
1139,geben::V,duoti,கொடு
1140,geben::V,paduoti,கொடு
1141,reichen::V,paduoti,வழங்கு
1142,schenken::V,dovanoti,மொயத்தல்
1143,versprechen::V,žadėti,உறுதியளி
1144,versprechen::V,pažadėti,உறுதியளி
1145,wünschen::V,norėti,ஆசைப்படு
1146,wünschen::V,linḱėti,ஆசைப்படு
1147,loben::V,girti,புகழ்ச்சி கூறு
1148,loben::V,pagirti,புகழ்ச்சி கூறு
1149,küssen::V,bučiuoti,முத்தமிடு
1150,wiegen::V,supti,ஆட்டுத்தல்
1151,zudecken::V,užkloti,உறைபோடு
1152,zudecken::V,uždengti,உறைபோடு
1153,wecken::V,žadinti,எழுப்பு
1154,zeigen::V,rodyti,காட்டு
1155,führen::V,vesti,வழிகாட்டி
1156,führen::V,vadovauti,வழிகாட்டி
1157,lehren::V,mokyti,சொல்லிக் கொடு
1158,lehren::V,išmokyti,சொல்லிக் கொடு
1159,unterrichten::V,dėstyti,அறிவுரை கூறு
1160,aufziehen::V,išauginti,வளர்
1161,leiten::V,valdyti,அழைத்துச் செல்
1162,leiten::V,vadovauti,அழைத்துச் செல்
1163,antreiben::V,uiti,தூண்டு
1164,antreiben::V,raginti,தூண்டு
1165,antreiben::V,skubinti,தூண்டு
1166,lassen::V,paliepti,விடு
1167,einladen::V,kviesti,அழை
1168,einladen::V,pakviesti,அழை
1169,vereinigen::V,sujungti,ஒன்றாகச் சேர்
1170,vereinigen::V,suvienyti,ஒன்றாகச் சேர்
1171,besuchen::V,lankyti,வருகை புரி
1172,besuchen::V,aplankyti,வருகை புரி
1173,treffen::V,sutikti,சந்தி
1174,treffen::V,pasitikti,சந்தி
1175,sich versammeln::V,susirinkti,தொகுப்பு
1176,spielen::V,groti,விளையாடு
1177,spielen::V,žaisti,விளையாடு
1178,singen::V,dainuoti,பாடு
1179,tanzen::V,šokti,நடனமாடு
1180,sich trennen::V,skirtis,தனிப்படடுத்து
1181,sich trennen::V,išsiskirti,தனிப்படடுத்து
1182,verlassen::V,palikti,கைவிடு
1183,retten::V,gelbėti,காப்பாற்று
1184,bewachen::V,sergėti,காவல் செய்
1185,schützen::V,ginti,பாதுகாப்பு செய்
1186,schützen::V,apginti,பாதுகாப்பு செய்
1187,verteidigen::V,ginti,எதிர்த்து நில்
1188,verteidigen::V,apginti,எதிர்த்து நில்
1189,sich schlagen::V,muštis,பூசலிடு
1190,schießen::V,šauti,சுட்டுக் கொல்
1191,schießen::V,šaudyti,சுட்டுக் கொல்
1192,siegen::V,nugalėti,வெற்றி பெறு
1193,ärgern::V,pykinti,எரிச்சலூட்டு
1194,schlagen::V,mušti,அடி
1195,schlagen::V,smogti,அடி
1196,schlagen::V,trenkti,அடி
1197,treten::V,mygti,உதை
1198,stechen::V,gelti,கொட்டு
1199,stechen::V,smeigti,கொட்டு
1200,stoßen::V,stumti,நெருக்கு
1201,stoßen::V,pastumti,நெருக்கு
1202,stehlen::V,vogti,திருடு
1203,stören::V,trikdyti,தொல்லைகொடு
1204,belästigen::V,apsunkinti,தொல்லை கொடு
1205,verbergen::V,slėpti,மறை
1206,verbergen::V,paslėpti,மறை
1207,täuschen::V,klaidinti,ஏமாற்று
1208,betrügen::V,apgauti,ஏமாற்று
1209,töten::V,žudyti,கொல்
1210,töten::V,nužudyti,கொல்
1211,wohnen::V,gyventi,தங்கியிரு
1212,arbeiten::V,dirbti,வேலை செய்
1213,arbeiten::V,triūsti,வேலை செய்
1214,sammeln::V,rinkti,ஒன்றுசேர்
1215,pflücken::V,skinti,கொய்து எடு
1216,pflücken::V,raškyti,கொய்து எடு
1217,jagen::V,medžioti,வேட்டையாடு
1218,fischen::V,žvejoti,மீன் பிடி
1219,fassen::V,sučiupti,பிடி
1220,hüten::V,ganyti,காவல் செய்
1221,treiben::V,ginti,ஓட்டு
1222,anbinden::V,pririšti,கட்டு
1223,füttern::V,šerti,உணவளி
1224,melken::V,melžti,பால் கற
1225,hacken::V,kapoti,வெட்டி எடு
1226,gießen::V,lieti,நீர்ப் பாய்ச்சு
1227,gießen::V,laistyti,நீர்ப் பாய்ச்சு
1228,reifen::V,nokti,பழு
1229,reifen::V,sirpti,பழு
1230,zubereiten::V,ruošti,சமையல் செய்
1231,zubereiten::V,gaminti,சமையல் செய்
1232,kochen::V,virti,வேகவை
1233,kochen::V,virinti,வேகவை
1234,backen::V,kepti,வெப்பத்தில் வாட்டு
1235,braten::V,kepti,பொரியச் செய்
1236,braten::V,kepinti,பொரியச் செய்
1237,umrühren::V,maišyti,கலக்கு
1238,umrühren::V,pamaišyti,கலக்கு
1239,stricken::V,megzti,பின்னியிழை
1240,nähen::V,siūti,தையல் வேலை செய்
1241,färben::V,dažyti,வண்ணம் பெறச் செய்
1242,färben::V,nudažyti,வண்ணம் பெறச் செய்
1243,reinigen::V,valyti,சுத்தம் செய்
1244,reinigen::V,švarinti,சுத்தம் செய்
1245,waschen::V,plauti,கழுவு
1246,waschen::V,mazgoti,கழுவு
1247,waschen::V,skalbti,கழுவு
1248,abwischen::V,nušluostyti,துடை
1249,spülen::V,plauti,அலசு
1250,spülen::V,skalauti,அலசு
1251,fegen::V,šluoti,பெறுக்கு
1252,kehren::V,šluoti,பெறுக்கு
1253,baden::V,maudytis,குளி
1254,sich waschen::V,praustis,கழுவு
1255,ausziehen::V,numauti,கழற்று
1256,ausziehen::V,nuvilkti,கழற்று
1257,anziehen::V,mauti,புனைதல்
1258,anziehen::V,apsivilkti,புனைதல்
1259,sich anziehen::V,rengtis,உடுத்துதல்
1260,sich anziehen::V,apsirengti,உடுத்துதல்
1261,kämmen::V,šukuoti,தலை வாரிக் கொள்
1262,schmücken::V,puošti,அழகுபடுத்து
1263,schmücken::V,dabinti,அழகுபடுத்து
1264,schmücken::V,gražinti,அழகுபடுத்து
1265,sagen::V,tarti,சொல்
1266,sprechen::V,kalbėti,பேசு
1267,reden::V,šnekėti,பெசு
1268,sich unterhalten::V,kalbėtis,இயல்பாக பேசிக்கொண்டிரு
1269,sich unterhalten::V,šnekučiuotis,இயல்பாக பேசிக்கொண்டிரு
1270,fragen::V,klausti,கேள்
1271,bitten::V,prašyti,வேண்டு
1272,erzählen::V,pasakoti,சொல்
1273,mitteilen::V,skelbti,சொல்
1274,mitteilen::V,pranešti,சொல்
1275,nennen::V,vadinti,பெயரிடுதல்
1276,nennen::V,vardyti,பெயரிடுதல்
1277,rufen::V,šaukti,கூச்சலிடு
1278,rufen::V,kviesti,கூச்சலிடு
1279,prahlen::V,girtis,தற்பெருமை பேசு
1280,übersetzen::V,versti,மொழிபெயர்ப்பு செய்
1281,übersetzen::V,išversti,மொழிபெயர்ப்பு செய்
1282,denken::V,galvoti,யோசி
1283,glauben::V,manyti,நம்பு
1284,glauben::V,tikėti,நம்பு
1285,bemerken::V,pamatyti,கவனி
1286,bemerken::V,pastebėti,கவனி
1287,erkennen::V,pažinti,அடையாளம் கண்டுகொள்
1288,erkennen::V,atpažinti,அடையாளம் கண்டுகொள்
1289,begreifen::V,suvokti,பற்றிக்கொள்
1290,verstehen::V,suprasti,புரிந்து கொள்
1291,lernen::V,mokytis,கற்றுக்கொள்
1292,wissen::V,žinoti,தெரிந்திரு
1293,sich erinnern an::V,prisiminti,நினைவு கூர்
