,Concept_ID,bg,ca
876,vier::NUM,четири,quatre
877,fünf::NUM,пет,cinc
878,sechs::NUM,шест,sis
879,sieben::NUM,седем,set
880,acht::NUM,осем,vuit
881,neun::NUM,девет,nou
882,zehn::NUM,десет,deu
883,elf::NUM,единайсет,onze
884,elf::NUM,единадесет,onze
885,zwölf::NUM,дванайсет,dotze
886,zwölf::NUM,дванадесет,dotze
887,zwanzig::NUM,двайсет,vint
888,zwanzig::NUM,двадесет,vint
889,dreißig::NUM,тридесет,trenta
890,vierzig::NUM,четиридесет,quaranta
891,fünfzig::NUM,петдесет,cinquanta
892,sechzig::NUM,шестдесет,seixanta
893,siebzig::NUM,седемдесет,setanta
894,achtzig::NUM,осемдесет,vuitanta
895,neunzig::NUM,деветдесет,noranta
896,hundert::NUM,сто,cent
897,tausend::NUM,хиляда,mil
898,und::CNJ,а,i
899,und::CNJ,та,i
900,oder::CNJ,или,o
901,stehen::V,стоя,estar de peu
902,sitzen::V,седя,seure
903,liegen::V,лежа,jeure
904,hängen::V,вися,penjar
905,werden::V,бъда,fer-se
906,werden::V,бъда,posar-se
907,werden::V,стана,fer-se
908,werden::V,стана,posar-se
909,passieren::V,случа се,succeir
910,beginnen::V,започна,iniciar-se
911,enden::V,свърша,acabar-se
912,enden::V,свърша,terminar-se
913,wechseln::V,променям,canviar
914,aufgehen[Sonne]::V,изгрея,sortir
915,untergehen[Sonne]::V,заляза,posar-se
916,scheinen[Sonne]::V,грея,brillar
917,scheinen[Sonne]::V,светя,brillar
918,donnern::V,гърмя,tronar
919,wehen::V,вея,bufar
920,wehen::V,духам,bufar
921,strömen::V,тека,afluir
922,strömen::V,лея се,afluir
923,fließen::V,тека,fluir
924,sich drehen::V,въртя се,girar
925,schwanken::V,клатя се,vacil·lar
926,schwingen::V,трептя,oscil·lar
927,fallen::V,падам,caure
928,fallen::V,падам,tombar
929,brennen::V,горя,cremar
930,rauchen::V,димя,fumejar
931,regnen::V,вали дъжд,ploure
932,gefrieren::V,замръзна,gelar-se
933,tauen::V,топя се,fondre's
934,schmelzen::V,разтопя се,fondre's
935,trocknen::V,съхна,assecar-se
936,sieden::V,вря,bullir
937,sieden::V,кипя,bullir
938,faulen::V,гния,podrir-se
939,verfaulen::V,изгния,podrir-se
940,reißen::V,напукам се,trencar-se
941,versinken::V,потъна,enfonsar-se
942,vergehen::V,минавам,passar
943,erscheinen::V,явя се,aparèixer
944,verschwinden::V,изчезна,desaparèixer
945,sinken::V,падна,baixar
946,sinken::V,падна,descendir
947,abnehmen::V,отслабна,decréixer
948,zunehmen::V,нарасна,augmentar
949,steigen::V,увелича се,pujar
950,steigen::V,покачвам се,pujar
951,wachsen::V,раста,créixer
952,glänzen::V,лъщя,brillar
953,glänzen::V,лъщя,resplendir
954,glänzen::V,блестя,brillar
955,glänzen::V,блестя,resplendir
956,funkeln::V,искря,espurnejar
957,lärmen::V,шумя,fer soroll
958,läuten::V,звъня,sonar
959,klingeln::V,звъня,trucar
960,klirren::V,звънтя,dringar
961,klirren::V,дрънкам,dringar
962,brausen::V,буча,rugir
963,rauschen::V,шумя,murmurar
964,klingen::V,звуча,sonar
965,bellen::V,лая,lladrar
966,heulen::V,вия,udolar
967,heulen::V,рева,udolar
968,blasen::V,духна,bufar
969,pfeifen::V,свиря,xiular
970,schreien::V,крещя,cridar
971,stöhnen::V,стена,gemegar
972,stöhnen::V,пъшкам,gemegar
973,zittern::V,треперя,tremolar
974,leben::V,живея,vīure
975,geboren werden::V,родя се,néixer
976,atmen::V,дишам,respirar
977,trinken::V,пия,beure
978,essen::V,ям,menjar
979,schlucken::V,гълтам,empassar-se
980,müde werden::V,уморя се,cansar-se
981,einschlafen::V,заспя,adormir-se
982,schlafen::V,спя,dormir
983,aufwachen::V,събудя се,despertar-se
984,aufstehen::V,стана,llevar-se
985,sich erholen::V,отдъхвам си,descansar
986,krank werden::V,заболея,posar-se malalt
987,krank sein::V,боледувам,estar malalt
988,schmerzen::V,боля,doldre
989,husten::V,кашлям,tossir
990,genesen::V,оздравея,recuperar-se
991,sterben::V,умра,morir
992,umkommen::V,загина,perir
993,sich bewegen::V,движа се,moure's
994,sich bewegen::V,мърдам се,moure's
995,sich rühren::V,движа се,moure's
996,sich erheben::V,стана,aixecar-se
997,sich setzen::V,седна,asseure's
998,hinfallen::V,падна,caure's
999,laufen::V,ходя,caminar
1000,schreiten::V,крача,procedir
1001,spazierengehen::V,разхождам се,passejar
1002,eilen::V,бързам,anar corrent
1003,sich beeilen::V,побързам,afanyar-se
1004,sausen::V,тичам,córrer
1005,rennen::V,бягам,córrer
1006,springen::V,скачам,saltar
1007,klettern::V,катеря се,escalar
1008,schaukeln::V,люлея се,gronxar-se
1009,schaukeln::V,люлея се,balancejar-se
1010,kriechen::V,лазя,reptar
1011,kriechen::V,лазя,arrossegar-se
1012,kriechen::V,пълзя,reptar
1013,kriechen::V,пълзя,arrossegar-se
1014,schwimmen::V,плувам,nadar
1015,tauchen::V,гмуркам се,bussejar
1016,tauchen::V,гмуркам се,submergir-se
1017,rudern::V,греба,remar
1018,fahren::V,пътувам,anar
1019,fliegen::V,летя,volar
1020,fliegen::V,хвърча,volar
1021,gehen::V,ида,caminar
1022,gehen::V,вървя,caminar
1023,weggehen::V,отида си,anar-se'n
1024,abfahren::V,отпътувам,partir
1025,anhalten::V,спра се,aturar-se
1026,hineingehen::V,влизам,entrar
1027,eintreten::V,вляза,entrar
1028,kommen::V,ида,venir
1029,kommen::V,дойда,venir
1030,ankommen::V,пристигна,arribar
1031,zurückkommen::V,върна се,tornar
1032,bleiben::V,остана,quedar-se
1033,warten::V,чакам,esperar
1034,erwarten::V,очаквам,esperar
1035,suchen::V,търся,buscar
1036,finden::V,намеря,trobar
1037,versuchen::V,опитам,intentar
1038,vorbereiten::V,подготвя,preparar
1039,lieben::V,любя,estimar
1040,mögen::V,обичам,agradar a
1041,lachen::V,смея се,riure
1042,rühren::V,трогна,commoure
1043,rühren::V,трогна,emocionar
1044,weinen::V,плача,plorar
1045,schimpfen::V,ругая,renyar
1046,schimpfen::V,псувам,renyar
1047,sich ärgern::V,ядосам се,enfadar-se
1048,sich fürchten::V,боя се,tenir por
1049,sich fürchten::V,страхувам се,tenir por
1050,fürchten::V,боя се от,témer
1051,fürchten::V,страхувам се от,témer
1052,fliehen::V,бягам,fugir
1053,flüchten::V,бягам,refugiar-se
1054,flüchten::V,избягам,refugiar-se
1055,sehen::V,видя,veure
1056,anschauen::V,гледам,mirar
1057,ansehen::V,поглеждам,mirar
1058,hören::V,чувам,oir
1059,zuhören::V,слушам,escoltar
1060,probieren::V,опитам,provar
1061,riechen::V,подуша,olorar
1062,fühlen::V,усещам,sentīr
1063,fühlen::V,чувствувам,sentīr
1064,scheinen::V,изглеждам,semblar
1065,zu sehen sein::V,виждам се,poder-se veure
1066,vernehmen::V,доловя,percebre
1067,frieren::V,мръзна,tenir fred
1068,tun::V,правя,fer
1069,können::V,мога,poder
1070,wollen::V,ща,voler
1071,wollen::V,искам,voler
1072,anfangen::V,започна,iniciar
1073,beenden::V,свърша,acabar
1074,beenden::V,завърша,acabar
1075,aufhören::V,престана,deixar
1076,gelingen::V,успея,sortir bé
1077,gelingen::V,сполуча,sortir bé
1078,geraten::V,удам се,sortir
1079,öffnen::V,отворя,obrir
1080,schließen::V,затворя,tancar
1081,stellen::V,поставя,posar
1082,stellen::V,поставя,col·locar
1083,setzen::V,туря,assentar
1084,legen::V,сложа,posar
1085,legen::V,слагам,posar
1086,berühren::V,докосна,tocar
1087,verbinden::V,свържа,unir
1088,verbinden::V,свържа,connectar
1089,bedecken::V,покрия,tapar
1090,bedecken::V,покрия,cobrir
1091,aufhängen::V,закача,penjar
1092,anzünden::V,запаля,encendre
1093,aufheben::V,вдигна,aixecar
1094,aufheben::V,повдигна,aixecar
1095,zurücklassen::V,оставя,deixar
1096,verlieren::V,загубя,pērdre
1097,fallen lassen::V,изпусна,deixar caure
1098,machen::V,направя,fer
1099,herstellen::V,произведа,producir
1100,bauen::V,строя,construir
1101,reparieren::V,поправя,reparar
1102,verbessern::V,подобря,millorar
1103,ändern::V,променя,canviar
1104,graben::V,копая,cavar
1105,beugen::V,прегъна,doblegar
1106,biegen::V,прегъна,corbar
1107,biegen::V,прегъна,arquejar
1108,drehen::V,въртя,girar
1109,wenden::V,обърна,girar
1110,umdrehen::V,обърна,voltar
1111,heben::V,вдигам,pujar
1112,heben::V,вдигам,aixecar
1113,hochheben::V,издигна,aixecar
1114,ergreifen::V,хвана,agafar
1115,ergreifen::V,обхвана,agafar
1116,halten::V,държа,mantenir
1117,drücken::V,натискам,prémer
1118,drücken::V,натискам,estrènyer
1119,drücken::V,притискам,prémer
1120,drücken::V,притискам,estrènyer
1121,schieben::V,тикам,empènyer
1122,kratzen::V,одраскам,raspar
1123,lecken::V,лижа,llepar
1124,lecken::V,ближа,llepar
1125,beißen::V,хапя,mossegar
1126,beißen::V,ухапя,mossegar
1127,abreißen::V,откъсна,arrencar
1128,abschneiden::V,отрежа,tallar
1129,binden::V,вържа,lligar
1130,stecken::V,пъхна,ficar
1131,brechen::V,троша,trencar
1132,klopfen::V,чукам,trucar
1133,hauen::V,бия,picar
1134,hauen::V,бия,colpejar
1135,kleben::V,лепя,enganxar
1136,kleben::V,залепя,enganxar
1137,reiben::V,трия,fregar
1138,reiben::V,търкам,fregar
1139,streichen::V,намажа,untar
1140,schleifen::V,остря,afilar
1141,schleifen::V,остря,esmolar
1142,schneiden::V,режа,tallar
1143,rütteln::V,разтърсвам,sacsejar
1144,schütteln::V,клатя,agitar
1145,schütteln::V,клатя,sacsejar
1146,schütteln::V,друсам,agitar
1147,schütteln::V,друсам,sacsejar
1148,schwenken::V,размахам,agitar
1149,schütten::V,сипя,abocar
1150,füllen::V,напълня,omplir
1151,einwickeln::V,увия,embolicar
1152,einwickeln::V,завия,embolicar
1153,tragen::V,нося,dur
1154,tragen::V,нося,portar
1155,schleppen::V,влача,arrossegar
1156,ziehen::V,тегля,tirar
1157,ziehen::V,тегля,estirar
1158,ziehen::V,дръпна,tirar
1159,ziehen::V,дръпна,estirar
1160,aufbewahren::V,съхраня,conservar
1161,werfen::V,хвърля,llançar
1162,fangen::V,ловя,agafar
1163,fangen::V,ловя,atrapar
1164,fangen::V,уловя,agafar
1165,fangen::V,уловя,atrapar
1166,packen::V,хвана,engrapar
1167,verstecken::V,крия,amagar
1168,verstecken::V,скрия,amagar
1169,teilen::V,разделя,dividir
1170,schicken::V,изпращам,enviar
1171,bringen::V,донеса,portar
1172,hinzufügen::V,прибавя,afegir
1173,bekommen::V,сдобия се,obtenir
1174,erhalten::V,получа,rebre
1175,nehmen::V,взема,prendre
1176,wählen::V,избирам,triar
1177,wählen::V,избирам,elegir
1178,auswählen::V,избера,escollir
1179,auswählen::V,избера,seleccionar
1180,bewahren::V,пазя,conservar
1181,behindern::V,преча,impedir
1182,behindern::V,преча,obstaculitzar
1183,behindern::V,спъвам,impedir
1184,behindern::V,спъвам,obstaculitzar
1185,verderben::V,разваля,espatllar
1186,beschädigen::V,повредя,danyar
1187,beschädigen::V,повредя,destrossar
1188,zerbrechen::V,счупя,trencar
1189,zerreißen::V,скъсам,estripar
1190,zerstören::V,разруша,destruir
1191,verbrennen::V,изгоря,cremar
1192,geben::V,дам,donar
1193,reichen::V,подам,passar
1194,schenken::V,подаря,regalar
1195,versprechen::V,обещая,prometre
1196,wünschen::V,желая,desitjar
1197,loben::V,хваля,elogiar
1198,küssen::V,целувам,fer un petó a
1199,wiegen::V,люлея,bressolar
1200,zudecken::V,покрия,tapar
1201,zudecken::V,покрия,cobrir
1202,wecken::V,събудя,despertar
1203,zeigen::V,покажа,mostrar
1204,zeigen::V,покажа,ensenyar
1205,führen::V,водя,guiar
1206,führen::V,водя,conduir
1207,führen::V,заведа,guiar
1208,führen::V,заведа,conduir
1209,lehren::V,уча,ensenyar
1210,unterrichten::V,преподавам,ensenyar
1211,aufziehen::V,отгледам,criar
1212,leiten::V,ръководя,dirigir
1213,leiten::V,управлявам,dirigir
1214,antreiben::V,подкарвам,impel·lir
1215,lassen::V,накарам,fer
1216,einladen::V,поканя,invitar
1217,einladen::V,поканя,convidar
1218,vereinigen::V,съединя,unir
1219,besuchen::V,посетя,visitar
1220,besuchen::V,посетя,anar a veure
1221,treffen::V,срещна,trobar
1222,sich versammeln::V,събера се,reunir-se
1223,spielen::V,играя,jugar
1224,singen::V,пея,cantār
1225,tanzen::V,танцувам,ballar
1226,sich trennen::V,разделя се,separar-se
1227,verlassen::V,напусна,deixar
1228,verlassen::V,напусна,abandonar
1229,retten::V,спася,salvar
1230,bewachen::V,охранявам,vigilar
1231,schützen::V,запазя,protegir
1232,verteidigen::V,защитя,defensar
1233,sich schlagen::V,бия се,barallar-se
1234,schießen::V,стрелям,tirar
1235,schießen::V,стрелям,disparar
1236,siegen::V,победя,vèncer
1237,ärgern::V,ядосам,enfadar
1238,schlagen::V,бия,pegar
1239,schlagen::V,бия,colpejar
1240,schlagen::V,ударя,pegar
1241,schlagen::V,ударя,colpejar
1242,treten::V,ритам,donar un cop de peu a
1243,stechen::V,бодна,punxar
1244,stechen::V,бодна,apunyalar
1245,stoßen::V,бутна,empènyer
1246,stoßen::V,блъсна,empènyer
1247,stören::V,смутя,molestar
1248,belästigen::V,отегча,importunar
1249,belästigen::V,безпокоя,importunar
1250,verbergen::V,скрия,amagar
1251,verbergen::V,скрия,ocultar
1252,täuschen::V,измамя,enganyar
1253,betrügen::V,измамя,estafar
1254,töten::V,убия,matar
1255,töten::V,умъртвя,matar
1256,wohnen::V,живея,vīure
1257,wohnen::V,живея,habitar
1258,arbeiten::V,работя,treballar
1259,sammeln::V,събера,col·leccionar
1260,pflücken::V,бера,collir
1261,pflücken::V,откъсна,collir
1262,jagen::V,ловувам,caçar
1263,fischen::V,ловя риба,pescar
1264,fassen::V,хвана,atrapar
1265,hüten::V,пазя,pasturar
1266,treiben::V,карам,arriar
1267,anbinden::V,завържа,lligar
1268,füttern::V,храня,donar menjar a
1269,melken::V,доя,munyir
1270,hacken::V,сека,picar
1271,hacken::V,сека,tallar
1272,gießen::V,полея,regar
1273,reifen::V,узрея,madurar
1274,zubereiten::V,приготвя,preparar
1275,kochen::V,варя,coure
1276,backen::V,пека,coure al forn
1277,braten::V,пържа,rostir
1278,umrühren::V,разбъркам,remenar
1279,stricken::V,плета,tricotar
1280,stricken::V,плета,fer punt de mitja
1281,nähen::V,шия,cosir
1282,färben::V,боядисам,tenyir
1283,reinigen::V,почистя,netejar
1284,waschen::V,мия,rentār
1285,waschen::V,пера,rentār
1286,abwischen::V,избърша,eixugar
1287,spülen::V,плакна,esbandir
1288,fegen::V,измета,escombrar
1289,kehren::V,мета,escombrar
1290,baden::V,къпя се,banyar-se
1291,sich waschen::V,мия се,rentār-se
1292,ausziehen::V,съблека,treure's
1293,anziehen::V,облека,posar-se
1294,sich anziehen::V,облека се,vestir-se
1295,kämmen::V,реша,pentinar
1296,kämmen::V,вчеша,pentinar
1297,schmücken::V,накича,adornar
1298,sagen::V,кажа,dir
1299,sprechen::V,говоря,parlar
1300,reden::V,говоря,parlar
1301,sich unterhalten::V,разговарям,conversar
1302,fragen::V,запитам,preguntar
1303,bitten::V,моля,demanar
1304,erzählen::V,разкажа,contar
1305,erzählen::V,разкажа,explicar
1306,mitteilen::V,съобщя,comunicar
1307,nennen::V,нарека,nomenar
1308,rufen::V,викам,cridar
1309,rufen::V,повикам,cridar
1310,prahlen::V,хваля се,lloar-se
1311,prahlen::V,хваля се,jactar-se
1312,übersetzen::V,преведа,traduir
1313,denken::V,мисля,pensar
1314,glauben::V,вярвам,creure
1315,bemerken::V,забележа,notar
1316,erkennen::V,позная,reconèixer
1317,begreifen::V,схвана,comprendre
1318,verstehen::V,разбера,entendre
1319,lernen::V,уча се,aprendre
1320,wissen::V,зная,saber
1321,sich erinnern an::V,спомня си за,recordar
1322,vergessen::V,забравя,oblidar
1323,messen::V,меря,mesurar
1324,zählen::V,броя,comptar
1325,rechnen::V,сметна,calcular
1326,lesen::V,чета,llegir
1327,malen::V,рисувам,pintar
1328,zeichnen::V,рисувам,dibuixar
1329,schreiben::V,пиша,escrīure
1330,besitzen::V,имам,posseir
1331,besitzen::V,притежавам,posseir
1332,kaufen::V,купя,comprar
1333,kaufen::V,купувам,comprar
1334,verkaufen::V,продам,vendre
1335,bezahlen::V,заплатя,pagar
1336,zahlen::V,платя,pagar per
1337,beherrschen::V,владея,dominar
1338,ertragen::V,понеса,aguantar
1339,Platte::N,,placa
1340,Stütze::N,,suport
1341,stehlen::V,,robar
