,Concept_ID,hi,hy
57,Fingernagel::N,नख,եղունգ
58,Fingernagel::N,नाख़ून,եղունգ
59,Nagel[Anatomie]::N,नख,եղունգ
60,Nagel[Anatomie]::N,नाख़ून,եղունգ
61,Zeh::N,उँगली,ոտքի մատ
62,Zeh::N,पाँव की उँगली,ոտքի մատ
63,Fuß::N,चरण,ոտք
64,Fuß::N,पाँव,ոտք
65,Ferse::N,एड़ी,գարշապար
66,Knie::N,जानु,ծունկ
67,Knie::N,घुटना,ծունկ
68,Oberschenkel::N,उरु,ազդր
69,Bein::N,टाँग,ոտք
70,Körper::N,तन,մարմին
71,Körper::N,देह,մարմին
72,Körper::N,शरीर,մարմին
73,Haut::N,चर्म,մաշկ
74,Haut::N,त्वचा,մաշկ
75,Blut::N,लहू,արյուն
76,Blut::N,ख़ून,արյուն
77,Ader::N,रग,երակ
78,Ader::N,शिरा,երակ
79,Sehne::N,कंडरा,ջիղ
80,Sehne::N,कंडरा,ձգտան
81,Sehne::N,स्नायु,ջիղ
82,Sehne::N,स्नायु,ձգտան
83,Knochen::N,अस्थि,ոսկոր
84,Gehirn::N,दिमाग़,խելք
85,Gehirn::N,मस्तिष्क,խելք
86,Herz::N,दिल,սիրտ
87,Herz::N,हृदय,սիրտ
88,Magen::N,मेदा,ստամոքս
89,Magen::N,अमाशय,ստամոքս
90,Leber::N,जिगर,լյարդ
91,Leber::N,यकृत्,լյարդ
92,Atem::N,दम,շունչ
93,Atem::N,साँस,շունչ
94,Atem::N,श्वास,շունչ
95,Hunger::N,भूख,քաղց
96,Hunger::N,क्षुधा,քաղց
97,Träne::N,आँसू,արտասուք
98,Träne::N,अश्रु,արտասուք
99,Geschmack::N,स्वाद,համ
100,Geschmack::N,स्वाद,բուրմունք
101,Geschmack::N,ज़ायक़ा,համ
102,Geschmack::N,ज़ायक़ा,բուրմունք
103,Geruch::N,बू,հոտ
104,Geruch::N,बू,բուրում
105,Geruch::N,गंध,հոտ
106,Geruch::N,गंध,բուրում
107,Schlaf::N,नींद,քուն
108,Schlaf::N,निद्रा,քուն
109,Traum::N,सपना,երազ
110,Traum::N,स्वप्न,երազ
111,Himmel::N,आकाश,երկինք
112,Himmel::N,आसमान,երկինք
113,Sonne::N,रवि,արեւ
114,Sonne::N,सूरज,արեւ
115,Sonne::N,सूर्य,արեւ
116,Mond::N,चाँद,լուսին
117,Mond::N,चंद्र,լուսին
118,Stern::N,तारा,աստղ
119,Stern::N,सितारा,աստղ
120,Luft::N,हवा,օդ
121,Luft::N,वायु,օդ
122,Wind::N,पाद,քամի
123,Welle::N,लहर,ալիք
124,Welle::N,तरंग,ալիք
125,Wasser::N,जल,ջուր
126,Wasser::N,पानी,ջուր
127,Stein::N,पत्थर,քար
128,Boden::N,मिट्टी,գետին
129,Erde::N,भूमि,հող
130,Erde::N,ज़मीन,հող
131,Staub::N,धूल,փոշի
132,Rauch::N,धूआँ,ծուխ
133,Rauch::N,धुम्र,ծուխ
134,Funke::N,चिनगारी,կայծ
135,Funke::N,स्फुलिंग,կայծ
136,Feuer::N,आग,կրակ
137,Feuer::N,आग,հրդեհ
138,Feuer::N,आतिश,կրակ
139,Feuer::N,आतिश,հրդեհ
140,Feuer::N,अग्नि,կրակ
141,Feuer::N,अग्नि,հրդեհ
142,Licht::N,रोशनी,լույս
143,Licht::N,प्रकाश,լույս
144,Schatten::N,छाया,ստվեր
145,Schatten::N,परछाई,ստվեր
146,Wetter::N,ऋतु,եղանակ
147,Wetter::N,मौसम,եղանակ
148,Nebel::N,धुँध,մեգ
149,Nebel::N,धुँध,մառախուղ
150,Nebel::N,कुहरा,մեգ
151,Nebel::N,कुहरा,մառախուղ
152,Wolke::N,मेघ,ամպ
153,Wolke::N,अभ्र,ամպ
154,Regen::N,मेंह,անձրև
155,Regen::N,बारिश,անձրև
156,Schnee::N,हिम,ձյուն
157,Schnee::N,बर्फ़,ձյուն
158,Eis::N,हिम,սառույց
159,Eis::N,बर्फ़,սառույց
160,Frost::N,ठंड,սառնամանիք
161,Kälte::N,सर्दी,դող
162,Kälte::N,शीतलता,դող
163,Hitze::N,ताप,շոգ
164,Hitze::N,गरमी,շոգ
165,Raureif::N,पाला,ցօղեղեամ
166,Regenbogen::N,इंद्र-धनुष,ծիածան
167,Donner::N,गरज,որոտ
168,Donner::N,मेघ-गर्जन,որոտ
169,Strömung::N,बहाव,հոսանք
170,Strömung::N,प्रवाह,հոսանք
171,Tropfen::N,बूँद,կաթիլ
172,Schaum::N,झाग,փրփուր
173,Schmutz::N,गंद,կեղտ
174,Schmutz::N,कीचड़,կեղտ
175,See::N,झील,լիճ
176,See::N,सरोवर,լիճ
177,Sumpf::N,दलदल,ճահիճ
178,Sumpf::N,धँसान,ճահիճ
179,Moor::N,झाबर,ճահիճ
180,Moor::N,धँसान,ճահիճ
181,Wiese::N,घास-स्थल,մարգագետին
182,Wald::N,जंगल,անտառ
183,Hügel::N,टीला,բլուր
184,Hügel::N,पहाड़,բլուր
185,Anhöhe::N,टीला,բարձունք
186,Anhöhe::N,पहाड़ी,բարձունք
187,Berg::N,पहाड़,լեռ
188,Gipfel::N,शिखर,գագաթ
189,Gipfel::N,शिखर,կատար
190,Höhle::N,गुहा,քարայր
191,Höhle::N,गुफ़ा,քարայր
192,Abhang::N,ढाल,լանջ
193,Abhang::N,ढाल,զառիվայր
194,Abhang::N,ढलान,լանջ
195,Abhang::N,ढलान,զառիվայր
196,Quelle::N,चश्मा,աղբյուր
197,Bach::N,सोता,վտակ
198,Bach::N,नदिका,վտակ
199,Fluss::N,नदी,գետ
200,Fluss::N,सरिता,գետ
201,Ufer::N,तट,ծովափ
202,Ufer::N,किनारा,ծովափ
203,Küste::N,समुद्र-तट,ափ
204,Küste::N,समुद्र-तट,ծովափ
205,Festland::N,महाद्वीप,ցամաք
206,Meer::N,सागर,ծով
207,Meer::N,समुद्र,ծով
208,Bucht::N,खाड़ी,հաչիւն
209,Insel::N,टापू,վղզի
210,Insel::N,द्वीप,վղզի
211,Blume::N,फूल,ծաղիկ
212,Blume::N,पुष्प,ծաղիկ
213,Gras::N,घास,խոտ
214,Wurzel::N,मूल,արմատ
215,Baum::N,पेड़,ծառ
216,Baum::N,वृक्ष,ծառ
217,Stamm::N,धड़,իրան
218,Rinde::N,छाल,կեղեւ
219,Rinde::N,छाल,հաչոց
220,Rinde::N,वल्कल,կեղեւ
221,Rinde::N,वल्कल,հաչոց
222,Ast::N,डाल,ճյուղ
223,Ast::N,शाखा,ճյուղ
224,Zweig::N,टहनी,ճյուղ
225,Blatt::N,पत्र,տերեւ
226,Blatt::N,पत्ता,տերեւ
227,Birke::N,भूर्ज,ցարասի
228,Kiefer[Baum]::N,पाइन-वृक्ष,սոճի
229,Weide[Baum]::N,बेंत,ուռենի
230,Tanne::N,फ़र,եղեւին
231,Horn::N,सींग,
232,Horn::N,विषाण,
233,Feder::N,पर,փետուր
234,Feder::N,पंख,փետուր
235,Fell::N,खाल,մորթի
236,Fell::N,पशु-चर्म,մորթի
237,Flügel::N,पंख,թեւ
238,Flügel::N,डैना,թեւ
239,Klaue::N,पंजा,չանչ
240,Kralle::N,पंजा,ճանկ
241,Kralle::N,नाख़ून,ճանկ
242,Schwanz::N,पूँछ,պոչ
243,Ei::N,अंडा,ձու
244,Nest::N,नीड़,բույն
245,Nest::N,घोंसला,բույն
246,Bau::N,बिल,որջ
247,Bau::N,बिल,բայոց
248,Bau::N,माँद,որջ
249,Bau::N,माँद,բայոց
250,Tier::N,पशु,կենդանի
251,Tier::N,जानवर,կենդանի
252,Herde::N,गल्ला,հոտ
253,Kuh::N,गौ,կով
254,Kuh::N,गाय,կով
255,Bulle::N,साँड़,ցուլ
256,Pferd::N,अश्व,ձի
257,Pferd::N,घोड़ा,ձի
258,Schaf::N,भेड़,ոչխար
259,Schwein::N,शूकर,խոզ
260,Hund::N,श्वान,շուն
261,Hund::N,कुत्ता,շուն
262,Katze::N,बिल्ली,կատու
263,Bär::N,रीछ,արջ
264,Bär::N,भालू,արջ
265,Eichhörnchen::N,गिलहरी,սկյուռ
266,Elch::N,एल्क,հիւսիսային եղջերու
267,Fuchs::N,लोमड़ी,աղվես
268,Hase::N,खरहा,նապաստակ
269,Hase::N,ख़रगोश,նապաստակ
270,Maus::N,मूष,մուկ
271,Maus::N,चूहा,մուկ
272,Wolf::N,वृक,գայլ
273,Wolf::N,भेड़िया,գայլ
274,Vogel::N,पक्षी,թռչուն
275,Vogel::N,चिड़िया,թռչուն
276,Schwarm::N,झुंड,երամ
277,Huhn::N,मुर्ग़ी,հավ
278,Hahn::N,मुर्ग़ा,աքաղաղ
279,Gans::N,हंस,սագ
280,Gans::N,हंसिनी,սագ
281,Adler::N,उक़ाब,արծիվ
282,Ente::N,बतख़,բադ
283,Ente::N,बत्तक,բադ
284,Eule::N,उल्लू,բու
285,Kranich::N,सारस,կռունկ
286,Kranich::N,क्रौंंच,կռունկ
287,Krähe::N,काक,ագռավ
288,Kuckuck::N,कोयल,կուկու
289,Kuckuck::N,कोकिल,կուկու
290,Schwan::N,हंस,կարապ
291,Schwan::N,मराल,կարապ
292,Fisch::N,मछली,ձուկ
293,Fisch::N,मत्स्य,ձուկ
294,Barsch::N,पर्च,պերկես
295,Hecht::N,पाइक,գայլաձուկ
296,Schlange[Tier]::N,सर्प,օձ
297,Wurm::N,कृमि,որդ
298,Wurm::N,कृमि,ճիճու
299,Wurm::N,कीड़ा,որդ
300,Wurm::N,कीड़ा,ճիճու
301,Spinne::N,लूता,սարդ
302,Spinne::N,मकड़ी,սարդ
303,Ameise::N,चींटी,միջյուն
304,Laus::N,जूँ,ոջիլ
305,Mücke::N,डाँस,մժղուկ
306,Fliege::N,मक्खी,ճանճ
307,Fliege::N,मक्षिका,ճանճ
308,Schmetterling::N,तितली,թիթեռ
309,Beere::N,बेरी,հատապտուղ
310,Apfel::N,सेब,խնձոր
311,Pilz::N,खुंबी,սունկ
312,Zwiebel::N,प्याज़,սոխ
313,Saat::N,बीज,սերմ
314,Korn::N,दाना,հատիկ
315,Heu::N,मूखी घास,խոտ
316,Schale::N,बकला,կեղեւ
317,Schale::N,छिलका,կեղեւ
318,Grube::N,गड्ढा,փոս
319,Falle::N,जाल,ծուղակ
320,Falle::N,फँदा,ծուղակ
321,Schlinge::N,फँदा,խեղդան
322,Spur::N,सुराग़,հետք
323,Spur::N,पद-चिह्न,հետք
324,Asche::N,राख,մոխիր
325,Dreck::N,मैल,աղտ
326,Dreck::N,गंदगी,աղտ
327,Eisen::N,लोहा,երկաթ
328,Gold::N,सोना,ոսկի
329,Gold::N,स्वर्ण,ոսկի
330,Silber::N,रजत,արծաթ
331,Silber::N,चाँदी,արծաթ
332,Kohle::N,कोयला,քարածուխ
333,Glas::N,काँच,ապակի
334,Lehm::N,चिकनी मिट्टी,կավ
335,Sand::N,रेत,ավազ
336,Sand::N,बालू,ավազ
337,Mensch::N,मानव,մարդ
338,Mensch::N,इनसान,մարդ
339,Mensch::N,मनुष्य,մարդ
340,Mann::N,आदमी,մարդ
341,Mann::N,आदमी,տղամարդ
342,Mann::N,पुरुष,մարդ
343,Mann::N,पुरुष,տղամարդ
344,Frau::N,औरत,կին
345,Frau::N,महिला,կին
346,Frau::N,स्त्री,կին
347,Kind::N,बाल,զավակ
348,Kind::N,बच्चा,զավակ
349,Junge::N,लड़का,տղա
350,Mädchen::N,लड़की,աղջիկ
351,Mädchen::N,कुमारी,աղջիկ
352,Familie::N,परिवार,ընտանիք
353,Großvater::N,दादा,պապ
354,Großmutter::N,नानी,տատ
355,Eltern::N,माँ-बाप,ծնողներ
356,Eltern::N,माता-पिता,ծնողներ
357,Vater::N,बाप,հայր
358,Vater::N,पिता,հայր
359,Mutter::N,माँ,մայր
360,Mutter::N,माता,մայր
361,Sohn::N,बेटा,որդի
362,Sohn::N,पुत्र,որդի
363,Tochter::N,बेटी,աղջիկ
364,Tochter::N,बेटी,դուստր
365,Tochter::N,पुत्री,աղջիկ
366,Tochter::N,पुत्री,դուստր
367,Bruder::N,भाई,եղբայր
368,Bruder::N,भ्राता,եղբայր
369,Schwester::N,बहन,քույր
370,Schwester::N,भगिनी,քույր
371,Onkel::N,ताऊ,քեռի
372,Onkel::N,ताऊ,հորեղբայր
373,Onkel::N,काका,քեռի
374,Onkel::N,काका,հորեղբայր
375,Tante::N,बूआ,մորաքույր
376,Tante::N,फूफी,մորաքույր
377,Tante::N,ख़ाला,մորաքույր
378,Ehemann::N,पति,մարդ
379,Ehemann::N,पति,ամուսին
380,Ehemann::N,शौहर,մարդ
381,Ehemann::N,शौहर,ամուսին
382,Ehefrau::N,बीवी,կին ամուսին
383,Freude::N,आनंद,ուրախություն
384,Freude::N,प्रसन्नता,ուրախություն
385,Gelächter::N,हँसी,ծիծաղ
386,Gelächter::N,क़हक़हा,ծիծաղ
387,Glück::N,आनंद,երջանկություն
388,Glück::N,ख़ुशी,երջանկություն
389,Kummer::N,शोक,վիշտ
390,Kummer::N,दुःख,վիշտ
391,Wunsch::N,इच्छा,ցանկություն
392,Wunsch::N,अभिलाषा,ցանկություն
393,Lust::N,चाह,փափագ
394,Lust::N,चाह,իղձ
395,Lust::N,कामना,փափագ
396,Lust::N,कामना,իղձ
397,Geist::N,जान,ոգի
398,Geist::N,प्राण,ոգի
399,Gedanke::N,विचार,միտք
400,Gedächtnis::N,याददाश्त,հիշողություն
401,Gedächtnis::N,स्मरण-शक्ति,հիշողություն
402,Verstand::N,समझ,խելք
403,Verstand::N,अक़्ल,խելք
404,Verstand::N,बुद्धि,խելք
405,Sinn::N,अर्थ,իմաստ
406,Grund::N,वजह,պատճառ
407,Grund::N,कारण,պատճառ
408,Wahrheit::N,सत्य,ճշմարտություն
409,Wahrheit::N,सच्चाई,ճշմարտություն
410,Gespräch::N,चर्चा,զրույց
411,Gespräch::N,वार्ता,զրույց
412,Gespräch::N,बात-चीत,զրույց
413,Märchen::N,क़िस्सा,պայիկի պատմություն
414,Erzählung::N,कथा,պատմվածք
415,Erzählung::N,कथा,պատմություն
416,Erzählung::N,कहानी,պատմվածք
417,Erzählung::N,कहानी,պատմություն
418,Nachricht::N,सूचना,հաղորդագրություն
419,Nachricht::N,समाचार,հաղորդագրություն
420,Neuigkeit::N,ख़बर,լուր
421,Neuigkeit::N,ख़बर,նորություն
422,Neuigkeit::N,समाचार,լուր
423,Neuigkeit::N,समाचार,նորություն
424,Name::N,नाम,անուն
425,Rätsel::N,पहेली,բարդ խնդիր
426,Rede::N,वचन,ճառ
427,Rede::N,वचन,ելույթ
428,Rede::N,भाषण,ճառ
429,Rede::N,भाषण,ելույթ
430,Sprache::N,भाषा,լեզու
431,Sprache::N,ज़बान,լեզու
432,Stimme::N,स्वर,ձայն
433,Stimme::N,आवाज़,ձայն
434,Wort::N,शब्द,բառ
435,Wort::N,लफ़्ज़,բառ
436,Zeichen::N,निशान,նշան
437,Ruf::N,पुकार,կոչ
438,Ruf::N,पुकार,կանչ
439,Ruf::N,आह्वान,կոչ
440,Ruf::N,आह्वान,կանչ
441,Lärm::N,शोर,աղմուկ
442,Lärm::N,हुल्लड़,աղմուկ
443,Laut::N,स्वर,հնչյուն
444,Laut::N,स्वर,ձայն
445,Laut::N,ध्वनि,հնչյուն
446,Laut::N,ध्वनि,ձայն
447,Ton::N,सुर,տոն
448,Ton::N,स्वर,տոն
449,Lied::N,गीत,երգ
450,Ruhe::N,आराम,անդորրություն
451,Ruhe::N,ख़ामोशी,անդորրություն
452,Leute::N,लोग,մարդիկ
453,Volk::N,क़ौम,ազգ
454,Volk::N,प्रजा,ազգ
455,Arbeit::N,काम,գործ
456,Arbeit::N,काम,աշխատանք
457,Gast::N,अतिथि,հյուր
458,Gast::N,मेहमान,հյուր
459,Geschenk::N,उपहार,նվեր
460,Geschenk::N,तोहफ़ा,նվեր
461,Spiel::N,खेल,խաղ
462,Spiel::N,क्रीड़ा,խաղ
463,Gesellschaft::N,साथ,ընկերություն
464,Hilfe::N,मदद,օգնությթուն
465,Hilfe::N,सहायता,օգնությթուն
466,Freund::N,मित्र,ընկեր
467,Freund::N,मित्र,բարեկամ
468,Kamerad::N,साथी,ուղեկից
469,Kamerad::N,कामरेड,ուղեկից
470,Angelegenheit::N,बात,բան
471,Angelegenheit::N,बात,գործ
472,Angelegenheit::N,मामला,բան
473,Angelegenheit::N,मामला,գործ
474,Anzahl::N,तादाद,քանակ
475,Anzahl::N,तादाद,գումար
476,Anzahl::N,संख्या,քանակ
477,Anzahl::N,संख्या,գումար
478,Art::N,तरह,տեսակ
479,Art::N,क़िस्म,տեսակ
480,Stück::N,फाँक,կտոր
481,Stück::N,टुकड़ा,կտոր
482,Teil::N,भाग,մաս
483,Teil::N,हिस्सा,մաս
484,Hälfte::N,अर्धभाग,կես
485,Kreis::N,चक्कर,շիջանակ
486,Kreuz::N,सलीब,խաչ
487,Kreuz::N,क्रूस,խաչ
488,Linie::N,लाइन,գիծ
489,Strich::N,लकीर,գիծ
490,Abstand::N,अंतर,անջրպետ
491,Abstand::N,फ़ासला,անջրպետ
492,Entfernung::N,दूरी,հեռավորություն
493,Entfernung::N,फ़ासला,հեռավորություն
494,Gegend::N,इलाक़ा,շրջան
495,Platz::N,जगह,տարածություն
496,Platz::N,स्थान,տարածություն
497,Ort::N,स्थल,տեղ
498,Ort::N,स्थल,վայր
499,Ort::N,स्थान,տեղ
500,Ort::N,स्थान,վայր
501,Seite::N,ओर,կողմ
502,Seite::N,तरफ़,կողմ
503,Mitte::N,बीच,մեջտեղ
504,Mitte::N,मध्य,մեջտեղ
505,Gegenstand::N,चीज़,առարկա
506,Gegenstand::N,पदार्थ,առարկա
507,Sache::N,चीज़,բան
508,Sache::N,वस्तु,բան
509,Rand::N,छोर,վերջք
510,Rand::N,उपांत,վերջք
511,Kante::N,कोर,եզր
512,Kante::N,किनारा,եզր
513,Ecke::N,कोना,անկյուն
514,Ecke::N,नुक्कड़,անկյուն
515,Spitze::N,नोक,ծայր
516,Ende::N,छोर,ծայր
517,Ende::N,सिरा,ծայր
518,Loch::N,छेद,անցք
519,Loch::N,सूराख़,անցք
520,Winkel::N,कोण,անկյուն
521,Winkel::N,कोना,անկյուն
522,Muster::N,नमूना,օրինակ
523,Muster::N,डिज़ाइन,օրինակ
524,Größe::N,परिमाण,մեծություն
525,Größe::N,विस्तार,մեծություն
526,Länge::N,लंबाई,երկարություն
527,Höhe::N,ऊँचाई,բարձրություն
528,Höhe::N,उच्चता,բարձրություն
529,Gewicht::N,भार,կշիռ
530,Gewicht::N,वज़न,կշիռ
531,Menge::N,मात्रा,քանակ
532,Haufen::N,ढेर,դեզ
533,Haufen::N,ढेर,կույտ
534,Haufen::N,अंबार,դեզ
535,Haufen::N,अंबार,կույտ
536,Reihe::N,क़तार,շարք
537,Reihe::N,क़तार,կարգ
538,Reihe::N,पंक्ति,շարք
539,Reihe::N,पंक्ति,կարգ
540,Boot::N,नाव,նավակ
541,Boot::N,नौका,նավակ
542,Ruder::N,चप्पू,թի
543,Ruder::N,चप्पू,թիակ
544,Schlitten::N,बर्फ़-गाड़ी,բալխիր
545,Ski::N,स्की,դահուկ
546,Lagerfeuer::N,अलाव,բացօդեայ կրակ
547,Lagerfeuer::N,कैंप-फ़ायर,բացօդեայ կրակ
548,Last::N,भार,բեռ
549,Gang::N,चाल,զբոսանք
550,Schritt::N,डग,քայլ
551,Schritt::N,क़दम,քայլ
552,Norden::N,उत्तर,հյուսիս
553,Süden::N,दक्खिन,հարավ
554,Westen::N,पश्चिम,արեւմուտք
555,Osten::N,पूरब,արեւելք
556,Holz::N,काठ,փայտ
557,Holz::N,काष्ठ,փայտ
558,Brett::N,पटरा,տախտակ
559,Brett::N,तख़्ता,տախտակ
560,Platte::N,फलक,թիթեղ
561,Platte::N,तख़्ता,թիթեղ
562,Stütze::N,टेक,նեցուկ
563,Stütze::N,थूनी,նեցուկ
564,Stange::N,छड़,ձող
565,Stange::N,बाँस,ձող
566,Stock::N,लाठी,փայտ
567,Stab::N,लग्गा,ցուպ
568,Stab::N,लग्गा,գավազան
569,Rohr::N,नल,խողովակ
570,Haus::N,घर,տուն
571,Haus::N,मकान,տուն
572,Heim::N,घर,տուն
573,Heim::N,गृह,տուն
574,Ofen::N,चूल्हा,վառարան
575,Fußboden::N,फ़र्श,հատակ
576,Tisch::N,मेज़,սեղան
577,Stuhl::N,कुरसी,աթոռ
578,Wiege::N,पालना,օրորոց
579,Wiege::N,हिंडोला,օրորոց
580,Bett::N,खाट,անկողին
581,Bett::N,पलंग,անկողին
582,Regal::N,शेल्फ़,դարակ
583,Kiste::N,पेटी,տուփ
584,Kiste::N,डिब्बा,տուփ
585,Fenster::N,खिड़की,պատուհան
586,Tür::N,द्वार,դուռ
587,Tür::N,दरवाज़ा,դուռ
588,Tor::N,फाटक,դարպաս
589,Zaun::N,बाड़ा,ցանկապատ
590,Dach::N,छत,տանիք
591,Dach::N,छत,կտուր
592,Dach::N,छप्पर,տանիք
593,Dach::N,छप्पर,կտուր
594,Leiter::N,सीढ़ी,սանդուղք
595,Besen::N,झाड़ू,ավել
596,Besen::N,बुहारी,ավել
597,Spaten::N,कुदाल,բահ
598,Schaufel::N,बेलचा,թի
599,Schaufel::N,फावड़ा,թի
600,Gabel::N,काँटा,պատառաքաղ
601,Löffel::N,चम्मच,գդալ
602,Messer::N,छुरा,դանակ
603,Messer::N,चाक़ू,դանակ
604,Nagel::N,कील,մեխ
605,Nagel::N,मेख़,մեխ
606,Netz::N,जाल,ցանց
607,Haken::N,अंकुश,կարթ
608,Griff::N,मूठ,կոթ
609,Griff::N,मूठ,բռնակ
610,Griff::N,हत्था,կոթ
611,Griff::N,हत्था,բռնակ
612,Schloss::N,ताला,կողպեք
613,Bild::N,चित्र,նկար
614,Bild::N,चित्र,պատկեր
615,Figur::N,मूर्ति,քանդակ
616,Figur::N,मूर्ति,պատկեր
617,Puppe::N,पुतली,տիկնիկ
618,Puppe::N,गुड़िया,տիկնիկ
619,Beutel::N,झोला,տոպրակ
620,Bündel::N,पुलिंदा,կապոց
621,Tasche::N,बेग,պայուսակ
622,Tasche::N,बस्ता,պայուսակ
623,Eimer::N,बाल्टी,դույլ
624,Deckel::N,ढक्कन,կափարիչ
625,Geschirr::N,बरतन-भाँड़े,ամանեղեն
626,Sack::N,बोरा,պարկ
627,Sack::N,बोरा,տոպրակ
628,Tasse::N,प्याला,թաս
629,Tasse::N,प्याला,գավաթ
630,Topf::N,देग़चा,անոթ
631,Kessel::N,देग़,կաթսա
632,Kessel::N,बटलोई,կաթսա
633,Essen::N,खाना,կերակուր
634,Nahrung::N,भोजन,ուտելիք
635,Speise::N,खाना,խորտիկ
636,Speise::N,खाना,կերակուր
637,Speise::N,व्यंजन,խորտիկ
638,Speise::N,व्यंजन,կերակուր
639,Fleisch::N,मांस,միս
640,Fleisch::N,गोश्त,միս
641,Getreide::N,अनाज,հացահատիկ
642,Brei::N,भरता,լանդակ
643,Brei::N,दलिया,լանդակ
644,Brot::N,रोटी,հաց
645,Scheibe::N,कतला,կտոր
646,Scheibe::N,कतला,պատառ
647,Fett::N,वसा,ճարպ
648,Fett::N,चरबी,ճարպ
649,Butter::N,मक्खन,կարագ
650,Öl::N,तेल,ձեթ
651,Salz::N,नमक,աղ
652,Suppe::N,सूप,սուպ
653,Suppe::N,सूप,ապուր
654,Suppe::N,शोरबा,սուպ
655,Suppe::N,शोरबा,ապուր
656,Honig::N,शहद,մեղր
657,Milch::N,दूध,կաթ
658,Tee::N,चाय,թեյ
659,Leder::N,चमड़ा,կաշի
660,Wolle::N,ऊन,բուրդ
661,Stoff::N,कपड़ा,գործվածք
662,Nadel::N,सूई,ասեղ
663,Faden::N,डोरा,թել
664,Knopf::N,बटन,կոճակ
665,Knopf::N,घुंडी,կոճակ
666,Knoten::N,गाँठ,հանգույց
667,Knoten::N,गुत्थी,հանգույց
668,Farbe::N,रंग,ներկ
669,Farbe::N,वर्ण,ներկ
670,Kleidung::N,पहनावा,հագուստ
671,Hemd::N,कुरता,վերնաշապիկ
672,Hemd::N,क़मीज़,վերնաշապիկ
673,Kragen::N,गरदनी,օձիք
674,Kragen::N,गरेबान,օձիք
675,Ärmel::N,आस्तीन,թեւք
676,Hose::N,पैंट,շալվար
677,Hose::N,पतलून,շալվար
678,Gürtel::N,पेटी,գոտի
679,Gürtel::N,मेखला,գոտի
680,Mütze::N,टोपी,կեպի
681,Schuh::N,जूता,կոշիկ
682,Stiefel::N,बूट,երկարաճիթ կոշիկ
683,Ring::N,अँगूठी,զնգալ
684,Band::N,पट्टी,ժապավեն
685,Kamm::N,कंघी,սանր
686,Spiegel::N,आईना,հայելի
687,Spiegel::N,दर्पण,հայելի
688,Riemen::N,तसमा,փոկ
689,Riemen::N,पट्टा,փոկ
690,Schnur::N,डोरी,լար
691,Schnur::N,सुतली,լար
692,Leine::N,रस्सी,փոկ
693,Decke::N,रज़ाई,վերմակ
694,Kissen::N,तकिया,բարձ
695,Kissen::N,गाद्दा,բարձ
696,Tuch::N,रूमाल,թաշկինակ
697,Tuch::N,वस्त्र,թաշկինակ
698,Handtuch::N,अँगोछा,սրբիչ
699,Kraft::N,ज़ोर,ուժ
700,Kraft::N,शक्ति,ուժ
701,Stärke::N,बल,պնդություն
702,Stärke::N,बल,ամրություն
703,Stärke::N,ताक़त,պնդություն
704,Stärke::N,ताक़त,ամրություն
705,Gesundheit::N,स्वास्थ्य,առողջություն
706,Gesundheit::N,तंदुरुस्ती,առողջություն
707,Krankheit::N,रोग,ախտ
