,Concept_ID,tr,kn
132,Stamm::N,gövde,ಕಾಂಡ
133,Rinde::N,kabuk,ತೂಗಟಿ
134,Ast::N,dal,ಶಾಖೆ
135,Ast::N,budak,ಶಾಖೆ
136,Zweig::N,dal,ರೆಂಬೆ
137,Blatt::N,yaprak,ಎಲೆ
138,Birke::N,huş,ಬರ್ಚ್ ಮರ
139,Kiefer[Baum]::N,çam,ದೇವದಾರು ಮರ
140,Weide[Baum]::N,söğüt,ವಿಲೋಮರ
141,Tanne::N,çam,ಭದ್ರದಾರು
142,Tanne::N,köknar,ಭದ್ರದಾರು
143,Horn::N,boynuz,ಕೊಂಬು
144,Feder::N,tüy,ಪುಕ್ಕ
145,Fell::N,post,ರೋಮ
146,Flügel::N,kanat,ರೆಕ್ಕೆ
147,Klaue::N,pençe,ಪಂಜ
148,Kralle::N,tırnak,ಉಗುರು
149,Schwanz::N,kuyruk,ಬಾಲ
150,Ei::N,yumurta,ಮೊಟ್ಟೆ
151,Nest::N,yuva,ಗೂಡು
152,Bau::N,in,ಅಡಗುದಾಣ
153,Tier::N,hayvan,ಪ್ರಾಣಿ
154,Herde::N,sürü,ಗುಂಪು
155,Kuh::N,inek,ಹಸು
156,Bulle::N,boğa,ಗೂಳಿ
157,Pferd::N,at,ಕುದುರೆ
158,Pferd::N,beygir,ಕುದುರೆ
159,Schaf::N,koyun,ಕುರಿ
160,Schwein::N,domuz,ಹಂದಿ
161,Hund::N,it,ನಾಯಿ
162,Hund::N,köpek,ನಾಯಿ
163,Katze::N,kedi,ಬೆಕ್ಕು
164,Bär::N,ayı,ಕರಡಿ
165,Eichhörnchen::N,sincap,ಉಡುತೆ
166,Elch::N,büyük kuzey geyiği,ಕಡವೆ
167,Fuchs::N,tilki,ನರಿ
168,Hase::N,tavşan,ಮೊಲ
169,Maus::N,fare,ಇಲಿ
170,Maus::N,sıçan,ಇಲಿ
171,Wolf::N,kurt,ತೋಳ
172,Vogel::N,kuş,ಪಕ್ಷಿ
173,Schwarm::N,sürü,ಗುಂಪು
174,Huhn::N,tavuk,ಚಿಕ್
175,Hahn::N,horoz,ಹುಂಜ
176,Gans::N,kaz,ವರಟೆ
177,Adler::N,kartal,ಗರುಡ
178,Adler::N,karakuş,ಗರುಡ
179,Ente::N,ördek,ಬಾತು
180,Eule::N,baykuş,ಗೂಬೆ
181,Kranich::N,turna,ಕೊಕ್ಕರ
182,Krähe::N,karga,ಕಾಗೆ
183,Kuckuck::N,guguk,ಕೋಗಿಲೆ
184,Schwan::N,kuğu,ಹಂಸಪಕ್ಷಿ
185,Fisch::N,balık,ಮೀನು
186,Barsch::N,hani,ಪರ್ಚ್ ಮೀನು
187,Barsch::N,levrek,ಪರ್ಚ್ ಮೀನು
188,Hecht::N,turnabalığı,ಪೈಕ್ ಮೀನು
189,Schlange[Tier]::N,yılan,ಹಾವು
190,Wurm::N,kurt,ಹುಳು
191,Wurm::N,solucan,ಹುಳು
192,Spinne::N,örümcek,ಊರ್ಣನಾಭ
193,Ameise::N,karınca,ಇರುವೆ
194,Laus::N,bit,ಹೇನು
195,Mücke::N,sivrisinek,ಸೊಳ್ಳೆ
196,Fliege::N,sinek,ನೊಣ
197,Schmetterling::N,kelebek,ಪತಂಗ
198,Beere::N,tane,ನಯವಣ್ಣು
199,Apfel::N,elma,ಸೇಬು
200,Pilz::N,mantar,ಅಣಬೆ
201,Zwiebel::N,soğan,ನೀರುಳ್ಳಿ
202,Saat::N,ekin,ಬಿತ್ತ
203,Korn::N,tane,ಬೀಜ
204,Heu::N,kuru ot,ಕರಡ
205,Schale::N,kabuk,ಹೊಟ್ಟು
206,Grube::N,çukur,ಗುಂಡಿ
207,Falle::N,tuzak,ಬೋನು
208,Schlinge::N,ilmik,ಉರುಲು
209,Spur::N,iz,ಜಾಡು
210,Asche::N,kül,ಬೂದಿ
211,Dreck::N,pislik,ಹೊಲಸು
212,Eisen::N,demir,ಕಬ್ಬಿಣ
213,Gold::N,altın,ಚಿನ್ನ
214,Silber::N,gümüş,ಬೆಳ್ಳಿ
215,Kohle::N,kömür,ಕಲ್ಲಿದ್ದಲು
216,Glas::N,cam,ಗಾಜು
217,Lehm::N,balçık,ಜೇಡಿಮಣ್ಣು
218,Sand::N,kum,ಮರಳು
219,Mensch::N,insan,ಪುರುಷ
220,Mann::N,adam,ಆಳು
221,Mann::N,erkek,ಆಳು
222,Frau::N,bayan,ಹೆಣ್ಣು
223,Kind::N,çocuk,ಮಗು
224,Junge::N,erkek çocuk,ಹುಡುಗ
225,Mädchen::N,kız,ಹುಡುಗಿ
226,Familie::N,aile,ಕುಟುಂಬ
227,Großvater::N,dede,ಅಜ್ಜ
228,Großvater::N,büyükbaba,ಅಜ್ಜ
229,Großmutter::N,nine,ಅಮ್ಮ
230,Großmutter::N,büyükanne,ಅಮ್ಮ
231,Eltern::N,ebeveyn,ಹೆತ್ತವರು
232,Eltern::N,ana baba,ಹೆತ್ತವರು
233,Vater::N,ata,ತಂದೆ
234,Vater::N,baba,ತಂದೆ
235,Mutter::N,ana,ಅಮ್ಮ
236,Mutter::N,anne,ಅಮ್ಮ
237,Sohn::N,oğul,ಮಗ 
238,Tochter::N,kız,ಮಗಳು
239,Tochter::N,kız evlât,ಮಗಳು
240,Bruder::N,abi,ತಮ್ಮ
241,Bruder::N,erkek kardeş,ತಮ್ಮ
242,Schwester::N,abla,ತಂಗಿ
243,Schwester::N,kız kardeş,ತಂಗಿ
244,Onkel::N,dayı,ಸೋದರಮಾವ
245,Onkel::N,dayı,ದೊಡ್ಡಪ್ಪ
246,Tante::N,hala,ಚಿಕ್ಕಮ್ಮ
247,Tante::N,teyze,ಚಿಕ್ಕಮ್ಮ
248,Ehemann::N,koca,ಗಂಡ
249,Ehefrau::N,karı,ಹೆಂಡತಿ
250,Freude::N,neşe,ನಲಿವು
251,Freude::N,sevinç,ನಲಿವು
252,Gelächter::N,gülme,ನಗೆ
253,Gelächter::N,kahkaha,ನಗೆ
254,Glück::N,mutluluk,ಆನಂದ
255,Kummer::N,dert,ದುಃಖ
256,Kummer::N,keder,ದುಃಖ
257,Wunsch::N,arzu,ಬಯಕೆ
258,Wunsch::N,istek,ಬಯಕೆ
259,Lust::N,arzu,ಇಷ್ಟ
260,Lust::N,heves,ಇಷ್ಟ
261,Geist::N,tin,ಆತ್ಮ
262,Gedanke::N,fikir,ಯೋಚನೆ
263,Gedanke::N,düşünce,ಯೋಚನೆ
264,Gedächtnis::N,bellek,ಸ್ಮರಣೆ
265,Verstand::N,zekâ,ಮನಸ್ಸು
266,Sinn::N,anlam,ಅರ್ಥ
267,Grund::N,sebep,ಕಾರಣ
268,Wahrheit::N,doğruluk,ಸತ್ಯ
269,Wahrheit::N,gerçeklik,ಸತ್ಯ
270,Gespräch::N,görüşme,ಸಂಭಾಷಣೆ
271,Märchen::N,masal,ಸುಳ್ಳು ಕಥೆ
272,Erzählung::N,öykü,ಕಥೆ
273,Erzählung::N,hikâye,ಕಥೆ
274,Nachricht::N,haber,ಸಂದೇಶ
275,Neuigkeit::N,haber,ಸುದ್ದಿ
276,Name::N,ad,ಹೆಸರು
277,Name::N,isim,ಹೆಸರು
278,Rätsel::N,bilmece,ಒಗಟು
279,Rede::N,söylev,ಮಾತು
280,Rede::N,konuşma,ಮಾತು
281,Sprache::N,dil,ಭಾಷೆ
282,Sprache::N,lisan,ಭಾಷೆ
283,Stimme::N,ses,ಧ್ವನಿ
284,Wort::N,kelime,ಮಾತು
285,Zeichen::N,işaret,ಗುರುತು
286,Ruf::N,çağırma,ಕೂಗು
287,Lärm::N,şamata,ಸದ್ದು
288,Lärm::N,gürültü,ಸದ್ದು
289,Laut::N,ses,ಶಬ್ದ
290,Ton::N,ses,ನಾದ
291,Lied::N,türkü,ಗಾನ
292,Ruhe::N,sakinlik,ಶಾಂತಿ
293,Leute::N,halk,ಮಂದಿ
294,Leute::N,insanlar,ಮಂದಿ
295,Volk::N,ulus,ಜನಾಂಗ
296,Volk::N,millet,ಜನಾಂಗ
297,Arbeit::N,iş,ಕೆಲಸ
298,Arbeit::N,çalışma,ಕೆಲಸ
299,Gast::N,konuk,ಅತಿಥಿ
300,Gast::N,misafir,ಅತಿಥಿ
301,Geschenk::N,hediye,ಕಾಣಿಕೆ
302,Geschenk::N,armağan,ಕಾಣಿಕೆ
303,Spiel::N,oyun,ಆಟ
304,Gesellschaft::N,çevre,ಸಂಗ
305,Gesellschaft::N,arkadaşlık,ಸಂಗ
306,Hilfe::N,yardım,ಸಹಾಯ
307,Freund::N,dost,ಸ್ನೇಹಿತ
308,Freund::N,arkadaş,ಸ್ನೇಹಿತ
309,Kamerad::N,arkadaş,ಜೊತೆಗಾರ
310,Angelegenheit::N,iş,ವಿಚಾರ
311,Angelegenheit::N,husus,ವಿಚಾರ
312,Anzahl::N,sayı,ಎಣಿಕೆ
313,Art::N,çeşit,ತರ
314,Stück::N,tane,ತುಂಡು
315,Stück::N,parça,ತುಂಡು
316,Teil::N,kısım,ಭಾಗ
317,Hälfte::N,yarı,ಅರ್ಧ
318,Kreis::N,daire,ವೃತ್ತ
319,Kreuz::N,haç,ಶಿಲುಬೆ
320,Linie::N,hat,ರೀಖೆ
321,Linie::N,çizgi,ರೀಖೆ
322,Strich::N,çizgi,ಗೀಟು
323,Abstand::N,aralık,ಅಂತರ
324,Entfernung::N,mesafe,ದೂರ
325,Entfernung::N,uzaklık,ದೂರ
326,Gegend::N,yöre,ವಿಸ್ತೀರ್ಣ
327,Platz::N,yer,ಅಂತರ
328,Ort::N,yer,ಸ್ಥಳ
329,Seite::N,yan,ಪಕ್ಷ
330,Seite::N,taraf,ಪಕ್ಷ
331,Mitte::N,orta,ನಡು
332,Mitte::N,merkez,ನಡು
333,Gegenstand::N,şey,ವಸ್ತು
334,Sache::N,iş,ವಸ್ತು
335,Sache::N,şey,ವಸ್ತು
336,Rand::N,kenar,ಅಂಚು
337,Kante::N,kenar,ಅಂಚು
338,Ecke::N,köşe,ಮೂಲೆ
339,Spitze::N,uç,ತುದಿ
340,Spitze::N,baş,ತುದಿ
341,Ende::N,uç,ಕೊನೆ
342,Loch::N,oyuk,ತೂತು
343,Loch::N,delik,ತೂತು
344,Winkel::N,köşe,ಕೋನ
345,Muster::N,örnek,ನಮೂನೆ
346,Größe::N,büyüklük,ಪ್ರಮಾಣ
347,Länge::N,uzunluk,ಉದ್ದ
348,Höhe::N,yükseklik,ಎತ್ತರ
349,Gewicht::N,ağırlık,ತೂಕ
350,Menge::N,miktar,ಮೊತ್ತ
351,Haufen::N,küme,ರಾಶಿ
352,Haufen::N,yığın,ರಾಶಿ
353,Reihe::N,sıra,ಸಾಲು
354,Boot::N,kayık,ದೋಣಿ
355,Boot::N,sandal,ದೋಣಿ
356,Ruder::N,kürek,ಹುಟ್ಟು
357,Schlitten::N,kızak,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
358,Ski::N,kayak,ಜಾರುಪಟ್ಟಿ
359,Lagerfeuer::N,kamp ateşi,ಶಿಬಿರಾಗ್ನಿ
360,Last::N,yük,ಹೊರೆ
361,Gang::N,gidiş,ತಿರುಗಾಟ
362,Gang::N,yürüyüş,ತಿರುಗಾಟ
363,Schritt::N,adım,ಹೆಜ್ಜೆ
364,Norden::N,kuzey,ಉತ್ತರ
365,Süden::N,güney,ದಕ್ಷಿಣ
366,Westen::N,batı,ಪಶ್ಚಿಮ
367,Osten::N,doğu,ಮೂಡಲು
368,Holz::N,ağaç,ಚೌಬೀನೆ
369,Holz::N,tahta,ಚೌಬೀನೆ
370,Brett::N,tahta,ಹಲಗೆ
371,Platte::N,levha,ಹಲಗೆ
372,Stütze::N,dayak,ಆಸರೆ
373,Stütze::N,destek,ಆಸರೆ
374,Stange::N,çubuk,ಕಂಬ
375,Stock::N,sopa,ಕೋಲು
376,Stock::N,değnek,ಕೋಲು
377,Stab::N,sırık,ದೊಣ್ಣೆ
378,Stab::N,baston,ದೊಣ್ಣೆ
379,Rohr::N,boru,ನಳಿಕೆ
380,Haus::N,ev,ಮನೆ
381,Heim::N,ev,ಗೃಹ
382,Heim::N,yurt,ಗೃಹ
383,Ofen::N,soba,ಒಲೆ
384,Fußboden::N,taban,ನೆಲ
385,Fußboden::N,döşeme,ನೆಲ
386,Tisch::N,masa,ಮೇಜು
387,Stuhl::N,iskemle,ಕುರ್ಚಿ
388,Stuhl::N,sandalye,ಕುರ್ಚಿ
389,Wiege::N,beşik,ತೊಟ್ಟಿಲು
390,Bett::N,yatak,ಹಾಸಿಗೆ
391,Regal::N,raf,ಬೀರು
392,Kiste::N,sandık,ಪಟ್ಟಿಗೆ
393,Fenster::N,pencere,ಕಿಟಕಿ
394,Tür::N,kapı,ಬಾಗಿಲು
395,Tor::N,kapı,ಹೆಬ್ಬಾಗಿಲು
396,Zaun::N,çit,ಬೇಲಿ
397,Dach::N,dam,ಮಾಳಿಗೆ
398,Dach::N,çatı,ಮಾಳಿಗೆ
399,Leiter::N,merdiven,ಏಣಿ
400,Besen::N,süpürge,ಪೊರಕೆ
401,Spaten::N,bel,ಗುದ್ದಲಿ
402,Schaufel::N,kürek,ಸನಿಕೆ
403,Gabel::N,çatal,ಕವಲು
404,Löffel::N,kaşık,ಚಮಚ
405,Messer::N,bıçak,ಚಾಕು
406,Nagel::N,çivi,ಆಣಿ
407,Netz::N,ağ,ಬಲೆ
408,Haken::N,çengel,ಕೊಂಡಿ
409,Griff::N,kulp,ಹಿಡಿ
410,Griff::N,tutamak,ಹಿಡಿ
411,Schloss::N,kilit,ವೀಗ
412,Bild::N,imaj,ಚಿತ್ರ
413,Bild::N,resim,ಚಿತ್ರ
414,Figur::N,şekil,ಆಕಾರ
415,Figur::N,heykel,ಆಕಾರ
416,Puppe::N,kukla,ಗೊಂಬೆ
417,Beutel::N,kese,ಸಂಚಿ
418,Beutel::N,torba,ಸಂಚಿ
419,Bündel::N,deste,ಕಟ್ಟು
420,Tasche::N,çanta,ಚೀಲ
421,Eimer::N,kova,ಬಾನೆ
422,Deckel::N,kapak,ಮುಚ್ಚಳ
423,Geschirr::N,kap kacak,ಭಕ್ಷ್ಯಗಳು
424,Sack::N,torba,ಮೂಟೆ
425,Tasse::N,fincan,ಬಟ್ಟಲು
426,Topf::N,tencere,ಮಡಕೆ
427,Kessel::N,kazan,ಕೆಟಲ್
428,Essen::N,yemek,ಊಟ
429,Nahrung::N,gıda,ಆಹಾರ
430,Nahrung::N,besin,ಆಹಾರ
431,Speise::N,yemek,ಊಟ
432,Fleisch::N,et,ಮಾಂಸ
433,Getreide::N,tahıl,ಧಾನ್ಯ
434,Getreide::N,hububat,ಧಾನ್ಯ
435,Brei::N,ezme,ಗಂಜಿ
436,Brot::N,ekmek,ರೊಟ್ಟಿ
437,Scheibe::N,dilim,ಹೋಳು
438,Fett::N,yağ,ಕೊಬ್ಬು
439,Butter::N,tereyağı,ಬೆಣ್ಣೆ
440,Öl::N,yağ,ಎಣ್ಣೆ
441,Öl::N,akar yağ,ಎಣ್ಣೆ
442,Salz::N,tuz,ಉಪ್ಪು
443,Suppe::N,çorba,ಎಸರು
444,Honig::N,bal,ಮಧು
445,Milch::N,süt,ಹಾಲು
446,Tee::N,çay,ಚಹ
447,Leder::N,deri,ಚಕ್ಕಳ
448,Leder::N,meşin,ಚಕ್ಕಳ
449,Wolle::N,yün,ಉಣ್ಣೆ
450,Stoff::N,kumaş,ಬಟ್ಟೆ
451,Nadel::N,iğne,ಸೂಜಿ
452,Faden::N,tire,ದಾರ
453,Faden::N,iplik,ದಾರ
454,Knopf::N,düğme,ಗುಂಡು
455,Knoten::N,düğüm,ಗಂಟು
456,Farbe::N,boya,ಬಣ್ಣ
457,Kleidung::N,giyim,ಅರಿವೆ
458,Hemd::N,gömlek,ಅಂಗಿ
459,Kragen::N,yaka,ಕುತ್ತಿಗೆಪಟ್ಟಿ
460,Ärmel::N,yen,ತೋಳು
461,Ärmel::N,elbise kolu,ತೋಳು
462,Hose::N,pantolon,ಇಜಾರ
463,Gürtel::N,kuşak,ಬೆಲ್ಟು
464,Mütze::N,bere,ಟೋಪಿ
465,Mütze::N,kasket,ಟೋಪಿ
466,Schuh::N,kundura,ಪಾದರಕ್ಷೆ
467,Schuh::N,ayakkabı,ಪಾದರಕ್ಷೆ
468,Stiefel::N,çizme,ಬೂಟು
469,Ring::N,yüzük,ಉಂಗುರ
470,Band::N,bağ,ರಿಬ್ಬನ್
471,Band::N,şerit,ರಿಬ್ಬನ್
472,Kamm::N,tarak,ಹಣಿಗೆ
473,Spiegel::N,ayna,ಕನ್ನಡಿ
474,Riemen::N,kayış,ಬಾರು
475,Schnur::N,ip,ಹುರಿ
476,Schnur::N,sicim,ಹುರಿ
477,Leine::N,kayış,ಹಗ್ಗ
478,Decke::N,örtü,ಕಂಬಳಿ
479,Decke::N,yorgan,ಕಂಬಳಿ
480,Kissen::N,yastık,ದಿಂಬು
481,Tuch::N,bez,ಕೊರಳ ಬಟ್ಟೆ
482,Handtuch::N,havlu,ಚೌಕ
483,Kraft::N,güç,ಬಲ
484,Kraft::N,kuvvet,ಬಲ
485,Stärke::N,kuvvet,ಶಕ್ತಿ
486,Gesundheit::N,sağlık,ಆರೋಗ್ಯ
487,Krankheit::N,hastalık,ರೋಗ
488,Schmerz::N,ağrı,ನೋವು
489,Schmerz::N,sancı,ನೋವು
490,Wunde::N,yara,ಗಾಯ
491,Fieber::N,ateş,ಜ್ವರ
492,Arznei::N,ilâç,ಔಷಧ
493,Brücke::N,köprü,ಸೇತುವೆ
494,Brunnen::N,kuyu,ಬಾವಿ
495,Brunnen::N,çeşme,ಬಾವಿ
496,Weide::N,otlak,ಗೋಮಾಳ
497,Pfad::N,patika,ದಾರಿ
498,Pfad::N,keçiyolu,ದಾರಿ
499,Weg::N,yol,ಹಾದಿ
500,Straße::N,yol,ರಸ್ತೆ
501,Straße::N,cadde,ರಸ್ತೆ
502,Dorf::N,köy,ಹಳ್ಳಿ
503,Stadt::N,kent,ಪಟ್ಟಣ
504,Stadt::N,şehir,ಪಟ್ಟಣ
505,Brief::N,mektup,ಕಾಗದ
506,Buch::N,kitap,ಪುಸ್ತಕ
507,Buchstabe::N,harf,ಅಕ್ಷರ
508,Zeitung::N,gazete,ವಾರ್ತಾಪತ್ರಿಕೆ
509,Leben::N,hayat,ಜೀವನ
510,Tod::N,ölüm,ಮರಣ
511,Grab::N,kabir,ಗೋರಿ
512,Kirche::N,kilise,ಚರ್ಚು
513,Sünde::N,günah,ಪಾಪ
514,Gott::N,tanrı,ದೇವರು
515,Arbeiter::N,işçi,ಕೆಲಸಗಾರ
516,Chef::N,şef,ದಣಿ
517,Chef::N,müdür,ದಣಿ
518,Meister::N,usta,ಶಿಕ್ಷಕ
519,Arzt::N,hekim,ವೈದ್ಯ
520,Arzt::N,doktor,ವೈದ್ಯ
521,Lehrer::N,hoca,ಉಪಾಧ್ಯಾಯ
522,Lehrer::N,öğretmen,ಉಪಾಧ್ಯಾಯ
523,Geld::N,para,ಹಣ
524,Geschäft::N,ticaret,ವಾಣಿಜ್ಯ
525,Laden::N,dükkân,ಅಂಗಡಿ
526,Preis::N,fiyat,ಬೆಲೆ
527,Ware::N,mal,ಸರಕು
528,Nutzen::N,fayda,ಲಾಭ
529,Reichtum::N,servet,ಸಂಪತ್ತು
530,Reichtum::N,zenginlik,ಸಂಪತ್ತು
531,Welt::N,dünya,ಭೂಲೋಕ
532,Land::N,ülke,ದೇಶ
533,Staat::N,devlet,ರಾಜ್ಯ
534,König::N,kral,ರಾಜ
535,Macht::N,kudret,ಅಧಿಕಾರ
536,Macht::N,iktidar,ಅಧಿಕಾರ
537,Grenze::N,had,ಗಡಿ
538,Grenze::N,sınır,ಗಡಿ
539,Krieg::N,savaş,ಯುದ್ಧ
540,Feind::N,düşman,ಶತ್ರು
541,Gewalt::N,zor,ಹಿಂಸೆ
542,Gewalt::N,cebir,ಹಿಂಸೆ
543,Kampf::N,savaş,ಹೋರಾಟ
544,Bogen[Waffe]::N,yay,ಬಿಲ್ಲು
545,Pfeil::N,ok,ಅಂಬು
546,Gewehr::N,tüfek,ಬಂದೂಕು
547,Fehler::N,hata,ತಪ್ಪು
548,Fehler::N,yanlış,ತಪ್ಪು
549,Lüge::N,yalan,ಸುಳ್ಳು
550,Schaden::N,zarar,ಹಾನಿ
551,Unglück::N,felâket,ಅಪಾಯ
552,Unglück::N,talihsizlik,ಅಪಾಯ
553,Schuld::N,suç,ದೋಷ
554,Schuld::N,kabahat,ದೋಷ
555,Alter::N,yaş,ಮುಪ್ಪು
556,Schluss::N,son,ಮುಕ್ತಾಯ
557,Zeit::N,zaman,ಕಾಲ
558,Tag::N,gün,ದಿನ
559,Morgen::N,sabah,ಮುಂಜಾನೆ
560,Mittag::N,öğle,ನಡುಹಗಲು
561,Abend::N,akşam,ಸಂಜೆ
562,Nacht::N,gece,ರಾತ್ರಿ
563,Woche::N,hafta,ವಾರ
564,Monat::N,ay,ತಿಂಗಳು
565,Jahr::N,yıl,ಸಂವತ್ಸರ
566,Jahr::N,sene,ಸಂವತ್ಸರ
567,Frühling::N,ilkbahar,ವಸಂತ
568,Sommer::N,yaz,ಬಿಸಿಲುಕಾಲ
569,Herbst::N,güz,ಶರತ್ಕಾಲ
570,Herbst::N,sonbahar,ಶರತ್ಕಾಲ
571,Winter::N,kış,ಚಳಿಗಾಲ
572,Januar::N,ocak,ನಾಲ್ಚಳಿ
573,Februar::N,şubat,ಅಯ್ಚಳಿ
