,Concept_ID,tr,os
0,Auge::N,göz,цӕст
1,Ohr::N,kulak,хъус
2,Nase::N,burun,фындз
3,Mund::N,ağız,дзых
4,Zahn::N,diş,дӕндаг
5,Zunge::N,dil,ӕвзаг
6,Lippe::N,dudak,был
7,Wange::N,yanak,рус
8,Wange::N,yanak,уадул
9,Wange::N,yanak,ӕхсӕрфарс
10,Gesicht::N,yüz,цӕсгом
11,Stirn::N,alın,ных
12,Haar::N,saç,хил
13,Schnurrbart::N,bıyık,рихи
14,Bart::N,sakal,зачъе
15,Kinn::N,çene,роцъо
16,Kiefer[Anatomie]::N,çene,ӕфсӕр
17,Kehle::N,boğaz,хъуыр
18,Hals::N,boyun,къубал
19,Hals::N,gerdan,къубал
20,Genick::N,ense,къӕбут
21,Kopf::N,baş,сӕр
22,Kopf::N,kafa,сӕр
23,Rücken::N,arka,фӕсонтӕ
24,Bauch::N,karın,гуыбын
25,Nabel::N,göbek,бикъ
26,Busen::N,koyun,дзидзи
27,Brust::N,göğüs,риу
28,Schulter::N,omuz,уӕхск
29,Arm::N,kol,цонг
30,Ellenbogen::N,dirsek,рæмбын
31,Hand::N,el,къух
32,Handfläche::N,avuç,армытъӕпӕн
33,Handfläche::N,el ayası,армытъӕпӕн
34,Finger::N,parmak,ӕнруылдз
35,Fingernagel::N,el tırnağı,ных
36,Nagel[Anatomie]::N,tırnak,ных
37,Zeh::N,ayak parmağı,къух
38,Fuß::N,ayak,фад
39,Ferse::N,topuk,зӕвӕт
40,Knie::N,diz,уӕраг
41,Oberschenkel::N,uyluk,агъд
42,Bein::N,bacak,зӕнг
43,Körper::N,vücut,буар
44,Haut::N,cilt,царм
45,Blut::N,kan,туг
46,Ader::N,damar,дадзин
47,Ader::N,damar,тугдадзин
48,Sehne::N,kiriş,хъиутæ
49,Sehne::N,kiriş,нуар
50,Knochen::N,kemik,стӕг
51,Gehirn::N,beyin,магъз
52,Herz::N,kalp,зӕрдӕ
53,Herz::N,yürek,зӕрдӕ
54,Magen::N,mide,ахсӕн
55,Leber::N,karaciğer,игæр
56,Atem::N,nefes,улӕфт
57,Hunger::N,açlık,стонг
58,Träne::N,gözyaşı,цæссыг
59,Geschmack::N,tat,ад
60,Geschmack::N,lezzet,ад
61,Geruch::N,koku,смаг
62,Schlaf::N,uyku,хуыссӕг
63,Traum::N,düş,фын
64,Traum::N,rüya,фын
65,Himmel::N,gök,арв
66,Himmel::N,gök,уӕларв
67,Sonne::N,güneş,хур
68,Mond::N,ay,мӕй
69,Stern::N,yıldız,стъалы
70,Luft::N,hava,уӕлдӕф
71,Wind::N,yel,дымгӕ
72,Wind::N,rüzgâr,дымгӕ
73,Welle::N,dalga,уылӕн
74,Wasser::N,su,дон
75,Stein::N,taş,дур
76,Boden::N,yer,зӕхх
77,Boden::N,zemin,зӕхх
78,Erde::N,toprak,сыджыт
79,Staub::N,toz,рыг
80,Rauch::N,duman,фӕздӕг
81,Funke::N,kıvılcım,цӕхӕр
82,Feuer::N,ateş,зынг
83,Licht::N,ışık,рухс
84,Schatten::N,gölge,аууон
85,Wetter::N,hava,боныхъӕд
86,Nebel::N,pus,мигъ
87,Wolke::N,bulut,ӕврагъ
88,Regen::N,yağmur,уарын
89,Schnee::N,kar,мит
90,Eis::N,buz,их
91,Frost::N,don,ихæн
92,Kälte::N,soğukluk,уазал
93,Hitze::N,sıcaklık,ӕнтӕф
94,Raureif::N,kırç,халас
95,Regenbogen::N,gökkuşağı,арвырон
96,Regenbogen::N,gökkuşağı,арвырдын
97,Donner::N,gök gürlemesi,æрвнæрын
98,Strömung::N,akıntı,цыд
99,Strömung::N,cereyan,цыд
100,Tropfen::N,damla,æртах
101,Schaum::N,köpük,фынк
102,Schmutz::N,çamur,цъыф
103,Schmutz::N,pislik,цъыф
104,See::N,göl,цад
105,Sumpf::N,batak,цъыфдзаст
106,Moor::N,cılgıt,цъыфдзаст
107,Wiese::N,çimen,уыгӕрдӕн
108,Wald::N,koru,хъӕд
109,Wald::N,orman,хъӕд
110,Hügel::N,tepe,обау
111,Hügel::N,tepe,къуыбыр
112,Anhöhe::N,tümsek,уæлвæз
113,Anhöhe::N,tümsek,уæлхох
114,Anhöhe::N,yükseklik,уæлвæз
115,Anhöhe::N,yükseklik,уæлхох
116,Berg::N,dağ,хох
117,Gipfel::N,zirve,цъупп
118,Höhle::N,in,лӕгӕт
119,Höhle::N,mağara,лӕгӕт
120,Abhang::N,bayır,къул
121,Quelle::N,pınar,суадон
122,Quelle::N,kaynak,суадон
123,Bach::N,çay,мӕсчъыдон
124,Bach::N,dere,мӕсчъыдон
125,Fluss::N,nehir,дон
126,Fluss::N,nehir,цӕугӕдон
127,Ufer::N,kıyı,был
128,Ufer::N,sahil,был
129,Küste::N,kıyı,донбыл
130,Küste::N,sahil,донбыл
131,Festland::N,kara,сурзæхх
132,Meer::N,deniz,денджыз
133,Bucht::N,koy,донбакæлæн
134,Bucht::N,körfez,донбакæлæн
135,Insel::N,ada,сакъадах
136,Blume::N,çiçek,дидинӕг
137,Gras::N,ot,кӕрдӕг
138,Gras::N,çim,кӕрдӕг
139,Wurzel::N,kök,уидаг
140,Baum::N,ağaç,бӕлас
141,Stamm::N,gövde,хӕтӕл
142,Rinde::N,kabuk,цъар
143,Ast::N,dal,арх
144,Ast::N,budak,арх
145,Zweig::N,dal,къалиу
146,Blatt::N,yaprak,сыф
147,Birke::N,huş,бæрз
148,Kiefer[Baum]::N,çam,нӕзы
149,Weide[Baum]::N,söğüt,хӕрис
150,Tanne::N,çam,наз
151,Tanne::N,köknar,наз
152,Horn::N,boynuz,сыкъа
153,Feder::N,tüy,сис
154,Fell::N,post,царм
155,Flügel::N,kanat,базыр
156,Klaue::N,pençe,ных
157,Kralle::N,tırnak,дзӕмбы
158,Schwanz::N,kuyruk,къӕдзил
159,Ei::N,yumurta,айк
160,Nest::N,yuva,ахстон
161,Bau::N,in,хуынкъ
162,Tier::N,hayvan,сырд
163,Tier::N,hayvan,цӕрӕгой
164,Herde::N,sürü,дзуг
165,Herde::N,sürü,рӕгъау
166,Kuh::N,inek,хъуг
167,Bulle::N,boğa,гал
168,Pferd::N,at,бӕх
169,Pferd::N,beygir,бӕх
170,Schaf::N,koyun,фыс
171,Schwein::N,domuz,хуы
172,Hund::N,it,куыдз
173,Hund::N,köpek,куыдз
174,Katze::N,kedi,гӕды
175,Bär::N,ayı,арс
176,Eichhörnchen::N,sincap,æхсæрæг
177,Elch::N,büyük kuzey geyiği,цæгатаг саг
178,Fuchs::N,tilki,рувас
179,Hase::N,tavşan,тæрхъус
180,Maus::N,fare,мыст
181,Maus::N,sıçan,мыст
182,Wolf::N,kurt,бирӕгъ
183,Vogel::N,kuş,цъиу
184,Vogel::N,kuş,маргъ
185,Schwarm::N,sürü,бал
186,Huhn::N,tavuk,карк
187,Hahn::N,horoz,уасӕг
188,Gans::N,kaz,хъаз
189,Adler::N,kartal,цӕргӕс
190,Adler::N,karakuş,цӕргӕс
191,Ente::N,ördek,ацц
192,Eule::N,baykuş, уыг
193,Eule::N,baykuş,сидахъ
194,Kranich::N,turna,зырнæг
195,Kranich::N,turna,хърихъупп
196,Krähe::N,karga,халон
197,Kuckuck::N,guguk,гаккук
198,Schwan::N,kuğu,доныхъаз
199,Fisch::N,balık,кӕсаг
200,Barsch::N,hani,окунь
201,Barsch::N,levrek,окунь
202,Hecht::N,turnabalığı,хихор кӕсаг
203,Schlange[Tier]::N,yılan,калм
204,Wurm::N,kurt,зулкъ
205,Wurm::N,kurt,къуыдыргалм
206,Wurm::N,solucan,зулкъ
207,Wurm::N,solucan,къуыдыргалм
208,Spinne::N,örümcek,хӕлуарӕг
209,Ameise::N,karınca,мæлдзыг
210,Laus::N,bit,сыст
211,Mücke::N,sivrisinek,къогъо
212,Fliege::N,sinek,бындз
213,Schmetterling::N,kelebek,гæлæбу
214,Beere::N,tane,гагадыргъ
215,Apfel::N,elma,фӕткъуы
216,Pilz::N,mantar,зокъо
217,Pilz::N,mantar,къозо
218,Zwiebel::N,soğan,хъӕдындз
219,Saat::N,ekin,тауинаг
220,Saat::N,ekin,мыггаг
221,Korn::N,tane,мыггаг
222,Korn::N,tane,тауинаг
223,Heu::N,kuru ot,хос
224,Schale::N,kabuk,цъар
225,Grube::N,çukur,урм
226,Grube::N,çukur,къахт
227,Grube::N,çukur,дзыхъхъ
228,Falle::N,tuzak,цъысым
229,Falle::N,tuzak,къӕппӕг
230,Schlinge::N,ilmik,цасм
231,Spur::N,iz,фæд
232,Asche::N,kül,фӕнык
233,Asche::N,kül,ӕртхутӕг
234,Dreck::N,pislik,цъыф
235,Eisen::N,demir,ӕфсӕйнаг
236,Gold::N,altın,сыгъзӕрин
237,Silber::N,gümüş,ӕвзист
238,Kohle::N,kömür,ӕвзалы
239,Glas::N,cam,авг
240,Lehm::N,balçık,ӕлыг
241,Sand::N,kum,змис
242,Mensch::N,insan,лӕг
243,Mensch::N,insan,адӕймаг
244,Mensch::N,insan,удгоймаг
245,Mann::N,adam,лӕг
246,Mann::N,adam,нӕлгоймаг
247,Mann::N,erkek,лӕг
248,Mann::N,erkek,нӕлгоймаг
249,Frau::N,bayan,сылгоймаг
250,Kind::N,çocuk,сывӕллон
251,Junge::N,erkek çocuk,лӕппу
252,Mädchen::N,kız,чызг
253,Familie::N,aile,бинонтæ
254,Großvater::N,dede,фыдыфыд
255,Großvater::N,dede,мадыфыд
256,Großvater::N,büyükbaba,фыдыфыд
257,Großvater::N,büyükbaba,мадыфыд
258,Großmutter::N,nine,фыды мад
259,Großmutter::N,nine,мады мад
260,Großmutter::N,büyükanne,фыды мад
261,Großmutter::N,büyükanne,мады мад
262,Eltern::N,ebeveyn,ныййарджытæ
263,Eltern::N,ana baba,ныййарджытæ
264,Vater::N,ata,фыд
265,Vater::N,baba,фыд
266,Mutter::N,ana,мад
267,Mutter::N,anne,мад
268,Sohn::N,oğul,фырт
269,Tochter::N,kız,чызг
270,Tochter::N,kız evlât,чызг
271,Bruder::N,abi,ӕфсымӕр
272,Bruder::N,erkek kardeş,ӕфсымӕр
273,Schwester::N,abla,хо
274,Schwester::N,kız kardeş,хо
275,Onkel::N,dayı,фыдыфсымӕр
276,Tante::N,hala,мадыхо
277,Tante::N,teyze,мадыхо
278,Ehemann::N,koca,мой
279,Ehefrau::N,karı,ус
280,Freude::N,neşe,цин
281,Freude::N,neşe,циндзинад
282,Freude::N,sevinç,цин
283,Freude::N,sevinç,циндзинад
284,Gelächter::N,gülme,худын
285,Gelächter::N,gülme,худт
286,Gelächter::N,gülme,худæг
287,Gelächter::N,kahkaha,худын
288,Gelächter::N,kahkaha,худт
289,Gelächter::N,kahkaha,худæг
290,Glück::N,mutluluk,амонд
291,Kummer::N,dert,хъыг
292,Kummer::N,keder,хъыг
293,Wunsch::N,arzu,бӕллиц
294,Wunsch::N,istek,бӕллиц
295,Lust::N,arzu,монц
296,Lust::N,heves,монц
297,Geist::N,tin,уд
298,Gedanke::N,fikir,хъуыды
299,Gedanke::N,düşünce,хъуыды
300,Gedächtnis::N,bellek,мысæн
301,Gedächtnis::N,bellek,мысын
302,Gedächtnis::N,bellek,зæрдылдарын
303,Verstand::N,zekâ,зонд
304,Sinn::N,anlam,нысаниуæг
305,Grund::N,sebep,ӕфсон
306,Wahrheit::N,doğruluk,æцæг
307,Wahrheit::N,gerçeklik,æцæг
308,Gespräch::N,görüşme,ныхас
309,Märchen::N,masal,аргъау
310,Erzählung::N,öykü,радзырд
311,Erzählung::N,hikâye,радзырд
312,Nachricht::N,haber,уац
313,Neuigkeit::N,haber,хабар
314,Name::N,ad,ном
315,Name::N,isim,ном
316,Rätsel::N,bilmece,уыци-уыци
317,Rätsel::N,bilmece,базон-базон
318,Rede::N,söylev,раныхас
319,Rede::N,konuşma,раныхас
320,Sprache::N,dil,ӕвзаг
321,Sprache::N,lisan,ӕвзаг
322,Stimme::N,ses,хъӕлӕс
323,Wort::N,kelime,дзырд
324,Zeichen::N,işaret,нысан
325,Ruf::N,çağırma,сидт
326,Lärm::N,şamata,уынæр
327,Lärm::N,gürültü,уынæр
328,Laut::N,ses,зӕл
329,Laut::N,ses,мыр
330,Ton::N,ses,мыр
331,Lied::N,türkü,зарӕг
332,Ruhe::N,sakinlik,æнцой
333,Leute::N,halk,адӕм
334,Leute::N,insanlar,адӕм
335,Volk::N,ulus,адӕм
336,Volk::N,millet,адӕм
337,Arbeit::N,iş,фӕллой
338,Arbeit::N,çalışma,фӕллой
339,Gast::N,konuk,уазӕг
340,Gast::N,misafir,уазӕг
341,Geschenk::N,hediye,хуын
342,Geschenk::N,armağan,хуын
343,Spiel::N,oyun,хъазт
344,Gesellschaft::N,çevre,дзыллæ
345,Gesellschaft::N,çevre,æхсæнад
346,Gesellschaft::N,arkadaşlık,дзыллæ
347,Gesellschaft::N,arkadaşlık,æхсæнад
348,Hilfe::N,yardım,æххуыс
349,Hilfe::N,yardım,ахъаз
350,Freund::N,dost,лымӕн
351,Freund::N,arkadaş,лымӕн
352,Kamerad::N,arkadaş,ӕмбал
353,Angelegenheit::N,iş,хъуыддаг
354,Angelegenheit::N,husus,хъуыддаг
355,Anzahl::N,sayı,бӕрц
356,Art::N,çeşit,хуыз
357,Art::N,çeşit,хуызад
358,Stück::N,tane,кæрдих
359,Stück::N,tane,комдзаг
360,Stück::N,parça,кæрдих
361,Stück::N,parça,комдзаг
362,Teil::N,kısım,хай
363,Hälfte::N,yarı,æрдæг
364,Hälfte::N,yarı,æмбис
365,Kreis::N,daire,зиллакк
366,Kreuz::N,haç,дзуар
367,Linie::N,hat,хахх
368,Linie::N,çizgi,хахх
369,Strich::N,çizgi,хахх
370,Abstand::N,aralık,æхсæнуат
371,Entfernung::N,mesafe,дæрддзæг
372,Entfernung::N,mesafe,дардцæг
373,Entfernung::N,uzaklık,дæрддзæг
374,Entfernung::N,uzaklık,дардцæг
375,Gegend::N,yöre,ран
376,Platz::N,yer,бууат
377,Ort::N,yer,ран
378,Ort::N,yer,бынат
379,Seite::N,yan,фахс
380,Seite::N,taraf,фахс
381,Mitte::N,orta,астӕу
382,Mitte::N,merkez,астӕу
383,Gegenstand::N,şey,дзаума
384,Sache::N,iş,дзаума
385,Sache::N,şey,дзаума
386,Rand::N,kenar,кӕрон
387,Kante::N,kenar,фӕрск
388,Ecke::N,köşe,тигъ
389,Ecke::N,köşe,фисын
390,Spitze::N,uç,бырынкъ
391,Spitze::N,baş,бырынкъ
392,Ende::N,uç,кӕрон
393,Loch::N,oyuk,хуынкъ
394,Loch::N,delik,хуынкъ
395,Winkel::N,köşe,къуым
396,Muster::N,örnek,нывæфтыд
397,Muster::N,örnek,кæдзист
398,Größe::N,büyüklük,ас
399,Länge::N,uzunluk,дӕргъ
400,Höhe::N,yükseklik,бæрзонд
401,Höhe::N,yükseklik,бæрзæнд
402,Höhe::N,yükseklik,бæрзонддзинад
403,Gewicht::N,ağırlık,уӕз
404,Menge::N,miktar,бӕрц
405,Haufen::N,küme,кӕри
406,Haufen::N,yığın,кӕри
407,Reihe::N,sıra,рӕнхъ
408,Boot::N,kayık,чема
409,Boot::N,sandal,чема
410,Ruder::N,kürek,къохар
411,Schlitten::N,kızak,дзоныгъ
412,Ski::N,kayak,къахдзоныгътæ
413,Ski::N,kayak,лыжæтæ
414,Lagerfeuer::N,kamp ateşi,арт
415,Last::N,yük,уаргъ
416,Gang::N,gidiş,цыд
417,Gang::N,yürüyüş,цыд
418,Schritt::N,adım,санчъех
419,Schritt::N,adım,къахдзӕф
420,Norden::N,kuzey,цæгат
421,Süden::N,güney,хуссар
422,Westen::N,batı,ныгуылæн
423,Osten::N,doğu,скæсæн
424,Holz::N,ağaç,хъӕдӕрмӕг
425,Holz::N,tahta,хъӕдӕрмӕг
426,Brett::N,tahta,фæйнæг
427,Platte::N,levha,къӕй
428,Stütze::N,dayak,быцæу
429,Stütze::N,destek,быцæу
430,Stange::N,çubuk,хъил
431,Stock::N,sopa,лӕдзӕг
432,Stock::N,değnek,лӕдзӕг
433,Stab::N,sırık,хъил
434,Stab::N,baston,хъил
435,Rohr::N,boru,хӕтӕл
436,Haus::N,ev,хӕдзар
437,Heim::N,ev,къона
438,Heim::N,yurt,къона
439,Ofen::N,soba,пец
440,Fußboden::N,taban,астӕрд
441,Fußboden::N,döşeme,астӕрд
442,Tisch::N,masa,стъол
443,Stuhl::N,iskemle,бандон
444,Stuhl::N,sandalye,бандон
445,Wiege::N,beşik,авдæн
446,Bett::N,yatak,сынтӕг
447,Regal::N,raf,тӕрхӕг
448,Regal::N,raf,уӕлвӕйнӕг
449,Kiste::N,sandık,асыкк
450,Fenster::N,pencere,рудзынг
451,Fenster::N,pencere,фæрссаг
452,Tür::N,kapı,дуар
453,Tor::N,kapı,кулдуар
454,Zaun::N,çit,æмбонд
455,Zaun::N,çit,быру
456,Zaun::N,çit,гæрæн
457,Dach::N,dam,уӕлхӕдзар
458,Dach::N,çatı,уӕлхӕдзар
459,Leiter::N,merdiven,асин
460,Besen::N,süpürge,уисой
461,Spaten::N,bel,бел
462,Schaufel::N,kürek,æвгæнæн
463,Schaufel::N,kürek,кæфой
464,Gabel::N,çatal,вилкæ
465,Löffel::N,kaşık,уидыг
466,Messer::N,bıçak,кард
467,Nagel::N,çivi,зӕгӕл
468,Netz::N,ağ,хыз
469,Haken::N,çengel,хæдз
470,Haken::N,çengel,хæбырæгъ
471,Griff::N,kulp,фистон
472,Griff::N,tutamak,фистон
473,Schloss::N,kilit,гуыдыр
474,Bild::N,imaj,ныв
475,Bild::N,resim,ныв
476,Figur::N,şekil,кæрдгæныв
477,Figur::N,heykel,кæрдгæныв
478,Puppe::N,kukla,чындз
479,Beutel::N,kese,дзӕкъул
480,Beutel::N,torba,дзӕкъул
481,Bündel::N,deste,баст
482,Tasche::N,çanta,хызын
483,Tasche::N,çanta,дзæкъул
484,Eimer::N,kova,къæрта
485,Eimer::N,kova,чъыбыла
486,Eimer::N,kova,ведра
487,Deckel::N,kapak,сæр
488,Deckel::N,kapak,æмбæрзæн
489,Geschirr::N,kap kacak,мигæнæн
490,Geschirr::N,kap kacak,мигæнæнтæ
491,Sack::N,torba,голлаг
492,Tasse::N,fincan,пиала
493,Tasse::N,fincan,къус
494,Topf::N,tencere,аг
495,Topf::N,tencere,чысыл аг
496,Kessel::N,kazan,аг
497,Essen::N,yemek,хӕрд
498,Nahrung::N,gıda,хойраг
499,Nahrung::N,besin,хойраг
500,Speise::N,yemek,хӕринаг
501,Fleisch::N,et,дзидза
502,Fleisch::N,et,фыдызгъӕл
503,Getreide::N,tahıl,халсар
504,Getreide::N,hububat,халсар
505,Brei::N,ezme,кас
506,Brot::N,ekmek,дзул
507,Scheibe::N,dilim,къӕбӕр
508,Fett::N,yağ,сой
509,Butter::N,tereyağı,нӕлхӕ
510,Öl::N,yağ,зети
511,Öl::N,akar yağ,зети
512,Salz::N,tuz,цӕхх
513,Suppe::N,çorba,бас
514,Honig::N,bal,мыд
515,Milch::N,süt,ӕхсыр
516,Tee::N,çay,цай
517,Leder::N,deri,мæскуы
518,Leder::N,meşin,мæскуы
519,Wolle::N,yün,фӕсмын
520,Stoff::N,kumaş,хъуымац
521,Nadel::N,iğne,судзин
522,Faden::N,tire,ӕндах
523,Faden::N,iplik,ӕндах
524,Knopf::N,düğme,цӕппӕр
525,Knoten::N,düğüm,ӕлхынцъ
526,Farbe::N,boya,ахорæн
527,Kleidung::N,giyim,дарӕс
528,Hemd::N,gömlek,хӕдон
529,Kragen::N,yaka,æфцæггот
530,Ärmel::N,yen,дыс
531,Ärmel::N,elbise kolu,дыс
532,Hose::N,pantolon,хæлаф
533,Hose::N,pantolon,æддаг хæлаф
534,Hose::N,pantolon,салбар
535,Gürtel::N,kuşak,рон
536,Mütze::N,bere,худ
537,Mütze::N,kasket,худ
538,Schuh::N,kundura,басмахъ
539,Schuh::N,ayakkabı,басмахъ
540,Stiefel::N,çizme,цырыхъхъ
541,Ring::N,yüzük,къухдарӕн
542,Band::N,bağ,лент
543,Band::N,şerit,лент
544,Kamm::N,tarak,сӕрвасӕн
545,Spiegel::N,ayna,айдæн
546,Spiegel::N,ayna,кæсæн
547,Riemen::N,kayış,гӕрз
548,Schnur::N,ip,бӕндӕн
549,Schnur::N,sicim,бӕндӕн
550,Leine::N,kayış,
551,Decke::N,örtü,хъӕццул
552,Decke::N,yorgan,хъӕццул
553,Kissen::N,yastık,баз
554,Tuch::N,bez,кæлмæрзæн
555,Tuch::N,bez,кæрдæн
556,Handtuch::N,havlu,хисæрфæн
557,Kraft::N,güç,тых
558,Kraft::N,güç,хъомыс
559,Kraft::N,kuvvet,тых
560,Kraft::N,kuvvet,хъомыс
561,Stärke::N,kuvvet,тых
562,Stärke::N,kuvvet,æхсар
563,Gesundheit::N,sağlık,æнæниздзинад
564,Krankheit::N,hastalık,низ
565,Krankheit::N,hastalık,рын
566,Schmerz::N,ağrı,рис
567,Schmerz::N,sancı,рис
568,Wunde::N,yara,цӕф
569,Fieber::N,ateş,ризӕг
570,Fieber::N,ateş,тӕфсӕг
571,Arznei::N,ilâç,хос
572,Brücke::N,köprü,хид
573,Brunnen::N,kuyu,цъай
574,Brunnen::N,çeşme,цъай
575,Weide::N,otlak,хизæн
576,Weide::N,otlak,хизæнуат
577,Weide::N,otlak,сæрвæт
578,Pfad::N,patika,къахвæндаг
579,Pfad::N,patika,къахвæд
580,Pfad::N,keçiyolu,къахвæндаг
581,Pfad::N,keçiyolu,къахвæд
582,Weg::N,yol,фӕндаг
583,Straße::N,yol,фӕндаг
584,Straße::N,cadde,фӕндаг
585,Dorf::N,köy,хъӕу
586,Stadt::N,kent,сахар
587,Stadt::N,şehir,сахар
588,Brief::N,mektup,фыстӕг
589,Buch::N,kitap,чиныг
590,Buchstabe::N,harf,дамгъӕ
591,Zeitung::N,gazete,газет
592,Leben::N,hayat,цард
593,Leben::N,hayat,цӕрӕнбон
594,Tod::N,ölüm,мæлæт
595,Tod::N,ölüm,адзал
596,Grab::N,kabir,ингӕн
597,Kirche::N,kilise,аргъуан
598,Sünde::N,günah,тæригъæд
599,Gott::N,tanrı,хуыцау
600,Arbeiter::N,işçi,кусæг
601,Chef::N,şef,ӕмцег
602,Chef::N,müdür,ӕмцег
603,Meister::N,usta,мастер
604,Meister::N,usta,дæсны
605,Arzt::N,hekim,хосгæнæг
606,Arzt::N,hekim,дохтыр
607,Arzt::N,doktor,хосгæнæг
608,Arzt::N,doktor,дохтыр
609,Lehrer::N,hoca,ахуыргæнæг
610,Lehrer::N,öğretmen,ахуыргæнæг
611,Geld::N,para,ӕхца
612,Geschäft::N,ticaret,бизнес
613,Geschäft::N,ticaret,хъуыддаг
614,Laden::N,dükkân,дукани
615,Preis::N,fiyat,аргъ
616,Ware::N,mal,базайраг
617,Nutzen::N,fayda,пайда
618,Reichtum::N,servet,хъæздыгдзинад
619,Reichtum::N,servet,исбон
620,Reichtum::N,servet,мулк
621,Reichtum::N,zenginlik,хъæздыгдзинад
622,Reichtum::N,zenginlik,исбон
623,Reichtum::N,zenginlik,мулк
624,Welt::N,dünya,дуне
625,Land::N,ülke,бӕстӕ
626,Staat::N,devlet,паддзахад
627,König::N,kral,къарол
628,Macht::N,kudret,хицаудзинад
629,Macht::N,iktidar,хицаудзинад
630,Grenze::N,had,арӕн
631,Grenze::N,sınır,арӕн
632,Krieg::N,savaş,хӕст
633,Feind::N,düşman,знаг
634,Feind::N,düşman,фыдгул
635,Feind::N,düşman,фыдзæрдæ
636,Feind::N,düşman,сон
637,Gewalt::N,zor,тыхми
638,Gewalt::N,zor,тыхдзинад
639,Gewalt::N,cebir,тыхми
640,Gewalt::N,cebir,тыхдзинад
641,Kampf::N,savaş,хæст
642,Kampf::N,savaş,хъæбысæйхæст
643,Kampf::N,savaş,тох
644,Bogen[Waffe]::N,yay,ӕрдын
645,Pfeil::N,ok,фат
646,Gewehr::N,tüfek,топп
647,Fehler::N,hata,рӕдыд
648,Fehler::N,yanlış,рӕдыд
649,Lüge::N,yalan,мӕнг
650,Lüge::N,yalan,гӕдыдзинад
651,Schaden::N,zarar,зиан
652,Unglück::N,felâket,бæллæх
653,Unglück::N,talihsizlik,бæллæх
654,Schuld::N,suç,азым
655,Schuld::N,kabahat,азым
656,Alter::N,yaş,кар
657,Schluss::N,son,кæрон
658,Zeit::N,zaman,рӕстӕг
659,Tag::N,gün,бон
660,Morgen::N,sabah,райсом
661,Mittag::N,öğle,æмбисбон
662,Abend::N,akşam,изӕр
663,Nacht::N,gece,ӕхсӕв
664,Woche::N,hafta,къуыри
665,Monat::N,ay,мӕй
666,Jahr::N,yıl,аз
667,Jahr::N,yıl,афӕдз
668,Jahr::N,sene,аз
669,Jahr::N,sene,афӕдз
670,Frühling::N,ilkbahar,уалдзæг
671,Sommer::N,yaz,сӕрд
672,Herbst::N,güz,фæззæг
673,Herbst::N,sonbahar,фæззæг
674,Winter::N,kış,зымӕг
675,Januar::N,ocak,январь
676,Februar::N,şubat,февраль
677,März::N,mart,мартъи
678,April::N,nisan,апрель
679,Mai::N,mayıs,май
680,Juni::N,haziran,июнь
681,Juli::N,temmuz,июль
682,August::N,ağustos,август
683,September::N,eylül,сентябрь
684,Oktober::N,ekim,октябрь
685,November::N,kasım,ноябрь
686,Dezember::N,aralık,декабрь
687,Montag::N,pazartesi,къуырисæр
688,Dienstag::N,salı,дыццæг
689,Mittwoch::N,çarşamba,æртыццæг
690,Donnerstag::N,perşembe,цыппæрæм
691,Freitag::N,cuma,майрæмбон
692,Samstag::N,cumartesi,сабат
