,Concept_ID,en,kn
103,Höhle::N,cave,ಗುಹೆ
104,Abhang::N,slope,ಇಳಿಜಾರು
105,Quelle::N,source,ಮೂಲ
106,Bach::N,brook,ತೊರೆ
107,Fluss::N,river,ನದಿ
108,Ufer::N,shore,ತೀರ
109,Küste::N,coast,ದಂಡೆ
110,Festland::N,land,ಭೂಮಿ
111,Meer::N,sea,ಕಡಲು
112,Bucht::N,cove,ಖಾರಿ
113,Insel::N,island,ದ್ವೀಪ
114,Blume::N,flower,ಸುಮ
115,Gras::N,grass,ಹುಲ್ಲು
116,Wurzel::N,root,ಬೇರು
117,Baum::N,tree,ಮರ
118,Stamm::N,trunk,ಕಾಂಡ
119,Rinde::N,bark,ತೂಗಟಿ
120,Ast::N,limb,ಶಾಖೆ
121,Zweig::N,branch,ರೆಂಬೆ
122,Blatt::N,leaf,ಎಲೆ
123,Birke::N,birch,ಬರ್ಚ್ ಮರ
124,Kiefer[Baum]::N,pine,ದೇವದಾರು ಮರ
125,Weide[Baum]::N,willow,ವಿಲೋಮರ
126,Tanne::N,fir,ಭದ್ರದಾರು
127,Horn::N,horn,ಕೊಂಬು
128,Feder::N,feather,ಪುಕ್ಕ
129,Fell::N,fur,ರೋಮ
130,Flügel::N,wing,ರೆಕ್ಕೆ
131,Klaue::N,claw,ಪಂಜ
132,Kralle::N,claw,ಉಗುರು
133,Schwanz::N,tail,ಬಾಲ
134,Ei::N,egg,ಮೊಟ್ಟೆ
135,Nest::N,nest,ಗೂಡು
136,Bau::N,lair,ಅಡಗುದಾಣ
137,Tier::N,animal,ಪ್ರಾಣಿ
138,Herde::N,flock,ಗುಂಪು
139,Kuh::N,cow,ಹಸು
140,Bulle::N,bull,ಗೂಳಿ
141,Pferd::N,horse,ಕುದುರೆ
142,Schaf::N,sheep,ಕುರಿ
143,Schwein::N,pig,ಹಂದಿ
144,Hund::N,dog,ನಾಯಿ
145,Katze::N,cat,ಬೆಕ್ಕು
146,Bär::N,bear,ಕರಡಿ
147,Eichhörnchen::N,squirrel,ಉಡುತೆ
148,Elch::N,elk,ಕಡವೆ
149,Fuchs::N,fox,ನರಿ
150,Hase::N,hare,ಮೊಲ
151,Maus::N,mouse,ಇಲಿ
152,Wolf::N,wolf,ತೋಳ
153,Vogel::N,bird,ಪಕ್ಷಿ
154,Schwarm::N,swarm,ಗುಂಪು
155,Huhn::N,chicken,ಚಿಕ್
156,Hahn::N,cock,ಹುಂಜ
157,Gans::N,goose,ವರಟೆ
158,Adler::N,eagle,ಗರುಡ
159,Ente::N,duck,ಬಾತು
160,Eule::N,owl,ಗೂಬೆ
161,Kranich::N,crane,ಕೊಕ್ಕರ
162,Krähe::N,crow,ಕಾಗೆ
163,Kuckuck::N,cuckoo,ಕೋಗಿಲೆ
164,Schwan::N,swan,ಹಂಸಪಕ್ಷಿ
165,Fisch::N,fish,ಮೀನು
166,Barsch::N,perch,ಪರ್ಚ್ ಮೀನು
167,Hecht::N,pike,ಪೈಕ್ ಮೀನು
168,Schlange[Tier]::N,snake,ಹಾವು
169,Wurm::N,worm,ಹುಳು
170,Spinne::N,spider,ಊರ್ಣನಾಭ
171,Ameise::N,ant,ಇರುವೆ
172,Laus::N,louse,ಹೇನು
173,Mücke::N,midge,ಸೊಳ್ಳೆ
174,Fliege::N,fly,ನೊಣ
175,Schmetterling::N,butterfly,ಪತಂಗ
176,Beere::N,berry,ನಯವಣ್ಣು
177,Apfel::N,apple,ಸೇಬು
178,Pilz::N,mushroom,ಅಣಬೆ
179,Zwiebel::N,onion,ನೀರುಳ್ಳಿ
180,Saat::N,seed,ಬಿತ್ತ
181,Korn::N,grain,ಬೀಜ
182,Heu::N,hay,ಕರಡ
183,Schale::N,husk,ಹೊಟ್ಟು
184,Grube::N,pit,ಗುಂಡಿ
185,Falle::N,trap,ಬೋನು
186,Schlinge::N,noose,ಉರುಲು
187,Spur::N,track,ಜಾಡು
188,Asche::N,ashes,ಬೂದಿ
189,Dreck::N,filth,ಹೊಲಸು
190,Eisen::N,iron,ಕಬ್ಬಿಣ
191,Gold::N,gold,ಚಿನ್ನ
192,Silber::N,silver,ಬೆಳ್ಳಿ
193,Kohle::N,coal,ಕಲ್ಲಿದ್ದಲು
194,Glas::N,glass,ಗಾಜು
195,Lehm::N,clay,ಜೇಡಿಮಣ್ಣು
196,Sand::N,sand,ಮರಳು
197,Mensch::N,human,ಪುರುಷ
198,Mann::N,man,ಆಳು
199,Frau::N,woman,ಹೆಣ್ಣು
200,Kind::N,child,ಮಗು
201,Junge::N,boy,ಹುಡುಗ
202,Mädchen::N,girl,ಹುಡುಗಿ
203,Familie::N,family,ಕುಟುಂಬ
204,Großvater::N,grandfather,ಅಜ್ಜ
205,Großmutter::N,grandmother,ಅಮ್ಮ
206,Eltern::N,parents,ಹೆತ್ತವರು
207,Vater::N,father,ತಂದೆ
208,Mutter::N,mother,ಅಮ್ಮ
209,Sohn::N,son,ಮಗ 
210,Tochter::N,daughter,ಮಗಳು
211,Bruder::N,brother,ತಮ್ಮ
212,Schwester::N,sister,ತಂಗಿ
213,Onkel::N,uncle,ಸೋದರಮಾವ
214,Onkel::N,uncle,ದೊಡ್ಡಪ್ಪ
215,Tante::N,aunt,ಚಿಕ್ಕಮ್ಮ
216,Ehemann::N,husband,ಗಂಡ
217,Ehefrau::N,wife,ಹೆಂಡತಿ
218,Freude::N,joy,ನಲಿವು
219,Gelächter::N,laughter,ನಗೆ
220,Glück::N,happiness,ಆನಂದ
221,Kummer::N,grief,ದುಃಖ
222,Wunsch::N,wish,ಬಯಕೆ
223,Lust::N,desire,ಇಷ್ಟ
224,Geist::N,spirit,ಆತ್ಮ
225,Gedanke::N,thought,ಯೋಚನೆ
226,Gedächtnis::N,memory,ಸ್ಮರಣೆ
227,Verstand::N,mind,ಮನಸ್ಸು
228,Sinn::N,meaning,ಅರ್ಥ
229,Grund::N,reason,ಕಾರಣ
230,Wahrheit::N,truth,ಸತ್ಯ
231,Gespräch::N,talk,ಸಂಭಾಷಣೆ
232,Märchen::N,fairy tale,ಸುಳ್ಳು ಕಥೆ
233,Erzählung::N,story,ಕಥೆ
234,Nachricht::N,message,ಸಂದೇಶ
235,Neuigkeit::N,news,ಸುದ್ದಿ
236,Name::N,name,ಹೆಸರು
237,Rätsel::N,puzzle,ಒಗಟು
238,Rede::N,speech,ಮಾತು
239,Sprache::N,language,ಭಾಷೆ
240,Stimme::N,voice,ಧ್ವನಿ
241,Wort::N,word,ಮಾತು
242,Zeichen::N,sign,ಗುರುತು
243,Ruf::N,call,ಕೂಗು
244,Lärm::N,noise,ಸದ್ದು
245,Laut::N,sound,ಶಬ್ದ
246,Ton::N,tone,ನಾದ
247,Lied::N,song,ಗಾನ
248,Ruhe::N,calm,ಶಾಂತಿ
249,Leute::N,people,ಮಂದಿ
250,Volk::N,nation,ಜನಾಂಗ
251,Arbeit::N,work,ಕೆಲಸ
252,Gast::N,guest,ಅತಿಥಿ
253,Geschenk::N,gift,ಕಾಣಿಕೆ
254,Spiel::N,game,ಆಟ
255,Gesellschaft::N,company,ಸಂಗ
256,Hilfe::N,help,ಸಹಾಯ
257,Freund::N,friend,ಸ್ನೇಹಿತ
258,Kamerad::N,companion,ಜೊತೆಗಾರ
259,Angelegenheit::N,matter,ವಿಚಾರ
260,Anzahl::N,count,ಎಣಿಕೆ
261,Art::N,sort,ತರ
262,Stück::N,piece,ತುಂಡು
263,Teil::N,part,ಭಾಗ
264,Hälfte::N,half,ಅರ್ಧ
265,Kreis::N,circle,ವೃತ್ತ
266,Kreuz::N,cross,ಶಿಲುಬೆ
267,Linie::N,line,ರೀಖೆ
268,Strich::N,stroke,ಗೀಟು
269,Abstand::N,gap,ಅಂತರ
270,Entfernung::N,distance,ದೂರ
271,Gegend::N,area,ವಿಸ್ತೀರ್ಣ
272,Platz::N,space,ಅಂತರ
273,Ort::N,place,ಸ್ಥಳ
274,Seite::N,side,ಪಕ್ಷ
275,Mitte::N,middle,ನಡು
276,Gegenstand::N,item,ವಸ್ತು
277,Sache::N,thing,ವಸ್ತು
278,Rand::N,fringe,ಅಂಚು
279,Kante::N,edge,ಅಂಚು
280,Ecke::N,corner,ಮೂಲೆ
281,Spitze::N,tip,ತುದಿ
282,Ende::N,end,ಕೊನೆ
283,Loch::N,hole,ತೂತು
284,Winkel::N,angle,ಕೋನ
285,Muster::N,pattern,ನಮೂನೆ
286,Größe::N,size,ಪ್ರಮಾಣ
287,Länge::N,length,ಉದ್ದ
288,Höhe::N,height,ಎತ್ತರ
289,Gewicht::N,weight,ತೂಕ
290,Menge::N,amount,ಮೊತ್ತ
291,Haufen::N,heap,ರಾಶಿ
292,Reihe::N,row,ಸಾಲು
293,Boot::N,boat,ದೋಣಿ
294,Ruder::N,oar,ಹುಟ್ಟು
295,Schlitten::N,sleigh,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
296,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
297,Lagerfeuer::N,campfire,ಶಿಬಿರಾಗ್ನಿ
298,Last::N,load,ಹೊರೆ
299,Gang::N,walk,ತಿರುಗಾಟ
300,Schritt::N,step,ಹೆಜ್ಜೆ
301,Norden::N,north,ಉತ್ತರ
302,Süden::N,south,ದಕ್ಷಿಣ
303,Westen::N,west,ಪಶ್ಚಿಮ
304,Osten::N,east,ಮೂಡಲು
305,Holz::N,wood,ಚೌಬೀನೆ
306,Brett::N,board,ಹಲಗೆ
307,Platte::N,slab,ಹಲಗೆ
308,Stütze::N,bracket,ಆಸರೆ
309,Stange::N,pole,ಕಂಬ
310,Stock::N,stick,ಕೋಲು
311,Stab::N,staff,ದೊಣ್ಣೆ
312,Rohr::N,pipe,ನಳಿಕೆ
313,Haus::N,house,ಮನೆ
314,Heim::N,home,ಗೃಹ
315,Ofen::N,stove,ಒಲೆ
316,Fußboden::N,floor,ನೆಲ
317,Tisch::N,table,ಮೇಜು
318,Stuhl::N,chair,ಕುರ್ಚಿ
319,Wiege::N,cradle,ತೊಟ್ಟಿಲು
320,Bett::N,bed,ಹಾಸಿಗೆ
321,Regal::N,shelf,ಬೀರು
322,Kiste::N,box,ಪಟ್ಟಿಗೆ
323,Fenster::N,window,ಕಿಟಕಿ
324,Tür::N,door,ಬಾಗಿಲು
325,Tor::N,gate,ಹೆಬ್ಬಾಗಿಲು
326,Zaun::N,fence,ಬೇಲಿ
327,Dach::N,roof,ಮಾಳಿಗೆ
328,Leiter::N,ladder,ಏಣಿ
329,Besen::N,broom,ಪೊರಕೆ
330,Spaten::N,spade,ಗುದ್ದಲಿ
331,Schaufel::N,shovel,ಸನಿಕೆ
332,Gabel::N,fork,ಕವಲು
333,Löffel::N,spoon,ಚಮಚ
334,Messer::N,knife,ಚಾಕು
335,Nagel::N,nail,ಆಣಿ
336,Netz::N,net,ಬಲೆ
337,Haken::N,hook,ಕೊಂಡಿ
338,Griff::N,handle,ಹಿಡಿ
339,Schloss::N,lock,ವೀಗ
340,Bild::N,picture,ಚಿತ್ರ
341,Figur::N,figure,ಆಕಾರ
342,Puppe::N,doll,ಗೊಂಬೆ
343,Beutel::N,pouch,ಸಂಚಿ
344,Bündel::N,bundle,ಕಟ್ಟು
345,Tasche::N,bag,ಚೀಲ
346,Eimer::N,bucket,ಬಾನೆ
347,Deckel::N,cover,ಮುಚ್ಚಳ
348,Geschirr::N,dishes,ಭಕ್ಷ್ಯಗಳು
349,Sack::N,sack,ಮೂಟೆ
350,Tasse::N,cup,ಬಟ್ಟಲು
351,Topf::N,pot,ಮಡಕೆ
352,Kessel::N,kettle,ಕೆಟಲ್
353,Essen::N,meal,ಊಟ
354,Nahrung::N,food,ಆಹಾರ
355,Speise::N,dish,ಊಟ
356,Fleisch::N,meat,ಮಾಂಸ
357,Getreide::N,corn,ಧಾನ್ಯ
358,Brei::N,mush,ಗಂಜಿ
359,Brot::N,bread,ರೊಟ್ಟಿ
360,Scheibe::N,slice,ಹೋಳು
361,Fett::N,fat,ಕೊಬ್ಬು
362,Butter::N,butter,ಬೆಣ್ಣೆ
363,Öl::N,oil,ಎಣ್ಣೆ
364,Salz::N,salt,ಉಪ್ಪು
365,Suppe::N,soup,ಎಸರು
366,Honig::N,honey,ಮಧು
367,Milch::N,milk,ಹಾಲು
368,Tee::N,tea,ಚಹ
369,Leder::N,leather,ಚಕ್ಕಳ
370,Wolle::N,wool,ಉಣ್ಣೆ
371,Stoff::N,cloth,ಬಟ್ಟೆ
372,Nadel::N,needle,ಸೂಜಿ
373,Faden::N,thread,ದಾರ
374,Knopf::N,button,ಗುಂಡು
375,Knoten::N,knot,ಗಂಟು
376,Farbe::N,paint,ಬಣ್ಣ
377,Kleidung::N,clothes,ಅರಿವೆ
378,Hemd::N,shirt,ಅಂಗಿ
379,Kragen::N,collar,ಕುತ್ತಿಗೆಪಟ್ಟಿ
380,Ärmel::N,sleeve,ತೋಳು
381,Hose::N,trousers,ಇಜಾರ
382,Gürtel::N,belt,ಬೆಲ್ಟು
383,Mütze::N,cap,ಟೋಪಿ
384,Schuh::N,shoe,ಪಾದರಕ್ಷೆ
385,Stiefel::N,boot,ಬೂಟು
386,Ring::N,ring,ಉಂಗುರ
387,Band::N,ribbon,ರಿಬ್ಬನ್
388,Kamm::N,comb,ಹಣಿಗೆ
389,Spiegel::N,mirror,ಕನ್ನಡಿ
390,Riemen::N,strap,ಬಾರು
391,Schnur::N,string,ಹುರಿ
392,Leine::N,leash,ಹಗ್ಗ
393,Decke::N,blanket,ಕಂಬಳಿ
394,Kissen::N,pillow,ದಿಂಬು
395,Tuch::N,scarf,ಕೊರಳ ಬಟ್ಟೆ
396,Handtuch::N,towel,ಚೌಕ
397,Kraft::N,force,ಬಲ
398,Stärke::N,strength,ಶಕ್ತಿ
399,Gesundheit::N,health,ಆರೋಗ್ಯ
400,Krankheit::N,illness,ರೋಗ
401,Schmerz::N,pain,ನೋವು
402,Wunde::N,wound,ಗಾಯ
403,Fieber::N,fever,ಜ್ವರ
404,Arznei::N,medicine,ಔಷಧ
405,Brücke::N,bridge,ಸೇತುವೆ
406,Brunnen::N,well,ಬಾವಿ
407,Weide::N,pasture,ಗೋಮಾಳ
408,Pfad::N,path,ದಾರಿ
409,Weg::N,way,ಹಾದಿ
410,Straße::N,road,ರಸ್ತೆ
411,Dorf::N,village,ಹಳ್ಳಿ
412,Stadt::N,town,ಪಟ್ಟಣ
413,Brief::N,letter,ಕಾಗದ
414,Buch::N,book,ಪುಸ್ತಕ
415,Buchstabe::N,character,ಅಕ್ಷರ
416,Zeitung::N,newspaper,ವಾರ್ತಾಪತ್ರಿಕೆ
417,Leben::N,life,ಜೀವನ
418,Tod::N,death,ಮರಣ
419,Grab::N,grave,ಗೋರಿ
420,Kirche::N,church,ಚರ್ಚು
421,Sünde::N,sin,ಪಾಪ
422,Gott::N,god,ದೇವರು
423,Arbeiter::N,worker,ಕೆಲಸಗಾರ
424,Chef::N,boss,ದಣಿ
425,Meister::N,master,ಶಿಕ್ಷಕ
426,Arzt::N,doctor,ವೈದ್ಯ
427,Lehrer::N,teacher,ಉಪಾಧ್ಯಾಯ
428,Geld::N,money,ಹಣ
429,Geschäft::N,business,ವಾಣಿಜ್ಯ
430,Laden::N,shop,ಅಂಗಡಿ
431,Preis::N,price,ಬೆಲೆ
432,Ware::N,ware,ಸರಕು
433,Nutzen::N,profit,ಲಾಭ
434,Reichtum::N,wealth,ಸಂಪತ್ತು
435,Welt::N,world,ಭೂಲೋಕ
436,Land::N,country,ದೇಶ
437,Staat::N,state,ರಾಜ್ಯ
438,König::N,king,ರಾಜ
439,Macht::N,power,ಅಧಿಕಾರ
440,Grenze::N,border,ಗಡಿ
441,Krieg::N,war,ಯುದ್ಧ
442,Feind::N,enemy,ಶತ್ರು
443,Gewalt::N,violence,ಹಿಂಸೆ
444,Kampf::N,fight,ಹೋರಾಟ
445,Bogen[Waffe]::N,bow,ಬಿಲ್ಲು
446,Pfeil::N,arrow,ಅಂಬು
447,Gewehr::N,gun,ಬಂದೂಕು
448,Fehler::N,mistake,ತಪ್ಪು
449,Lüge::N,lie,ಸುಳ್ಳು
450,Schaden::N,damage,ಹಾನಿ
451,Unglück::N,misfortune,ಅಪಾಯ
452,Schuld::N,fault,ದೋಷ
453,Alter::N,age,ಮುಪ್ಪು
454,Schluss::N,conclusion,ಮುಕ್ತಾಯ
455,Zeit::N,time,ಕಾಲ
456,Tag::N,day,ದಿನ
457,Morgen::N,morning,ಮುಂಜಾನೆ
458,Mittag::N,noon,ನಡುಹಗಲು
459,Abend::N,evening,ಸಂಜೆ
460,Nacht::N,night,ರಾತ್ರಿ
461,Woche::N,week,ವಾರ
462,Monat::N,month,ತಿಂಗಳು
463,Jahr::N,year,ಸಂವತ್ಸರ
464,Frühling::N,spring,ವಸಂತ
465,Sommer::N,summer,ಬಿಸಿಲುಕಾಲ
466,Herbst::N,autumn,ಶರತ್ಕಾಲ
467,Winter::N,winter,ಚಳಿಗಾಲ
468,Januar::N,January,ನಾಲ್ಚಳಿ
469,Februar::N,February,ಅಯ್ಚಳಿ
470,März::N,March,ಮೊಬ್ಬೇಸಿಗೆ
471,April::N,April,ಇಬ್ಬೇಸಿಗೆ
472,Mai::N,May,ಮುಬ್ಬೇಸಿಗೆ
473,Juni::N,June,ಮೊಮ್ಮಳೆ
474,Juli::N,July,ಇಮ್ಮಳೆ
475,August::N,August,ಮುಮ್ಮಳೆ
476,September::N,September,ನಾಲ್ಮಳೆ
477,Oktober::N,October,ಮೊಚ್ಚಳಿ
478,November::N,November,ಇಚ್ಚಳಿ
479,Dezember::N,December,ಮುಚ್ಚಳಿ
480,Montag::N,Monday,ಸೋಮುವಾರ
481,Dienstag::N,Tuesday,ಮಂಗಳವಾರ
482,Mittwoch::N,Wednesday,ಬುಧವಾರ
483,Donnerstag::N,Thursday,ಗುರುವಾರ
484,Freitag::N,Friday,ಶುಕ್ರವಾರ
485,Samstag::N,Saturday,ಶನಿವಾರ
486,Sonntag::N,Sunday,ಭಾನುವಾರ
487,groß::A,big,ದೊಡ್ಡ
488,klein::A,little,ಪುಟ್ಟ
489,lang::A,long,ದೀರ್ಘ
490,kurz::A,short,ಚಕ್ಕ
491,breit::A,wide,ಅಗಲವಾದ
492,schmal::A,narrow,ಇಕ್ಕಟ್ಟಾದ
493,dicht::A,dense,ದಟ್ಟ
494,dick[Gegenstand]::A,thick,ದಟ್ಟ
495,dünn::A,thin,ತೆಳು
496,fein::A,delicate,ಕೋಮಲ
497,fest::A,firm,ಘನ
498,flach::A,flat,ಚಪ್ಪಟೆ
499,glatt::A,smooth,ನಯ
500,hart::A,hard,ಗಟ್ಟಿ
501,weich::A,soft,ಮೃದುವಾದ
502,rund::A,round,ವರ್ತುಳ
503,spitz::A,pointed,ಮೊನಚಾದ
504,scharf::A,sharp,ತೀಕ್ಷ್ಣ
505,stumpf::A,blunt,ಮೊಂಡು
506,schwer::A,heavy,ಭಾರಿ
507,schön::A,beautiful,ಸುಂದರ
508,heiß::A,hot,ಬಿಸಿ
509,warm::A,warm,ಬಿಸಿ
510,kalt::A,cold,ತಣ್ಣನೆಯ
511,kühl::A,cool,ತಂಪಾದ
512,frisch::A,fresh,ನಿರ್ಮಲ
513,feucht::A,damp,ಒದ್ದೆಯಾದ
514,nass::A,wet,ಒದ್ದೆಯಾದ
515,trocken::A,dry,ಶುಷ್ಕ
516,voll::A,full,ತುಂಬಿದ
517,leer::A,empty,ಖಾಲಿ
518,offen::A,open,ಮುಚ್ಚಲ್ಲದ
519,geschlossen::A,closed,ಮುಚ್ಚಿದ
520,sauber::A,clean,ಶುದ್ಧ
521,schmutzig::A,dirty,ಅಶುದ್ಧ
522,roh::A,raw,ಹಸಿ
523,reif::A,ripe,ಹಣ್ಣಾದ
524,lecker::A,delicious,ಗುಚಿಕರ
525,süß::A,sweet,ಸಿಹಿ
526,bitter::A,bitter,ಕಹಿ
527,sauer::A,sour,ಹುಳಿಯಾದ
528,hell::A,bright,ಹೊಳೆಯುವ
529,dunkel::A,dark,ಮಬ್ಬಾದ
530,schwarz::A,black,ಕಪ್ಪು
531,weiß::A,white,ಬಿಳಿಯ
532,rot::A,red,ಕೆಂಪು
533,gelb::A,yellow,ಹಳದಯ
534,blau::A,blue,ನೀಲ
535,grün::A,green,ಕಾಯಾದ
536,grau::A,grey,ಬೂದುಬಣ್ಣದ
537,bunt::A,colourful,ವರ್ಣರಂಜಿತ
538,bunt::A,colorful,ವರ್ಣರಂಜಿತ
539,billig::A,cheap,ಅಗ್ಗ
540,teuer::A,dear,ದುಬಾರಿಯಾದ
541,wertvoll::A,precious,ಅಮೂಲ್ಯ
542,blind::A,blind,ಅಂಧ
543,taub::A,deaf,ಕಿವುಡಾದ
544,kräftig::A,powerful,ಪ್ರಬಲ
545,stark::A,strong,ಶಕ್ತಿವಂತ
546,schwach::A,weak,ದುರ್ಬಲ
547,fett::A,fat,ಕೊಬ್ಬಿದ
548,schlank::A,slim,ತೆಳ್ಳಗಿನ
549,hübsch::A,pretty,ಅಂದವಾದ
550,böse::A,evil,ಕೆಟ್ಟ
551,dumm::A,stupid,ಮಂದ
552,faul::A,lazy,ಆಲಸ
553,fleißig::A,diligent,ಕಡಗುವ
554,geizig::A,stingy,ಜುಗ್ಗ
555,klug::A,clever,ಚತುರ
556,geschickt::A,skilful,ದಕ್ಷ
557,geschickt::A,skillful,ದಕ್ಷ
558,lieb::A,dear,ಪ್ರಿಯ
559,lustig::A,merry,ಖುಷಿಯಾದ
560,sanft::A,gentle,ಸೌಮ್ಯ
561,hungrig::A,hungry,ಹಸಿದ
562,krank::A,sick,ಅಸ್ವಸ್ಥ
563,nackt::A,naked,ನಗ್ನ
564,traurig::A,sad,ದುಃಖಿತ
565,lebendig::A,living,ಜೀವಂತ
566,gut::A,good,ಒಳ್ಳೆಯ
567,schlecht::A,bad,ದುಷ್ಟ
568,richtig::A,correct,ಸರಿ
569,schlimm::A,nasty,ಅಸಹ್ಯ
570,wahr::A,true,ನಿಜ
571,alt::A,old,ಮುದಿ
572,neu::A,new,ಹೊಸ
573,ehemalig::A,former,ಮಾಜೀ
574,alt[Lebewesen]::A,aged,ವೃದ್ಧ
575,jung::A,young,ಎಳ
576,arm::A,poor,ಬಡ
577,reich::A,rich,ಶ್ರೀಮಂತ
578,bekannt::A,familiar,ಅಪ್ತ
579,berühmt::A,famous,ಪ್ರಸಿದ್ಧ
580,fremd::A,foreign,ಪರಕೀಯ
581,verschieden::A,different,ಬೇರೆ
582,nah::A,near,ಹತ್ತಿರವಾದ
583,fern::A,far,ದೂರದ
584,linker::A,left,ಎಡ
585,rechter::A,right,ಬಲ
586,anderer::A,other,ಇತರ
587,erster::A,first,ಪ್ರಥಮ
588,zweiter::A,second,ದ್ವಿತೀಯ
589,dritter::A,third,ಮೂರನೆಯಜಗತ್ತು
590,letzter::A,last,ಅಂತ್ಯ
591,allein::ADV,alone,ಒಬ್ಬನೇ
592,auf einmal::ADV,at once,ಒಡನೆ
