,Concept_ID,kl,sk
103,Wiese::N,masarsuk,lúka
104,Hügel::N,qattuneq,vŕšok
105,Hügel::N,majuariaq,vŕšok
106,Hügel::N,majorajaaq,vŕšok
107,Hügel::N,qaqqannguaq,vŕšok
108,Berg::N,qaqqaq,hora
109,Höhle::N,qaarusuk,jaskyňa
110,Abhang::N,ippik,úbočie
111,Abhang::N,sivinganeq,úbočie
112,Abhang::N,sivingajaaq,úbočie
113,Abhang::N,kussangajaaq,úbočie
114,Bach::N,kuunnguaq,potok
115,Fluss::N,kuuk,rieka
116,Ufer::N,sissap sinaa,breh
117,Küste::N,sineriak,pobrežie
118,Meer::N,imaq,more
119,Bucht::N,ikeq,záliv
120,Bucht::N,ikeq,zátoka
121,Bucht::N,kangerluk,záliv
122,Bucht::N,kangerluk,zátoka
123,Bucht::N,kangerliumaneq,záliv
124,Bucht::N,kangerliumaneq,zátoka
125,Insel::N,qeqertaq,ostrov
126,Blume::N,naasoq,kvet
127,Blume::N,naasoq,kvetina
128,Gras::N,ivigaq,tráva
129,Wurzel::N,niulutaq,koreň
130,Baum::N,orpik,strom
131,Stamm::N,kanaartaq,kmeň
132,Rinde::N,ameraq,kôra
133,Ast::N,avalequt,konár
134,Zweig::N,avalequt,vetva
135,Blatt::N,pilutaq,list
136,Birke::N,patitsit,breza
137,Weide[Baum]::N,palleq,vŕba
138,Tanne::N,orsuerneq,jedľa
139,Horn::N,nassuk,roh
140,Feder::N,suluk,pero
141,Fell::N,ameq,koža
142,Fell::N,ameq,kožušina
143,Flügel::N,suluk,krídlo
144,Flügel::N,isaroq,krídlo
145,Klaue::N,kukik,paznecht
146,Kralle::N,kukik,pazúr
147,Schwanz::N,pamioq,chvost
148,Schwanz::N,paperuusaq,chvost
149,Ei::N,mannik,vajce
150,Ei::N,mannik,vajíčko
151,Nest::N,ullut,hniezdo
152,Bau::N,ini,nora
153,Tier::N,uumasoq,zviera
154,Herde::N,unguukkat,stádo
155,Kuh::N,ussik,krava
156,Bulle::N,angukulak,býk
157,Bulle::N,anguteralak,býk
158,Bulle::N,angutikulooq,býk
159,Schaf::N,sava,ovca
160,Schwein::N,puuluki,sviňa
161,Hund::N,qimmeq,pes
162,Katze::N,puisaaq,mačka
163,Bär::N,allaq,medveď
164,Eichhörnchen::N,sissinnguaq,veverička
165,Fuchs::N,terianniaq,líška
166,Hase::N,ukaleq,zajac
167,Maus::N,teriannguaq,myš
168,Wolf::N,amaroq,vlk
169,Vogel::N,timmiaq,vták
170,Huhn::N,kukkukooq,kurča
171,Huhn::N,kukkukooq,sliepka
172,Huhn::N,marloraaqaaq,kurča
173,Huhn::N,marloraaqaaq,sliepka
174,Hahn::N,kiasiusaq,kohút
175,Gans::N,nerleq,hus
176,Adler::N,nattoralik,orol
177,Eule::N,uppik,sova
178,Kranich::N,qorlorfik,žeriav
179,Krähe::N,tuluatsiaq,vrana
180,Kuckuck::N,kukkooq,kukučka
181,Schwan::N,qussuk,labuť
182,Fisch::N,aalisagaq,ryba
183,Schlange[Tier]::N,pulateriarsuk,had
184,Schlange[Tier]::N,pulateriaarsuk,had
185,Spinne::N,aasiaq,pavúk
186,Spinne::N,nissavaarsuk,pavúk
187,Ameise::N,uniaaluk,mravec
188,Laus::N,kumak,voš
189,Mücke::N,ippernaq,komár
190,Fliege::N,ippernaq,mucha
191,Schmetterling::N,paluaq,motýľ
192,Schmetterling::N,pakkaluaq,motýľ
193,Schmetterling::N,utsuppaluaq,motýľ
194,Schmetterling::N,taqaleqisaaq,motýľ
195,Beere::N,paarmaq,bobuľa
196,Beere::N,paarngaq,bobuľa
197,Apfel::N,iipili,jablko
198,Pilz::N,anngiusaq,hríb
199,Zwiebel::N,uanitsoq,cibuľa
200,Saat::N,naatsiiassaq,osivo
201,Korn::N,maannineq,zrno
202,Schale::N,niutsivik,šupa
203,Schale::N,niutsivik,škrupina
204,Schale::N,ilulissaq qaartussaq,šupa
205,Schale::N,ilulissaq qaartussaq,škrupina
206,Grube::N,itersaq,jama
207,Falle::N,pualavoq,pasca
208,Falle::N,pualavoq,klepec
209,Schlinge::N,orseq,slučka
210,Schlinge::N,norloq,slučka
211,Spur::N,tumaa,stopa
212,Asche::N,arsat,popol
213,Dreck::N,minguk,kal
214,Dreck::N,minguk,blato
215,Eisen::N,savimineq,železo
216,Eisen::N,saffiugassaq,železo
217,Gold::N,kuulti,zlato
218,Silber::N,siilviuvoq,striebro
219,Kohle::N,aamarsuit aamaruutissat,uhlie
220,Glas::N,igalaaq,sklo
221,Glas::N,imertarfik,sklo
222,Glas::N,igalaamineq,sklo
223,Lehm::N,marraq,íl
224,Lehm::N,marraq,hlina
225,Sand::N,sioqqat,piesok
226,Mensch::N,inuk,človek
227,Mensch::N,silamiu,človek
228,Mann::N,angut,muž
229,Mann::N,angut,chlap
230,Frau::N,arnaq,žena
231,Kind::N,meeraq,dieťa
232,Junge::N,nukappiaraq,chlapec
233,Mädchen::N,arnannguaq,dievka
234,Familie::N,ilaqutakka,rodina
235,Familie::N,ilaqutariit,rodina
236,Großvater::N,aatak,dedo
237,Großvater::N,aatak,starý otec
238,Großmutter::N,aanaq,babička
239,Großmutter::N,aanaq,stará mať
240,Eltern::N,angajoqqaat,rodičia
241,Vater::N,ataata,otec
242,Vater::N,ataataq,otec
243,Mutter::N,anaana,mať
244,Mutter::N,anaana,matka
245,Sohn::N,erneq,syn
246,Tochter::N,panik,dcéra
247,Bruder::N,ani,brat
248,Bruder::N,aqqaluk,brat
249,Bruder::N,qatanngut,brat
250,Schwester::N,naja,sestra
251,Schwester::N,aleqa,sestra
252,Schwester::N,qatanngut,sestra
253,Onkel::N,akkak,ujo
254,Onkel::N,akkak,strýko
255,Tante::N,aja,teta
256,Tante::N,aja,tetka
257,Tante::N,ajak,teta
258,Tante::N,ajak,tetka
259,Tante::N,atsak,teta
260,Tante::N,atsak,tetka
261,Ehemann::N,ui,muž
262,Ehemann::N,ui,manžel
263,Ehefrau::N,nuliaq,žena
264,Ehefrau::N,nuliaq,manželka
265,Freude::N,tipaatsussuseq,radosť
266,Gelächter::N,illaq,smiech
267,Glück::N,usornaat,šťastie
268,Glück::N,usornarsuseq,šťastie
269,Wunsch::N,kissaat,prianie
270,Lust::N,illigussuseq,chuť
271,Lust::N,piummaseq,chuť
272,Geist::N,anerneq,duch
273,Geist::N,toornaq,duch
274,Gedanke::N,isumassaq,myšlienka
275,Gedächtnis::N,eqqaamannissuseq,pamäť
276,Verstand::N,isuma,rozum
277,Verstand::N,sianissut,rozum
278,Verstand::N,misigissut,rozum
279,Verstand::N,sianissuseq,rozum
280,Verstand::N,silaqassuseq,rozum
281,Sinn::N,isuma,zmysel
282,Grund::N,patsit,dôvod
283,Grund::N,patsit,príčina
284,Wahrheit::N,sallusuissut,pravda
285,Märchen::N,oqalualaarut,rozprávka
286,Märchen::N,oqaluasaaq,rozprávka
287,Erzählung::N,oqaluttuaq,poviedka
288,Nachricht::N,oqaassut,správa
289,Nachricht::N,oqqersuut,správa
290,Neuigkeit::N,tusarnartaq,novinka
291,Name::N,ateq,meno
292,Rätsel::N,nalorsitsaarut,záhada
293,Rätsel::N,nalorsitsaarut,hádanka
294,Rede::N,oqaluuseq,reč
295,Sprache::N,oqaatsit,reč
296,Sprache::N,oqaatsit,jazyk
297,Stimme::N,erinaq,hlas
298,Stimme::N,qarluuseq,hlas
299,Wort::N,oqaasii,slovo
300,Zeichen::N,nalunaaqqut,znak
301,Ruf::N,qaaqqussut,volanie
302,Ruf::N,qaaqqussut,zavolanie
303,Lärm::N,perpaluk,hluk
304,Lärm::N,perpaluk,hurhaj
305,Laut::N,torsukattak,zvuk
306,Ton::N,erinaq,tón
307,Ton::N,erinaq,zvuk
308,Lied::N,taalliaq,pieseň
309,Lied::N,erinarsuut,pieseň
310,Ruhe::N,qatsunganeq,pokoj
311,Leute::N,inuiak,ľudia
312,Leute::N,inuiaqatigiit,ľudia
313,Volk::N,inuiaat,ľud
314,Volk::N,inuiaat,národ
315,Arbeit::N,suliaq,práca
316,Arbeit::N,suliaq,robota
317,Gast::N,qaaqqusaq,hosť
318,Geschenk::N,pajugut,dar
319,Hilfe::N,annertoqqut,pomoc
320,Freund::N,tiliaq,priateľ
321,Freund::N,ikinngut,priateľ
322,Kamerad::N,tiliaq,kamarát
323,Kamerad::N,ikinngut,kamarát
324,Art::N,ileqquuseq,druh
325,Stück::N,nakkaalaniku,kus
326,Stück::N,nakkaalaniku,kúsok
327,Teil::N,tassiaasat,časť
328,Hälfte::N,affaq,polka
329,Hälfte::N,affaq,polovica
330,Kreis::N,kaajaluinneq or kaajaluitsoq,kruh
331,Kreuz::N,sanningasulik,kríž
332,Linie::N,tittaq,línia
333,Linie::N,titarneq,línia
334,Abstand::N,aku,vzdialenosť
335,Abstand::N,ikiaq,vzdialenosť
336,Entfernung::N,asi,vzdialenosť
337,Gegend::N,nuna,kraj
338,Gegend::N,nuna,krajina
339,Platz::N,ini,miesto
340,Platz::N,inissaq,miesto
341,Ort::N,sumiiffik,miesto
342,Seite::N,saneraq,bok
343,Seite::N,saneraq,strana
344,Mitte::N,qiteq,stred
345,Sache::N,pigisaq,vec
346,Rand::N,sini,kraj
347,Rand::N,sini,okraj
348,Rand::N,akerfineq,kraj
349,Rand::N,akerfineq,okraj
350,Kante::N,akerfineq,hrana
351,Ecke::N,teqeqqoq,roh
352,Ecke::N,tikeqqoq,roh
353,Spitze::N,inngik,hrot
354,Spitze::N,inngik,špička
355,Ende::N,isu,koniec
356,Loch::N,putu,diera
357,Winkel::N,teqeqqorissaat,kút
358,Muster::N,ilisserut,vzor
359,Muster::N,ilisserut,vzorka
360,Größe::N,angissuseq,veľkosť
361,Länge::N,takissuseq,dĺžka
362,Gewicht::N,oqimaalutaq,váha
363,Menge::N,amerlassuseq,množstvo
364,Haufen::N,eqimattat,hŕba
365,Reihe::N,allunaasaq,rad
366,Boot::N,qajaq,čln
367,Boot::N,angallat,čln
368,Boot::N,umiatsiaq,čln
369,Ruder::N,iput,veslo
370,Schlitten::N,qamutit,sane
371,Schlitten::N,qimusseq,sane
372,Ski::N,ataarut,lyža
373,Last::N,nammagaq,ťarcha
374,Last::N,nammagaq,bremeno
375,Schritt::N,allorneq,krok
376,Norden::N,avannaq,sever
377,Süden::N,qava,juh
378,Süden::N,kujat,juh
379,Süden::N,kujataa,juh
380,Westen::N,kitaa,západ
381,Osten::N,kangi,východ
382,Holz::N,qisuk,drevo
383,Brett::N,salliligaq,doska
384,Platte::N,qaateq,doska
385,Platte::N,qaateq,platňa
386,Stütze::N,ajagutaq,opora
387,Stütze::N,ajaagutaq,opora
388,Stange::N,kaaviffik,tyč
389,Stock::N,ajaappissat,palica
390,Stab::N,ajaappissat,palica
391,Rohr::N,sullulik,rúra
392,Haus::N,illu,dom
393,Ofen::N,kissarsuut,pec
394,Ofen::N,kissarsuut,kachle
395,Fußboden::N,nateq,dlážka
396,Fußboden::N,nateq,podlaha
397,Tisch::N,allattarfik,stôl
398,Stuhl::N,issiavik,stolička
399,Stuhl::N,issiaffik,stolička
400,Wiege::N,uaasoq,kolíska
401,Bett::N,nallavik,lôžko
402,Bett::N,nallavik,posteľ
403,Regal::N,ilisivik,regál
404,Regal::N,ilisivik,polica
405,Kiste::N,sakissat,debna
406,Kiste::N,illerfiusaq,debna
407,Fenster::N,aki,okno
408,Fenster::N,aki,oblok
409,Fenster::N,igalaaq,okno
410,Fenster::N,igalaaq,oblok
411,Tür::N,matu,dvere
412,Tor::N,isaaffik,vráta
413,Zaun::N,saputit,plot
414,Zaun::N,saputit,ohrada
415,Dach::N,qaliaq,krov
416,Dach::N,qaliaq,strecha
417,Leiter::N,tummeqqat,rebrík
418,Leiter::N,tummeqqat,rebrina
419,Leiter::N,majuartarfiit,rebrík
420,Leiter::N,majuartarfiit,rebrina
421,Besen::N,saligutit,metla
422,Spaten::N,nivaataq,rýľ
423,Schaufel::N,nivaataq,lopata
424,Gabel::N,qilluaq,vidlička
425,Gabel::N,ajassaatit,vidlička
426,Löffel::N,alussaat,lyžica
427,Messer::N,savik,nôž
428,Nagel::N,kukik,klinec
429,Netz::N,anguffaseq,sieť
430,Haken::N,nissik,hák
431,Haken::N,nissik,háčik
432,Haken::N,qarsorsaq,hák
433,Haken::N,qarsorsaq,háčik
434,Haken::N,qarsorsartoq,hák
435,Haken::N,qarsorsartoq,háčik
436,Griff::N,ipi,rukoväť
437,Schloss::N,illussaarsuaq,zámka
438,Bild::N,assiliaq,obraz
439,Figur::N,kisitsit,figúra
440,Puppe::N,inuusaq,bábka
441,Puppe::N,inuusaq,bábika
442,Bündel::N,qilertaq,uzlík
443,Bündel::N,qilertaq,zväzok
444,Tasche::N,pooqattaq,taška
445,Tasche::N,pooqattaq,kabelka
446,Deckel::N,matu,vrchnák
447,Deckel::N,matu,pokrývka
448,Geschirr::N,anut,nádoba
449,Tasse::N,tiitorfik,šálka
450,Tasse::N,tiitorfiup ilorlia,šálka
451,Topf::N,qoqqoq,hrniec
452,Kessel::N,uunnaavik,kotol
453,Essen::N,igaaq,jedlo
454,Nahrung::N,neqissaq,strava
455,Nahrung::N,neqissaq,potrava
456,Speise::N,nerisassat,jedlo
457,Fleisch::N,neqi,mäso
458,Getreide::N,maannineq,obilie
459,Brot::N,iffit,chlieb
460,Brot::N,iffiaq,chlieb
461,Scheibe::N,igalaassiaq,kotúč
462,Scheibe::N,igalaassiaq,krajec
463,Fett::N,tarnutissaq,tuk
464,Fett::N,tarnutissaq,masť
465,Fett::N,tarnutissiaq,tuk
466,Fett::N,tarnutissiaq,masť
467,Butter::N,punneq,maslo
468,Öl::N,uulia,olej
469,Salz::N,taratsut,soľ
470,Suppe::N,qajoq,polievka
471,Honig::N,tungusunnitsuut,med
472,Milch::N,immuk,mlieko
473,Tee::N,tii,čaj
474,Tee::N,teeq,čaj
475,Wolle::N,nuersagassiaq,vlna
476,Stoff::N,milliaq,súkno
477,Stoff::N,qarlissiaq,súkno
478,Nadel::N,meqqut,ihla
479,Faden::N,ujalussiaq,niť
480,Faden::N,ujalussiaq,vlákno
481,Knopf::N,attat,gombík
482,Knoten::N,akeroq,uzol
483,Knoten::N,qilerneq,uzol
484,Farbe::N,qalipaat,farba
485,Kleidung::N,atisat,šaty
486,Kleidung::N,atisat,šatstvo
487,Kleidung::N,annoraaq,šaty
488,Kleidung::N,annoraaq,šatstvo
489,Hemd::N,ilupaaq,košeľa
490,Kragen::N,qungasiinnaq,golier
491,Ärmel::N,aaq,rukáv
492,Hose::N,qarliit,nohavice
493,Gürtel::N,qiterut,pás
494,Gürtel::N,qiterut,opasok
495,Gürtel::N,unngersaq,pás
496,Gürtel::N,unngersaq,opasok
497,Mütze::N,nasaq,čiapka
498,Schuh::N,skuu,obuv
499,Schuh::N,skuu,topánka
500,Schuh::N,ikernuk,obuv
501,Schuh::N,ikernuk,topánka
502,Schuh::N,ateraasaq,obuv
503,Schuh::N,ateraasaq,topánka
504,Stiefel::N,kamik,čižma
505,Ring::N,assammiu,prsteň
506,Band::N,qilerutissiaq,stuha
507,Kamm::N,illaagutit,hrebeň
508,Kamm::N,illaajaatit pl.,hrebeň
509,Spiegel::N,tarrarsuut,zrkadlo
510,Riemen::N,allunaaq,remeň
511,Schnur::N,kujaaq,šnúra
512,Schnur::N,allunaasaq,šnúra
513,Leine::N,aleq,vodidlo
514,Decke::N,qipik,deka
515,Decke::N,qipik,prikrývka
516,Kissen::N,akit,poduška
517,Tuch::N,qarlissiaq,šatka
518,Handtuch::N,allarut,uterák
519,Handtuch::N,allarterut,uterák
520,Kraft::N,pissak,moc
521,Stärke::N,qerattarsaat,sila
522,Gesundheit::N,peqqisusseq,zdravie
523,Krankheit::N,nappaat,nemoc
524,Krankheit::N,nappaat,choroba
525,Schmerz::N,anniaat,bolesť
526,Wunde::N,iki,rana
527,Fieber::N,nappaat qanimanartoq,horúčka
528,Arznei::N,imigassaq,liek
529,Brücke::N,ikaartarfik,most
530,Brunnen::N,tissaluttuliaq,studňa
531,Weide::N,masarsuk,pastva
532,Pfad::N,aqqut,chodník
533,Weg::N,aggerfik,cesta
534,Straße::N,aqqusineq,hradská
535,Dorf::N,nunaqarfik,dedina
536,Stadt::N,illorpaat,mesto
537,Stadt::N,illorpalik,mesto
538,Brief::N,allagarsiaq,list
539,Buch::N,atuakkat,kniha
540,Buch::N,mappersagaq,kniha
541,Buchstabe::N,naqinneq,litera
542,Buchstabe::N,naqinneq,písmeno
543,Zeitung::N,aviisi,noviny
544,Leben::N,inuussuseq,život
545,Tod::N,toqu,smrť
546,Tod::N,toquneq,smrť
547,Grab::N,iliveq,hrob
548,Grab::N,illissat,hrob
549,Kirche::N,oqaluffik,kostol
550,Sünde::N,ajorti,hriech
551,Arbeiter::N,sulisoq,robotník
552,Arbeiter::N,sulisoq,pracnovík
553,Chef::N,ittoqut,šéf
554,Chef::N,ittoqut,riaditeľ
555,Meister::N,naalagaq,majster
556,Arzt::N,katsorsaasoq,lekár
557,Lehrer::N,ilinniartitsisoq,učiteľ
558,Geld::N,aningaasat,peniaze
559,Geschäft::N,niuertarfik,obchod
560,Laden::N,niuertarfik,obchod
561,Preis::N,aki,cena
562,Ware::N,qaliata pii,tovar
563,Ware::N,nioqqutissaq,tovar
564,Nutzen::N,iluaqut,osoh
565,Nutzen::N,iluaqut,úžitok
566,Welt::N,nunarsuaq,svet
567,Land::N,nuna,územie
568,Land::N,nuna,krajina
569,König::N,kunngi,kráľ
570,Macht::N,pissaassuseq,moc
571,Macht::N,pissaassuseq,mocnosť
572,Grenze::N,killik,hranica
573,Krieg::N,sorsunneq,vojna
574,Feind::N,akeraq,nepriateľ
575,Feind::N,akerartorti,nepriateľ
576,Feind::N,qinngarsuisoq,nepriateľ
577,Kampf::N,sorsunneq,boj
578,Pfeil::N,qalugiusaq,šíp
579,Pfeil::N,qalugiusaq,strela
580,Gewehr::N,aallaat,puška
581,Fehler::N,kukkuneq,omyl
582,Fehler::N,kukkuneq,chyba
583,Fehler::N,paarlaappaa,omyl
584,Fehler::N,paarlaappaa,chyba
585,Unglück::N,perluut,nešťastie
586,Schuld::N,akiitsugaq,vina
587,Schuld::N,akiitsugaq,previnenie
588,Schuld::N,akiligassaq,vina
589,Schuld::N,akiligassaq,previnenie
590,Alter::N,utoqqaq,vek
591,Schluss::N,isu,záver
592,Schluss::N,isu,koniec
593,Zeit::N,ulloq,čas
594,Zeit::N,akuttoqatigiinneq,čas
595,Tag::N,ulloq,deň
596,Morgen::N,ullaaq,ráno
597,Mittag::N,ulloqeqqa,poludnie
598,Abend::N,unnuk,večer
599,Nacht::N,unnuaq,noc
600,Woche::N,sapaatip akunnera,týždeň
601,Monat::N,qaammat,mesiac
602,Jahr::N,ukioq,rok
603,Frühling::N,upernaaq,jar
604,Sommer::N,aasaq,leto
605,Herbst::N,ukiaq,jeseň
606,Winter::N,ukioq,zima
607,Januar::N,siulleeq,január
608,Januar::N,qaammaliaq,január
609,Februar::N,aarlaat,február
610,März::N,marsi,marec
611,März::N,martsi,marec
612,Mai::N,maaji,máj
613,Juni::N,juuni,jún
614,Juli::N,juuli,júl
615,August::N,aggusti,august
616,September::N,septembari,september
617,Oktober::N,oktobari,október
618,November::N,novembari,november
619,Dezember::N,detsembari,december
620,Montag::N,ataasinngortoq,pondelok
621,Dienstag::N,marlunngorneq,utorok
622,Mittwoch::N,pingasunngorneq,streda
623,Donnerstag::N,sisamanngorneq,štvrtok
624,Freitag::N,tallimanngorneq,piatok
625,Samstag::N,arfininngorneq,sobota
626,Sonntag::N,sapaat,nedeľa
627,Sonntag::N,sapaati,nedeľa
628,groß::A,angivoq,veľký
629,klein::A,mikivoq,malý
630,lang::A,takisooq,dlhý
631,kurz::A,naatsoq,krátky
632,breit::A,silippoq,široký
633,schmal::A,amitsoq,úzky
634,dicht::A,torsusooq,hustý
635,dick[Gegenstand]::A,issuvoq,tlstý
636,dick[Gegenstand]::A,issusooq,tlstý
637,dünn::A,amitsoq,tenký
638,fein::A,mamarpoq,jemný
639,fest::A,tangeqarpoq,pevný
640,flach::A,nalimmappoq,rovný
641,flach::A,nalimmappoq,plochý
642,glatt::A,quasak,hladký
643,hart::A,mattusooq,tvrdý
644,hart::A,manngerpoq,tvrdý
645,hart::A,titeqquluppoq,tvrdý
646,weich::A,nerumaarpoq,mäkký
647,rund::A,ammallorippoq,guľatý
648,rund::A,ammallorippoq,okrúhly
649,spitz::A,qummukujooq,končitý
650,scharf::A,ipippoq,ostrý
651,stumpf::A,anngerpoq,tupý
652,schwer::A,oqimaappoq,ťažký
653,schön::A,kusanarpoq,pekný
654,schön::A,kusanarpoq,krásny
655,heiß::A,kiappoq,horúci
656,warm::A,oqorpoq,teplý
657,kalt::A,issippoq,studený
658,kühl::A,pueqqortippoq,chladný
659,feucht::A,isugutavoq,vlhký
660,feucht::A,isugutavoq,zvlhnutý
661,feucht::A,qaasernarpoq,vlhký
662,feucht::A,qaasernarpoq,zvlhnutý
663,nass::A,imerorpoq,mokrý
664,trocken::A,panerpoq,suchý
665,voll::A,ulikkaarpoq,plný
666,leer::A,imaattuarpoq,prázdny
667,offen::A,ammavoq,otvorený
668,geschlossen::A,matuvoq,zavretý
669,sauber::A,eqqippoq,čistý
670,sauber::A,sukuluippoq,čistý
671,sauber::A,ipeqanngilaq,čistý
672,schmutzig::A,tapappoq,špinavý
673,schmutzig::A,minguppoq,špinavý
674,roh::A,aapavoq,surový
675,reif::A,qaarulerpoq,zrelý
676,süß::A,tungusunnippoq,sladký
677,bitter::A,qasilippoq,horký
678,hell::A,qaamavoq,jasný
679,hell::A,qaamavoq,svetlý
680,dunkel::A,qernerpoq,temný
681,schwarz::A,qernerpoq,čierny
682,weiß::A,qaqorpoq,biely
683,rot::A,aappaluppoq,červený
684,gelb::A,sungaarpoq,žltý
685,blau::A,tungujorpoq,modrý
686,blau::A,tungujorpoq,belasý
687,grün::A,qorsooqqippoq,zelený
688,grau::A,qaserpoq,šedý
689,billig::A,akikippoq,lacný
690,wertvoll::A,erlinnarpoq,cenný
691,blind::A,tappiippoq,slepý
692,blind::A,isigisaqanngilaq,slepý
693,taub::A,tusilarpoq,hluchý
694,kräftig::A,pissaq,silný
695,kräftig::A,pissarsuaq,silný
696,stark::A,sanngivoq,silný
697,schwach::A,nakuippoq,slabý
698,schwach::A,nakuippoq,bezvládny
699,fett::A,pualavoq,tučný
700,schlank::A,tuappoq,štíhly
701,hübsch::A,aatsialaq,šumný
702,hübsch::A,aatsialaq,švárny
703,böse::A,ajorpoq,zlý
704,dumm::A,taqajak,hlúpy
705,dumm::A,sikkilluppoq,hlúpy
706,dumm::A,qaatusimasaqanngilaq,hlúpy
707,faul::A,eqiasuppoq,lenivý
708,faul::A,eqiattortuvoq,lenivý
709,fleißig::A,eqiasuippoq,snaživý
710,fleißig::A,eqiasuippoq,usilovný
711,geizig::A,iasilaarpoq,skupý
712,geizig::A,iasilaarpoq,lakomý
713,geizig::A,tukkuippoq,skupý
714,geizig::A,tukkuippoq,lakomý
715,klug::A,mallak,múdry
716,klug::A,mallak,bystrý
717,klug::A,ittanneq,múdry
718,klug::A,ittanneq,bystrý
719,klug::A,kutaappoq,múdry
720,klug::A,kutaappoq,bystrý
721,klug::A,kuttaappoq,múdry
722,klug::A,kuttaappoq,bystrý
723,klug::A,qarasagippoq,múdry
724,klug::A,qarasagippoq,bystrý
725,lieb::A,akisooq,milý
726,lustig::A,piikulavoq,veselý
727,sanft::A,isumagippoq,nežný
728,hungrig::A,kaappoq,lačný
729,hungrig::A,kaappoq,hladný
730,hungrig::A,perlilerpoq,lačný
731,hungrig::A,perlilerpoq,hladný
732,krank::A,napparsimavoq,chorý
733,krank::A,napparsimavoq,nemocný
734,traurig::A,aliasuppoq,smutný
735,lebendig::A,uumavoq,živý
736,gut::A,ajunngilaq,dobrý
737,schlecht::A,sualuppoq,zlý
738,richtig::A,iluarpoq,správny
739,schlimm::A,amiilaarnarpoq,zlý
740,schlimm::A,amiilaarnarpoq,nepríjemný
741,wahr::A,ilumoorpoq,pravý
742,wahr::A,ilumoorpoq,pravdivý
