,Concept_ID,ga,bn
714,schlimm::A,tubaisteach,কদর্য
715,wahr::A,fíor,বাস্তব
716,alt::A,sean,পুরাতন
717,neu::A,úr,নব
718,neu::A,úr,নূতন
719,neu::A,nua,নব
720,neu::A,nua,নূতন
721,ehemalig::A,iar-,পূর্বকালীন
722,ehemalig::A,sean-,পূর্বকালীন
723,alt[Lebewesen]::A,sean,বৃদ্ধ
724,alt[Lebewesen]::A,aosta,বৃদ্ধ
725,jung::A,óg,তরুণ
726,arm::A,bocht,ক্ষুদ্র
727,reich::A,saibhir,ধনবান্
728,reich::A,rachmasach,ধনবান্
729,bekannt::A,atá eolas air,সুপরিচিত
730,berühmt::A,cailiúil,বিখ্যাত
731,berühmt::A,clúiteach,বিখ্যাত
732,fremd::A,coimhthíoch,বিদেশি
733,verschieden::A,éagsúil,বিসদৃশ
734,verschieden::A,difriúil,বিসদৃশ
735,nah::A,gar,নিকটবতী
736,nah::A,deas,নিকটবতী
737,fern::A,i bhfad uainn,দুরবতী
738,fern::A,i bhfad i gcéin,দুরবতী
739,linker::A,clé,বাম
740,rechter::A,deas,ডান
741,rechter::A,deas,ডাইন
742,anderer::A,eile,অন্যতর
743,erster::A,céad,প্রথম
744,zweiter::A,dóú,দ্বিতীয়
745,zweiter::A,dara,দ্বিতীয়
746,dritter::A,tríú,তৃতীয়
747,dritter::A,treas,তৃতীয়
748,letzter::A,déanach,সর্বশেষ
749,letzter::A,deireanach,সর্বশেষ
750,allein::ADV,i d'aonar,একক
751,auf einmal::ADV,ag an am céanna,জলদি
752,zusammen::ADV,le chéile,একসঙ্গে
753,zusammen::ADV,in eineacht,একসঙ্গে
754,lange::ADV,fada,লম্বা
755,plötzlich::ADV,go tobann,হঠাৎ
756,plötzlich::ADV,i dtobainne,হঠাৎ
757,sofort::ADV,ar an toirt,মুহ্ণর্তমধ্যে
758,sofort::ADV,ar an bpointe,মুহ্ণর্তমধ্যে
759,später::ADV,níos déanaí,পশ্চাতে
760,jetzt::ADV,anois,এখন
761,heute::ADV,inniu,আজ
762,morgen::ADV,amárach,আগামিকাল
763,bald::ADV,go luath,অস্পকালমধ্যে
764,bald::ADV,gan mhoill,অস্পকালমধ্যে
765,dann::ADV,ansin,তখন
766,gestern::ADV,inné,গতকাল
767,einst::ADV,tráth,একবার মাত্র
768,einst::ADV,uair amháin,একবার মাত্র
769,damals::ADV,ag an am,তখন
770,damals::ADV,an t-am sin,তখন
771,danach::ADV,ina dhiaidh sin,পরে
772,vorher::ADV,cheana,আগে
773,vorher::ADV,roimhe sin,আগে
774,zuerst::ADV,ar dtús,আগে
775,einmal::ADV,uair amháin,একবার
776,manchmal::ADV,uaireanta,কখনও কখনও
777,oft::ADV,minic,ঘনঘন
778,immer::ADV,i gcónaí,সর্বদা
779,niemals::ADV,riamh,কখলও নহে
780,hier::ADV,anseo,এখানে
781,hierhin::ADV,anseo,এখানে
782,von hier::ADV,an áit seo,ত্রই স্তান হইতে
783,dort::ADV,ann,ওখানে
784,dort::ADV,ansin,ওখানে
785,dorthin::ADV,ann,ওখানে
786,dorthin::ADV,ansin,ওখানে
787,geradeaus::ADV,ar aghaidh,অগ্রগামী
788,rückwärts::ADV,siar,খিরিয়া
789,zurück::ADV,ar ais,পিঠ
790,unten::ADV,thíos,নীচে
791,hinab::ADV,síos,নিম্নগামী
792,oben::ADV,thuas,উপরে
793,hinauf::ADV,suas,উচ্চতর অংশে
794,überall::ADV,i ngach áit,সর্বত্র
795,überall::ADV,ar fud na háite,সর্বত্র
796,nicht::ADV,ní,না
797,nicht::ADV,cha,না
798,ein wenig::ADV,beagán,অল্প
799,kaum::ADV,ar éigean,কষ্টসহকাবে
800,sehr::ADV,an-,খুব
801,so::ADV,chomh,তত
802,so::ADV,mar sin,তত
803,noch::ADV,fós,এখন পর্যস্ত
804,noch::ADV,go fóill,এখন পর্যস্ত
805,nur::ADV,amháin,শুধু
806,nur::ADV,níl ach,শুধু
807,schon::ADV,cheana,ইতঃপুর্বে
808,schon::ADV,cheana féin,ইতঃপুর্বে
809,wieder::ADV,arís,আবার
810,wieder::ADV,athuair,আবার
811,vergebens::ADV,amú,বিফলে
812,vergebens::ADV,in aisce,বিফলে
813,vor::PRP,ar thosach,সম্মুখে
814,hinter::PRP,laistiar de,পশ্চাতে
815,hinter::PRP,taobh thiar de,পশ্চাতে
816,unter::PRP,faoi,নীচে
817,durch::PRP,trí,দ্বারা
818,neben::PRP,taobh le,কাছে
819,neben::PRP,in aice le,কাছে
820,zwischen::PRP,idir,মধ্যে
821,wegen::PRP,de bharr,জন্য
822,wegen::PRP,mar gheall ar,জন্য
823,dies::PRN,seo,এটা
824,das::PRN,sin,ওটা
825,alles::PRN,gach rud,সব
826,ich::PRN,mé,আমি
827,ich::PRN,mise,আমি
828,du::PRN,tú,তুমি
829,du::PRN,tusa,তুমি
830,er::PRN,sé,উনি
831,er::PRN,seisean,উনি
832,wir::PRN,sinn,আমরা
833,ihr::PRN,sibh,তোমরা
834,ihr::PRN,sibhse,তোমরা
835,sie::PRN,siad,তারা
836,sie::PRN,siadsan,তারা
837,was::FPRN,cad,কি
838,was::FPRN,céard,কি
839,wer::FPRN,cé,কে
840,wo::FADV,cá,কোথায়
841,wo::FADV,cén áit,কোথায়
842,wohin::FADV,cá,কোথায়
843,wohin::FADV,cén áit,কোথায়
844,wie::FADV,conas,কেমন
845,wie::FADV,cén chaoi,কেমন
846,warum::FADV,cén fáth,কেন
847,warum::FADV,cad chuige,কেন
848,wieviel::FNUM,cá mhéad,কত
849,eins::NUM,aon,অক
850,zwei::NUM,dhá,দুই
851,drei::NUM,trí,তিন
852,vier::NUM,ceathair,চার
853,fünf::NUM,cúig,পাঁচ
854,sechs::NUM,sé,ছয়
855,sieben::NUM,seacht,সাত
856,acht::NUM,ocht,আট
857,neun::NUM,naoi,নয়
858,zehn::NUM,deich,দশ
859,elf::NUM,aon déag,এগারো
860,zwölf::NUM,dó dhéag,দ্বাদশ
861,zwanzig::NUM,fiche,বিশ
862,dreißig::NUM,tríocha,ত্রিশ
863,vierzig::NUM,daichead,চল্লিশ
864,vierzig::NUM,ceathracha,চল্লিশ
865,fünfzig::NUM,caoga,পঞ্চাশ
866,sechzig::NUM,seasca,ষাট
867,siebzig::NUM,seachtó,সত্তর
868,achtzig::NUM,ochtó,আশি
869,neunzig::NUM,nócha,নব্বুই
870,hundert::NUM,céad,শত
871,tausend::NUM,míle,হাজার
872,und::CNJ,agus,আর
873,und::CNJ,agus,এবং
874,oder::CNJ,nó,বা
875,stehen::V,seas,দাঁড়ানো
876,sitzen::V,suigh,বসা
877,liegen::V,luigh,শোয়া
878,hängen::V,tá crochta,ঝোলা
879,werden::V,éirigh,হইয়া উঠা
880,passieren::V,tarlaigh,ঘটা
881,beginnen::V,tosaigh,আরম্ভ হওয়া
882,enden::V,críochnaigh,শেষ হওয়া
883,wechseln::V,athraigh,রূপাস্তর করা
884,aufgehen[Sonne]::V,éirigh,উদিত হওয়া
885,untergehen[Sonne]::V,fuin,অস্ত যাওয়া
886,untergehen[Sonne]::V,téigh faoi,অস্ত যাওয়া
887,scheinen[Sonne]::V,taitin,আলো দেওয়া
888,scheinen[Sonne]::V,soilsigh,আলো দেওয়া
889,donnern::V,tá toirneach ann,বজ্রধ্বনি করা
890,wehen::V,séid,প্রবাহিত হওয়া
891,strömen::V,sil,প্রবাহিত হওয়া
892,fließen::V,rith,ছুটা
893,fließen::V,snigh,ছুটা
894,sich drehen::V,cas,পাক খাওয়া
895,sich drehen::V,imrothlaigh,পাক খাওয়া
896,schwanken::V,luasc,দোলা
897,schwingen::V,luasc,দোলা
898,fallen::V,tit,পড়া
899,brennen::V,dóigh,সেঁকা
900,rauchen::V,plúch toite,ধোঁয়া ছড়ান
901,regnen::V,báistigh,বর্ষণ_করা
902,regnen::V,tá ag cur báistí,বর্ষণ_করা
903,gefrieren::V,sioc,হিমায়িত হওয়া
904,gefrieren::V,reoigh,হিমায়িত হওয়া
905,tauen::V,leáigh,গলা
906,tauen::V,coscair,গলা
907,schmelzen::V,leáigh,গলা
908,trocknen::V,triomaigh,শুষ্ক করা
909,sieden::V,fiuch,ফোঁড়া
910,sieden::V,beirigh,ফোঁড়া
911,faulen::V,lobh,ক্ষয় হওয়া
912,faulen::V,dreoigh,ক্ষয় হওয়া
913,verfaulen::V,lobh,ক্ষয় হওয়া 
914,verfaulen::V,feoigh,ক্ষয় হওয়া 
915,reißen::V,bris,ছিঁড়া
916,versinken::V,téigh síos,ডুবা
917,vergehen::V,téigh thart,যাওয়া
918,erscheinen::V,tar,আসা
919,verschwinden::V,imigh,অদৃশ্য হওয়া
920,sinken::V,tit,হ্রাস হওয়া
921,sinken::V,ísligh,হ্রাস হওয়া
922,abnehmen::V,maolaigh,হ্রাস হওয়া
923,abnehmen::V,laghdaigh,হ্রাস হওয়া
924,zunehmen::V,méadaigh,বৃদ্ধি পাওয়া
925,steigen::V,éirigh,ওঠা
926,wachsen::V,fás,বড় হওয়া
927,glänzen::V,lonraigh,জ্বলা
928,funkeln::V,drithligh,জ্বল্জ্বল করা
929,lärmen::V,tóg callán,
930,läuten::V,buail,রুসুঝুসু করা
931,klingeln::V,buail,বাজা
932,klirren::V,cling,টুংটাং-শব্দ করা
933,brausen::V,búir,গর্জন করা
934,rauschen::V,tá ag siosarnach,মর্মরধ্বনি করা
935,klingen::V,tá glór ag,শব্দ করা
936,bellen::V,amhastraigh,ঘেউ ঘেউ করা
937,heulen::V,glam,গর্জন করা
938,blasen::V,séid,ফুঁ দেওয়া
939,pfeifen::V,lig fead,শিস্ দেওয়া
940,schreien::V,béic,চিৎকার করা
941,schreien::V,glaoigh,চিৎকার করা
942,stöhnen::V,lig cnead,গোঁ-গো করা
943,zittern::V,crith,কাঁপা
944,zittern::V,creathnaigh,কাঁপা
945,leben::V,mair,বাঁচা
946,geboren werden::V,rugadh,জন্মানো
947,atmen::V,análaigh,শ্বাস ফেলা
948,trinken::V,ól,পান করা
949,essen::V,ith,ভক্ষণ করা
950,schlucken::V,slog,গেলা
951,müde werden::V,tuirsigh,পরিশ্রান্ত হওয়া
952,einschlafen::V,tit ina chodladh,নিদ্রামগ্ন হওয়া
953,schlafen::V,codail,নিদ্রা যাওয়া
954,aufwachen::V,múscail,জাগা
955,aufstehen::V,éirigh,জাগা
956,sich erholen::V,lig scíth,আরাম করা
957,krank werden::V,éirigh tinn,অসুস্থ হত্তয়া
958,krank sein::V,tá tinn,রূগ্ণ হত্তয়া
959,schmerzen::V,tá pian i,কন্কন করা
960,husten::V,déan casacht,কাশা
961,genesen::V,téarnaigh,আরোগ্য হওয়া
962,sterben::V,éag,মারা যাওয়া
963,sterben::V,faigh bás,মারা যাওয়া
964,umkommen::V,caill,মারা যাওয়া
965,sich bewegen::V,bog,চলা
966,sich bewegen::V,gluais,চলা
967,sich rühren::V,corraigh,নড়া
968,sich erheben::V,seas suas,উদিত হওয়া
969,sich setzen::V,suigh,বসা
970,hinfallen::V,tit,পড়া
971,laufen::V,siúil,হাঁটা
972,schreiten::V,siúil,হাঁটা
973,spazierengehen::V,téigh ag spaisteoireacht,পায়চারি করা
974,eilen::V,deifrigh,ত্বরাম্বিত করা
975,eilen::V,brostaigh,ত্বরাম্বিত করা
976,sich beeilen::V,deifrigh,ত্বরাম্বিত করা
977,sich beeilen::V,déan deifir,ত্বরাম্বিত করা
978,sausen::V,luathaigh,ধেয়ে যাওয়া
979,rennen::V,rith,চলা
980,springen::V,léim,লাফানো
981,klettern::V,dreap,আরোহণ করা
982,schaukeln::V,téigh ar an maide corrach,দোলা
983,kriechen::V,snámh,হামাগুড়ি দেওয়া
984,schwimmen::V,snámh,সাঁতার কাটা
985,tauchen::V,tum,ডোবা
986,rudern::V,iomair,দাঁড় টানা
987,rudern::V,rámhaigh,দাঁড় টানা
988,fahren::V,tiomáin,চালান
989,fliegen::V,eitil,ওড়া
990,gehen::V,téigh,যাওয়া
991,weggehen::V,imigh,প্রস্থান করা
992,abfahren::V,imigh,প্রস্থান করা
993,anhalten::V,stad,থামা
994,hineingehen::V,téigh isteach,ঢোকা
995,eintreten::V,téigh isteach,ঢোকা
996,kommen::V,tar,আসা
997,ankommen::V,tar,আসা
998,zurückkommen::V,fill,ফিরা
999,bleiben::V,fan,থাকা
1000,warten::V,fan,অপেক্ষা করা
1001,erwarten::V,tá ag súil le,অপেক্ষা করা
1002,erwarten::V,tá ag dréim le,অপেক্ষা করা
1003,suchen::V,lorg,খোঁজ করা
1004,finden::V,faigh,পাওয়া
1005,finden::V,aimsigh,পাওয়া
1006,versuchen::V,triail,পরখ করা
1007,vorbereiten::V,réitigh,প্রস্তুত করা
1008,lieben::V,gráigh,ভালবাসা
1009,mögen::V,taitin le,পছন্দ করা
1010,mögen::V,is maith le,পছন্দ করা
1011,lachen::V,gáir,হাসা
1012,rühren::V,téigh i bhfeidhm ar,হৃদয়ম্পর্শ করা
1013,weinen::V,goil,কাঁদা
1014,weinen::V,caoin,কাঁদা
1015,schimpfen::V,tá ag clamhsán,নালিশ করা
1016,sich ärgern::V,tá corraithe,রাগ হত্তয়া
1017,sich fürchten::V,tá eagla ar,ভয় করা
1018,fürchten::V,tá eagla ar,ডরা
1019,fliehen::V,teith,পালানো
1020,flüchten::V,éalaigh,পালানো
1021,sehen::V,feic,দেখা
1022,anschauen::V,dearc,দেখা
1023,anschauen::V,féach ar,দেখা
1024,ansehen::V,breathnaigh,দেখা
1025,hören::V,cluin,শোনা
1026,zuhören::V,éist,শোনা
1027,probieren::V,bliais,পরখ করা
1028,riechen::V,bolaigh,শুঁকা
1029,fühlen::V,braith,অনুভব করা
1030,fühlen::V,mothaigh,অনুভব করা
1031,scheinen::V,tá an chuma ar,মনে হত্তয়া
1032,zu sehen sein::V,tá le feiceáil,দেখা দেত্তয়া
1033,vernehmen::V,clois,শোনা
1034,frieren::V,tá fuar,শীত লাগা
1035,tun::V,déan,করা
1036,können::V,féad,পারা
1037,können::V,is féidir le,পারা
1038,wollen::V,tá ag iarraidh,ইচ্ছা করা
1039,anfangen::V,tosaigh,আরম্ভ করা
1040,anfangen::V,cuir tús le,আরম্ভ করা
1041,beenden::V,críochnaigh,শেষ করা
1042,beenden::V,cuir deireadh le,শেষ করা
1043,aufhören::V,stad,থামা
1044,gelingen::V,éirigh le,সিদ্ধিলাভ করা
1045,geraten::V,tá deireadh ar,পরিণত হত্তয়া
1046,öffnen::V,oscail,খোলা
1047,schließen::V,dún,বন্ধ করা
1048,schließen::V,iaigh,বন্ধ করা
1049,stellen::V,cuir,স্থাপন করা
1050,setzen::V,cuir,স্থাপন করা
1051,setzen::V,socraigh,স্থাপন করা
1052,legen::V,cuir,স্থাপন করা
1053,berühren::V,teagmhaigh le,স্পর্শ করা
1054,verbinden::V,ceangail,সংযুক্ত করা
1055,bedecken::V,clúdaigh,ঢাকা
1056,bedecken::V,cumhdaigh,ঢাকা
1057,aufhängen::V,croch,ঝুলানো
1058,anzünden::V,las,জ্বালান
1059,anzünden::V,adhain,জ্বালান
1060,aufheben::V,tóg,কুড়াইয়া তোলা
1061,aufheben::V,ardaigh,কুড়াইয়া তোলা
1062,zurücklassen::V,fág,পরিত্যাগ করা
1063,verlieren::V,caill,হারান
1064,fallen lassen::V,lig uait,ফেলা
1065,fallen lassen::V,caith uait,ফেলা
1066,machen::V,déan,গঠন করা
1067,machen::V,réitigh,গঠন করা
1068,herstellen::V,táirg,সৃষ্টি করা
1069,bauen::V,tóg,নির্মাণ করা
1070,reparieren::V,deisigh,মেরামত করা
1071,verbessern::V,feabhsaigh,উন্নতিলাভ করা
1072,ändern::V,athraigh,পরিবর্তিত করা
1073,graben::V,tochail,খনন করা
1074,beugen::V,crom,নোয়া
1075,biegen::V,lúb,নোয়া
1076,drehen::V,cas,ঘোরান
1077,wenden::V,tiontaigh,উলটাইয়া দেত্তয়া
1078,umdrehen::V,iompaigh,উলটানো
1079,umdrehen::V,tiontaigh,উলটানো
1080,heben::V,ardaigh,উত্তোলন করা
1081,hochheben::V,tóg,উঁচু করা
1082,ergreifen::V,beir ar,দখল করা
1083,halten::V,coimeád,ধরা
1084,halten::V,coinnigh,ধরা
1085,drücken::V,brúigh,টেপা
1086,schieben::V,brúigh,ঠেলা
1087,kratzen::V,scríob,চাঁচা
1088,lecken::V,ligh,চাটা
1089,lecken::V,leadhb,চাটা
1090,beißen::V,bain greim as,দংশন করা
1091,abreißen::V,stróic,বিচ্ছিন্ন করা
1092,abreißen::V,tarraing,বিচ্ছিন্ন করা
1093,abschneiden::V,scoith,বিচ্ছিন্ন করা
1094,binden::V,ceangail,বন্ধন করা
1095,stecken::V,sáigh,বিদ্ধ করা
1096,brechen::V,bris,ভাঙা
1097,klopfen::V,cnag,আঘাত করা
1098,hauen::V,buail,আঘাত করা
1099,kleben::V,gliúáil,সাঁটা
1100,reiben::V,cuimil,ঘষা
1101,streichen::V,leath,ছড়াইয়া
1102,schleifen::V,líomh,ধার দেওয়া
1103,schneiden::V,gearr,কাটা
1104,rütteln::V,croith,নাড়ান
1105,schütteln::V,croith,নড়া
1106,schwenken::V,luasc,দোলা
1107,schütten::V,doirt,বর্ষণ করা
1108,füllen::V,líon,পরিপূর্ণ করা
1109,einwickeln::V,cuach,মুড়া
1110,einwickeln::V,clúdaigh,মুড়া
1111,tragen::V,iompair,বহন করা
1112,schleppen::V,tarraing,টানা
1113,ziehen::V,tarraing,টানা
1114,aufbewahren::V,coinnigh,রাখা
1115,werfen::V,caith,ছুড়া
1116,fangen::V,ceap,লোফা
1117,packen::V,beir ar,ধরা
1118,verstecken::V,folaigh,গোপন করা
1119,verstecken::V,cuir i bhfolach,গোপন করা
1120,teilen::V,roinn,বিভক্ত করা
1121,schicken::V,seol,প্রেরণ করা
1122,bringen::V,beir,আনা
1123,bringen::V,tabhair,আনা
1124,hinzufügen::V,cuir le,একত্র করা
1125,bekommen::V,faigh,পাওয়া
1126,erhalten::V,faigh,পাওয়া
1127,nehmen::V,tóg,নেওয়া
1128,nehmen::V,glac,নেওয়া
1129,wählen::V,pioc,বাছা
1130,wählen::V,roghnaigh,বাছা
1131,auswählen::V,roghnaigh,বাছা
1132,bewahren::V,caomhnaigh,বাঁচাইয়া রাখা
1133,behindern::V,cuir bac ar,বাধা দেওয়া
1134,verderben::V,mill,নষ্ট করা
1135,beschädigen::V,loit,ক্ষতি করা
1136,beschädigen::V,déan damáiste do,ক্ষতি করা
1137,zerbrechen::V,bris,ভাঙ্গিয়া যাওয়া
1138,zerreißen::V,stiall,ছিঁড়া
1139,zerstören::V,mill,বিনাশ করা
1140,zerstören::V,scrios,বিনাশ করা
1141,verbrennen::V,las,দহন করা
1142,verbrennen::V,dóigh,দহন করা
1143,geben::V,tabhair,দেওয়া
1144,reichen::V,sín,দেওয়া
1145,reichen::V,cuir,দেওয়া
1146,schenken::V,bronn,উপহার দেত্তয়া
1147,schenken::V,tabhair,উপহার দেত্তয়া
1148,versprechen::V,geall,প্রতিশ্রুতি দেওয়া
1149,wünschen::V,guigh,আকাঙ্ক্ষা করা
1150,loben::V,mol,প্রশংসা করা
1151,küssen::V,póg,চুম্বন করা
1152,wiegen::V,bog,দুলানো
1153,wiegen::V,luasc,দুলানো
1154,zudecken::V,clúdaigh,ঢাকা
1155,wecken::V,dúisigh,জাগানো
1156,zeigen::V,taispeáin,দেখানো
1157,führen::V,treoraigh,পথ দেখানো
1158,lehren::V,múin,শেখানো
1159,lehren::V,teagasc,শেখানো
1160,unterrichten::V,múin,শিক্ষা দেওয়া
1161,unterrichten::V,teagasc,শিক্ষা দেওয়া
1162,aufziehen::V,tóg,পালন করা
1163,leiten::V,tá i gceannas ar,পরিচালনা করা
1164,antreiben::V,gríosaigh,চালনা করা
1165,lassen::V,cuir ag,অনুমতি দেওয়া
1166,einladen::V,cuir cuireadh ar,নিমন্ত্রণ করা
1167,vereinigen::V,aontaigh,এক করা
1168,besuchen::V,tabhair cuairt ar,দেখিতে যাওয়া
1169,treffen::V,cas ar,সন্মুখীন হওয়া
1170,treffen::V,buail le,সন্মুখীন হওয়া
1171,sich versammeln::V,bailigh,জড়ো হওয়া
1172,sich versammeln::V,cruinnigh,জড়ো হওয়া
1173,spielen::V,imir,খেলা
1174,spielen::V,tá ag spraoi,খেলা
1175,singen::V,can,গাওয়া
1176,tanzen::V,rinc,নাচা
1177,tanzen::V,damhsaigh,নাচা
1178,sich trennen::V,scar,পৃথক করা
1179,verlassen::V,fág,পরিত্যাগ করা
1180,retten::V,tarrtháil,উদ্ধার করা
1181,bewachen::V,cosain,পাহারা দেওয়া
1182,bewachen::V,gardáil,পাহারা দেওয়া
1183,schützen::V,cosain,রক্ষা করা
1184,verteidigen::V,cosain,রক্ষা করা
1185,sich schlagen::V,tá ag bruíon,লড়াই করা
1186,schießen::V,caith,তীরবেগে ছোটা
1187,schießen::V,scaoil,তীরবেগে ছোটা
1188,siegen::V,bain,জেতা
1189,siegen::V,buaigh,জেতা
1190,ärgern::V,cuir isteach ar,বিরক্ত করা
1191,schlagen::V,buail,আঘাত করা
1192,treten::V,ciceáil,লাথি মারা
1193,stechen::V,sáigh,দংশন করা
1194,stoßen::V,brúigh,ঠেলা
1195,stoßen::V,soncáil,ঠেলা
1196,stehlen::V,goid,অপহরণ করা
1197,stören::V,cuir isteach ar,ঘাঁটান
1198,belästigen::V,cuir as do,বিরক্ত করা
1199,verbergen::V,ceil,গোপন করা
1200,täuschen::V,cuir dallamullóg ar,প্রবঞ্চনা করা
1201,betrügen::V,déan calaois ar,প্রতারণা করা
1202,töten::V,maraigh,হত্যা করা
1203,wohnen::V,cuir faoi,বাস করা
1204,wohnen::V,tá ina chónaí,বাস করা
1205,arbeiten::V,oibrigh,কাজ করা
1206,sammeln::V,bailigh,সংগ্রহ করা
1207,sammeln::V,cruinnigh,সংগ্রহ করা
1208,pflücken::V,pioc,চয়ন করা
1209,jagen::V,seilg,শিকার করা
1210,fischen::V,iasc,মাছ ধরা
1211,fassen::V,beir ar,ধরা
1212,hüten::V,aoirigh,যুথভুক্ত করা
1213,treiben::V,seol,চালনা করা
1214,treiben::V,tiomáin,চালনা করা
1215,anbinden::V,ceangail,বন্ধন করা
1216,füttern::V,cothaigh,ভোজন করানো
1217,füttern::V,beathaigh,ভোজন করানো
1218,melken::V,bligh,দুগ্ধ দোহন করা
1219,melken::V,crúigh,দুগ্ধ দোহন করা
1220,hacken::V,gearr,কাটা
1221,gießen::V,uiscigh,বর্ষণ করা
1222,reifen::V,aibigh,পাকা
1223,zubereiten::V,cócaráil,রন্ধন করা
1224,kochen::V,bruith,রন্ধন করা
1225,kochen::V,beirigh,রন্ধন করা
1226,backen::V,bácáil,সেকা
1227,braten::V,róst,ভাজা
1228,braten::V,frioch,ভাজা
1229,umrühren::V,measc,নড়ানো
1230,stricken::V,cniotáil,বোনা
1231,nähen::V,fuaigh,সেলাই করা
1232,färben::V,dathaigh,রঞ্জিত করা
1233,reinigen::V,glan,পরিষ্কার করা
1234,waschen::V,nigh,পরিষ্কার করা
1235,abwischen::V,glan,মুছা
1236,spülen::V,sruthlaigh,পরিষ্কার করা
1237,fegen::V,scuab,ঝাঁট দেওয়া
1238,kehren::V,scuab,ঝাঁট দেওয়া
1239,baden::V,folc,অবগাহন করা
1240,sich waschen::V,nigh é féin,ধোয়া
1241,ausziehen::V,bain de,খুলা
1242,anziehen::V,cuir ar,গায়ে দেত্তয়া
1243,sich anziehen::V,gléas é féin,পোশাক পরা
1244,kämmen::V,cíor,আঁচড়ানো
1245,schmücken::V,maisigh,সাজান করা
1246,sagen::V,abair,উচ্চারণ করা
1247,sprechen::V,labhair,বলা
1248,reden::V,caintigh,আলাপ করা
1249,sich unterhalten::V,caintigh,আড্ডা দেওয়া
1250,sich unterhalten::V,tá ag comhrá,আড্ডা দেওয়া
1251,fragen::V,fiafraigh,জিজ্ঞাসা করা
1252,fragen::V,cuir ceist,জিজ্ঞাসা করা
1253,bitten::V,iarr,প্রার্থনা করা
1254,erzählen::V,inis,বর্ণনা করা
1255,erzählen::V,eachtraigh,বর্ণনা করা
1256,mitteilen::V,aithris,বলা
1257,mitteilen::V,cuir in iúl,বলা
1258,nennen::V,ainmnigh,নাম দেওয়া
1259,rufen::V,glaoigh,আমন্ত্রণ করা
1260,prahlen::V,maígh,বড়াই করা
1261,übersetzen::V,aistrigh,ভাষাস্তরিত করা
1262,denken::V,síl,ভাবা
1263,denken::V,ceap,ভাবা
1264,glauben::V,creid,বিশ্বাস করা
1265,bemerken::V,tabhair faoi deara,লক্ষ্য করা
1266,erkennen::V,aithin,চিনিতে পারা
1267,begreifen::V,tuig,উপলব্ধি করা
1268,verstehen::V,tuig,উপলব্ধি করা
1269,lernen::V,foghlaim,শেখা
1270,wissen::V,tá a fhios ag,জানা
1271,sich erinnern an::V,cuimhnigh ar,মনে করা
1272,sich erinnern an::V,is cuimhne ar,মনে করা
1273,vergessen::V,dearmad,বিস্মৃত হওয়া
1274,messen::V,tomhais,মাপা
1275,zählen::V,cuntais,গণনা করা
1276,rechnen::V,ríomh,হিসাব করা
1277,rechnen::V,áirigh,হিসাব করা
1278,lesen::V,léigh,পাঠ করা
1279,malen::V,péinteáil,আঁকা
1280,zeichnen::V,línigh,ছকা
1281,zeichnen::V,tarraing,ছকা
1282,schreiben::V,scríobh,লেখা
1283,besitzen::V,is le,অধিকার করা
1284,kaufen::V,ceannaigh,ক্রয় করা
1285,verkaufen::V,díol,বেচা
1286,bezahlen::V,íoc as,প্রদান করা
1287,zahlen::V,íoc,প্রদান করা
1288,beherrschen::V,rialaigh,শাসন করা
1289,ertragen::V,seas,বহন করা
1290,ertragen::V,fulaing,বহন করা
1291,ertragen::V,foighnigh,বহন করা
1292,Ader::N,,শিরা
1293,vorwärts::ADV,,সন্মুখিকে
