,Concept_ID,ja,udm
89,Hitze::N,暑さ,пӧсь
90,Raureif::N,霧氷,гӧр
91,Regenbogen::N,虹,вуюись
92,Donner::N,雷,гудыри
93,Strömung::N,流れ,бызён
94,Tropfen::N,滴,шапык
95,Schaum::N,泡,шукы
96,Schmutz::N,汚れ,нӧд
97,Schmutz::N,汚れ,дэри
98,See::N,湖,ты
99,Sumpf::N,沼,нюр
100,Moor::N,湿原,нюр
101,Wiese::N,草原,возь
102,Wiese::N,草原,возьвыл
103,Wald::N,森,сик
104,Wald::N,森,нюлэс
105,Hügel::N,丘,выр
106,Hügel::N,丘,вырйыл
107,Anhöhe::N,高み,выр
108,Anhöhe::N,高み,вырйыл
109,Berg::N,山,гурезь
110,Gipfel::N,頂上,йыл
111,Höhle::N,洞窟,гу
112,Abhang::N,斜面,бам
113,Quelle::N,泉,ошмес
114,Bach::N,小川,пичи шур
115,Fluss::N,川,шур
116,Ufer::N,岸,ярдур
117,Küste::N,海岸,вудур
118,Festland::N,陸,мувыр
119,Meer::N,海,зарезь
120,Bucht::N,湾,вукож
121,Insel::N,島,вумуӵ
122,Insel::N,島,шормуӵ
123,Blume::N,花,сяська
124,Gras::N,草,турын
125,Wurzel::N,根,выжы
126,Baum::N,木,пу
127,Stamm::N,幹,модос
128,Rinde::N,皮層,сул
129,Ast::N,枝,ул
130,Zweig::N,小枝,вай
131,Blatt::N,葉,куар
132,Birke::N,樺,кызьпу
133,Kiefer[Baum]::N,松,пужым
134,Weide[Baum]::N,柳,бадьпу
135,Tanne::N,樅,кыз
136,Horn::N,角,сюр
137,Feder::N,羽根,тылы
138,Fell::N,毛皮,ку
139,Flügel::N,羽,бурд
140,Klaue::N,鉤爪,гижы
141,Kralle::N,爪,пыд
142,Schwanz::N,尻尾,быж
143,Ei::N,卵,пуз
144,Ei::N,卵,кукей
145,Nest::N,巣,кар
146,Nest::N,巣,пузкар
147,Bau::N,穴,кар
148,Bau::N,穴,гу
149,Tier::N,動物,пӧйшур
150,Herde::N,群れ,уллё
151,Kuh::N,牛,скал
152,Bulle::N,雄牛,ош
153,Bulle::N,雄牛,пороз
154,Pferd::N,馬,вал
155,Schaf::N,羊,ыж
156,Schwein::N,豚,парсь
157,Hund::N,犬,пуны
158,Katze::N,猫,коӵыш
159,Bär::N,熊,гондыр
160,Eichhörnchen::N,栗鼠,коньы
161,Elch::N,ヘラジカ,койык
162,Fuchs::N,狐,ӟичы
163,Hase::N,兎,кеч
164,Maus::N,鼠,шыр
165,Wolf::N,狼,кион
166,Vogel::N,鳥,тылобурдо
167,Schwarm::N,群れ,уллё
168,Huhn::N,鶏,курег
169,Hahn::N,雄鶏,атас
170,Gans::N,ガチョウ,ӟазег
171,Adler::N,鷲,ӧрзи
172,Ente::N,鴨,ӵӧж
173,Eule::N,フクロウ,кучыран
174,Kranich::N,鶴,тури
175,Krähe::N,烏,куака
176,Kuckuck::N,郭公,кикы
177,Schwan::N,白鳥,юсь
178,Fisch::N,魚,чорыг
179,Barsch::N,鱸,юш
180,Hecht::N,川魳,чипей
181,Schlange[Tier]::N,蛇,кый
182,Wurm::N,虫,нумыр
183,Spinne::N,蜘蛛,чонари
184,Ameise::N,蟻,кузьыли
185,Laus::N,虱,тэй
186,Mücke::N,蚊,нымы
187,Mücke::N,蚊,чибинь
188,Fliege::N,蝿,кут
189,Schmetterling::N,蝶,бубыли
190,Beere::N,漿果,узы-боры
191,Apfel::N,林檎,яблок
192,Pilz::N,茸,губи
193,Zwiebel::N,玉葱,сугон
194,Saat::N,種,кидыс
195,Korn::N,粒,тысь
196,Heu::N,干し草,турын
197,Schale::N,皮,кыд
198,Grube::N,穴,гу
199,Grube::N,穴,гоп
200,Falle::N,わな,налик
201,Schlinge::N,輪,гиӟ
202,Schlinge::N,輪,герд
203,Spur::N,跡,пытьы
204,Spur::N,跡,бервыл
205,Asche::N,灰,пень
206,Dreck::N,泥,дэри
207,Eisen::N,鉄,корт
208,Gold::N,金,зарни
209,Silber::N,銀,азвесь
210,Kohle::N,炭,эгыр
211,Glas::N,ガラス,стекло
212,Glas::N,ガラス,пияла
213,Lehm::N,ローム,сюй
214,Sand::N,砂,луо
215,Mensch::N,人,мурт
216,Mensch::N,人,адями
217,Mann::N,男,воргорон
218,Mann::N,男性,воргорон
219,Frau::N,女,кышномурт
220,Frau::N,女性,кышномурт
221,Kind::N,子,нуны
222,Kind::N,子,пинал
223,Kind::N,子供,нуны
224,Kind::N,子供,пинал
225,Junge::N,男の子,пи
226,Mädchen::N,女の子,ныл
227,Familie::N,家族,семья
228,Großvater::N,祖父,песятай
229,Großvater::N,祖父,пересь атай
230,Großvater::N,おじいさん,песятай
231,Großvater::N,おじいさん,пересь атай
232,Großmutter::N,祖母,песянай
233,Großmutter::N,祖母,пересь анай
234,Großmutter::N,おばあさん,песянай
235,Großmutter::N,おばあさん,пересь анай
236,Eltern::N,親,атай-анай
237,Eltern::N,親,бубы-мумы
238,Eltern::N,両親,атай-анай
239,Eltern::N,両親,бубы-мумы
240,Vater::N,父,айы
241,Vater::N,父,атай
242,Vater::N,お父さん,айы
243,Vater::N,お父さん,атай
244,Mutter::N,母,мумы
245,Mutter::N,お母さん,мумы
246,Sohn::N,息子,пи
247,Sohn::N,息子さん,пи
248,Tochter::N,娘,ныл
249,Tochter::N,お嬢さん,ныл
250,Bruder::N,弟,агай
251,Schwester::N,妹,апа
252,Schwester::N,妹,сузэр
253,Onkel::N,伯父,агай
254,Onkel::N,伯父さん,агай
255,Tante::N,叔母,апа
256,Tante::N,叔母,кенак
257,Tante::N,叔母さん,апа
258,Tante::N,叔母さん,кенак
259,Ehemann::N,夫,карт
260,Ehemann::N,主人,карт
261,Ehefrau::N,妻,кышно
262,Ehefrau::N,奥さん,кышно
263,Freude::N,喜び,шумпотон
264,Gelächter::N,笑い,горем
265,Glück::N,幸せ,шуд
266,Kummer::N,悩み,кайгу
267,Kummer::N,悩み,куректон
268,Wunsch::N,希望,мылпотон
269,Lust::N,気,потон
270,Geist::N,精神,лул
271,Gedanke::N,考え,малпан
272,Gedächtnis::N,記憶,йырсазь
273,Gedächtnis::N,記憶,тодэваён
274,Verstand::N,理解力,йырвизь
275,Sinn::N,意味,смысл
276,Grund::N,理由,муг
277,Grund::N,理由,ньӧм
278,Wahrheit::N,真実,зэм
279,Wahrheit::N,真実,шонер
280,Gespräch::N,会話,вераськон
281,Märchen::N,童話,выжыкыл
282,Erzählung::N,物語,верос
283,Nachricht::N,報告,ивор
284,Neuigkeit::N,ニュース,выльивор
285,Name::N,名前,ним
286,Rätsel::N,謎,мадькыл
287,Rede::N,演説,верам
288,Sprache::N,言語,кыл
289,Stimme::N,声,куара
290,Wort::N,言葉,кыл
291,Zeichen::N,記号,пус
292,Zeichen::N,記号,тодмет
293,Ruf::N,呼び声,ӧтён
294,Ruf::N,呼び声,чортон
295,Lärm::N,騒音,ӵашетон
296,Laut::N,音,куара
297,Ton::N,音,куара
298,Lied::N,歌,кырӟан
299,Ruhe::N,静けさ,чалмыт улон
300,Leute::N,人々,адямиос
301,Volk::N,民族,калык
302,Arbeit::N,仕事,уж
303,Gast::N,客,куно
304,Geschenk::N,贈り物,салам
305,Geschenk::N,贈り物,кузьым
306,Spiel::N,遊び,шудон
307,Gesellschaft::N,社会,калык
308,Hilfe::N,援助,юрттон
309,Freund::N,友達,эш
310,Freund::N,友達,юлтош
311,Kamerad::N,同志,тодмо
312,Angelegenheit::N,件,уж
313,Anzahl::N,数,лыд
314,Art::N,種類,тус
315,Stück::N,部分,юдэс
316,Teil::N,部分,люкет
317,Hälfte::N,半分,ӝыны
318,Kreis::N,円,котырес
319,Kreuz::N,十字,крест
320,Linie::N,線,гож
321,Strich::N,線,гож
322,Abstand::N,距離,вис
323,Abstand::N,距離,кусып
324,Entfernung::N,距離,кусып
325,Gegend::N,辺,инты
326,Gegend::N,地域,инты
327,Platz::N,ゆとり,инты
328,Ort::N,所,инты
329,Ort::N,所,места
330,Ort::N,場所,инты
331,Ort::N,場所,места
332,Seite::N,横,пал
333,Mitte::N,真ん中,шор
334,Gegenstand::N,物件,арбери
335,Sache::N,物,котыр
336,Rand::N,端,дур
337,Rand::N,端,шаер
338,Kante::N,縁,дур
339,Ecke::N,角,сэрег
340,Spitze::N,先頭,йыл
341,Ende::N,端,пум
342,Loch::N,穴,пась
343,Winkel::N,片隅,сэрег
344,Muster::N,模様,пужы
345,Größe::N,大きさ,быдӟала
346,Länge::N,長さ,кузьдала
347,Höhe::N,高さ,ӝуждала
348,Gewicht::N,重さ,сектала
349,Gewicht::N,重さ,секытлык
350,Menge::N,量,лыд
351,Menge::N,量,лыдпус
352,Haufen::N,堆積,люк
353,Reihe::N,並び,чур
354,Boot::N,ボート,пыж
355,Boot::N,ボート,лодка
356,Ruder::N,オール,полыс
357,Schlitten::N,そり,додьы
358,Ski::N,スキー,куас
359,Lagerfeuer::N,篝火,тылскем
360,Last::N,荷物,секыт
361,Gang::N,歩み,ветлон
362,Schritt::N,歩,вамыш
363,Norden::N,北,уйпал
364,Süden::N,南,лымшор
365,Westen::N,西,шунды пуксён
366,Osten::N,東,шунды ӝужан
367,Holz::N,木,пу
368,Holz::N,木材,пу
369,Brett::N,板,пул
370,Platte::N,盤,плита
371,Stütze::N,支柱,пыкет
372,Stange::N,棒,пуӵ
373,Stock::N,杖,боды
374,Stab::N,棒,пуӵ
375,Stab::N,棒,боды
376,Rohr::N,管,труба
377,Haus::N,家,юрт
378,Heim::N,家,корка
379,Ofen::N,ストーブ,гур
380,Fußboden::N,床,выж
381,Tisch::N,机,ӝӧк
382,Stuhl::N,椅子,пукон
383,Wiege::N,揺籃,кӧкы
384,Wiege::N,揺籃,зыбка
385,Bett::N,ベッド,валес
386,Regal::N,棚,ӝажы
387,Kiste::N,箱,ящик
388,Fenster::N,窓,укно
389,Fenster::N,窓,косяк
390,Tür::N,戸,ӧс
391,Tür::N,ドア,ӧс
392,Tor::N,門,ӟезьы
393,Zaun::N,垣根,забор
394,Dach::N,屋根,липет
395,Leiter::N,梯子,падӟа
396,Besen::N,ほうき,ӵужон
397,Besen::N,ほうき,исьнер
398,Spaten::N,スコップ,лопатка
399,Schaufel::N,シャベル,ютырон
400,Gabel::N,フォーク,тэчы
401,Gabel::N,フォーク,вилка
402,Löffel::N,スプーン,пуньы
403,Messer::N,ナイフ,пурт
404,Nagel::N,釘,кортӵог
405,Netz::N,網,сеть
406,Haken::N,鉤,курик
407,Haken::N,フック,курик
408,Griff::N,取っ手,ныд
409,Schloss::N,錠,тунгон
410,Bild::N,絵,суред
411,Figur::N,像,фигура
412,Puppe::N,人形,мунё
413,Beutel::N,袋,пуйы
414,Bündel::N,束,керттэт
415,Bündel::N,包み,керттэт
416,Tasche::N,かばん,пуйы
417,Tasche::N,かばん,сумка
418,Eimer::N,バケツ,ведра
419,Deckel::N,蓋,ӵоксэт
420,Geschirr::N,食器,тусьты-пуньы
421,Sack::N,袋,пуйы
422,Tasse::N,カップ,ӵаша
423,Topf::N,鍋,миска
424,Kessel::N,釜,пурты
425,Essen::N,食事,сиськон
426,Nahrung::N,食物,сион
427,Speise::N,料理,сиён
428,Fleisch::N,肉,сӥль
429,Getreide::N,麦,ю тысь
430,Getreide::N,穀物,ю тысь
431,Brei::N,粥,ӝук
432,Brot::N,パン,нянь
433,Scheibe::N,枚,шорем
434,Scheibe::N,切れ,шорем
435,Fett::N,脂肪,кӧй
436,Butter::N,バター,вӧй
437,Öl::N,油,вӧй
438,Salz::N,塩,сылал
439,Suppe::N,スープ,шыд
440,Honig::N,蜂蜜,чечы
441,Milch::N,牛乳,йӧл
442,Tee::N,茶,чай
443,Tee::N,お茶,чай
444,Leder::N,革,сурон
445,Wolle::N,毛糸,гон
446,Wolle::N,毛糸,ыжгон
447,Stoff::N,布,куэм
448,Nadel::N,針,вень
449,Faden::N,糸,сӥньыс
450,Knopf::N,ボタン,бирды
451,Knoten::N,結び目,герд
452,Farbe::N,ペンキ,буёл
453,Kleidung::N,衣服,дӥсь
454,Hemd::N,シャツ,дэрем
455,Kragen::N,襟,сирес
456,Ärmel::N,袖,саес
457,Hose::N,ズボン,брюки
458,Hose::N,ズボン,штань
459,Gürtel::N,帯,кускерттон
460,Gürtel::N,ベルト,кускерттон
461,Mütze::N,帽子,ызьы
462,Schuh::N,靴,ботинка
463,Stiefel::N,ブーツ,сапег
464,Ring::N,輪,зундэс
465,Band::N,リボン,лента
466,Kamm::N,櫛,сын
467,Spiegel::N,鏡,синучкон
468,Riemen::N,緒,е
469,Schnur::N,紐,гозы
470,Leine::N,綱,думет
471,Decke::N,掛け布団,шобрет
472,Kissen::N,枕,миндэр
473,Tuch::N,スカーフ,кышет
474,Handtuch::N,タオル,ӵушкон
475,Kraft::N,力,кать
476,Kraft::N,力,ӟигар
477,Stärke::N,強さ,юнлык
478,Gesundheit::N,健康,тазалык
479,Krankheit::N,病気,висён
480,Schmerz::N,痛み,висён
481,Wunde::N,傷,яра
482,Fieber::N,熱,кезег
483,Arznei::N,薬,эмъюм
484,Brücke::N,橋,выж
485,Brunnen::N,井戸,колдэч
486,Weide::N,牧場,возь
487,Pfad::N,小路,сюрес
488,Weg::N,道,сюрес
489,Straße::N,街道,сюрес
490,Dorf::N,村,гурт
491,Stadt::N,町,кар
492,Stadt::N,町,город
493,Stadt::N,都市,кар
494,Stadt::N,都市,город
495,Brief::N,手紙,гожтэт
496,Buch::N,本,книга
497,Buchstabe::N,文字,буква
498,Zeitung::N,新聞,газет
499,Leben::N,生活,улон
500,Tod::N,死,кулон
501,Grab::N,墓,шайгу
502,Kirche::N,教会,черк
503,Sünde::N,罪,сьӧлык
504,Gott::N,神,ӥнмар
505,Arbeiter::N,労働者,рабочий
506,Chef::N,上司,начальник
507,Meister::N,達人,кибашлы
508,Meister::N,マイスター,кибашлы
509,Arzt::N,医者,врач
510,Lehrer::N,先生,дышетӥсь
511,Geld::N,金,уксё
512,Geld::N,金,коньдон
513,Geschäft::N,取り引き,уж
514,Laden::N,店,магазин
515,Preis::N,値段,дун
516,Ware::N,商品,вуз
517,Nutzen::N,利益,пайда
518,Reichtum::N,豊かさ,узырлык
519,Welt::N,世界,дунне
520,Land::N,国,шаер
521,Staat::N,国家,кун
522,König::N,国王,эксэй
523,Macht::N,権力,власть
524,Grenze::N,国境,кунгож
525,Krieg::N,戦争,ож
526,Feind::N,敵,тушмон
527,Gewalt::N,暴力,эриктэман
528,Kampf::N,戦い,нюръяськон
529,Bogen[Waffe]::N,弓,пукыӵ
530,Pfeil::N,矢,пукыӵ вень
531,Gewehr::N,銃,пыӵал
532,Fehler::N,間違い,янгыш
533,Lüge::N,嘘,пӧян
534,Lüge::N,嘘,алдан
535,Lüge::N,嘘,ӧрекчан
536,Schaden::N,損害,изъян
537,Unglück::N,不幸,куректон
538,Unglück::N,不幸,шудтэме усён
539,Schuld::N,罪,янгыш
540,Alter::N,年,арлыд
541,Alter::N,年齢,арлыд
542,Schluss::N,終わり,пум
543,Zeit::N,時,дыр
544,Zeit::N,時間,дыр
545,Tag::N,日,нунал
546,Morgen::N,朝,ӵукна
547,Mittag::N,昼,лымшор
548,Abend::N,晩,ӝыт
549,Abend::N,晩,акшан
550,Abend::N,夕方,ӝыт
551,Abend::N,夕方,акшан
552,Nacht::N,夜,уй
553,Woche::N,週,арня
554,Monat::N,月,толэзь
555,Jahr::N,年,ар
556,Frühling::N,春,тулыс
557,Sommer::N,夏,гужем
558,Herbst::N,秋,сӥзьыл
559,Winter::N,冬,тол
560,Januar::N,一月,выльартолэзь
561,Februar::N,二月,тулыспал
562,März::N,三月,южтолэзь
563,April::N,四月,оштолэзь
564,Mai::N,五月,куартолэзь
565,Juni::N,六月,вожотолэзь
566,Juli::N,七月,пӧсьтолэзь
567,August::N,八月,гудырикошкон
568,September::N,九月,куарусён
569,Oktober::N,十月,выльӝуктолэзь
570,November::N,十一月,шуркынмон
571,Dezember::N,十二月,толсур
572,Montag::N,月曜日,вордӥськон
573,Dienstag::N,火曜日,вторник
574,Mittwoch::N,水曜日,вирнунал
575,Donnerstag::N,木曜日,покчиарня
576,Freitag::N,金曜日,удмуртарня
577,Samstag::N,土曜日,кӧснунал
578,Sonntag::N,日曜日,арня
579,groß::A,大きい,бадӟым
580,klein::A,小さい,пичи
581,lang::A,長い,кузь
582,kurz::A,短い,вакчи
583,breit::A,広い,паськыт
584,schmal::A,狭い,сюлэг
585,dicht::A,密な,ӵем
586,dick[Gegenstand]::A,厚い,зӧк
587,dünn::A,薄い,векчи
588,fein::A,細い,векчи
589,fest::A,硬い,юн
590,fest::A,硬い,чурыт
591,flach::A,平らな,ӵошкыт
592,glatt::A,滑らかな,гылыт
593,glatt::A,滑らかな,вольыт
594,hart::A,堅い,чурыт
595,weich::A,柔らかい,небыт
596,rund::A,丸い,котырес
597,spitz::A,尖った,йылсо
598,scharf::A,鋭い,лэчыт
599,stumpf::A,鈍い,ныж
600,schwer::A,重い,секыт
601,schön::A,綺麗な,чебер
602,heiß::A,熱い,пӧсь
603,warm::A,温かい,шуныт
604,kalt::A,寒い,кезьыт
605,kalt::A,冷たい,кезьыт
606,kühl::A,涼しい,юзмыт
607,kühl::A,涼しい,салкым
608,frisch::A,ひんやりした,выль
609,feucht::A,湿った,мускыт
610,nass::A,濡れた,котмем
611,trocken::A,乾いた,кӧс
612,voll::A,いっぱいの,тыр
613,leer::A,空の,буш
614,leer::A,空の,тырттэм
615,offen::A,開いた,усьтэм
616,geschlossen::A,閉まった,ӵогам
617,geschlossen::A,閉まった,пунням
618,sauber::A,清潔な,ӝикыт
619,sauber::A,清潔な,чылкыт
620,schmutzig::A,汚い,нӧд
621,roh::A,生の,ыль
622,reif::A,熟した,вуэм
623,lecker::A,美味しい,ческыт
624,süß::A,甘い,ческыт
625,bitter::A,苦い,курыт
626,sauer::A,酸っぱい,чырс
627,hell::A,明るい,югыт
628,dunkel::A,暗い,пеймыт
629,schwarz::A,黒い,сьӧд
630,weiß::A,白い,тӧдьы
631,rot::A,赤い,горд
632,gelb::A,黄色い,ӵуж
633,blau::A,青い,лыз
634,grün::A,緑の,вож
635,grau::A,灰色の,пурысь
636,bunt::A,色取り取りの,куӵо
637,billig::A,安い,дунтэм
638,teuer::A,高い,дуно
639,wertvoll::A,貴重な,дуно
640,blind::A,盲目の,сукыр
641,blind::A,盲目の,синтэм
642,taub::A,耳が聞こえない,пельтэм
643,kräftig::A,強力な,кужмо
644,stark::A,強い,юн
645,stark::A,強い,кужмо
646,schwach::A,弱い,ляб
647,schwach::A,弱い,начар
648,fett::A,太った,кӧй
649,schlank::A,ほっそりした,веськыт
650,schlank::A,ほっそりした,веськрес
651,hübsch::A,素敵な,чебер
652,hübsch::A,素敵な,синмаськымон
653,böse::A,悪い,лек
654,dumm::A,馬鹿な,шузи
655,dumm::A,馬鹿な,визьтэм
656,faul::A,怠惰な,азьтэм
657,fleißig::A,勤勉な,сюлмо
658,geizig::A,けちな,сук
659,klug::A,賢い,визьмо
660,klug::A,頭のいい,визьмо
661,geschickt::A,器用な,усто
662,geschickt::A,器用な,быгатӥсь
663,lieb::A,愛らしい,мусо
664,lustig::A,楽しい,шулдыр
665,sanft::A,温和な,мусо
666,sanft::A,温和な,эрке
667,hungrig::A,空腹の,сютэм
668,krank::A,病気の,висись
669,nackt::A,裸の,гольык
670,traurig::A,悲しい,мӧзмыт
671,lebendig::A,生きた,улэп
672,gut::A,良い,ӟеч
673,gut::A,良い,умой
674,schlecht::A,悪い,урод
675,schlecht::A,悪い,алама
676,schlecht::A,駄目な,урод
677,schlecht::A,駄目な,алама
678,richtig::A,正しい,шонер
679,schlimm::A,ひどい,алама
680,wahr::A,本当の,зэмос
681,alt::A,古い,вуж
682,neu::A,新しい,выль
683,ehemalig::A,以前の,азьвылэз
684,alt[Lebewesen]::A,年を取った,пересь
685,jung::A,若い,егит
686,jung::A,若い,пинал
687,arm::A,貧乏な,начар
688,arm::A,貧乏な,куанер
689,reich::A,裕福な,узыр
690,bekannt::A,有名な,тодмо
691,berühmt::A,有名な,дано
692,fremd::A,見知らぬ,ят
693,verschieden::A,色々な,пӧртэм
694,nah::A,近い,матысь
695,fern::A,遠い,кыдёкысь
696,linker::A,左の,паллян
697,rechter::A,右の,бур
698,rechter::A,右の,бурпал
699,anderer::A,別の,мукет
700,erster::A,一番目,нырысетӥез
701,zweiter::A,二番目,кыктэтӥез
702,dritter::A,三番目,кунньметӥез
703,letzter::A,最後の,берло
704,letzter::A,最後の,берпум
705,allein::ADV,一人で,огназ
706,auf einmal::ADV,同時に,огдыре
707,zusammen::ADV,一緒に,ӵош
708,zusammen::ADV,一緒に,валче
709,lange::ADV,長い間,кема
710,plötzlich::ADV,急に,мапламтэ шорысь
711,sofort::ADV,すぐに,али ик
712,später::ADV,後で,бергес
713,später::ADV,後で,берлогес
714,jetzt::ADV,今,али
715,jetzt::ADV,今,табере
716,heute::ADV,今日,туннэ
717,morgen::ADV,明日,ӵуказе
718,bald::ADV,間もなく,ӝоген
719,dann::ADV,それから,берло
720,gestern::ADV,昨日,толон
721,einst::ADV,過去に,огпол
722,einst::ADV,過去に,одӥг пол
723,damals::ADV,あの時,соку
724,danach::ADV,その後で,собере
725,vorher::ADV,以前に,азьло
726,vorher::ADV,以前に,азьвыл
727,zuerst::ADV,まず,азьло
728,zuerst::ADV,最初に,азьло
729,einmal::ADV,一回,огпол
730,manchmal::ADV,時々,куддыръя
731,oft::ADV,よく,ӵем
732,immer::ADV,いつも,пыр
733,immer::ADV,いつも,котьку
734,niemals::ADV,一度も...ない,уз ноку
735,hier::ADV,こちら,татын
736,hierhin::ADV,ここへ,татчы
737,hierhin::ADV,こちらへ,татчы
738,von hier::ADV,ここから,татысь
739,dort::ADV,そちら,отӥ
740,dort::ADV,そちら,отын
741,dorthin::ADV,そこへ,отчы
742,dorthin::ADV,そちらへ,отчы
743,geradeaus::ADV,真っ直ぐに,меӵак
744,vorwärts::ADV,前へ,азьлань
745,rückwärts::ADV,後ろへ,берлань
746,zurück::ADV,後ろへ,берен
747,zurück::ADV,後ろへ,берлань
748,unten::ADV,下に,улын
749,hinab::ADV,下へ,улэ
750,oben::ADV,上に,вылын
751,oben::ADV,上に,вылӥын
752,hinauf::ADV,上へ,вылэ
753,hinauf::ADV,上へ,вылӥе
754,hinauf::ADV,上へ,выллань
755,überall::ADV,どこでも,котькытын
756,überall::ADV,どこでも,пасьтана
757,nicht::ADV,ない,уз
758,ein wenig::ADV,少し,ичи
759,ein wenig::ADV,少し,ӧжыт
760,ein wenig::ADV,少し,огшап
761,ein wenig::ADV,ちょっと,ичи
762,ein wenig::ADV,ちょっと,ӧжыт
763,ein wenig::ADV,ちょっと,огшап
764,kaum::ADV,ほとんど～ない,муртса
765,sehr::ADV,とても,туж
766,sehr::ADV,とても,лекос
767,so::ADV,こう,озьы
768,so::ADV,こう,тазьы
769,noch::ADV,まだ,на
770,nur::ADV,～だけ,гинэ
771,schon::ADV,もう,ни
772,schon::ADV,もう,ини
773,wieder::ADV,再び,нош
774,wieder::ADV,再び,кайта
775,vergebens::ADV,無駄に,юнме
776,vor::PRP,前に,азьын
777,hinter::PRP,後ろに,берын
778,hinter::PRP,後ろに,бӧрсьы
779,unter::PRP,下に,улын
780,durch::PRP,通して,пыр
781,durch::PRP,通して,пыртӥ
782,neben::PRP,横に,бордын
783,zwischen::PRP,間に,вискын
784,wegen::PRP,為に,сэрен
785,wegen::PRP,せいで,сэрен
786,dies::PRN,これ,та
787,das::PRN,それ,со
788,alles::PRN,全部,ваньмыз
789,ich::PRN,私,мон
790,du::PRN,あなた,тон
791,er::PRN,彼,со
792,wir::PRN,私達,ми
793,ihr::PRN,あなた達,тӥ
794,sie::PRN,彼ら,соос
795,was::FPRN,何,ма
796,wer::FPRN,誰,кин
797,wer::FPRN,どなた,кин
798,wo::FADV,どこ,кытын
799,wo::FADV,どこに,кытын
800,wohin::FADV,どこへ,кытчы
801,wie::FADV,どう,кызьы
802,warum::FADV,何故,малы
803,warum::FADV,どうして,малы
804,wieviel::FNUM,どのくらい,кӧня
805,eins::NUM,一,одӥг
806,zwei::NUM,二,кык
807,zwei::NUM,二つ,кык
808,drei::NUM,三,куинь
809,drei::NUM,三つ,куинь
810,vier::NUM,四,ньыль
811,vier::NUM,四つ,ньыль
812,fünf::NUM,五,вить
813,fünf::NUM,五つ,вить
814,sechs::NUM,六,куать
815,sechs::NUM,六つ,куать
816,sieben::NUM,七,сизьым
817,sieben::NUM,七つ,сизьым
818,acht::NUM,八,тямыс
819,acht::NUM,八つ,тямыс
820,neun::NUM,九,укмыс
821,neun::NUM,九つ,укмыс
822,zehn::NUM,十,дас
823,elf::NUM,十一,дас одӥг
824,zwölf::NUM,十二,дас кык
825,zwanzig::NUM,二十,кызь
826,dreißig::NUM,三十,куамын
