,Concept_ID,fr,sq
179,Schaf::N,mouton,dele
180,Schwein::N,porc,derr
181,Schwein::N,cochon,derr
182,Hund::N,chien,qen
183,Katze::N,chat,mace
184,Bär::N,ours,ari
185,Eichhörnchen::N,écureuil,ketër
186,Elch::N,élan,dre brilopatë
187,Fuchs::N,renard,dhelpër
188,Hase::N,lièvre,lepur
189,Maus::N,souris,mi
190,Wolf::N,loup,ujk
191,Vogel::N,oiseau,zog
192,Vogel::N,oiseau,shpend
193,Schwarm::N,nuée,luzmë
194,Schwarm::N,volée,luzmë
195,Huhn::N,poule,pulë
196,Hahn::N,coq,gjel
197,Hahn::N,coq,këndes
198,Gans::N,oie,patë
199,Adler::N,aigle,shqiponjë
200,Ente::N,canard,rosë
201,Eule::N,hibou,buf
202,Kranich::N,grue,lejlek
203,Kranich::N,grue,kurrillë
204,Krähe::N,corneille,sorrë
205,Kuckuck::N,coucou,qyqe
206,Schwan::N,cygne,mjellmë
207,Fisch::N,poisson,peshk
208,Barsch::N,perche,purtekë
209,Hecht::N,brochet,mlysh
210,Schlange[Tier]::N,serpent,gjarpër
211,Wurm::N,ver,krimb
212,Spinne::N,araignée,marimangë
213,Ameise::N,fourmi,thnegël
214,Ameise::N,fourmi,milingonë
215,Laus::N,pou,morr
216,Mücke::N,moucheron,kunup
217,Mücke::N,moucheron,mushkonjë
218,Fliege::N,mouche,mizë
219,Schmetterling::N,papillon,flutur
220,Beere::N,baie,frutë
221,Beere::N,baie,manaferrë
222,Apfel::N,pomme,mollë
223,Pilz::N,champignon,kërpudhë
224,Zwiebel::N,oignon,qepë
225,Saat::N,semence,farë
226,Korn::N,grain,grurë
227,Korn::N,grain,kokërr
228,Heu::N,foin,sanë
229,Schale::N,pelure,lëkurë
230,Grube::N,fosse,gropë
231,Falle::N,piège,kurth
232,Falle::N,piège,grackë
233,Schlinge::N,lacs,nyjë
234,Spur::N,trace,gjurmë
235,Asche::N,cendre,hi
236,Dreck::N,crotte,baltë
237,Eisen::N,fer,hekur
238,Gold::N,or,ar
239,Gold::N,or,flori
240,Silber::N,argent,argjend
241,Kohle::N,charbon,qymyr
242,Glas::N,verre,qelq
243,Lehm::N,glaise,argjilë
244,Sand::N,sable,rërë
245,Mensch::N,homme,njeri
246,Mann::N,homme,burrë
247,Mann::N,homme,mashkull
248,Frau::N,femme,grua
249,Frau::N,femme,femër
250,Kind::N,enfant,kalama
251,Junge::N,garçon,djalë
252,Mädchen::N,fille,gocë
253,Mädchen::N,fille,vajzë
254,Mädchen::N,jeune fille,gocë
255,Mädchen::N,jeune fille,vajzë
256,Familie::N,famille,familje
257,Großvater::N,grand-père,gjysh
258,Großmutter::N,grand-mère,gjyshe
259,Eltern::N,parents,prindër
260,Vater::N,père,atë
261,Mutter::N,mère,nënë
262,Sohn::N,fils,bir
263,Tochter::N,fille,bijë
264,Bruder::N,frère,vëlla
265,Schwester::N,sœur,motër
266,Onkel::N,oncle,dajë
267,Onkel::N,oncle,xhaxha
268,Tante::N,tante,teze
269,Tante::N,tante,hallë
270,Ehemann::N,mari,burrë
271,Ehemann::N,mari,bashkëshort
272,Ehemann::N,époux,burrë
273,Ehemann::N,époux,bashkëshort
274,Ehefrau::N,femme,grua
275,Ehefrau::N,femme,bashkëshorte
276,Ehefrau::N,épouse,grua
277,Ehefrau::N,épouse,bashkëshorte
278,Freude::N,joie,gaz
279,Freude::N,joie,gëzim
280,Freude::N,plaisir,gaz
281,Freude::N,plaisir,gëzim
282,Gelächter::N,rires,qeshje
283,Glück::N,bonheur,lumturi
284,Kummer::N,peine,brengë
285,Kummer::N,peine,pikëllim
286,Kummer::N,chagrin,brengë
287,Kummer::N,chagrin,pikëllim
288,Wunsch::N,désir,dëshirë
289,Lust::N,envie,epsh
290,Lust::N,envie,dashuri
291,Geist::N,esprit,frymë
292,Geist::N,esprit,shpirt
293,Gedanke::N,idée,ide
294,Gedanke::N,idée,mendim
295,Gedanke::N,pensée,ide
296,Gedanke::N,pensée,mendim
297,Gedächtnis::N,mémoire,kujtesë
298,Verstand::N,raison,mend
299,Sinn::N,sens,kuptim
300,Grund::N,cause,arsye
301,Grund::N,raison,arsye
302,Wahrheit::N,vérité,vërtetë
303,Gespräch::N,conversation,bisedim
304,Märchen::N,conte,përrallë
305,Märchen::N,conte de fées,përrallë
306,Erzählung::N,conte,tregim
307,Erzählung::N,narration,tregim
308,Nachricht::N,message,lajm
309,Neuigkeit::N,nouvelle,risi
310,Name::N,nom,emër
311,Rätsel::N,énigme,gjëzë
312,Rätsel::N,énigme,gjëegjëzë
313,Rätsel::N,devinette,gjëzë
314,Rätsel::N,devinette,gjëegjëzë
315,Rede::N,parole,fjalim
316,Rede::N,discours,fjalim
317,Sprache::N,langue,gjuhë
318,Sprache::N,langage,gjuhë
319,Stimme::N,voix,zë
320,Wort::N,mot,fjalë
321,Zeichen::N,signe,shenjë
322,Ruf::N,cri,thirrmë
323,Ruf::N,appel,thirrmë
324,Lärm::N,bruit,zhurmë
325,Laut::N,son,tingull
326,Ton::N,ton,ton
327,Lied::N,chant,këngë
328,Lied::N,chanson,këngë
329,Ruhe::N,calme,qetësi
330,Ruhe::N,tranquillité,qetësi
331,Leute::N,gens,botë
332,Leute::N,gens,njerëz
333,Volk::N,peuple,popull
334,Arbeit::N,travail,punë
335,Gast::N,hôte,mik
336,Gast::N,hôte,mysafir
337,Gast::N,invité,mik
338,Gast::N,invité,mysafir
339,Geschenk::N,cadeau,dhuratë
340,Geschenk::N,cadeau,peshqesh
341,Geschenk::N,présent,dhuratë
342,Geschenk::N,présent,peshqesh
343,Spiel::N,jeu,lojë
344,Gesellschaft::N,compagnie,shoqëri
345,Hilfe::N,aide,ndihmë
346,Hilfe::N,secours,ndihmë
347,Freund::N,ami,mik
348,Kamerad::N,copain,shok
349,Kamerad::N,camarade,shok
350,Angelegenheit::N,affaire,punë
351,Anzahl::N,nombre,sasi
352,Art::N,sorte,lloj
353,Art::N,espèce,lloj
354,Stück::N,morceau,copë
355,Teil::N,part,pjesë
356,Teil::N,partie,pjesë
357,Hälfte::N,moitié,gjysmë
358,Kreis::N,cercle,qark
359,Kreis::N,cercle,rreth
360,Kreuz::N,croix,kryq
361,Linie::N,ligne,vijë
362,Strich::N,trait,vizë
363,Abstand::N,écart,distancë
364,Entfernung::N,distance,largim
365,Gegend::N,région,vise
366,Gegend::N,région,krahinë
367,Gegend::N,contrée,vise
368,Gegend::N,contrée,krahinë
369,Platz::N,place,shesh
370,Ort::N,lieu,vend
371,Ort::N,endroit,vend
372,Seite::N,côté,anë
373,Mitte::N,milieu,mes
374,Gegenstand::N,objet,send
375,Sache::N,chose,gjë
376,Sache::N,chose,send
377,Rand::N,bord,qoshe
378,Kante::N,arête,teh
379,Ecke::N,coin,qoshe
380,Ecke::N,tournant,qoshe
381,Spitze::N,cime,majë
382,Spitze::N,pointe,majë
383,Ende::N,bout,skaj
384,Ende::N,bout,bisht
385,Loch::N,trou,vrimë
386,Winkel::N,coin,kënd
387,Winkel::N,réduit,kënd
388,Muster::N,dessin,mostër
389,Größe::N,grandeur,madhësi
390,Länge::N,longueur,gjatësi
391,Höhe::N,hauteur,lartësi
392,Höhe::N,altitude,lartësi
393,Gewicht::N,poids,peshë
394,Menge::N,quantité,sasi
395,Haufen::N,tas,grumbull
396,Reihe::N,file,radhë
397,Reihe::N,file,rresht
398,Reihe::N,rangée,radhë
399,Reihe::N,rangée,rresht
400,Boot::N,canot,barkë
401,Boot::N,canot,lundër
402,Boot::N,bateau,barkë
403,Boot::N,bateau,lundër
404,Ruder::N,rame,rrem
405,Ruder::N,aviron,rrem
406,Schlitten::N,traîneau,sajë
407,Ski::N,ski,ski
408,Lagerfeuer::N,feu de camp,flakadan
409,Lagerfeuer::N,feu de camp,zjarr i madh
410,Last::N,charge,barrë
411,Last::N,fardeau,barrë
412,Gang::N,tour,ecje
413,Gang::N,marche,ecje
414,Schritt::N,pas,hap
415,Norden::N,nord,veri
416,Süden::N,sud,jug
417,Westen::N,ouest,perëndim
418,Westen::N,occident,perëndim
419,Osten::N,est,lindje
420,Osten::N,orient,lindje
421,Holz::N,bois,dru
422,Brett::N,planche,dërrasë
423,Platte::N,plaque,pllakë
424,Stütze::N,appui,shtyllë
425,Stütze::N,appui,mbështetesë
426,Stütze::N,soutien,shtyllë
427,Stütze::N,soutien,mbështetesë
428,Stange::N,barre,shufër
429,Stange::N,perche,shufër
430,Stock::N,canne,dajak
431,Stab::N,bâton,shkop
432,Rohr::N,tube,tub
433,Rohr::N,tuyau,tub
434,Haus::N,maison,shtëpi
435,Heim::N,maison,konak
436,Heim::N,maison,shtëpi
437,Ofen::N,poêle,sobë
438,Ofen::N,poêle,stufë
439,Fußboden::N,plancher,dysheme
440,Tisch::N,table,tryezë
441,Stuhl::N,chaise,karrige
442,Wiege::N,berceau,djep
443,Bett::N,lit,shtrat
444,Regal::N,étagère,raft
445,Kiste::N,caisse,kuti
446,Fenster::N,fenêtre,dritare
447,Tür::N,porte,derë
448,Tor::N,porte,portë
449,Tor::N,portail,portë
450,Zaun::N,clôture,gardh
451,Dach::N,toit,çati
452,Leiter::N,échelle,shkallë
453,Besen::N,balai,fshesë
454,Spaten::N,bêche,lopatë
455,Schaufel::N,pelle,qyrek
456,Gabel::N,fourchette,pirun
457,Löffel::N,cuiller,lugë
458,Messer::N,couteau,thikë
459,Nagel::N,clou,gozhdë
460,Netz::N,filet,rrjetë
461,Haken::N,croc,grep
462,Haken::N,croc,grremç
463,Haken::N,crochet,grep
464,Haken::N,crochet,grremç
465,Griff::N,prise,dorak
466,Griff::N,prise,dorezë
467,Griff::N,manche,dorak
468,Griff::N,manche,dorezë
469,Schloss::N,serrure,bravë
470,Bild::N,image,tablo
471,Bild::N,image,pikturë
472,Bild::N,tableau,tablo
473,Bild::N,tableau,pikturë
474,Figur::N,figure,figurë
475,Puppe::N,poupée,kukull
476,Beutel::N,sac,qese
477,Beutel::N,sac,trastë
478,Beutel::N,petit sac,qese
479,Beutel::N,petit sac,trastë
480,Bündel::N,paquet,deng
481,Bündel::N,faisceau,deng
482,Tasche::N,sac,çantë
483,Eimer::N,seau,kovë
484,Deckel::N,couvercle,kapak
485,Deckel::N,couvercle,mbulesë
486,Geschirr::N,vaisselle,enë
487,Sack::N,sac,thes
488,Sack::N,sac,torbë
489,Tasse::N,tasse,filxhan
490,Topf::N,pot,kusi
491,Topf::N,pot,tenxhere
492,Topf::N,marmite,kusi
493,Topf::N,marmite,tenxhere
494,Kessel::N,chaudron,kazan
495,Essen::N,repas,ngrënie
496,Essen::N,manger,ngrënie
497,Nahrung::N,nourriture,ushqim
498,Speise::N,plat,gatesë
499,Fleisch::N,viande,mish
500,Getreide::N,blé,drithë
501,Getreide::N,céréales,drithë
502,Brei::N,purée,qull
503,Brei::N,bouillie,qull
504,Brot::N,pain,bukë
505,Scheibe::N,tranche,fetë
506,Fett::N,graisse,lyrë
507,Fett::N,graisse,yndyrë
508,Butter::N,beurre,gjalpë
509,Öl::N,huile,vaj
510,Salz::N,sel,kripë
511,Suppe::N,soupe,supë
512,Suppe::N,soupe,çorbë
513,Suppe::N,potage,supë
514,Suppe::N,potage,çorbë
515,Honig::N,miel,mjaltë
516,Milch::N,lait,qumësht
517,Tee::N,thé,çaj
518,Leder::N,cuir,lëkurë
519,Wolle::N,laine,lesh
520,Stoff::N,tissu,pëlhurë
521,Stoff::N,étoffe,pëlhurë
522,Nadel::N,aiguille,gjilpërë
523,Faden::N,fil,pe
524,Faden::N,fil,fije
525,Knopf::N,bouton,kopsë
526,Knoten::N,nœud,komb
527,Farbe::N,peinture,bojë
528,Kleidung::N,vêtements,veshje
529,Kleidung::N,habillement,veshje
530,Hemd::N,chemise,këmishë
531,Kragen::N,col,jakë
532,Ärmel::N,manche,mëngë
533,Hose::N,pantalon,brekë
534,Gürtel::N,ceinture,rrip
535,Mütze::N,bonnet,kësulë
536,Mütze::N,casquette,kësulë
537,Schuh::N,soulier,këpucë
538,Schuh::N,chaussure,këpucë
539,Stiefel::N,botte,çizme
540,Ring::N,bague,unazë
541,Band::N,ruban,shirit
542,Kamm::N,peigne,krehër
543,Spiegel::N,glace,pasqyrë
544,Spiegel::N,miroir,pasqyrë
545,Riemen::N,lanière,rrip
546,Riemen::N,courroie,rrip
547,Schnur::N,corde,litar
548,Schnur::N,corde,cikomë
549,Schnur::N,ficelle,litar
550,Schnur::N,ficelle,cikomë
551,Leine::N,laisse,rrip
552,Decke::N,couverture,batanije
553,Kissen::N,oreiller,jastëk
554,Tuch::N,drap,shami
555,Tuch::N,fichu,shami
556,Handtuch::N,serviette,peshqir
557,Handtuch::N,essuie-mains,peshqir
558,Kraft::N,force,forcë
559,Stärke::N,vigueur,koll
560,Gesundheit::N,santé,shëndet
561,Krankheit::N,maladie,sëmundje
562,Schmerz::N,douleur,dhimbje
563,Wunde::N,plaie,plagë
564,Wunde::N,blessure,plagë
565,Fieber::N,fièvre,ethe
566,Arznei::N,remède,ilaç
567,Arznei::N,médecine,ilaç
568,Brücke::N,pont,urë
569,Brunnen::N,puits,pus
570,Weide::N,pâturage,kullotë
571,Pfad::N,sentier,ravë
572,Pfad::N,sentier,shteg
573,Weg::N,voie,udhë
574,Weg::N,voie,shteg
575,Weg::N,chemin,udhë
576,Weg::N,chemin,shteg
577,Straße::N,route,rrugë
578,Dorf::N,village,fshat
579,Dorf::N,village,katund
580,Stadt::N,cité,qytet
581,Stadt::N,ville,qytet
582,Brief::N,lettre,letër
583,Buch::N,livre,libër
584,Buchstabe::N,lettre,shkronjë
585,Buchstabe::N,caractère,shkronjë
586,Zeitung::N,journal,gazetë
587,Leben::N,vie,jetë
588,Tod::N,mort,mortje
589,Grab::N,tombe,varr
590,Kirche::N,église,kishë
591,Sünde::N,péché,mëkat
592,Sünde::N,péché,gjynah
593,Gott::N,dieu,hy
594,Gott::N,dieu,zot
595,Arbeiter::N,ouvrier,punëtor
596,Arbeiter::N,travailleur,punëtor
597,Chef::N,chef,shef
598,Chef::N,chef,drejtues
599,Chef::N,patron,shef
600,Chef::N,patron,drejtues
601,Meister::N,maître,mjeshtër
602,Arzt::N,médecin,mjek
603,Arzt::N,médecin,doktor
604,Lehrer::N,professeur,mësues
605,Lehrer::N,professeur,arsimtar
606,Lehrer::N,instituteur,mësues
607,Lehrer::N,instituteur,arsimtar
608,Geld::N,argent,para
609,Geld::N,argent,holla
610,Geschäft::N,affaire,ujdi
611,Geschäft::N,affaire,biznes
612,Geschäft::N,commerce,ujdi
613,Geschäft::N,commerce,biznes
614,Laden::N,magasin,dyqan
615,Laden::N,boutique,dyqan
616,Preis::N,prix,çmim
617,Ware::N,marchandise,mall
618,Nutzen::N,profit,dobi
619,Nutzen::N,profit,leverdi
620,Reichtum::N,richesse,kamje
621,Reichtum::N,richesse,pasuri
622,Welt::N,monde,botë
623,Land::N,pays,vend
624,Staat::N,État,shtet
625,König::N,roi,mbret
626,Macht::N,pouvoir,fuqi
627,Macht::N,pouvoir,pushtet
628,Macht::N,puissance,fuqi
629,Macht::N,puissance,pushtet
630,Grenze::N,frontière,kufi
631,Krieg::N,guerre,luftë
632,Feind::N,ennemi,armik
633,Gewalt::N,violence,dhunë
634,Kampf::N,lutte,luftim
635,Kampf::N,combat,luftim
636,Bogen[Waffe]::N,arc,hark
637,Pfeil::N,flèche,shigjetë
638,Gewehr::N,fusil,pushkë
639,Fehler::N,faute,gafë
640,Fehler::N,faute,gabim
641,Fehler::N,erreur,gafë
642,Fehler::N,erreur,gabim
643,Lüge::N,mensonge,gënjeshtër
644,Schaden::N,dégât,dëm
645,Schaden::N,dégât,zarar
646,Schaden::N,dommage,dëm
647,Schaden::N,dommage,zarar
648,Unglück::N,malheur,fatkeqësi
649,Schuld::N,faute,faj
650,Schuld::N,culpabilité,faj
651,Alter::N,âge,moshë
652,Schluss::N,fin,fund
653,Zeit::N,temps,kohë
654,Tag::N,jour,ditë
655,Tag::N,journée,ditë
656,Morgen::N,matin,mëngjes
657,Morgen::N,matinée,mëngjes
658,Mittag::N,midi,mesditë
659,Abend::N,soir,mbrëmje
660,Abend::N,soirée,mbrëmje
661,Nacht::N,nuit,natë
662,Woche::N,semaine,javë
663,Monat::N,mois,muaj
664,Jahr::N,an,vit
665,Jahr::N,année,vit
666,Frühling::N,printemps,pranverë
667,Sommer::N,été,verë
668,Herbst::N,automne,vjeshtë
669,Winter::N,hiver,dimër
670,Januar::N,janvier,janar
671,Februar::N,février,shkurt
672,März::N,mars,mars
673,April::N,avril,prill
674,Mai::N,mai,maj
675,Juni::N,juin,qershor
676,Juli::N,juillet,korrik
677,August::N,août,gusht
678,September::N,septembre,shtator
679,Oktober::N,octobre,tetor
680,November::N,novembre,nëntor
681,Dezember::N,décembre,dhjetor
682,Montag::N,lundi,hënë
683,Dienstag::N,mardi,martë
684,Mittwoch::N,mercredi,mërkurë
685,Donnerstag::N,jeudi,enjte
686,Freitag::N,vendredi,premte
687,Samstag::N,samedi,shtunë
688,Sonntag::N,dimanche,diel
689,groß::A,grand,madh
690,klein::A,petit,vogël
691,lang::A,long,gjatë
692,kurz::A,court,shkurtër
693,breit::A,large,gjerë
694,schmal::A,étroit,ngushtë
695,dicht::A,dense,dendur
696,dick[Gegenstand]::A,épais,trashë
697,dünn::A,mince,hollë
698,fein::A,fin,imët
699,fein::A,menu,imët
700,fest::A,ferme,fortë
701,fest::A,solide,fortë
702,flach::A,plat,sheshtë
703,glatt::A,poli,rrafshët
704,glatt::A,lisse,rrafshët
705,hart::A,dur,fortë
706,weich::A,mou,butë
707,rund::A,rond,rrumbullakët
708,spitz::A,aigu,majëmprehtë
709,spitz::A,pointu,majëmprehtë
710,scharf::A,tranchant,mprehtë
711,stumpf::A,mousse,topitur
712,stumpf::A,émoussé,topitur
713,schwer::A,lourd,rëndë
714,schwer::A,pesant,rëndë
715,schön::A,beau,bukur
716,heiß::A,chaud,nxehtë
717,heiß::A,très chaud,nxehtë
718,warm::A,chaud,ngrohtë
719,kalt::A,froid,ftohtë
720,kühl::A,frais,freskët
721,frisch::A,frais,pastër
722,feucht::A,humide,lagësht
723,nass::A,mouillé,lagur
724,trocken::A,sec,thatë
725,voll::A,plein,plotë
726,voll::A,rempli,plotë
727,leer::A,vide,bosh
728,leer::A,vide,zbrazët
729,offen::A,ouvert,hapur
730,geschlossen::A,clos,mbyllur
731,geschlossen::A,fermé,mbyllur
732,sauber::A,net,dëlirë
733,sauber::A,propre,dëlirë
734,schmutzig::A,sale,ndyrë
735,schmutzig::A,crasseux,ndyrë
736,roh::A,cru,gjallë
737,roh::A,brut,gjallë
738,reif::A,mûr,arrirë
739,lecker::A,délicieux,shijshëm
740,lecker::A,appétissant,shijshëm
741,süß::A,doux,ëmbël
742,bitter::A,amer,hidhur
743,sauer::A,aigre,thartë
744,hell::A,clair,me dritë
745,dunkel::A,sombre,errët
746,schwarz::A,noir,i zi
747,weiß::A,blanc,bardhë
748,rot::A,rouge,kuq
749,gelb::A,jaune,verdhë
750,blau::A,bleu,blu
751,blau::A,bleu,kaltër
752,grün::A,vert,blertë
753,grün::A,vert,gjelbër
754,grau::A,gris,hirtë
755,grau::A,gris,bojë hiri
756,bunt::A,multicolore,shumëngjyrëshëm
757,billig::A,bon marché,lirë
758,teuer::A,cher,shtrenjtë
759,wertvoll::A,précieux,çmuar
760,wertvoll::A,précieux,vlershëm
761,blind::A,aveugle,qorr
762,blind::A,aveugle,verbër
763,taub::A,sourd,shurdhër
764,kräftig::A,fort,fuqishëm
765,kräftig::A,vigoureux,fuqishëm
766,stark::A,fort,fortë
767,stark::A,puissant,fortë
768,schwach::A,faible,dobët
769,fett::A,gras,dhjamur
770,schlank::A,svelte,hollë
771,hübsch::A,joli,bukur
772,hübsch::A,joli,hijshëm
773,böse::A,mauvais,keq
774,dumm::A,sot,teveqel
775,dumm::A,bête,teveqel
776,faul::A,fainéant,dembel
777,faul::A,paresseux,dembel
778,fleißig::A,appliqué,zellshëm
779,geizig::A,avare,kurnac
780,geizig::A,avare,dorështrënguar
781,klug::A,intelligent,mençur
782,geschickt::A,habile,aftë
783,lieb::A,cher,dashur
784,lieb::A,gentil,dashur
785,lustig::A,gai,gëzuar
786,lustig::A,joyeux,gëzuar
787,sanft::A,doux,butë
788,hungrig::A,affamé,uritur
789,krank::A,malade,sëmurë
790,nackt::A,nu,lakuriq
791,nackt::A,nu,zhveshur
792,traurig::A,triste,trishtuar
793,lebendig::A,vivant,gjallë
794,gut::A,bon,mirë
795,schlecht::A,mauvais,keq
796,richtig::A,juste,drejtë
797,richtig::A,correct,drejtë
798,schlimm::A,grave,keq
799,schlimm::A,mauvais,keq
800,wahr::A,vrai,vërtetë
801,wahr::A,véritable,vërtetë
802,alt::A,vieux,vjetër
803,neu::A,neuf,i ri
804,neu::A,nouveau,i ri
805,ehemalig::A,ancien,dikurshëm
806,alt[Lebewesen]::A,âgé,plak
807,alt[Lebewesen]::A,vieux,plak
808,jung::A,jeune,i ri
809,arm::A,pauvre,varfër
810,arm::A,pauvre,vobektë
811,reich::A,riche,pasur
812,bekannt::A,connu,njohur
813,berühmt::A,fameux,famshëm
814,berühmt::A,célèbre,famshëm
815,fremd::A,étranger,huaj
816,verschieden::A,différent,ndryshëm
817,nah::A,lié,afërt
818,nah::A,proche,afërt
819,fern::A,éloigné,largët
820,fern::A,lointain,largët
821,linker::A,gauche,majtë
822,rechter::A,droit,djathtë
823,anderer::A,autre,tjetër
824,erster::A,premier,parë
825,zweiter::A,second,dytë
826,zweiter::A,deuxième,dytë
827,dritter::A,troisième,i tretë
828,letzter::A,dernier,fundit
829,allein::ADV,seul,vetëm
830,auf einmal::ADV,à la fois,njëkohësisht
831,zusammen::ADV,ensemble,bashkë
