,Concept_ID,os,ab
679,teuer::A,зынаргъ,амҩан
680,wertvoll::A,зынаргъ,кыр иаҕсоу
681,wertvoll::A,зынаргъ,акыр иаҕсоу
682,blind::A,куырм,алашə
683,taub::A,къуырма,адагəа
684,kräftig::A,домбай,аӷəӷəа
685,kräftig::A,тыхджын,аӷəӷəа
686,stark::A,тыхджын,абаҟа
687,schwach::A,ӕнӕбон,акəада
688,fett::A,нард,аҧсыла
689,schlank::A,гуырвидыц,акала
690,schlank::A,гуырвидыц,акьалантар
691,schlank::A,гуырвидыц,аиҿартə
692,schlank::A,хæрзконд,акала
693,schlank::A,хæрзконд,акьалантар
694,schlank::A,хæрзконд,аиҿартə
695,schlank::A,рæхснæг,акала
696,schlank::A,рæхснæг,акьалантар
697,schlank::A,рæхснæг,аиҿартə
698,schlank::A,сагамад,акала
699,schlank::A,сагамад,акьалантар
700,schlank::A,сагамад,аиҿартə
701,hübsch::A,аив,аҧшӡа
702,hübsch::A,рӕсугъд,аҧшӡа
703,böse::A,фыдзӕрдӕ,абааҧсы
704,dumm::A,ӕдылы,агаӡа
705,faul::A,зивӕг,аашьа
706,faul::A,зивӕггӕнаг,аашьа
707,fleißig::A,æнæзивæг,иҟубҷоу
708,fleißig::A,æнувыд,иҟубҷоу
709,geizig::A,чъынды,акы
710,geizig::A,чъынды,акаҷбеи
711,geizig::A,чъынды,аҟəџьыр
712,geizig::A,æлгъин,акы
713,geizig::A,æлгъин,акаҷбеи
714,geizig::A,æлгъин,аҟəџьыр
715,geizig::A,мæрддзæст,акы
716,geizig::A,мæрддзæст,акаҷбеи
717,geizig::A,мæрддзæст,аҟəџьыр
718,klug::A,зондджын,аҟəыш
719,klug::A,зондджын,аҟəыӷа
720,geschickt::A,хӕрзарӕхст,напҟазала
721,lieb::A,уарзон,алашара
722,lustig::A,хъӕлдзӕг,алах-ҿых
723,lustig::A,хъӕлдзӕг,игурҕьаччо
724,lustig::A,хъӕлдзӕг,агурҕьа
725,lustig::A,хъӕлдзӕг,агурҿыхага
726,sanft::A,мынчын,атата
727,sanft::A,мынчын,аҟəымшəышə
728,sanft::A,мынчын,ақьыҧш
729,hungrig::A,ӕххормаг,амлашь
730,krank::A,нӕфӕразгӕ,ачымазаҩ
731,nackt::A,бӕгънӕг,аҟьантаз
732,traurig::A,ӕрхӕндӕг,алахьеиқəҵага
733,lebendig::A,цардӕгас,абза
734,gut::A,хорз,абзиа
735,schlecht::A,цауд,-хəарҭам
736,richtig::A,раст,иашоу
737,schlimm::A,ӕвзӕр,абааҧсы
738,wahr::A,ӕцӕг,агəҭылса
739,wahr::A,ӕцӕг,абзиаҵəҟьа
740,alt::A,зӕронд,Ажə
741,neu::A,ног,аҿыц
742,ehemalig::A,раздӕры,анкьатәи
743,alt[Lebewesen]::A,ацӕргӕ,абырг
744,alt[Lebewesen]::A,ацӕргӕ,ақабада
745,alt[Lebewesen]::A,ацӕргӕ,Ажə
746,jung::A,ӕрыгон,аҟата
747,arm::A,мӕгуыр,ананамга
748,reich::A,хъӕздыг,абеиа
749,bekannt::A,зонгӕ,адыр
750,berühmt::A,номдзыд,адыр
751,fremd::A,æцæгæлон,атəым
752,verschieden::A,æндæр æмæ æндæр,Еиуа-еиҧшым
753,verschieden::A,алы,Еиуа-еиҧшым
754,verschieden::A,алыхуызон,Еиуа-еиҧшым
755,nah::A,хӕстӕг,ааигəа
756,fern::A,дард,ахара
757,fern::A,дӕрддаг,ахара
758,linker::A,галиу,арма
759,rechter::A,рахиз,арҕьа
760,anderer::A,иннӕ,даҽа
761,anderer::A,иннӕ,даҽакы
762,anderer::A,ӕндӕр,даҽа
763,anderer::A,ӕндӕр,даҽакы
764,erster::A,фыццаг,актәи
765,erster::A,фыццӕгӕм,актәи
766,zweiter::A,дыккаг,аҩбатəи
767,zweiter::A,дыккæгæм,аҩбатəи
768,dritter::A,æртыккаг,ахҕатәи
769,dritter::A,æртыккæгæм,ахҕатәи
770,letzter::A,фӕстаг,аҵыхəтəантəи
771,allein::ADV,иунæг,мацара
772,auf einmal::ADV,уайтагъд,зныкала
773,auf einmal::ADV,уайтагъд,зныкҟьара
774,auf einmal::ADV,æвиппайды,зныкала
775,auf einmal::ADV,æвиппайды,зныкҟьара
776,auf einmal::ADV,æваст,зныкала
777,auf einmal::ADV,æваст,зныкҟьара
778,zusammen::ADV,иумӕ,аиц...
779,lange::ADV,бирæ рæстæг,акыраамҭа
780,plötzlich::ADV,æвиппайды,иаалырҟьаны
781,plötzlich::ADV,æваст,иаалырҟьаны
782,sofort::ADV,уыцы сахат,иаразнакҵәҟьа
783,sofort::ADV,уайтагъд,иаразнакҵәҟьа
784,später::ADV,фæстæдæр,уажəшьҭаншəа
785,jetzt::ADV,ныр,уажәы
786,heute::ADV,абон,иахьа
787,morgen::ADV,райсом,уаҵәы
788,bald::ADV,тагъд,иласны
789,bald::ADV,рæхджы,иласны
790,dann::ADV,стæй,нас
791,gestern::ADV,знон,иацы
792,einst::ADV,кӕддӕр,зны
793,damals::ADV,уæд,усҟан
794,danach::ADV,стæй,нас
795,danach::ADV,уый фæстæ,нас
796,vorher::ADV,раздæр,уаанӡа
797,zuerst::ADV,фыццаг,азнаказы
798,zuerst::ADV,фыццаг,аҧхьа
799,einmal::ADV,иу хатт,зны
800,manchmal::ADV,хатт,зны-зынла
801,oft::ADV,арæх,лассы-лассы
802,immer::ADV,ӕдзух,енагь
803,immer::ADV,ӕдзух,еснагь
804,niemals::ADV,никуы,ианакəызаалак
805,niemals::ADV,никæд,ианакəызаалак
806,hier::ADV,ам,ара
807,hier::ADV,ам,абра
808,hier::ADV,ам,араҟа
809,hierhin::ADV,ардӕм,ара
810,hierhin::ADV,ардӕм,араҟа
811,von hier::ADV,ардыгæй,арантә
812,dort::ADV,уым,уа
813,dorthin::ADV,уырдӕм,уахь
814,dorthin::ADV,уырдӕм,анахь
815,geradeaus::ADV,æргом,ишиашоу
816,vorwärts::ADV,размӕ,ҕхьаҟа
817,rückwärts::ADV,фӕстӕмӕ,шьҭахьла
818,zurück::ADV,фӕстӕмӕ,шьҭахьҟа
819,unten::ADV,дæлæ,лбаа
820,unten::ADV,дæлейы,лбаа
821,unten::ADV,бынæй,лбаа
822,hinab::ADV,дӕлӕмӕ,алада
823,hinab::ADV,уырдыгмӕ,алада
824,oben::ADV,уӕле,хыхь
825,hinauf::ADV,уӕлӕмӕ,аҩада
826,überall::ADV,алыран,зегьынцьара
827,überall::ADV,алкæм,зегьынцьара
828,überall::ADV,кæмдæриддæр,зегьынцьара
829,nicht::ADV,нӕ,-м
830,ein wenig::ADV,чысыл,ҕыҭк
831,kaum::ADV,цъус,аарлаҳәа
832,kaum::ADV,цъус,афергьҳәа
833,sehr::ADV,тынг,даара
834,sehr::ADV,иттӕг,даара
835,so::ADV,афтӕ,ас
836,so::ADV,афтӕ,абас
837,noch::ADV,ма,макьана
838,nur::ADV,канд,заҵәык
839,nur::ADV,ӕрмӕст,заҵәык
840,schon::ADV,нырид,уажәшьҭа
841,schon::ADV,нырид,аиҳа ипоу
842,wieder::ADV,ногӕй,ҿыц
843,wieder::ADV,ногӕй,дырҩегь
844,wieder::ADV,ногӕй,дырҩегьых
845,vergebens::ADV,дзæгъæлы,баша
846,vergebens::ADV,уæгъды,баша
847,vergebens::ADV,æнæхъуаджы,баша
848,vor::PRP,разы,аҕхьа
849,hinter::PRP,фӕстӕ,нхыҵ
850,unter::PRP,бын,амҵа
851,unter::PRP,бын,амҵан
852,durch::PRP,æхсæнты,
853,neben::PRP,цур,ааигуара
854,zwischen::PRP,астӕу,абжьара
855,wegen::PRP,тыххай,-иззы
856,wegen::PRP,тыххай,-ҟнытә
857,dies::PRN,ай,ари
858,dies::PRN,ай,абри
859,das::PRN,уый,Абни
860,das::PRN,уый,убри
861,alles::PRN,алцы,зегьы
862,alles::PRN,æппæтдæр,зегьы
863,alles::PRN,иууылдӕр,зегьы
864,ich::PRN,æз,са
865,ich::PRN,æз,сара
866,du::PRN,ды,бара
867,er::PRN,уый,иара
868,wir::PRN,мах,ҳара
869,ihr::PRN,сымах,шәара
870,sie::PRN,уыдон,дара
871,was::FPRN,цы,
872,wer::FPRN,чи,дарбан
873,wo::FADV,кӕм,иабыкуу
874,wo::FADV,кӕм,аба-
875,wo::FADV,кӕм,ахь-
876,wohin::FADV,кӕдӕм,иабыкуу
877,wohin::FADV,кӕдӕм,аба-
878,wohin::FADV,кӕдӕм,ахь-
879,wie::FADV,куыд,-шҕа
880,warum::FADV,цӕмӕн,избан
881,wieviel::FNUM,цал,заҟа
882,eins::NUM,иу,акы
883,eins::NUM,иу,аӡәы
884,zwei::NUM,дыууӕ,ҩба
885,drei::NUM,ӕртӕ,хҕа
886,vier::NUM,цыппар,ҕшьба
887,fünf::NUM,фондз,хəба
888,sechs::NUM,ӕхсӕз,фба
889,sieben::NUM,авд,Бжьба
890,acht::NUM,аст,ааба
891,neun::NUM,фараст,жәба
892,zehn::NUM,дӕс,жәаба
893,elf::NUM,иуæндæс,жәеизатәи
894,zwölf::NUM,дыууадæс,жәаҩа
895,zwanzig::NUM,дыууын,ҩажәа
896,dreißig::NUM,æртын,ҩажәижәабатәи
897,dreißig::NUM,дæсæмæссæдз,ҩажәижәабатәи
898,vierzig::NUM,цыппор,ҩынҩажәа
899,vierzig::NUM,цыппур,ҩынҩажәа
900,vierzig::NUM,дыууиссæдзы,ҩынҩажәа
901,fünfzig::NUM,фӕндзай,ҩынҩажәеижәаба
902,sechzig::NUM,æхсай,хынҩажәа
903,sechzig::NUM,æртиссæдзы,хынҩажәа
904,siebzig::NUM,æвдай,хынҩажәижәаба
905,siebzig::NUM,дæс æмæ æртиссæдзы,хынҩажәижәаба
906,achtzig::NUM,цыппарыссæдзы,ҕшьынҩажәа
907,achtzig::NUM,æстай,ҕшьынҩажәа
908,neunzig::NUM,нæуæдз,ҕшьынҩажәижәаба
909,neunzig::NUM,дæс æмæ цыппарыссæдзы,ҕшьынҩажәижәаба
910,hundert::NUM,сӕдӕ,шәкы
911,tausend::NUM,мин,зқьы
912,und::CNJ,ӕмӕ,-и
913,oder::CNJ,кӕнӕ,ма
914,stehen::V,лӕууын,агылазаара
915,sitzen::V,бадын,атəара
916,sitzen::V,бадын,атəа(заа)ра
917,liegen::V,хуыссын,аиара
918,hängen::V,ауыгъд уын,акнаҳара
919,werden::V,суӕвын,аҟалара
920,passieren::V,æрцæуын,аҟалара
921,beginnen::V,райдайын,алагара
922,enden::V,фæуын,алгара
923,wechseln::V,ивын,аҽыҧсахра
924,aufgehen[Sonne]::V,скæсын,агылара
925,aufgehen[Sonne]::V,скæсын,ахашлара
926,aufgehen[Sonne]::V,скæсын,аҩаҵхахара
927,untergehen[Sonne]::V, аныгуылын,аҭашəара
928,scheinen[Sonne]::V,рухс кӕнын,акаҧхара
929,donnern::V,нæрын,адыдра
930,wehen::V,дымын,асра
931,strömen::V,кӕлын,акаҭəара
932,fließen::V,цæуын,ацара
933,fließen::V,уайын,ацара
934,fließen::V,кæлын,ацара
935,sich drehen::V,зилын,ахагьежьра
936,schwanken::V,æнкъуысын,аҵысра
937,schwingen::V,æнкъуысын,ахызазара
938,schwingen::V,æнкъуысын,акьаандара
939,schwingen::V,змæлын,ахызазара
940,schwingen::V,змæлын,акьаандара
941,fallen::V,хауын,акаҳара
942,brennen::V,судзын,абылра
943,rauchen::V,фæздæг кæнын,ахылҵра
944,regnen::V,уарын,аура
945,gefrieren::V,сӕлын,аҵаара
946,tauen::V,стайын,аӡҭра
947,schmelzen::V,тайын,ақəӡыҭра
948,schmelzen::V,тайын,аҭəара
949,trocknen::V,хус кæнын,абара
950,sieden::V,фыцын,ашра
951,faulen::V,ӕмбийын,абаара
952,verfaulen::V,бамбийын,абаара
953,verfaulen::V,бамбийын,аилашра
954,reißen::V,скъуийын,аҧжəара
955,versinken::V,дӕлдон_кӕнын,аӡааҟəрылара
956,vergehen::V,аивгъуийын,ацара
957,erscheinen::V,разынын,ацəырҵра
958,verschwinden::V,фæтары уын,аҵашəкəара
959,verschwinden::V,фæдæлдзæх уын,аҵашəкəара
960,verschwinden::V,фесæфын,аҵашəкəара
961,verschwinden::V,æрбайсæфын,аҵашəкəара
962,sinken::V,дæлæмæ æрхауын,атəара
963,sinken::V,дæлæмæ æрхауын,алаҟəра
964,abnehmen::V,фæкъаддæр уын,ацӡаара
965,abnehmen::V,фæкъаддæр уын,аиҵалара
966,abnehmen::V,фæцух уын,ацӡаара
967,abnehmen::V,фæцух уын,аиҵалара
968,zunehmen::V,фæфылдæр уын,аҽырҭбаара
969,zunehmen::V,фæфылдæр уын,аиҵыҵра
970,zunehmen::V,фæфылдæр уын,арацəахара
971,zunehmen::V,сбирæ уын,аҽырҭбаара
972,zunehmen::V,сбирæ уын,аиҵыҵра
973,zunehmen::V,сбирæ уын,арацəахара
974,zunehmen::V,сахадын,аҽырҭбаара
975,zunehmen::V,сахадын,аиҵыҵра
976,zunehmen::V,сахадын,арацəахара
977,steigen::V,сыстын,азҳара
978,steigen::V,сыстын,ашьҭыҵра
979,steigen::V,сыстын,адухара
980,steigen::V,сыстын,ацлара
981,wachsen::V,рӕзын,азҳара
982,glänzen::V,ӕрттивын,ацыр-цырра
983,glänzen::V,ӕрттивын,ацыҩ-цыҩра
984,glänzen::V,ӕрттивын,аказказра
985,funkeln::V,тыбар-тыбур_кӕнын,ашап-шапра
986,funkeln::V,тыбар-тыбур_кӕнын,ацым-цымра
987,lärmen::V,хъæлæба кæнын,ашьҭыбжьгара
988,lärmen::V,хъæлæба кæнын,аҕьҕьаҳәа аилалара
989,läuten::V,цæгъдын,аҵəҵəасра
990,klingeln::V,цæгъдын,аҵəҵəасра
991,klirren::V,дзыгъал-мыгъул кæнын,ахьархьарра
992,klirren::V,дзыгъал-мыгъул кæнын,архьархьарра
993,klirren::V,дзæгъ-дзæгъ кæнын,ахьархьарра
994,klirren::V,дзæгъ-дзæгъ кæнын,архьархьарра
995,brausen::V,абухын,аилаҽҽара
996,brausen::V,абухын,еилашуера
997,klingen::V,зæлын,агара
998,klingen::V,зæлын,ашьҭыбжь гара
999,klingen::V,азæлын,агара
1000,klingen::V,азæлын,ашьҭыбжь гара
1001,klingen::V,хъуысын,агара
1002,klingen::V,хъуысын,ашьҭыбжь гара
1003,bellen::V,рæйын,ашра
1004,heulen::V,ниуын,ауура
1005,blasen::V,фу кӕнын,аҭəҳəара
1006,pfeifen::V,æхситт кæнын,ашəшəра
1007,pfeifen::V,къуыззитт кæнын,ашəшəра
1008,schreien::V,хъӕр кӕнын,аҳəҳəара
1009,schreien::V,хъӕр кӕнын,ахəаара
1010,schreien::V,хъӕр кӕнын,аҟаара
1011,stöhnen::V,хъæрзын,ақьра
1012,stöhnen::V,дзыназын,ақьра
1013,zittern::V,ризын,аҵыс-ҵысра
1014,leben::V,цӕрын,аҟазаара
1015,geboren werden::V,райгуырын,Аира
1016,atmen::V,улӕфын,аҕсыҕ лагаҩагара
1017,trinken::V,нуазын,ажəра
1018,essen::V,хӕрын,акрыфара
1019,schlucken::V,ныхъуырын,албаадара
1020,müde werden::V,бафæллайын,ааҕсара
1021,müde werden::V,бафæлмæцын,ааҕсара
1022,müde werden::V,сфæлмæцын,ааҕсара
1023,einschlafen::V,бафынæй уын,ацəара
1024,schlafen::V,хуыссын,ацəазаара
1025,schlafen::V,фынӕй кӕнын,ацəазаара
1026,aufwachen::V,райхъал уын,аҿыхара
1027,aufstehen::V,стын,Агəылҵра
1028,sich erholen::V,фæллад уадзын,аҧсшьара
1029,sich erholen::V,улæфын,аҧсшьара
1030,krank werden::V,фӕрынчын уын,ачмазаҩхара
1031,krank sein::V,сӕйын,аҳəарҧсарра
1032,schmerzen::V,риссын,ахьра
1033,husten::V,хуыфын,аимҳәара
1034,genesen::V,сдзæбæх уын,абзиахара
1035,genesen::V,сдзæбæх уын,аӷəӷəахара
1036,genesen::V,рандидзын,абзиахара
1037,genesen::V,рандидзын,аӷəӷəахара
1038,genesen::V,сæндидзын,абзиахара
1039,genesen::V,сæндидзын,аӷəӷəахара
1040,sterben::V,мӕлын,аҧсра
1041,umkommen::V,фесæфын,аҭахара
1042,umkommen::V,байсæфын,аҭахара
1043,umkommen::V,бабын уын,аҭахара
1044,umkommen::V,мард фæуын,аҭахара
1045,sich bewegen::V,тæлфын,аиҭаҵра
1046,sich bewegen::V,цæуын,аиҭаҵра
1047,sich rühren::V,змӕлын,ақəацара
1048,sich erheben::V,стын,аҩагылара
1049,sich setzen::V,сбадын,атəара
1050,hinfallen::V,ӕрхауын,акаҳара
1051,laufen::V,цӕуын,аныҟəара
1052,laufen::V,рацу-бацу_кӕнын,аныҟəара
1053,schreiten::V,къахдзæф кæнын,ашьаҿа еихгара
1054,schreiten::V,санчъех кæнын,ашьаҿа еихгара
1055,schreiten::V,цæуын,ашьаҿа еихгара
1056,spazierengehen::V,озер кæнын,анеи-ааира
1057,spazierengehen::V,тезгъо кæнын,анеи-ааира
1058,eilen::V,тагъд кæнын,аццакра
1059,eilen::V,тындзын,аццакра
1060,sich beeilen::V,тагъд кæнын,аццакра
1061,sich beeilen::V,тындзын,аццакра
1062,sausen::V,уайын,аҧырра
1063,sausen::V,уайын,иҭрысны
1064,sausen::V,уайын,ишьҭҟьаны ацара
1065,sausen::V,тæхын,аҧырра
1066,sausen::V,тæхын,иҭрысны
1067,sausen::V,тæхын,ишьҭҟьаны ацара
1068,rennen::V,згъорын,аҩра
1069,springen::V,гæпп кæнын,аҧара
1070,springen::V,сæррæтт кæнын,аҧара
1071,springen::V,лиуырын,аҧара
1072,klettern::V,хилын,ақəлара
1073,schaukeln::V,хецъро кæнын,аҟəараҟəанҽара
1074,schaukeln::V,херыйыл бадын,аҟəараҟəанҽара
1075,kriechen::V,бырын,аҳəазара
1076,schwimmen::V,ленк кӕнын,аӡсара
1077,tauchen::V,ныгъуылын,ахəӡааҵəира
1078,rudern::V,бæлæгъ тæрын,аҵшьра
1079,rudern::V,чема тæрын,аҵшьра
1080,fahren::V,цӕуын,акала
1081,fliegen::V,тӕхын,аҧырра
1082,gehen::V,цӕуын,аиҭаҵра
1083,weggehen::V,ацӕуын,ацара
1084,abfahren::V,араст уын,адəықəлара
1085,abfahren::V,араст уын,ацара
1086,anhalten::V,æрлæууын,ааныргылара
1087,hineingehen::V,мидæмæ цæуын,аҭалара
1088,eintreten::V,бацӕуын,аҩналара
1089,kommen::V,æрцæуын,аара
1090,kommen::V,æрцæуын,ааира
1091,ankommen::V,æрцæуын,ааира
1092,ankommen::V,æрцæуын,аара
1093,ankommen::V,æрцæуын,анеира
1094,zurückkommen::V,раздæхын,азыхынҳəра
1095,zurückkommen::V,фæстæмæ_раздæхын,азыхынҳəра
1096,zurückkommen::V,æрбаздæхын,азыхынҳəра
1097,zurückkommen::V,аздæхын,азыхынҳəра
1098,bleiben::V,лӕууын,аанхара
1099,bleiben::V,лӕууын,анхара
1100,bleiben::V,лӕууын,аангылара
1101,warten::V,ӕнхъӕлмӕ кӕсын,азҧшзаара
1102,erwarten::V,ӕнхъӕлмӕ кӕсын,азҧшра
1103,suchen::V,агурын,ашьҭазаара
1104,finden::V,ссарын,аҧшаара
1105,versuchen::V,фӕлварын,аҽазкра
1106,vorbereiten::V,бацаттæ кæнын,армазеира
1107,vorbereiten::V,æрæввонг кæнын,армазеира
1108,lieben::V,уарзын,абзиабара
1109,mögen::V,зæрдæмæ цæуын,агəаҧхара
1110,lachen::V,худын,аччара
1111,rühren::V,зæрдæ суынгæг кæнын,арҵəуара
1112,weinen::V,кӕуын,аҵəуара
1113,schimpfen::V,æлгъитын,ацəҳара
1114,sich ärgern::V,мæсты кæнын,агəаара
1115,sich fürchten::V,тæрсын,аӡыӡара
1116,fürchten::V,тæрсын,ацəшəара
1117,fliehen::V,лидзын,абналара
1118,fliehen::V,лидзын,ацəцара
1119,flüchten::V,алидзын,абналара
1120,flüchten::V,алидзын,ацəцара
1121,sehen::V,уынын,абара
1122,anschauen::V,акӕсын,ахəаҧшра
1123,ansehen::V,кӕсын,ахəаҧшра
1124,hören::V,хъусын,аҳара
1125,zuhören::V,хъусын,азыӡырҩра
1126,probieren::V,уынын,аҧышəара
1127,probieren::V,аходын,аҧышəара
1128,riechen::V,смудын,афыҩра
1129,fühlen::V,ӕнкъарын,анырра
1130,fühlen::V,ӕнкъарын,ацәакырра
1131,scheinen::V,зынын,шәа
1132,scheinen::V,зынын,аацәырҵа
1133,zu sehen sein::V,зынын,
1134,vernehmen::V,фехъусын,аҳара
1135,frieren::V,сийын,ашəра
1136,frieren::V,сийын,аҵаара
1137,tun::V,кӕнын,аҟаҵара
1138,können::V,фӕразын,алшара
1139,wollen::V,фӕндын,аҭахра
1140,anfangen::V,райдайын,алагара
1141,beenden::V,фӕуын,алгара
1142,aufhören::V,банцайын,аҟəыҵра
1143,aufhören::V,фенцайын,аҟəыҵра
1144,gelingen::V,бантысын,аура
1145,gelingen::V,бантысын,аманшəалахара
1146,gelingen::V,бантысын,алҵра
1147,geraten::V,разынын,нзаарын
1148,öffnen::V,гом кӕнын,аартра
1149,schließen::V,ӕхгӕнын,аркра
1150,stellen::V,ӕвӕрын,аргылара
1151,setzen::V,сбадын кӕнын,артəара
1152,legen::V,ӕрӕвӕрын,ақəҵара
1153,berühren::V,агайын,акьысра
1154,berühren::V,агайын,алакьысра
1155,verbinden::V,бӕттын,аҿаҳəара
1156,bedecken::V,ӕмбӕрзын,ақəршəра
1157,aufhängen::V,ауындзын,акнаҳара
1158,anzünden::V,ссудзын,аркра
1159,aufheben::V,сисын,ашьҭыхра
1160,zurücklassen::V,ныууадзын,аныжьра
1161,verlieren::V,фесафын,ацəыӡра
1162,fallen lassen::V,ӕрӕппарын,ацəкаҳара
1163,fallen lassen::V,къухтӕй феуӕгъд кӕнын,ацəкаҳара
1164,machen::V,саразын,ачаҧара
1165,herstellen::V,сцæттæ кæнын,аиҵдара
1166,herstellen::V,саразын,аиҵдара
1167,bauen::V,амайын,аргылара
1168,reparieren::V,æмпъузын,арҽеира
1169,reparieren::V,цалцæг кæнын,арҽеира
1170,verbessern::V,фæхуыздæр кæнын,аиҕьтəра
1171,ändern::V,аивын,аҧсахра
1172,graben::V,къахын,ажра
1173,beugen::V,æркъæдз кæнын,арҟəра
1174,beugen::V,æркъæдз кæнын,архəара
1175,beugen::V,æртасын кæнын,арҟəра
1176,beugen::V,æртасын кæнын,архəара
1177,biegen::V,тасын кӕнын,арҟəра
1178,biegen::V,тасын кӕнын,архəара
1179,drehen::V,здухын,аргьежьра
1180,wenden::V,афæлдахын,
1181,wenden::V,рафæлдахын,
1182,umdrehen::V,афæлдахын,аарҳәра
1183,heben::V,сдарын,аҩахара
1184,heben::V,сдарын,араҳара
1185,heben::V,схæцын,аҩахара
1186,heben::V,схæцын,араҳара
1187,hochheben::V,уæлæмæ хæцын,ахагалара
1188,hochheben::V,уæлæмæ хæцын,ашьҭҳəара
1189,ergreifen::V,фӕлӕбурын,
1190,halten::V,дарын,акра
1191,drücken::V,æлхъивын,ақəрӷəӷəара
1192,drücken::V,хæцын,ақəрӷəӷəара
1193,schieben::V,схойын,аҵгəара
1194,schieben::V,схойын,агəара
1195,kratzen::V,хафын,ацəҟьара
1196,lecken::V,сдæрын,арбзара
1197,beißen::V,хæцын,ацҳара
1198,abreißen::V,ратонын,амжəара
1199,abschneiden::V,ралыг кӕнын,ахҵəара
1200,abschneiden::V,ралыг кӕнын,аҿахҵəара
1201,binden::V,бабӕттын,аҿаҳəара
1202,stecken::V,ныссадзын,алаҵара
1203,brechen::V,асæттын,аҧҵəара
1204,brechen::V,басæттын,аҧҵəара
1205,brechen::V,ныссæттын,аҧҵəара
1206,klopfen::V,хойын,асра
1207,klopfen::V,гуыпп-гуыпп кæнын,асра
1208,klopfen::V,къуырцц-къуырцц кæнын,асра
1209,hauen::V,цӕвын,ақəкшара
1210,hauen::V,нӕмын,ақəкшара
1211,kleben::V,ныхасын,аҷабра
1212,kleben::V,æндадзын,аҷабра
1213,reiben::V,сӕрфын,арҟəыҷра
1214,reiben::V,хафын,арҟəыҷра
1215,streichen::V,байсæрдын,ахьшьра
1216,streichen::V,сахорын,ахьшьра
1217,schleifen::V,ссын,ахра
1218,schleifen::V,цыргъ кӕнын,ахра
1219,schneiden::V,кӕрдын,аҧҟара
1220,rütteln::V,æнкъусын,арҵысра
1221,schütteln::V,уигъын,аршəшəара
1222,schwenken::V,тилын,аҟьара
1223,schwenken::V,уигъын,аҟьара
1224,schütten::V,ныккӕнын,аҭаҭəара
1225,füllen::V,байдзаг кæнын,арҭəра
1226,einwickeln::V,батухын,алаҳəара
1227,tragen::V,хӕссын,аҩагара
1228,schleppen::V,ласын,арҳəазара
1229,ziehen::V,ласын,ахара
1230,aufbewahren::V,æвæрын,аҵəахра
1231,werfen::V,зыввытт кӕнын,аршəра
1232,fangen::V,ӕрцахсын,акра
1233,packen::V,рацахсын,анкра
1234,packen::V,рацахсын,аҵкаара
1235,verstecken::V,æмбæхсын,аҵəахра
1236,verstecken::V,нымæхсын,аҵəахра
1237,teilen::V,уарын,ашара
1238,schicken::V,ӕрвитын,ашьҭра
1239,bringen::V,æрхæссын,аагара
1240,bringen::V,æрбахæссын,аагара
1241,hinzufügen::V,ӕфтауын,ацҵара
1242,bekommen::V,ссарын,аҧшаара
1243,bekommen::V,ссарын,архиара
1244,bekommen::V,ссарын,аура
1245,bekommen::V,сфæрæз кæнын,аҧшаара
1246,bekommen::V,сфæрæз кæнын,архиара
1247,bekommen::V,сфæрæз кæнын,аура
1248,bekommen::V,самал кæнын,аҧшаара
1249,bekommen::V,самал кæнын,архиара
1250,bekommen::V,самал кæнын,аура
1251,erhalten::V,райсын,аиура
1252,nehmen::V,райсын,агара
1253,wählen::V,равзарын,алҧшаара
1254,auswählen::V,авзарын,алхра
1255,bewahren::V,бавæрын,
1256,bewahren::V,нывæрын,
1257,behindern::V,цæлхдур æвæрын,аҧырхагахара
1258,behindern::V,ныхдур æвæрын,аҧырхагахара
1259,behindern::V,къуылымпы кæнын,аҧырхагахара
1260,behindern::V,хъыг дарын,аҧырхагахара
1261,verderben::V,фесафын,алгара
1262,verderben::V,фесафын,абжьыхра
1263,verderben::V,фесафын,аҧхасҭатəра
1264,beschädigen::V,халын,аҧхасҭатəра
1265,zerbrechen::V,асӕттын,аҧҽра
1266,zerreißen::V,аскъуынын,аҧжəара
1267,zerstören::V,фехалын,аилаҧыххаара
1268,verbrennen::V,басудзын,абылра
1269,geben::V,дӕттын,аҭара
1270,reichen::V,адæттын,аҭара
1271,schenken::V,лæвар кæнын,аҩгара
1272,versprechen::V,дзырд раттын,ақəргəыӷра
1273,versprechen::V,зӕрдӕ бавӕрын,ақəргəыӷра
1274,wünschen::V,зæрдæ зæгъы,
1275,loben::V,раппӕлын,арҽхəара
1276,küssen::V,пъа кæнын,агəӡра
1277,küssen::V,ба кæнын,агəӡра
1278,wiegen::V,узын,
1279,zudecken::V,бамбӕрзын,аҵахҩара
1280,zudecken::V,бамбӕрзын,ақəршəра
1281,wecken::V,райхъал кӕнын,арҿыхара
1282,zeigen::V,амонын,арбара
1283,führen::V,кӕнын,аныҟəгара
1284,führen::V,фæкæнын,аныҟəгара
1285,lehren::V,ахуыр кæнын,арҵара
1286,unterrichten::V,ахуыр кæнын,арҧхьара
1287,aufziehen::V,хъомыл кӕнын,ааӡара
1288,leiten::V,разамынд дӕттын,ахагылазаара
1289,antreiben::V,тагъд кæнын,арццакра
1290,antreiben::V,рог кæнын,арццакра
1291,lassen::V,кæнын,арҟаҵара
1292,einladen::V,ӕрхонын,ааҕхьара
1293,einladen::V,ӕрхонын,анаҧхьара
1294,einladen::V,ӕрбахонын,ааҕхьара
