,Concept_ID,sk,lez
146,Flügel::N,krídlo,лув
147,Klaue::N,paznecht,къармах
148,Kralle::N,pazúr,пац
149,Kralle::N,pazúr,тапас
150,Schwanz::N,chvost,ттум
151,Ei::N,vajce,кака
152,Ei::N,vajíčko,кака
153,Nest::N,hniezdo,муг
154,Bau::N,nora,тӏеквен
155,Tier::N,zviera,гьайван
156,Herde::N,stádo,суьруь
157,Kuh::N,krava,ккал
158,Bulle::N,býk,яц
159,Bulle::N,býk,бугъа
160,Pferd::N,kôň,балкӏан
161,Schaf::N,ovca,хеб
162,Schwein::N,sviňa,вак
163,Hund::N,pes,кицӏ
164,Katze::N,mačka,кац
165,Bär::N,medveď,сев
166,Eichhörnchen::N,veverička,белка
167,Elch::N,los,лось
168,Fuchs::N,líška,сикӏ
169,Hase::N,zajac,къуьр
170,Maus::N,myš,кьиф
171,Wolf::N,vlk,жанавур
172,Vogel::N,vták,луван ничхир
173,Schwarm::N,roj,луж
174,Huhn::N,kurča,верч
175,Huhn::N,sliepka,верч
176,Hahn::N,kohút,кӏек
177,Gans::N,hus,къаз
178,Adler::N,orol,лекь
179,Ente::N,kačka,пӏатӏ
180,Ente::N,kačica,пӏатӏ
181,Eule::N,sova,тӏиб
182,Kranich::N,žeriav,дурна
183,Krähe::N,vrana,къаргъа
184,Kuckuck::N,kukučka,кукупӏ
185,Schwan::N,labuť,къугь
186,Fisch::N,ryba,гъед
187,Barsch::N,ostriež,окунь
188,Hecht::N,šťuka,щука
189,Schlange[Tier]::N,had,илан
190,Schlange[Tier]::N,had,гъуьлягъ
191,Wurm::N,červ,квак
192,Spinne::N,pavúk,хуьшрекан
193,Ameise::N,mravec,цегв
194,Laus::N,voš,нет
195,Mücke::N,komár,ветӏ
196,Fliege::N,mucha,тӏветӏ
197,Schmetterling::N,motýľ,чепелукь
198,Beere::N,bobuľa,куьлуь емиш
199,Apfel::N,jablko,ич
200,Pilz::N,hríb,къарникъуз
201,Zwiebel::N,cibuľa,чичӏек
202,Saat::N,osivo,тумар
203,Korn::N,zrno,твар
204,Heu::N,seno,векь
205,Heu::N,seno,векьер
206,Schale::N,šupa,пириш
207,Schale::N,šupa,хъуьруьш
208,Schale::N,škrupina,пириш
209,Schale::N,škrupina,хъуьруьш
210,Grube::N,jama,фур
211,Falle::N,pasca,ракьар
212,Falle::N,klepec,ракьар
213,Schlinge::N,slučka,гьалкъа
214,Spur::N,stopa,гел
215,Asche::N,popol,руьхъ
216,Dreck::N,kal,чирк
217,Dreck::N,kal,кьуруш
218,Dreck::N,blato,чирк
219,Dreck::N,blato,кьуруш
220,Eisen::N,železo,ракь
221,Gold::N,zlato,алтун
222,Silber::N,striebro,гимиш
223,Kohle::N,uhlie,цӏивин
224,Glas::N,sklo,шуьше
225,Lehm::N,íl,ччеб
226,Lehm::N,hlina,ччеб
227,Sand::N,piesok,къум
228,Mensch::N,človek,инсан
229,Mann::N,muž,итим
230,Mann::N,chlap,итим
231,Frau::N,žena,паб
232,Frau::N,žena,дишегьли
233,Kind::N,dieťa,аял
234,Junge::N,chlapec,гада
235,Mädchen::N,dievka,руш
236,Familie::N,rodina,хзан
237,Familie::N,rodina,килфет
238,Großvater::N,dedo,чӏехи буба
239,Großvater::N,starý otec,чӏехи буба
240,Großmutter::N,babička,чӏехи диде
241,Großmutter::N,stará mať,чӏехи диде
242,Eltern::N,rodičia,диде-буба
243,Vater::N,otec,буба
244,Mutter::N,mať,диде
245,Mutter::N,matka,диде
246,Sohn::N,syn,хва
247,Tochter::N,dcéra,руш
248,Bruder::N,brat,стха
249,Schwester::N,sestra,вах
250,Onkel::N,ujo,ими
251,Onkel::N,ujo,халу
252,Onkel::N,strýko,ими
253,Onkel::N,strýko,халу
254,Tante::N,teta,эме
255,Tante::N,teta,хала
256,Tante::N,tetka,эме
257,Tante::N,tetka,хала
258,Ehemann::N,muž,гъуьл
259,Ehemann::N,manžel,гъуьл
260,Ehefrau::N,žena,паб
261,Ehefrau::N,manželka,паб
262,Freude::N,radosť,шадвал
263,Gelächter::N,smiech,хъвер
264,Glück::N,šťastie,бахт
265,Kummer::N,žiaľ,дерт
266,Kummer::N,žiaľ,хажалат
267,Kummer::N,zármutok,дерт
268,Kummer::N,zármutok,хажалат
269,Wunsch::N,prianie,мурад
270,Lust::N,chuť,гьевес
271,Geist::N,duch,руьгь
272,Gedanke::N,myšlienka,фикир
273,Gedächtnis::N,pamäť,
274,Verstand::N,rozum,акьул
275,Sinn::N,zmysel,мана
276,Grund::N,dôvod,себеб
277,Grund::N,príčina,себеб
278,Wahrheit::N,pravda,керчек
279,Wahrheit::N,pravda,гьакъикъат
280,Gespräch::N,reč,ихтилат
281,Gespräch::N,rozhovor,ихтилат
282,Märchen::N,rozprávka,мах
283,Erzählung::N,poviedka,кьиса
284,Nachricht::N,správa,хабар
285,Neuigkeit::N,novinka,цӏийи хабар
286,Name::N,meno,тӏвар
287,Rätsel::N,záhada,мискӏал
288,Rätsel::N,hádanka,мискӏал
289,Rede::N,reč,рахун
290,Sprache::N,reč,чӏал
291,Sprache::N,jazyk,чӏал
292,Stimme::N,hlas,ван
293,Wort::N,slovo,гаф
294,Zeichen::N,znak,ишара
295,Ruf::N,volanie,эвер
296,Ruf::N,zavolanie,эвер
297,Lärm::N,hluk,ван-сес
298,Lärm::N,hurhaj,ван-сес
299,Laut::N,zvuk,ван
300,Laut::N,zvuk,сес
301,Ton::N,tón,ван-сес
302,Ton::N,zvuk,ван-сес
303,Lied::N,pieseň,мани
304,Ruhe::N,pokoj,ласвал
305,Ruhe::N,pokoj,фаракъат
306,Ruhe::N,pokoj,асайиш
307,Leute::N,ľudia,инсанар
308,Volk::N,ľud,халкь
309,Volk::N,národ,халкь
310,Arbeit::N,práca,кӏвалах
311,Arbeit::N,robota,кӏвалах
312,Gast::N,hosť,мугьман
313,Geschenk::N,dar,савкьат
314,Spiel::N,hra,къугъун
315,Gesellschaft::N,spoločnosť,жемят
316,Gesellschaft::N,spoločnosť,общество
317,Hilfe::N,pomoc,куьмек
318,Freund::N,priateľ,дуст
319,Kamerad::N,kamarát,яр-дуст
320,Angelegenheit::N,vec,кар
321,Angelegenheit::N,záležitosť,кар
322,Anzahl::N,počet,сан
323,Anzahl::N,počet,кьадар
324,Anzahl::N,množstvo,сан
325,Anzahl::N,množstvo,кьадар
326,Art::N,druh,жуьре
327,Stück::N,kus,кӏус
328,Stück::N,kúsok,кӏус
329,Teil::N,časť,пай
330,Hälfte::N,polka,зур
331,Hälfte::N,polka,зур пай
332,Hälfte::N,polovica,зур
333,Hälfte::N,polovica,зур пай
334,Kreis::N,kruh,круг
335,Kreis::N,kruh,чкаяр
336,Kreis::N,kruh,элкъвей цӏар
337,Kreuz::N,kríž,хаш
338,Linie::N,línia,цӏар
339,Strich::N,čiara,цӏар
340,Abstand::N,vzdialenosť,ара
341,Entfernung::N,vzdialenosť,мензил
342,Gegend::N,kraj,чка
343,Gegend::N,krajina,чка
344,Platz::N,miesto,ара
345,Ort::N,miesto,чка
346,Seite::N,bok,пад
347,Seite::N,strana,пад
348,Mitte::N,stred,юкь
349,Gegenstand::N,predmet,затӏ
350,Sache::N,vec,шей
351,Sache::N,vec,затӏ
352,Rand::N,kraj,къерех
353,Rand::N,okraj,къерех
354,Kante::N,hrana,син
355,Ecke::N,roh,пӏипӏ
356,Spitze::N,hrot,кӏвенкӏв
357,Spitze::N,špička,кӏвенкӏв
358,Ende::N,koniec,кьил
359,Loch::N,diera,тӏеквен
360,Winkel::N,kút,пӏипӏ
361,Muster::N,vzor,гишир
362,Muster::N,vzorka,гишир
363,Größe::N,veľkosť,кьадар
364,Länge::N,dĺžka,яргъивал
365,Höhe::N,výška,кьакьанвал
366,Gewicht::N,váha,заланвал
367,Menge::N,množstvo,кьадар
368,Haufen::N,hŕba,хара
369,Reihe::N,rad,жерге
370,Boot::N,čln,луьткве
371,Ruder::N,veslo,кьусу
372,Schlitten::N,sane,гъелерар
373,Ski::N,lyža,
374,Lagerfeuer::N,táborák,цӏай
375,Last::N,ťarcha,заланвал
376,Last::N,bremeno,заланвал
377,Gang::N,chôdza,ериш
378,Schritt::N,krok,къадам
379,Norden::N,sever,кефер
380,Norden::N,sever,кефер пад
381,Süden::N,juh,кьибле
382,Westen::N,západ,рагъакӏидай пад
383,Osten::N,východ,рагъэкъечӏдай пад
384,Holz::N,drevo,кӏарас
385,Brett::N,doska,кьул
386,Brett::N,doska,тахта
387,Platte::N,doska,
388,Platte::N,platňa,
389,Stütze::N,opora,даях
390,Stange::N,tyč,юрк
391,Stock::N,palica,лаш
392,Stab::N,palica,юрк
393,Rohr::N,rúra,турба
394,Haus::N,dom,ужагъ
395,Heim::N,domov,кӏвал
396,Ofen::N,pec,пич
397,Ofen::N,kachle,пич
398,Fußboden::N,dlážka,кӏвалин ччил
399,Fußboden::N,podlaha,кӏвалин ччил
400,Tisch::N,stôl,стол
401,Stuhl::N,stolička,стул
402,Wiege::N,kolíska,кьеб
403,Bett::N,lôžko,тахт
404,Bett::N,posteľ,тахт
405,Regal::N,regál,кьацӏ
406,Regal::N,polica,кьацӏ
407,Kiste::N,debna,ящик
408,Fenster::N,okno,дакӏар
409,Fenster::N,oblok,дакӏар
410,Tür::N,dvere,рак
411,Tor::N,vráta,варар
412,Zaun::N,plot,пару
413,Zaun::N,ohrada,пару
414,Dach::N,krov,къав
415,Dach::N,strecha,къав
416,Leiter::N,rebrík,гурар
417,Leiter::N,rebrina,гурар
418,Besen::N,metla,таран кул
419,Spaten::N,rýľ,ппер
420,Schaufel::N,lopata,хекендаз
421,Gabel::N,vidlička,шиш
422,Löffel::N,lyžica,тӏур
423,Messer::N,nôž,чукӏул
424,Nagel::N,klinec,мих
425,Netz::N,sieť,чил
426,Haken::N,hák,къармах
427,Haken::N,háčik,къармах
428,Griff::N,rukoväť,ттум
429,Schloss::N,zámka,куьлег
430,Bild::N,obraz,шикил
431,Bild::N,obraz,суьрет
432,Figur::N,figúra,фигура
433,Puppe::N,bábka,нини
434,Puppe::N,bábika,нини
435,Beutel::N,vrece,тагъар
436,Beutel::N,vrecko,тагъар
437,Bündel::N,uzlík,галгам
438,Bündel::N,zväzok,галгам
439,Tasche::N,taška,чанта
440,Tasche::N,kabelka,чанта
441,Eimer::N,vedro,ведре
442,Deckel::N,vrchnák,кьил
443,Deckel::N,vrchnák,къалпагъ
444,Deckel::N,pokrývka,кьил
445,Deckel::N,pokrývka,къалпагъ
446,Geschirr::N,nádoba,къаб-къажах
447,Sack::N,mech,чувал
448,Sack::N,vrece,чувал
449,Tasse::N,šálka,сукӏра
450,Topf::N,hrniec,къажгъан
451,Kessel::N,kotol,къажгъан
452,Essen::N,jedlo,тӏуьн
453,Nahrung::N,strava,тӏуьн
454,Nahrung::N,potrava,тӏуьн
455,Speise::N,jedlo,хуьрек
456,Fleisch::N,mäso,як
457,Getreide::N,obilie,техил
458,Brei::N,kaša,хапӏа
459,Brei::N,kaša,хешил
460,Brot::N,chlieb,фу
461,Scheibe::N,kotúč,чӏук
462,Scheibe::N,krajec,чӏук
463,Fett::N,tuk,ягълу
464,Fett::N,masť,ягълу
465,Butter::N,maslo,гъери
466,Öl::N,olej,ягълу
467,Salz::N,soľ,кьел
468,Suppe::N,polievka,суп
469,Suppe::N,polievka,шурпа
470,Honig::N,med,вирт
471,Milch::N,mlieko,нек
472,Tee::N,čaj,чай
473,Leder::N,koža,тумаж
474,Wolle::N,vlna,йис
475,Stoff::N,súkno,парча
476,Nadel::N,ihla,раб
477,Faden::N,niť,гъал
478,Faden::N,vlákno,гъал
479,Knopf::N,gombík,дуьгме
480,Knoten::N,uzol,тӏвал
481,Farbe::N,farba,ранг
482,Kleidung::N,šaty,партал
483,Kleidung::N,šatstvo,партал
484,Hemd::N,košeľa,перем
485,Kragen::N,golier,хев
486,Ärmel::N,rukáv,хел
487,Hose::N,nohavice,шалвар
488,Gürtel::N,pás,чӏул
489,Gürtel::N,opasok,чӏул
490,Mütze::N,čiapka,бармак
491,Mütze::N,čiapka,бапӏах
492,Schuh::N,obuv,ботинка
493,Schuh::N,topánka,ботинка
494,Stiefel::N,čižma,чекме
495,Ring::N,prsteň,тупӏал
496,Band::N,stuha,тасма
497,Kamm::N,hrebeň,регъ
498,Spiegel::N,zrkadlo,гуьзгуь
499,Riemen::N,remeň,къайиш
500,Schnur::N,šnúra,еб
501,Leine::N,vodidlo,
502,Decke::N,deka,яргъан
503,Decke::N,prikrývka,яргъан
504,Kissen::N,poduška,хъуьцуьган
505,Tuch::N,šatka,шал
506,Handtuch::N,uterák,дасмал
507,Kraft::N,moc,гуж
508,Stärke::N,sila,къуват
509,Gesundheit::N,zdravie,сагъвал
510,Krankheit::N,nemoc,тӏал
511,Krankheit::N,choroba,тӏал
512,Schmerz::N,bolesť,тӏал
513,Schmerz::N,bolesť,тӏарвал
514,Wunde::N,rana,хер
515,Fieber::N,horúčka,ифин
516,Arznei::N,liek,дарман
517,Brücke::N,most,муьгъ
518,Brunnen::N,studňa,къуй
519,Weide::N,pastva,уьруьш
520,Pfad::N,chodník,рехъ
521,Weg::N,cesta,рехъ
522,Straße::N,hradská,рехъ
523,Dorf::N,dedina,хуьр
524,Stadt::N,mesto,шегьер
525,Brief::N,list,кагъаз
526,Buch::N,kniha,улуб
527,Buchstabe::N,litera,гьарф
528,Buchstabe::N,písmeno,гьарф
529,Zeitung::N,noviny,газета
530,Leben::N,život,уьмуьр
531,Tod::N,smrť,кьиникь
532,Grab::N,hrob,сур
533,Kirche::N,kostol,килиса
534,Sünde::N,hriech,гунагь
535,Gott::N,boh,аллагь
536,Arbeiter::N,robotník,фяле
537,Arbeiter::N,pracnovík,фяле
538,Chef::N,šéf,гьаким
539,Chef::N,riaditeľ,гьаким
540,Meister::N,majster,устӏар
541,Arzt::N,lekár,доктор
542,Lehrer::N,učiteľ,муаллим
543,Geld::N,peniaze,пул
544,Geschäft::N,obchod,
545,Laden::N,obchod,магазин
546,Preis::N,cena,къимет
547,Ware::N,tovar,мал
548,Ware::N,tovar,товар
549,Nutzen::N,osoh,хийир
550,Nutzen::N,osoh,менфят
551,Nutzen::N,úžitok,хийир
552,Nutzen::N,úžitok,менфят
553,Reichtum::N,bohatstvo,девлет
554,Welt::N,svet,дуьнья
555,Land::N,územie,уьлкве
556,Land::N,krajina,уьлкве
557,Staat::N,štát,пачагьлугъ
558,Staat::N,štát,государство
559,König::N,kráľ,пачагь
560,Macht::N,moc,власть
561,Macht::N,mocnosť,власть
562,Grenze::N,hranica,сергьят
563,Krieg::N,vojna,дяве
564,Feind::N,nepriateľ,душман
565,Gewalt::N,násilie,гуж
566,Kampf::N,boj,женг
567,Bogen[Waffe]::N,luk,чӏемерук
568,Pfeil::N,šíp,хьел
569,Pfeil::N,strela,хьел
570,Gewehr::N,puška,тфенг
571,Fehler::N,omyl,гъалатӏ
572,Fehler::N,chyba,гъалатӏ
573,Lüge::N,lož,ттаб
574,Schaden::N,ujma,зиян
575,Schaden::N,ujma,зарар
576,Schaden::N,škoda,зиян
577,Schaden::N,škoda,зарар
578,Unglück::N,nešťastie,бала
579,Unglück::N,nešťastie,бедбахтвал
580,Schuld::N,vina,тахсир
581,Schuld::N,previnenie,тахсир
582,Alter::N,vek,яш
583,Schluss::N,záver,эхир
584,Schluss::N,koniec,эхир
585,Zeit::N,čas,вяде
586,Tag::N,deň,югъ
587,Morgen::N,ráno,пакама
588,Mittag::N,poludnie,нисин
589,Abend::N,večer,няни
590,Nacht::N,noc,йиф
591,Woche::N,týždeň,гьафте
592,Monat::N,mesiac,варз
593,Jahr::N,rok,йис
594,Frühling::N,jar,гатфар
595,Sommer::N,leto,гад
596,Herbst::N,jeseň,зул
597,Winter::N,zima,кьуьд
598,Januar::N,január,январь
599,Februar::N,február,февраль
600,März::N,marec,март
601,April::N,apríl,апрель
602,Mai::N,máj,май
603,Juni::N,jún,июнь
604,Juli::N,júl,июль
605,August::N,august,август
606,September::N,september,сентябрь
607,Oktober::N,október,октябрь
608,November::N,november,ноябрь
609,Dezember::N,december,декабрь
610,Montag::N,pondelok,ислен
611,Dienstag::N,utorok,саласа
612,Mittwoch::N,streda,арбе
613,Donnerstag::N,štvrtok,хемис югъ
614,Freitag::N,piatok,жуьмя
615,Freitag::N,piatok,жуьмя югъ
616,Samstag::N,sobota,киш
617,Sonntag::N,nedeľa,гьяд
618,groß::A,veľký,еке
619,groß::A,veľký,чӏехи
620,klein::A,malý,гъвечӏи
621,lang::A,dlhý,яргъи
622,kurz::A,krátky,куьруь
623,breit::A,široký,гьяркьуь
624,schmal::A,úzky,гуьтӏуь
625,dicht::A,hustý,къалин
626,dick[Gegenstand]::A,tlstý,
627,dünn::A,tenký,кьелечӏ
628,fein::A,jemný,шуькӏуь
629,fest::A,pevný,кӏеви
630,flach::A,rovný,кьулу
631,flach::A,plochý,кьулу
632,glatt::A,hladký,цӏалцӏам
633,hart::A,tvrdý,кӏеви
634,weich::A,mäkký,хъуьтуьл
635,rund::A,guľatý,элкъвей
636,rund::A,okrúhly,элкъвей
637,spitz::A,končitý,хци
638,scharf::A,ostrý,хци
639,stumpf::A,tupý,къуьруь
640,schwer::A,ťažký,залан
641,schön::A,pekný,иер
642,schön::A,krásny,иер
643,heiß::A,horúci,кудай
644,warm::A,teplý,чими
645,kalt::A,studený,мекьи
646,kühl::A,chladný,къайи
647,frisch::A,svieži,таза
648,frisch::A,svieži,михьи
649,feucht::A,vlhký,ламу
650,feucht::A,zvlhnutý,ламу
651,nass::A,mokrý,кьежей
652,trocken::A,suchý,кьуру
653,voll::A,plný,ацӏай
654,leer::A,prázdny,буш
655,leer::A,prázdny,ичӏи
656,offen::A,otvorený,ахъа
657,geschlossen::A,zavretý,кӏеви
658,sauber::A,čistý,михьи
659,schmutzig::A,špinavý,чиркин
660,schmutzig::A,špinavý,кьацӏай
661,roh::A,surový,чиг
662,roh::A,surový,ицӏи
663,reif::A,zrelý,дигмиш хьайи
664,lecker::A,chutný,дадлу
665,süß::A,sladký,ширин
666,bitter::A,horký,туькьуьл
667,sauer::A,kyslý,цуру
668,hell::A,jasný,экуь
669,hell::A,svetlý,экуь
670,dunkel::A,temný,мичӏи
671,schwarz::A,čierny,чӏулав
672,weiß::A,biely,лацу
673,rot::A,červený,яру
674,gelb::A,žltý,хъипи
675,blau::A,modrý,вили
676,blau::A,belasý,вили
677,grün::A,zelený,къацу
678,grau::A,šedý,рехи
679,bunt::A,pestrý,цӏару
680,bunt::A,pestrý,яру-цӏару
681,billig::A,lacný,ужуз
682,teuer::A,drahý,багьа
683,wertvoll::A,cenný,масан
684,blind::A,slepý,буьркьуь
685,taub::A,hluchý,биши
686,kräftig::A,silný,гужлу
687,stark::A,silný,къуватлу
688,schwach::A,slabý,такьатсуз
689,schwach::A,bezvládny,такьатсуз
690,fett::A,tučný,куьк
691,schlank::A,štíhly,шумал
692,hübsch::A,šumný,гуьрчег
693,hübsch::A,švárny,гуьрчег
694,böse::A,zlý,пис
695,dumm::A,hlúpy,ахмакь
696,faul::A,lenivý,тенпел
697,fleißig::A,snaživý,сяй ийидай
698,fleißig::A,snaživý,сяйи ийидай
699,fleißig::A,usilovný,сяй ийидай
700,fleißig::A,usilovný,сяйи ийидай
701,geizig::A,skupý,мискьи
702,geizig::A,lakomý,мискьи
703,klug::A,múdry,акьуллу
704,klug::A,bystrý,акьуллу
705,geschickt::A,zručný,магьир
706,geschickt::A,šikovný,магьир
707,lieb::A,milý,играми
708,lustig::A,veselý,шад
709,sanft::A,nežný,назик
710,sanft::A,nežný,милайим
711,hungrig::A,lačný,гишин
712,hungrig::A,hladný,гишин
713,krank::A,chorý,кефсуз
714,krank::A,nemocný,кефсуз
715,nackt::A,nahý,кьецӏил
716,traurig::A,smutný,пашман
717,lebendig::A,živý,ччан алай
718,gut::A,dobrý,хъсан
719,gut::A,dobrý,вижевай
720,schlecht::A,zlý,пис
721,richtig::A,správny,дуьз
722,schlimm::A,zlý,нифретлу
723,schlimm::A,nepríjemný,нифретлу
724,wahr::A,pravý,гьакъикъи
725,wahr::A,pravdivý,гьакъикъи
726,alt::A,starý,эски
727,alt::A,starý,куьгьне
728,neu::A,nový,цӏийи
729,ehemalig::A,bývalý,виликан
730,alt[Lebewesen]::A,starý,кьуьзуь
731,jung::A,mladý,жегьил
732,arm::A,chudobný,кесиб
733,reich::A,bohatý,девлетлу
734,bekannt::A,známy,чидай
735,berühmt::A,slávny,машгьур
736,berühmt::A,povestný,машгьур
737,fremd::A,cudzí,ччара
738,verschieden::A,rôzny,жуьреба-жуьре
739,verschieden::A,rozličný,жуьреба-жуьре
740,nah::A,blízky,мукьвал
741,fern::A,ďaleký,яргъал
742,linker::A,ľavý,чапла
743,rechter::A,pravý,эрчӏи
744,anderer::A,iný,маса
745,anderer::A,iný,муькуь
746,anderer::A,druhý,маса
747,anderer::A,druhý,муькуь
748,erster::A,prvý,сад лагьай
749,zweiter::A,druhý,кьвед лагьай
750,dritter::A,tretí,пуд лагьай
751,letzter::A,ostatný,эхиримжи
752,letzter::A,posledný,эхиримжи
753,allein::ADV,sám,кьилди
754,auf einmal::ADV,zároveň,
755,zusammen::ADV,spolu,санал
756,zusammen::ADV,spoločne,санал
757,lange::ADV,dlho,яргъалди
758,plötzlich::ADV,náhle,садлагьана
759,sofort::ADV,hneď,гьасятда
760,sofort::ADV,ihneď,гьасятда
761,später::ADV,neskoršie,гуьгъуьнлай
762,jetzt::ADV,teraz,гила
763,heute::ADV,dnes,къе
764,morgen::ADV,zajtra,пака
765,bald::ADV,skoro,мукьва
766,bald::ADV,skoro,мукьвара
767,dann::ADV,nato,ахпа
768,dann::ADV,potom,ахпа
769,gestern::ADV,včera,накь
770,einst::ADV,kedysi,садра
771,einst::ADV,niekedy,садра
772,damals::ADV,vtedy,а чӏавуз
773,danach::ADV,potom,ахпа
774,danach::ADV,podľa toho,ахпа
775,vorher::ADV,napred,вилик
776,vorher::ADV,predtým,вилик
777,zuerst::ADV,najprv,сифте
778,einmal::ADV,raz,садра
779,einmal::ADV,jedenkrát,садра
780,manchmal::ADV,občas,гагь-гагь
781,manchmal::ADV,niekedy,гагь-гагь
782,oft::ADV,často,гзаф вахтара
783,immer::ADV,vždy,гьамиша
784,immer::ADV,ustavične,гьамиша
785,niemals::ADV,nikdy,са чӏавузни
786,niemals::ADV,nikdy,са вахтундани
787,hier::ADV,tu,ина
788,hierhin::ADV,sem,иниз
789,hierhin::ADV,tade,иниз
790,von hier::ADV,odtiaľto,инай
791,dort::ADV,tam,ана
792,dorthin::ADV,ta,аниз
793,dorthin::ADV,tam,аниз
794,geradeaus::ADV,rovno,дуьз
795,geradeaus::ADV,priamo,дуьз
