,Concept_ID,cy,bg
831,oft::ADV,yn fynych,често
832,immer::ADV,bob amser,винаги
833,niemals::ADV,ni ... byth,никога
834,niemals::ADV,ni ... erioed,никога
835,hier::ADV,yma,тук
836,hier::ADV,yma,тука
837,hierhin::ADV,hyd yma,насам
838,von hier::ADV,oddi yma,оттук
839,von hier::ADV,oddi yma,оттука
840,dort::ADV,acw,там
841,dorthin::ADV,tuag yno,натам
842,dorthin::ADV,tuag yno,нататък
843,geradeaus::ADV,syth ymlaen,направо
844,vorwärts::ADV,ymlaen,напред
845,rückwärts::ADV,yn ôl,назад
846,zurück::ADV,yn ôl,обратно
847,unten::ADV,isod,долу
848,unten::ADV,oddi tanodd,долу
849,hinab::ADV,i lawr,надолу
850,hinab::ADV,i waered,надолу
851,oben::ADV,fry,горе
852,hinauf::ADV,i fyny,нагоре
853,hinauf::ADV,i'r lan,нагоре
854,überall::ADV,ym mhobman,навсякъде
855,nicht::ADV,ni,не
856,nicht::ADV,nid,не
857,ein wenig::ADV,tipyn,малко
858,ein wenig::ADV,ychydig,малко
859,kaum::ADV,prin,едва
860,kaum::ADV,prin,едвам
861,sehr::ADV,iawn,много
862,sehr::ADV,iawn,твърде
863,so::ADV,fel,тъй
864,so::ADV,fel,така
865,so::ADV,felly,тъй
866,so::ADV,felly,така
867,noch::ADV,eto,още
868,nur::ADV,yn unig,само
869,schon::ADV,eisoes,вече
870,schon::ADV,yn barod,вече
871,wieder::ADV,drachefn,пак
872,wieder::ADV,drachefn,отново
873,vergebens::ADV,yn ofer,напразно
874,vor::PRP,o flaen,пред
875,hinter::PRP,ar ôl,зад
876,unter::PRP,islaw,под
877,durch::PRP,trwy,през
878,neben::PRP,ar bwys,до
879,neben::PRP,ar bwys,при
880,zwischen::PRP,rhwng,между
881,zwischen::PRP,rhwng,помежду
882,zwischen::PRP,cydrhwng,между
883,zwischen::PRP,cydrhwng,помежду
884,wegen::PRP,o achos,заради
885,wegen::PRP,oherwydd,заради
886,dies::PRN,hyn,този
887,das::PRN,hynny,туй
888,das::PRN,hynny,това
889,alles::PRN,popeth,всичко
890,ich::PRN,fi,аз
891,du::PRN,ti,ти
892,er::PRN,fe,той
893,wir::PRN,ni,ние
894,ihr::PRN,chi,вие
895,sie::PRN,hwy,те
896,was::FPRN,pa beth,що
897,was::FPRN,pa beth,какво
898,wer::FPRN,pwy,кой
899,wo::FADV,ble,къде
900,wo::FADV,ym mha le,къде
901,wohin::FADV,i ble,накъде
902,wohin::FADV,i ble,накъдето
903,wohin::FADV,i ba le,накъде
904,wohin::FADV,i ba le,накъдето
905,wie::FADV,sut,как
906,warum::FADV,pam,защо
907,wieviel::FNUM,faint,колко
908,eins::NUM,un,един
909,zwei::NUM,dau,два
910,drei::NUM,tri,три
911,vier::NUM,pedwar,четири
912,fünf::NUM,pump,пет
913,sechs::NUM,chwech,шест
914,sieben::NUM,saith,седем
915,acht::NUM,wyth,осем
916,neun::NUM,naw,девет
917,zehn::NUM,deg,десет
918,elf::NUM,un ar ddeg,единайсет
919,elf::NUM,un ar ddeg,единадесет
920,zwölf::NUM,deuddeg,дванайсет
921,zwölf::NUM,deuddeg,дванадесет
922,zwölf::NUM,un deg dau,дванайсет
923,zwölf::NUM,un deg dau,дванадесет
924,zwanzig::NUM,ugain,двайсет
925,zwanzig::NUM,ugain,двадесет
926,dreißig::NUM,tri deg,тридесет
927,dreißig::NUM,deg ar hugain,тридесет
928,vierzig::NUM,deugain,четиридесет
929,fünfzig::NUM,hanner cant,петдесет
930,sechzig::NUM,chwe deg,шестдесет
931,siebzig::NUM,saith deg,седемдесет
932,siebzig::NUM,deg a thrigain,седемдесет
933,achtzig::NUM,wyth deg,осемдесет
934,achtzig::NUM,pedar ugain,осемдесет
935,neunzig::NUM,naw deg,деветдесет
936,neunzig::NUM,deg a phedwar ugain,деветдесет
937,hundert::NUM,cant,сто
938,tausend::NUM,mil,хиляда
939,und::CNJ,a,а
940,und::CNJ,a,та
941,oder::CNJ,neu,или
942,stehen::V,sefyll,стоя
943,sitzen::V,eistedd,седя
944,liegen::V,gorwedd,лежа
945,hängen::V,hongian,вися
946,werden::V,dod yn,бъда
947,werden::V,dod yn,стана
948,werden::V,mynd yn,бъда
949,werden::V,mynd yn,стана
950,passieren::V,digwydd,случа се
951,beginnen::V,cychwyn,започна
952,enden::V,gorffen,свърша
953,wechseln::V,newid,променям
954,aufgehen[Sonne]::V,codi,изгрея
955,untergehen[Sonne]::V,machlud,заляза
956,scheinen[Sonne]::V,tywynnu,грея
957,scheinen[Sonne]::V,tywynnu,светя
958,donnern::V,taranu,гърмя
959,wehen::V,chwythu,вея
960,wehen::V,chwythu,духам
961,strömen::V,ffrydio,тека
962,strömen::V,ffrydio,лея се
963,fließen::V,llifo,тека
964,sich drehen::V,troi,въртя се
965,sich drehen::V,cylchdroi,въртя се
966,schwanken::V,siglo,клатя се
967,schwingen::V,siglo,трептя
968,fallen::V,cwympo,падам
969,brennen::V,llosgi,горя
970,rauchen::V,mygu,димя
971,regnen::V,glawio,вали дъжд
972,gefrieren::V,rhewi,замръзна
973,tauen::V,toddi,топя се
974,tauen::V,meirioli,топя се
975,schmelzen::V,toddi,разтопя се
976,trocknen::V,sychu,съхна
977,sieden::V,berwi,вря
978,sieden::V,berwi,кипя
979,faulen::V,pydru,гния
980,faulen::V,braenu,гния
981,verfaulen::V,pydru,изгния
982,verfaulen::V,dadfeilio,изгния
983,reißen::V,clecian,напукам се
984,reißen::V,torri'n glats,напукам се
985,versinken::V,suddo,потъна
986,vergehen::V,myned heibio,минавам
987,vergehen::V,pasio,минавам
988,erscheinen::V,ymddangos,явя се
989,verschwinden::V,diflannu,изчезна
990,sinken::V,syrthio,падна
991,abnehmen::V,lleihau,отслабна
992,zunehmen::V,cynyddu,нарасна
993,steigen::V,codi,увелича се
994,steigen::V,codi,покачвам се
995,wachsen::V,tyfu,раста
996,glänzen::V,disgleirio,лъщя
997,glänzen::V,disgleirio,блестя
998,funkeln::V,pefrio,искря
999,lärmen::V,cadw sŵn,шумя
1000,lärmen::V,gwneud twrw,шумя
1001,läuten::V,canu,звъня
1002,klingeln::V,canu,звъня
1003,klingeln::V,seinio,звъня
1004,klirren::V,tincian,звънтя
1005,klirren::V,tincian,дрънкам
1006,brausen::V,rhuo,буча
1007,rauschen::V,siffrwd,шумя
1008,rauschen::V,chwithrwd,шумя
1009,klingen::V,seinio,звуча
1010,bellen::V,cyfarth,лая
1011,heulen::V,udo,вия
1012,heulen::V,udo,рева
1013,heulen::V,oernadu,вия
1014,heulen::V,oernadu,рева
1015,blasen::V,chwythu,духна
1016,pfeifen::V,chwibanu,свиря
1017,schreien::V,gweiddi,крещя
1018,schreien::V,bloeddio,крещя
1019,stöhnen::V,griddfan,стена
1020,stöhnen::V,griddfan,пъшкам
1021,zittern::V,crynu,треперя
1022,leben::V,byw,живея
1023,geboren werden::V,cael eich geni,родя се
1024,atmen::V,anadlu,дишам
1025,trinken::V,yfed,пия
1026,essen::V,bwyta,ям
1027,schlucken::V,llyncu,гълтам
1028,müde werden::V,blino,уморя се
1029,einschlafen::V,mynd i gysgu,заспя
1030,einschlafen::V,syrthio i gysgu,заспя
1031,schlafen::V,huno,спя
1032,schlafen::V,cysgu,спя
1033,aufwachen::V,dihuno,събудя се
1034,aufstehen::V,codi,стана
1035,sich erholen::V,ymlacio,отдъхвам си
1036,sich erholen::V,dadflino,отдъхвам си
1037,krank werden::V,mynd yn sâl,заболея
1038,krank werden::V,mynd yn wael,заболея
1039,krank sein::V,gwaelu,боледувам
1040,schmerzen::V,brifo,боля
1041,husten::V,pesychu,кашлям
1042,genesen::V,gwella,оздравея
1043,genesen::V,cael yn ôl,оздравея
1044,sterben::V,marw,умра
1045,umkommen::V,trengi,загина
1046,sich bewegen::V,symud,движа се
1047,sich bewegen::V,symud,мърдам се
1048,sich rühren::V,syflyd,движа се
1049,sich erheben::V,codi,стана
1050,sich setzen::V,eistedd,седна
1051,hinfallen::V,cwympo,падна
1052,laufen::V,cerdded,ходя
1053,schreiten::V,camu,крача
1054,spazierengehen::V,mynd am dro,разхождам се
1055,eilen::V,rhuthro,бързам
1056,sich beeilen::V,brysio,побързам
1057,sausen::V,rhuthro,тичам
1058,rennen::V,rhedeg,бягам
1059,springen::V,llamu,скачам
1060,springen::V,neidio,скачам
1061,klettern::V,dringo,катеря се
1062,schaukeln::V,siglo,люлея се
1063,kriechen::V,cropian,лазя
1064,kriechen::V,cropian,пълзя
1065,schwimmen::V,nofio,плувам
1066,tauchen::V,plymio,гмуркам се
1067,tauchen::V,ymsuddo,гмуркам се
1068,rudern::V,rhwyfo,греба
1069,fahren::V,gyrru,пътувам
1070,fahren::V,dreifio,пътувам
1071,fliegen::V,hedfan,летя
1072,fliegen::V,hedfan,хвърча
1073,gehen::V,mynd,ида
1074,gehen::V,mynd,вървя
1075,weggehen::V,mynd,отида си
1076,weggehen::V,ymadael,отида си
1077,abfahren::V,ymadael,отпътувам
1078,anhalten::V,stopio,спра се
1079,hineingehen::V,mynd i mewn,влизам
1080,eintreten::V,mynd i,вляза
1081,kommen::V,dod,ида
1082,kommen::V,dod,дойда
1083,ankommen::V,cyrraedd,пристигна
1084,zurückkommen::V,dychwelyd,върна се
1085,bleiben::V,aros,остана
1086,bleiben::V,sefyll,остана
1087,warten::V,aros,чакам
1088,warten::V,disgwyl,чакам
1089,erwarten::V,disgwyl,очаквам
1090,suchen::V,chwilio am,търся
1091,finden::V,darganfod,намеря
1092,versuchen::V,profi,опитам
1093,versuchen::V,ceisio,опитам
1094,vorbereiten::V,paratoi,подготвя
1095,lieben::V,caru,любя
1096,mögen::V,hoffi,обичам
1097,lachen::V,chwerthin,смея се
1098,rühren::V,cynhyrfu,трогна
1099,weinen::V,wylo,плача
1100,weinen::V,llefain,плача
1101,schimpfen::V,grwgnach,ругая
1102,schimpfen::V,grwgnach,псувам
1103,sich ärgern::V,gofidio,ядосам се
1104,sich fürchten::V,ofni,боя се
1105,sich fürchten::V,ofni,страхувам се
1106,fürchten::V,arswydo,боя се от
1107,fürchten::V,arswydo,страхувам се от
1108,fliehen::V,ffoi,бягам
1109,flüchten::V,dianc,бягам
1110,flüchten::V,dianc,избягам
1111,sehen::V,gweld,видя
1112,anschauen::V,syllu,гледам
1113,anschauen::V,edrych,гледам
1114,ansehen::V,gwylio,поглеждам
1115,hören::V,clywed,чувам
1116,zuhören::V,gwrando,слушам
1117,probieren::V,profi,опитам
1118,riechen::V,arogli,подуша
1119,fühlen::V,teimlo,усещам
1120,fühlen::V,teimlo,чувствувам
1121,fühlen::V,clywed,усещам
1122,fühlen::V,clywed,чувствувам
1123,scheinen::V,ymddangos,изглеждам
1124,zu sehen sein::V,dod i'r golwg,виждам се
1125,vernehmen::V,clywed sôn am,доловя
1126,frieren::V,bod yn oer,мръзна
1127,tun::V,gwneud,правя
1128,können::V,gallu,мога
1129,wollen::V,bod mewn angen,ща
1130,wollen::V,bod mewn angen,искам
1131,anfangen::V,dechrau,започна
1132,beenden::V,darfod,свърша
1133,beenden::V,darfod,завърша
1134,beenden::V,gorffen,свърша
1135,beenden::V,gorffen,завърша
1136,aufhören::V,peidio,престана
1137,gelingen::V,llwyddo,успея
1138,gelingen::V,llwyddo,сполуча
1139,geraten::V,diweddu,удам се
1140,öffnen::V,agor,отворя
1141,schließen::V,cau,затворя
1142,stellen::V,gosod,поставя
1143,setzen::V,gosod,туря
1144,legen::V,gosod,сложа
1145,legen::V,gosod,слагам
1146,berühren::V,cyffwrdd,докосна
1147,verbinden::V,cysylltu,свържа
1148,bedecken::V,gorchuddio,покрия
1149,aufhängen::V,crogi,закача
1150,aufhängen::V,hongian,закача
1151,anzünden::V,cynnau,запаля
1152,aufheben::V,codi,вдигна
1153,aufheben::V,codi,повдигна
1154,zurücklassen::V,gadael,оставя
1155,verlieren::V,colli,загубя
1156,fallen lassen::V,gollwng,изпусна
1157,machen::V,gwneud,направя
1158,herstellen::V,cynhyrchu,произведа
1159,bauen::V,adeiladu,строя
1160,reparieren::V,trwsio,поправя
1161,reparieren::V,atgyweirio,поправя
1162,verbessern::V,diwygio,подобря
1163,ändern::V,altro,променя
1164,graben::V,palu,копая
1165,graben::V,cloddio,копая
1166,beugen::V,plygu,прегъна
1167,biegen::V,plygu,прегъна
1168,drehen::V,troelli,въртя
1169,wenden::V,troi,обърна
1170,umdrehen::V,troi,обърна
1171,heben::V,codi,вдигам
1172,hochheben::V,dyrchafu,издигна
1173,ergreifen::V,gafael,хвана
1174,ergreifen::V,gafael,обхвана
1175,halten::V,dal,държа
1176,drücken::V,pwyso,натискам
1177,drücken::V,pwyso,притискам
1178,drücken::V,gwasgu,натискам
1179,drücken::V,gwasgu,притискам
1180,schieben::V,gwthio,тикам
1181,kratzen::V,crafu,одраскам
1182,lecken::V,llyfu,лижа
1183,lecken::V,llyfu,ближа
1184,beißen::V,cnoi,хапя
1185,beißen::V,cnoi,ухапя
1186,beißen::V,brathu,хапя
1187,beißen::V,brathu,ухапя
1188,abreißen::V,tynnu ymaith,откъсна
1189,abschneiden::V,torri,отрежа
1190,binden::V,clymu,вържа
1191,stecken::V,plannu,пъхна
1192,brechen::V,torri,троша
1193,klopfen::V,taro,чукам
1194,hauen::V,taro,бия
1195,kleben::V,gludio,лепя
1196,kleben::V,gludio,залепя
1197,reiben::V,rhwbio,трия
1198,reiben::V,rhwbio,търкам
1199,streichen::V,taenu,намажа
1200,schleifen::V,hogi,остря
1201,schneiden::V,torri,режа
1202,rütteln::V,ysgytio,разтърсвам
1203,schütteln::V,siglo,клатя
1204,schütteln::V,siglo,друсам
1205,schütteln::V,ysgwyd,клатя
1206,schütteln::V,ysgwyd,друсам
1207,schwenken::V,siglo,размахам
1208,schütten::V,tywallt,сипя
1209,füllen::V,llenwi,напълня
1210,einwickeln::V,lapio,увия
1211,einwickeln::V,lapio,завия
1212,tragen::V,cludo,нося
1213,schleppen::V,llusgo,влача
1214,ziehen::V,tynnu,тегля
1215,ziehen::V,tynnu,дръпна
1216,aufbewahren::V,cadw,съхраня
1217,werfen::V,taflu,хвърля
1218,fangen::V,dal,ловя
1219,fangen::V,dal,уловя
1220,packen::V,cipio,хвана
1221,packen::V,crafangu,хвана
1222,verstecken::V,celu,крия
1223,verstecken::V,celu,скрия
1224,verstecken::V,cuddio,крия
1225,verstecken::V,cuddio,скрия
1226,teilen::V,rhannu,разделя
1227,schicken::V,anfon,изпращам
1228,bringen::V,dod â,донеса
1229,hinzufügen::V,chwanegu,прибавя
1230,bekommen::V,cael,сдобия се
1231,erhalten::V,derbyn,получа
1232,nehmen::V,cymryd,взема
1233,wählen::V,dewis,избирам
1234,auswählen::V,dethol,избера
1235,bewahren::V,cadw,пазя
1236,behindern::V,atal,преча
1237,behindern::V,atal,спъвам
1238,behindern::V,rhwystro,преча
1239,behindern::V,rhwystro,спъвам
1240,verderben::V,difetha,разваля
1241,beschädigen::V,niweidio,повредя
1242,zerbrechen::V,torri,счупя
1243,zerreißen::V,rhwygo,скъсам
1244,zerstören::V,dinistrio,разруша
1245,verbrennen::V,llosgi,изгоря
1246,geben::V,rhoi,дам
1247,reichen::V,estyn,подам
1248,schenken::V,rhoddi,подаря
1249,versprechen::V,addo,обещая
1250,wünschen::V,dymuno,желая
1251,loben::V,canmol,хваля
1252,küssen::V,cusanu,целувам
1253,wiegen::V,siglo,люлея
1254,zudecken::V,gorchuddio,покрия
1255,wecken::V,deffro,събудя
1256,zeigen::V,dangos,покажа
1257,führen::V,arwain,водя
1258,führen::V,arwain,заведа
1259,lehren::V,dysgu,уча
1260,unterrichten::V,hyfforddi,преподавам
1261,aufziehen::V,dod i fyny,отгледам
1262,leiten::V,arwain,ръководя
1263,leiten::V,arwain,управлявам
1264,antreiben::V,annog,подкарвам
1265,lassen::V,gadael,накарам
1266,einladen::V,gwahodd,поканя
1267,vereinigen::V,uno,съединя
1268,vereinigen::V,cyfuno,съединя
1269,besuchen::V,ymweld â,посетя
1270,treffen::V,cwrdd,срещна
1271,treffen::V,cyfarfod,срещна
1272,sich versammeln::V,casglu,събера се
1273,sich versammeln::V,cynnull,събера се
1274,spielen::V,chwarae,играя
1275,singen::V,canu,пея
1276,tanzen::V,dawnsio,танцувам
1277,sich trennen::V,ymwahanu,разделя се
1278,verlassen::V,gadael,напусна
1279,retten::V,achub,спася
1280,bewachen::V,gwarchod,охранявам
1281,schützen::V,noddi,запазя
1282,verteidigen::V,amddiffyn,защитя
1283,sich schlagen::V,ffraeo,бия се
1284,sich schlagen::V,terfysgu,бия се
1285,schießen::V,saethu,стрелям
1286,siegen::V,ennill,победя
1287,ärgern::V,cythruddo,ядосам
1288,schlagen::V,curo,бия
1289,schlagen::V,curo,ударя
1290,treten::V,cicio,ритам
1291,stechen::V,pigo,бодна
1292,stoßen::V,gwthio,бутна
1293,stoßen::V,gwthio,блъсна
1294,stehlen::V,dwyn,
1295,stehlen::V,lladrata,
1296,stören::V,aflonyddu,смутя
1297,belästigen::V,trafferthu,отегча
1298,belästigen::V,trafferthu,безпокоя
1299,verbergen::V,cuddio,скрия
1300,täuschen::V,twyllo,измамя
1301,betrügen::V,hocedu,измамя
1302,töten::V,lladd,убия
1303,töten::V,lladd,умъртвя
1304,wohnen::V,byw,живея
1305,arbeiten::V,gweithio,работя
1306,sammeln::V,casglu,събера
1307,pflücken::V,casglu,бера
1308,pflücken::V,casglu,откъсна
1309,jagen::V,hela,ловувам
1310,fischen::V,pysgota,ловя риба
1311,fassen::V,dal,хвана
1312,hüten::V,bugeilio,пазя
1313,treiben::V,gyrru,карам
1314,anbinden::V,clymu,завържа
1315,füttern::V,porthi,храня
1316,melken::V,godro,доя
1317,hacken::V,torri,сека
1318,gießen::V,dyfrhau,полея
1319,reifen::V,aeddfedu,узрея
1320,zubereiten::V,coginio,приготвя
1321,kochen::V,berwi,варя
1322,backen::V,pobi,пека
1323,backen::V,crasu,пека
1324,braten::V,ffrio,пържа
1325,umrühren::V,cyffroi,разбъркам
1326,stricken::V,gwau,плета
1327,nähen::V,gwnïo,шия
1328,färben::V,lliwio,боядисам
1329,reinigen::V,glanhau,почистя
1330,waschen::V,golchi,мия
1331,waschen::V,golchi,пера
1332,abwischen::V,sychu,избърша
1333,spülen::V,streulio,плакна
1334,fegen::V,ysgubo,измета
1335,kehren::V,ysgubo,мета
1336,baden::V,cael bath,къпя се
1337,sich waschen::V,ymolchi,мия се
1338,ausziehen::V,tynnu,съблека
1339,anziehen::V,gwisgo,облека
1340,sich anziehen::V,ymwisgo,облека се
1341,kämmen::V,cribo,реша
1342,kämmen::V,cribo,вчеша
1343,schmücken::V,harddu,накича
1344,schmücken::V,addurno,накича
1345,sagen::V,dweud,кажа
1346,sprechen::V,llefaru,говоря
1347,reden::V,siarad,говоря
1348,sich unterhalten::V,sgwrsio,разговарям
1349,fragen::V,gofyn,запитам
1350,bitten::V,gofyn am,моля
1351,erzählen::V,dweud,разкажа
1352,mitteilen::V,cyfleu,съобщя
1353,nennen::V,enwi,нарека
1354,rufen::V,galw,викам
1355,rufen::V,galw,повикам
1356,prahlen::V,brolio,хваля се
1357,prahlen::V,ymffrostio,хваля се
1358,übersetzen::V,cyfieithu,преведа
1359,denken::V,meddwl,мисля
1360,glauben::V,credu,вярвам
1361,glauben::V,coelio,вярвам
1362,bemerken::V,sylwi,забележа
1363,erkennen::V,adnabod,позная
1364,begreifen::V,amgyffred,схвана
1365,verstehen::V,deall,разбера
1366,lernen::V,dysgu,уча се
1367,wissen::V,gwybod,зная
1368,sich erinnern an::V,cofio,спомня си за
1369,vergessen::V,anghofio,забравя
1370,messen::V,mesur,меря
1371,zählen::V,cyfrif,броя
1372,rechnen::V,cyfrifo,сметна
1373,lesen::V,darllen,чета
1374,malen::V,peintio,рисувам
1375,zeichnen::V,tynnu,рисувам
1376,schreiben::V,ysgrifennu,пиша
1377,besitzen::V,meddu,имам
1378,besitzen::V,meddu,притежавам
1379,kaufen::V,prynu,купя
1380,kaufen::V,prynu,купувам
1381,verkaufen::V,gwerthu,продам
1382,bezahlen::V,talu am,заплатя
1383,zahlen::V,talu,платя
1384,beherrschen::V,rheoli,владея
1385,beherrschen::V,llywodraethu,владея
1386,ertragen::V,dioddef,понеса
