,Concept_ID,te,uk
703,wieviel::FNUM,ఎంత,скільки
704,eins::NUM,ఒకటి,один
705,zwei::NUM,రెండు,два
706,drei::NUM,మూడు,три
707,vier::NUM,నాలుగు,чотири
708,fünf::NUM,అయిదు,п’ять
709,sechs::NUM,ఆఱు,шість
710,sieben::NUM,ఏరు,сім
711,acht::NUM,ఎనిమదు,вісім
712,neun::NUM,తొమ్మిది,дев’ять
713,zehn::NUM,పది,десять
714,elf::NUM,పదునొకొండు,одинадцять
715,zwölf::NUM,పండ్రండు,дванадцять
716,zwanzig::NUM,ఇరుపది,двадцять
717,dreißig::NUM,ముప్పది,тридцять
718,vierzig::NUM,నలువది,сорок
719,fünfzig::NUM,ఏబది,п’ятдесят
720,sechzig::NUM,అరుపది,шістдесят
721,siebzig::NUM,డెబ్బది,сімдесят
722,achtzig::NUM,ఎనుబది,вісімдесят
723,neunzig::NUM,తొంబది,дев’яносто
724,hundert::NUM,నూఱు,сто
725,tausend::NUM,వేయి,тисяча
726,und::CNJ,మఱియు,і
727,oder::CNJ,లేక,або
728,stehen::V,నిలుచు,стояти
729,sitzen::V,కూర్చుండు,сидіти
730,liegen::V,పండుకొనుట,лежати
731,hängen::V,వ్రేలాడదీయు,висіти
732,werden::V,అగు,стати
733,werden::V,అగు,робитися
734,passieren::V,సంభవించు,трапитися
735,beginnen::V,ఆరంభించు,початися
736,enden::V,తీరుట,кінчитися
737,wechseln::V,మార్చు,мінятися
738,aufgehen[Sonne]::V,ఉదయించు,зійти
739,untergehen[Sonne]::V,అస్తమించు,зайти
740,scheinen[Sonne]::V,ప్రకాశించు,світити
741,donnern::V,ఉరుముట,гриміти
742,wehen::V,దురద్పప్టము,віяти
743,strömen::V,పారుట,литися
744,fließen::V,ప్రవహించు,текти
745,sich drehen::V,తిరుగు,обертатися
746,schwanken::V,ఆడించుట,коливатися
747,schwingen::V,ఊగుట,хитатися
748,schwingen::V,ఊగుట,гойдатися
749,fallen::V,పడు,падати
750,brennen::V,కాలుట,горіти
751,rauchen::V,పొగసుట,диміти
752,regnen::V,కురిపించుట,дощити
753,gefrieren::V,గడ్డకట్టు,змерзнути
754,tauen::V,కరగు,танути
755,schmelzen::V,కరగు,плавитися
756,trocknen::V,యెండుట,сохнути
757,sieden::V,ఉడుకు,кипіти
758,faulen::V,క్రుళ్లు,гнити
759,verfaulen::V,క్షిణించు,згнити
760,reißen::V,చించు,рватися
761,versinken::V,మునుగు,тонути
762,vergehen::V,సంభవించు,проходити
763,erscheinen::V,కనబడు,з’явитися
764,verschwinden::V,అదృశ్యమగు,щезнути
765,verschwinden::V,అదృశ్యమగు,зникнути
766,sinken::V,ముణుగుట,спадати
767,abnehmen::V,తగ్గు,поменшитися
768,zunehmen::V,పెరుగుట,збільшуватися
769,steigen::V,లేచు,підніматися
770,wachsen::V,పెరుగు,рости
771,glänzen::V,ప్రకాశించు,блищати
772,funkeln::V,ప్రకాశించు,блискати
773,lärmen::V,అరుచుట,шуміти
774,läuten::V,మేళవించుట,дзвонити
775,klingeln::V,వాయించుట,дзвонити
776,klirren::V,ఘంటానాదము,дзвякати
777,brausen::V,గర్జించు,бушувати
778,rauschen::V,చటచటమనుట,шелестіти
779,klingen::V,ధ్వనించుట,лунати
780,klingen::V,ధ్వనించుట,звучати
781,bellen::V,అఱచు,гавкати
782,heulen::V,కూయు,вити
783,blasen::V,దురద్పప్టము,дунути
784,pfeifen::V,ఈలవేయు,свистіти
785,schreien::V,అఱచు,кричати
786,stöhnen::V,మూలుగు,стогнати
787,zittern::V,వణకు,тремтіти
788,leben::V,జీవించుట,жити
789,geboren werden::V,పుట్టుట,народитися
790,atmen::V,ఉపిరి తీయు,дихати
791,trinken::V,త్రాగు,пити
792,essen::V,తిను,їсти
793,schlucken::V,మ్రింగు,ковтати
794,müde werden::V,అలయు,втомитися
795,einschlafen::V,నిద్రించు,заснути
796,schlafen::V,నిద్రురించు,спати
797,aufwachen::V,మేలుకొను,прокинутися
798,aufstehen::V,లేచు,встати
799,sich erholen::V,నడ్డి వాల్చు,відпочивати
800,krank werden::V,జబ్బుపడు,захворіти
801,krank sein::V,జబ్బు చేయు,хворіти
802,schmerzen::V,నొచ్చుట,боліти
803,husten::V,దగ్గుట,кашляти
804,genesen::V,కుదురుట,одужати
805,genesen::V,కుదురుట,видужати
806,sterben::V,మరణించు,померти
807,umkommen::V,నశించు,згинути
808,sich bewegen::V,కదలు,рухатися
809,sich rühren::V,కదలు,ворушитися
810,sich erheben::V,లేచు,встати
811,sich setzen::V,కూర్చుణ్డు,сісти
812,hinfallen::V,దొర్లు,упасти
813,laufen::V,నడచు,ходити
814,schreiten::V,అడుగుపెట్టుట,крокувати
815,spazierengehen::V,పచారు చేయు,гуляти
816,eilen::V,తొందరపడు,спішити
817,sich beeilen::V,త్వరపెట్టు,поспішати
818,sausen::V,విసరికొట్టు,мчатися
819,rennen::V,పరుగెత్తు,бігати
820,springen::V,దుముకు,скакати
821,springen::V,దుముకు,стрибати
822,klettern::V,ఎక్కు,лазити
823,schaukeln::V,ఉయ్యాల ఊగు ,гойдатися
824,kriechen::V,ప్రాకు,повзати
825,schwimmen::V,ఈదు,пливти
826,schwimmen::V,ఈదు,плавати
827,tauchen::V,మునుగు,пірнати
828,rudern::V,తెడ్లతోఁగడపు,гребти
829,rudern::V,తెడ్లతోఁగడపు,веслувати
830,fahren::V,నడపు,їхати
831,fliegen::V,ఎగురు,літати
832,gehen::V,పోవు,іти
833,weggehen::V,బయలుదేరు,піти
834,abfahren::V,విడిచిపోవు,від’їхати
835,abfahren::V,విడిచిపోవు,відправитися
836,anhalten::V,నిలుపు,зупинитися
837,hineingehen::V,ప్రవేశించు,входити
838,eintreten::V,ప్రవేశించు,увійти
839,kommen::V,వచ్చు,прийти
840,ankommen::V,వచ్చి చేరు,прибути
841,zurückkommen::V,తిరిగీవచ్చుట,повернутися
842,bleiben::V,ఉండు,залишитися
843,warten::V,కనిపెట్టు,чекати
844,erwarten::V,నిరిక్షించు,чекати
845,suchen::V,వెదకు,шукати
846,finden::V,కనుగొను,знайти
847,versuchen::V,ప్రయత్నించు,випробовувати
848,vorbereiten::V,తయారుచేయు,підготувати
849,lieben::V,ప్రేమించు,любити
850,mögen::V,ఇష్టపడు,любити
851,mögen::V,ఇష్టపడు,подобатися
852,lachen::V,నవ్వు,сміятися
853,rühren::V,గుండె తాకు,розчулити
854,weinen::V,వీడ్చు,плакати
855,schimpfen::V,గొణుగు,лаятися
856,sich ärgern::V,అలుగు,сердитися
857,sich fürchten::V,భయపడు,боятися
858,fürchten::V,భయపడు,боятися
859,fliehen::V,పాఱిపోపు,тікати
860,flüchten::V,తప్పించుకొను,утекти
861,sehen::V,చూచు,бачити
862,anschauen::V,చూచు,поглянути
863,ansehen::V,కాచియుండు,дивитися на
864,hören::V,విను,чути
865,zuhören::V,విను,слухати
866,probieren::V,చవిచూచుట,покуштувати
867,riechen::V,వాసనచూచు,нюхати
868,fühlen::V,స్పర్శించుట,відчувати
869,scheinen::V,కనబడు,здаватися
870,zu sehen sein::V,చూవు,виднітися
871,vernehmen::V,విను,почути
872,frieren::V,చలికి వడకు,мерзнути
873,tun::V,చేయు,робити
874,können::V,గల,могти
875,wollen::V,కోరు,хотіти
876,anfangen::V,ఆరంభించు,почати
877,beenden::V,ముగించు,закінчити
878,aufhören::V,నిలుపు,перестати
879,gelingen::V,గెలుపాందు,вдатися
880,geraten::V,వెలువడు,опинитися
881,öffnen::V,తెఱచు,відкрити
882,schließen::V,మూయు,закрити
883,stellen::V,ఉంచు,поставити
884,setzen::V,ఉంచు,посадити
885,legen::V,పెట్టు,класти
886,berühren::V,తాకు,чіпати
887,verbinden::V,చేర్చుట,зв’язати
888,bedecken::V,మూయు,покрити
889,aufhängen::V,వ్రేలాడదీయు,повісити
890,anzünden::V,వెలిగించు,запалити
891,aufheben::V,సేకరించు,підняти
892,zurücklassen::V,విడుచు,залишити
893,verlieren::V,పోగొట్టుకొను,загубити
894,fallen lassen::V,జాఱవిడుచు,упустити
895,machen::V,చేయు,зробити
896,herstellen::V,ఉత్పత్తిచేయు,виготовити
897,bauen::V,నిర్మించు,будувати
898,reparieren::V,సరిచేయు,лагодити
899,verbessern::V,వృద్ధి చేయు,поліпшити
900,ändern::V,మార్చు,змінити
901,graben::V,త్రవ్వు,копати
902,beugen::V,వంచు,зігнути
903,biegen::V,వంచు,погнути
904,drehen::V,నూలువడుకు,вертіти
905,wenden::V,త్రిప్పు,повернути
906,umdrehen::V,త్రిప్పు,перевернути
907,heben::V,ఎత్తు,піднімати
908,hochheben::V,ఎత్తు,підняти
909,ergreifen::V,వశపఱచుకొను,схопити
910,halten::V,ఉంచు,тримати
911,drücken::V,అణచు,натискати
912,schieben::V,నొక్కు,пхати
913,schieben::V,నొక్కు,штовхати
914,kratzen::V,గోకు,шкребти
915,lecken::V,నాకు,лизати
916,beißen::V,కఱచు,кусати
917,abreißen::V,తెగతెంచు,відірвати
918,abschneiden::V,తెగకొట్టు,відрізати
919,binden::V,కట్టు,в’язати
920,stecken::V,తగులుకొనివుండుట,увіткнути
921,brechen::V,పగులగొట్టు,зламати
922,klopfen::V,కొట్టు,стукати
923,hauen::V,కొట్టు,бити
924,kleben::V,అంటుకొను,клеїти
925,reiben::V,రాచు,терти
926,streichen::V,వ్యాపింపజేయు,намазати
927,schleifen::V,రాచు,точити
928,schneiden::V,కోయు,різати
929,rütteln::V,కుదిలించుట,хитати
930,schütteln::V,కదల్చు,трясти
931,schwenken::V,ఊచుట,махати
932,schütten::V,పోయు,налити
933,füllen::V,నింపు,наповнити
934,einwickeln::V,చుట్టు,загорнути
935,tragen::V,మోయు,нести
936,schleppen::V,ఈడ్చు,тягти
937,ziehen::V,ఈడ్చు,тягнути
938,aufbewahren::V,కాపాడు,зберігати
939,werfen::V,విసరు,кидати
940,fangen::V,పట్టుకొను,ловити
941,packen::V,పట్టుకొను,схопити
942,verstecken::V,దాచు,сховати
943,teilen::V,భాగించు,розділити
944,schicken::V,పంపు,посилати
945,bringen::V,తెచ్చు,принести
946,hinzufügen::V,చేర్చు,додати
947,bekommen::V,సంపాదించు,дістати
948,erhalten::V,పుచ్చుకొను,одержати
949,nehmen::V,తీసికొను,взяти
950,wählen::V,ఇష్టపడు,вибрати
951,auswählen::V,ఏరుకొను,відібрати
952,bewahren::V,భద్రపఱుచు,зберегти
953,behindern::V,అడ్డగించుట,перешкоджати
954,verderben::V,చెఱచు,зіпсувати
955,beschädigen::V,చెరుపుట,зашкодити
956,zerbrechen::V,పగులగొట్టు,розбити
957,zerreißen::V,చించు,розірвати
958,zerstören::V,వాశనము చేయు,зруйнувати
959,verbrennen::V,కాల్చు,спалити
960,geben::V,ఇచ్చు,дати
961,reichen::V,అందుకొనుట,передати
962,schenken::V,అర్పించు,дарувати
963,versprechen::V,వాగ్దత్తము చేయు,обіцяти
964,wünschen::V,కోరు,бажати
965,loben::V,స్తుతించు,хвалити
966,küssen::V,ముద్దుపెట్టుకొను,цілувати
967,wiegen::V,ఊచుట,качати
968,zudecken::V,మూయు,накрити
969,wecken::V,నిద్రపలేపుట,розбудити
970,zeigen::V,చూవు,показати
971,führen::V,దారిచూపు,вести
972,lehren::V,బోధించు,вчити
973,unterrichten::V,నేర్పు,викладати
974,aufziehen::V,పెంచు,виховати
975,leiten::V,తీసుకపోవుట,керувати
976,antreiben::V,ప్రేరేపించు,підганяти
977,lassen::V,అనుమతించు,змусити
978,einladen::V,ఆహ్వానించు,запросити
979,vereinigen::V,కూడుట,об’єднати
980,besuchen::V,పోయి చూచు,завітати
981,besuchen::V,పోయి చూచు,відвідати
982,treffen::V,కలియు,зустріти
983,sich versammeln::V,కూర్చు,зібратися
984,spielen::V,ఆట లాడు,грати
985,singen::V,పాడు,співати
986,tanzen::V,నృత్యముచేయు,танцювати
987,sich trennen::V,ఎడబాయుట,розлучитися
988,verlassen::V,విడుచు,покинути
989,retten::V,తప్పించుట,врятувати
990,bewachen::V,కాపాడు,охороняти
991,schützen::V,రక్షించు,уберігати
992,verteidigen::V,రక్షించు,захистити
993,sich schlagen::V,జగడమాడు,битися
994,sich schlagen::V,జగడమాడు,дратися
995,schießen::V,కాల్చు,стріляти
996,siegen::V,గెలుచు,перемогти
997,ärgern::V,పీడించుట,сердити
998,schlagen::V,కొట్టు,ударити
999,treten::V,తన్ను,штовхати
1000,stechen::V,కుట్టు,вколоти
1001,stoßen::V,గెంటు,штовхнути
1002,stehlen::V,దొంగిలించు,украсти
1003,stören::V,కలతపఱచు,перешкодити
1004,belästigen::V,పీడించు,докучати
1005,verbergen::V,దాచు,сховати
1006,täuschen::V,మోసము చేయు,обдурити
1007,betrügen::V,మోసపుచ్చు,зшахраювати
1008,töten::V,చంపు,убити
1009,wohnen::V,నివసించు,жити
1010,wohnen::V,నివసించు,мешкати
1011,arbeiten::V,పనిచేయు,працювати
1012,sammeln::V,ప్రోగుచేయు,зібрати
1013,pflücken::V,యేరుట,зривати
1014,jagen::V,వేటాడు,полювати
1015,fischen::V,వెదకు,рибалити
1016,fassen::V,పట్టుకొమ,піймати
1017,hüten::V,మందచేరుట,пасти
1018,treiben::V,నడపు,гнати
1019,anbinden::V,కట్టు,прив’язати
1020,füttern::V,భోజనము పెట్టు,годувати
1021,füttern::V,భోజనము పెట్టు,харчувати
1022,melken::V,పాలు పితుకు,доїти
1023,hacken::V,నఱకు,рубати
1024,gießen::V,నీళ్ళుకట్టుట,полити
1025,reifen::V,పండుట,дозріти
1026,zubereiten::V,వండు,зготовити
1027,zubereiten::V,వండు,приготувати
1028,kochen::V,వండు,варити
1029,kochen::V,వండు,готувати
1030,backen::V,రొట్టెకాల్చు,пекти
1031,braten::V,వేపు,смажити
1032,umrühren::V,కదులుట,переміщати
1033,stricken::V,అల్లు,в’язати
1034,nähen::V,కుట్టు,шити
1035,färben::V,రంగు వేయు,пофарбувати
1036,reinigen::V,శుభ్రము చేయు,очистити
1037,waschen::V,కడుగు,мити
1038,abwischen::V,తుడుచు,витерти
1039,spülen::V,నీటిలో జడించు,полоскати
1040,fegen::V,ఊడ్చు,підмітати
1041,kehren::V,ఊడ్చు,мести
1042,baden::V,స్నానము చేయు,купатися
1043,sich waschen::V,కడుగు,митися
1044,ausziehen::V,విప్పు,зняти
1045,anziehen::V,ధరించు,надіти
1046,sich anziehen::V,బట్టలు వేసుకొను,одягтися
1047,sich anziehen::V,బట్టలు వేసుకొను,одягнутися
1048,sich anziehen::V,తొడుగుకొను,одягтися
1049,sich anziehen::V,తొడుగుకొను,одягнутися
1050,kämmen::V,దువ్వుట,зачесати
1051,schmücken::V,అలంకరించు,оздобити
1052,sagen::V,చెప్పు,сказати
1053,sprechen::V,చెప్పు,говорити
1054,reden::V,మాటలాడు,розмовляти
1055,sich unterhalten::V,ముచ్చటలాడు,бесідувати
1056,fragen::V,ప్రశ్నించు,запитати
1057,bitten::V,కోరు,просити
1058,erzählen::V,చెప్పు,розповісти
1059,mitteilen::V,తెలియజేయు,повідомити
1060,nennen::V,పేరు వెట్టు,назвати
1061,rufen::V,పిలుచు,кликати
1062,prahlen::V,జల్లి,хвалитися
1063,übersetzen::V,తర్జుమాచేయు,перекласти
1064,denken::V,ఆలోచించు,думати
1065,denken::V,ఆలోచించు,мислити
1066,glauben::V,నమ్ము,вірити
1067,bemerken::V,గుర్తించు,помітити
1068,erkennen::V,గుర్తించు,пізнати
1069,begreifen::V,గ్రహించు,осягнути
1070,verstehen::V,గ్రహించు,почути
1071,lernen::V,నేర్చు కొను,навчатися
1072,wissen::V,తెలిసికొను,знати
1073,sich erinnern an::V,జ్ఞాపకముంచుకొను,пам’ятати
1074,vergessen::V,మఱచిపోవు,забути
1075,messen::V,కొలుచుట,міряти
1076,zählen::V,లెక్కపెట్టు,лічити
1077,rechnen::V,లెక్కపెట్టు,рахувати
1078,lesen::V,చదువు,читати
1079,malen::V,పూనుట,малювати
1080,zeichnen::V,వ్రాసుట,рисувати
1081,schreiben::V,వ్రాయు,писати
1082,besitzen::V,కలిగియుండు,мати
1083,kaufen::V,కొను,купити
1084,verkaufen::V,అమ్ము,продати
1085,bezahlen::V,చెల్లించు,заплатити
1086,zahlen::V,చెల్లించు,платити
1087,beherrschen::V,ఏలు,володіти
1088,ertragen::V,భరించు,витерпіти
