,Concept_ID,he,hi
229,Tier::N,חיה,जानवर
230,Herde::N,עדר,गल्ला
231,Kuh::N,פרה,गौ
232,Kuh::N,פרה,गाय
233,Bulle::N,פר,साँड़
234,Pferd::N,סוס,अश्व
235,Pferd::N,סוס,घोड़ा
236,Schaf::N,כבשה,भेड़
237,Schwein::N,חזיר,शूकर
238,Hund::N,כלב,श्वान
239,Hund::N,כלב,कुत्ता
240,Katze::N,חתול,बिल्ली
241,Bär::N,דב,रीछ
242,Bär::N,דב,भालू
243,Eichhörnchen::N,סנאי,गिलहरी
244,Elch::N,דישון,एल्क
245,Fuchs::N,שועל,लोमड़ी
246,Hase::N,ארנב,खरहा
247,Hase::N,ארנב,ख़रगोश
248,Maus::N,עכבר,मूष
249,Maus::N,עכבר,चूहा
250,Wolf::N,זאב,वृक
251,Wolf::N,זאב,भेड़िया
252,Vogel::N,צפור,पक्षी
253,Vogel::N,צפור,चिड़िया
254,Schwarm::N,נחיל,झुंड
255,Schwarm::N,להקה,झुंड
256,Huhn::N,תרנגלת,मुर्ग़ी
257,Hahn::N,תרנגול,मुर्ग़ा
258,Gans::N,אוז,हंस
259,Gans::N,אוז,हंसिनी
260,Adler::N,עיט,उक़ाब
261,Ente::N,ברוז,बतख़
262,Ente::N,ברוז,बत्तक
263,Eule::N,ינשוף,उल्लू
264,Kranich::N,עגור,सारस
265,Kranich::N,עגור,क्रौंंच
266,Kranich::N,כרוכיה,सारस
267,Kranich::N,כרוכיה,क्रौंंच
268,Krähe::N,עורב,काक
269,Kuckuck::N,קוקיה,कोयल
270,Kuckuck::N,קוקיה,कोकिल
271,Schwan::N,ברבור,हंस
272,Schwan::N,ברבור,मराल
273,Fisch::N,דג,मछली
274,Fisch::N,דג,मत्स्य
275,Barsch::N,אוקונוס,पर्च
276,Hecht::N,זאב הים,पाइक
277,Schlange[Tier]::N,נחש,सर्प
278,Wurm::N,תולעת,कृमि
279,Wurm::N,תולעת,कीड़ा
280,Spinne::N,עכביש,लूता
281,Spinne::N,עכביש,मकड़ी
282,Ameise::N,נמלה,चींटी
283,Laus::N,כנה,जूँ
284,Mücke::N,יתוש,डाँस
285,Fliege::N,זבוב,मक्खी
286,Fliege::N,זבוב,मक्षिका
287,Schmetterling::N,פרפר,तितली
288,Beere::N,ענבה,बेरी
289,Apfel::N,תפוח,सेब
290,Pilz::N,פטריה,खुंबी
291,Zwiebel::N,בצל,प्याज़
292,Saat::N,זרעים,बीज
293,Korn::N,גרעין,दाना
294,Heu::N,חציר,मूखी घास
295,Schale::N,קלפה,बकला
296,Schale::N,קלפה,छिलका
297,Grube::N,בור,गड्ढा
298,Grube::N,שוחה,गड्ढा
299,Falle::N,מלכדת,जाल
300,Falle::N,מלכדת,फँदा
301,Schlinge::N,לולאה,फँदा
302,Spur::N,עקבה,सुराग़
303,Spur::N,עקבה,पद-चिह्न
304,Asche::N,אפר,राख
305,Dreck::N,זהמה,मैल
306,Dreck::N,זהמה,गंदगी
307,Eisen::N,ברזל,लोहा
308,Gold::N,זהב,सोना
309,Gold::N,זהב,स्वर्ण
310,Silber::N,כסף,रजत
311,Silber::N,כסף,चाँदी
312,Kohle::N,פחם,कोयला
313,Glas::N,זכוכית,काँच
314,Lehm::N,חרסית,चिकनी मिट्टी
315,Sand::N,חול,रेत
316,Sand::N,חול,बालू
317,Mensch::N,אדם,मानव
318,Mensch::N,אדם,इनसान
319,Mensch::N,אדם,मनुष्य
320,Mann::N,איש,आदमी
321,Mann::N,איש,पुरुष
322,Mann::N,גבר,आदमी
323,Mann::N,גבר,पुरुष
324,Frau::N,אשה,औरत
325,Frau::N,אשה,महिला
326,Frau::N,אשה,स्त्री
327,Frau::N,גברת,औरत
328,Frau::N,גברת,महिला
329,Frau::N,גברת,स्त्री
330,Kind::N,ילד,बाल
331,Kind::N,ילד,बच्चा
332,Junge::N,ילד,लड़का
333,Mädchen::N,נערה,लड़की
334,Mädchen::N,נערה,कुमारी
335,Familie::N,משפחה,परिवार
336,Großvater::N,סבא,दादा
337,Großmutter::N,סבתא,नानी
338,Eltern::N,הורים,माँ-बाप
339,Eltern::N,הורים,माता-पिता
340,Vater::N,אב,बाप
341,Vater::N,אב,पिता
342,Mutter::N,אם,माँ
343,Mutter::N,אם,माता
344,Sohn::N,בן,बेटा
345,Sohn::N,בן,पुत्र
346,Tochter::N,בת,बेटी
347,Tochter::N,בת,पुत्री
348,Bruder::N,אח,भाई
349,Bruder::N,אח,भ्राता
350,Schwester::N,אחות,बहन
351,Schwester::N,אחות,भगिनी
352,Onkel::N,דוד,ताऊ
353,Onkel::N,דוד,काका
354,Tante::N,דודה,बूआ
355,Tante::N,דודה,फूफी
356,Tante::N,דודה,ख़ाला
357,Ehemann::N,איש,पति
358,Ehemann::N,איש,शौहर
359,Ehemann::N,בעל,पति
360,Ehemann::N,בעל,शौहर
361,Ehefrau::N,אשה,बीवी
362,Freude::N,שמחה,आनंद
363,Freude::N,שמחה,प्रसन्नता
364,Gelächter::N,צחוק,हँसी
365,Gelächter::N,צחוק,क़हक़हा
366,Glück::N,אשר,आनंद
367,Glück::N,אשר,ख़ुशी
368,Kummer::N,יגון,शोक
369,Kummer::N,יגון,दुःख
370,Kummer::N,עגמה,शोक
371,Kummer::N,עגמה,दुःख
372,Wunsch::N,אחול,इच्छा
373,Wunsch::N,אחול,अभिलाषा
374,Wunsch::N,משאלה,इच्छा
375,Wunsch::N,משאלה,अभिलाषा
376,Lust::N,חשק,चाह
377,Lust::N,חשק,कामना
378,Lust::N,תשוקה,चाह
379,Lust::N,תשוקה,कामना
380,Geist::N,רוח,जान
381,Geist::N,רוח,प्राण
382,Gedanke::N,מחשבה,विचार
383,Gedächtnis::N,זכרון,याददाश्त
384,Gedächtnis::N,זכרון,स्मरण-शक्ति
385,Verstand::N,שכל,समझ
386,Verstand::N,שכל,अक़्ल
387,Verstand::N,שכל,बुद्धि
388,Sinn::N,מובן,अर्थ
389,Sinn::N,משמעות,अर्थ
390,Grund::N,סבה,वजह
391,Grund::N,סבה,कारण
392,Wahrheit::N,אמת,सत्य
393,Wahrheit::N,אמת,सच्चाई
394,Gespräch::N,דיון,चर्चा
395,Gespräch::N,דיון,वार्ता
396,Gespräch::N,דיון,बात-चीत
397,Märchen::N,אגדה,क़िस्सा
398,Erzählung::N,ספור,कथा
399,Erzählung::N,ספור,कहानी
400,Nachricht::N,ידיעה,सूचना
401,Nachricht::N,ידיעה,समाचार
402,Neuigkeit::N,חדשה,ख़बर
403,Neuigkeit::N,חדשה,समाचार
404,Name::N,שם,नाम
405,Rätsel::N,תעלומה,पहेली
406,Rede::N,נאום,वचन
407,Rede::N,נאום,भाषण
408,Sprache::N,לשון,भाषा
409,Sprache::N,לשון,ज़बान
410,Stimme::N,קול,स्वर
411,Stimme::N,קול,आवाज़
412,Wort::N,מלה,शब्द
413,Wort::N,מלה,लफ़्ज़
414,Zeichen::N,סימן,निशान
415,Ruf::N,קריאה,पुकार
416,Ruf::N,קריאה,आह्वान
417,Lärm::N,רעש,शोर
418,Lärm::N,רעש,हुल्लड़
419,Laut::N,הגה,स्वर
420,Laut::N,הגה,ध्वनि
421,Ton::N,צליל,सुर
422,Ton::N,צליל,स्वर
423,Lied::N,שיר,गीत
424,Ruhe::N,שלוה,आराम
425,Ruhe::N,שלוה,ख़ामोशी
426,Leute::N,אנשים,लोग
427,Volk::N,עם,क़ौम
428,Volk::N,עם,प्रजा
429,Arbeit::N,עבודה,काम
430,Gast::N,אורח,अतिथि
431,Gast::N,אורח,मेहमान
432,Geschenk::N,מתנה,उपहार
433,Geschenk::N,מתנה,तोहफ़ा
434,Spiel::N,משחק,खेल
435,Spiel::N,משחק,क्रीड़ा
436,Gesellschaft::N,חברה,साथ
437,Hilfe::N,עזרה,मदद
438,Hilfe::N,עזרה,सहायता
439,Freund::N,חבר,मित्र
440,Freund::N,ידיד,मित्र
441,Kamerad::N,רע,साथी
442,Kamerad::N,רע,कामरेड
443,Angelegenheit::N,ענין,बात
444,Angelegenheit::N,ענין,मामला
445,Anzahl::N,מספר,तादाद
446,Anzahl::N,מספר,संख्या
447,Art::N,סוג,तरह
448,Art::N,סוג,क़िस्म
449,Stück::N,חתיכה,फाँक
450,Stück::N,חתיכה,टुकड़ा
451,Teil::N,פרק,भाग
452,Teil::N,פרק,हिस्सा
453,Hälfte::N,חצי,अर्धभाग
454,Kreis::N,מעגל,चक्कर
455,Kreuz::N,צלב,सलीब
456,Kreuz::N,צלב,क्रूस
457,Linie::N,קו,लाइन
458,Strich::N,קו קצר,लकीर
459,Abstand::N,מרחק,अंतर
460,Abstand::N,מרחק,फ़ासला
461,Entfernung::N,מרחק,दूरी
462,Entfernung::N,מרחק,फ़ासला
463,Gegend::N,נוף,इलाक़ा
464,Platz::N,שטח,जगह
465,Platz::N,שטח,स्थान
466,Ort::N,אתר,स्थल
467,Ort::N,אתר,स्थान
468,Ort::N,מקום,स्थल
469,Ort::N,מקום,स्थान
470,Seite::N,צד,ओर
471,Seite::N,צד,तरफ़
472,Mitte::N,אמצע,बीच
473,Mitte::N,אמצע,मध्य
474,Gegenstand::N,אוביקט,चीज़
475,Gegenstand::N,אוביקט,पदार्थ
476,Sache::N,דבר,चीज़
477,Sache::N,דבר,वस्तु
478,Rand::N,פרור,छोर
479,Rand::N,פרור,उपांत
480,Kante::N,קצה,कोर
481,Kante::N,קצה,किनारा
482,Ecke::N,פנה,कोना
483,Ecke::N,פנה,नुक्कड़
484,Spitze::N,קצה,नोक
485,Ende::N,סוף,छोर
486,Ende::N,סוף,सिरा
487,Loch::N,חר,छेद
488,Loch::N,חר,सूराख़
489,Winkel::N,פנה,कोण
490,Winkel::N,פנה,कोना
491,Muster::N,תבנית,नमूना
492,Muster::N,תבנית,डिज़ाइन
493,Größe::N,גדל,परिमाण
494,Größe::N,גדל,विस्तार
495,Länge::N,ארך,लंबाई
496,Höhe::N,קומה,ऊँचाई
497,Höhe::N,קומה,उच्चता
498,Höhe::N,גבה,ऊँचाई
499,Höhe::N,גבה,उच्चता
500,Gewicht::N,משקל,भार
501,Gewicht::N,משקל,वज़न
502,Menge::N,כמות,मात्रा
503,Haufen::N,ערמה,ढेर
504,Haufen::N,ערמה,अंबार
505,Reihe::N,רצף,क़तार
506,Reihe::N,רצף,पंक्ति
507,Boot::N,סירה,नाव
508,Boot::N,סירה,नौका
509,Ruder::N,משוט,चप्पू
510,Schlitten::N,מזחלת,बर्फ़-गाड़ी
511,Ski::N,מגלשים,स्की
512,Lagerfeuer::N,מדורה,अलाव
513,Lagerfeuer::N,מדורה,कैंप-फ़ायर
514,Last::N,משא,भार
515,Gang::N,הליכה,चाल
516,Schritt::N,צעד,डग
517,Schritt::N,צעד,क़दम
518,Norden::N,צפון,उत्तर
519,Süden::N,דרום,दक्खिन
520,Westen::N,מערב,पश्चिम
521,Osten::N,מזרח,पूरब
522,Holz::N,עץ,काठ
523,Holz::N,עץ,काष्ठ
524,Brett::N,קרש,पटरा
525,Brett::N,קרש,तख़्ता
526,Platte::N,לוח,फलक
527,Platte::N,לוח,तख़्ता
528,Stütze::N,משען,टेक
529,Stütze::N,משען,थूनी
530,Stange::N,מוט,छड़
531,Stange::N,מוט,बाँस
532,Stock::N,מקל,लाठी
533,Stab::N,מוט,लग्गा
534,Rohr::N,צנור,नल
535,Haus::N,בית,घर
536,Haus::N,בית,मकान
537,Heim::N,בית,घर
538,Heim::N,בית,गृह
539,Ofen::N,תנור,चूल्हा
540,Fußboden::N,רצפה,फ़र्श
541,Tisch::N,שלחן,मेज़
542,Stuhl::N,כסא,कुरसी
543,Wiege::N,ערש,पालना
544,Wiege::N,ערש,हिंडोला
545,Bett::N,מטה,खाट
546,Bett::N,מטה,पलंग
547,Regal::N,מדף,शेल्फ़
548,Kiste::N,תבה,पेटी
549,Kiste::N,תבה,डिब्बा
550,Kiste::N,ארגז,पेटी
551,Kiste::N,ארגז,डिब्बा
552,Fenster::N,חלון,खिड़की
553,Tür::N,דלת,द्वार
554,Tür::N,דלת,दरवाज़ा
555,Tor::N,שער,फाटक
556,Zaun::N,גדר,बाड़ा
557,Dach::N,גג,छत
558,Dach::N,גג,छप्पर
559,Leiter::N,סלם,सीढ़ी
560,Besen::N,מטאטא,झाड़ू
561,Besen::N,מטאטא,बुहारी
562,Spaten::N,את,कुदाल
563,Schaufel::N,את,बेलचा
564,Schaufel::N,את,फावड़ा
565,Gabel::N,מזלג,काँटा
566,Löffel::N,כף,चम्मच
567,Messer::N,סכין,छुरा
568,Messer::N,סכין,चाक़ू
569,Nagel::N,מסמר,कील
570,Nagel::N,מסמר,मेख़
571,Netz::N,רשת,जाल
572,Haken::N,וו,अंकुश
573,Haken::N,קרס,अंकुश
574,Griff::N,ידית,मूठ
575,Griff::N,ידית,हत्था
576,Schloss::N,מנעול,ताला
577,Bild::N,תמונה,चित्र
578,Figur::N,פסל,मूर्ति
579,Puppe::N,בבה,पुतली
580,Puppe::N,בבה,गुड़िया
581,Beutel::N,שק,झोला
582,Bündel::N,צרור,पुलिंदा
583,Tasche::N,שקית,बेग
584,Tasche::N,שקית,बस्ता
585,Eimer::N,דלי,बाल्टी
586,Deckel::N,מכסה,ढक्कन
587,Geschirr::N,כלים,बरतन-भाँड़े
588,Sack::N,שק,बोरा
589,Tasse::N,ספל,प्याला
590,Topf::N,סיר,देग़चा
591,Kessel::N,קנקן,देग़
592,Kessel::N,קנקן,बटलोई
593,Essen::N,אכל,खाना
594,Essen::N,ארוחה,खाना
595,Nahrung::N,הזנה,भोजन
596,Nahrung::N,תזונה,भोजन
597,Speise::N,מאכל,खाना
598,Speise::N,מאכל,व्यंजन
599,Speise::N,ארוחה,खाना
600,Speise::N,ארוחה,व्यंजन
601,Fleisch::N,בשר,मांस
602,Fleisch::N,בשר,गोश्त
603,Getreide::N,דגן,अनाज
604,Brei::N,מחית,भरता
605,Brei::N,מחית,दलिया
606,Brot::N,לחם,रोटी
607,Scheibe::N,עגול,कतला
608,Scheibe::N,פרוסה,कतला
609,Fett::N,שמן,वसा
610,Fett::N,שמן,चरबी
611,Butter::N,חמאה,मक्खन
612,Öl::N,שמן,तेल
613,Salz::N,מלח,नमक
614,Suppe::N,מרק,सूप
615,Suppe::N,מרק,शोरबा
616,Honig::N,דבש,शहद
617,Milch::N,חלב,दूध
618,Tee::N,תה,चाय
619,Leder::N,עור,चमड़ा
620,Wolle::N,צמר,ऊन
621,Stoff::N,בד,कपड़ा
622,Stoff::N,אריג,कपड़ा
623,Nadel::N,מחט,सूई
624,Faden::N,חוט,डोरा
625,Knopf::N,כפתור,बटन
626,Knopf::N,כפתור,घुंडी
627,Knoten::N,קשר,गाँठ
628,Knoten::N,קשר,गुत्थी
629,Farbe::N,צבע,रंग
630,Farbe::N,צבע,वर्ण
631,Kleidung::N,בגדים,पहनावा
632,Hemd::N,חלצה,कुरता
633,Hemd::N,חלצה,क़मीज़
634,Kragen::N,צוארון,गरदनी
635,Kragen::N,צוארון,गरेबान
636,Ärmel::N,שרוול,आस्तीन
637,Hose::N,מכנסים,पैंट
638,Hose::N,מכנסים,पतलून
639,Gürtel::N,חגורה,पेटी
640,Gürtel::N,חגורה,मेखला
641,Mütze::N,כובע,टोपी
642,Schuh::N,נעל,जूता
643,Stiefel::N,מגף,बूट
644,Ring::N,טבעת,अँगूठी
645,Band::N,סרט,पट्टी
646,Kamm::N,מסרק,कंघी
647,Spiegel::N,מראה,आईना
648,Spiegel::N,מראה,दर्पण
649,Riemen::N,רצועה,तसमा
650,Riemen::N,רצועה,पट्टा
651,Schnur::N,חבל,डोरी
652,Schnur::N,חבל,सुतली
653,Leine::N,מושכות,रस्सी
654,Decke::N,שמיכה,रज़ाई
655,Kissen::N,כרית,तकिया
656,Kissen::N,כרית,गाद्दा
657,Tuch::N,צעיף,रूमाल
658,Tuch::N,צעיף,वस्त्र
659,Handtuch::N,מגבת,अँगोछा
660,Kraft::N,כוח,ज़ोर
661,Kraft::N,כוח,शक्ति
662,Stärke::N,און,बल
663,Stärke::N,און,ताक़त
664,Gesundheit::N,בריאות,स्वास्थ्य
665,Gesundheit::N,בריאות,तंदुरुस्ती
666,Krankheit::N,מחלה,रोग
667,Krankheit::N,מחלה,बीमारी
668,Schmerz::N,כאב,दर्द
669,Schmerz::N,כאב,पीड़ा
670,Wunde::N,פציעה,घाव
671,Wunde::N,פציעה,ज़ख़्म
672,Fieber::N,חם,ज्वर
673,Fieber::N,חם,बुख़ार
674,Arznei::N,תרופה,दवा
675,Arznei::N,תרופה,औषाधि
676,Brücke::N,גשר,पुल
677,Brücke::N,גשר,सेतु
678,Brunnen::N,באר,कुआँ
679,Weide::N,אחו,चरागाह
680,Weide::N,מרעה,चरागाह
681,Pfad::N,שביל,पथ
682,Pfad::N,שביל,पगडंडी
683,Pfad::N,מדרכה,पथ
684,Pfad::N,מדרכה,पगडंडी
685,Weg::N,דרך,मार्ग
686,Straße::N,כביש,राह
687,Straße::N,כביש,रास्ता
688,Dorf::N,כפר,गाँव
689,Dorf::N,כפר,ग्राम
690,Stadt::N,עיר,शहर
691,Brief::N,מכתב,ख़त
692,Brief::N,מכתב,पत्र
693,Brief::N,מכתב,चिट्ठी
694,Buch::N,ספר,किताब
695,Buch::N,ספר,पुस्तक
696,Buchstabe::N,אות,अक्षर
697,Zeitung::N,עתון,अख़बार
698,Zeitung::N,עתון,समाचार-पत्र
699,Leben::N,חיים,जीवन
700,Leben::N,חיים,ज़िंदगी
701,Tod::N,מות,मौत
702,Tod::N,מות,मृत्यु
703,Grab::N,קבר,क़ब्र
704,Kirche::N,כנסיה,चर्च
705,Kirche::N,כנסיה,गिरजा
706,Sünde::N,חטא,पाप
707,Sünde::N,חטא,गुनाह
708,Gott::N,אל,देव
709,Gott::N,אל,ईश्वर
710,Arbeiter::N,פועל,मज़दूर
711,Chef::N,ראש,अध्यक्ष
712,Chef::N,מנהל,अध्यक्ष
713,Meister::N,ממחה,शिल्पज्ञ
714,Arzt::N,רופא,वैद्य
715,Arzt::N,רופא,डॉक्टर
716,Arzt::N,רופא,चिकित्सक
717,Lehrer::N,מורה,शिक्षक
718,Lehrer::N,מורה,अध्यापक
719,Geld::N,כסף,धन
720,Geld::N,כסף,पैसा
721,Geschäft::N,עסקה,सौदा
722,Geschäft::N,עסקה,व्यापार
723,Laden::N,חנות,दुकान
724,Preis::N,מחיר,दाम
725,Preis::N,מחיר,मूल्य
726,Ware::N,סחורה,माल
727,Ware::N,סחורה,पण्य
728,Nutzen::N,תועלת,लाभ
729,Nutzen::N,תועלת,फ़ायदा
730,Reichtum::N,עשר,धन
731,Reichtum::N,עשר,दौलत
732,Welt::N,עולם,विश्व
733,Welt::N,עולם,दुनिया
734,Land::N,ארץ,देश
735,Land::N,ארץ,मुल्क
736,Staat::N,מדינה,राज्य
737,Staat::N,מדינה,राष्ट्र
738,König::N,מלך,राजा
739,König::N,מלך,बादशाह
740,Macht::N,כוח,शासन
741,Macht::N,כוח,सत्ता
742,Grenze::N,גבול,सरहद
743,Krieg::N,מלחמה,जंग
744,Krieg::N,מלחמה,युद्ध
745,Feind::N,אויב,शत्रु
746,Feind::N,אויב,दुश्मन
747,Gewalt::N,אלימות,हिंसा
748,Kampf::N,קרב,लड़ाई
749,Kampf::N,קרב,संघर्ष
750,Kampf::N,לחימה,लड़ाई
751,Kampf::N,לחימה,संघर्ष
752,Bogen[Waffe]::N,קשת,कमान
753,Pfeil::N,חץ,बान
