,Concept_ID,ku,hy
101,Tropfen::N,dilop,կաթիլ
102,Schaum::N,kef,փրփուր
103,Schmutz::N,gemar,կեղտ
104,See::N,gol,լիճ
105,Sumpf::N,hezek,ճահիճ
106,Moor::N,mafêl,ճահիճ
107,Wiese::N,sûrik,մարգագետին
108,Wald::N,çiya,անտառ
109,Wald::N,daristan,անտառ
110,Hügel::N,gir,բլուր
111,Anhöhe::N,sere gir,բարձունք
112,Berg::N,kaş,լեռ
113,Gipfel::N,sere gir,գագաթ
114,Gipfel::N,sere gir,կատար
115,Höhle::N,şikeft,քարայր
116,Abhang::N,kaş,լանջ
117,Abhang::N,kaş,զառիվայր
118,Quelle::N,kanî,աղբյուր
119,Bach::N,çem,վտակ
120,Fluss::N,çem,գետ
121,Fluss::N,rûbar,գետ
122,Ufer::N,kevî,ծովափ
123,Küste::N,berav,ափ
124,Küste::N,berav,ծովափ
125,Festland::N,bejahî,ցամաք
126,Meer::N,behr,ծով
127,Bucht::N,derav,հաչիւն
128,Insel::N,girav,վղզի
129,Blume::N,kulînk,ծաղիկ
130,Gras::N,giha,խոտ
131,Wurzel::N,reh,արմատ
132,Baum::N,dar,ծառ
133,Stamm::N,bavik,իրան
134,Rinde::N,qaqil,կեղեւ
135,Rinde::N,qaqil,հաչոց
136,Ast::N,gulî,ճյուղ
137,Zweig::N,şax,ճյուղ
138,Blatt::N,pel,տերեւ
139,Birke::N,dara sipî,ցարասի
140,Kiefer[Baum]::N,dara bî,սոճի
141,Weide[Baum]::N,dara belalûk,ուռենի
142,Tanne::N,merx,եղեւին
143,Horn::N,strô,
144,Feder::N,pîrtîk,փետուր
145,Fell::N,heyar,մորթի
146,Flügel::N,per,թեւ
147,Klaue::N,napîk,չանչ
148,Kralle::N,dinik,ճանկ
149,Kralle::N,dirnax,ճանկ
150,Schwanz::N,dûv,պոչ
151,Ei::N,hêk,ձու
152,Nest::N,hêlîn,բույն
153,Bau::N,avahî,որջ
154,Bau::N,avahî,բայոց
155,Tier::N,heywan,կենդանի
156,Herde::N,hoz,հոտ
157,Kuh::N,çêlek,կով
158,Bulle::N,ga,ցուլ
159,Pferd::N,hesp,ձի
160,Schaf::N,mîh,ոչխար
161,Schwein::N,beraz,խոզ
162,Hund::N,seh,շուն
163,Katze::N,pişîk,կատու
164,Bär::N,hirç,արջ
165,Eichhörnchen::N,pilûr,սկյուռ
166,Elch::N,pazkovî,հիւսիսային եղջերու
167,Fuchs::N,rovî,աղվես
168,Hase::N,kîroşk,նապաստակ
169,Maus::N,mişk,մուկ
170,Wolf::N,gur,գայլ
171,Vogel::N,çûk,թռչուն
172,Schwarm::N,lufik,երամ
173,Huhn::N,mirîşk,հավ
174,Hahn::N,dîk,աքաղաղ
175,Gans::N,qaz,սագ
176,Adler::N,eylo,արծիվ
177,Ente::N,werdek,բադ
178,Eule::N,bûm,բու
179,Eule::N,kund,բու
180,Kranich::N,quling,կռունկ
181,Krähe::N,qijik,ագռավ
182,Kuckuck::N,pepûk,կուկու
183,Schwan::N,qû,կարապ
184,Fisch::N,masî,ձուկ
185,Barsch::N,okûn,պերկես
186,Hecht::N,mesîyê lûf,գայլաձուկ
187,Schlange[Tier]::N,mar,օձ
188,Wurm::N,kurm,որդ
189,Wurm::N,kurm,ճիճու
190,Spinne::N,pîrê,սարդ
191,Ameise::N,mîro,միջյուն
192,Ameise::N,gêrîk,միջյուն
193,Laus::N,spi,ոջիլ
194,Mücke::N,mêş,մժղուկ
195,Fliege::N,mêş,ճանճ
196,Schmetterling::N,perperîk,թիթեռ
197,Beere::N,hirç,հատապտուղ
198,Apfel::N,sêv,խնձոր
199,Pilz::N,bîrov,սունկ
200,Zwiebel::N,pîvaz,սոխ
201,Saat::N,tov,սերմ
202,Korn::N,dexl,հատիկ
203,Heu::N,sap,խոտ
204,Schale::N,qaşik,կեղեւ
205,Grube::N,çahl,փոս
206,Falle::N,dafik,ծուղակ
207,Schlinge::N,dahf,խեղդան
208,Spur::N,rêç,հետք
209,Asche::N,xweli,մոխիր
210,Dreck::N,gemarî,աղտ
211,Eisen::N,hesing,երկաթ
212,Gold::N,zêr,ոսկի
213,Silber::N,zîv,արծաթ
214,Kohle::N,komir,քարածուխ
215,Glas::N,qedeh,ապակի
216,Lehm::N,kelpîç,կավ
217,Sand::N,qûm,ավազ
218,Mensch::N,mirov,մարդ
219,Mann::N,mêr,մարդ
220,Mann::N,mêr,տղամարդ
221,Frau::N,jin,կին
222,Kind::N,zarok,զավակ
223,Junge::N,kur,տղա
224,Mädchen::N,keç,աղջիկ
225,Mädchen::N,keçik,աղջիկ
226,Familie::N,malbat,ընտանիք
227,Großvater::N,bapîr,պապ
228,Großmutter::N,pîrik,տատ
229,Eltern::N,bavudê,ծնողներ
230,Vater::N,bav,հայր
231,Mutter::N,dê,մայր
232,Mutter::N,dayik,մայր
233,Sohn::N,kur,որդի
234,Tochter::N,keç,աղջիկ
235,Tochter::N,keç,դուստր
236,Bruder::N,bira,եղբայր
237,Schwester::N,xweh,քույր
238,Onkel::N,am,քեռի
239,Onkel::N,am,հորեղբայր
240,Onkel::N,xal,քեռի
241,Onkel::N,xal,հորեղբայր
242,Tante::N,metik,մորաքույր
243,Tante::N,xaltîk,մորաքույր
244,Ehemann::N,mêr,մարդ
245,Ehemann::N,mêr,ամուսին
246,Ehefrau::N,kulfet,կին ամուսին
247,Freude::N,kêfxweşî,ուրախություն
248,Gelächter::N,pîrqînî,ծիծաղ
249,Glück::N,bext,երջանկություն
250,Kummer::N,derd,վիշտ
251,Wunsch::N,daxwaz,ցանկություն
252,Wunsch::N,xwestek,ցանկություն
253,Lust::N,şewq,փափագ
254,Lust::N,şewq,իղձ
255,Geist::N,aqil,ոգի
256,Gedanke::N,fikir,միտք
257,Gedächtnis::N,aqil,հիշողություն
258,Verstand::N,fêm,խելք
259,Sinn::N,aqil,իմաստ
260,Grund::N,asas,պատճառ
261,Wahrheit::N,rastî,ճշմարտություն
262,Gespräch::N,guftûgo,զրույց
263,Märchen::N,çirok,պայիկի պատմություն
264,Erzählung::N,çirok,պատմվածք
265,Erzählung::N,çirok,պատմություն
266,Erzählung::N,vegotin,պատմվածք
267,Erzählung::N,vegotin,պատմություն
268,Nachricht::N,nûçe,հաղորդագրություն
269,Neuigkeit::N,hewal,լուր
270,Neuigkeit::N,hewal,նորություն
271,Name::N,nav,անուն
272,Name::N,paşnav,անուն
273,Rätsel::N,tiştonek,բարդ խնդիր
274,Rede::N,gotar,ճառ
275,Rede::N,gotar,ելույթ
276,Rede::N,axavtin,ճառ
277,Rede::N,axavtin,ելույթ
278,Sprache::N,ziman,լեզու
279,Stimme::N,pejn,ձայն
280,Wort::N,gotin,բառ
281,Zeichen::N,şanek,նշան
282,Ruf::N,hawar,կոչ
283,Ruf::N,hawar,կանչ
284,Lärm::N,xarbalix,աղմուկ
285,Laut::N,deng,հնչյուն
286,Laut::N,deng,ձայն
287,Laut::N,hês,հնչյուն
288,Laut::N,hês,ձայն
289,Ton::N,awaz,տոն
290,Lied::N,sitran,երգ
291,Ruhe::N,rihetî,անդորրություն
292,Leute::N,xelk,մարդիկ
293,Volk::N,xelk,ազգ
294,Arbeit::N,xebat,գործ
295,Arbeit::N,xebat,աշխատանք
296,Gast::N,mêvan,հյուր
297,Geschenk::N,diyarî,նվեր
298,Spiel::N,lîstik,խաղ
299,Gesellschaft::N,komal,ընկերություն
300,Hilfe::N,alîkarî,օգնությթուն
301,Freund::N,heval,ընկեր
302,Freund::N,heval,բարեկամ
303,Kamerad::N,heval,ուղեկից
304,Angelegenheit::N,pirsgirêk,բան
305,Angelegenheit::N,pirsgirêk,գործ
306,Anzahl::N,çend,քանակ
307,Anzahl::N,çend,գումար
308,Art::N,çeh,տեսակ
309,Stück::N,lib,կտոր
310,Stück::N,parçe,կտոր
311,Teil::N,parçe,մաս
312,Hälfte::N,nîvî,կես
313,Kreis::N,çemil,շիջանակ
314,Kreuz::N,xaç,խաչ
315,Linie::N,xezik,գիծ
316,Strich::N,xezik,գիծ
317,Abstand::N,dûrahî,անջրպետ
318,Entfernung::N,dûrahî,հեռավորություն
319,Gegend::N,dever,շրջան
320,Platz::N,çih,տարածություն
321,Ort::N,dever,տեղ
322,Ort::N,dever,վայր
323,Seite::N,rûpel,կողմ
324,Mitte::N,nav,մեջտեղ
325,Mitte::N,nabênê,մեջտեղ
326,Gegenstand::N,tişt,առարկա
327,Sache::N,tişt,բան
328,Rand::N,kevî,վերջք
329,Kante::N,kevî,եզր
330,Ecke::N,qunç,անկյուն
331,Spitze::N,derzî,ծայր
332,Ende::N,talî,ծայր
333,Loch::N,qul,անցք
334,Winkel::N,kurnîşk,անկյուն
335,Muster::N,desen,օրինակ
336,Größe::N,mezinî,մեծություն
337,Länge::N,dirêjahî,երկարություն
338,Höhe::N,bilindayî,բարձրություն
339,Gewicht::N,giranî,կշիռ
340,Menge::N,qas,քանակ
341,Haufen::N,lod,դեզ
342,Haufen::N,lod,կույտ
343,Reihe::N,rêz,շարք
344,Reihe::N,rêz,կարգ
345,Boot::N,kelek,նավակ
346,Ruder::N,bêrik,թի
347,Ruder::N,bêrik,թիակ
348,Schlitten::N,xîjik,բալխիր
349,Ski::N,lakan,դահուկ
350,Lagerfeuer::N,agir,բացօդեայ կրակ
351,Last::N,bar,բեռ
352,Gang::N,fîtêz,զբոսանք
353,Schritt::N,gav,քայլ
354,Norden::N,bakur,հյուսիս
355,Süden::N,başur,հարավ
356,Westen::N,rojava,արեւմուտք
357,Osten::N,rojhilat,արեւելք
358,Holz::N,dep,փայտ
359,Brett::N,dep,տախտակ
360,Platte::N,dep,թիթեղ
361,Stütze::N,destek,նեցուկ
362,Stange::N,sing,ձող
363,Stock::N,çam,փայտ
364,Stab::N,qat,ցուպ
365,Stab::N,qat,գավազան
366,Rohr::N,borî,խողովակ
367,Haus::N,mal,տուն
368,Haus::N,xanî,տուն
369,Heim::N,mal,տուն
370,Ofen::N,sobe,վառարան
371,Fußboden::N,binpê,հատակ
372,Tisch::N,mase,սեղան
373,Stuhl::N,kursî,աթոռ
374,Wiege::N,derguş,օրորոց
375,Bett::N,qerewêle,անկողին
376,Regal::N,rêbaz,դարակ
377,Kiste::N,sindoq,տուփ
378,Fenster::N,çam,պատուհան
379,Fenster::N,şibeke,պատուհան
380,Tür::N,derî,դուռ
381,Tor::N,derge,դարպաս
382,Zaun::N,hejik,ցանկապատ
383,Dach::N,sere xanî,տանիք
384,Dach::N,sere xanî,կտուր
385,Leiter::N,pêling,սանդուղք
386,Besen::N,melkes,ավել
387,Spaten::N,mer,բահ
388,Schaufel::N,bêr,թի
389,Gabel::N,çetel,պատառաքաղ
390,Löffel::N,kevçî,գդալ
391,Messer::N,kêr,դանակ
392,Nagel::N,bizmar,մեխ
393,Netz::N,tor,ցանց
394,Haken::N,çenqel,կարթ
395,Griff::N,destî,կոթ
396,Griff::N,destî,բռնակ
397,Schloss::N,qonax,կողպեք
398,Bild::N,dimen,նկար
399,Bild::N,dimen,պատկեր
400,Figur::N,figûr,քանդակ
401,Figur::N,figûr,պատկեր
402,Puppe::N,bûk,տիկնիկ
403,Beutel::N,kîsik,տոպրակ
404,Bündel::N,pêçek,կապոց
405,Tasche::N,bêrîk,պայուսակ
406,Eimer::N,dewl,դույլ
407,Deckel::N,devik,կափարիչ
408,Geschirr::N,ferax,ամանեղեն
409,Sack::N,tûr,պարկ
410,Sack::N,tûr,տոպրակ
411,Tasse::N,kada,թաս
412,Tasse::N,kada,գավաթ
413,Topf::N,beroş,անոթ
414,Kessel::N,şîril,կաթսա
415,Essen::N,xwarin,կերակուր
416,Nahrung::N,xwarin,ուտելիք
417,Speise::N,xwarin,խորտիկ
418,Speise::N,xwarin,կերակուր
419,Fleisch::N,goşt,միս
420,Getreide::N,zad,հացահատիկ
421,Brei::N,hewdêl,լանդակ
422,Brot::N,,հաց
423,Scheibe::N,parçe,կտոր
424,Scheibe::N,parçe,պատառ
425,Fett::N,rûn,ճարպ
426,Butter::N,rûn,կարագ
427,Öl::N,rûn,ձեթ
428,Salz::N,xwe,աղ
429,Suppe::N,şorbe,սուպ
430,Suppe::N,şorbe,ապուր
431,Honig::N,hingiv,մեղր
432,Milch::N,şîr,կաթ
433,Tee::N,çay,թեյ
434,Leder::N,çerm,կաշի
435,Wolle::N,herî,բուրդ
436,Stoff::N,paç,գործվածք
437,Nadel::N,derzî,ասեղ
438,Faden::N,ta,թել
439,Knopf::N,bişkok,կոճակ
440,Knoten::N,girêk,հանգույց
441,Farbe::N,boyax,ներկ
442,Kleidung::N,çil,հագուստ
443,Hemd::N,qutik,վերնաշապիկ
444,Hemd::N,miltan,վերնաշապիկ
445,Kragen::N,stûvang,օձիք
446,Ärmel::N,hûçik,թեւք
447,Hose::N,şewel,շալվար
448,Gürtel::N,qayiş,գոտի
449,Mütze::N,fîno,կեպի
450,Schuh::N,şêkal,կոշիկ
451,Stiefel::N,gizme,երկարաճիթ կոշիկ
452,Stiefel::N,çizme,երկարաճիթ կոշիկ
453,Ring::N,xelek,զնգալ
454,Band::N,band,ժապավեն
455,Kamm::N,şeh,սանր
456,Spiegel::N,eynik,հայելի
457,Riemen::N,qayiş,փոկ
458,Schnur::N,doxin,լար
459,Leine::N,şirît,փոկ
460,Decke::N,bataniye,վերմակ
461,Kissen::N,balgî,բարձ
462,Tuch::N,şar,թաշկինակ
463,Handtuch::N,dezmal,սրբիչ
464,Kraft::N,hêz,ուժ
465,Kraft::N,qewet,ուժ
466,Stärke::N,xurtî,պնդություն
467,Stärke::N,xurtî,ամրություն
468,Gesundheit::N,nojdarî,առողջություն
469,Krankheit::N,nexweşî,ախտ
470,Krankheit::N,nexweşî,հիվանդություն
471,Schmerz::N,êş,ցավ
472,Schmerz::N,êş,տանջանք
473,Wunde::N,kul,վերք
474,Fieber::N,ta,տենդ
475,Arznei::N,derman,դեղ
476,Brücke::N,kopî,կամուրջ
477,Brunnen::N,çal,հոր
478,Brunnen::N,çal,ջրհոր
479,Brunnen::N,kani,հոր
480,Brunnen::N,kani,ջրհոր
481,Weide::N,beyar,արոտավայր
482,Pfad::N,xaçirek,արահետ
483,Weg::N,rê,ուղի
484,Straße::N,rê,ճանապարհ
485,Dorf::N,gund,գյուղ
486,Stadt::N,baçar,քաղաք
487,Brief::N,name,նամակ
488,Buch::N,kitêb,գիրք
489,Buch::N,pirtûk,գիրք
490,Buchstabe::N,herf,տառ
491,Buchstabe::N,herf,գիր
492,Zeitung::N,rojname,լրագիր
493,Leben::N,jiyan,կյանք
494,Tod::N,mirin,մահ
495,Grab::N,mezel,գերեզման
496,Kirche::N,gilyas,եկեղեցի
497,Sünde::N,guneh,մեղք
498,Gott::N,xwedê,աստված
499,Arbeiter::N,hîşçî,բանվոր
500,Arbeiter::N,hîşçî,աշխատող
501,Chef::N,bêg,տեր
502,Meister::N,hoste,վարպետ
503,Arzt::N,doktor,բժիշկ
504,Lehrer::N,mamoste,ուսուցիչ
505,Geld::N,pere,փող
506,Geschäft::N,firoşgeh,գործ
507,Geschäft::N,firoşgeh,աշխատանք
508,Laden::N,dikan,կրպակ
509,Laden::N,dikan,խանութ
510,Preis::N,buha,գին
511,Ware::N,tişt,ապրանք
512,Nutzen::N,fêde,օգուտ
513,Reichtum::N,serwet,հարստություն
514,Welt::N,dinya,աշխարհ
515,Land::N,welat,երկիր
516,Staat::N,dewlet,պետություն
517,König::N,şah,արքա
518,König::N,şah,թագավոր
519,König::N,qral,արքա
520,König::N,qral,թագավոր
521,Macht::N,qewet,իշխանություն
522,Macht::N,destihilat,իշխանություն
523,Grenze::N,kevî,սահման
524,Krieg::N,çeng,պատերազմ
525,Krieg::N,sêwaş,պատերազմ
526,Feind::N,dijmin,թշնամի
527,Gewalt::N,zor,բռնություն
528,Gewalt::N,zor,սաստկություն
529,Kampf::N,şer,մարտ
530,Bogen[Waffe]::N,kêvan,աղեղ
531,Pfeil::N,çîrik,նետ
532,Gewehr::N,tifing,հրացան
533,Fehler::N,şaşî,սխալ
534,Lüge::N,derew,սուտ
535,Schaden::N,xisar,վնաս
536,Unglück::N,bêbextî,դժբախտություն
537,Schuld::N,suç,պակասություն
538,Alter::N,temen,հասակ
539,Schluss::N,girtin,վերջ
540,Schluss::N,girtin,վախճան
541,Zeit::N,çax,ժամանակ
542,Tag::N,roj,օր
543,Morgen::N,sibeh,առավոտ
544,Mittag::N,nîro,կեսօր
545,Abend::N,êvar,երեկո
546,Nacht::N,şev,գիշեր
547,Woche::N,heftî,շաբաթ
548,Monat::N,meh,ամիս
549,Jahr::N,sal,տարի
550,Frühling::N,bihar,գարուն
551,Sommer::N,havîn,ամառ
552,Herbst::N,payîz,աշուն
553,Winter::N,zistan,ձմեռ
554,Januar::N,çile,հունվար
555,Februar::N,sibat,փետրվար
556,März::N,adar,մարտ
557,April::N,nîsan,ապրիլ
558,Mai::N,gûlan,մայիս
559,Juni::N,hezîran,հունիս
560,Juli::N,tîmeh,հուլիս
561,August::N,tebax,օգոստոս
562,September::N,îlon,սեպտեմբեր
563,Oktober::N,çotmeh,հոկտեմբեր
564,November::N,mijdar,նոյեմբեր
565,Dezember::N,kanûn,դեկտեմբեր
566,Montag::N,duşemb,երկուշաբթի
567,Dienstag::N,sêşem,երեքշաբթի
568,Mittwoch::N,çarşemb,չորեքշաբթի
569,Donnerstag::N,pêşemb,հինգշաբթի
570,Freitag::N,în,ուրբաթ
571,Samstag::N,şemî,շաբաթ
572,Sonntag::N,yekşemb,կիրակի
573,groß::A,mezin,մեծ
574,groß::A,mezin,խոշոր
575,klein::A,çûçik,պստիկ
576,klein::A,çûçik,փոքրիկ
577,lang::A,dirêj,երկար
578,kurz::A,kin,կարճ
579,breit::A,fireh,լայն
580,schmal::A,tenik,նեղ
581,dicht::A,gir,խիտ
582,dick[Gegenstand]::A,şîşman,հաստ
583,dünn::A,zirav,բարակ
584,fein::A,tenik,նուրբ
585,fest::A,saxlem,ամուր
586,fest::A,saxlem,պինդ
587,flach::A,pahn,տափակ
588,glatt::A,dûz,հարթ
589,glatt::A,şayîk,հարթ
590,hart::A,hişk,կարծր
591,weich::A,nerm,մեղմ
592,weich::A,nerm,փափուկ
593,rund::A,gilover,կլոր
594,spitz::A,pîj,սրածայր
595,scharf::A,tûj,սուր
596,stumpf::A,ne tûj,գուլ
597,schwer::A,giran,ծանր
598,schön::A,xweş,սիրուն
599,schön::A,xweş,գեղեցիկ
600,schön::A,xweşik,սիրուն
601,schön::A,xweşik,գեղեցիկ
602,heiß::A,kelandî,թեժ
603,warm::A,germ,տաք
604,warm::A,germ,ջերմ
605,kalt::A,sar,ցուրտ
606,kühl::A,jemîrî,զով
607,frisch::A,ter,թարմ
608,feucht::A,şil,ղոնավ
609,nass::A,şilek,թաց
610,trocken::A,zuwa,ցամաք
611,voll::A,tijî,լի
612,voll::A,tijî,լիքը
613,leer::A,vala,դատարկ
614,offen::A,vekirî,բաց
615,geschlossen::A,asê,գոց
616,sauber::A,pakij,մաքուր
617,schmutzig::A,lewitî,կեղտոտ
618,roh::A,xav,հում
619,reif::A,gihaştî,հասած
620,reif::A,gihaştî,հասուն
621,lecker::A,xweş,համեղ
622,süß::A,şîrîn,անուշ
623,bitter::A,tahl,կծու
624,sauer::A,tirş,թթու
625,sauer::A,tirş,թթված
626,hell::A,ronî,պայծառ
627,hell::A,ronî,խելամիտ
628,dunkel::A,tarî,մութ
629,schwarz::A,reş,սեւ
630,weiß::A,sipî,սպիտակ
631,rot::A,sor,կարմիր
632,gelb::A,zer,դեղին
633,blau::A,şîn,կապույտ
634,grün::A,şîn,կանաչ
635,grau::A,gewr,գորշ
636,bunt::A,rengîn,գոյնզգոյն
637,billig::A,erzan,էժան
638,teuer::A,biha,թանկ
639,wertvoll::A,hêja,թանկարժեք
640,wertvoll::A,giranbiha,թանկարժեք
641,blind::A,kor,կույր
642,taub::A,kerr,խուլ
643,kräftig::A,gir,հզոր
644,kräftig::A,xurt,հզոր
645,stark::A,xurt,ուժեղ
646,schwach::A,kesad,տկար
647,schwach::A,kesad,թույլ
648,fett::A,qelew,գեր
649,schlank::A,zirav,նիհար
650,hübsch::A,xweşik,գրավիչ
651,hübsch::A,xweşik,սիրունիկ
652,böse::A,xerab,չար
653,böse::A,aciz,չար
654,dumm::A,gêj,հիմար
655,faul::A,têmbêl,ծույլ
656,fleißig::A,jêhatî,ջանասեր
657,fleißig::A,jêhatî,փութաջան
658,geizig::A,destgirtî,ագահ
659,geizig::A,destgirtî,կծծի
660,klug::A,baqil,խելոք
661,klug::A,baqil,ընդունակ
662,geschickt::A,zîrek,ճարտար
663,geschickt::A,ziring,ճարտար
664,lieb::A,delal,սիրելի
665,lustig::A,kêfxweş,զվարթ
666,sanft::A,nazenîn,հեզ
667,hungrig::A,birçî,քաղցած
668,krank::A,nexweş,հիվանդ
669,nackt::A,rût,մերկ
670,nackt::A,tazî,մերկ
671,traurig::A,xemgîn,տխուր
672,lebendig::A,bisaxî,կենդանի
673,gut::A,baş,լավ
674,schlecht::A,xerab,վատ
675,richtig::A,rast,ձիշտ
676,richtig::A,saxlem,ձիշտ
677,schlimm::A,nebaş,լղրճուկ
678,wahr::A,rast,ճիշտ
679,wahr::A,rast,իրական
680,alt::A,pîr,հին
681,alt::A,kevn,հին
682,neu::A,nû,նոր
683,ehemalig::A,kevnar,նախկին
684,ehemalig::A,peşidar,նախկին
685,alt[Lebewesen]::A,pîr,ծեր
686,alt[Lebewesen]::A,pîr,պառավ
687,jung::A,xort,մատաղ
688,arm::A,feqîr,աղքատ
689,arm::A,desteng,աղքատ
690,reich::A,dewlemend,հարուստ
691,bekannt::A,naskirî,ծանոթ
692,berühmt::A,navdar,հայտնի
693,berühmt::A,navdar,հռչակավոր
694,fremd::A,xerîb,օտար
695,verschieden::A,çîhê,տարբեր
696,nah::A,nêzîk,մոտ
697,nah::A,nêzîk,մերձ
698,fern::A,dûr,հեռավոր
699,linker::A,çepê,ձախ
700,rechter::A,rastê,աջ
701,anderer::A,yê din,այլ
702,anderer::A,yê din,ուրիշ
703,erster::A,yekemîn,առաջին
704,zweiter::A,duda,երկրորդ
705,dritter::A,sisêya,երրորդ
706,letzter::A,paşîn,վերջին
707,allein::ADV,tenê,միայնակ
708,auf einmal::ADV,jar kê,միասնաբար
709,zusammen::ADV,tev,միասին
710,zusammen::ADV,tev,իրար հետ
711,zusammen::ADV,bi hev re,միասին
712,zusammen::ADV,bi hev re,իրար հետ
713,lange::ADV,dirêj,երկար ժամանակ
714,plötzlich::ADV,ji nişkave,հանկարծ
715,sofort::ADV,yekser,իսկույն
716,später::ADV,paşiyê,ավելի ուշ
717,später::ADV,paşiyê,հետո
718,jetzt::ADV,nuha,այժմ
719,heute::ADV,îro,այսօր
720,morgen::ADV,sibeh,վաղը
721,bald::ADV,nêzîk,շուտով
722,dann::ADV,paşê,ապա
723,dann::ADV,paşê,հետո
724,gestern::ADV,do,երեկ
725,einst::ADV,jar ke,հին ատեն
726,damals::ADV,hîngî,ատէնին
727,danach::ADV,piştra,ապա
728,danach::ADV,piştra,այն ժամանակ
729,vorher::ADV,pîşî,առաջ
730,zuerst::ADV,bere,նախ
731,einmal::ADV,çarik,մի անգամ
732,manchmal::ADV,çarna,երբեմն
733,oft::ADV,gelek çaran,հաճախ
734,immer::ADV,daîm,միշտ
735,niemals::ADV,tu çar,երբեք
736,hier::ADV,li vir,այստեղ
737,hierhin::ADV,vir,այստեղ
738,von hier::ADV,ji vir,այդտեղից
739,dort::ADV,li wê derê,այնտեղ
740,dorthin::ADV,wêda,այնտեղ
741,geradeaus::ADV,rastê rast,ուղիղ
742,vorwärts::ADV,ber bi pêş,առաջ
743,rückwärts::ADV,paşpê,դեպի ետ
744,zurück::ADV,paşdo,ետ
745,zurück::ADV,paşvê,ետ
746,unten::ADV,jêrî,ներքեւում
747,hinab::ADV,berjêr,ներքեւ
748,oben::ADV,banî,վերեւում
749,hinauf::ADV,banî,վերեւ
750,überall::ADV,li her derê,ամենուր
751,nicht::ADV,ne,չէ
752,nicht::ADV,nîn,չէ
753,nicht::ADV,tine,չէ
