,Concept_ID,fi,de
451,Decke::N,peite,Decke
452,Kissen::N,tyyny,Kissen
453,Kissen::N,pielus,Kissen
454,Tuch::N,huivi,Tuch
455,Handtuch::N,pyyheliina,Handtuch
456,Kraft::N,väki,Kraft
457,Kraft::N,voima,Kraft
458,Stärke::N,vahvuus,Stärke
459,Gesundheit::N,terveys,Gesundheit
460,Krankheit::N,tauti,Krankheit
461,Krankheit::N,sairaus,Krankheit
462,Schmerz::N,kipu,Schmerz
463,Schmerz::N,särky,Schmerz
464,Wunde::N,haava,Wunde
465,Fieber::N,kuume,Fieber
466,Arznei::N,lääke,Arznei
467,Brücke::N,silta,Brücke
468,Brunnen::N,kaivo,Brunnen
469,Weide::N,laidun,Weide
470,Pfad::N,polku,Pfad
471,Weg::N,tie,Weg
472,Straße::N,katu,Straße
473,Dorf::N,kylä,Dorf
474,Stadt::N,kaupunki,Stadt
475,Brief::N,kirje,Brief
476,Buch::N,kirja,Buch
477,Buchstabe::N,kirjain,Buchstabe
478,Zeitung::N,lehti,Zeitung
479,Zeitung::N,sanomalehti,Zeitung
480,Leben::N,elo,Leben
481,Leben::N,elämä,Leben
482,Tod::N,kuolema,Tod
483,Grab::N,hauta,Grab
484,Kirche::N,kirkko,Kirche
485,Sünde::N,synti,Sünde
486,Gott::N,jumala,Gott
487,Arbeiter::N,työläinen,Arbeiter
488,Chef::N,päällikkö,Chef
489,Meister::N,mestari,Meister
490,Arzt::N,lääkäri,Arzt
491,Lehrer::N,opettaja,Lehrer
492,Geld::N,raha,Geld
493,Geschäft::N,liike,Geschäft
494,Laden::N,puoti,Laden
495,Laden::N,kauppa,Laden
496,Preis::N,hinta,Preis
497,Ware::N,tavara,Ware
498,Nutzen::N,hyöty,Nutzen
499,Reichtum::N,rikkaus,Reichtum
500,Welt::N,maailma,Welt
501,Land::N,maa,Land
502,Staat::N,valtio,Staat
503,König::N,kuningas,König
504,Macht::N,mahti,Macht
505,Grenze::N,raja,Grenze
506,Krieg::N,sota,Krieg
507,Feind::N,vihollinen,Feind
508,Gewalt::N,väkivalta,Gewalt
509,Kampf::N,taistelu,Kampf
510,Bogen[Waffe]::N,jousi,Bogen
511,Pfeil::N,nuoli,Pfeil
512,Gewehr::N,kivääri,Gewehr
513,Fehler::N,vika,Fehler
514,Fehler::N,virhe,Fehler
515,Lüge::N,valhe,Lüge
516,Schaden::N,vaurio,Schaden
517,Schaden::N,vahinko,Schaden
518,Unglück::N,vahinko,Unglück
519,Unglück::N,onnettomuus,Unglück
520,Schuld::N,syy,Schuld
521,Alter::N,ikä,Alter
522,Schluss::N,loppu,Schluss
523,Zeit::N,aika,Zeit
524,Tag::N,päivä,Tag
525,Morgen::N,aamu,Morgen
526,Morgen::N,huomen,Morgen
527,Mittag::N,keskipäivä,Mittag
528,Abend::N,ilta,Abend
529,Nacht::N,yö,Nacht
530,Woche::N,viikko,Woche
531,Monat::N,kuukausi,Monat
532,Jahr::N,vuosi,Jahr
533,Frühling::N,kevät,Frühling
534,Sommer::N,kesä,Sommer
535,Herbst::N,syksy,Herbst
536,Winter::N,talvi,Winter
537,Januar::N,tammikuu,Januar
538,Februar::N,helmikuu,Februar
539,März::N,maaliskuu,März
540,April::N,huhtikuu,April
541,Mai::N,toukokuu,Mai
542,Juni::N,kesäkuu,Juni
543,Juli::N,heinäkuu,Juli
544,August::N,elokuu,August
545,September::N,syyskuu,September
546,Oktober::N,lokakuu,Oktober
547,November::N,marraskuu,November
548,Dezember::N,joulukuu,Dezember
549,Montag::N,maanantai,Montag
550,Dienstag::N,tiistai,Dienstag
551,Mittwoch::N,keskiviikko,Mittwoch
552,Donnerstag::N,torstai,Donnerstag
553,Freitag::N,perjantai,Freitag
554,Samstag::N,lauantai,Samstag
555,Sonntag::N,sunnuntai,Sonntag
556,groß::A,iso,groß
557,groß::A,suuri,groß
558,klein::A,pieni,klein
559,lang::A,pitkä,lang
560,kurz::A,lyhyt,kurz
561,breit::A,leveä,breit
562,schmal::A,kapea,schmal
563,dicht::A,taaja,dicht
564,dick[Gegenstand]::A,paksu,dick
565,dünn::A,ohut,dünn
566,fein::A,hieno,fein
567,fest::A,luja,fest
568,flach::A,litteä,flach
569,flach::A,tasainen,flach
570,glatt::A,sileä,glatt
571,glatt::A,siloinen,glatt
572,hart::A,kova,hart
573,weich::A,pehmeä,weich
574,rund::A,pyöreä,rund
575,spitz::A,terävä,spitz
576,scharf::A,terävä,scharf
577,stumpf::A,tylsä,stumpf
578,schwer::A,raskas,schwer
579,schwer::A,painava,schwer
580,schön::A,kaunis,schön
581,heiß::A,kuuma,heiß
582,warm::A,lämmin,warm
583,kalt::A,kylmä,kalt
584,kalt::A,viluinen,kalt
585,kühl::A,viileä,kühl
586,frisch::A,tuore,frisch
587,feucht::A,kostea,feucht
588,nass::A,märkä,nass
589,trocken::A,kuiva,trocken
590,voll::A,täysi,voll
591,leer::A,tyhjä,leer
592,offen::A,avonainen,offen
593,geschlossen::A,suljettu,geschlossen
594,sauber::A,puhdas,sauber
595,schmutzig::A,likainen,schmutzig
596,roh::A,raaka,roh
597,reif::A,kypsä,reif
598,lecker::A,herkullinen,lecker
599,süß::A,makea,süß
600,bitter::A,karvas,bitter
601,bitter::A,kitkerä,bitter
602,sauer::A,hapan,sauer
603,hell::A,kirkas,hell
604,hell::A,valoisa,hell
605,dunkel::A,pimeä,dunkel
606,schwarz::A,musta,schwarz
607,weiß::A,valkea,weiß
608,rot::A,punainen,rot
609,gelb::A,keltainen,gelb
610,blau::A,sininen,blau
611,grün::A,vihreä,grün
612,grau::A,harmaa,grau
613,bunt::A,kirjava,bunt
614,billig::A,halpa,billig
615,billig::A,huokea,billig
616,teuer::A,kallis,teuer
617,wertvoll::A,arvokas,wertvoll
618,blind::A,sokea,blind
619,taub::A,kuuro,taub
620,kräftig::A,väkevä,kräftig
621,kräftig::A,voimakas,kräftig
622,stark::A,vahva,stark
623,schwach::A,heikko,schwach
624,fett::A,lihava,fett
625,schlank::A,hoikka,schlank
626,schlank::A,solakka,schlank
627,hübsch::A,soma,hübsch
628,hübsch::A,sievä,hübsch
629,böse::A,paha,böse
630,böse::A,häijy,böse
631,dumm::A,tyhmä,dumm
632,dumm::A,typerä,dumm
633,faul::A,laiska,faul
634,fleißig::A,ahkera,fleißig
635,geizig::A,saita,geizig
636,klug::A,älykäs,klug
637,geschickt::A,taitava,geschickt
638,lieb::A,rakas,lieb
639,lustig::A,hauska,lustig
640,lustig::A,iloinen,lustig
641,sanft::A,lauha,sanft
642,sanft::A,lempeä,sanft
643,hungrig::A,nälkäinen,hungrig
644,krank::A,sairas,krank
645,nackt::A,alaston,nackt
646,traurig::A,surullinen,traurig
647,traurig::A,murheellinen,traurig
648,lebendig::A,elävä,lebendig
649,gut::A,hyvä,gut
650,schlecht::A,paha,schlecht
651,schlecht::A,huono,schlecht
652,richtig::A,oikea,richtig
653,schlimm::A,paha,schlimm
654,wahr::A,tosi,wahr
655,alt::A,vanha,alt
656,neu::A,uusi,neu
657,ehemalig::A,entinen,ehemalig
658,ehemalig::A,muinainen,ehemalig
659,alt[Lebewesen]::A,vanha,alt
660,jung::A,nuori,jung
661,arm::A,köyhä,arm
662,reich::A,rikas,reich
663,bekannt::A,tuttu,bekannt
664,bekannt::A,tunnettu,bekannt
665,berühmt::A,kuuluisa,berühmt
666,fremd::A,vieras,fremd
667,verschieden::A,eri,verschieden
668,verschieden::A,erilainen,verschieden
669,nah::A,läheinen,nah
670,fern::A,etäinen,fern
671,linker::A,vasen,linker
672,rechter::A,oikea,rechter
673,anderer::A,muu,anderer
674,anderer::A,toinen,anderer
675,erster::A,ensimmäinen,erster
676,zweiter::A,toinen,zweiter
677,dritter::A,kolmas,dritter
678,letzter::A,viimeinen,letzter
679,allein::ADV,yksin,allein
680,auf einmal::ADV,yhdellä kertaa,auf einmal
681,zusammen::ADV,yhdessä,zusammen
682,lange::ADV,kauan,lange
683,lange::ADV,pitkään,lange
684,plötzlich::ADV,äkkiä,plötzlich
685,sofort::ADV,heti,sofort
686,später::ADV,myöhemmin,später
687,jetzt::ADV,nyt,jetzt
688,heute::ADV,tänään,heute
689,morgen::ADV,huomenna,morgen
690,bald::ADV,pian,bald
691,dann::ADV,sitten,dann
692,gestern::ADV,eilen,gestern
693,einst::ADV,aikanaan,einst
694,damals::ADV,silloin,damals
695,damals::ADV,siihen aikaan,damals
696,danach::ADV,sen jälkeen,danach
697,vorher::ADV,ennen,vorher
698,zuerst::ADV,ensin,zuerst
699,zuerst::ADV,ensiksi,zuerst
700,einmal::ADV,kerran,einmal
701,manchmal::ADV,joskus,manchmal
702,oft::ADV,usein,oft
703,immer::ADV,aina,immer
704,niemals::ADV,ei koskaan,niemals
705,hier::ADV,tässä,hier
706,hier::ADV,täällä,hier
707,hierhin::ADV,tähän,hierhin
708,von hier::ADV,tästä,von hier
709,von hier::ADV,täältä,von hier
710,dort::ADV,siinä,dort
711,dort::ADV,siellä,dort
712,dorthin::ADV,sinne,dorthin
713,dorthin::ADV,tuonne,dorthin
714,geradeaus::ADV,suoraan,geradeaus
715,vorwärts::ADV,eteenpäin,vorwärts
716,rückwärts::ADV,taaksepäin,rückwärts
717,zurück::ADV,takaisin,zurück
718,unten::ADV,alhaalla,unten
719,hinab::ADV,alas,hinab
720,oben::ADV,ylhäällä,oben
721,hinauf::ADV,ylös,hinauf
722,überall::ADV,kaikkialla,überall
723,nicht::ADV,ei,nicht
724,ein wenig::ADV,vähän,ein wenig
725,kaum::ADV,tuskin,kaum
726,sehr::ADV,kovin,sehr
727,sehr::ADV,oikein,sehr
728,so::ADV,näin,so
729,noch::ADV,vielä,noch
730,nur::ADV,vain,nur
731,nur::ADV,ainoastaan,nur
732,schon::ADV,jo,schon
733,wieder::ADV,taas,wieder
734,wieder::ADV,jälleen,wieder
735,vergebens::ADV,turhaan,vergebens
736,vor::PRP,edessä,vor
737,hinter::PRP,takana,hinter
738,unter::PRP,alla,unter
739,durch::PRP,läpi,durch
740,durch::PRP,kautta,durch
741,neben::PRP,vieressä,neben
742,zwischen::PRP,välillä,zwischen
743,wegen::PRP,takia,wegen
744,wegen::PRP,vuoksi,wegen
745,dies::PRN,tämä,dies
746,das::PRN,se,das
747,alles::PRN,kaikki,alles
748,ich::PRN,minä,ich
749,du::PRN,sinä,du
750,er::PRN,hän,er
751,wir::PRN,me,wir
752,ihr::PRN,te,ihr
753,sie::PRN,he,sie
754,was::FPRN,mikä,was
755,wer::FPRN,ken,wer
756,wer::FPRN,kuka,wer
757,wo::FADV,missä,wo
758,wohin::FADV,mihin,wohin
759,wie::FADV,miten,wie
760,wie::FADV,kuinka,wie
761,warum::FADV,miksi,warum
762,wieviel::FNUM,paljonko,wieviel
763,wieviel::FNUM,kuinka paljon,wieviel
764,eins::NUM,yksi,eins
765,zwei::NUM,kaksi,zwei
766,drei::NUM,kolme,drei
767,vier::NUM,neljä,vier
768,fünf::NUM,viisi,fünf
769,sechs::NUM,kuusi,sechs
770,sieben::NUM,seitsemän,sieben
771,acht::NUM,kahdeksan,acht
772,neun::NUM,yhdeksän,neun
773,zehn::NUM,kymmenen,zehn
774,elf::NUM,yksitoista,elf
775,zwölf::NUM,kaksitoista,zwölf
776,zwanzig::NUM,kaksikymmentä,zwanzig
777,dreißig::NUM,kolmekymmentä,dreißig
778,vierzig::NUM,neljäkymmentä,vierzig
779,fünfzig::NUM,viisikymmentä,fünfzig
780,sechzig::NUM,kuusikymmentä,sechzig
781,siebzig::NUM,seitsemänkymmentä,siebzig
782,achtzig::NUM,kahdeksankymmentä,achtzig
783,neunzig::NUM,yhdeksänkymmentä,neunzig
784,hundert::NUM,sata,hundert
785,tausend::NUM,tuhat,tausend
786,und::CNJ,ja,und
787,oder::CNJ,tai,oder
788,stehen::V,seisoa,stehen
789,sitzen::V,istua,sitzen
