,Concept_ID,cy,ru
818,strömen::V,ffrydio,литься
819,fließen::V,llifo,течь
820,sich drehen::V,troi,вращаться
821,sich drehen::V,cylchdroi,вращаться
822,schwanken::V,siglo,колебаться
823,schwingen::V,siglo,качаться
824,fallen::V,cwympo,падать
825,brennen::V,llosgi,гореть
826,rauchen::V,mygu,дымить
827,regnen::V,glawio,дождить
828,gefrieren::V,rhewi,замерзнуть
829,tauen::V,toddi,таять
830,tauen::V,meirioli,таять
831,schmelzen::V,toddi,плавиться
832,trocknen::V,sychu,сохнуть
833,sieden::V,berwi,кипеть
834,faulen::V,pydru,гнить
835,faulen::V,braenu,гнить
836,verfaulen::V,pydru,сгнить
837,verfaulen::V,dadfeilio,сгнить
838,reißen::V,clecian,рваться
839,reißen::V,torri'n glats,рваться
840,versinken::V,suddo,тонуть
841,vergehen::V,myned heibio,проходить
842,vergehen::V,pasio,проходить
843,erscheinen::V,ymddangos,появиться
844,verschwinden::V,diflannu,исчезнуть
845,sinken::V,syrthio,спадать
846,abnehmen::V,lleihau,уменьшиться
847,zunehmen::V,cynyddu,увеличиваться
848,steigen::V,codi,подниматься
849,wachsen::V,tyfu,расти
850,glänzen::V,disgleirio,блестеть
851,funkeln::V,pefrio,сверкать
852,lärmen::V,cadw sŵn,шуметь
853,lärmen::V,gwneud twrw,шуметь
854,läuten::V,canu,звонить
855,klingeln::V,canu,звонить
856,klingeln::V,seinio,звонить
857,klirren::V,tincian,звякать
858,brausen::V,rhuo,бушевать
859,rauschen::V,siffrwd,шелестеть
860,rauschen::V,chwithrwd,шелестеть
861,klingen::V,seinio,звучать
862,bellen::V,cyfarth,лаять
863,heulen::V,udo,выть
864,heulen::V,oernadu,выть
865,blasen::V,chwythu,дунуть
866,pfeifen::V,chwibanu,свистеть
867,schreien::V,gweiddi,кричать
868,schreien::V,bloeddio,кричать
869,stöhnen::V,griddfan,стонать
870,zittern::V,crynu,дрожать
871,leben::V,byw,жить
872,geboren werden::V,cael eich geni,родиться
873,atmen::V,anadlu,дышать
874,trinken::V,yfed,пить
875,essen::V,bwyta,есть
876,essen::V,bwyta,кушать
877,schlucken::V,llyncu,глотать
878,müde werden::V,blino,устать
879,einschlafen::V,mynd i gysgu,заснуть
880,einschlafen::V,syrthio i gysgu,заснуть
881,schlafen::V,huno,спать
882,schlafen::V,cysgu,спать
883,aufwachen::V,dihuno,проснуться
884,aufstehen::V,codi,встать
885,sich erholen::V,ymlacio,отдыхать
886,sich erholen::V,dadflino,отдыхать
887,krank werden::V,mynd yn sâl,заболеть
888,krank werden::V,mynd yn wael,заболеть
889,krank sein::V,gwaelu,болеть
890,schmerzen::V,brifo,болеть
891,husten::V,pesychu,кашлять
892,genesen::V,gwella,поправиться
893,genesen::V,cael yn ôl,поправиться
894,sterben::V,marw,умереть
895,umkommen::V,trengi,погибнуть
896,sich bewegen::V,symud,двигаться
897,sich rühren::V,syflyd,шевельнуться
898,sich erheben::V,codi,встать
899,sich setzen::V,eistedd,сесть
900,hinfallen::V,cwympo,упасть
901,laufen::V,cerdded,ходить
902,schreiten::V,camu,шагать
903,spazierengehen::V,mynd am dro,гулять
904,eilen::V,rhuthro,спешить
905,sich beeilen::V,brysio,торопиться
906,sausen::V,rhuthro,мчаться
907,rennen::V,rhedeg,бегать
908,springen::V,llamu,прыгать
909,springen::V,neidio,прыгать
910,klettern::V,dringo,лазать
911,schaukeln::V,siglo,раскачиваться
912,kriechen::V,cropian,ползать
913,schwimmen::V,nofio,плавать
914,tauchen::V,plymio,нырять
915,tauchen::V,ymsuddo,нырять
916,rudern::V,rhwyfo,грести
917,fahren::V,gyrru,ехать
918,fahren::V,dreifio,ехать
919,fliegen::V,hedfan,летать
920,gehen::V,mynd,идти
921,weggehen::V,mynd,уйти
922,weggehen::V,ymadael,уйти
923,abfahren::V,ymadael,отправиться
924,anhalten::V,stopio,остановиться
925,hineingehen::V,mynd i mewn,входить
926,eintreten::V,mynd i,войти
927,kommen::V,dod,прийти
928,ankommen::V,cyrraedd,прибыть
929,zurückkommen::V,dychwelyd,возвратиться
930,bleiben::V,aros,остаться
931,bleiben::V,sefyll,остаться
932,warten::V,aros,ждать
933,warten::V,disgwyl,ждать
934,erwarten::V,disgwyl,ожидать
935,suchen::V,chwilio am,искать
936,finden::V,darganfod,найти
937,versuchen::V,profi,пытаться
938,versuchen::V,ceisio,пытаться
939,vorbereiten::V,paratoi,подготовить
940,lieben::V,caru,любить
941,mögen::V,hoffi,любить
942,lachen::V,chwerthin,смеяться
943,rühren::V,cynhyrfu,растрогать
944,weinen::V,wylo,плакать
945,weinen::V,llefain,плакать
946,schimpfen::V,grwgnach,ругаться
947,sich ärgern::V,gofidio,сердиться
948,sich fürchten::V,ofni,бояться
949,fürchten::V,arswydo,бояться
950,fliehen::V,ffoi,убегать
951,flüchten::V,dianc,убежать
952,sehen::V,gweld,видеть
953,anschauen::V,syllu,посмотреть
954,anschauen::V,edrych,посмотреть
955,ansehen::V,gwylio,смотреть
956,hören::V,clywed,слышать
957,zuhören::V,gwrando,слушать
958,probieren::V,profi,пробовать
959,riechen::V,arogli,нюхать
960,fühlen::V,teimlo,чувствовать
961,fühlen::V,clywed,чувствовать
962,scheinen::V,ymddangos,казаться
963,zu sehen sein::V,dod i'r golwg,виднеться
964,vernehmen::V,clywed sôn am,услышать
965,frieren::V,bod yn oer,мерзнуть
966,tun::V,gwneud,делать
967,können::V,gallu,мочь
968,können::V,gallu,уметь
969,wollen::V,bod mewn angen,хотеть
970,anfangen::V,dechrau,начать
971,beenden::V,darfod,закончить
972,beenden::V,gorffen,закончить
973,aufhören::V,peidio,перестать
974,gelingen::V,llwyddo,удаться
975,geraten::V,diweddu,оказаться
976,öffnen::V,agor,открыть
977,schließen::V,cau,закрыть
978,stellen::V,gosod,поставить
979,setzen::V,gosod,посадить
980,legen::V,gosod,класть
981,berühren::V,cyffwrdd,трогать
982,verbinden::V,cysylltu,связать
983,bedecken::V,gorchuddio,покрыть
984,aufhängen::V,crogi,повесить
985,aufhängen::V,hongian,повесить
986,anzünden::V,cynnau,зажечь
987,aufheben::V,codi,поднять
988,zurücklassen::V,gadael,оставить
989,verlieren::V,colli,потерять
990,fallen lassen::V,gollwng,уронить
991,machen::V,gwneud,сделать
992,herstellen::V,cynhyrchu,изготовить
993,bauen::V,adeiladu,строить
994,reparieren::V,trwsio,чинить
995,reparieren::V,atgyweirio,чинить
996,verbessern::V,diwygio,улучшить
997,ändern::V,altro,изменить
998,graben::V,palu,копать
999,graben::V,cloddio,копать
1000,beugen::V,plygu,согнуть
1001,biegen::V,plygu,погнуть
1002,drehen::V,troelli,вертеть
1003,wenden::V,troi,повернуть
1004,umdrehen::V,troi,перевернуть
1005,heben::V,codi,поднимать
1006,hochheben::V,dyrchafu,поднять
1007,ergreifen::V,gafael,схватить
1008,halten::V,dal,держать
1009,drücken::V,pwyso,нажимать
1010,drücken::V,gwasgu,нажимать
1011,schieben::V,gwthio,толкать
1012,kratzen::V,crafu,скрести
1013,lecken::V,llyfu,лизать
1014,beißen::V,cnoi,кусать
1015,beißen::V,brathu,кусать
1016,abreißen::V,tynnu ymaith,оторвать
1017,abschneiden::V,torri,отрезать
1018,binden::V,clymu,вязать
1019,stecken::V,plannu,воткнуть
1020,brechen::V,torri,сломать
1021,klopfen::V,taro,стучать
1022,hauen::V,taro,бить
1023,kleben::V,gludio,клеить
1024,reiben::V,rhwbio,тереть
1025,streichen::V,taenu,намазать
1026,schleifen::V,hogi,точить
1027,schneiden::V,torri,резать
1028,rütteln::V,ysgytio,шатать
1029,schütteln::V,siglo,трясти
1030,schütteln::V,ysgwyd,трясти
1031,schwenken::V,siglo,махать
1032,schütten::V,tywallt,налить
1033,füllen::V,llenwi,наполнить
1034,einwickeln::V,lapio,завернуть
1035,tragen::V,cludo,нести
1036,schleppen::V,llusgo,тащить
1037,ziehen::V,tynnu,тянуть
1038,aufbewahren::V,cadw,хранить
1039,werfen::V,taflu,бросать
1040,fangen::V,dal,ловить
1041,packen::V,cipio,схватить
1042,packen::V,crafangu,схватить
1043,verstecken::V,celu,спрятать
1044,verstecken::V,cuddio,спрятать
1045,teilen::V,rhannu,разделить
1046,schicken::V,anfon,посылать
1047,bringen::V,dod â,принести
1048,hinzufügen::V,chwanegu,добавить
1049,bekommen::V,cael,достать
1050,erhalten::V,derbyn,получить
1051,nehmen::V,cymryd,взять
1052,wählen::V,dewis,выбрать
1053,auswählen::V,dethol,отобрать
1054,bewahren::V,cadw,сохранить
1055,behindern::V,atal,препятствовать
1056,behindern::V,rhwystro,препятствовать
1057,verderben::V,difetha,испортить
1058,beschädigen::V,niweidio,повредить
1059,zerbrechen::V,torri,разбить
1060,zerreißen::V,rhwygo,разорвать
1061,zerstören::V,dinistrio,разрушить
1062,verbrennen::V,llosgi,сжечь
1063,geben::V,rhoi,дать
1064,reichen::V,estyn,передать
1065,schenken::V,rhoddi,дарить
1066,versprechen::V,addo,обещать
1067,wünschen::V,dymuno,желать
1068,loben::V,canmol,хвалить
1069,küssen::V,cusanu,целовать
1070,wiegen::V,siglo,качать
1071,zudecken::V,gorchuddio,накрыть
1072,wecken::V,deffro,разбудить
1073,zeigen::V,dangos,показать
1074,führen::V,arwain,вести
1075,lehren::V,dysgu,учить
1076,unterrichten::V,hyfforddi,преподавать
1077,aufziehen::V,dod i fyny,воспитать
1078,leiten::V,arwain,руководить
1079,antreiben::V,annog,подгонять
1080,lassen::V,gadael,заставить
1081,einladen::V,gwahodd,пригласить
1082,vereinigen::V,uno,объединить
1083,vereinigen::V,cyfuno,объединить
1084,besuchen::V,ymweld â,посетить
1085,treffen::V,cwrdd,встретить
1086,treffen::V,cyfarfod,встретить
1087,sich versammeln::V,casglu,собраться
1088,sich versammeln::V,cynnull,собраться
1089,spielen::V,chwarae,играть
1090,singen::V,canu,петь
1091,tanzen::V,dawnsio,плясать
1092,tanzen::V,dawnsio,танцевать
1093,sich trennen::V,ymwahanu,расстаться
1094,verlassen::V,gadael,покинуть
1095,retten::V,achub,спасти
1096,bewachen::V,gwarchod,охранять
1097,schützen::V,noddi,уберегать
1098,verteidigen::V,amddiffyn,защитить
1099,sich schlagen::V,ffraeo,драться
1100,sich schlagen::V,terfysgu,драться
1101,schießen::V,saethu,стрелять
1102,siegen::V,ennill,победить
1103,ärgern::V,cythruddo,сердить
1104,schlagen::V,curo,ударить
1105,treten::V,cicio,пинать
1106,stechen::V,pigo,уколоть
1107,stoßen::V,gwthio,толкнуть
1108,stehlen::V,dwyn,украсть
1109,stehlen::V,lladrata,украсть
1110,stören::V,aflonyddu,помешать
1111,belästigen::V,trafferthu,надоедать
1112,verbergen::V,cuddio,скрыть
1113,täuschen::V,twyllo,обмануть
1114,betrügen::V,hocedu,смошенничать
1115,töten::V,lladd,убить
1116,wohnen::V,byw,проживать
1117,arbeiten::V,gweithio,работать
1118,sammeln::V,casglu,собрать
1119,pflücken::V,casglu,рвать
1120,pflücken::V,casglu,срывать
1121,jagen::V,hela,охотиться
1122,fischen::V,pysgota,рыбачить
1123,fassen::V,dal,поймать
1124,hüten::V,bugeilio,пасти
1125,treiben::V,gyrru,гнать
1126,anbinden::V,clymu,привязать
1127,füttern::V,porthi,кормить
1128,melken::V,godro,доить
1129,hacken::V,torri,рубить
1130,gießen::V,dyfrhau,полить
1131,reifen::V,aeddfedu,созреть
1132,zubereiten::V,coginio,приготовить
1133,kochen::V,berwi,варить
1134,backen::V,pobi,печь
1135,backen::V,crasu,печь
1136,braten::V,ffrio,жарить
1137,umrühren::V,cyffroi,перемешать
1138,stricken::V,gwau,вязать
1139,nähen::V,gwnïo,шить
1140,färben::V,lliwio,покрасить
1141,reinigen::V,glanhau,очистить
1142,waschen::V,golchi,стирать
1143,abwischen::V,sychu,вытереть
1144,spülen::V,streulio,полоскать
1145,fegen::V,ysgubo,подметать
1146,kehren::V,ysgubo,мести
1147,baden::V,cael bath,купаться
1148,sich waschen::V,ymolchi,мыться
1149,ausziehen::V,tynnu,снять
1150,anziehen::V,gwisgo,надеть
1151,sich anziehen::V,ymwisgo,одеться
1152,kämmen::V,cribo,причесать
1153,schmücken::V,harddu,украсить
1154,schmücken::V,addurno,украсить
1155,sagen::V,dweud,сказать
1156,sprechen::V,llefaru,говорить
1157,reden::V,siarad,разговаривать
1158,sich unterhalten::V,sgwrsio,беседовать
1159,fragen::V,gofyn,спросить
1160,bitten::V,gofyn am,просить
1161,erzählen::V,dweud,рассказать
1162,mitteilen::V,cyfleu,сообщить
1163,nennen::V,enwi,назвать
1164,rufen::V,galw,звать
1165,prahlen::V,brolio,хвастаться
1166,prahlen::V,ymffrostio,хвастаться
1167,übersetzen::V,cyfieithu,перевести
1168,denken::V,meddwl,думать
1169,glauben::V,credu,верить
1170,glauben::V,coelio,верить
1171,bemerken::V,sylwi,заметить
1172,erkennen::V,adnabod,узнать
1173,begreifen::V,amgyffred,понять
1174,begreifen::V,amgyffred,постичь
1175,verstehen::V,deall,услышать
1176,lernen::V,dysgu,учиться
1177,wissen::V,gwybod,знать
1178,sich erinnern an::V,cofio,вспомнить
1179,vergessen::V,anghofio,забыть
1180,messen::V,mesur,мерить
1181,zählen::V,cyfrif,считать
1182,rechnen::V,cyfrifo,считать
1183,lesen::V,darllen,читать
1184,malen::V,peintio,рисовать
1185,zeichnen::V,tynnu,рисовать
1186,schreiben::V,ysgrifennu,писать
1187,besitzen::V,meddu,иметь
1188,kaufen::V,prynu,купить
1189,verkaufen::V,gwerthu,продать
1190,bezahlen::V,talu am,заплатить
1191,zahlen::V,talu,платить
1192,beherrschen::V,rheoli,владеть
1193,beherrschen::V,llywodraethu,владеть
1194,ertragen::V,dioddef,вытерпеть
