,Concept_ID,pl,uk
826,schwingen::V,wahać się,хитатися
827,schwingen::V,wahać się,гойдатися
828,fallen::V,padać,падати
829,brennen::V,palić się,горіти
830,rauchen::V,dymić,диміти
831,rauchen::V,dymić się,диміти
832,regnen::V,padać,дощити
833,gefrieren::V,zamarznąć,змерзнути
834,tauen::V,tajać,танути
835,schmelzen::V,topnieć,плавитися
836,trocknen::V,schnąć,сохнути
837,sieden::V,wrzeć,кипіти
838,sieden::V,kipieć,кипіти
839,faulen::V,gnić,гнити
840,verfaulen::V,zgnić,згнити
841,reißen::V,urywać się,рватися
842,versinken::V,tonąć,тонути
843,vergehen::V,przechodzić,проходити
844,erscheinen::V,zjawiać się,з’явитися
845,verschwinden::V,zniknąć,щезнути
846,verschwinden::V,zniknąć,зникнути
847,sinken::V,spadać,спадати
848,abnehmen::V,spadać,поменшитися
849,zunehmen::V,wzrosnąć,збільшуватися
850,steigen::V,wzrastać,підніматися
851,wachsen::V,rosnąć,рости
852,glänzen::V,błyszczeć,блищати
853,funkeln::V,zabłyszczeć,блискати
854,lärmen::V,hałasować,шуміти
855,läuten::V,dzwonić,дзвонити
856,klingeln::V,dzwonić,дзвонити
857,klirren::V,brzęczeć,дзвякати
858,brausen::V,huczeć,бушувати
859,rauschen::V,szumieć,шелестіти
860,rauschen::V,szeleścić,шелестіти
861,klingen::V,brzmieć,лунати
862,klingen::V,brzmieć,звучати
863,klingen::V,dźwięczeć,лунати
864,klingen::V,dźwięczeć,звучати
865,bellen::V,szczekać,гавкати
866,heulen::V,wyć,вити
867,blasen::V,dmuchnąć,дунути
868,pfeifen::V,gwizdać,свистіти
869,schreien::V,krzyczeć,кричати
870,stöhnen::V,stękać,стогнати
871,zittern::V,drżeć,тремтіти
872,leben::V,żyć,жити
873,geboren werden::V,urodzić się,народитися
874,atmen::V,oddychać,дихати
875,trinken::V,pić,пити
876,essen::V,jeść,їсти
877,schlucken::V,połknąć,ковтати
878,müde werden::V,zmęczyć się,втомитися
879,einschlafen::V,zasnąć,заснути
880,schlafen::V,spać,спати
881,aufwachen::V,obudzić się,прокинутися
882,aufstehen::V,wstać,встати
883,sich erholen::V,wypoczywać,відпочивати
884,krank werden::V,zachorować,захворіти
885,krank sein::V,chorować,хворіти
886,schmerzen::V,boleć,боліти
887,husten::V,kaszlać,кашляти
888,genesen::V,wyzdrowieć,одужати
889,genesen::V,wyzdrowieć,видужати
890,sterben::V,umrzeć,померти
891,umkommen::V,zginąć,згинути
892,sich bewegen::V,poruszać się,рухатися
893,sich rühren::V,ruszyć się,ворушитися
894,sich erheben::V,podnieść się,встати
895,sich setzen::V,usiąść,сісти
896,hinfallen::V,upaść,упасти
897,laufen::V,chodzić,ходити
898,schreiten::V,kroczyć,крокувати
899,spazierengehen::V,iść na spacer,гуляти
900,eilen::V,pospieszać,спішити
901,sich beeilen::V,pospieszyć się,поспішати
902,sausen::V,pędzić,мчатися
903,rennen::V,biec,бігати
904,rennen::V,biegać,бігати
905,springen::V,skakać,скакати
906,springen::V,skakać,стрибати
907,klettern::V,wspinać się,лазити
908,schaukeln::V,huśtać,гойдатися
909,schaukeln::V,kołysać,гойдатися
910,kriechen::V,pełzać,повзати
911,kriechen::V,czołgać się,повзати
912,schwimmen::V,pływać,пливти
913,schwimmen::V,pływać,плавати
914,tauchen::V,zanurzać się,пірнати
915,rudern::V,wiosłować,гребти
916,rudern::V,wiosłować,веслувати
917,fahren::V,jechać,їхати
918,fliegen::V,latać,літати
919,fliegen::V,lecieć,літати
920,gehen::V,iść,іти
921,weggehen::V,odejść,піти
922,abfahren::V,odjechać,від’їхати
923,abfahren::V,odjechać,відправитися
924,anhalten::V,zatrzymać się,зупинитися
925,hineingehen::V,wchodzić,входити
926,eintreten::V,wejść,увійти
927,eintreten::V,nastąpić,увійти
928,kommen::V,przyjść,прийти
929,ankommen::V,przybyć,прибути
930,zurückkommen::V,wrócić,повернутися
931,bleiben::V,zostać,залишитися
932,warten::V,czekać,чекати
933,erwarten::V,oczekiwać,чекати
934,suchen::V,szukać,шукати
935,finden::V,znaleźć,знайти
936,versuchen::V,próbować,випробовувати
937,vorbereiten::V,przygotować,підготувати
938,lieben::V,kochać,любити
939,mögen::V,lubić,любити
940,mögen::V,lubić,подобатися
941,lachen::V,śmiać się,сміятися
942,rühren::V,wzruszyć,розчулити
943,weinen::V,płakać,плакати
944,schimpfen::V,kląć,лаятися
945,sich ärgern::V,gniewać się,сердитися
946,sich fürchten::V,bać się,боятися
947,fürchten::V,bać się,боятися
948,fliehen::V,uciekać,тікати
949,flüchten::V,uciec,утекти
950,sehen::V,widzieć,бачити
951,sehen::V,zobaczyć,бачити
952,anschauen::V,oglądać,поглянути
953,ansehen::V,popatrzeć na,дивитися на
954,hören::V,słyszeć,чути
955,zuhören::V,słuchać,слухати
956,probieren::V,kosztować,покуштувати
957,riechen::V,wąchać,нюхати
958,fühlen::V,czuć,відчувати
959,fühlen::V,odczuwać,відчувати
960,scheinen::V,wydawać się,здаватися
961,zu sehen sein::V,widnieć,виднітися
962,vernehmen::V,usłyszeć,почути
963,frieren::V,marznąć,мерзнути
964,tun::V,czynić,робити
965,können::V,móc,могти
966,können::V,umieć,могти
967,wollen::V,chcieć,хотіти
968,anfangen::V,zacząć,почати
969,beenden::V,zakończyć,закінчити
970,aufhören::V,przestać,перестати
971,gelingen::V,udać się,вдатися
972,geraten::V,udać się,опинитися
973,öffnen::V,otworzyć,відкрити
974,schließen::V,zamknąć,закрити
975,stellen::V,postawić,поставити
976,setzen::V,posadzić,посадити
977,legen::V,kłaść,класти
978,berühren::V,dotykać,чіпати
979,verbinden::V,łączyć,зв’язати
980,bedecken::V,przykryć,покрити
981,aufhängen::V,powiesić,повісити
982,anzünden::V,zapalić,запалити
983,aufheben::V,podnieść,підняти
984,zurücklassen::V,zostawić,залишити
985,verlieren::V,zgubić,загубити
986,fallen lassen::V,upuścić,упустити
987,machen::V,zrobić,зробити
988,herstellen::V,wytworzyć,виготовити
989,bauen::V,budować,будувати
990,reparieren::V,naprawiać,лагодити
991,verbessern::V,ulepszyć,поліпшити
992,ändern::V,zmienić,змінити
993,graben::V,kopać,копати
994,beugen::V,zagiąć,зігнути
995,biegen::V,zgiąć,погнути
996,drehen::V,obracać,вертіти
997,wenden::V,obrocić,повернути
998,umdrehen::V,obrocić,перевернути
999,heben::V,podnosić,піднімати
1000,hochheben::V,podnieść,підняти
1001,ergreifen::V,chwycić,схопити
1002,halten::V,trzymać,тримати
1003,drücken::V,naciskać,натискати
1004,schieben::V,pchać,пхати
1005,schieben::V,pchać,штовхати
1006,schieben::V,posuwać,пхати
1007,schieben::V,posuwać,штовхати
1008,kratzen::V,drapać,шкребти
1009,lecken::V,lizać,лизати
1010,beißen::V,kąsać,кусати
1011,abreißen::V,oderwać,відірвати
1012,abschneiden::V,odciąć,відрізати
1013,binden::V,wiązać,в’язати
1014,stecken::V,wetknąć,увіткнути
1015,brechen::V,złamać,зламати
1016,klopfen::V,pukać,стукати
1017,klopfen::V,stukać,стукати
1018,hauen::V,bić,бити
1019,kleben::V,kleić,клеїти
1020,reiben::V,trzeć,терти
1021,streichen::V,smarować,намазати
1022,schleifen::V,ostrzyć,точити
1023,schneiden::V,ciąć,різати
1024,schneiden::V,krajać,різати
1025,rütteln::V,trząść,хитати
1026,schütteln::V,trząść,трясти
1027,schwenken::V,machać,махати
1028,schütten::V,nasypać,налити
1029,füllen::V,napełnić,наповнити
1030,einwickeln::V,zawinąć,загорнути
1031,tragen::V,nieść,нести
1032,schleppen::V,wlec,тягти
1033,ziehen::V,ciągnąć,тягнути
1034,aufbewahren::V,przechowywać,зберігати
1035,werfen::V,rzucać,кидати
1036,fangen::V,łowić,ловити
1037,packen::V,chwycić,схопити
1038,verstecken::V,ukryć,сховати
1039,verstecken::V,schować,сховати
1040,teilen::V,podzielić,розділити
1041,schicken::V,posyłać,посилати
1042,bringen::V,przynieść,принести
1043,hinzufügen::V,dodać,додати
1044,bekommen::V,dostać,дістати
1045,erhalten::V,otrzymać,одержати
1046,nehmen::V,wziąć,взяти
1047,wählen::V,wybrać,вибрати
1048,auswählen::V,wybrać,відібрати
1049,bewahren::V,zachować,зберегти
1050,behindern::V,utrudnić,перешкоджати
1051,behindern::V,przeszkadzać,перешкоджати
1052,verderben::V,zepsuć,зіпсувати
1053,beschädigen::V,uszkodzić,зашкодити
1054,zerbrechen::V,złamać,розбити
1055,zerreißen::V,drzeć,розірвати
1056,zerreißen::V,rozdzierać,розірвати
1057,zerstören::V,zniszczyć,зруйнувати
1058,verbrennen::V,spalić,спалити
1059,geben::V,dać,дати
1060,reichen::V,podać,передати
1061,schenken::V,darować,дарувати
1062,versprechen::V,obiecać,обіцяти
1063,wünschen::V,życzyć,бажати
1064,loben::V,chwalić,хвалити
1065,küssen::V,całować,цілувати
1066,wiegen::V,kołysać,качати
1067,zudecken::V,przykryć,накрити
1068,wecken::V,zbudzić,розбудити
1069,zeigen::V,pokazać,показати
1070,führen::V,wieść,вести
1071,führen::V,prowadzić,вести
1072,lehren::V,uczyć,вчити
1073,unterrichten::V,nauczać,викладати
1074,aufziehen::V,wychować,виховати
1075,leiten::V,kierować,керувати
1076,antreiben::V,popędzić,підганяти
1077,lassen::V,zostawić,змусити
1078,einladen::V,zaprosić,запросити
1079,vereinigen::V,zjednoczyć,об’єднати
1080,besuchen::V,odwiedzić,завітати
1081,besuchen::V,odwiedzić,відвідати
1082,treffen::V,trafić,зустріти
1083,treffen::V,spotkać,зустріти
1084,sich versammeln::V,zebrać się,зібратися
1085,sich versammeln::V,zgromadzić się,зібратися
1086,spielen::V,grać,грати
1087,spielen::V,bawić się,грати
1088,singen::V,śpiewać,співати
1089,tanzen::V,pląsać,танцювати
1090,tanzen::V,tańczyć,танцювати
1091,sich trennen::V,rozstać się,розлучитися
1092,verlassen::V,opuścić,покинути
1093,retten::V,ocalić,врятувати
1094,retten::V,uratować,врятувати
1095,bewachen::V,pilnować,охороняти
1096,schützen::V,ochronić,уберігати
1097,verteidigen::V,bronić,захистити
1098,sich schlagen::V,pobić się,битися
1099,sich schlagen::V,pobić się,дратися
1100,schießen::V,strzelać,стріляти
1101,siegen::V,zwycziężyć,перемогти
1102,ärgern::V,gniewać,сердити
1103,schlagen::V,bić,ударити
1104,schlagen::V,uderzyć,ударити
1105,treten::V,kopnąć,штовхати
1106,stechen::V,ukłuć,вколоти
1107,stoßen::V,popchnąć,штовхнути
1108,stehlen::V,ukraść,украсти
1109,stören::V,zakłócić,перешкодити
1110,stören::V,przeszkodzić,перешкодити
1111,belästigen::V,dokuczać,докучати
1112,verbergen::V,ukryć,сховати
1113,täuschen::V,łudzić,обдурити
1114,betrügen::V,oszukać,зшахраювати
1115,töten::V,zabić,убити
1116,wohnen::V,mieszkać,жити
1117,wohnen::V,mieszkać,мешкати
1118,arbeiten::V,pracować,працювати
1119,sammeln::V,zebrać,зібрати
1120,pflücken::V,zerwać,зривати
1121,jagen::V,polować,полювати
1122,fischen::V,łowić ryby,рибалити
1123,fassen::V,złapać,піймати
1124,hüten::V,paść,пасти
1125,treiben::V,pędzić,гнати
1126,anbinden::V,przywiązać,прив’язати
1127,füttern::V,karmić,годувати
1128,füttern::V,karmić,харчувати
1129,melken::V,doić,доїти
1130,hacken::V,rąbać,рубати
1131,gießen::V,lać,полити
1132,gießen::V,podlać,полити
1133,reifen::V,dojrzeć,дозріти
1134,zubereiten::V,przyrządzić,зготовити
1135,zubereiten::V,przyrządzić,приготувати
1136,kochen::V,gotować,варити
1137,kochen::V,gotować,готувати
1138,backen::V,piec,пекти
1139,braten::V,piec,смажити
1140,braten::V,smażyć,смажити
1141,umrühren::V,przemieszać,переміщати
1142,stricken::V,dziać,в’язати
1143,nähen::V,szyć,шити
1144,färben::V,pofarbować,пофарбувати
1145,reinigen::V,oczyścić,очистити
1146,waschen::V,prać,мити
1147,abwischen::V,obetrzeć,витерти
1148,spülen::V,płukać,полоскати
1149,fegen::V,zamiatać,підмітати
1150,kehren::V,zamieść,мести
1151,baden::V,kąpać się,купатися
1152,sich waschen::V,myć się,митися
1153,ausziehen::V,zdjąć,зняти
1154,anziehen::V,włożyć,надіти
1155,sich anziehen::V,ubrać się,одягтися
1156,sich anziehen::V,ubrać się,одягнутися
1157,kämmen::V,uczesać,зачесати
1158,schmücken::V,ozdabiać,оздобити
1159,sagen::V,powiedzieć,сказати
1160,sprechen::V,mówić,говорити
1161,reden::V,mówić,розмовляти
1162,sich unterhalten::V,rozmawiać,бесідувати
1163,fragen::V,zapytać,запитати
1164,bitten::V,prosić,просити
1165,erzählen::V,opowiedzieć,розповісти
1166,mitteilen::V,zawiadomić o,повідомити
1167,nennen::V,nazwać,назвати
1168,rufen::V,wołać,кликати
1169,prahlen::V,chełpić się,хвалитися
1170,übersetzen::V,tłumaczyć,перекласти
1171,denken::V,myśleć,думати
1172,denken::V,myśleć,мислити
1173,glauben::V,sądzić,вірити
1174,glauben::V,wierzyć,вірити
1175,bemerken::V,zauważyć,помітити
1176,erkennen::V,poznać,пізнати
1177,begreifen::V,zrozumieć,осягнути
1178,verstehen::V,rozumieć,почути
1179,verstehen::V,dosłyszeć,почути
1180,lernen::V,uczyć się,навчатися
1181,wissen::V,wiedzieć,знати
1182,sich erinnern an::V,przypomnieć sobie,пам’ятати
1183,vergessen::V,zapomnieć,забути
1184,messen::V,mierzyć,міряти
1185,zählen::V,liczyć,лічити
1186,rechnen::V,rachować,рахувати
1187,lesen::V,czytać,читати
1188,malen::V,malować,малювати
1189,zeichnen::V,rysować,рисувати
1190,schreiben::V,pisać,писати
1191,besitzen::V,posiadać,мати
1192,kaufen::V,kupić,купити
1193,verkaufen::V,sprzedać,продати
1194,bezahlen::V,zapłacić,заплатити
1195,zahlen::V,płacić,платити
1196,beherrschen::V,opanować,володіти
1197,ertragen::V,znieść,витерпіти
