,Concept_ID,he,ru
824,schaukeln::V,התנדנד,раскачиваться
825,kriechen::V,זחל,ползать
826,schwimmen::V,שחה,плавать
827,tauchen::V,צלל,нырять
828,rudern::V,חתר,грести
829,fahren::V,נסע,ехать
830,fliegen::V,עף,летать
831,gehen::V,הלך,идти
832,weggehen::V,עזב,уйти
833,abfahren::V,יצא,отправиться
834,anhalten::V,עצר,остановиться
835,hineingehen::V,נכנס,входить
836,eintreten::V,נכנס,войти
837,kommen::V,בא,прийти
838,ankommen::V,הגיע,прибыть
839,zurückkommen::V,שב,возвратиться
840,zurückkommen::V,חזר,возвратиться
841,bleiben::V,נשאר,остаться
842,warten::V,חכה,ждать
843,warten::V,המתין,ждать
844,erwarten::V,צפה,ожидать
845,suchen::V,חפש,искать
846,finden::V,מצא,найти
847,versuchen::V,נסה,пытаться
848,vorbereiten::V,הכין,подготовить
849,lieben::V,אהב,любить
850,mögen::V,אהב,любить
851,lachen::V,צחק,смеяться
852,rühren::V,נגע ללב,растрогать
853,weinen::V,בכה,плакать
854,schimpfen::V,גער,ругаться
855,sich ärgern::V,זעם,сердиться
856,sich ärgern::V,כעס,сердиться
857,sich fürchten::V,פחד,бояться
858,sich fürchten::V,חשש,бояться
859,fürchten::V,פחד מ,бояться
860,fürchten::V,חשש מ,бояться
861,fliehen::V,ברח,убегать
862,flüchten::V,נמלט,убежать
863,sehen::V,ראה,видеть
864,anschauen::V,הביט,посмотреть
865,ansehen::V,התבונן,смотреть
866,hören::V,שמע,слышать
867,zuhören::V,הקשיב,слушать
868,probieren::V,נסה,пробовать
869,riechen::V,הריח,нюхать
870,fühlen::V,חש,чувствовать
871,scheinen::V,נדמה,казаться
872,zu sehen sein::V,נראה,виднеться
873,vernehmen::V,נודע ל,услышать
874,frieren::V,קר ל,мерзнуть
875,tun::V,פעל,делать
876,können::V,יכל,мочь
877,können::V,יכל,уметь
878,wollen::V,רצה,хотеть
879,anfangen::V,התחיל,начать
880,beenden::V,גמר,закончить
881,aufhören::V,סים,перестать
882,gelingen::V,הצליח,удаться
883,geraten::V,עלה,оказаться
884,öffnen::V,פתח,открыть
885,schließen::V,סגר,закрыть
886,stellen::V,העמיד,поставить
887,setzen::V,הושיב,посадить
888,legen::V,שם,класть
889,berühren::V,נגע,трогать
890,verbinden::V,קשר,связать
891,bedecken::V,כסה,покрыть
892,aufhängen::V,תלה,повесить
893,anzünden::V,הצית,зажечь
894,aufheben::V,אסף,поднять
895,zurücklassen::V,השאיר,оставить
896,verlieren::V,אבד,потерять
897,fallen lassen::V,שמט,уронить
898,fallen lassen::V,הפיל,уронить
899,machen::V,עשה,сделать
900,herstellen::V,יצר,изготовить
901,bauen::V,בנה,строить
902,reparieren::V,תקן,чинить
903,verbessern::V,שפר,улучшить
904,ändern::V,שנה,изменить
905,graben::V,חפר,копать
906,beugen::V,כפף,согнуть
907,biegen::V,כופף,погнуть
908,drehen::V,סובב,вертеть
909,wenden::V,הפך,повернуть
910,umdrehen::V,סובב,перевернуть
911,heben::V,הרים,поднимать
912,hochheben::V,הרים,поднять
913,ergreifen::V,אחז,схватить
914,halten::V,החזיק,держать
915,drücken::V,לחץ,нажимать
916,schieben::V,הזיז,толкать
917,kratzen::V,שרט,скрести
918,kratzen::V,שפשף,скрести
919,lecken::V,לקק,лизать
920,beißen::V,נשך,кусать
921,abreißen::V,קרע,оторвать
922,abschneiden::V,חתך,отрезать
923,binden::V,קשר,вязать
924,stecken::V,תקע,воткнуть
925,brechen::V,שבר,сломать
926,klopfen::V,נקש,стучать
927,hauen::V,הכה,бить
928,kleben::V,הדביק,клеить
929,reiben::V,שפשף,тереть
930,streichen::V,מרח,намазать
931,schleifen::V,השחיז,точить
932,schneiden::V,גזר,резать
933,rütteln::V,נענע,шатать
934,schütteln::V,נער,трясти
935,schwenken::V,נופף,махать
936,schwenken::V,טלטל,махать
937,schütten::V,שפך,налить
938,füllen::V,מלא,наполнить
939,einwickeln::V,עטף,завернуть
940,tragen::V,נשא,нести
941,schleppen::V,סחב,тащить
942,ziehen::V,משך,тянуть
943,aufbewahren::V,שמר,хранить
944,werfen::V,זרק,бросать
945,fangen::V,תפס,ловить
946,packen::V,אחז,схватить
947,verstecken::V,החביא,спрятать
948,teilen::V,חלק,разделить
949,schicken::V,שלח,посылать
950,bringen::V,הביא,принести
951,hinzufügen::V,הוסיף,добавить
952,bekommen::V,תפס,достать
953,erhalten::V,קבל,получить
954,nehmen::V,אחז,взять
955,wählen::V,בחר,выбрать
956,auswählen::V,בחר ב,отобрать
957,bewahren::V,קים,сохранить
958,behindern::V,מנע,препятствовать
959,verderben::V,מנע,испортить
960,beschädigen::V,הזיק,повредить
961,zerbrechen::V,נשבר,разбить
962,zerreißen::V,קרע,разорвать
963,zerstören::V,הרס,разрушить
964,zerstören::V,השמיד,разрушить
965,verbrennen::V,שרף,сжечь
966,geben::V,נתן,дать
967,reichen::V,העביר,передать
968,schenken::V,נתן במתנה,дарить
969,versprechen::V,הבטיח,обещать
970,wünschen::V,אחל,желать
971,loben::V,שבח,хвалить
972,küssen::V,נשק,целовать
973,wiegen::V,נדנד,качать
974,zudecken::V,כסה,накрыть
975,wecken::V,עורר,разбудить
976,zeigen::V,הראה,показать
977,führen::V,הביא,вести
978,führen::V,הוביל,вести
979,lehren::V,למד,учить
980,unterrichten::V,למד,преподавать
981,aufziehen::V,רומם,воспитать
982,leiten::V,נהל,руководить
983,antreiben::V,המרץ,подгонять
984,lassen::V,נתן,заставить
985,einladen::V,הזמין,пригласить
986,vereinigen::V,אחד,объединить
987,vereinigen::V,לכד,объединить
988,besuchen::V,בקר,посетить
989,treffen::V,פגש,встретить
990,sich versammeln::V,התאסף,собраться
991,spielen::V,שחק,играть
992,singen::V,שר,петь
993,tanzen::V,רקד,плясать
994,tanzen::V,רקד,танцевать
995,sich trennen::V,נפרד,расстаться
996,verlassen::V,עזב,покинуть
997,retten::V,הציל,спасти
998,bewachen::V,שמר,охранять
999,schützen::V,אבטח,уберегать
1000,verteidigen::V,הגן,защитить
1001,sich schlagen::V,התכתש,драться
1002,schießen::V,ירה,стрелять
1003,siegen::V,גבר,победить
1004,siegen::V,נצח,победить
1005,ärgern::V,עצבן,сердить
1006,schlagen::V,הכה,ударить
1007,schlagen::V,הלקה,ударить
1008,treten::V,בעט,пинать
1009,stechen::V,דקר,уколоть
1010,stoßen::V,דחק,толкнуть
1011,stehlen::V,גנב,украсть
1012,stören::V,קטע,помешать
1013,stören::V,הפריע,помешать
1014,belästigen::V,הציק,надоедать
1015,belästigen::V,הטריד,надоедать
1016,verbergen::V,הצניע,скрыть
1017,täuschen::V,שגע,обмануть
1018,betrügen::V,הונה,смошенничать
1019,töten::V,הרג,убить
1020,wohnen::V,גר,проживать
1021,arbeiten::V,עבד,работать
1022,sammeln::V,אסף,собрать
1023,pflücken::V,קטף,рвать
1024,pflücken::V,קטף,срывать
1025,jagen::V,צד,охотиться
1026,fischen::V,דג,рыбачить
1027,fassen::V,תפס,поймать
1028,hüten::V,רעה,пасти
1029,treiben::V,הוציא,гнать
1030,anbinden::V,קשר,привязать
1031,füttern::V,הלעיט,кормить
1032,melken::V,חלב,доить
1033,hacken::V,קצץ,рубить
1034,gießen::V,השקה,полить
1035,reifen::V,בשל,созреть
1036,zubereiten::V,הכין,приготовить
1037,kochen::V,בשל,варить
1038,backen::V,אפה,печь
1039,braten::V,צלה,жарить
1040,braten::V,טגן,жарить
1041,umrühren::V,ערבב,перемешать
1042,stricken::V,סרג,вязать
1043,nähen::V,תפר,шить
1044,färben::V,צבע,покрасить
1045,reinigen::V,נקה,очистить
1046,waschen::V,רחץ,стирать
1047,waschen::V,כבס,стирать
1048,abwischen::V,נגב,вытереть
1049,spülen::V,שטף,полоскать
1050,fegen::V,טאטא,подметать
1051,kehren::V,טאטא,мести
1052,baden::V,טבל,купаться
1053,baden::V,שחה,купаться
1054,sich waschen::V,התרחץ,мыться
1055,ausziehen::V,הוריד,снять
1056,anziehen::V,לבש,надеть
1057,sich anziehen::V,התלבש,одеться
1058,kämmen::V,סרק,причесать
1059,schmücken::V,קשט,украсить
1060,sagen::V,אמר,сказать
1061,sprechen::V,דבר,говорить
1062,reden::V,דבר,разговаривать
1063,sich unterhalten::V,שוחח,беседовать
1064,fragen::V,שאל,спросить
1065,bitten::V,בקש,просить
1066,erzählen::V,ספר,рассказать
1067,mitteilen::V,מסר,сообщить
1068,mitteilen::V,הודיע,сообщить
1069,nennen::V,קרא בשם,назвать
1070,rufen::V,גיס,звать
1071,rufen::V,הזמין לבוא,звать
1072,prahlen::V,התרברב,хвастаться
1073,übersetzen::V,תרגם,перевести
1074,denken::V,חשב,думать
1075,glauben::V,האמין,верить
1076,bemerken::V,הבחין,заметить
1077,erkennen::V,זהה,узнать
1078,begreifen::V,קלט,понять
1079,begreifen::V,קלט,постичь
1080,begreifen::V,הבין,понять
1081,begreifen::V,הבין,постичь
1082,verstehen::V,הבין,услышать
1083,lernen::V,למד,учиться
1084,wissen::V,ידע,знать
1085,sich erinnern an::V,זכר,вспомнить
1086,vergessen::V,שכח,забыть
1087,messen::V,מדד,мерить
1088,zählen::V,ספר,считать
1089,rechnen::V,חשב,считать
1090,lesen::V,קרא,читать
1091,malen::V,ציר,рисовать
1092,zeichnen::V,שרטט,рисовать
1093,schreiben::V,כתב,писать
1094,besitzen::V,היה בעל של,иметь
1095,kaufen::V,קנה,купить
1096,kaufen::V,רכש,купить
1097,verkaufen::V,מכר,продать
1098,bezahlen::V,שלם,заплатить
1099,zahlen::V,שלם,платить
1100,beherrschen::V,שלט,владеть
1101,ertragen::V,סבל,вытерпеть
