,Concept_ID,ja,cy
827,elf::NUM,十一,un ar ddeg
828,zwölf::NUM,十二,deuddeg
829,zwölf::NUM,十二,un deg dau
830,zwanzig::NUM,二十,ugain
831,dreißig::NUM,三十,tri deg
832,dreißig::NUM,三十,deg ar hugain
833,vierzig::NUM,四十,deugain
834,fünfzig::NUM,五十,hanner cant
835,sechzig::NUM,六十,chwe deg
836,siebzig::NUM,七十,saith deg
837,siebzig::NUM,七十,deg a thrigain
838,achtzig::NUM,八十,wyth deg
839,achtzig::NUM,八十,pedar ugain
840,neunzig::NUM,九十,naw deg
841,neunzig::NUM,九十,deg a phedwar ugain
842,hundert::NUM,百,cant
843,tausend::NUM,千,mil
844,und::CNJ,-と,a
845,und::CNJ,そして,a
846,oder::CNJ,或いは,neu
847,stehen::V,立っている,sefyll
848,sitzen::V,座っている,eistedd
849,liegen::V,横になっている,gorwedd
850,hängen::V,掛かっている,hongian
851,werden::V,なる,dod yn
852,werden::V,なる,mynd yn
853,passieren::V,起こる,digwydd
854,beginnen::V,始まる,cychwyn
855,enden::V,終わる,gorffen
856,wechseln::V,変わる,newid
857,aufgehen[Sonne]::V,出る,codi
858,untergehen[Sonne]::V,沈む,machlud
859,scheinen[Sonne]::V,輝く,tywynnu
860,donnern::V,雷が鳴る,taranu
861,wehen::V,吹く,chwythu
862,strömen::V,流れる,ffrydio
863,fließen::V,流れる,llifo
864,sich drehen::V,回転する,troi
865,sich drehen::V,回転する,cylchdroi
866,schwanken::V,揺れる,siglo
867,schwingen::V,振動する,siglo
868,fallen::V,落ちる,cwympo
869,brennen::V,燃える,llosgi
870,rauchen::V,煙を出す,mygu
871,regnen::V,雨が降る,glawio
872,gefrieren::V,凍る,rhewi
873,tauen::V,溶ける,toddi
874,tauen::V,溶ける,meirioli
875,schmelzen::V,溶ける,toddi
876,trocknen::V,乾く,sychu
877,sieden::V,沸く,berwi
878,faulen::V,腐る,pydru
879,faulen::V,腐る,braenu
880,verfaulen::V,朽ちる,pydru
881,verfaulen::V,朽ちる,dadfeilio
882,reißen::V,切れる,clecian
883,reißen::V,切れる,torri'n glats
884,versinken::V,沈む,suddo
885,vergehen::V,経つ,myned heibio
886,vergehen::V,経つ,pasio
887,erscheinen::V,現れる,ymddangos
888,verschwinden::V,消える,diflannu
889,sinken::V,下がる,syrthio
890,abnehmen::V,減る,lleihau
891,zunehmen::V,増える,cynyddu
892,steigen::V,上がる,codi
893,wachsen::V,伸びる,tyfu
894,glänzen::V,輝く,disgleirio
895,funkeln::V,ぴかぴか光る,pefrio
896,lärmen::V,騒ぐ,cadw sŵn
897,lärmen::V,騒ぐ,gwneud twrw
898,läuten::V,鳴る,canu
899,klingeln::V,鳴る,canu
900,klingeln::V,鳴る,seinio
901,klirren::V,がらんがらんと鳴る,tincian
902,brausen::V,逆巻く,rhuo
903,rauschen::V,戦ぐ,siffrwd
904,rauschen::V,戦ぐ,chwithrwd
905,klingen::V,鳴る,seinio
906,bellen::V,吠える,cyfarth
907,heulen::V,きゃんきゃん鳴く,udo
908,heulen::V,きゃんきゃん鳴く,oernadu
909,blasen::V,吹く,chwythu
910,pfeifen::V,口笛を吹く,chwibanu
911,schreien::V,叫ぶ,gweiddi
912,schreien::V,叫ぶ,bloeddio
913,stöhnen::V,うめく,griddfan
914,zittern::V,震える,crynu
915,leben::V,生きている,byw
916,geboren werden::V,生まれる,cael eich geni
917,atmen::V,呼吸する,anadlu
918,trinken::V,飲む,yfed
919,essen::V,食べる,bwyta
920,schlucken::V,飲み込む,llyncu
921,müde werden::V,眠くなる,blino
922,einschlafen::V,寝付く,mynd i gysgu
923,einschlafen::V,寝付く,syrthio i gysgu
924,schlafen::V,眠る,huno
925,schlafen::V,眠る,cysgu
926,aufwachen::V,目が覚める,dihuno
927,aufstehen::V,起きる,codi
928,sich erholen::V,休養する,ymlacio
929,sich erholen::V,休養する,dadflino
930,krank werden::V,病気になる,mynd yn sâl
931,krank werden::V,病気になる,mynd yn wael
932,krank sein::V,病気である,gwaelu
933,schmerzen::V,痛む,brifo
934,husten::V,咳をする,pesychu
935,genesen::V,元気になる,gwella
936,genesen::V,元気になる,cael yn ôl
937,sterben::V,死ぬ,marw
938,sterben::V,亡くなる,marw
939,umkommen::V,死亡する,trengi
940,sich bewegen::V,移動する,symud
941,sich rühren::V,動く,syflyd
942,sich erheben::V,立ち上がる,codi
943,sich setzen::V,座る,eistedd
944,hinfallen::V,転ぶ,cwympo
945,laufen::V,歩く,cerdded
946,schreiten::V,跨ぐ,camu
947,spazierengehen::V,散歩する,mynd am dro
948,eilen::V,急ぐ,rhuthro
949,sich beeilen::V,焦る,brysio
950,sausen::V,疾駆する,rhuthro
951,rennen::V,走る,rhedeg
952,springen::V,跳ぶ,llamu
953,springen::V,跳ぶ,neidio
954,klettern::V,よじ登る,dringo
955,schaukeln::V,ぶらんこに乗る,siglo
956,kriechen::V,這う,cropian
957,schwimmen::V,泳ぐ,nofio
958,tauchen::V,潜る,plymio
959,tauchen::V,潜る,ymsuddo
960,rudern::V,漕ぐ,rhwyfo
961,fahren::V,行く,gyrru
962,fahren::V,行く,dreifio
963,fahren::V,乗車する,gyrru
964,fahren::V,乗車する,dreifio
965,fliegen::V,飛ぶ,hedfan
966,gehen::V,行く,mynd
967,weggehen::V,立ち去る,mynd
968,weggehen::V,立ち去る,ymadael
969,abfahren::V,出発する,ymadael
970,anhalten::V,止まる,stopio
971,hineingehen::V,入る,mynd i mewn
972,eintreten::V,中に入る,mynd i
973,kommen::V,来る,dod
974,ankommen::V,着く,cyrraedd
975,ankommen::V,到着する,cyrraedd
976,zurückkommen::V,帰る,dychwelyd
977,bleiben::V,留まる,aros
978,bleiben::V,留まる,sefyll
979,warten::V,待つ,aros
980,warten::V,待つ,disgwyl
981,erwarten::V,期待する,disgwyl
982,suchen::V,探る,chwilio am
983,finden::V,見つける,darganfod
984,versuchen::V,試す,profi
985,versuchen::V,試す,ceisio
986,vorbereiten::V,準備する,paratoi
987,lieben::V,愛する,caru
988,mögen::V,好きである,hoffi
989,lachen::V,笑う,chwerthin
990,rühren::V,感情を動かす,cynhyrfu
991,weinen::V,泣く,wylo
992,weinen::V,泣く,llefain
993,schimpfen::V,叱る,grwgnach
994,sich ärgern::V,怒る,gofidio
995,sich ärgern::V,腹を立てる,gofidio
996,sich fürchten::V,怖がる,ofni
997,fürchten::V,恐れる,arswydo
998,fliehen::V,逃げる,ffoi
999,flüchten::V,逃亡する,dianc
1000,sehen::V,見る,gweld
1001,anschauen::V,眺める,syllu
1002,anschauen::V,眺める,edrych
1003,ansehen::V,見る,gwylio
1004,hören::V,聞く,clywed
1005,zuhören::V,聴く,gwrando
1006,probieren::V,食べてみる,profi
1007,riechen::V,気取る,arogli
1008,fühlen::V,感じる,teimlo
1009,fühlen::V,感じる,clywed
1010,scheinen::V,ように見える,ymddangos
1011,zu sehen sein::V,見える,dod i'r golwg
1012,vernehmen::V,承る,clywed sôn am
1013,frieren::V,寒気がする,bod yn oer
1014,tun::V,する,gwneud
1015,können::V,出来る,gallu
1016,wollen::V,-たい,bod mewn angen
1017,anfangen::V,始める,dechrau
1018,beenden::V,終える,darfod
1019,beenden::V,終える,gorffen
1020,aufhören::V,止める,peidio
1021,gelingen::V,成功する,llwyddo
1022,geraten::V,当たる,diweddu
1023,öffnen::V,開く,agor
1024,öffnen::V,開ける,agor
1025,schließen::V,閉める,cau
1026,stellen::V,置く,gosod
1027,stellen::V,据える,gosod
1028,setzen::V,座らせる,gosod
1029,legen::V,置く,gosod
1030,berühren::V,触る,cyffwrdd
1031,berühren::V,触れる,cyffwrdd
1032,verbinden::V,結びつける,cysylltu
1033,bedecken::V,覆う,gorchuddio
1034,aufhängen::V,掛ける,crogi
1035,aufhängen::V,掛ける,hongian
1036,anzünden::V,燃やす,cynnau
1037,anzünden::V,火をつける,cynnau
1038,aufheben::V,拾う,codi
1039,zurücklassen::V,残す,gadael
1040,verlieren::V,無くす,colli
1041,fallen lassen::V,落とす,gollwng
1042,machen::V,作る,gwneud
1043,herstellen::V,製造する,cynhyrchu
1044,bauen::V,建設する,adeiladu
1045,reparieren::V,直す,trwsio
1046,reparieren::V,直す,atgyweirio
1047,reparieren::V,修理する,trwsio
1048,reparieren::V,修理する,atgyweirio
1049,verbessern::V,改良する,diwygio
1050,ändern::V,変える,altro
1051,graben::V,掘る,palu
1052,graben::V,掘る,cloddio
1053,beugen::V,折る,plygu
1054,biegen::V,曲げる,plygu
1055,drehen::V,回す,troelli
1056,wenden::V,裏返す,troi
1057,umdrehen::V,裏返す,troi
1058,heben::V,挙げる,codi
1059,hochheben::V,持ち上げる,dyrchafu
1060,ergreifen::V,取り上げる,gafael
1061,halten::V,持つ,dal
1062,drücken::V,押す,pwyso
1063,drücken::V,押す,gwasgu
1064,schieben::V,ずらす,gwthio
1065,kratzen::V,引っ掻く,crafu
1066,lecken::V,なめる,llyfu
1067,beißen::V,噛む,cnoi
1068,beißen::V,噛む,brathu
1069,abreißen::V,剝ぎ取る,tynnu ymaith
1070,abschneiden::V,切り取る,torri
1071,binden::V,縛る,clymu
1072,stecken::V,差し込む,plannu
1073,brechen::V,破る,torri
1074,klopfen::V,とんとん叩く,taro
1075,hauen::V,叩く,taro
1076,kleben::V,貼る,gludio
1077,kleben::V,くっ付ける,gludio
1078,reiben::V,擦る,rhwbio
1079,streichen::V,塗る,taenu
1080,schleifen::V,研ぐ,hogi
1081,schneiden::V,切る,torri
1082,rütteln::V,揺さぶる,ysgytio
1083,schütteln::V,振る,siglo
1084,schütteln::V,振る,ysgwyd
1085,schütteln::V,揺さぶる,siglo
1086,schütteln::V,揺さぶる,ysgwyd
1087,schwenken::V,振る,siglo
1088,schütten::V,注ぐ,tywallt
1089,füllen::V,いっぱいにする,llenwi
1090,einwickeln::V,包む,lapio
1091,tragen::V,運ぶ,cludo
1092,schleppen::V,引きずる,llusgo
1093,ziehen::V,引く,tynnu
1094,aufbewahren::V,預かる,cadw
1095,werfen::V,投げる,taflu
1096,fangen::V,受ける,dal
1097,packen::V,掴む,cipio
1098,packen::V,掴む,crafangu
1099,verstecken::V,隠す,celu
1100,verstecken::V,隠す,cuddio
1101,teilen::V,分ける,rhannu
1102,schicken::V,送る,anfon
1103,bringen::V,持って行く,dod â
1104,hinzufügen::V,加える,chwanegu
1105,bekommen::V,得る,cael
1106,erhalten::V,受ける,derbyn
1107,nehmen::V,取る,cymryd
1108,wählen::V,選ぶ,dewis
1109,auswählen::V,選ぶ,dethol
1110,bewahren::V,保存する,cadw
1111,behindern::V,妨害する,atal
1112,behindern::V,妨害する,rhwystro
1113,verderben::V,台無しにする,difetha
1114,beschädigen::V,損傷する,niweidio
1115,zerbrechen::V,割る,torri
1116,zerreißen::V,引き裂く,rhwygo
1117,zerstören::V,破壊する,dinistrio
1118,verbrennen::V,焼く,llosgi
1119,geben::V,上げる,rhoi
1120,reichen::V,渡す,estyn
1121,schenken::V,贈る,rhoddi
1122,versprechen::V,約束する,addo
1123,wünschen::V,望む,dymuno
1124,loben::V,褒める,canmol
1125,küssen::V,キスする,cusanu
1126,wiegen::V,揺する,siglo
1127,zudecken::V,覆う,gorchuddio
1128,wecken::V,起こす,deffro
1129,zeigen::V,見せる,dangos
1130,führen::V,案内する,arwain
1131,lehren::V,教える,dysgu
1132,unterrichten::V,通知する,hyfforddi
1133,aufziehen::V,育てる,dod i fyny
1134,leiten::V,導く,arwain
1135,antreiben::V,励ます,annog
1136,lassen::V,～させる,gadael
1137,einladen::V,誘う,gwahodd
1138,einladen::V,招待する,gwahodd
1139,vereinigen::V,一つにする,uno
1140,vereinigen::V,一つにする,cyfuno
1141,besuchen::V,訪ねる,ymweld â
1142,treffen::V,出会う,cwrdd
1143,treffen::V,出会う,cyfarfod
1144,sich versammeln::V,集まる,casglu
1145,sich versammeln::V,集まる,cynnull
1146,spielen::V,遊ぶ,chwarae
1147,singen::V,歌う,canu
1148,tanzen::V,踊る,dawnsio
1149,sich trennen::V,別れる,ymwahanu
1150,verlassen::V,別れる,gadael
1151,retten::V,救う,achub
1152,retten::V,助ける,achub
1153,bewachen::V,見張る,gwarchod
1154,bewachen::V,軽微する,gwarchod
1155,schützen::V,保護する,noddi
1156,verteidigen::V,守る,amddiffyn
1157,sich schlagen::V,殴る,ffraeo
1158,sich schlagen::V,殴る,terfysgu
1159,schießen::V,撃つ,saethu
1160,siegen::V,勝つ,ennill
1161,ärgern::V,怒らせる,cythruddo
1162,schlagen::V,殴る,curo
1163,treten::V,蹴る,cicio
1164,stechen::V,突く,pigo
1165,stoßen::V,突く,gwthio
1166,stehlen::V,盗る,dwyn
1167,stehlen::V,盗る,lladrata
1168,stören::V,構う,aflonyddu
1169,belästigen::V,邪魔する,trafferthu
1170,verbergen::V,隠す,cuddio
1171,täuschen::V,だます,twyllo
1172,betrügen::V,だます,hocedu
1173,töten::V,殺す,lladd
1174,wohnen::V,住む,byw
1175,arbeiten::V,働く,gweithio
1176,sammeln::V,集める,casglu
1177,sammeln::V,収集する,casglu
1178,pflücken::V,摘む,casglu
1179,jagen::V,狩りをする,hela
1180,fischen::V,釣る,pysgota
1181,fassen::V,捕る,dal
1182,hüten::V,放牧する,bugeilio
1183,treiben::V,追う,gyrru
1184,anbinden::V,繋ぐ,clymu
1185,füttern::V,餌をやる,porthi
1186,melken::V,搾乳する,godro
1187,hacken::V,刻む,torri
1188,gießen::V,水をやる,dyfrhau
1189,reifen::V,熟す,aeddfedu
1190,zubereiten::V,調理する,coginio
1191,kochen::V,煮る,berwi
1192,backen::V,焼く,pobi
1193,backen::V,焼く,crasu
1194,braten::V,焼く,ffrio
1195,braten::V,炒める,ffrio
1196,umrühren::V,混ぜる,cyffroi
1197,stricken::V,編む,gwau
1198,nähen::V,縫う,gwnïo
1199,färben::V,染める,lliwio
1200,reinigen::V,掃除する,glanhau
1201,waschen::V,洗う,golchi
1202,waschen::V,洗濯する,golchi
1203,abwischen::V,拭く,sychu
1204,spülen::V,洗う,streulio
1205,spülen::V,すすぐ,streulio
1206,fegen::V,掃除する,ysgubo
1207,kehren::V,掃く,ysgubo
1208,baden::V,入浴する,cael bath
1209,sich waschen::V,洗う,ymolchi
1210,ausziehen::V,脱ぐ,tynnu
1211,anziehen::V,着る,gwisgo
1212,sich anziehen::V,着る,ymwisgo
1213,kämmen::V,梳く,cribo
1214,schmücken::V,飾る,harddu
1215,schmücken::V,飾る,addurno
1216,sagen::V,言う,dweud
1217,sprechen::V,話す,llefaru
1218,reden::V,話す,siarad
1219,sich unterhalten::V,話をする,sgwrsio
1220,fragen::V,聞く,gofyn
1221,bitten::V,頼む,gofyn am
1222,bitten::V,お願いする,gofyn am
1223,erzählen::V,物語る,dweud
1224,mitteilen::V,伝える,cyfleu
1225,nennen::V,名づける,enwi
1226,rufen::V,呼ぶ,galw
1227,prahlen::V,自慢する,brolio
1228,prahlen::V,自慢する,ymffrostio
1229,übersetzen::V,訳す,cyfieithu
1230,denken::V,考える,meddwl
1231,glauben::V,信じる,credu
1232,glauben::V,信じる,coelio
1233,bemerken::V,気が付く,sylwi
1234,erkennen::V,認識する,adnabod
1235,begreifen::V,分かる,amgyffred
1236,verstehen::V,聞き取る,deall
1237,lernen::V,学ぶ,dysgu
1238,lernen::V,勉強する,dysgu
1239,wissen::V,知っている,gwybod
1240,sich erinnern an::V,思い出す,cofio
1241,vergessen::V,忘れる,anghofio
1242,messen::V,計る,mesur
1243,messen::V,測定する,mesur
1244,zählen::V,数える,cyfrif
1245,rechnen::V,計算する,cyfrifo
1246,lesen::V,読む,darllen
1247,malen::V,描く,peintio
1248,zeichnen::V,写生する,tynnu
1249,schreiben::V,書く,ysgrifennu
1250,besitzen::V,所持する,meddu
1251,kaufen::V,買う,prynu
1252,verkaufen::V,売る,gwerthu
1253,bezahlen::V,払う,talu am
1254,zahlen::V,支払う,talu
1255,beherrschen::V,支配する,rheoli
1256,beherrschen::V,支配する,llywodraethu
1257,ertragen::V,耐える,dioddef
