,Concept_ID,sah,no
298,Angelegenheit::N,дьыала,sak
299,Angelegenheit::N,дьыала,anliggende
300,Anzahl::N,ахсаан,antall
301,Art::N,биис,art
302,Art::N,биис,slag
303,Stück::N,кырбас,stykke
304,Teil::N,ирээт,del
305,Hälfte::N,аҥар,halvdel
306,Kreis::N,төгүрүк,ring
307,Kreis::N,төгүрүк,sirkel
308,Kreis::N,төгүрүмтэ,ring
309,Kreis::N,төгүрүмтэ,sirkel
310,Kreuz::N,кириэс,kors
311,Kreuz::N,кириэс,kryss
312,Linie::N,сурааһын,linje
313,Strich::N,сурааһын,strek
314,Abstand::N,арыт,avstand
315,Entfernung::N,ыраах,avstand
316,Gegend::N,сир,strøk
317,Platz::N,арыт,plass
318,Ort::N,сир,sted
319,Seite::N,өрүт,side
320,Seite::N,сирэй,side
321,Mitte::N,орто,midte
322,Gegenstand::N,предмет,gjenstand
323,Sache::N,мал,sak
324,Rand::N,кытыы,rand
325,Rand::N,ойоҕос,rand
326,Kante::N,кырыы,kant
327,Ecke::N,муннук,hjørne
328,Spitze::N,чыпчаал,spiss
329,Ende::N,төбө,ende
330,Loch::N,тэһэҕэс,hull
331,Loch::N,дьөлөҕөс,hull
332,Winkel::N,муннук,vinkel
333,Muster::N,оһуор,mønster
334,Größe::N,кээмэй,størrelse
335,Länge::N,уста,lengde
336,Höhe::N,үрдүк,høyde
337,Gewicht::N,ыйааһын,vekt
338,Menge::N,ахсаан,mengde
339,Haufen::N,чөмчөх,haug
340,Haufen::N,чөмчөх,bunke
341,Reihe::N,кэккэ,rekke
342,Boot::N,оҥочо,båt
343,Ruder::N,эрдии,åre
344,Schlitten::N,сыарҕа,slede
345,Schlitten::N,сыарҕа,kjelke
346,Ski::N,хайыһар,ski
347,Lagerfeuer::N,кутаа,leirbål
348,Last::N,ыарахан,bør
349,Last::N,ыарахан,last
350,Gang::N,хаамыы,gang
351,Schritt::N,хардыы,steg
352,Schritt::N,хардыы,skritt
353,Norden::N,хоту,nord
354,Süden::N,соҕуруу,sør
355,Westen::N,арҕаа,vest
356,Osten::N,илин,øst
357,Holz::N,мас,tre
358,Brett::N,дуоска,fjøl
359,Brett::N,дуоска,brett
360,Brett::N,хаптаһын,fjøl
361,Brett::N,хаптаһын,brett
362,Platte::N,билиитэ,plate
363,Stütze::N,тулааһын,støtte
364,Stange::N,ураҕас,stang
365,Stock::N,мас,pinne
366,Stock::N,баалкы,pinne
367,Stab::N,ураҕас,stav
368,Stab::N,ураҕас,kjepp
369,Rohr::N,турба,rør
370,Haus::N,дьиэ,hus
371,Heim::N,дьиэ,hjem
372,Ofen::N,оһох,ovn
373,Fußboden::N,муоста,gulv
374,Tisch::N,остуол,bord
375,Stuhl::N,устуул,stol
376,Wiege::N,биһик,vogge
377,Bett::N,кырабаат,seng
378,Regal::N,долбуур,reol
379,Regal::N,долбуур,hylle
380,Kiste::N,дьааһык,kasse
381,Fenster::N,түннүк,vindu
382,Tür::N,аан,dør
383,Tor::N,аан,port
384,Zaun::N,соппулуот,gjerde
385,Dach::N,кырыыса,tak
386,Leiter::N,кирилиэс,stige
387,Besen::N,миинньик,kost
388,Spaten::N,күрдьэх,spade
389,Schaufel::N,күрдьэх,skuffe
390,Gabel::N,биилкэ,gaffel
391,Löffel::N,луоска,skje
392,Messer::N,быһах,kniv
393,Nagel::N,тоһоҕо,spiker
394,Netz::N,илим,nett
395,Haken::N,көхө,krok
396,Griff::N,ук,tak
397,Griff::N,ук,håndtak
398,Griff::N,тутаах,tak
399,Griff::N,тутаах,håndtak
400,Schloss::N,күлүүс,lås
401,Bild::N,хартыына,bilde
402,Figur::N,фигура,figur
403,Puppe::N,куукула,dukke
404,Beutel::N,мөһөөччук,pose
405,Bündel::N,баайыы,bylt
406,Tasche::N,суумка,veske
407,Eimer::N,биэдэрэ,bøtte
408,Deckel::N,хаппах,lokk
409,Geschirr::N,иһит,kjøkkentøy
410,Sack::N,куул,sekk
411,Tasse::N,сэлиэнэй,kopp
412,Topf::N,көстүрүүҥкэ,gryte
413,Kessel::N,хочуол,kjele
414,Essen::N,аһылык,mål
415,Nahrung::N,ас,mat
416,Nahrung::N,ас,næring
417,Speise::N,аһылык,matrett
418,Fleisch::N,эт,kjøtt
419,Getreide::N,злактар,korn
420,Brei::N,хааһы,grøt
421,Brot::N,килиэп,brød
422,Scheibe::N,куһуок,skive
423,Fett::N,сыа,fett
424,Butter::N,арыы,smør
425,Öl::N,арыы,olje
426,Salz::N,туус,salt
427,Suppe::N,мин,suppe
428,Honig::N,мүөт,honning
429,Milch::N,үүт,melk
430,Tee::N,чэй,te
431,Leder::N,тирии,lær
432,Leder::N,тирии,skinn
433,Wolle::N,түү,ull
434,Stoff::N,таҥас,tøy
435,Stoff::N,таҥас,stoff
436,Nadel::N,иннэ,nål
437,Faden::N,сап,tråd
438,Knopf::N,тимэх,knapp
439,Knoten::N,түмүк,knute
440,Farbe::N,кырааска,farge
441,Kleidung::N,таҥас,påkledning
442,Hemd::N,ырбаахы,skjorte
443,Kragen::N,саҕа,krage
444,Ärmel::N,сиэх,erme
445,Hose::N,ыстаан,bukse
446,Hose::N,бүрүүкэ,bukse
447,Gürtel::N,кур,belte
448,Mütze::N,бэргэһэ,lue
449,Schuh::N,бачыыҥка,sko
450,Stiefel::N,саппыкы,støvel
451,Ring::N,биһилэх,ring
452,Band::N,лиэнтэ,band
453,Kamm::N,тараах,kam
454,Spiegel::N,сиэркилэ,speil
455,Riemen::N,кур,rem
456,Schnur::N,быа,snor
457,Leine::N,тэһиин,line
458,Decke::N,суорҕан,teppe
459,Kissen::N,сыттык,pute
460,Tuch::N,былаат,tøy
461,Handtuch::N,соттор,håndkle
462,Kraft::N,сыра,kraft
463,Stärke::N,күүс,styrke
464,Gesundheit::N,доруобуйа,helse
465,Gesundheit::N,доруобуйа,sunnhet
466,Krankheit::N,ыарыы,syke
467,Krankheit::N,ыарыы,sykdom
468,Schmerz::N,ыарыы,smerte
469,Wunde::N,баас,sår
470,Fieber::N,түрүлгэн,feber
471,Fieber::N,лихорадка,feber
472,Fieber::N,температура,feber
473,Arznei::N,эмп,medisin
474,Arznei::N,эмп,legemiddel
475,Brücke::N,күргэ,bro
476,Brunnen::N,холуодьас,brønn
477,Weide::N,мэччирэҥ,beite
478,Pfad::N,ыллык,sti
479,Weg::N,суол,vei
480,Straße::N,суол,gate
481,Dorf::N,дэриэбинэ,landsby
482,Stadt::N,куорат,by
483,Brief::N,сурук,brev
484,Buch::N,кинигэ,bok
485,Buchstabe::N,буква,bokstav
486,Zeitung::N,хаһыат,avis
487,Leben::N,тыын,liv
488,Tod::N,өлүү,død
489,Grab::N,иин,grav
490,Kirche::N,таҥара дьиэтэ,kirke
491,Sünde::N,айыы,synd
492,Gott::N,тангара,gud
493,Arbeiter::N,үлэһит,arbeider
494,Chef::N,баһылык,sjef
495,Chef::N,начальник,sjef
496,Meister::N,уус,mester
497,Meister::N,маастар,mester
498,Arzt::N,врач,lege
499,Lehrer::N,учуутал,lærer
500,Geld::N,харчы,penger
501,Geschäft::N,идэ,forretning
502,Laden::N,маҕаһыын,butikk
503,Preis::N,сыана,pris
504,Ware::N,табаар,vare
505,Nutzen::N,туһа,nytte
506,Reichtum::N,баай,rikdom
507,Welt::N,аан дойду,verden
508,Land::N,дойду,land
509,Staat::N,государство,stat
510,König::N,король,konge
511,Macht::N,былаас,makt
512,Grenze::N,кыраныысса,grense
513,Krieg::N,сэрии,krig
514,Feind::N,өстөөх,fiende
515,Gewalt::N,күүһүлээһин,vold
516,Kampf::N,охсуһуу,kamp
517,Bogen[Waffe]::N,ох,bue
518,Pfeil::N,ох,pil
519,Gewehr::N,саа,gevær
520,Fehler::N,сыыһа,feil
521,Lüge::N,сымыйа,løgn
522,Schaden::N,хоромньу,skade
523,Unglück::N,алдьархай,uhell
524,Schuld::N,буруй,skyld
525,Alter::N,саас,alder
526,Schluss::N,тиһэх,slutt
527,Zeit::N,бириэмэ,tid
528,Tag::N,күн,dag
529,Morgen::N,сарсыарда,morgen
530,Mittag::N,күн ортото,middag
531,Abend::N,киэһэ,aften
532,Nacht::N,түүн,natt
533,Woche::N,нэдиэлэ,uke
534,Monat::N,ый,måned
535,Jahr::N,сыл,år
536,Jahr::N,дьыл,år
537,Frühling::N,саас,vår
538,Sommer::N,сайын,sommer
539,Herbst::N,күһүн,høst
540,Winter::N,кыһын,vinter
541,Januar::N,тохсунньу,januar
542,Februar::N,олунньу,februar
543,März::N,кулун тутар,mars
544,April::N,муус устар ый,april
545,Mai::N,ыам ыйа,mai
546,Juni::N,бэс ыйа,juni
547,Juli::N,от ыйа,juli
548,August::N,атырдьах ыйа,august
549,September::N,балаҕан ыйа,september
550,Oktober::N,алтынньы,oktober
551,November::N,сэтинньи,november
552,Dezember::N,ахсынньы,desember
553,Montag::N,бэнидиэнньик,mandag
554,Dienstag::N,оптуорунньук,tirsdag
555,Mittwoch::N,сэрэдэ,onsdag
556,Donnerstag::N,чэппиэр,torsdag
557,Freitag::N,бээтинсэ,fredag
558,Samstag::N,субуота,lørdag
559,Sonntag::N,баскыһыанньа,søndag
560,groß::A,бөдөҥ,stor
561,groß::A,улахан,stor
562,klein::A,кыр,liten
563,lang::A,уһун,lang
564,kurz::A,кылгас,kort
565,breit::A,кэтит,bred
566,schmal::A,кыараҕас,smal
567,dicht::A,хойуу,tett
568,dick[Gegenstand]::A,суон,tykk
569,dick[Gegenstand]::A,хойуу,tykk
570,dünn::A,чараас,tynn
571,fein::A,бытархай,fin
572,fein::A,синньигес,fin
573,fest::A,бөҕө,fast
574,fest::A,кытаанах,fast
575,flach::A,хаптаҕай,flat
576,glatt::A,кылааккай,glatt
577,hart::A,хатан,hard
578,hart::A,кытаанах,hard
579,weich::A,сымнаҕас,myk
580,weich::A,сымнаҕас,bløt
581,rund::A,төгүрүк,rund
582,spitz::A,сытыы,spiss
583,spitz::A,уһуктаах,spiss
584,scharf::A,сытыы,kvass
585,stumpf::A,сыппах,stubb
586,schwer::A,ыарахан,tung
587,schön::A,кыраһыабай,pen
588,schön::A,кыраһыабай,vakker
589,heiß::A,итии,het
590,warm::A,ичигэс,varm
591,kalt::A,тымныы,kald
592,kühl::A,сөрүүн,kjølig
593,frisch::A,ыраас,fersk
594,frisch::A,сөрүүн,fersk
595,frisch::A,тымныы,fersk
596,feucht::A,сииктээх,fuktig
597,nass::A,инчэҕэй,våt
598,trocken::A,кураан,tørr
599,voll::A,толору,full
600,leer::A,иччитэх,tom
601,offen::A,аһаҕас,åpen
602,geschlossen::A,бүтэй,lukket
603,sauber::A,сэбэр,ren
604,schmutzig::A,кирдээх,skitten
605,roh::A,сиикэй,rå
606,reif::A,буспут,moden
607,reif::A,сиппит-хоппут,moden
608,lecker::A,минньигэс,lekker
609,süß::A,минньигэс,søt
610,bitter::A,аһыы,besk
611,bitter::A,аһыы,bitter
612,sauer::A,аһыы,sur
613,hell::A,сырдык,lys
614,dunkel::A,хараҥа,mørk
615,schwarz::A,хара,svart
616,weiß::A,үрүҥ,hvit
617,weiß::A,маҥан,hvit
618,rot::A,кыһыл,rød
619,gelb::A,саһархай,gul
620,blau::A,күөх,blå
621,grün::A,күөх,grønn
622,grün::A,от күөҕэ,grønn
623,grau::A,сиэрэй,grå
624,bunt::A,эриэн,broket
625,billig::A,чэпчэки,billig
626,teuer::A,сыаналаах,dyr
627,wertvoll::A,сыаналаах,verdifull
628,blind::A,хараҕа суох,blind
629,taub::A,дьүлэй,døv
630,kräftig::A,модун,kraftig
631,stark::A,күүстээх,sterk
632,schwach::A,мөлтөх,svak
633,fett::A,эмис,fet
634,schlank::A,дьылҕан,slank
635,schlank::A,дьыпсаҕай,slank
636,hübsch::A,олус кэрэ,pen
637,hübsch::A,көрүөхтэн үчүгэй,pen
638,böse::A,өһүөннээх,slem
639,dumm::A,акаары,dum
640,faul::A,нэс,lat
641,faul::A,нэс,doven
642,fleißig::A,кыһамньылаах,flittig
643,geizig::A,иҥсэлээх,gjerrig
644,klug::A,өйдөөх,klok
645,geschickt::A,наһаа дьоҕурдаах,hendig
646,geschickt::A,наһаа дьоҕурдаах,skikket
647,lieb::A,тапталлаах,kjær
648,lieb::A,тапталлаах,snill
649,lustig::A,көрдөөх,morsom
650,sanft::A,намчы,blid
651,sanft::A,сымнаҕас,blid
652,hungrig::A,аччык,sulten
653,krank::A,ыалдьар,syk
654,nackt::A,сыгынньах,naken
655,traurig::A,санаарҕабыллаах,sørgmodig
656,lebendig::A,тыыннаах,levende
657,gut::A,үтүө,god
658,gut::A,үчүгэй,god
659,schlecht::A,куһаҕан,dårlig
660,richtig::A,сөп,riktig
661,schlimm::A,сидьиҥ,slem
662,schlimm::A,быдьар,slem
663,wahr::A,кырдьык,sann
664,alt::A,былыргы,gammel
665,neu::A,саҥа,ny
666,ehemalig::A,урукку,forhenværende
667,alt[Lebewesen]::A,кырдьаҕас,gammel
668,jung::A,эдэр,ung
669,arm::A,дьадаҥы,fattig
670,reich::A,баай,rik
671,bekannt::A,билэр,kjent
672,berühmt::A,аатырбыт,berømt
673,fremd::A,атын,fremmed
674,verschieden::A,араас,forskjellig
675,nah::A,чугас,nær
676,fern::A,ыраах,fjern
677,linker::A,хаҥас,venstre
678,rechter::A,уҥа,høyre
679,anderer::A,атын,annen
680,erster::A,маҥнайгы,første
681,zweiter::A,иккис,annen
682,dritter::A,үһүс,tredje
683,letzter::A,тиһэх,sist
684,allein::ADV,соҕотох,alene
685,auf einmal::ADV,биирдэ,med ett
686,zusammen::ADV,холбуу,sammen
687,lange::ADV,уһуннук,lenge
688,plötzlich::ADV,эмискэ,plutselig
689,sofort::ADV,тута,straks
690,später::ADV,хойут,senere
691,jetzt::ADV,билигин,nå
692,heute::ADV,бүгүн,i dag
693,morgen::ADV,сарсын,i morgen
694,bald::ADV,өтөр,snart
695,dann::ADV,кэнна,så
696,gestern::ADV,бэҕэһээ,i går
697,einst::ADV,биир төгүл,engang
698,einst::ADV,арай биирдэ,engang
699,damals::ADV,оччоҕо,den gang
700,danach::ADV,аары,deretter
701,danach::ADV,ол кэнниттэн,deretter
702,vorher::ADV,урут,før
703,vorher::ADV,урут,i forveien
704,zuerst::ADV,маҥнай,først
705,einmal::ADV,биирдэ,en gang
706,manchmal::ADV,арыт,somme tider
707,oft::ADV,чаастатык,ofte
708,immer::ADV,мэлдьи,alltid
709,niemals::ADV,хаһан да,aldri
710,hier::ADV,маныаха,her
711,hierhin::ADV,бэттэх,hit
712,von hier::ADV,мантан,herfra
713,dort::ADV,онно,der
714,dorthin::ADV,онно,dit
715,geradeaus::ADV,быһа,rett fram
716,geradeaus::ADV,быһаччы,rett fram
717,vorwärts::ADV,инники,fram
718,vorwärts::ADV,инники,framover
719,rückwärts::ADV,төттөру,baklengs
720,zurück::ADV,төттөрү,tilbake
721,unten::ADV,аллара,nede
722,hinab::ADV,аллара,ned
723,hinab::ADV,аллара,nedover
724,oben::ADV,үөһэ,oppe
725,oben::ADV,үөһэ,ovenpå
726,hinauf::ADV,өрө,opp
727,hinauf::ADV,өрө,oppover
728,hinauf::ADV,үөһэ,opp
729,hinauf::ADV,үөһэ,oppover
730,überall::ADV,бэйдиэ,overalt
731,nicht::ADV,буолбатах,ikke
732,ein wenig::ADV,кыратык,litt
733,kaum::ADV,нэһиилэ,neppe
734,sehr::ADV,бэрт,svært
735,sehr::ADV,наһаа,svært
736,so::ADV,оччо,så
737,so::ADV,оннук,så
738,noch::ADV,өссө,enda
739,nur::ADV,эрэ,bare
740,nur::ADV,сыччах,bare
741,schon::ADV,бэлиэр,alt
742,schon::ADV,бэлиэр,allerede
743,wieder::ADV,эмиэ,igjen
744,vergebens::ADV,таак,forgjeves
745,vor::PRP,иннигэр,foran
746,vor::PRP,иннигэр,utenfor
747,hinter::PRP,кэлин,bak
748,hinter::PRP,кэлин,bakom
749,unter::PRP,-ҕа,under
750,unter::PRP,оһох түгэҕэ,under
751,durch::PRP,курдары,gjennom
752,durch::PRP,курдары,igjennom
753,neben::PRP,аттыгар,ved siden av
754,zwischen::PRP,ыккардынан,mellom
755,wegen::PRP,уҥуортан,på grunn av
756,dies::PRN,ити,dette
757,dies::PRN,бу,dette
758,das::PRN,били,det
759,alles::PRN,барыта,alt
760,ich::PRN,мин,jeg
761,du::PRN,эн,du
762,er::PRN,кнни,han
763,wir::PRN,биһиги,vi
764,ihr::PRN,эһиги,dere
765,sie::PRN,кинилэр,de
766,was::FPRN,туох,hva
767,wer::FPRN,ким,hvem
768,wo::FADV,ханна,hvor
769,wohin::FADV,ханна,hvor ... hen
770,wie::FADV,хайдах,hvordan
771,warum::FADV,тоҕо,hvorfor
772,wieviel::FNUM,төһө,hvor mye
773,eins::NUM,биир,en
774,eins::NUM,биир,ett
775,zwei::NUM,икки,to
776,drei::NUM,үс,tre
777,vier::NUM,түөрт,fire
778,fünf::NUM,биэс,fem
779,sechs::NUM,алта,seks
780,sieben::NUM,сэттэ,sju
781,acht::NUM,аҕыс,åtte
782,neun::NUM,тоҕус,ni
783,zehn::NUM,уон,ti
784,elf::NUM,уон биир,elleve
785,zwölf::NUM,уон икки,tolv
786,zwanzig::NUM,сүүрбэ,tjue
787,dreißig::NUM,отут,tretti
788,vierzig::NUM,түөрт уон,førti
789,fünfzig::NUM,биэс уон,femti
