,Concept_ID,la,ml
643,später::ADV,postea,പിന്നീട്
644,jetzt::ADV,nunc,ഇപ്പോൾ
645,heute::ADV,hodie,ഇന്ന്
646,morgen::ADV,cras,നാളെ
647,bald::ADV,mox,ഉടനെ
648,dann::ADV,deinde,അപ്പോൾ
649,gestern::ADV,heri,ഇന്നലെ
650,einst::ADV,olim,പണ്ടൊരിക്കല്
651,damals::ADV,tum,അപ്പോൾ
652,danach::ADV,postea,പിന്നീട്
653,vorher::ADV,antea,മുൻപ്
654,zuerst::ADV,primo,ആദ്യം
655,einmal::ADV,semel,ഒരിക്കൽ
656,manchmal::ADV,interdum,ചിലപ്പോൾ
657,oft::ADV,saepe,പലപ്പോഴും
658,immer::ADV,semper,എപ്പോഴും
659,niemals::ADV,numquam,ഒരിക്കലും
660,hier::ADV,hic,ഇവിടെ
661,hierhin::ADV,huc,ഇവിടേക്ക്
662,von hier::ADV,hinc,ഇവിടെനിന്ന്
663,dort::ADV,ibi,അവിടെ
664,dorthin::ADV,eo,അവിടേക്ക്
665,geradeaus::ADV,recte,മുമ്പിൽ
666,geradeaus::ADV,recte,മുമന്നോട്ട്
667,vorwärts::ADV,porro,മുന്നോട്ട്
668,rückwärts::ADV,retro,തലതിരിച്ച്
669,zurück::ADV,retro,പുറകിലേക്ക്
670,unten::ADV,infra,താഴെ
671,hinab::ADV,pessum,താഴേക്ക്
672,oben::ADV,supra,മുകളിൽ
673,hinauf::ADV,sursum,മുകളിൽ
674,überall::ADV,ubique,എല്ലായിടത്തും
675,nicht::ADV,non,ഇല്ല
676,ein wenig::ADV,paulum,കുറച്ച്
677,kaum::ADV,vix,കഷ്ടിച്ച്
678,kaum::ADV,aegre,കഷ്ടിച്ച്
679,sehr::ADV,valde,വളരെ
680,sehr::ADV,magnopere,വളരെ
681,so::ADV,ita,അങ്ങനെ
682,noch::ADV,etiam,ഇപ്പോഴും
683,nur::ADV,solum,മാത്രം
684,nur::ADV,tantum,മാത്രം
685,schon::ADV,iam,നേരത്തേ തന്നെ
686,wieder::ADV,rursus,വീണ്ടും
687,vergebens::ADV,frustra,വിഫല
688,vor::PRP,ante,മുമ്പിൽ
689,hinter::PRP,post,പുറകിൽ
690,unter::PRP,sub,കീഴിൽ
691,durch::PRP,per,ഉള്ളിലൂടെ
692,neben::PRP,iuxta,അടുത്ത്
693,zwischen::PRP,inter,ഇടയ്ക്ക്
694,wegen::PRP,propter,നിമിത്തം
695,dies::PRN,hoc,ഇത്
696,das::PRN,id,അത്
697,alles::PRN,omnia,എല്ലാം
698,ich::PRN,ego,ഞാൻ
699,du::PRN,tu,നിങ്ങൾ
700,er::PRN,is,അദ്ദേഹം
701,er::PRN,is,അയാൾ
702,er::PRN,is,അവൻ
703,er::PRN,is,അവർ
704,er::PRN,is,അവൾ
705,er::PRN,ille,അദ്ദേഹം
706,er::PRN,ille,അയാൾ
707,er::PRN,ille,അവൻ
708,er::PRN,ille,അവർ
709,er::PRN,ille,അവൾ
710,wir::PRN,nos,നമ്മൾ
711,ihr::PRN,vos,നിങ്ങൾ
712,sie::PRN,ii,അവർ
713,sie::PRN,illi,അവർ
714,was::FPRN,quid,എന്ത്
715,wer::FPRN,quis,ആര്
716,wo::FADV,ubi,എവിടെ
717,wohin::FADV,quo,എവിടേക്ക്
718,wie::FADV,quomodo,എങ്ങനെ
719,warum::FADV,cur,എന്തുകൊണ്ട്
720,wieviel::FNUM,quantum,എത്ര
721,eins::NUM,unus,ഒന്ന്
722,zwei::NUM,duo,രണ്ട്
723,drei::NUM,tres,മൂന്ന്
724,vier::NUM,quattuor,നാല്
725,fünf::NUM,quinque,അഞ്ച്
726,sechs::NUM,sex,ആറ്
727,sieben::NUM,septem,ഏഴ്
728,acht::NUM,octo,എട്ട്
729,neun::NUM,novem,ഒമ്പത്
730,zehn::NUM,decem,പത്ത്
731,elf::NUM,undecim,പതിനൊന്ന്
732,zwölf::NUM,duodecim,പന്ത്രണ്ട്
733,zwanzig::NUM,viginti,ഇരുപത്
734,dreißig::NUM,triginta,മുപ്പത്
735,vierzig::NUM,quadraginta,നാൽപ്പത്
736,fünfzig::NUM,quinquaginta,അൻപത്
737,sechzig::NUM,sexaginta,അറുപത്
738,siebzig::NUM,septuaginta,എഴുപത്
739,achtzig::NUM,octoginta,എൺപത്
740,neunzig::NUM,nonaginta,തൊണ്ണൂറ്
741,hundert::NUM,centum,നൂറ്
742,tausend::NUM,mille,ആയിരം
743,und::CNJ,et,ഉം
744,und::CNJ,-que,ഉം
745,oder::CNJ,vel,അഥവാ
746,stehen::V,stare,നിൽക്കുക
747,sitzen::V,sedere,ഇരിക്കുക
748,liegen::V,iacere,കിടക്കുക
749,hängen::V,pendere,തൂങ്ങുക
750,werden::V,fieri,ആയിത്തീരുക
751,passieren::V,accidere,സംഭവിക്കുക
752,beginnen::V,incipere,ആരംഭിക്കുക
753,enden::V,finem habere,അവസാനിപ്പിക്കുക
754,wechseln::V,mutari,മാറ്റുക
755,aufgehen[Sonne]::V,oriri,ഉയരുക
756,untergehen[Sonne]::V,occidere,അടുക്കി_വയ്ക്കുക
757,scheinen[Sonne]::V,lucere,പ്രകാശിക്കുക
758,donnern::V,tonare,ഇടിവെട്ടുക
759,wehen::V,flare,വീശുക
760,strömen::V,fluere,ഒഴുകുക
761,fließen::V,manare,ഒഴുകുക
762,sich drehen::V,torqueri,ചുറ്റുക
763,sich drehen::V,torqueri,കറക്കുക
764,schwanken::V,vacillare,ഇരുവശത്തേയ്ക്കും_ആടുക
765,schwingen::V,vibrare,ആടുക
766,fallen::V,cadere,വീഴുക
767,brennen::V,ardere,കത്തുക
768,rauchen::V,fumare,പുകയുക
769,regnen::V,pluere,മഴ_പെയ്യുക
770,gefrieren::V,congelari,തണത്ത്_മരവിക്കുക
771,tauen::V,rorare,അലിയുക
772,schmelzen::V,liquescere,ഉരുകുക
773,trocknen::V,arescere,വരളുക
774,sieden::V,fervere,തിളപ്പിക്കുക
775,faulen::V,putescere,ചീയുക
776,verfaulen::V,putescere,അഴുകുക
777,reißen::V,scindi,ശബ്ദത്തോടെ_മുറിയുക
778,versinken::V,mergi,മുക്കുക
779,vergehen::V,praeterire,കടന്നുപോകുക
780,erscheinen::V,apparere,പ്രത്യക്ഷപ്പെടുക
781,verschwinden::V,discedere,അദൃശ്യമാകുക
782,sinken::V,labi,താഴുക
783,abnehmen::V,deminui,കുറിയുക
784,zunehmen::V,augeri,വർദ്ധിക്കുക
785,steigen::V,augescere,ഉയരുക
786,wachsen::V,crescere,വളരുക
787,glänzen::V,splendere,മിന്നുക
788,funkeln::V,micare,തിളങ്ങുക
789,lärmen::V,strepere,ശബ്ദമുണ്ടാക്കുക
790,läuten::V,sonare,മണിമുഴങ്ങുക
791,klingeln::V,tinnire,ചിലമ്പുക
792,klirren::V,crepare,കിലുക്കുക
793,brausen::V,saevire,മുഴങ്ങുക
794,rauschen::V,crepare,അനങ്ങുക
795,klingen::V,sonare,മുഴക്കുക
796,bellen::V,latrare,കുരയ്ക്കുക
797,heulen::V,ululare,ഓരിയിടുക
798,blasen::V,flare,ഊതുക
799,pfeifen::V,sibilare,വിസിലടിക്കുക
800,schreien::V,clamare,ആക്രോശിക്കുക
801,stöhnen::V,gemere,അരക്കം
802,stöhnen::V,gemere,ആർത്തനാദം
803,zittern::V,tremere,വിറയ്ക്കുക
804,zittern::V,trepidare,വിറയ്ക്കുക
805,leben::V,vivere,താമസിക്കുക
806,geboren werden::V,nasci,ജനിക്കുക
807,atmen::V,spirare,ശ്വസിക്കുക
808,trinken::V,bibere,കുടിക്കുക
809,essen::V,edere,കഴിക്കുക
810,schlucken::V,devorare,വിഴുങ്ങുക
811,müde werden::V,fatigari,ക്ഷീണിക്കുക
812,einschlafen::V,obdormiscere,നിദ്രിക്കുക
813,schlafen::V,dormire,ഉറങ്ങുക
814,aufwachen::V,expergisci,ഉണരുക
815,aufstehen::V,exsurgere,എഴുന്നേൽക്കുക
816,sich erholen::V,se reficere,വിശ്രമിക്കുക
817,krank werden::V,aegrescere,ദീനംപിടിക്കുക
818,krank sein::V,aegrotare,രോഗികളാകുക
819,schmerzen::V,dolere,വേദനിക്കുക
820,husten::V,tussire,ചുമയ്ക്കുക
821,genesen::V,convalescere,സുഖപ്പെടുക
822,sterben::V,mori,മരിക്കുക
823,umkommen::V,perire,മരിക്കുക
824,sich bewegen::V,se movere,സ്ഥലം_മാറുക
825,sich rühren::V,micare,ചലിക്കുക
826,sich erheben::V,surgere,നിൽക്കുക
827,sich setzen::V,considere,ഇരിക്കുക
828,hinfallen::V,cadere,വീഴുക
829,laufen::V,vadere,നടക്കുക
830,schreiten::V,gradi,നടക്കുക
831,spazierengehen::V,ambulare,ഉലാത്തുക
832,eilen::V,properare,പാഞ്ഞെത്തുക
833,sich beeilen::V,festinare,തിരിക്കുകൂട്ടുക
834,sich beeilen::V,festinare,തിടുക്കം_കാട്ടുക
835,sausen::V,currere,കുതിക്കുക
836,rennen::V,currere,ഓടുക
837,springen::V,salire,ചാടുക
838,klettern::V,niti,കയറുക
839,schaukeln::V,oscillare,ഇളകുക
840,kriechen::V,repere,പതുങ്ങികയറുക
841,kriechen::V,serpere,പതുങ്ങികയറുക
842,schwimmen::V,nare,നീന്തുക
843,schwimmen::V,natare,നീന്തുക
844,tauchen::V,mergere,വെള്ളത്തിലേക്ക് ചാടുക
845,rudern::V,remigare,തുഴയുക
846,fahren::V,vehi,വാഹനം ഓടിക്കുക
847,fliegen::V,volare,പറക്കുക
848,gehen::V,ire,പോകുക
849,gehen::V,vadere,പോകുക
850,weggehen::V,abire,വിടുക
851,weggehen::V,discedere,വിടുക
852,abfahren::V,proficisci,പുറപ്പെടുക
853,anhalten::V,consistere,നിർത്തുക
854,hineingehen::V,inire,പ്രവേശിക്കുക
855,hineingehen::V,ingredi,പ്രവേശിക്കുക
856,eintreten::V,intrare,പ്രവേശിക്കുക
857,kommen::V,venire,വരുക
858,ankommen::V,advenire,എത്തിച്ചേരുക
859,zurückkommen::V,revenire,തിരിച്ചു വരുക
860,bleiben::V,manere,തുടരുക
861,warten::V,opperiri,കാത്തിരിക്കുക
862,erwarten::V,opperiri,പ്രതീക്ഷിക്കുക
863,erwarten::V,expectare,പ്രതീക്ഷിക്കുക
864,suchen::V,quaerere,തിരയുക
865,finden::V,reperire,കണ്ടെത്തുക
866,versuchen::V,conari,ശ്രമിക്കുക
867,versuchen::V,temptare,ശ്രമിക്കുക
868,vorbereiten::V,parare,തയ്യാറെടുക്കുക
869,lieben::V,amare,സ്നേഹിക്കുക
870,mögen::V,amare,ഇഷ്ടപ്പെടുക
871,lachen::V,ridere,ചിരിക്കുക
872,rühren::V,commovere,ഹൃദയം സ്പർശിക്കുക
873,weinen::V,flere,തേങ്ങുക
874,schimpfen::V,increpare,പിറുപിറുക്കുക
875,sich ärgern::V,indignari,കോപിക്കുക
876,sich fürchten::V,vereri,പേടിക്കുക
877,fürchten::V,timere,പേടിക്കുക
878,fliehen::V,fugere,രക്ഷപ്പെടുക
879,flüchten::V,effugere,രക്ഷപ്പെടുക
880,sehen::V,videre,കാണുക
881,anschauen::V,aspectare,നോക്കുക
882,ansehen::V,spectare,നോക്കുക
883,hören::V,audire,കേൾക്കുക
884,zuhören::V,auscultare,ശ്രദ്ധിക്കുക
885,probieren::V,gustare,രുചിയുള്ളതായി_തോന്നുക
886,riechen::V,olfacere,മണത്തു_നോക്കുക
887,fühlen::V,sentire,സ്പർശിച്ചറിയുക
888,scheinen::V,videri,കാണപ്പെടുക
889,zu sehen sein::V,conspici,വെളിച്ചപ്പെടുക
890,vernehmen::V,comperire,കേൾക്കുക
891,frieren::V,algere,വിറയ്ക്കുക
892,tun::V,facere,ചെയ്യുക
893,können::V,posse,കഴിയുക
894,wollen::V,velle,വേണുക
895,anfangen::V,incipere,തുടങ്ങുക
896,beenden::V,finire,പൂർത്തിയാക്കുക
897,aufhören::V,desistere,നിർത്തുക
898,gelingen::V,contingere,വിജയിക്കുക
899,geraten::V,evenire,പരിണമിക്കുക
900,öffnen::V,aperire,തുറക്കുക
901,schließen::V,claudere,അടയ്ക്കുക
902,stellen::V,sistere,വയ്ക്കുക
903,setzen::V,ponere,വയ്ക്കുക
904,legen::V,ponere,ഇടുക
905,berühren::V,tangere,തൊടുക
906,verbinden::V,iungere,ഘടിപ്പിക്കുക
907,bedecken::V,tegere,മുടുക
908,bedecken::V,operire,മുടുക
909,aufhängen::V,suspendere,കെട്ടിതൂക്കുക
910,anzünden::V,accendere,കത്തിക്കുക
911,anzünden::V,inflammare,കത്തിക്കുക
912,aufheben::V,tollere,പെറുക്കിയെടുക്കുക
913,zurücklassen::V,relinquere,വച്ചുപോരുക
914,verlieren::V,perdere,നഷ്ടപ്പെടുക
915,verlieren::V,amittere,നഷ്ടപ്പെടുക
916,fallen lassen::V,dimittere,വീഴ്ത്തുക
917,machen::V,facere,ഉണ്ടാക്കുക
918,herstellen::V,fabricare,ഉൽപാദിപ്പിക്കുക
919,bauen::V,construere,നിർമ്മിക്കുക
920,reparieren::V,reparare,നന്നാക്കുക
921,verbessern::V,emendare,മെച്ചപ്പെടുക
922,ändern::V,mutare,മാറ്റംവരുത്തുക
923,graben::V,fodere,കുഴിക്കുക
924,beugen::V,flectere,വണങ്ങുക
925,biegen::V,curvare,കുനിയുക
926,drehen::V,torquere,തിരിക്കുക
927,wenden::V,vertere,തിരിയുക
928,umdrehen::V,convertere,തിരിയുക
929,heben::V,tollere,ഉയർത്തുക
930,hochheben::V,levare,ഉയർത്തുക
931,ergreifen::V,capessere,ബലമായി_പിടിക്കുക
932,halten::V,tenere,പിടിക്കുക
933,drücken::V,premere,അമർത്തുക
934,schieben::V,promovere,തള്ളുക
935,kratzen::V,radere,ചുരണ്ടുക
936,lecken::V,lambere,നക്കുക
937,beißen::V,mordere,കടിക്കുക
938,abreißen::V,avellere,കീറിക്കളയുക
939,abschneiden::V,desecare,മുറിച്ചുമാറ്റുക
940,binden::V,ligare,കെട്ടുക
941,stecken::V,inserere,തുളയ്ക്കുക
942,brechen::V,rumpere,ഉടയുക
943,klopfen::V,pultare,തട്ടുക
944,hauen::V,ferire,അടിക്കുക
945,kleben::V,agglutinare,ഒട്ടിക്കുക
946,reiben::V,terere,തിരുമ്മിത്തുടയ്ക്കുക
947,streichen::V,oblinere,പടർത്തുക
948,schleifen::V,acuere,പൊടിക്കുക
949,schneiden::V,secare,മുറിക്കുക
950,rütteln::V,quassare,മുട്ടുക
951,schütteln::V,quatere,കുലുക്കുക
952,schwenken::V,ventilare,ആടുക
953,schütten::V,fundere,ഒഴിക്കുക
954,füllen::V,complere,നിറയ്ക്കുക
955,einwickeln::V,involvere,പൊതിയുക
956,tragen::V,ferre,വഹിക്കുക
957,tragen::V,portare,വഹിക്കുക
958,schleppen::V,pertrahere,വലിച്ചിഴയ്ക്കുക
959,ziehen::V,trahere,വലിക്കുക
960,aufbewahren::V,asservare,വയ്ക്കുക
961,werfen::V,iacere,എറിയുക
962,fangen::V,capere,പിടിക്കുക
963,packen::V,capessere,തട്ടിപ്പറിക്കുക
964,verstecken::V,abdere,മറയ്ക്കുക
965,teilen::V,partiri,വിഭജിക്കുക
966,teilen::V,dividere,വിഭജിക്കുക
967,schicken::V,mittere,അയയ്ക്കുക
968,bringen::V,apportare,കൊണ്ടുവരുക
969,hinzufügen::V,addere,കൂട്ടുക
970,bekommen::V,adipisci,കിട്ടുക
971,erhalten::V,accipere,സ്വീകരിക്കുക
972,nehmen::V,sumere,എടുക്കുക
973,wählen::V,eligere,തിരഞ്ഞെടുക്കുക
974,auswählen::V,deligere,തിരഞ്ഞെടുക്കുക
975,bewahren::V,conservare,പുലർത്തുക
976,behindern::V,impedire,തടയിടുക
977,verderben::V,corrumpere,നശിപ്പിക്കുക
978,beschädigen::V,laedere,ക്ഷതമേൽപ്പിക്കുക
979,zerbrechen::V,rumpere,ഉടയുക
980,zerbrechen::V,frangere,ഉടയുക
981,zerreißen::V,discindere,കീറുക
982,zerstören::V,delere,നശിപ്പിക്കുക
983,verbrennen::V,urere,കത്തിനശിക്കുക
984,verbrennen::V,urere,കത്തിച്ചുകളയുക
985,verbrennen::V,cremare,കത്തിനശിക്കുക
986,verbrennen::V,cremare,കത്തിച്ചുകളയുക
987,geben::V,dare,കൊടുക്കുക
988,geben::V,dare,തരുക
989,reichen::V,praebere,കൈമാറുക
990,schenken::V,donare,സമ്മാനം കൊടുക്കുക
991,schenken::V,largiri,സമ്മാനം കൊടുക്കുക
992,versprechen::V,polliceri,വാഗ്ദാനം_നൽകുക
993,versprechen::V,promittere,വാഗ്ദാനം_നൽകുക
994,loben::V,laudare,പുകഴ്ത്തുക
995,küssen::V,osculari,ഉമ്മവയ്ക്കുക
996,zudecken::V,tegere,മുടുക
997,wecken::V,excitare,ഉണർത്തുക
998,zeigen::V,monstrare,കാണിക്കുക
999,führen::V,ducere,നടത്തുക
1000,lehren::V,docere,പഠിപ്പിക്കുക
1001,unterrichten::V,instituere,പരിശീലിപ്പിക്കുക
1002,aufziehen::V,nutrire,വളർത്തിക്കൊണ്ടുവരുക
1003,leiten::V,ducere,നയിക്കുക
1004,antreiben::V,incitare,പ്രേരിപ്പിക്കുക
1005,lassen::V,iubere,അനുവദിക്കുക
1006,einladen::V,invitare,ക്ഷണിക്കുക
1007,vereinigen::V,coniungere,കൂടിച്ചേരുക
1008,besuchen::V,visere,സന്ദർശിക്കുക
1009,treffen::V,convenire,തമ്മിൽ കാണുക
1010,sich versammeln::V,convenire,സംയോജിപ്പിക്കുക
1011,spielen::V,ludere,കളിക്കുക
1012,singen::V,cantare,പാടുക
1013,tanzen::V,saltare,നൃത്തം ചെയ്യുക
1014,sich trennen::V,digredi,നേർപെടുത്തുക
1015,sich trennen::V,discedere,നേർപെടുത്തുക
1016,verlassen::V,deserere,പിൻവാങ്ങുക
1017,verlassen::V,relinquere,പിൻവാങ്ങുക
1018,retten::V,servare,രക്ഷിക്കുക
1019,bewachen::V,custodire,കാവൽനിൽക്കുക
1020,schützen::V,tueri,പരിരക്ഷിക്കുക
1021,schützen::V,tutari,പരിരക്ഷിക്കുക
1022,verteidigen::V,defendere,പ്രതിരോധിക്കുക
1023,sich schlagen::V,luctari,കലഹിക്കുക
1024,schießen::V,iaculari,വെടിവെക്കുക
1025,siegen::V,vincere,വിജയിക്കുക
1026,ärgern::V,irritare,വിഷമിപ്പിക്കുക
1027,schlagen::V,ferire,അടിക്കുക
1028,treten::V,calcare,തൊഴിക്കുക
1029,stechen::V,pungere,കുത്തുക
1030,stoßen::V,tundere,തള്ളുക
1031,stehlen::V,furari,മോഷ്ടിക്കുക
1032,stören::V,turbare,ശല്യപ്പെടുത്തുക
1033,belästigen::V,obtundere,മെനക്കെടുക
1034,verbergen::V,celare,മറയ്ക്കുക
1035,verbergen::V,celare,ഒളിക്കുക
1036,verbergen::V,occultare,മറയ്ക്കുക
1037,verbergen::V,occultare,ഒളിക്കുക
1038,täuschen::V,fallere,കബളിപ്പിക്കുക
1039,betrügen::V,fraudare,ചതിക്കുക
1040,töten::V,necare,കൊല്ലുക
1041,töten::V,caedere,കൊല്ലുക
1042,wohnen::V,habitare,താമസിക്കുക
1043,arbeiten::V,laborare,ജോലിചെയ്യുക
1044,sammeln::V,colligere,സഞ്ചയിക്കുക
1045,pflücken::V,carpere,പറിച്ചെടുക്കുക
1046,jagen::V,venari,വേട്ടയാടുക
1047,fischen::V,piscari,മീൻ പിടിക്കുക
1048,fassen::V,capere,പിടിക്കുക
1049,hüten::V,custodire,ചേർക്കുക
1050,treiben::V,agere,വാഹനം_ഓടിക്കുക
1051,anbinden::V,alligare,കെട്ടിയിടുക
1052,füttern::V,nutrire,തീറ്റുക
1053,melken::V,mulgere,പാലുകറക്കുക
1054,hacken::V,findere,വെട്ടിമുറിക്കുക
1055,gießen::V,rigare,നനയ്ക്കുക
1056,reifen::V,maturescere,പാകമാകുക
1057,zubereiten::V,apparare,പാചകം_ചെയ്യുക
1058,kochen::V,coquere,വേവിക്കുക
1059,backen::V,coquere,ബേക്ക് ചെയ്യുക
1060,braten::V,torrere,പോരിക്കുക
1061,umrühren::V,commovere,ഇളക്കുക
1062,stricken::V,texere,മെടയുക
1063,nähen::V,suere,തുന്നുക
1064,färben::V,tingere,ചായം പൂശുക
1065,reinigen::V,purgare,വൃത്തിയാക്കുക
1066,waschen::V,lavare,കഴുകുക
1067,abwischen::V,abstergere,തുടയ്ക്കുക
1068,spülen::V,perluere,കഴുകുക
1069,fegen::V,verrere,അടിച്ചുവാരുക
1070,kehren::V,purgare,അടിച്ചുവാരുക
1071,baden::V,lavari,നീന്തിത്തുടിക്കുക
1072,sich waschen::V,lavari,കഴുകുക
1073,ausziehen::V,exuere,ഇഴുക്കുക
1074,anziehen::V,induere,ഉടുക്കുക
1075,sich anziehen::V,vestiri,ധരിച്ച നേടുകയുക
1076,kämmen::V,pectere,മുടിചീകുക
1077,schmücken::V,ornare,അലങ്കരിക്കുക
1078,schmücken::V,decorare,അലങ്കരിക്കുക
1079,sagen::V,dicere,പറയുക
1080,sprechen::V,fari,സംസാരിക്കുക
1081,reden::V,loqui,സംസാരിക്കുക
1082,sich unterhalten::V,colloqui,നർമ്മസല്ലാപം നടത്തുക
1083,sich unterhalten::V,disputare,നർമ്മസല്ലാപം നടത്തുക
1084,fragen::V,rogare,ചോദിക്കുക
1085,fragen::V,quaerere,ചോദിക്കുക
1086,bitten::V,orare,അപേക്ഷിക്കുക
1087,bitten::V,rogare,അപേക്ഷിക്കുക
1088,erzählen::V,narrare,പറയുക
1089,mitteilen::V,communicare,അറിയിക്കുക
1090,nennen::V,appellare,പേരിടുക
1091,rufen::V,vocare,വിളിക്കുക
1092,prahlen::V,gloriari,പൊങ്ങച്ചം പറയുക
1093,übersetzen::V,vertere,പരിഭാഷപ്പെടുത്തുക
1094,denken::V,cogitare,ചിന്തിക്കുക
1095,glauben::V,credere,വിശ്വസിക്കുക
1096,bemerken::V,animadvertere,ശ്രദ്ധിക്കുക
1097,erkennen::V,cognoscere,തിരിചറിയുക
1098,begreifen::V,comprehendere,കൈപ്പിടിയിലാക്കുക
1099,verstehen::V,intellegere,മനസ്സിലാക്കുക
1100,lernen::V,discere,പഠിക്കുക
1101,wissen::V,scire,അറിയുക
1102,sich erinnern an::V,meminisse,ഓർമിക്കുക
1103,vergessen::V,oblivisci,മറക്കുക
1104,messen::V,metiri,അളക്കുക
1105,zählen::V,numerare,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1106,rechnen::V,reri,ഗണിക്കുക
1107,rechnen::V,calculare,ഗണിക്കുക
1108,lesen::V,legere,വായിക്കുക
1109,malen::V,pingere,ചിത്രം വരയ്ക്കുക
1110,zeichnen::V,scribere,വരയ്ക്കുക
1111,schreiben::V,scribere,എഴുതുക
1112,besitzen::V,possidere,സ്വന്തമാക്കുക
1113,kaufen::V,emere,വാങ്ങുക
1114,verkaufen::V,vendere,വിൽക്കുക
1115,bezahlen::V,pendere,പരിഹാരം ചെയ്യുക
1116,zahlen::V,solvere,പണം അടയ്ക്കുക
1117,beherrschen::V,regere,ഭരിക്കുക
1118,beherrschen::V,imperare,ഭരിക്കുക
1119,ertragen::V,tolerare,താങ്ങുക
1120,ertragen::V,sustinere,താങ്ങുക
1121,wünschen::V,,ആഗ്രഹിക്കുക
1122,wiegen::V,,ഇളകുക
