,Concept_ID,fa,ba
173,Fuchs::N,روباه,төлкө
174,Hase::N,خرگوش,ҡуян
175,Maus::N,موش,сысҡан
176,Wolf::N,گرگ,бүре
177,Vogel::N,پرنده,ҡош
178,Schwarm::N,دسته,көтөү
179,Huhn::N,مرغ,тауыҡ
180,Hahn::N,خروس,әтәс
181,Gans::N,غاز,ҡаҙ
182,Adler::N,عقاب,бөркөт
183,Ente::N,اردک,өйрәк
184,Ente::N,مرغابی,өйрәк
185,Eule::N,جغد,өкө
186,Eule::N,جغد,ябалаҡ
187,Kranich::N,درنا,торна
188,Krähe::N,زاغ,ҡарға
189,Krähe::N,کلاغ,ҡарға
190,Kuckuck::N,فاخته,кәкүк
191,Schwan::N,قو,аҡҡош
192,Fisch::N,ماهی,балыҡ
193,Barsch::N,ماهی خاردار,алабуға
194,Hecht::N,اردک ماهی,суртан
195,Schlange[Tier]::N,مار,йылан
196,Wurm::N,کرم,селяүсен
197,Spinne::N,عنکبوت,үрмәксе
198,Ameise::N,مورچه,ҡырмыҫҡа
199,Laus::N,شپش,бет
200,Mücke::N,پشه,серәкәй
201,Fliege::N,مگس,себен
202,Schmetterling::N,پروانه,күбәләк
203,Beere::N,گیله,еләк
204,Apfel::N,سیب,алма
205,Pilz::N,قارچ,бәшмәк
206,Zwiebel::N,پیاز,һуган
207,Saat::N,بذر,орлоҡ
208,Korn::N,تخم,иген
209,Korn::N,دانه,иген
210,Heu::N,علف خشک,бесән
211,Schale::N,پوست,ҡабыҡ
212,Grube::N,گودال,соҡор
213,Falle::N,دام,тоҙак
214,Falle::N,دام,ҡапҡан
215,Schlinge::N,حلقه,тоҙак
216,Spur::N,رد,әҫер
217,Asche::N,خاکستر,көл
218,Dreck::N,کثافت,батҡаҡ
219,Eisen::N,آهن,тимер
220,Gold::N,زر,алтын
221,Gold::N,طلا,алтын
222,Silber::N,نقره,көмөш
223,Kohle::N,زغال,күмер
224,Glas::N,شیشه,быяла
225,Lehm::N,گل,балсыҡ
226,Sand::N,شن,ҡом
227,Sand::N,ماسه,ҡом
228,Mensch::N,آدم,кеше
229,Mensch::N,انسان,кеше
230,Mann::N,مرد,ир
231,Frau::N,زن,ҡатын
232,Kind::N,بچه,бала
233,Kind::N,کودک,бала
234,Junge::N,پسر,малай
235,Mädchen::N,دختر,ҡыҙ
236,Mädchen::N,دختر,ҡыҙыҡай
237,Familie::N,فامیل,ғаилә
238,Familie::N,خانواده,ғаилә
239,Großvater::N,پدربزرگ,олатай
240,Großmutter::N,مادر‌بزرگ,әбәй
241,Eltern::N,والدین,ата-әсә
242,Eltern::N,پدر‌و‌مادر,ата-әсә
243,Vater::N,پدر,атай
244,Mutter::N,مادر,әсә
245,Sohn::N,پسر,ул
246,Tochter::N,دختر,ҡыҙ
247,Bruder::N,برادر,агай
248,Schwester::N,خواهر,алай
249,Schwester::N,خواهر,һеңле
250,Onkel::N,عمو,ағай
251,Onkel::N,دایی,ағай
252,Tante::N,عمه,апай
253,Tante::N,خاله,апай
254,Ehemann::N,همسر,ир
255,Ehefrau::N,همسر,ҡатын
256,Freude::N,شادی,шатлыҡ
257,Freude::N,شادی,ҡыуаныс
258,Gelächter::N,خنده,көлөү
259,Gelächter::N,قاه‌قاه,көлөү
260,Glück::N,اقبال,бәхет
261,Kummer::N,غم,ҡайғы
262,Kummer::N,غصه,ҡайғы
263,Wunsch::N,آرزو,теләк
264,Lust::N,هوس,әүәҫлек
265,Geist::N,روح,аң
266,Geist::N,روح,рух
267,Gedanke::N,فکر,уй
268,Gedanke::N,فکر,фекер
269,Gedächtnis::N,حافظه,хәтер
270,Verstand::N,هوش,аҡыл
271,Sinn::N,معنا,мәғәня
272,Sinn::N,مفهوم,мәғәня
273,Grund::N,سبب,сәбәп
274,Grund::N,دلیل,сәбәп
275,Wahrheit::N,حقیقت,дөрөҫлөк
276,Gespräch::N,صحبت,әңгәмә
277,Gespräch::N,گفتگو,әңгәмә
278,Märchen::N,قصه,әкиәт
279,Märchen::N,افسانه,әкиәт
280,Erzählung::N,داستان,хикәйә
281,Nachricht::N,خبر,хәбәр
282,Neuigkeit::N,خبر تازه,яңылыҡ
283,Name::N,اسم,исем
284,Rätsel::N,معما,йомаҡ
285,Rede::N,سخن,телмәр
286,Sprache::N,زبان,тел
287,Sprache::N,زبان,телмәр
288,Stimme::N,صدا,тауыш
289,Wort::N,کلمه,һүҙ
290,Zeichen::N,نشان,билдә
291,Zeichen::N,علامت,билдә
292,Ruf::N,صدا,саҡырыу
293,Lärm::N,هیاهو,шаулау
294,Laut::N,صدا,тауыш
295,Ton::N,آهنگ,яңғырау
296,Lied::N,آواز,йыр
297,Lied::N,ترانه,йыр
298,Ruhe::N,آرامش,ял
299,Ruhe::N,آرامش,тыныслыҡ
300,Leute::N,مردم,кешеләр
301,Volk::N,خلق,халҡ
302,Arbeit::N,کار,эш
303,Gast::N,مهمان,ҡунаҡ
304,Geschenk::N,هدیه,бүләк
305,Spiel::N,بازی,уйын
306,Gesellschaft::N,جمعیت,йәмғиәт
307,Hilfe::N,کمک,ярҙам
308,Freund::N,دوست,дуҫ
309,Kamerad::N,رفیق,иптәш
310,Angelegenheit::N,امر,әш
311,Angelegenheit::N,قضیه,әш
312,Anzahl::N,عده,һан
313,Anzahl::N,شمار,һан
314,Art::N,نوع,төр
315,Stück::N,تکه,киҫәк
316,Stück::N,قطعه,киҫәк
317,Teil::N,بخش,өлөш
318,Teil::N,قسمت,өлөш
319,Hälfte::N,نیم,ярты
320,Kreis::N,حلقه,түңәрәк
321,Kreis::N,دایره,түңәрәк
322,Kreuz::N,صلیب,тәре
323,Linie::N,خط,һыҙыҡ
324,Linie::N,سطر,һыҙыҡ
325,Strich::N,خط,һыҙат
326,Abstand::N,فاصله,ара
327,Entfernung::N,مسافت,алыҫлыҡ
328,Gegend::N,منطقه,урын
329,Platz::N,گنجایش,арауыҡ
330,Ort::N,جا,ерҙәр
331,Ort::N,جا,урындар
332,Ort::N,جا,эш урыны
333,Ort::N,محل,ерҙәр
334,Ort::N,محل,урындар
335,Ort::N,محل,эш урыны
336,Ort::N,مکان,ерҙәр
337,Ort::N,مکان,урындар
338,Ort::N,مکان,эш урыны
339,Seite::N,طرف,яҡ
340,Mitte::N,وسط,урталыҡ
341,Mitte::N,میان,урталыҡ
342,Gegenstand::N,چیز,нәмә
343,Sache::N,چیز,нәмә
344,Sache::N,چیز,әйбер
345,Rand::N,کنار,сит
346,Rand::N,حاشیه,сит
347,Kante::N,لبه,ҡабырға
348,Kante::N,لبه,ян
349,Ecke::N,گوشه,мөйөш
350,Spitze::N,سر,ос
351,Spitze::N,نوک,ос
352,Ende::N,ته,аҙаҡ
353,Ende::N,آخر,аҙаҡ
354,Loch::N,سوراخ,тишек
355,Winkel::N,کنج,мөйөш
356,Muster::N,نقش,биҙәк
357,Größe::N,قد,ҙурлыҡ
358,Größe::N,بزرگی,ҙурлыҡ
359,Länge::N,طول,оҙонлоҡ
360,Höhe::N,بلندی,бейеклек
361,Gewicht::N,وزن,үлсәү
362,Menge::N,مقدار,һан
363,Menge::N,اندازه,һан
364,Haufen::N,توده,өйөм
365,Reihe::N,ردیف,рәт
366,Boot::N,قایق,кәмә
367,Ruder::N,پارو,ишкәк
368,Schlitten::N,سورتمه,сана
369,Ski::N,اسکی,саңгы
370,Lagerfeuer::N,آتش,костер
371,Last::N,بار,ауырлыҡ
372,Last::N,سنگینی,ауырлыҡ
373,Gang::N,راه رفتن,барыу
374,Schritt::N,قدم,аҙым
375,Norden::N,شمال,төньяҡ
376,Süden::N,جنوب,көньяҡ
377,Westen::N,غرب,көнбайыш
378,Osten::N,شرق,көнсығыш
379,Holz::N,چوب,үағас
380,Brett::N,تخته,таҡта
381,Platte::N,صفحه,плита
382,Stütze::N,تکیه,терәк
383,Stange::N,میله,кәртә
384,Stock::N,چوب,таяҡ
385,Stab::N,عصا,ҡолға
386,Rohr::N,لوله,торба
387,Haus::N,منزل,өй
388,Haus::N,منزل,йорт
389,Heim::N,خانه,өй
390,Heim::N,کاشانه,өй
391,Ofen::N,بخاری,мейес
392,Fußboden::N,کف اتاق,енес
393,Tisch::N,میز,өҫтәл
394,Stuhl::N,صندلی,ултырғыс
395,Wiege::N,گهواره,бишек
396,Bett::N,تختخواب,карауат
397,Regal::N,قفسه,кәштә
398,Kiste::N,صندوق,йәшинк
399,Fenster::N,پنجره,тәҙрә
400,Tür::N,در,ишек
401,Tür::N,درب,ишек
402,Tor::N,دروازه,ҡапҡа
403,Zaun::N,حصار,ҡойма
404,Dach::N,بام,түбә
405,Dach::N,بام,ҡыйыҡ
406,Leiter::N,نردبان,баҫҡыс
407,Besen::N,جارو,һепертке
408,Spaten::N,بیل,көрәк
409,Schaufel::N,بیل,көрәк
410,Schaufel::N,پارو,көрәк
411,Gabel::N,چنگال,сәнске
412,Löffel::N,قاشق,ҡалаҡ
413,Messer::N,کارد,бысаҡ
414,Nagel::N,میخ,сөй
415,Netz::N,تور,ау
416,Netz::N,شبکه,ау
417,Haken::N,قلاب,ыргаҡ
418,Griff::N,دسته,тотҡа
419,Schloss::N,قفل,йоҙаҡ
420,Bild::N,عکس,картина
421,Bild::N,تصویر,картина
422,Figur::N,تندیس,һын
423,Puppe::N,عروسک,ҡурсаҡ
424,Beutel::N,کیسه,тоҡ
425,Bündel::N,بسته,төргәк
426,Tasche::N,کیف,сумка
427,Eimer::N,سطل,биҙрә
428,Deckel::N,در,ҡапҡас
429,Geschirr::N,ظرف,һауыт-һаба
430,Sack::N,گونی,тоҡ
431,Tasse::N,فنجان,сынаяҡ
432,Topf::N,دیگ,кәстрүл
433,Topf::N,قابلمه,кәстрүл
434,Kessel::N,دیگ,ҡаҙан
435,Essen::N,خوراک,ашау
436,Nahrung::N,غذا,аҙыҡ
437,Speise::N,خوراک,аш
438,Fleisch::N,گوشت,ит
439,Getreide::N,غله,иген
440,Getreide::N,غله,ашлыҡ
441,Brei::N,فرنی,бутҡа
442,Brei::N,حریره,бутҡа
443,Brot::N,نان,икмәк
444,Scheibe::N,قاچ,телем
445,Scheibe::N,لزگه,телем
446,Fett::N,چربی,май
447,Butter::N,کره,май
448,Öl::N,روغن,май буяуы
449,Salz::N,نمک,тоҙ
450,Suppe::N,آش,һурпа
451,Suppe::N,سوپ,һурпа
452,Honig::N,عسل,бал
453,Milch::N,شیر,һөт
454,Tee::N,چای,сәй
455,Leder::N,چرم,күн
456,Wolle::N,پشم,йөн
457,Stoff::N,پارچه,туҡыма
458,Nadel::N,سوزن,энә
459,Faden::N,نخ,еп
460,Knopf::N,دکمه,төймә
461,Knoten::N,گره,төйөн
462,Farbe::N,رنگ,буяу
463,Kleidung::N,لباس,кейем
464,Kleidung::N,پوشاک,кейем
465,Hemd::N,پیراهن,күлдәк
466,Kragen::N,یقه,яға
467,Ärmel::N,آستین,ең
468,Hose::N,شلوار,салбар
469,Gürtel::N,کمر‌بند,ҡайыш
470,Mütze::N,کلاه,бүрк
471,Schuh::N,کفش,туфли
472,Stiefel::N,چکمه,итек
473,Ring::N,حلقه,йөҙөк
474,Ring::N,حلقه,балдаҡ
475,Ring::N,انگشتر,йөҙөк
476,Ring::N,انگشتر,балдаҡ
477,Band::N,نوار,таҫма
478,Band::N,روبان,таҫма
479,Kamm::N,شانه,тараҡ
480,Spiegel::N,آینه,көзгө
481,Riemen::N,تسمه,ҡайыш
482,Schnur::N,ریسمان,бау
483,Leine::N,قلاده,бау
484,Decke::N,پتو,одеяд
485,Kissen::N,بالش,мендәр
486,Tuch::N,شال,яулыҡ
487,Handtuch::N,حوله,таҫтамал
488,Kraft::N,نیرو,көс
489,Stärke::N,زور,көс
490,Gesundheit::N,سلامتی,һаулыҡ
491,Gesundheit::N,تندرستی,һаулыҡ
492,Krankheit::N,بیماری,сир
493,Krankheit::N,بیماری,ауырыу
494,Schmerz::N,درد,һыҙлау
495,Schmerz::N,درد,әрнеү
496,Wunde::N,زخم,йәрәхәт
497,Fieber::N,تب,тапма
498,Fieber::N,تب,биҙгәк
499,Arznei::N,دارو,дарыу
500,Brücke::N,پل,күпер
501,Brunnen::N,چاه,ҡоҙоҡ
502,Weide::N,چراگاه,көтөүлек
503,Pfad::N,راه,һуҡмаҡ
504,Weg::N,راه,юл
505,Weg::N,طریق,юл
506,Straße::N,راه,урам
507,Straße::N,جاده,урам
508,Dorf::N,ده,ауыл
509,Dorf::N,روستا,ауыл
510,Stadt::N,شهر,ҡала
511,Brief::N,نامه,хат
512,Buch::N,کتاب,китап
513,Buch::N,کتاب,кенәгә
514,Buchstabe::N,حرف,хәреф
515,Zeitung::N,روزنامه,гәзит
516,Leben::N,عمر,йәшәү
517,Leben::N,زندگی,йәшәү
518,Tod::N,مرگ,үлем
519,Grab::N,گور,ҡәбер
520,Grab::N,مزار,ҡәбер
521,Kirche::N,کلیسا,сиркәү
522,Sünde::N,بزه,гөнаһ
523,Sünde::N,گناه,гөнаһ
524,Gott::N,خدا,алла
525,Gott::N,خدا,хоҙай
526,Arbeiter::N,کارگر,эшсе
527,Chef::N,رئیس,башлыҡ
528,Meister::N,استاد,оҫта
529,Arzt::N,پزشک,врач
530,Lehrer::N,معلم,уҡытыусы
531,Lehrer::N,آموزگار,уҡытыусы
532,Geld::N,پول,аҡса
533,Geschäft::N,کار,эш
534,Geschäft::N,بیزنس,эш
535,Laden::N,دکان,магазин
536,Laden::N,مغازه,магазин
537,Preis::N,بها,хаҡ
538,Preis::N,قیمت,хаҡ
539,Ware::N,جنس,тауар
540,Ware::N,کالا,тауар
541,Nutzen::N,مزیت,файҙа
542,Nutzen::N,امتیاز,файҙа
543,Reichtum::N,مال,байлыҡ
544,Reichtum::N,ثروت,байлыҡ
545,Welt::N,دنیا,донъя
546,Land::N,کشور,ил
547,Land::N,مملکت,ил
548,Staat::N,دولت,дәүләт
549,König::N,شاه,король
550,König::N,پادشاه,король
551,Macht::N,قدرت,власть
552,Macht::N,اختیار,власть
553,Grenze::N,مرز,сик
554,Krieg::N,جنگ,һуғыш
555,Feind::N,دشمن,йылан
556,Gewalt::N,زور,көслөк
557,Gewalt::N,خشونت,көслөк
558,Kampf::N,نبرد,көрәш
559,Kampf::N,مبارزه,көрәш
560,Bogen[Waffe]::N,کمان,йәйә
561,Pfeil::N,تیر,уҡ
562,Gewehr::N,تفنگ,мылтыҡ
563,Fehler::N,غلط,хата
564,Fehler::N,اشتباه,хата
565,Lüge::N,دروغ,ялған
566,Schaden::N,آسیب,зыян
567,Schaden::N,آسیب,зарар
568,Schaden::N,خسارت,зыян
569,Schaden::N,خسارت,зарар
570,Unglück::N,بلا,ҡаза
571,Schuld::N,گناه,ғәйеп
572,Schuld::N,تقصیر,ғәйеп
573,Alter::N,سن,йәш
574,Alter::N,عمر,йәш
575,Schluss::N,انتها,һуң
576,Schluss::N,انتها,аҙаҡ
577,Zeit::N,وقت,мәл
578,Zeit::N,وقت,заман
579,Zeit::N,زمان,мәл
580,Zeit::N,زمان,заман
581,Tag::N,روز,көн
582,Morgen::N,صبح,иртә
583,Morgen::N,صبح,иртәнсәк
584,Mittag::N,ظهر,төш
585,Abend::N,شب,кис
586,Abend::N,عصر,кис
587,Nacht::N,شب,төн
588,Woche::N,هفته,аҙна
589,Monat::N,ماه,ай
590,Jahr::N,سال,йыл
591,Frühling::N,بهار,яҙ
592,Sommer::N,تابستان,йәй
593,Herbst::N,پاییز,көз
594,Winter::N,زمستان,ҡыш
595,Januar::N,ژانویه,ғинуар
596,Februar::N,فوریه,февраль
597,März::N,مارس,март
598,April::N,آوریل,апрель
599,Mai::N,مه,май
600,Juni::N,ژوئن,июнь
601,Juli::N,ژویه,июль
602,August::N,اوت,август
603,September::N,سپتامبر,сентябрь
604,Oktober::N,اکتبر,октябрь
605,November::N,نوامبر,ноябрь
606,Dezember::N,دسامبر,декабрь
607,Montag::N,دو‌شنبه,дүшәмбе
608,Dienstag::N,سه‌شنبه,шишәмбе
609,Mittwoch::N,چهار‌شنبه,шаршамбы
610,Donnerstag::N,پنج شنبه,кесаҙна
611,Freitag::N,جمعه,йома
612,Samstag::N,شنبه,шәмбе
613,Sonntag::N,یکشنبه,йәкшәмбе
614,groß::A,بزرگ,ҙур
615,klein::A,کوچک,бәләкәс
616,lang::A,بلند,оҙон
617,kurz::A,کوتاه,ҡыҫҡа
618,breit::A,پهن,киң
619,schmal::A,تنگ,тар
620,schmal::A,نازک,тар
621,dicht::A,چگال,йыш
622,dicht::A,چگال,ҡуйы
623,dicht::A,انبوه,йыш
624,dicht::A,انبوه,ҡуйы
625,dick[Gegenstand]::A,ضخیم,ҡалын
626,dünn::A,نازک,йоҡа
627,dünn::A,نازک,нәҙек
628,fein::A,ریز,нескә
629,fein::A,باریک,нескә
630,fest::A,محکم,ныҡ
631,flach::A,صاف,яҫы
632,flach::A,صاف,ялпаҡ
633,flach::A,مسطح,яҫы
634,flach::A,مسطح,ялпаҡ
635,glatt::A,لیز,шыма
636,hart::A,سفت,ҡаты
637,weich::A,نرم,йомшаҡ
638,weich::A,ملایم,йомшаҡ
639,rund::A,گرد,түңәрәк
640,spitz::A,تیز,осло түбәле
641,spitz::A,نوک‌تیز,осло түбәле
642,scharf::A,تیز,үткер
643,scharf::A,برنده,үткер
644,stumpf::A,کند,утмәҫ
645,schwer::A,سنگین,ауыр
646,schön::A,زیبا,матур
647,heiß::A,داغ,эҫе
648,warm::A,گرم,йылы
649,kalt::A,سرد,һыуыҡ
650,kühl::A,خنک,һалҡынса
651,frisch::A,تازه,һалҡынса
652,feucht::A,مرطوب,еүеш
653,feucht::A,مرطوب,дымлы
654,nass::A,تر,еүеш
655,nass::A,خیش,еүеш
656,trocken::A,خشک,кипкән
657,voll::A,پر,тулы
658,leer::A,خالی,буш
659,offen::A,باز,асыҡ
660,geschlossen::A,بسته,ябыҡ
661,sauber::A,پاک,таҙа
662,sauber::A,تمیز,таҙа
663,schmutzig::A,کثیف,бысраҡ
664,schmutzig::A,آلوده,бысраҡ
665,roh::A,خام,сей
666,reif::A,رسیده,өлгөрғән
667,lecker::A,لذیذ,тәмле
668,lecker::A,خوشمزه,тәмле
669,süß::A,شیرین,тямле
670,süß::A,شیرین,тәм-том
671,bitter::A,تلخ,әсе
672,sauer::A,ترش,әсе
673,hell::A,روشن,яҡты
674,dunkel::A,تاریک,ҡараңғы
675,schwarz::A,سیاه,ҡара
676,weiß::A,سفید,аҡ
677,rot::A,سرخ,матур
678,rot::A,سرخ,һылыу
679,rot::A,سرخ,сибәр
680,rot::A,قرمز,матур
681,rot::A,قرمز,һылыу
682,rot::A,قرمز,сибәр
683,gelb::A,زرد,һары
684,blau::A,آبی,күк
685,grün::A,سبز,йәшел
686,grau::A,طوسی,буҙ
687,grau::A,خاکستری,буҙ
688,bunt::A,رنگارنگ,сыбар
689,bunt::A,رنگارنگ,ала-ҡола
690,billig::A,ارزان,арзан
691,teuer::A,گران,ҡыйбатлы
692,wertvoll::A,قیمتی,ҡиммәтле
693,wertvoll::A,گرانبها,ҡиммәтле
694,blind::A,کور,һуҡыр
695,blind::A,نابینا,һуҡыр
696,taub::A,کر,һаңғырау
697,taub::A,ناشنوا,һаңғырау
698,kräftig::A,قوی,көслө
699,kräftig::A,قوی,ҡеүәтле
700,stark::A,قوی,көслө
701,stark::A,قوی,ҡеүәтле
702,stark::A,نیرومند,көслө
703,stark::A,نیرومند,ҡеүәтле
704,schwach::A,ضعیف,көсһөҙ
705,fett::A,چرب,һимеҙ
706,schlank::A,باریک‌اندام,зифа
707,hübsch::A,قشنگ,матур
708,hübsch::A,خوشگل,матур
709,böse::A,بد,асыулы
710,dumm::A,احمق,иҫәр
711,faul::A,لش,иренсәк
712,faul::A,تنبل,иренсәк
713,fleißig::A,زرنگ,тырыш
714,geizig::A,خسیس,һаран
715,klug::A,عاقل,аҡыллы
716,klug::A,باهوش,аҡыллы
717,geschickt::A,ماهر,оҫта
718,lieb::A,عزیز,яғымлы
719,lustig::A,شاد,күңелле
720,lustig::A,خوشحال,күңелле
721,sanft::A,لطیف,йыуаш
722,hungrig::A,گرسنه,ас
723,krank::A,مریض,сирле
724,krank::A,مریض,ауырыу
725,krank::A,بیمار,сирле
726,krank::A,بیمار,ауырыу
727,nackt::A,لخت,яланғас
728,nackt::A,برهنه,яланғас
729,traurig::A,غمگین,яманһыу
730,lebendig::A,زنده,тере
731,lebendig::A,زنده,йәнле
732,gut::A,خوب,яҡшы
733,schlecht::A,بد,хөрт
734,schlecht::A,بد,алама
735,richtig::A,درست,дөрөҫ
736,schlimm::A,وخيم,хөрт
737,schlimm::A,وخيم,алама
738,wahr::A,درست,дөрөҫ
739,wahr::A,حقیقی,дөрөҫ
740,alt::A,کهنه,иҫке
741,alt::A,کهنه,боронғо
742,neu::A,نو,яңы
743,ehemalig::A,قبلی,элекке
744,alt[Lebewesen]::A,پیر,ҡарт
745,jung::A,جوان,йәш
746,arm::A,فقیر,фәҡир
747,reich::A,پولدار,бай
748,reich::A,ثروتمند,бай
749,bekannt::A,آشنا,таныш
750,bekannt::A,معلوم,таныш
751,berühmt::A,مشهور,атаҡлы
752,berühmt::A,مشهور,данлыҡлы
753,fremd::A,خارجی,ят
754,fremd::A,خارجی,сит
755,fremd::A,بیگانه,ят
756,fremd::A,بیگانه,сит
757,verschieden::A,مختلف,төрлө
