,Concept_ID,pl,te
693,hinauf::ADV,na górę,పైకి
694,überall::ADV,wszędzie,అంతటా
695,nicht::ADV,nie,కాదు
696,ein wenig::ADV,trochę,కొంచెము
697,kaum::ADV,ledwie,చాలిచాలక
698,kaum::ADV,prawie nie,చాలిచాలక
699,sehr::ADV,bardzo,చాల
700,so::ADV,tak,ఆలాగున
701,noch::ADV,jeszcze,ఇప్పటికిని
702,nur::ADV,tylko,మాత్రము
703,schon::ADV,już,ఇదివఱకే
704,wieder::ADV,znów,తిరిగి
705,wieder::ADV,znowu,తిరిగి
706,vergebens::ADV,na próżno,నిష్ఫలముగా
707,vor::PRP,przed,ముందు
708,hinter::PRP,za,వెనుక
709,unter::PRP,pod,క్రింద
710,durch::PRP,przez,ద్వారా
711,neben::PRP,obok,దగ్గెర
712,zwischen::PRP,między,మధ్య
713,wegen::PRP,z powodu,కారణంగా
714,dies::PRN,to,ఇది
715,das::PRN,to,అది
716,alles::PRN,wszystko,సకలము
717,ich::PRN,ja,నేను
718,du::PRN,ty,నీవు
719,er::PRN,on,అతడు
720,wir::PRN,my,మనము
721,ihr::PRN,wy,మీరు
722,sie::PRN,oni,వారు
723,was::FPRN,co,ఏమి
724,wer::FPRN,kto,ఎవడు
725,wo::FADV,gdzie,ఎక్కడ
726,wohin::FADV,dokąd,ఎందుకు
727,wie::FADV,jak,ఎట్టు
728,warum::FADV,dlaczego,ఏల
729,wieviel::FNUM,ile,ఎంత
730,eins::NUM,jeden,ఒకటి
731,zwei::NUM,dwa,రెండు
732,drei::NUM,trzy,మూడు
733,vier::NUM,cztery,నాలుగు
734,fünf::NUM,pięć,అయిదు
735,sechs::NUM,sześć,ఆఱు
736,sieben::NUM,siedem,ఏరు
737,acht::NUM,osiem,ఎనిమదు
738,neun::NUM,dziewięć,తొమ్మిది
739,zehn::NUM,dziesięć,పది
740,elf::NUM,jedenaście,పదునొకొండు
741,zwölf::NUM,dwanaście,పండ్రండు
742,zwanzig::NUM,dwadzieścia,ఇరుపది
743,dreißig::NUM,trzydzieści,ముప్పది
744,vierzig::NUM,czterdzieści,నలువది
745,fünfzig::NUM,pięćdziesiąt,ఏబది
746,sechzig::NUM,sześćdziesiąt,అరుపది
747,siebzig::NUM,siedemdziesiąt,డెబ్బది
748,achtzig::NUM,osiemdziesiąt,ఎనుబది
749,neunzig::NUM,dziewięćdziesiąt,తొంబది
750,hundert::NUM,sto,నూఱు
751,tausend::NUM,tysiąc,వేయి
752,und::CNJ,i,మఱియు
753,oder::CNJ,lub,లేక
754,oder::CNJ,albo,లేక
755,stehen::V,stać,నిలుచు
756,sitzen::V,siedzieć,కూర్చుండు
757,liegen::V,leżeć,పండుకొనుట
758,hängen::V,wisieć,వ్రేలాడదీయు
759,werden::V,zostać,అగు
760,werden::V,stać się,అగు
761,passieren::V,dziać się,సంభవించు
762,passieren::V,zdarzyć się,సంభవించు
763,beginnen::V,zacząć się,ఆరంభించు
764,enden::V,kończyć się,తీరుట
765,wechseln::V,zmienić się,మార్చు
766,aufgehen[Sonne]::V,wzejść,ఉదయించు
767,untergehen[Sonne]::V,zajść,అస్తమించు
768,scheinen[Sonne]::V,świecić,ప్రకాశించు
769,donnern::V,grzmieć,ఉరుముట
770,wehen::V,wiać,దురద్పప్టము
771,strömen::V,płynąć,పారుట
772,strömen::V,lać się,పారుట
773,fließen::V,ciec,ప్రవహించు
774,fließen::V,płynąć,ప్రవహించు
775,sich drehen::V,obracać się,తిరుగు
776,schwanken::V,chwiać się,ఆడించుట
777,schwingen::V,wahać się,ఊగుట
778,fallen::V,padać,పడు
779,brennen::V,palić się,కాలుట
780,rauchen::V,dymić,పొగసుట
781,rauchen::V,dymić się,పొగసుట
782,regnen::V,padać,కురిపించుట
783,gefrieren::V,zamarznąć,గడ్డకట్టు
784,tauen::V,tajać,కరగు
785,schmelzen::V,topnieć,కరగు
786,trocknen::V,schnąć,యెండుట
787,sieden::V,wrzeć,ఉడుకు
788,sieden::V,kipieć,ఉడుకు
789,faulen::V,gnić,క్రుళ్లు
790,verfaulen::V,zgnić,క్షిణించు
791,reißen::V,urywać się,చించు
792,versinken::V,tonąć,మునుగు
793,vergehen::V,przechodzić,సంభవించు
794,erscheinen::V,zjawiać się,కనబడు
795,verschwinden::V,zniknąć,అదృశ్యమగు
796,sinken::V,spadać,ముణుగుట
797,abnehmen::V,spadać,తగ్గు
798,zunehmen::V,wzrosnąć,పెరుగుట
799,steigen::V,wzrastać,లేచు
800,wachsen::V,rosnąć,పెరుగు
801,glänzen::V,błyszczeć,ప్రకాశించు
802,funkeln::V,zabłyszczeć,ప్రకాశించు
803,lärmen::V,hałasować,అరుచుట
804,läuten::V,dzwonić,మేళవించుట
805,klingeln::V,dzwonić,వాయించుట
806,klirren::V,brzęczeć,ఘంటానాదము
807,brausen::V,huczeć,గర్జించు
808,rauschen::V,szumieć,చటచటమనుట
809,rauschen::V,szeleścić,చటచటమనుట
810,klingen::V,brzmieć,ధ్వనించుట
811,klingen::V,dźwięczeć,ధ్వనించుట
812,bellen::V,szczekać,అఱచు
813,heulen::V,wyć,కూయు
814,blasen::V,dmuchnąć,దురద్పప్టము
815,pfeifen::V,gwizdać,ఈలవేయు
816,schreien::V,krzyczeć,అఱచు
817,stöhnen::V,stękać,మూలుగు
818,zittern::V,drżeć,వణకు
819,leben::V,żyć,జీవించుట
820,geboren werden::V,urodzić się,పుట్టుట
821,atmen::V,oddychać,ఉపిరి తీయు
822,trinken::V,pić,త్రాగు
823,essen::V,jeść,తిను
824,schlucken::V,połknąć,మ్రింగు
825,müde werden::V,zmęczyć się,అలయు
826,einschlafen::V,zasnąć,నిద్రించు
827,schlafen::V,spać,నిద్రురించు
828,aufwachen::V,obudzić się,మేలుకొను
829,aufstehen::V,wstać,లేచు
830,sich erholen::V,wypoczywać,నడ్డి వాల్చు
831,krank werden::V,zachorować,జబ్బుపడు
832,krank sein::V,chorować,జబ్బు చేయు
833,schmerzen::V,boleć,నొచ్చుట
834,husten::V,kaszlać,దగ్గుట
835,genesen::V,wyzdrowieć,కుదురుట
836,sterben::V,umrzeć,మరణించు
837,umkommen::V,zginąć,నశించు
838,sich bewegen::V,poruszać się,కదలు
839,sich rühren::V,ruszyć się,కదలు
840,sich erheben::V,podnieść się,లేచు
841,sich setzen::V,usiąść,కూర్చుణ్డు
842,hinfallen::V,upaść,దొర్లు
843,laufen::V,chodzić,నడచు
844,schreiten::V,kroczyć,అడుగుపెట్టుట
845,spazierengehen::V,iść na spacer,పచారు చేయు
846,eilen::V,pospieszać,తొందరపడు
847,sich beeilen::V,pospieszyć się,త్వరపెట్టు
848,sausen::V,pędzić,విసరికొట్టు
849,rennen::V,biec,పరుగెత్తు
850,rennen::V,biegać,పరుగెత్తు
851,springen::V,skakać,దుముకు
852,klettern::V,wspinać się,ఎక్కు
853,schaukeln::V,huśtać,ఉయ్యాల ఊగు 
854,schaukeln::V,kołysać,ఉయ్యాల ఊగు 
855,kriechen::V,pełzać,ప్రాకు
856,kriechen::V,czołgać się,ప్రాకు
857,schwimmen::V,pływać,ఈదు
858,tauchen::V,zanurzać się,మునుగు
859,rudern::V,wiosłować,తెడ్లతోఁగడపు
860,fahren::V,jechać,నడపు
861,fliegen::V,latać,ఎగురు
862,fliegen::V,lecieć,ఎగురు
863,gehen::V,iść,పోవు
864,weggehen::V,odejść,బయలుదేరు
865,abfahren::V,odjechać,విడిచిపోవు
866,anhalten::V,zatrzymać się,నిలుపు
867,hineingehen::V,wchodzić,ప్రవేశించు
868,eintreten::V,wejść,ప్రవేశించు
869,eintreten::V,nastąpić,ప్రవేశించు
870,kommen::V,przyjść,వచ్చు
871,ankommen::V,przybyć,వచ్చి చేరు
872,zurückkommen::V,wrócić,తిరిగీవచ్చుట
873,bleiben::V,zostać,ఉండు
874,warten::V,czekać,కనిపెట్టు
875,erwarten::V,oczekiwać,నిరిక్షించు
876,suchen::V,szukać,వెదకు
877,finden::V,znaleźć,కనుగొను
878,versuchen::V,próbować,ప్రయత్నించు
879,vorbereiten::V,przygotować,తయారుచేయు
880,lieben::V,kochać,ప్రేమించు
881,mögen::V,lubić,ఇష్టపడు
882,lachen::V,śmiać się,నవ్వు
883,rühren::V,wzruszyć,గుండె తాకు
884,weinen::V,płakać,వీడ్చు
885,schimpfen::V,kląć,గొణుగు
886,sich ärgern::V,gniewać się,అలుగు
887,sich fürchten::V,bać się,భయపడు
888,fürchten::V,bać się,భయపడు
889,fliehen::V,uciekać,పాఱిపోపు
890,flüchten::V,uciec,తప్పించుకొను
891,sehen::V,widzieć,చూచు
892,sehen::V,zobaczyć,చూచు
893,anschauen::V,oglądać,చూచు
894,ansehen::V,popatrzeć na,కాచియుండు
895,hören::V,słyszeć,విను
896,zuhören::V,słuchać,విను
897,probieren::V,kosztować,చవిచూచుట
898,riechen::V,wąchać,వాసనచూచు
899,fühlen::V,czuć,స్పర్శించుట
900,fühlen::V,odczuwać,స్పర్శించుట
901,scheinen::V,wydawać się,కనబడు
902,zu sehen sein::V,widnieć,చూవు
903,vernehmen::V,usłyszeć,విను
904,frieren::V,marznąć,చలికి వడకు
905,tun::V,czynić,చేయు
906,können::V,móc,గల
907,können::V,umieć,గల
908,wollen::V,chcieć,కోరు
909,anfangen::V,zacząć,ఆరంభించు
910,beenden::V,zakończyć,ముగించు
911,aufhören::V,przestać,నిలుపు
912,gelingen::V,udać się,గెలుపాందు
913,geraten::V,udać się,వెలువడు
914,öffnen::V,otworzyć,తెఱచు
915,schließen::V,zamknąć,మూయు
916,stellen::V,postawić,ఉంచు
917,setzen::V,posadzić,ఉంచు
918,legen::V,kłaść,పెట్టు
919,berühren::V,dotykać,తాకు
920,verbinden::V,łączyć,చేర్చుట
921,bedecken::V,przykryć,మూయు
922,aufhängen::V,powiesić,వ్రేలాడదీయు
923,anzünden::V,zapalić,వెలిగించు
924,aufheben::V,podnieść,సేకరించు
925,zurücklassen::V,zostawić,విడుచు
926,verlieren::V,zgubić,పోగొట్టుకొను
927,fallen lassen::V,upuścić,జాఱవిడుచు
928,machen::V,zrobić,చేయు
929,herstellen::V,wytworzyć,ఉత్పత్తిచేయు
930,bauen::V,budować,నిర్మించు
931,reparieren::V,naprawiać,సరిచేయు
932,verbessern::V,ulepszyć,వృద్ధి చేయు
933,ändern::V,zmienić,మార్చు
934,graben::V,kopać,త్రవ్వు
935,beugen::V,zagiąć,వంచు
936,biegen::V,zgiąć,వంచు
937,drehen::V,obracać,నూలువడుకు
938,wenden::V,obrocić,త్రిప్పు
939,umdrehen::V,obrocić,త్రిప్పు
940,heben::V,podnosić,ఎత్తు
941,hochheben::V,podnieść,ఎత్తు
942,ergreifen::V,chwycić,వశపఱచుకొను
943,halten::V,trzymać,ఉంచు
944,drücken::V,naciskać,అణచు
945,schieben::V,pchać,నొక్కు
946,schieben::V,posuwać,నొక్కు
947,kratzen::V,drapać,గోకు
948,lecken::V,lizać,నాకు
949,beißen::V,kąsać,కఱచు
950,abreißen::V,oderwać,తెగతెంచు
951,abschneiden::V,odciąć,తెగకొట్టు
952,binden::V,wiązać,కట్టు
953,stecken::V,wetknąć,తగులుకొనివుండుట
954,brechen::V,złamać,పగులగొట్టు
955,klopfen::V,pukać,కొట్టు
956,klopfen::V,stukać,కొట్టు
957,hauen::V,bić,కొట్టు
958,kleben::V,kleić,అంటుకొను
959,reiben::V,trzeć,రాచు
960,streichen::V,smarować,వ్యాపింపజేయు
961,schleifen::V,ostrzyć,రాచు
962,schneiden::V,ciąć,కోయు
963,schneiden::V,krajać,కోయు
964,rütteln::V,trząść,కుదిలించుట
965,schütteln::V,trząść,కదల్చు
966,schwenken::V,machać,ఊచుట
967,schütten::V,nasypać,పోయు
968,füllen::V,napełnić,నింపు
969,einwickeln::V,zawinąć,చుట్టు
970,tragen::V,nieść,మోయు
971,schleppen::V,wlec,ఈడ్చు
972,ziehen::V,ciągnąć,ఈడ్చు
973,aufbewahren::V,przechowywać,కాపాడు
974,werfen::V,rzucać,విసరు
975,fangen::V,łowić,పట్టుకొను
976,packen::V,chwycić,పట్టుకొను
977,verstecken::V,ukryć,దాచు
978,verstecken::V,schować,దాచు
979,teilen::V,podzielić,భాగించు
980,schicken::V,posyłać,పంపు
981,bringen::V,przynieść,తెచ్చు
982,hinzufügen::V,dodać,చేర్చు
983,bekommen::V,dostać,సంపాదించు
984,erhalten::V,otrzymać,పుచ్చుకొను
985,nehmen::V,wziąć,తీసికొను
986,wählen::V,wybrać,ఇష్టపడు
987,auswählen::V,wybrać,ఏరుకొను
988,bewahren::V,zachować,భద్రపఱుచు
989,behindern::V,utrudnić,అడ్డగించుట
990,behindern::V,przeszkadzać,అడ్డగించుట
991,verderben::V,zepsuć,చెఱచు
992,beschädigen::V,uszkodzić,చెరుపుట
993,zerbrechen::V,złamać,పగులగొట్టు
994,zerreißen::V,drzeć,చించు
995,zerreißen::V,rozdzierać,చించు
996,zerstören::V,zniszczyć,వాశనము చేయు
997,verbrennen::V,spalić,కాల్చు
998,geben::V,dać,ఇచ్చు
999,reichen::V,podać,అందుకొనుట
1000,schenken::V,darować,అర్పించు
1001,versprechen::V,obiecać,వాగ్దత్తము చేయు
1002,wünschen::V,życzyć,కోరు
1003,loben::V,chwalić,స్తుతించు
1004,küssen::V,całować,ముద్దుపెట్టుకొను
1005,wiegen::V,kołysać,ఊచుట
1006,zudecken::V,przykryć,మూయు
1007,wecken::V,zbudzić,నిద్రపలేపుట
1008,zeigen::V,pokazać,చూవు
1009,führen::V,wieść,దారిచూపు
1010,führen::V,prowadzić,దారిచూపు
1011,lehren::V,uczyć,బోధించు
1012,unterrichten::V,nauczać,నేర్పు
1013,aufziehen::V,wychować,పెంచు
1014,leiten::V,kierować,తీసుకపోవుట
1015,antreiben::V,popędzić,ప్రేరేపించు
1016,lassen::V,zostawić,అనుమతించు
1017,einladen::V,zaprosić,ఆహ్వానించు
1018,vereinigen::V,zjednoczyć,కూడుట
1019,besuchen::V,odwiedzić,పోయి చూచు
1020,treffen::V,trafić,కలియు
1021,treffen::V,spotkać,కలియు
1022,sich versammeln::V,zebrać się,కూర్చు
1023,sich versammeln::V,zgromadzić się,కూర్చు
1024,spielen::V,grać,ఆట లాడు
1025,spielen::V,bawić się,ఆట లాడు
1026,singen::V,śpiewać,పాడు
1027,tanzen::V,pląsać,నృత్యముచేయు
1028,tanzen::V,tańczyć,నృత్యముచేయు
1029,sich trennen::V,rozstać się,ఎడబాయుట
1030,verlassen::V,opuścić,విడుచు
1031,retten::V,ocalić,తప్పించుట
1032,retten::V,uratować,తప్పించుట
1033,bewachen::V,pilnować,కాపాడు
1034,schützen::V,ochronić,రక్షించు
1035,verteidigen::V,bronić,రక్షించు
1036,sich schlagen::V,pobić się,జగడమాడు
1037,schießen::V,strzelać,కాల్చు
1038,siegen::V,zwycziężyć,గెలుచు
1039,ärgern::V,gniewać,పీడించుట
1040,schlagen::V,bić,కొట్టు
1041,schlagen::V,uderzyć,కొట్టు
1042,treten::V,kopnąć,తన్ను
1043,stechen::V,ukłuć,కుట్టు
1044,stoßen::V,popchnąć,గెంటు
1045,stehlen::V,ukraść,దొంగిలించు
1046,stören::V,zakłócić,కలతపఱచు
1047,stören::V,przeszkodzić,కలతపఱచు
1048,belästigen::V,dokuczać,పీడించు
1049,verbergen::V,ukryć,దాచు
1050,täuschen::V,łudzić,మోసము చేయు
1051,betrügen::V,oszukać,మోసపుచ్చు
1052,töten::V,zabić,చంపు
1053,wohnen::V,mieszkać,నివసించు
1054,arbeiten::V,pracować,పనిచేయు
1055,sammeln::V,zebrać,ప్రోగుచేయు
1056,pflücken::V,zerwać,యేరుట
1057,jagen::V,polować,వేటాడు
1058,fischen::V,łowić ryby,వెదకు
1059,fassen::V,złapać,పట్టుకొమ
1060,hüten::V,paść,మందచేరుట
1061,treiben::V,pędzić,నడపు
1062,anbinden::V,przywiązać,కట్టు
1063,füttern::V,karmić,భోజనము పెట్టు
1064,melken::V,doić,పాలు పితుకు
1065,hacken::V,rąbać,నఱకు
1066,gießen::V,lać,నీళ్ళుకట్టుట
1067,gießen::V,podlać,నీళ్ళుకట్టుట
1068,reifen::V,dojrzeć,పండుట
1069,zubereiten::V,przyrządzić,వండు
1070,kochen::V,gotować,వండు
1071,backen::V,piec,రొట్టెకాల్చు
1072,braten::V,piec,వేపు
1073,braten::V,smażyć,వేపు
1074,umrühren::V,przemieszać,కదులుట
1075,stricken::V,dziać,అల్లు
1076,nähen::V,szyć,కుట్టు
1077,färben::V,pofarbować,రంగు వేయు
1078,reinigen::V,oczyścić,శుభ్రము చేయు
1079,waschen::V,prać,కడుగు
1080,abwischen::V,obetrzeć,తుడుచు
1081,spülen::V,płukać,నీటిలో జడించు
1082,fegen::V,zamiatać,ఊడ్చు
1083,kehren::V,zamieść,ఊడ్చు
1084,baden::V,kąpać się,స్నానము చేయు
1085,sich waschen::V,myć się,కడుగు
1086,ausziehen::V,zdjąć,విప్పు
1087,anziehen::V,włożyć,ధరించు
1088,sich anziehen::V,ubrać się,బట్టలు వేసుకొను
1089,sich anziehen::V,ubrać się,తొడుగుకొను
1090,kämmen::V,uczesać,దువ్వుట
1091,schmücken::V,ozdabiać,అలంకరించు
1092,sagen::V,powiedzieć,చెప్పు
1093,sprechen::V,mówić,చెప్పు
1094,reden::V,mówić,మాటలాడు
1095,sich unterhalten::V,rozmawiać,ముచ్చటలాడు
1096,fragen::V,zapytać,ప్రశ్నించు
1097,bitten::V,prosić,కోరు
1098,erzählen::V,opowiedzieć,చెప్పు
1099,mitteilen::V,zawiadomić o,తెలియజేయు
1100,nennen::V,nazwać,పేరు వెట్టు
1101,rufen::V,wołać,పిలుచు
1102,prahlen::V,chełpić się,జల్లి
1103,übersetzen::V,tłumaczyć,తర్జుమాచేయు
1104,denken::V,myśleć,ఆలోచించు
1105,glauben::V,sądzić,నమ్ము
1106,glauben::V,wierzyć,నమ్ము
1107,bemerken::V,zauważyć,గుర్తించు
1108,erkennen::V,poznać,గుర్తించు
1109,begreifen::V,zrozumieć,గ్రహించు
1110,verstehen::V,rozumieć,గ్రహించు
1111,verstehen::V,dosłyszeć,గ్రహించు
1112,lernen::V,uczyć się,నేర్చు కొను
1113,wissen::V,wiedzieć,తెలిసికొను
1114,sich erinnern an::V,przypomnieć sobie,జ్ఞాపకముంచుకొను
1115,vergessen::V,zapomnieć,మఱచిపోవు
1116,messen::V,mierzyć,కొలుచుట
1117,zählen::V,liczyć,లెక్కపెట్టు
1118,rechnen::V,rachować,లెక్కపెట్టు
1119,lesen::V,czytać,చదువు
1120,malen::V,malować,పూనుట
1121,zeichnen::V,rysować,వ్రాసుట
1122,schreiben::V,pisać,వ్రాయు
1123,besitzen::V,posiadać,కలిగియుండు
1124,kaufen::V,kupić,కొను
1125,verkaufen::V,sprzedać,అమ్ము
1126,bezahlen::V,zapłacić,చెల్లించు
1127,zahlen::V,płacić,చెల్లించు
1128,beherrschen::V,opanować,ఏలు
1129,ertragen::V,znieść,భరించు
