,Concept_ID,nl,en
93,Raureif::N,rijp,hoarfrost
94,Regenbogen::N,regenboog,rainbow
95,Donner::N,donder,thunder
96,Strömung::N,stroming,current
97,Tropfen::N,druppel,drop
98,Schaum::N,schuim,foam
99,Schmutz::N,vuil,dirt
100,See::N,meer,lake
101,Sumpf::N,moeras,swamp
102,Moor::N,veen,moor
103,Wiese::N,wei,meadow
104,Wiese::N,weide,meadow
105,Wald::N,bos,forest
106,Hügel::N,heuvel,hill
107,Anhöhe::N,hoogte,elevation
108,Berg::N,berg,mountain
109,Gipfel::N,top,summit
110,Höhle::N,hol,cave
111,Abhang::N,helling,slope
112,Quelle::N,bron,source
113,Bach::N,beek,brook
114,Fluss::N,stroom,river
115,Ufer::N,wal,shore
116,Ufer::N,oever,shore
117,Küste::N,kust,coast
118,Festland::N,vasteland,land
119,Meer::N,zee,sea
120,Bucht::N,baai,cove
121,Bucht::N,inham,cove
122,Insel::N,eiland,island
123,Blume::N,bloem,flower
124,Gras::N,gras,grass
125,Wurzel::N,wortel,root
126,Baum::N,boom,tree
127,Stamm::N,stam,trunk
128,Rinde::N,schors,bark
129,Ast::N,tak,limb
130,Zweig::N,twijg,branch
131,Blatt::N,blad,leaf
132,Birke::N,berk,birch
133,Kiefer[Baum]::N,den,pine
134,Weide[Baum]::N,wilg,willow
135,Tanne::N,spar,fir
136,Horn::N,hoorn,horn
137,Feder::N,veer,feather
138,Feder::N,pluim,feather
139,Fell::N,vel,fur
140,Flügel::N,vleugel,wing
141,Klaue::N,klauw,claw
142,Kralle::N,klauw,claw
143,Schwanz::N,staart,tail
144,Ei::N,ei,egg
145,Nest::N,nest,nest
146,Bau::N,hol,lair
147,Tier::N,dier,animal
148,Herde::N,kudde,flock
149,Kuh::N,koe,cow
150,Bulle::N,stier,bull
151,Pferd::N,paard,horse
152,Schaf::N,schaap,sheep
153,Schwein::N,varken,pig
154,Hund::N,hond,dog
155,Katze::N,kat,cat
156,Bär::N,beer,bear
157,Eichhörnchen::N,eekhoorntje,squirrel
158,Elch::N,eland,elk
159,Fuchs::N,vos,fox
160,Hase::N,haas,hare
161,Maus::N,muis,mouse
162,Wolf::N,wolf,wolf
163,Vogel::N,vogel,bird
164,Schwarm::N,zwerm,swarm
165,Huhn::N,kip,chicken
166,Huhn::N,hoen,chicken
167,Hahn::N,haan,cock
168,Gans::N,gans,goose
169,Adler::N,arend,eagle
170,Ente::N,eend,duck
171,Eule::N,uil,owl
172,Kranich::N,kraanvogel,crane
173,Krähe::N,kraai,crow
174,Kuckuck::N,koekoek,cuckoo
175,Schwan::N,zwaan,swan
176,Fisch::N,vis,fish
177,Barsch::N,baars,perch
178,Hecht::N,snoek,pike
179,Schlange[Tier]::N,slang,snake
180,Wurm::N,worm,worm
181,Spinne::N,spin,spider
182,Ameise::N,mier,ant
183,Laus::N,luis,louse
184,Mücke::N,mug,midge
185,Fliege::N,vlieg,fly
186,Schmetterling::N,vlinder,butterfly
187,Beere::N,bes,berry
188,Apfel::N,appel,apple
189,Pilz::N,paddestoel,mushroom
190,Zwiebel::N,ui,onion
191,Saat::N,zaad,seed
192,Korn::N,graan,grain
193,Korn::N,korrel,grain
194,Heu::N,hooi,hay
195,Schale::N,schil,husk
196,Grube::N,kuil,pit
197,Falle::N,val,trap
198,Schlinge::N,strop,noose
199,Spur::N,spoor,track
200,Asche::N,as,ashes
201,Dreck::N,drek,filth
202,Eisen::N,ijzer,iron
203,Gold::N,goud,gold
204,Silber::N,zilver,silver
205,Kohle::N,kool,coal
206,Glas::N,glas,glass
207,Lehm::N,klei,clay
208,Sand::N,zand,sand
209,Mensch::N,mens,human
210,Mann::N,man,man
211,Frau::N,vrouw,woman
212,Kind::N,kind,child
213,Junge::N,jongen,boy
214,Mädchen::N,meisje,girl
215,Familie::N,gezin,family
216,Familie::N,familie,family
217,Großvater::N,grootvader,grandfather
218,Großmutter::N,grootmoeder,grandmother
219,Eltern::N,ouders,parents
220,Vater::N,vader,father
221,Mutter::N,moeder,mother
222,Sohn::N,zoon,son
223,Tochter::N,dochter,daughter
224,Bruder::N,broer,brother
225,Bruder::N,broeder,brother
226,Schwester::N,zus,sister
227,Schwester::N,zuster,sister
228,Onkel::N,oom,uncle
229,Tante::N,tante,aunt
230,Ehemann::N,echtgenoot,husband
231,Ehefrau::N,echtgenote,wife
232,Freude::N,vreugde,joy
233,Gelächter::N,gelach,laughter
234,Glück::N,geluk,happiness
235,Kummer::N,verdriet,grief
236,Wunsch::N,wens,wish
237,Wunsch::N,verlangen,wish
238,Lust::N,zin,desire
239,Lust::N,lust,desire
240,Geist::N,geest,spirit
241,Gedanke::N,gedachte,thought
242,Gedächtnis::N,geheugen,memory
243,Verstand::N,verstand,mind
244,Sinn::N,betekenis,meaning
245,Grund::N,reden,reason
246,Wahrheit::N,waarheid,truth
247,Gespräch::N,gesprek,talk
248,Märchen::N,sprookje,fairy tale
249,Erzählung::N,verhaal,story
250,Nachricht::N,tijding,message
251,Neuigkeit::N,nieuws,news
252,Neuigkeit::N,nieuwtje,news
253,Name::N,naam,name
254,Rätsel::N,raadsel,puzzle
255,Rede::N,rede,speech
256,Sprache::N,taal,language
257,Stimme::N,stem,voice
258,Wort::N,woord,word
259,Zeichen::N,teken,sign
260,Ruf::N,roep,call
261,Lärm::N,lawaai,noise
262,Laut::N,klank,sound
263,Laut::N,geluid,sound
264,Ton::N,toon,tone
265,Ton::N,klank,tone
266,Lied::N,lied,song
267,Ruhe::N,rust,calm
268,Ruhe::N,stilte,calm
269,Leute::N,lui,people
270,Leute::N,mensen,people
271,Volk::N,volk,nation
272,Arbeit::N,werk,work
273,Arbeit::N,arbeid,work
274,Gast::N,gast,guest
275,Geschenk::N,cadeau,gift
276,Geschenk::N,geschenk,gift
277,Spiel::N,spel,game
278,Gesellschaft::N,gezelschap,company
279,Hilfe::N,hulp,help
280,Freund::N,vriend,friend
281,Kamerad::N,maat,companion
282,Kamerad::N,metgezel,companion
283,Angelegenheit::N,zaak,matter
284,Angelegenheit::N,aangelegenheid,matter
285,Anzahl::N,tal,count
286,Anzahl::N,aantal,count
287,Art::N,slag,sort
288,Art::N,soort,sort
289,Stück::N,stuk,piece
290,Teil::N,deel,part
291,Hälfte::N,helft,half
292,Kreis::N,kring,circle
293,Kreis::N,cirkel,circle
294,Kreuz::N,kruis,cross
295,Linie::N,lijn,line
296,Strich::N,haal,stroke
297,Strich::N,streep,stroke
298,Abstand::N,afstand,gap
299,Entfernung::N,afstand,distance
300,Gegend::N,streek,area
301,Platz::N,ruimte,space
302,Ort::N,oord,place
303,Ort::N,plaats,place
304,Seite::N,zij,side
305,Seite::N,kant,side
306,Seite::N,zijde,side
307,Mitte::N,midden,middle
308,Gegenstand::N,voorwerp,item
309,Sache::N,zaak,thing
310,Rand::N,rand,fringe
311,Rand::N,boord,fringe
312,Kante::N,kant,edge
313,Ecke::N,hoek,corner
314,Spitze::N,punt,tip
315,Spitze::N,spits,tip
316,Ende::N,einde,end
317,Ende::N,uiteinde,end
318,Loch::N,gat,hole
319,Winkel::N,hoek,angle
320,Muster::N,dessin,pattern
321,Muster::N,patroon,pattern
322,Größe::N,grootte,size
323,Länge::N,lengte,length
324,Höhe::N,hoogte,height
325,Gewicht::N,gewicht,weight
326,Menge::N,hoeveelheid,amount
327,Haufen::N,hoop,heap
328,Reihe::N,rij,row
329,Reihe::N,reeks,row
330,Boot::N,boot,boat
331,Ruder::N,roeiriem,oar
332,Schlitten::N,slee,sleigh
333,Schlitten::N,slede,sleigh
334,Ski::N,ski,ski
335,Lagerfeuer::N,kampvuur,campfire
336,Last::N,last,load
337,Last::N,vracht,load
338,Gang::N,wandeling,walk
339,Schritt::N,stap,step
340,Schritt::N,schrede,step
341,Norden::N,noorden,north
342,Süden::N,zuiden,south
343,Westen::N,westen,west
344,Osten::N,oosten,east
345,Holz::N,hout,wood
346,Brett::N,plank,board
347,Platte::N,plaat,slab
348,Stütze::N,stut,bracket
349,Stütze::N,steun,bracket
350,Stange::N,stang,pole
351,Stock::N,stok,stick
352,Stab::N,staf,staff
353,Rohr::N,pijp,pipe
354,Haus::N,huis,house
355,Heim::N,tehuis,home
356,Ofen::N,kachel,stove
357,Fußboden::N,vloer,floor
358,Tisch::N,tafel,table
359,Stuhl::N,stoel,chair
360,Wiege::N,wieg,cradle
361,Bett::N,bed,bed
362,Regal::N,rek,shelf
363,Kiste::N,kist,box
364,Fenster::N,raam,window
365,Fenster::N,venster,window
366,Tür::N,deur,door
367,Tor::N,poort,gate
368,Zaun::N,omheining,fence
369,Dach::N,dak,roof
370,Leiter::N,ladder,ladder
371,Besen::N,bezem,broom
372,Spaten::N,schop,spade
373,Schaufel::N,schep,shovel
374,Gabel::N,vork,fork
375,Löffel::N,lepel,spoon
376,Messer::N,mes,knife
377,Nagel::N,spijker,nail
378,Netz::N,net,net
379,Haken::N,haak,hook
380,Griff::N,handvat,handle
381,Schloss::N,slot,lock
382,Bild::N,beeld,picture
383,Figur::N,figuur,figure
384,Puppe::N,pop,doll
385,Beutel::N,zak,pouch
386,Beutel::N,buidel,pouch
387,Bündel::N,pak,bundle
388,Bündel::N,bundel,bundle
389,Tasche::N,tas,bag
390,Eimer::N,emmer,bucket
391,Deckel::N,deksel,cover
392,Geschirr::N,vaatwerk,dishes
393,Sack::N,zak,sack
394,Tasse::N,kop,cup
395,Topf::N,pan,pot
396,Kessel::N,ketel,kettle
397,Essen::N,eten,meal
398,Nahrung::N,voedsel,food
399,Speise::N,spijs,dish
400,Fleisch::N,vlees,meat
401,Getreide::N,graan,corn
402,Brei::N,pap,mush
403,Brei::N,brij,mush
404,Brot::N,brood,bread
405,Scheibe::N,plak,slice
406,Scheibe::N,snede,slice
407,Fett::N,vet,fat
408,Butter::N,boter,butter
409,Öl::N,olie,oil
410,Salz::N,zout,salt
411,Suppe::N,soep,soup
412,Honig::N,honing,honey
413,Milch::N,melk,milk
414,Tee::N,thee,tea
415,Leder::N,leer,leather
416,Leder::N,leder,leather
417,Wolle::N,wol,wool
418,Stoff::N,stof,cloth
419,Nadel::N,naald,needle
420,Faden::N,draad,thread
421,Knopf::N,knoop,button
422,Knoten::N,knoop,knot
423,Farbe::N,verf,paint
424,Kleidung::N,kledij,clothes
425,Kleidung::N,kleding,clothes
426,Hemd::N,hemd,shirt
427,Kragen::N,kraag,collar
428,Ärmel::N,mouw,sleeve
429,Hose::N,broek,trousers
430,Hose::N,pantalon,trousers
431,Gürtel::N,riem,belt
432,Gürtel::N,gordel,belt
433,Mütze::N,muts,cap
434,Schuh::N,schoen,shoe
435,Stiefel::N,laars,boot
436,Ring::N,ring,ring
437,Band::N,lint,ribbon
438,Kamm::N,kam,comb
439,Spiegel::N,spiegel,mirror
440,Riemen::N,riem,strap
441,Schnur::N,koord,string
442,Leine::N,lijn,leash
443,Decke::N,deken,blanket
444,Kissen::N,kussen,pillow
445,Tuch::N,doek,scarf
446,Handtuch::N,handdoek,towel
447,Kraft::N,kracht,force
448,Stärke::N,sterkte,strength
449,Gesundheit::N,gezondheid,health
450,Krankheit::N,ziekte,illness
451,Schmerz::N,pijn,pain
452,Wunde::N,wond,wound
453,Fieber::N,koorts,fever
454,Arznei::N,medicament,medicine
455,Arznei::N,geneesmiddel,medicine
456,Brücke::N,brug,bridge
457,Brunnen::N,put,well
458,Brunnen::N,bron,well
459,Weide::N,wei,pasture
460,Weide::N,weide,pasture
461,Pfad::N,pad,path
462,Weg::N,weg,way
463,Straße::N,baan,road
464,Straße::N,straat,road
465,Dorf::N,dorp,village
466,Stadt::N,stad,town
467,Brief::N,brief,letter
468,Buch::N,boek,book
469,Buchstabe::N,letter,character
470,Zeitung::N,krant,newspaper
471,Zeitung::N,dagblad,newspaper
472,Leben::N,leven,life
473,Tod::N,dood,death
474,Grab::N,graf,grave
475,Kirche::N,kerk,church
476,Sünde::N,zonde,sin
477,Gott::N,god,god
478,Arbeiter::N,arbeider,worker
479,Chef::N,chef,boss
480,Meister::N,meester,master
481,Arzt::N,arts,doctor
482,Arzt::N,dokter,doctor
483,Lehrer::N,leraar,teacher
484,Lehrer::N,onderwijzer,teacher
485,Geld::N,geld,money
486,Geschäft::N,zaak,business
487,Laden::N,winkel,shop
488,Preis::N,prijs,price
489,Ware::N,waar,ware
490,Nutzen::N,nut,profit
491,Nutzen::N,voordeel,profit
492,Reichtum::N,rijkdom,wealth
493,Welt::N,wereld,world
494,Land::N,land,country
495,Staat::N,staat,state
496,König::N,koning,king
497,Macht::N,macht,power
498,Grenze::N,grens,border
499,Krieg::N,oorlog,war
500,Feind::N,vijand,enemy
501,Gewalt::N,geweld,violence
502,Kampf::N,strijd,fight
503,Kampf::N,gevecht,fight
504,Bogen[Waffe]::N,boog,bow
505,Pfeil::N,pijl,arrow
506,Gewehr::N,geweer,gun
507,Fehler::N,fout,mistake
508,Lüge::N,leugen,lie
509,Schaden::N,schade,damage
510,Unglück::N,tegenspoed,misfortune
511,Schuld::N,schuld,fault
512,Alter::N,leeftijd,age
513,Schluss::N,slot,conclusion
514,Zeit::N,tijd,time
515,Tag::N,dag,day
516,Morgen::N,morgen,morning
517,Morgen::N,ochtend,morning
518,Mittag::N,middag,noon
519,Abend::N,avond,evening
520,Nacht::N,nacht,night
521,Woche::N,week,week
522,Monat::N,maand,month
523,Jahr::N,jaar,year
524,Frühling::N,lente,spring
525,Frühling::N,voorjaar,spring
526,Sommer::N,zomer,summer
527,Herbst::N,herfst,autumn
528,Winter::N,winter,winter
529,Januar::N,januari,January
530,Februar::N,februari,February
531,März::N,maart,March
532,April::N,april,April
533,Mai::N,mei,May
534,Juni::N,juni,June
535,Juli::N,juli,July
536,August::N,augustus,August
537,September::N,september,September
538,Oktober::N,oktober,October
539,November::N,november,November
540,Dezember::N,december,December
541,Montag::N,maandag,Monday
542,Dienstag::N,dinsdag,Tuesday
543,Mittwoch::N,woensdag,Wednesday
544,Donnerstag::N,donderdag,Thursday
545,Freitag::N,vrijdag,Friday
546,Samstag::N,zaterdag,Saturday
547,Sonntag::N,zondag,Sunday
548,groß::A,groot,big
549,klein::A,klein,little
550,lang::A,lang,long
551,kurz::A,kort,short
552,breit::A,breed,wide
553,schmal::A,smal,narrow
554,dicht::A,dicht,dense
555,dick[Gegenstand]::A,dik,thick
556,dünn::A,dun,thin
557,fein::A,fijn,delicate
558,fest::A,vast,firm
559,flach::A,plat,flat
560,glatt::A,glad,smooth
561,hart::A,hard,hard
562,weich::A,week,soft
563,rund::A,rond,round
564,spitz::A,spits,pointed
565,spitz::A,puntig,pointed
566,scharf::A,scherp,sharp
567,stumpf::A,stomp,blunt
568,schwer::A,zwaar,heavy
569,schön::A,mooi,beautiful
570,schön::A,fraai,beautiful
571,heiß::A,heet,hot
572,warm::A,warm,warm
573,kalt::A,koud,cold
574,kühl::A,koel,cool
575,frisch::A,fris,fresh
576,feucht::A,vochtig,damp
577,nass::A,nat,wet
578,trocken::A,droog,dry
579,voll::A,vol,full
580,leer::A,leeg,empty
581,offen::A,open,open
582,geschlossen::A,gesloten,closed
583,sauber::A,net,clean
584,sauber::A,schoon,clean
585,schmutzig::A,vuil,dirty
586,roh::A,rauw,raw
587,reif::A,rijp,ripe
588,lecker::A,lekker,delicious
589,süß::A,zoet,sweet
590,bitter::A,bitter,bitter
591,sauer::A,zuur,sour
592,hell::A,licht,bright
593,hell::A,helder,bright
594,dunkel::A,donker,dark
595,schwarz::A,zwart,black
596,weiß::A,wit,white
597,rot::A,rood,red
598,gelb::A,geel,yellow
599,blau::A,blauw,blue
600,grün::A,groen,green
601,grau::A,grijs,grey
602,bunt::A,bont,colourful
603,bunt::A,bont,colorful
604,billig::A,goedkoop,cheap
605,teuer::A,duur,dear
606,wertvoll::A,kostbaar,precious
607,wertvoll::A,waardevol,precious
608,blind::A,blind,blind
609,taub::A,doof,deaf
610,kräftig::A,krachtig,powerful
611,stark::A,sterk,strong
612,schwach::A,zwak,weak
613,fett::A,vet,fat
614,schlank::A,slank,slim
615,hübsch::A,leuk,pretty
616,böse::A,kwaad,evil
617,dumm::A,dom,stupid
618,faul::A,lui,lazy
619,fleißig::A,vlijtig,diligent
620,geizig::A,gierig,stingy
621,klug::A,slim,clever
622,klug::A,schrander,clever
623,klug::A,verstandig,clever
624,geschickt::A,handig,skilful
625,geschickt::A,handig,skillful
626,geschickt::A,vaardig,skilful
627,geschickt::A,vaardig,skillful
628,lieb::A,lief,dear
629,lustig::A,vrolijk,merry
630,sanft::A,zacht,gentle
631,hungrig::A,hongerig,hungry
632,krank::A,ziek,sick
633,nackt::A,naakt,naked
634,traurig::A,treurig,sad
635,traurig::A,bedroefd,sad
636,lebendig::A,levend,living
637,gut::A,goed,good
638,schlecht::A,slecht,bad
639,richtig::A,juist,correct
640,schlimm::A,erg,nasty
641,schlimm::A,kwaad,nasty
642,wahr::A,waar,true
643,alt::A,oud,old
644,neu::A,nieuw,new
645,ehemalig::A,voormalig,former
646,alt[Lebewesen]::A,oud,aged
647,jung::A,jong,young
648,arm::A,arm,poor
649,reich::A,rijk,rich
650,bekannt::A,bekend,familiar
651,berühmt::A,beroemd,famous
652,fremd::A,vreemd,foreign
653,verschieden::A,verscheiden,different
654,verschieden::A,verschillend,different
655,nah::A,nabij,near
656,nah::A,nabijgelegen,near
657,fern::A,ver,far
658,linker::A,linker,left
659,rechter::A,rechter,right
660,anderer::A,andere,other
661,erster::A,eerste,first
662,zweiter::A,tweede,second
663,dritter::A,derde,third
664,letzter::A,laatste,last
665,allein::ADV,alleen,alone
666,auf einmal::ADV,ineens,at once
667,auf einmal::ADV,tegelijk,at once
668,zusammen::ADV,samen,together
669,zusammen::ADV,bijeen,together
670,lange::ADV,lang,long
671,plötzlich::ADV,eensklaps,suddenly
672,plötzlich::ADV,plotsklaps,suddenly
673,sofort::ADV,terstond,instantly
674,sofort::ADV,aanstonds,instantly
675,sofort::ADV,onmiddelijk,instantly
676,später::ADV,later,later
677,jetzt::ADV,nu,now
678,jetzt::ADV,nou,now
679,jetzt::ADV,thans,now
680,heute::ADV,heden,today
681,heute::ADV,vandaag,today
682,morgen::ADV,morgen,tomorrow
683,bald::ADV,gauw,soon
684,bald::ADV,weldra,soon
685,dann::ADV,dan,then
686,dann::ADV,toen,then
687,gestern::ADV,gisteren,yesterday
688,einst::ADV,eens,once
689,damals::ADV,toen,at that time
690,damals::ADV,destijds,at that time
691,danach::ADV,daarna,afterwards
692,vorher::ADV,vooraf,before
693,vorher::ADV,van tevoren,before
694,zuerst::ADV,eerst,at first
695,zuerst::ADV,het eerst,at first
696,einmal::ADV,eens,once
697,einmal::ADV,eenmaal,once
698,manchmal::ADV,soms,sometimes
699,oft::ADV,vaak,often
700,oft::ADV,dikwijls,often
701,immer::ADV,altijd,always
702,niemals::ADV,nooit,never
703,hier::ADV,hier,here
704,hierhin::ADV,hierheen,hither
705,hierhin::ADV,hierheen,to here
706,hierhin::ADV,hierheen,here
707,von hier::ADV,van hier,hence
708,von hier::ADV,hiervandaan,hence
709,dort::ADV,daar,there
710,dort::ADV,ginds,there
711,dorthin::ADV,daarheen,thither
712,dorthin::ADV,daarheen,there
713,dorthin::ADV,daarheen,to there
714,geradeaus::ADV,rechtuit,ahead
715,geradeaus::ADV,rechtdoor,ahead
716,vorwärts::ADV,vooruit,forward
717,vorwärts::ADV,voorwaarts,forward
718,rückwärts::ADV,achteruit,backward
719,rückwärts::ADV,achterwaarts,backward
720,zurück::ADV,terug,back
721,unten::ADV,beneden,below
722,unten::ADV,onderaan,below
723,hinab::ADV,omlaag,down
724,hinab::ADV,naar beneden,down
725,oben::ADV,boven,above
726,hinauf::ADV,omhoog,up
727,hinauf::ADV,naar boven,up
728,überall::ADV,alom,everywhere
729,überall::ADV,overal,everywhere
730,nicht::ADV,niet,not
731,ein wenig::ADV,wat,a little
732,kaum::ADV,amper,hardly
733,kaum::ADV,nauwelijks,hardly
734,sehr::ADV,erg,very
735,sehr::ADV,zeer,very
736,so::ADV,zo,so
737,noch::ADV,nog,still
738,nur::ADV,maar,only
739,nur::ADV,alleen,only
740,schon::ADV,al,already
741,schon::ADV,reeds,already
742,wieder::ADV,weer,again
743,wieder::ADV,terug,again
744,vergebens::ADV,vergeefs,in vain
745,vergebens::ADV,tevergeefs,in vain
746,vor::PRP,voor,in front of
747,hinter::PRP,achter,behind
748,unter::PRP,onder,under
749,unter::PRP,beneden,under
750,durch::PRP,door,through
751,neben::PRP,naast,next to
752,zwischen::PRP,tussen,between
753,wegen::PRP,wegens,because of
754,wegen::PRP,vanwege,because of
755,dies::PRN,dit,this
756,das::PRN,dat,that
757,alles::PRN,alles,everything
758,ich::PRN,ik,I
759,du::PRN,je,you
760,du::PRN,je,thou
761,du::PRN,jij,you
762,du::PRN,jij,thou
763,er::PRN,hij,he
764,wir::PRN,we,we
765,wir::PRN,wij,we
766,ihr::PRN,jullie,you
767,sie::PRN,ze,they
768,sie::PRN,zij,they
769,was::FPRN,wat,what
770,wer::FPRN,wie,who
771,wo::FADV,waar,where
772,wohin::FADV,waarheen,where ... to
773,wohin::FADV,waarheen,where to
774,wohin::FADV,waarheen,where
775,wie::FADV,hoe,how
776,warum::FADV,waarom,why
777,wieviel::FNUM,hoeveel,how much
778,eins::NUM,één,one
779,zwei::NUM,twee,two
780,drei::NUM,drie,three
781,vier::NUM,vier,four
782,fünf::NUM,vijf,five
783,sechs::NUM,zes,six
784,sieben::NUM,zeven,seven
785,acht::NUM,acht,eight
786,neun::NUM,negen,nine
787,zehn::NUM,tien,ten
788,elf::NUM,elf,eleven
789,zwölf::NUM,twaalf,twelve
790,zwanzig::NUM,twintig,twenty
791,dreißig::NUM,dertig,thirty
792,vierzig::NUM,veertig,forty
793,fünfzig::NUM,vijftig,fifty
794,sechzig::NUM,zestig,sixty
795,siebzig::NUM,zeventig,seventy
796,achtzig::NUM,tachtig,eighty
797,neunzig::NUM,negentig,ninety
798,hundert::NUM,honderd,a hundred
799,tausend::NUM,duizend,a thousand
800,und::CNJ,en,and
801,oder::CNJ,of,or
802,stehen::V,staan,stand
803,sitzen::V,zitten,sit
804,liegen::V,liggen,lie
805,hängen::V,hangen,hang
806,werden::V,worden,become
807,passieren::V,gebeuren,happen
808,beginnen::V,beginnen,begin
809,enden::V,eindigen,end
810,wechseln::V,wijzigen,change
811,wechseln::V,veranderen,change
812,aufgehen[Sonne]::V,opgaan,rise
813,untergehen[Sonne]::V,ondergaan,set
814,scheinen[Sonne]::V,schijnen,shine
815,donnern::V,donderen,thunder
816,wehen::V,waaien,blow
817,strömen::V,stromen,stream
818,fließen::V,vloeien,flow
819,sich drehen::V,draaien,revolve
820,sich drehen::V,zich draaien,revolve
821,schwanken::V,wankelen,sway
822,schwingen::V,zwieren,swing
823,fallen::V,vallen,fall
824,brennen::V,branden,burn
825,rauchen::V,roken,smoke
826,regnen::V,regenen,rain
827,gefrieren::V,bevriezen,freeze
828,tauen::V,dooien,thaw
829,schmelzen::V,smelten,melt
830,trocknen::V,drogen,dry
831,sieden::V,koken,boil
832,sieden::V,zieden,boil
833,faulen::V,rotten,rot
834,verfaulen::V,verrotten,decay
835,reißen::V,scheuren,snap
836,versinken::V,verzinken,sink
837,vergehen::V,vergaan,pass
838,erscheinen::V,opdagen,appear
839,erscheinen::V,verschijnen,appear
840,verschwinden::V,verdwijnen,disappear
841,sinken::V,zinken,drop
842,abnehmen::V,afnemen,decrease
843,abnehmen::V,verminderen,decrease
844,zunehmen::V,toenemen,increase
845,steigen::V,stijgen,rise
846,steigen::V,omhooggaan,rise
847,wachsen::V,groeien,grow
848,glänzen::V,glanzen,shine
849,glänzen::V,schitteren,shine
850,funkeln::V,fonkelen,sparkle
851,lärmen::V,lawaai maken,be noisy
852,läuten::V,luiden,chime
853,klingeln::V,bellen,ring
854,klirren::V,rinkelen,tinkle
855,brausen::V,bruisen,roar
856,rauschen::V,ruisen,rustle
857,klingen::V,klinken,sound
858,bellen::V,blaffen,bark
859,heulen::V,huilen,howl
860,blasen::V,blazen,blow
861,pfeifen::V,fluiten,whistle
862,schreien::V,gillen,shout
863,schreien::V,schreeuwen,shout
864,stöhnen::V,steunen,groan
865,zittern::V,beven,tremble
866,zittern::V,sidderen,tremble
867,leben::V,leven,be alive
868,geboren werden::V,geboren worden,be born
869,atmen::V,ademen,breathe
870,trinken::V,drinken,drink
871,essen::V,eten,eat
872,schlucken::V,slikken,swallow
873,müde werden::V,moe worden,get tired
874,einschlafen::V,inslapen,fall asleep
875,schlafen::V,slapen,sleep
876,aufwachen::V,ontwaken,wake up
877,aufwachen::V,wakker worden,wake up
878,aufstehen::V,opstaan,get up
879,sich erholen::V,zich ontspannen,relax
880,krank werden::V,ziek worden,fall ill
881,krank sein::V,ziek zijn,be ill
882,schmerzen::V,pijn doen,ache
883,husten::V,hoesten,cough
884,genesen::V,genezen,recover
885,sterben::V,sterven,die
