,Concept_ID,tt,sk
111,Anhöhe::N,үр,výšina
112,Anhöhe::N,үр,vyvýšenina
113,Berg::N,тау,hora
114,Gipfel::N,оч,vrchol
115,Höhle::N,мәгарә,jaskyňa
116,Abhang::N,кабырга,úbočie
117,Quelle::N,чишмә,prameň
118,Bach::N,елга,potok
119,Fluss::N,дәрья,rieka
120,Ufer::N,су кырые,breh
121,Küste::N,яр буе,pobrežie
122,Festland::N,коры җир,pevnina
123,Meer::N,диңгез,more
124,Bucht::N,бухта,záliv
125,Bucht::N,бухта,zátoka
126,Bucht::N,култык,záliv
127,Bucht::N,култык,zátoka
128,Insel::N,атау,ostrov
129,Insel::N,утрау,ostrov
130,Blume::N,чәчкә,kvet
131,Blume::N,чәчкә,kvetina
132,Gras::N,үлән,tráva
133,Wurzel::N,тамыр,koreň
134,Baum::N,агач,strom
135,Stamm::N,кәүсә,kmeň
136,Rinde::N,кабык,kôra
137,Ast::N,ботак,konár
138,Zweig::N,ботак,vetva
139,Zweig::N,тармак,vetva
140,Blatt::N,яфрак,list
141,Birke::N,каен,breza
142,Kiefer[Baum]::N,нарат,sosna
143,Kiefer[Baum]::N,нарат,borovica
144,Weide[Baum]::N,тал,vŕba
145,Tanne::N,чыршы,jedľa
146,Horn::N,мөгез,roh
147,Feder::N,йон,pero
148,Fell::N,тире,koža
149,Fell::N,тире,kožušina
150,Flügel::N,канат,krídlo
151,Klaue::N,тырнак,paznecht
152,Kralle::N,тырнак,pazúr
153,Schwanz::N,койрык,chvost
154,Ei::N,күкәй,vajce
155,Ei::N,күкәй,vajíčko
156,Ei::N,йомырка,vajce
157,Ei::N,йомырка,vajíčko
158,Nest::N,оя,hniezdo
159,Bau::N,өн,nora
160,Tier::N,хайван,zviera
161,Herde::N,көтү,stádo
162,Kuh::N,сыер,krava
163,Bulle::N,үгез,býk
164,Pferd::N,ат,kôň
165,Schaf::N,сарык,ovca
166,Schwein::N,дуңгыз,sviňa
167,Hund::N,эт,pes
168,Katze::N,песи,mačka
169,Bär::N,аю,medveď
170,Eichhörnchen::N,тиен,veverička
171,Elch::N,поши,los
172,Fuchs::N,төлке,líška
173,Hase::N,куян,zajac
174,Maus::N,тычкан,myš
175,Wolf::N,бүре,vlk
176,Vogel::N,кош,vták
177,Schwarm::N,көтү,roj
178,Huhn::N,тавык,kurča
179,Huhn::N,тавык,sliepka
180,Hahn::N,әтәч,kohút
181,Gans::N,каз,hus
182,Adler::N,каракош,orol
183,Ente::N,үрдәк,kačka
184,Ente::N,үрдәк,kačica
185,Eule::N,ябалак,sova
186,Kranich::N,торна,žeriav
187,Krähe::N,карга,vrana
188,Kuckuck::N,күке,kukučka
189,Kuckuck::N,кәккүк,kukučka
190,Schwan::N,аккош,labuť
191,Fisch::N,балык,ryba
192,Barsch::N,алабуга,ostriež
193,Hecht::N,чуртан,šťuka
194,Schlange[Tier]::N,елан,had
195,Wurm::N,корт,červ
196,Spinne::N,үрмәкүч,pavúk
197,Ameise::N,кырмыска,mravec
198,Laus::N,бет,voš
199,Mücke::N,черки,komár
200,Mücke::N,озынборын,komár
201,Fliege::N,чебен,mucha
202,Schmetterling::N,күбәләк,motýľ
203,Beere::N,җиләк,bobuľa
204,Apfel::N,алма,jablko
205,Pilz::N,гөмбә,hríb
206,Zwiebel::N,суган,cibuľa
207,Zwiebel::N,суганбаш,cibuľa
208,Saat::N,орлык,osivo
209,Korn::N,иген,zrno
210,Korn::N,орлык,zrno
211,Heu::N,печән,seno
212,Schale::N,кабык,šupa
213,Schale::N,кабык,škrupina
214,Grube::N,баз,jama
215,Grube::N,чокыр,jama
216,Falle::N,тозак,pasca
217,Falle::N,тозак,klepec
218,Falle::N,капкын,pasca
219,Falle::N,капкын,klepec
220,Schlinge::N,элмәк,slučka
221,Spur::N,эз,stopa
222,Asche::N,көл,popol
223,Dreck::N,пычрак,kal
224,Dreck::N,пычрак,blato
225,Eisen::N,тимер,železo
226,Gold::N,алтын,zlato
227,Silber::N,көмеш,striebro
228,Kohle::N,күмер,uhlie
229,Glas::N,пыяла,sklo
230,Lehm::N,балчык,íl
231,Lehm::N,балчык,hlina
232,Sand::N,ком,piesok
233,Mensch::N,адәм,človek
234,Mensch::N,инсан,človek
235,Mann::N,ир,muž
236,Mann::N,ир,chlap
237,Frau::N,хатын,žena
238,Kind::N,бала,dieťa
239,Junge::N,малай,chlapec
240,Mädchen::N,кыз,dievka
241,Familie::N,гаилә,rodina
242,Großvater::N,бабай,dedo
243,Großvater::N,бабай,starý otec
244,Großmutter::N,әби,babička
245,Großmutter::N,әби,stará mať
246,Eltern::N,ата-ана,rodičia
247,Vater::N,ата,otec
248,Mutter::N,ана,mať
249,Mutter::N,ана,matka
250,Sohn::N,ул,syn
251,Tochter::N,кыз,dcéra
252,Bruder::N,кардәш,brat
253,Schwester::N,апа,sestra
254,Schwester::N,сеңел,sestra
255,Onkel::N,дәдә,ujo
256,Onkel::N,дәдә,strýko
257,Onkel::N,дәдәй,ujo
258,Onkel::N,дәдәй,strýko
259,Tante::N,түти,teta
260,Tante::N,түти,tetka
261,Tante::N,тәтәй,teta
262,Tante::N,тәтәй,tetka
263,Ehemann::N,ир,muž
264,Ehemann::N,ир,manžel
265,Ehefrau::N,хатын,žena
266,Ehefrau::N,хатын,manželka
267,Freude::N,сөенеч,radosť
268,Gelächter::N,көлү,smiech
269,Gelächter::N,көлеш,smiech
270,Glück::N,бәхет,šťastie
271,Kummer::N,хәсрәт,žiaľ
272,Kummer::N,хәсрәт,zármutok
273,Wunsch::N,теләк,prianie
274,Lust::N,теләк,chuť
275,Lust::N,теләү,chuť
276,Geist::N,рух,duch
277,Gedanke::N,уй,myšlienka
278,Gedanke::N,фикер,myšlienka
279,Gedächtnis::N,хәтер,pamäť
280,Verstand::N,акыл,rozum
281,Sinn::N,мәгънә,zmysel
282,Grund::N,сәбәп,dôvod
283,Grund::N,сәбәп,príčina
284,Wahrheit::N,хак,pravda
285,Gespräch::N,әңгәмә,reč
286,Gespräch::N,әңгәмә,rozhovor
287,Märchen::N,әкият,rozprávka
288,Erzählung::N,хикәя,poviedka
289,Nachricht::N,хәбәр,správa
290,Neuigkeit::N,яңалык,novinka
291,Name::N,исем,meno
292,Rätsel::N,табышмак,záhada
293,Rätsel::N,табышмак,hádanka
294,Rede::N,нотык,reč
295,Sprache::N,тел,reč
296,Sprache::N,тел,jazyk
297,Stimme::N,тавыш,hlas
298,Wort::N,сүз,slovo
299,Zeichen::N,ишарә,znak
300,Ruf::N,дәшү,volanie
301,Ruf::N,дәшү,zavolanie
302,Lärm::N,шау,hluk
303,Lärm::N,шау,hurhaj
304,Laut::N,аваз,zvuk
305,Ton::N,шалтырату,tón
306,Ton::N,шалтырату,zvuk
307,Lied::N,җыр,pieseň
308,Ruhe::N,тынлык,pokoj
309,Leute::N,халык,ľudia
310,Volk::N,халык,ľud
311,Volk::N,халык,národ
312,Arbeit::N,эш,práca
313,Arbeit::N,эш,robota
314,Arbeit::N,хезмәт,práca
315,Arbeit::N,хезмәт,robota
316,Gast::N,кунак,hosť
317,Geschenk::N,бүләк,dar
318,Spiel::N,уен,hra
319,Gesellschaft::N,җәмгыять,spoločnosť
320,Hilfe::N,ярдәм,pomoc
321,Hilfe::N,булышлык,pomoc
322,Freund::N,дус,priateľ
323,Kamerad::N,иптәш,kamarát
324,Angelegenheit::N,эш,vec
325,Angelegenheit::N,эш,záležitosť
326,Anzahl::N,микъдар,počet
327,Anzahl::N,микъдар,množstvo
328,Art::N,төр,druh
329,Stück::N,кисәк,kus
330,Stück::N,кисәк,kúsok
331,Teil::N,өлеш,časť
332,Hälfte::N,ярым,polka
333,Hälfte::N,ярым,polovica
334,Kreis::N,түгәрәк,kruh
335,Kreuz::N,хач,kríž
336,Kreuz::N,тәре,kríž
337,Linie::N,сызык,línia
338,Strich::N,сызык,čiara
339,Abstand::N,ара,vzdialenosť
340,Entfernung::N,ераклык,vzdialenosť
341,Gegend::N,урын,kraj
342,Gegend::N,урын,krajina
343,Platz::N,бушлык,miesto
344,Ort::N,урын,miesto
345,Seite::N,як,bok
346,Seite::N,як,strana
347,Mitte::N,урта,stred
348,Gegenstand::N,нәрсә,predmet
349,Sache::N,нәрсә,vec
350,Rand::N,чит,kraj
351,Rand::N,чит,okraj
352,Kante::N,кырый,hrana
353,Ecke::N,почмак,roh
354,Spitze::N,оч,hrot
355,Spitze::N,оч,špička
356,Ende::N,азак,koniec
357,Loch::N,тишек,diera
358,Winkel::N,почмак,kút
359,Muster::N,парча,vzor
360,Muster::N,парча,vzorka
361,Größe::N,зурлык,veľkosť
362,Länge::N,озынлык,dĺžka
363,Höhe::N,биеклек,výška
364,Gewicht::N,авырлык,váha
365,Menge::N,микъдар,množstvo
366,Haufen::N,өем,hŕba
367,Reihe::N,рәт,rad
368,Boot::N,каек,čln
369,Boot::N,көймә,čln
370,Ruder::N,ишкәк,veslo
371,Schlitten::N,чана,sane
372,Ski::N,чаңгы,lyža
373,Lagerfeuer::N,костёр,táborák
374,Last::N,йөк,ťarcha
375,Last::N,йөк,bremeno
376,Gang::N,йөреш,chôdza
377,Schritt::N,адым,krok
378,Norden::N,төньяк,sever
379,Süden::N,көньяк,juh
380,Westen::N,көнбатыш,západ
381,Osten::N,шәрык,východ
382,Osten::N,көнчыгыш,východ
383,Holz::N,агач,drevo
384,Brett::N,такта,doska
385,Platte::N,плитә,doska
386,Platte::N,плитә,platňa
387,Stütze::N,таяу,opora
388,Stange::N,колга,tyč
389,Stock::N,таяк,palica
390,Stab::N,таяк,palica
391,Rohr::N,торба,rúra
392,Haus::N,өй,dom
393,Haus::N,йорт,dom
394,Heim::N,гаилә,domov
395,Heim::N,нәсел,domov
396,Ofen::N,мич,pec
397,Ofen::N,мич,kachle
398,Fußboden::N,идән,dlážka
399,Fußboden::N,идән,podlaha
400,Tisch::N,өстәл,stôl
401,Stuhl::N,утыргыч,stolička
402,Wiege::N,бишек,kolíska
403,Bett::N,ятак,lôžko
404,Bett::N,ятак,posteľ
405,Bett::N,урын-җир,lôžko
406,Bett::N,урын-җир,posteľ
407,Regal::N,киштә,regál
408,Regal::N,киштә,polica
409,Regal::N,шүрлек,regál
410,Regal::N,шүрлек,polica
411,Kiste::N,әрҗә,debna
412,Fenster::N,тәрәзә,okno
413,Fenster::N,тәрәзә,oblok
414,Tür::N,ишек,dvere
415,Tor::N,капка,vráta
416,Zaun::N,койма,plot
417,Zaun::N,койма,ohrada
418,Dach::N,түбә,krov
419,Dach::N,түбә,strecha
420,Leiter::N,баскыч,rebrík
421,Leiter::N,баскыч,rebrina
422,Besen::N,себерке,metla
423,Spaten::N,көрәк,rýľ
424,Schaufel::N,көрәк,lopata
425,Gabel::N,чәннечке,vidlička
426,Löffel::N,кашык,lyžica
427,Messer::N,пычак,nôž
428,Nagel::N,кадак,klinec
429,Netz::N,челтәр,sieť
430,Haken::N,ыргак,hák
431,Haken::N,ыргак,háčik
432,Griff::N,тотка,rukoväť
433,Schloss::N,йозак,zámka
434,Bild::N,рәсем,obraz
435,Bild::N,картина,obraz
436,Figur::N,сын,figúra
437,Figur::N,фигура,figúra
438,Puppe::N,курчак,bábka
439,Puppe::N,курчак,bábika
440,Beutel::N,луза,vrece
441,Beutel::N,луза,vrecko
442,Bündel::N,бәйләм,uzlík
443,Bündel::N,бәйләм,zväzok
444,Tasche::N,букча,taška
445,Tasche::N,букча,kabelka
446,Eimer::N,чиләк,vedro
447,Deckel::N,капкач,vrchnák
448,Deckel::N,капкач,pokrývka
449,Geschirr::N,савыт-саба,nádoba
450,Geschirr::N,кашык-аяк,nádoba
451,Sack::N,капчык,mech
452,Sack::N,капчык,vrece
453,Tasse::N,чынаяк,šálka
454,Topf::N,чүлмәк,hrniec
455,Kessel::N,казан,kotol
456,Essen::N,ашау,jedlo
457,Nahrung::N,азык,strava
458,Nahrung::N,азык,potrava
459,Nahrung::N,тәгам,strava
460,Nahrung::N,тәгам,potrava
461,Nahrung::N,ашамлык,strava
462,Nahrung::N,ашамлык,potrava
463,Speise::N,ризык,jedlo
464,Fleisch::N,ит,mäso
465,Getreide::N,ашлык,obilie
466,Brei::N,ботка,kaša
467,Brot::N,ипи,chlieb
468,Brot::N,икмәк,chlieb
469,Scheibe::N,телем,kotúč
470,Scheibe::N,телем,krajec
471,Fett::N,май,tuk
472,Fett::N,май,masť
473,Butter::N,май,maslo
474,Öl::N,май,olej
475,Salz::N,тоз,soľ
476,Suppe::N,шулпа,polievka
477,Honig::N,бал,med
478,Milch::N,сөт,mlieko
479,Tee::N,чәй,čaj
480,Leder::N,күн,koža
481,Wolle::N,йон,vlna
482,Stoff::N,тукыма,súkno
483,Nadel::N,энә,ihla
484,Faden::N,җеп,niť
485,Faden::N,җеп,vlákno
486,Knopf::N,төймә,gombík
487,Knoten::N,төен,uzol
488,Farbe::N,буяу,farba
489,Kleidung::N,кием,šaty
490,Kleidung::N,кием,šatstvo
491,Hemd::N,күлмәк,košeľa
492,Kragen::N,яка,golier
493,Ärmel::N,җиң,rukáv
494,Hose::N,чалбар,nohavice
495,Gürtel::N,билбау,pás
496,Gürtel::N,билбау,opasok
497,Mütze::N,бүрек,čiapka
498,Schuh::N,башмак,obuv
499,Schuh::N,башмак,topánka
500,Stiefel::N,итек,čižma
501,Ring::N,балдак,prsteň
502,Band::N,тасма,stuha
503,Kamm::N,тарак,hrebeň
504,Spiegel::N,көзге,zrkadlo
505,Riemen::N,каеш,remeň
506,Schnur::N,бау,šnúra
507,Leine::N,тезген,vodidlo
508,Decke::N,юрган,deka
509,Decke::N,юрган,prikrývka
510,Kissen::N,мендәр,poduška
511,Tuch::N,яулык,šatka
512,Handtuch::N,сөлгә,uterák
513,Kraft::N,егәр,moc
514,Kraft::N,дәрман,moc
515,Stärke::N,көч,sila
516,Stärke::N,дәрман,sila
517,Gesundheit::N,саулык,zdravie
518,Krankheit::N,чир,nemoc
519,Krankheit::N,чир,choroba
520,Krankheit::N,хаста,nemoc
521,Krankheit::N,хаста,choroba
522,Krankheit::N,сырхау,nemoc
523,Krankheit::N,сырхау,choroba
524,Schmerz::N,авырту,bolesť
525,Wunde::N,яра,rana
526,Wunde::N,җәрәхәт,rana
527,Fieber::N,бизгәк,horúčka
528,Arznei::N,дару,liek
529,Brücke::N,күпер,most
530,Brunnen::N,кое,studňa
531,Weide::N,утлавык,pastva
532,Pfad::N,сукмак,chodník
533,Weg::N,юл,cesta
534,Straße::N,урам,hradská
535,Dorf::N,авыл,dedina
536,Stadt::N,шәһәр,mesto
537,Brief::N,хат,list
538,Buch::N,китап,kniha
539,Buchstabe::N,хәреф,litera
540,Buchstabe::N,хәреф,písmeno
541,Zeitung::N,газет,noviny
542,Zeitung::N,газета,noviny
543,Leben::N,гомер,život
544,Leben::N,тормыш,život
545,Leben::N,тереклек,život
546,Tod::N,үлем,smrť
547,Grab::N,гүр,hrob
548,Grab::N,кабер,hrob
549,Kirche::N,чиркәү,kostol
550,Sünde::N,язык,hriech
551,Sünde::N,гөнаһ,hriech
552,Gott::N,алла,boh
553,Gott::N,ходай,boh
554,Arbeiter::N,эшче,robotník
555,Arbeiter::N,эшче,pracnovík
556,Chef::N,башлык,šéf
557,Chef::N,башлык,riaditeľ
558,Meister::N,оста,majster
559,Arzt::N,врач,lekár
560,Arzt::N,табиб,lekár
561,Lehrer::N,укытучы,učiteľ
562,Lehrer::N,мөгаллим,učiteľ
563,Geld::N,акча,peniaze
564,Geschäft::N,эш,obchod
565,Laden::N,кибет,obchod
566,Laden::N,магазин,obchod
567,Preis::N,бәя,cena
568,Preis::N,бәһа,cena
569,Ware::N,товар,tovar
570,Nutzen::N,файда,osoh
571,Nutzen::N,файда,úžitok
572,Reichtum::N,байлык,bohatstvo
573,Welt::N,дөнья,svet
574,Land::N,ил,územie
575,Land::N,ил,krajina
576,Staat::N,дәүләт,štát
577,König::N,патша,kráľ
578,Macht::N,хакимият,moc
579,Macht::N,хакимият,mocnosť
580,Grenze::N,чик,hranica
581,Krieg::N,сугыш,vojna
582,Feind::N,дошман,nepriateľ
583,Gewalt::N,көчләү,násilie
584,Kampf::N,көрәш,boj
585,Bogen[Waffe]::N,җәя,luk
586,Pfeil::N,ук,šíp
587,Pfeil::N,ук,strela
588,Gewehr::N,мылтык,puška
589,Fehler::N,хата,omyl
590,Fehler::N,хата,chyba
591,Lüge::N,ялган,lož
592,Schaden::N,зыян,ujma
593,Schaden::N,зыян,škoda
594,Schaden::N,зарар,ujma
595,Schaden::N,зарар,škoda
596,Unglück::N,бәла,nešťastie
597,Schuld::N,гаеп,vina
598,Schuld::N,гаеп,previnenie
599,Alter::N,яшь,vek
600,Schluss::N,ахыр,záver
601,Schluss::N,ахыр,koniec
602,Zeit::N,заман,čas
603,Tag::N,көн,deň
604,Morgen::N,иртә,ráno
605,Mittag::N,өйлә,poludnie
606,Abend::N,кич,večer
607,Nacht::N,төн,noc
608,Woche::N,атна,týždeň
609,Monat::N,ай,mesiac
610,Jahr::N,ел,rok
611,Frühling::N,яз,jar
612,Sommer::N,җәй,leto
613,Herbst::N,көз,jeseň
614,Winter::N,кыш,zima
615,Januar::N,гыйнвар,január
616,Februar::N,февраль,február
617,März::N,март,marec
618,April::N,апрель,apríl
619,Mai::N,май,máj
620,Juni::N,июнь,jún
621,Juli::N,июль,júl
622,August::N,август,august
623,September::N,сентябрь,september
624,Oktober::N,октябрь,október
625,November::N,ноябрь,november
626,Dezember::N,декабрь,december
627,Montag::N,дүшәмбе,pondelok
628,Dienstag::N,сишәмбе,utorok
629,Mittwoch::N,чәршәмбе,streda
630,Donnerstag::N,атнакич,štvrtok
631,Donnerstag::N,пәнҗешәмбе,štvrtok
632,Freitag::N,җомга,piatok
633,Samstag::N,шимбә,sobota
634,Sonntag::N,якшәмбе,nedeľa
635,groß::A,зур,veľký
636,klein::A,кечкенә,malý
637,lang::A,озын,dlhý
638,kurz::A,кыска,krátky
639,breit::A,киң,široký
640,schmal::A,кысык,úzky
641,dicht::A,куе,hustý
642,dick[Gegenstand]::A,калын,tlstý
643,dünn::A,нечкә,tenký
644,fein::A,нәзакәтле,jemný
645,fest::A,нык,pevný
646,flach::A,яссы,rovný
647,flach::A,яссы,plochý
648,flach::A,ялпак,rovný
649,flach::A,ялпак,plochý
650,glatt::A,шома,hladký
651,hart::A,каты,tvrdý
652,weich::A,йомшак,mäkký
653,rund::A,түгәрәк,guľatý
654,rund::A,түгәрәк,okrúhly
655,spitz::A,очлы,končitý
656,scharf::A,үткен,ostrý
657,stumpf::A,үтмәс,tupý
658,schwer::A,салмак,ťažký
659,schön::A,гүзәл,pekný
660,schön::A,гүзәл,krásny
661,heiß::A,эссе,horúci
662,warm::A,җылы,teplý
663,kalt::A,суык,studený
664,kalt::A,салкын,studený
665,kühl::A,салкынча,chladný
666,frisch::A,салкынча,svieži
667,feucht::A,юеш,vlhký
668,feucht::A,юеш,zvlhnutý
669,nass::A,дымлы,mokrý
670,trocken::A,коры,suchý
671,voll::A,тулы,plný
672,leer::A,буш,prázdny
673,offen::A,ачык,otvorený
674,geschlossen::A,йомык,zavretý
675,sauber::A,пакь,čistý
676,sauber::A,чиста,čistý
677,schmutzig::A,керле,špinavý
678,schmutzig::A,пычрак,špinavý
679,roh::A,чи,surový
680,reif::A,өлгергән,zrelý
681,lecker::A,тәмле,chutný
682,süß::A,татлы,sladký
683,bitter::A,ачы,horký
684,sauer::A,әче,kyslý
685,hell::A,якты,jasný
686,hell::A,якты,svetlý
687,dunkel::A,кара,temný
688,schwarz::A,кара,čierny
689,weiß::A,ак,biely
690,rot::A,кызыл,červený
691,gelb::A,сары,žltý
692,blau::A,күк,modrý
693,blau::A,күк,belasý
694,grün::A,яшел,zelený
695,grau::A,соры,šedý
696,bunt::A,чуар,pestrý
697,billig::A,арзан,lacný
698,teuer::A,хаклы,drahý
699,wertvoll::A,кыйммәтле,cenný
700,blind::A,сукыр,slepý
701,blind::A,күзсез,slepý
702,taub::A,чукрак,hluchý
703,taub::A,саңгырау,hluchý
704,kräftig::A,егәрле,silný
705,stark::A,нык,silný
706,stark::A,базык,silný
707,schwach::A,зәгыйфь,slabý
708,schwach::A,зәгыйфь,bezvládny
709,fett::A,симез,tučný
710,schlank::A,нәзек,štíhly
711,hübsch::A,чибәр,šumný
712,hübsch::A,чибәр,švárny
713,böse::A,усал,zlý
714,dumm::A,акылсыз,hlúpy
715,faul::A,ялкау,lenivý
716,faul::A,иренчәк,lenivý
717,fleißig::A,тырыш,snaživý
718,fleißig::A,тырыш,usilovný
719,fleißig::A,тырышучан,snaživý
720,fleißig::A,тырышучан,usilovný
721,geizig::A,саран,skupý
722,geizig::A,саран,lakomý
723,klug::A,акыллы,múdry
724,klug::A,акыллы,bystrý
725,geschickt::A,маһир,zručný
726,geschickt::A,маһир,šikovný
727,lieb::A,сөекле,milý
728,lustig::A,күңелле,veselý
729,sanft::A,басынкы,nežný
730,hungrig::A,ач,lačný
731,hungrig::A,ач,hladný
732,krank::A,чирле,chorý
733,krank::A,чирле,nemocný
734,krank::A,сырхау,chorý
735,krank::A,сырхау,nemocný
736,nackt::A,шәрә,nahý
737,traurig::A,ямансу,smutný
738,lebendig::A,тере,živý
739,gut::A,яхшы,dobrý
740,schlecht::A,начар,zlý
741,richtig::A,дөрес,správny
742,schlimm::A,әшәкә,zlý
743,schlimm::A,әшәкә,nepríjemný
744,wahr::A,чып-чын,pravý
745,wahr::A,чып-чын,pravdivý
746,alt::A,иске,starý
747,neu::A,яңа,nový
748,ehemalig::A,элекке,bývalý
749,alt[Lebewesen]::A,карт,starý
750,jung::A,яшь,mladý
751,arm::A,фәкыйрь,chudobný
752,reich::A,бай,bohatý
753,bekannt::A,таныш,známy
754,berühmt::A,атаклы,slávny
755,berühmt::A,атаклы,povestný
756,fremd::A,ят,cudzí
757,verschieden::A,төрле,rôzny
758,verschieden::A,төрле,rozličný
759,nah::A,якын,blízky
760,fern::A,ерак,ďaleký
761,linker::A,сул,ľavý
762,rechter::A,уң,pravý
763,anderer::A,бүтән,iný
764,anderer::A,бүтән,druhý
765,erster::A,беренче,prvý
766,zweiter::A,икенче,druhý
767,dritter::A,өченче,tretí
768,letzter::A,ахыргы,ostatný
769,letzter::A,ахыргы,posledný
770,allein::ADV,ялгыз,sám
771,auf einmal::ADV,бердән,zároveň
772,zusammen::ADV,бергә,spolu
773,zusammen::ADV,бергә,spoločne
774,lange::ADV,озак,dlho
775,plötzlich::ADV,искәрмәстән,náhle
776,sofort::ADV,хәзер,hneď
777,sofort::ADV,хәзер,ihneď
778,später::ADV,соңрак,neskoršie
779,jetzt::ADV,хәзер,teraz
780,heute::ADV,бүген,dnes
781,morgen::ADV,иртәгә,zajtra
782,bald::ADV,тиздән,skoro
783,dann::ADV,аннары,nato
784,dann::ADV,аннары,potom
785,gestern::ADV,кичә,včera
786,einst::ADV,берчак,kedysi
787,einst::ADV,берчак,niekedy
788,damals::ADV,ул вакытта,vtedy
789,damals::ADV,ул чакта,vtedy
790,danach::ADV,да,potom
791,danach::ADV,да,podľa toho
792,vorher::ADV,элек,napred
793,vorher::ADV,элек,predtým
794,zuerst::ADV,башта,najprv
795,einmal::ADV,бер,raz
796,einmal::ADV,бер,jedenkrát
797,einmal::ADV,бер мәртәбә,raz
798,einmal::ADV,бер мәртәбә,jedenkrát
799,manchmal::ADV,кайчакта,občas
800,manchmal::ADV,кайчакта,niekedy
801,oft::ADV,еш,často
802,immer::ADV,һәркайчан,vždy
803,immer::ADV,һәркайчан,ustavične
804,niemals::ADV,hичбер вакыт,nikdy
805,hier::ADV,монда,tu
806,hier::ADV,биредә,tu
807,hierhin::ADV,монда,sem
808,hierhin::ADV,монда,tade
809,von hier::ADV,моннан,odtiaľto
810,dort::ADV,анда,tam
811,dorthin::ADV,тегеләй,ta
812,dorthin::ADV,тегеләй,tam
813,geradeaus::ADV,турыдан-туры,rovno
814,geradeaus::ADV,турыдан-туры,priamo
815,vorwärts::ADV,алга,napred
816,rückwärts::ADV,кире,nazad
