,Concept_ID,el,la
180,Katze::N,γάτα,felis
181,Bär::N,άρκτος,ursus
182,Bär::N,αρκούδα,ursus
183,Eichhörnchen::N,βερβερίτσα,sciurus
184,Elch::N,άλκη,alces
185,Fuchs::N,αλεπού,vulpes
186,Hase::N,λαγός,lepus
187,Maus::N,ποντικός,mus
188,Wolf::N,λύκος,lupus
189,Vogel::N,πουλί,avis
190,Schwarm::N,σμήνος,examen
191,Huhn::N,κότα,gallina
192,Huhn::N,όρνιθα,gallina
193,Hahn::N,πετεινός,gallus
194,Gans::N,χήνα,anser
195,Adler::N,αετός,aquila
196,Ente::N,πάπια,anas
197,Eule::N,κουκουβάγια,ulula
198,Eule::N,κουκουβάγια,noctua
199,Kranich::N,γερανός,grus
200,Krähe::N,καρακάξα,cornix
201,Kuckuck::N,κούκος,cuculus
202,Schwan::N,κύκνος,olor
203,Schwan::N,κύκνος,cycnus
204,Fisch::N,ψάρι,piscis
205,Barsch::N,πέρκα,perca
206,Hecht::N,λούτσος,esox
207,Schlange[Tier]::N,φίδι,serpens
208,Wurm::N,σκουλήκι,vermis
209,Spinne::N,αράχνη,aranea
210,Ameise::N,μυρμήγκι,formica
211,Laus::N,ψείρα,pediculus
212,Mücke::N,κουνούπι,culex
213,Fliege::N,μύγα,musca
214,Schmetterling::N,πεταλούδα,papilio
215,Beere::N,ρόγα,baca
216,Apfel::N,μήλο,malum
217,Pilz::N,μανιτάρι,fungus
218,Zwiebel::N,κρεμμύδι,cepa
219,Saat::N,σπόρος,seges
220,Korn::N,σπυρί,granum
221,Heu::N,σανός,faenum
222,Schale::N,τσόφλι,putamen
223,Grube::N,λάκκος,fovea
224,Falle::N,παγίδα,pedica
225,Schlinge::N,θηλειά,laqueus
226,Spur::N,ίχνος,vestigium
227,Asche::N,στάχτη,cinis
228,Dreck::N,βρωμιά,lutum
229,Eisen::N,σίδερο,ferrum
230,Gold::N,μάλαμα,aurum
231,Gold::N,χρυσάφι,aurum
232,Silber::N,ασήμι,argentum
233,Silber::N,άργυρος,argentum
234,Kohle::N,κάρβουνο,carbo
235,Glas::N,γυαλί,vitrum
236,Lehm::N,πηλός,lutum
237,Sand::N,άμμος,arena
238,Mensch::N,άνθρωπος,homo
239,Mann::N,άνδρας,vir
240,Frau::N,γυναίκα,mulier
241,Kind::N,παιδί,puer
242,Kind::N,παιδί,infans
243,Junge::N,αγόρι,puer
244,Mädchen::N,κοπέλα,puella
245,Mädchen::N,κορίτσι,puella
246,Familie::N,οικογένεια,familia
247,Großvater::N,παππούς,avus
248,Großmutter::N,γιαγιά,avia
249,Eltern::N,γονείς,parentes
250,Vater::N,πατέρας,pater
251,Mutter::N,μητέρα,mater
252,Sohn::N,γιος,filius
253,Tochter::N,κόρη,filia
254,Bruder::N,αδελφός,frater
255,Schwester::N,αδελφή,soror
256,Onkel::N,θείος,patruus
257,Onkel::N,θείος,avunculus
258,Tante::N,θεία,amita
259,Ehemann::N,σύζυγος,maritus
260,Ehefrau::N,σύζυγος,uxor
261,Freude::N,χαρά,gaudium
262,Freude::N,χαρά,laetitia
263,Gelächter::N,γέλια,risus
264,Glück::N,ευτυχία,felicitas
265,Kummer::N,έγνοια,aegritudo
266,Wunsch::N,επιθυμία,voluntas
267,Wunsch::N,επιθυμία,desiderium
268,Lust::N,όρεξη,libido
269,Lust::N,όρεξη,voluptas
270,Geist::N,πνέυμα,mens
271,Geist::N,πνέυμα,animus
272,Gedanke::N,σκέψη,sententia
273,Gedächtnis::N,μνήμη,memoria
274,Verstand::N,νους,ratio
275,Verstand::N,νους,ingenium
276,Sinn::N,νόημα,sensus
277,Grund::N,λόγος,causa
278,Wahrheit::N,αλήθεια,veritas
279,Gespräch::N,συνομιλία,sermo
280,Märchen::N,παραμύθι,fabula
281,Erzählung::N,διήγημα,fabula
282,Erzählung::N,διήγημα,narratio
283,Nachricht::N,είδηση,nuntius
284,Neuigkeit::N,νέο,novitas
285,Name::N,όνομα,nomen
286,Rätsel::N,αίνιγμα,aenigma
287,Rede::N,λόγος,oratio
288,Rede::N,ομιλία,oratio
289,Sprache::N,γλώσσα,lingua
290,Stimme::N,φωνή,vox
291,Wort::N,λέξη,verbum
292,Wort::N,λέξη,vocabulum
293,Zeichen::N,σημείο,signum
294,Ruf::N,κραυγή,clamor
295,Lärm::N,θόρυβος,strepitus
296,Laut::N,ήχος,sonus
297,Ton::N,ήχος,sonus
298,Ton::N,τόνος,sonus
299,Lied::N,τραγούδι,carmen
300,Ruhe::N,ησυχία,quies
301,Leute::N,κόσμος,homines
302,Leute::N,άνθρωποι,homines
303,Volk::N,λαός,populus
304,Arbeit::N,εργασία,labor
305,Gast::N,επισκέπτης,hospes
306,Gast::N,επισκέπτης,conviva
307,Geschenk::N,δώρο,munus
308,Spiel::N,παιχνίδι,ludus
309,Gesellschaft::N,κοινωνία,societas
310,Hilfe::N,βοήθεια,auxilium
311,Hilfe::N,βοήθεια,subsidium
312,Freund::N,φίλος,amicus
313,Kamerad::N,σύντροφος,socius
314,Angelegenheit::N,υπόθεση,res
315,Anzahl::N,αριθμός,numerus
316,Art::N,είδος,genus
317,Stück::N,κομμάτι,frustum
318,Stück::N,κομμάτι,fragmentum
319,Teil::N,μέρος,pars
320,Hälfte::N,μισό,dimidium
321,Kreis::N,κύκλος,orbis
322,Kreis::N,κύκλος,circus
323,Kreuz::N,σταυρός,crux
324,Linie::N,γραμμή,linea
325,Strich::N,γραμμή,lineamentum
326,Abstand::N,απόσταση,intervallum
327,Entfernung::N,απόσταση,spatium
328,Gegend::N,περιοχή,loca
329,Gegend::N,περιοχή,regio
330,Gegend::N,τοποθεσία,loca
331,Gegend::N,τοποθεσία,regio
332,Platz::N,χώρος,locus
333,Ort::N,τόπος,locus
334,Seite::N,πλευρά,latus
335,Mitte::N,μέση,medium
336,Gegenstand::N,αντικείμενο,res
337,Sache::N,πράγμα,res
338,Rand::N,άκρη,margo
339,Rand::N,χείλος,margo
340,Kante::N,άκρη,angulus
341,Ecke::N,γωνιά,angulus
342,Spitze::N,μύτη,cacumen
343,Ende::N,άκρη,caput
344,Loch::N,τρύπα,foramen
345,Winkel::N,γωνία,angulus
346,Muster::N,σχέδιο,exemplum
347,Größe::N,μέγεθος,magnitudo
348,Länge::N,μήκος,longitudo
349,Höhe::N,ύψος,altitudo
350,Gewicht::N,βάρος,pondus
351,Menge::N,ποσότητα,copia
352,Haufen::N,σωρός,acervus
353,Reihe::N,αράδα,ordo
354,Boot::N,βάρκα,navicula
355,Ruder::N,κουπί,remus
356,Schlitten::N,έλκηθρο,sclodia
357,Ski::N,σκι,narta
358,Lagerfeuer::N,φωτιά,ignis
359,Last::N,φορτίο,onus
360,Gang::N,δρόμος,cursus
361,Schritt::N,βήμα,gradus
362,Norden::N,βορράς,septentriones
363,Süden::N,νότος,meridies
364,Westen::N,δύση,occidens
365,Osten::N,ανατολή,oriens
366,Holz::N,ξύλο,lignum
367,Brett::N,σανίδι,tabula
368,Platte::N,πλάκα,lamina
369,Stütze::N,στήριγμα,adminiculum
370,Stange::N,ραβδί,pertica
371,Stange::N,κοντός,pertica
372,Stock::N,ξύλο,baculum
373,Stock::N,μπαστούνι,baculum
374,Stab::N,ραβδί,scipio
375,Rohr::N,σωλήνας,tubus
376,Haus::N,σπίτι,aedes
377,Heim::N,σπίτι,domicilium
378,Ofen::N,σόμπα,fornax
379,Ofen::N,θερμάστρα,fornax
380,Fußboden::N,πάτωμα,solum
381,Tisch::N,τραπέζι,mensa
382,Stuhl::N,καρέκλα,sella
383,Wiege::N,κούνια,cunae
384,Bett::N,κρεβάτι,lectus
385,Regal::N,ράφι,foruli
386,Kiste::N,κιβώτιο,cista
387,Fenster::N,παράθυρο,fenestra
388,Tür::N,πόρτα,ianua
389,Tor::N,πύλη,porta
390,Zaun::N,φράχτης,saepes
391,Dach::N,στέγη,tectum
392,Leiter::N,σκάλα,scalae
393,Leiter::N,κλίμακα,scalae
394,Besen::N,σκούπα,scopae
395,Spaten::N,φτυάρι,pala
396,Schaufel::N,φτυάρι,pala
397,Gabel::N,πιρούνι,fuscinula
398,Löffel::N,κουτάλι,coclear
399,Messer::N,μαχαίρι,culter
400,Nagel::N,καρφί,clavus
401,Netz::N,δίχτυ,rete
402,Haken::N,γάντζος,hamus
403,Haken::N,αγκίστρι,hamus
404,Griff::N,λαβή,manubrium
405,Schloss::N,κλειδαριά,claustra
406,Bild::N,εικόνα,tabula
407,Bild::N,εικόνα,pictura
408,Figur::N,ανάστημα,statunculum
409,Puppe::N,κούκλα,pupa
410,Beutel::N,πουγγί,sacculus
411,Bündel::N,δεμάτι,fascis
412,Tasche::N,τσάντα,sacculus
413,Eimer::N,κουβάς,situla
414,Deckel::N,καπάκι,operculum
415,Geschirr::N,σκεύη,vasa
416,Sack::N,σάκος,saccus
417,Tasse::N,φλιτζάνι,pocillum
418,Topf::N,χύτρα,olla
419,Kessel::N,καζάνι,aenum
420,Essen::N,φαγητό,cena
421,Nahrung::N,τροφή,cibus
422,Nahrung::N,τροφή,alimenta
423,Speise::N,φαγητό,cibus
424,Fleisch::N,κρέας,caro
425,Getreide::N,σιτάρι,frumentum
426,Brei::N,χυλός,puls
427,Brot::N,ψωμί,panis
428,Brot::N,άρτος,panis
429,Scheibe::N,φέτα,frustum
430,Fett::N,πάχος,pingue
431,Butter::N,βούτυρο,butȳrum
432,Öl::N,λάδι,oleum
433,Salz::N,αλάτι,sal
434,Suppe::N,σούπα,ius
435,Honig::N,μέλι,mel
436,Milch::N,γάλα,lac
437,Tee::N,τσάι,thea
438,Leder::N,πετσί,corium
439,Wolle::N,μαλλί,lana
440,Stoff::N,ύφασμα,textum
441,Nadel::N,βελόνα,acus
442,Faden::N,κλωστή,filum
443,Knopf::N,κουμπί,bulla
444,Knoten::N,κόμπος,nodus
445,Farbe::N,μπογιά,pigmentum
446,Kleidung::N,ρούχα,vestimenta
447,Kleidung::N,ενδυμασία,vestimenta
448,Hemd::N,πουκάμισο,tunica
449,Kragen::N,κολάρο,collare
450,Ärmel::N,μανίκι,manica
451,Hose::N,πανταλόνι,bracae
452,Gürtel::N,ζώνη,cingulum
453,Mütze::N,σκούφος,pilleus
454,Schuh::N,παπούτσι,calceus
455,Stiefel::N,μπότα,pero
456,Stiefel::N,μπότα,caliga
457,Ring::N,δαχτυλίδι,anulus
458,Band::N,κορδέλα,redimiculum
459,Kamm::N,χτένα,pecten
460,Spiegel::N,καθρέφτης,speculum
461,Riemen::N,λουρί,lorum
462,Schnur::N,κορδόνι,linum
463,Leine::N,σχοινί,retinaculum
464,Decke::N,κουβέρτα,lodix
465,Kissen::N,μαξιλάρι,pulvinus
466,Tuch::N,πανί,velum
467,Tuch::N,μαντήλι,velum
468,Handtuch::N,πετσέτα,mantele
469,Kraft::N,δύναμη,vis
470,Stärke::N,ισχύς,robur
471,Stärke::N,δύναμη,robur
472,Gesundheit::N,υγεία,valetudo
473,Krankheit::N,αρρώστια,morbus
474,Schmerz::N,πόνος,dolor
475,Wunde::N,πληγή,vulnus
476,Fieber::N,πυρετός,febris
477,Arznei::N,φάρμακο,remedium
478,Brücke::N,γέφυρα,pons
479,Brunnen::N,πηγάδι,puteus
480,Weide::N,βοσκή,pascua
481,Pfad::N,μονοπάτι,semita
482,Weg::N,δρόμος,iter
483,Straße::N,οδός,via
484,Straße::N,δρόμος,via
485,Dorf::N,χωριό,vicus
486,Stadt::N,πόλη,urbs
487,Stadt::N,πόλη,oppidum
488,Brief::N,γράμμα,epistula
489,Brief::N,επιστολή,epistula
490,Buch::N,βιβλίο,liber
491,Buchstabe::N,γράμμα,littera
492,Zeitung::N,εφημερίδα,diurnum
493,Leben::N,ζωή,vita
494,Leben::N,βίος,vita
495,Tod::N,θάνατος,mors
496,Grab::N,τάφος,sepulcrum
497,Kirche::N,εκκλησία,ecclesia
498,Sünde::N,αμαρτία,peccatum
499,Gott::N,θεός,deus
500,Arbeiter::N,εργάτης,operarius
501,Chef::N,προϊστάμενος,praefectus
502,Meister::N,μάστορας,magister
503,Meister::N,αρχιτεχνίτης,magister
504,Arzt::N,γιατρός,medicus
505,Lehrer::N,δάσκαλος,magister
506,Geld::N,λεφτά,aes
507,Geld::N,λεφτά,pecunia
508,Geld::N,χρήματα,aes
509,Geld::N,χρήματα,pecunia
510,Geschäft::N,συναλλαγή,negotium
511,Laden::N,μαγαζί,taberna
512,Laden::N,κατάστημα,taberna
513,Preis::N,τιμή,pretium
514,Ware::N,εμπόρευμα,merx
515,Nutzen::N,όφελος,utilitas
516,Reichtum::N,πλούτος,opes
517,Reichtum::N,πλούτος,divitiae
518,Welt::N,κόσμος,mundus
519,Land::N,χώρα,terra
520,Staat::N,κράτος,res publica
521,Staat::N,πολιτεία,res publica
522,König::N,βασιλιάς,rex
523,Macht::N,εξουσία,potestas
524,Grenze::N,σύνορα,limes
525,Krieg::N,πόλεμος,bellum
526,Feind::N,εχθρός,inimicus
527,Gewalt::N,βία,vis
528,Kampf::N,αγώνας,pugna
529,Bogen[Waffe]::N,τόξο,arcus
530,Pfeil::N,σαΐτα,sagitta
531,Gewehr::N,τουφέκι,sclopetum
532,Fehler::N,λάθος,error
533,Fehler::N,σφάλμα,error
534,Lüge::N,ψέμα,mendacium
535,Lüge::N,ψεύδος,mendacium
536,Schaden::N,ζημία,damnum
537,Schaden::N,ζημία,detrimentum
538,Unglück::N,δυστυχία,miseria
539,Unglück::N,δυστυχία,calamitas
540,Schuld::N,ενοχή,culpa
541,Schuld::N,φταίξιμο,culpa
542,Alter::N,ηλικία,aetas
543,Schluss::N,τέλος,finis
544,Zeit::N,χρόνος,tempus
545,Tag::N,μέρα,dies
546,Tag::N,ημέρα,dies
547,Morgen::N,πρωί,mane
548,Mittag::N,μεσημέρι,meridies
549,Abend::N,βράδυ,vesper
550,Nacht::N,νύχτα,nox
551,Woche::N,εβδομάδα,septimana
552,Monat::N,μήνας,mensis
553,Jahr::N,έτος,annus
554,Jahr::N,χρόνος,annus
555,Frühling::N,άνοιξη,ver
556,Sommer::N,καλοκαίρι,aestas
557,Herbst::N,φθινόπωρο,autumnus
558,Winter::N,χειμώνας,hiems
559,Januar::N,Ιανουάριος,Ianuarius
560,Februar::N,Φεβρουάριος,Februarius
561,März::N,Μάρτιος,Martius
562,April::N,Απρίλιος,Aprilis
563,Mai::N,Μάιος,Maius
564,Juni::N,Ιούνιος,Iunius
565,Juli::N,Ιούλιος,Iulius
566,August::N,Αύγουστος,Augustus
567,September::N,Σεπτέμβριος,September
568,Oktober::N,Οκτώβριος,Octobris
569,November::N,Νοέμβριος,Novembris
570,Dezember::N,Δεκέμβριος,December
571,Montag::N,Δευτέρα,dies lunae
572,Dienstag::N,Τρίτη,dies Martis 
573,Mittwoch::N,Τετάρτη,dies Mercurii
574,Donnerstag::N,Πέμπτη,dies Iovis
575,Freitag::N,Παρασκευή,dies Veneris
576,Samstag::N,Σάββατο,dies Saturni
577,Sonntag::N,Κυριακή,dominicus
578,Sonntag::N,Κυριακή,dies solis
579,groß::A,μεγάλος,magnus
580,klein::A,μικρός,parvus
581,lang::A,μακρύς,longus
582,kurz::A,κοντός,brevis
583,breit::A,φαρδύς,latus
584,schmal::A,στενός,angustus
585,dicht::A,πυκνός,densus
586,dick[Gegenstand]::A,παχύς,crassus
587,dick[Gegenstand]::A,χοντρός,crassus
588,dünn::A,ψιλός,tenuis
589,dünn::A,λεπτός,tenuis
590,fein::A,ψιλός,subtilis
591,fest::A,στερεός,solidus
592,fest::A,στερεός,stabilis
593,flach::A,επίπεδος,planus
594,glatt::A,λείος,levis
595,glatt::A,ομαλός,levis
596,hart::A,σκληρός,durus
597,weich::A,μαλακός,mollis
598,rund::A,στρογγυλός,rotundus
599,spitz::A,μυτερός,acutus
600,scharf::A,κοφτερός,acer
601,stumpf::A,αμβλύς,hebes
602,schwer::A,βαρύς,gravis
603,schön::A,ωραίος,pulcher
604,schön::A,ωραίος,formosus
605,schön::A,όμορφος,pulcher
606,schön::A,όμορφος,formosus
607,heiß::A,ζεστός,fervidus
608,warm::A,θερμός,calidus
609,kalt::A,κρύος,frigidus
610,kalt::A,ψυχρός,frigidus
611,kühl::A,δροσερός,frigidus
612,frisch::A,νωπός,recens
613,frisch::A,φρέσκος,recens
614,feucht::A,υγρός,umidus
615,nass::A,βρεγμένος,madidus
616,trocken::A,ξηρός,aridus
617,trocken::A,στεγνός,aridus
618,voll::A,γεμάτος,plenus
619,leer::A,άδειος,vacuus
620,offen::A,ανοιχτός,apertus
621,geschlossen::A,κλειστός,clausus
622,sauber::A,καθαρός,lautus
623,schmutzig::A,βρώμικος,sordidus
624,schmutzig::A,λερωμένος,sordidus
625,roh::A,ωμός,crudus
626,reif::A,ώριμος,maturus
627,lecker::A,νόστιμος,delicatus
628,süß::A,γλυκός,dulcis
629,bitter::A,πικρός,amarus
630,bitter::A,πικρός,acerbus
631,sauer::A,ξινός,acidus
632,hell::A,φωτεινός,clarus
633,dunkel::A,σκοτεινός,obscurus
634,schwarz::A,μαύρος,niger
635,schwarz::A,μελανός,niger
636,weiß::A,άσπρος,albus
637,rot::A,κόκκινος,ruber
638,gelb::A,κίτρινος,flavus
639,blau::A,μπλε,caeruleus
640,blau::A,γαλανός,caeruleus
641,grün::A,πράσινος,viridis
642,grau::A,γκρίζος,canus
643,bunt::A,ποικιλόχρωπος,varius
644,billig::A,φτηνός,vilis
645,teuer::A,ακριβός,carus
646,wertvoll::A,πολύτιμος,pretiosus
647,blind::A,τυφλός,caecus
648,taub::A,κουφός,surdus
649,kräftig::A,δυνατός,robustus
650,stark::A,γερός,firmus
651,stark::A,γερός,validus
652,schwach::A,αδύνατος,debilis
653,schwach::A,αδύνατος,infirmus
654,fett::A,παχύς,crassus
655,schlank::A,λεπτός,procerus
656,schlank::A,λυγερός,procerus
657,hübsch::A,όμορφος,pulcher
658,hübsch::A,χαριτωμένος,pulcher
659,böse::A,κακός,improbus
660,dumm::A,κουτός,stultus
661,dumm::A,κουτός,stupidus
662,dumm::A,ανόητος,stultus
663,dumm::A,ανόητος,stupidus
664,faul::A,τεμπέλης,piger
665,fleißig::A,εργατικός,sedulus
666,geizig::A,τσιγγούνης,avarus
667,klug::A,έξυπνος,prudens
668,geschickt::A,επιδέξιος,sollers
669,lieb::A,φίλος,carus
670,lieb::A,αγαπητός,carus
671,lustig::A,εύθυμος,iocosus
672,lustig::A,χαρούμενος,iocosus
673,sanft::A,ήπιος,clemens
674,hungrig::A,πεινασμένος,impastus
675,krank::A,άρρωστος,aeger
676,nackt::A,γυμνός,nudus
677,traurig::A,λυπημένος,maestus
678,lebendig::A,ζωντανός,vivus
679,gut::A,καλός,bonus
680,schlecht::A,κακός,malus
681,richtig::A,σωστός,rectus
682,schlimm::A,άσχημος,malus
683,wahr::A,αληθής,verus
684,wahr::A,αληθινός,verus
685,alt::A,παλιός,antiquus
686,neu::A,νέος,novus
687,neu::A,καινούργιος,novus
688,ehemalig::A,παλιός,pristinus
689,alt[Lebewesen]::A,γέρος,vetus
690,jung::A,νέος,iuvenis
691,arm::A,φτωχός,pauper
692,reich::A,πλούσιος,dives
693,bekannt::A,γνωστός,notus
694,berühmt::A,περίφημος,celeber
695,berühmt::A,περίφημος,illustris
696,berühmt::A,ξακουσμένος,celeber
697,berühmt::A,ξακουσμένος,illustris
698,fremd::A,ξένος,peregrinus
699,verschieden::A,διαφορετικός,varius
700,nah::A,κοντινός,propinquus
701,fern::A,μακριά,longinquus
702,linker::A,αριστερός,sinister
703,rechter::A,δεξιός,dexter
704,anderer::A,άλλος,alius
705,erster::A,πρώτος,primus
706,zweiter::A,δεύτερος,secundus
707,dritter::A,τρίτος,tertius
708,letzter::A,τελευταίος,ultimus
709,allein::ADV,μόνος,solum
710,auf einmal::ADV,εφάπαξ,simul
711,zusammen::ADV,μαζί,una
712,lange::ADV,πολύν καιρό,diu
713,plötzlich::ADV,έξαφνα,subito
714,plötzlich::ADV,έξαφνα,repente
715,sofort::ADV,αμέσως,statim
716,später::ADV,αργότερα,postea
717,jetzt::ADV,τώρα,nunc
718,heute::ADV,σήμερα,hodie
719,morgen::ADV,αύριο,cras
720,bald::ADV,σε λίγο,mox
721,bald::ADV,εντός ολίγου,mox
722,dann::ADV,ύστερα,deinde
723,gestern::ADV,χτες,heri
724,einst::ADV,ποτέ,olim
725,einst::ADV,άλλοτε,olim
726,damals::ADV,τότε,tum
727,danach::ADV,μετά,postea
728,danach::ADV,ύστερα,postea
729,vorher::ADV,πριν,antea
730,vorher::ADV,προηγουμένως,antea
731,zuerst::ADV,πρώτα,primo
732,einmal::ADV,μία φορά,semel
733,manchmal::ADV,κάποτε,interdum
734,oft::ADV,συχνά,saepe
735,oft::ADV,πολλές φορές,saepe
736,immer::ADV,πάντα,semper
737,immer::ADV,πάντοτε,semper
738,niemals::ADV,ποτέ,numquam
739,hier::ADV,εδώ,hic
740,hierhin::ADV,εδώ,huc
741,von hier::ADV,από δω,hinc
742,dort::ADV,εκεί,ibi
743,dorthin::ADV,προς τα κει,eo
744,geradeaus::ADV,κατευθείαν,recte
745,vorwärts::ADV,εμπρός,porro
