,Concept_ID,br,cs
816,sieden::V,berviñ,vřít
817,faulen::V,breinañ,hnít
818,verfaulen::V,breinañ,shnít
819,reißen::V,darnaouiñ,roztrhat se
820,versinken::V,sodellañ,topit se
821,versinken::V,sodellañ,ponořit se
822,vergehen::V,tremen,plynout
823,erscheinen::V,donet war-wel,objevit se
824,verschwinden::V,monet diwar wel,zmizet
825,sinken::V,en em izelat,klesat
826,abnehmen::V,nebeutaat,ubýt
827,zunehmen::V,kreskiñ,přibýt
828,steigen::V,sevel,stoupat
829,wachsen::V,kreskiñ,růst
830,glänzen::V,lugernañ,lesknout se
831,funkeln::V,elieniñ,jiskřit se
832,lärmen::V,rabotat,dělat hluk
833,klirren::V,diridignat,řinčet
834,klirren::V,sterlinkañ,řinčet
835,brausen::V,gwegal,hučet
836,rauschen::V,trouzal,šumět
837,klingen::V,seniñ,znít
838,bellen::V,harzhal,štěkat
839,heulen::V,yudal,výt
840,blasen::V,c'hwezhañ,foukat
841,pfeifen::V,c'hwitellat,pískat
842,schreien::V,huchal,křičet
843,stöhnen::V,hirvoudiñ,sténat
844,zittern::V,krenañ,třást se
845,leben::V,bevañ,žít
846,geboren werden::V,genel,rodit se
847,atmen::V,tennañ e anal,dýchat
848,trinken::V,evañ,pít
849,essen::V,debriñ,jíst
850,schlucken::V,lonkañ,polykat
851,müde werden::V,skuizhañ,unavit se
852,einschlafen::V,menel kousket,usnout
853,schlafen::V,kousket,spát
854,aufwachen::V,dihuniñ,probudit se
855,aufstehen::V,sevel,vstát
856,sich erholen::V,diskuizhañ,zotavovat se
857,krank werden::V,klañviñ,onemocnět
858,krank sein::V,bezañ klañv,být nemocný
859,schmerzen::V,skourjezañ,bolet
860,husten::V,pasaat,kašlat
861,husten::V,peudal,kašlat
862,genesen::V,pareañ,uzdravit se
863,sterben::V,mervel,umřít
864,umkommen::V,perisañ,zahynout
865,sich bewegen::V,bouljal,pohnout se
866,sich rühren::V,fiñval,hnout se
867,sich erheben::V,sevel,zdvihnout se
868,sich setzen::V,azezañ,posadit se
869,sich setzen::V,mont en e goazez,posadit se
870,hinfallen::V,kouezhañ,upadnout
871,laufen::V,redek,běžet
872,schreiten::V,kerzhet,kráčet
873,spazierengehen::V,pourmen,procházet se
874,eilen::V,hastañ,spěchat
875,sich beeilen::V,hastañ,pospíšit si
876,sausen::V,karzhañ,fičet
877,rennen::V,redek,pádit
878,springen::V,lammat,skákat
879,klettern::V,krimpat,lézt
880,klettern::V,krimpat,šplhat
881,schaukeln::V,brañsellat,houpat
882,kriechen::V,skrampañ,lézt
883,kriechen::V,skrampañ,plazit se
884,schwimmen::V,neuial,plavat
885,tauchen::V,splujañ,nořit se
886,rudern::V,roeñvat,veslovat
887,fahren::V,kas,jet
888,fahren::V,kas,jezdit
889,fahren::V,bleniañ,jet
890,fahren::V,bleniañ,jezdit
891,fliegen::V,nijal,létat
892,gehen::V,mont,jít
893,weggehen::V,mont kuit,odejít
894,abfahren::V,mont kuit,odjet
895,anhalten::V,chom a-sav,zastavit se
896,hineingehen::V,monet e-barzh,vcházet se
897,eintreten::V,monet e-barzh,vstoupit
898,kommen::V,dont,přijít
899,ankommen::V,erruout,dojít
900,zurückkommen::V,addonet,vrátit se
901,bleiben::V,chom,zůstat
902,warten::V,gortoz,čekat
903,erwarten::V,gortoz,čekat na
904,suchen::V,klask,hledat
905,finden::V,kavout,najít
906,versuchen::V,klask,zkoušet
907,vorbereiten::V,aozañ,připravit
908,lieben::V,karout,milovat
909,mögen::V,karout,mít rád
910,lachen::V,c'hoarzin,smát se
911,rühren::V,tenerañ,dojmout
912,weinen::V,gouelañ,plakat
913,schimpfen::V,krozal,nadávat
914,sich ärgern::V,fachañ,pohoršit se
915,sich ärgern::V,en em fachañ,pohoršit se
916,fliehen::V,tec'het,utéct
917,flüchten::V,tuzañ,prchnout
918,sehen::V,gwelet,vidět
919,anschauen::V,sellout ouzh,podívat se na
920,ansehen::V,sellout ouzh,sledovat
921,hören::V,klevet,slyšet
922,zuhören::V,selaou,poslouchat
923,probieren::V,blasa,ochutnávat
924,riechen::V,klevet,cítit
925,fühlen::V,santout,cítit
926,scheinen::V,diskouez bezañ,zdát se
927,zu sehen sein::V,bezañ gwelus,moci být viděn
928,vernehmen::V,merzhañ,uslyšet
929,frieren::V,anoued,mrznout
930,tun::V,ober,dělat
931,können::V,gouzout,moct
932,wollen::V,fellout da,chtít
933,wollen::V,kaout c'hoant da,chtít
934,anfangen::V,kregiñ,začít
935,beenden::V,achuiñ,ukončit
936,aufhören::V,paouez,přestat
937,öffnen::V,digeriñ,otevřít
938,schließen::V,serriñ,zavřít
939,stellen::V,lakaat,postavit
940,setzen::V,lakaat,posadit
941,legen::V,lakaat,klást
942,legen::V,lakaat,položit
943,berühren::V,touch,dotýkat se
944,verbinden::V,eren,spojit
945,bedecken::V,goloiñ,pokrýt
946,aufhängen::V,istribilhañ,oběsit
947,aufhängen::V,istribilhañ,pověsit
948,anzünden::V,alumiñ,zapálit
949,anzünden::V,alumiñ,podpálit
950,anzünden::V,c'hwezzañ,zapálit
951,anzünden::V,c'hwezzañ,podpálit
952,aufheben::V,dastum,zvednout
953,aufheben::V,dastum,zdvihnout
954,zurücklassen::V,lezel,zanechat
955,verlieren::V,koll,ztratit
956,fallen lassen::V,laoskel,upustit
957,fallen lassen::V,lezel da gouezhel,upustit
958,machen::V,ober,udělat
959,herstellen::V,fardañ,vyrobit
960,bauen::V,sevel,stavět
961,bauen::V,sevel,budovat
962,reparieren::V,adaozañ,opravit
963,verbessern::V,gwellaat,zlepšit
964,ändern::V,cheñch,změnit
965,graben::V,kleuzañ,rýt
966,graben::V,kleuzañ,kopat
967,beugen::V,plegañ,ohnout
968,biegen::V,krommañ,ohnout
969,drehen::V,treiñ,točit
970,wenden::V,treiñ,obrátit
971,umdrehen::V,treiñ,obrátit
972,heben::V,sevel,zdvihnout
973,hochheben::V,sevel,zvednout
974,ergreifen::V,kemer,chopit se
975,halten::V,dalc'hen,držet
976,drücken::V,bountañ,stisknout
977,schieben::V,poulzañ,posouvat
978,kratzen::V,skrabat,škrábat
979,lecken::V,lipat,lízat
980,beißen::V,kregiñ,kousat
981,abreißen::V,diframmañ,utrhat
982,abreißen::V,diframmañ,odtrhat
983,abschneiden::V,troc'hañ,uřezat
984,abschneiden::V,troc'hañ,ukrojit
985,binden::V,stagañ,přivázat
986,stecken::V,sankañ,strčit
987,brechen::V,darnaouiñ,lomit
988,klopfen::V,skoiñ,ťukat
989,klopfen::V,skoiñ,klepat
990,hauen::V,dornañ,bít
991,kleben::V,pegañ,lepit
992,reiben::V,taravat,třít
993,reiben::V,trekiñ,třít
994,streichen::V,toazañ,mazat
995,schleifen::V,lemmañ,brousit
996,schneiden::V,troc'hañ,řezat
997,schneiden::V,troc'hañ,střihat
998,rütteln::V,tordorosañ,třást
999,rütteln::V,tordorosañ,otřást
1000,schütteln::V,hejañ,třást
1001,schütteln::V,hejañ,zatřást
1002,schütten::V,diskargañ,nasypat
1003,füllen::V,kargañ,naplnit
1004,einwickeln::V,gronnañ,zavinout
1005,tragen::V,dougen,nést
1006,schleppen::V,stlejal,vléct
1007,ziehen::V,sachañ,tahat
1008,ziehen::V,sachañ,táhnout
1009,aufbewahren::V,miret,schovat
1010,werfen::V,teuler,házet
1011,fangen::V,tapañ,chytat
1012,packen::V,krapat,uchvátit
1013,verstecken::V,kuzhat,schovat
1014,teilen::V,rannañ,rozdělit
1015,schicken::V,kas,posílat
1016,bringen::V,degas,přinést
1017,hinzufügen::V,lakat ouzhpenn,připojit
1018,bekommen::V,kaout,dostat
1019,erhalten::V,kaout,uchovat
1020,nehmen::V,kemer,vzít
1021,wählen::V,choaz,zvolit
1022,auswählen::V,dibab,vybrat
1023,bewahren::V,mirout,uchránit
1024,behindern::V,diaezañ,překážet
1025,verderben::V,lovrañ,zkazit
1026,beschädigen::V,gwallegañ,porušit
1027,beschädigen::V,gwallegañ,poškodit
1028,zerbrechen::V,torriñ,rozlámat
1029,zerreißen::V,diroegiñ,roztrhnout
1030,zerstören::V,distrujañ,zničit
1031,verbrennen::V,deviñ,spálit
1032,geben::V,reiñ,dát
1033,schenken::V,donezonañ,darovat
1034,versprechen::V,prometiñ,slíbit
1035,wünschen::V,hetiñ,přát
1036,loben::V,feurmiñ,chválit
1037,küssen::V,pokat,líbat
1038,wiegen::V,pouezañ,chovat
1039,wiegen::V,pouezañ,kolébat
1040,zudecken::V,goloiñ,přikrýt
1041,zudecken::V,goloiñ,přiklopit
1042,wecken::V,dihuniñ,vzbudit
1043,zeigen::V,diskouez,ukázat
1044,führen::V,kas,vést
1045,lehren::V,deskiñ,učit
1046,unterrichten::V,kelenn,vyučovat
1047,leiten::V,bleinañ,vodit
1048,antreiben::V,poulzañ,nutit
1049,lassen::V,leuskel,dát
1050,einladen::V,pediñ,pozvat
1051,vereinigen::V,unisañ,spojit
1052,besuchen::V,gweladenniñ,návštívit
1053,treffen::V,kejal,potkat
1054,treffen::V,ankontrañ,potkat
1055,sich versammeln::V,bodennañ,shromáždit se
1056,spielen::V,c'hoari,hrát
1057,singen::V,kanañ,zpívat
1058,tanzen::V,dañsal,tančit
1059,sich trennen::V,dispartiañ,rozejít se
1060,verlassen::V,lezel,opustit
1061,retten::V,saveteiñ,zachránit
1062,bewachen::V,mesa,hlídat
1063,schützen::V,diwall,chránit
1064,verteidigen::V,difenn,obhájit
1065,sich schlagen::V,lopañ,bít se
1066,siegen::V,trec'hiñ,zvítězit
1067,ärgern::V,hegasiñ,zlobit
1068,ärgern::V,hegasiñ,pohoršit
1069,schlagen::V,skeiñ,udeřit
1070,schlagen::V,skeiñ,praštit
1071,treten::V,botaouiñ,kopnout
1072,stechen::V,pikat,bodnout
1073,stechen::V,pikat,píchnout
1074,stoßen::V,stokañ,strčit
1075,stehlen::V,laerezh,ukrást
1076,stören::V,direnkañ,vyrušit
1077,belästigen::V,dregasiñ,obtěžovat
1078,verbergen::V,skoachañ,skrýt
1079,täuschen::V,tromplañ,klamat
1080,betrügen::V,lorbañ,podvést
1081,töten::V,lazhañ,zabít
1082,wohnen::V,bezañ o chom,bydlit
1083,arbeiten::V,labourat,pracovat
1084,sammeln::V,dastum,sebrat
1085,pflücken::V,kuntuilhañ,česat
1086,jagen::V,chaseal,uhonit
1087,fischen::V,pesketa,chytat ryby
1088,fassen::V,pakañ,ulovit
1089,hüten::V,geota,pást
1090,anbinden::V,stagañ,přivázat
1091,füttern::V,boueta,krmit
1092,melken::V,goro,dojit
1093,hacken::V,difrakal,seknout
1094,gießen::V,dourañ,zalít
1095,reifen::V,azviñ,uzrát
1096,zubereiten::V,keginañ,připravit
1097,kochen::V,poazhañ,vařit
1098,backen::V,fritañ,péct
1099,braten::V,rostañ,smažit
1100,stricken::V,stammañ,plést
1101,nähen::V,gwriat,šít
1102,färben::V,livañ,nabarvit
1103,reinigen::V,naetañ,očistit
1104,waschen::V,gwalc'hiñ,mýt
1105,abwischen::V,torchañ,utřít
1106,spülen::V,disgwalc'hiñ,spláchnout
1107,fegen::V,skubañ,zamést
1108,kehren::V,skubañ,mést
1109,baden::V,kouronkañ,koupat se
1110,sich waschen::V,en em walc'hiñ,mýt se
1111,sich anziehen::V,gwiskañ,oblékat se
1112,kämmen::V,kribat,učesat
1113,schmücken::V,kinklañ,ozdobit
1114,sagen::V,larêt,říct
1115,sagen::V,lavaret,říct
1116,sprechen::V,komz,mluvit
1117,reden::V,kaozeal,hovořit
1118,sich unterhalten::V,balbotal,povídat se
1119,fragen::V,goulenn,zeptat se
1120,bitten::V,goulenn,prosit
1121,erzählen::V,kontañ,povídat
1122,mitteilen::V,kemenn,sdělit
1123,mitteilen::V,kemenn,oznámit
1124,nennen::V,anviñ,nazvat
1125,rufen::V,gelver,volat
1126,rufen::V,gelver,zavolat
1127,prahlen::V,fougeal,chlubit se
1128,übersetzen::V,treiñ,přeložit
1129,denken::V,soñjal,myslit
1130,glauben::V,krediñ,věřit
1131,bemerken::V,apresevañ,zpozorovat
1132,erkennen::V,anavout,poznat
1133,begreifen::V,meizañ,pochopit
1134,verstehen::V,kompren,porozumět
1135,lernen::V,deskiñ,učit se
1136,wissen::V,gouzout,vědět
1137,sich erinnern an::V,kaout soñj e,vzpomínat si na
1138,vergessen::V,ankouaat,zapomínat
1139,messen::V,muzuliañ,měřit
1140,zählen::V,kontañ,spočítat
1141,rechnen::V,jedañ,počítat
1142,lesen::V,lenn,číst
1143,malen::V,livañ,malovat
1144,zeichnen::V,tresañ,rýsovat
1145,schreiben::V,skrivañ,psát
1146,besitzen::V,kaout,mít
1147,besitzen::V,kaout,vlastnit
1148,kaufen::V,prenañ,koupit
1149,verkaufen::V,gwerzhañ,prodat
1150,bezahlen::V,paeañ,zaplatit
1151,zahlen::V,paeañ,platit
1152,beherrschen::V,mestroniañ,ovládat
1153,ertragen::V,anduriñ,snést
1154,Grube::N,,jáma
1155,Spur::N,,stopa
1156,Lehm::N,,jíl
1157,Lehm::N,,hlína
1158,Laut::N,,zvuk
1159,Winkel::N,,kout
1160,Lagerfeuer::N,,táborák
1161,vergebens::ADV,,marně
1162,untergehen[Sonne]::V,,zapadnout
1163,läuten::V,,zvonit
1164,klingeln::V,,zvonit
1165,sich fürchten::V,,bát se
1166,fürchten::V,,bát se
1167,gelingen::V,,podařit se
1168,geraten::V,,dařit se
1169,schwenken::V,,mávat
1170,reichen::V,,podat
1171,aufziehen::V,,vychovat
1172,schießen::V,,střílet
1173,treiben::V,,hnát
1174,umrühren::V,,zamíchat
1175,ausziehen::V,,svléct
1176,anziehen::V,,obléct
