,Concept_ID,hi,ps
160,Hitze::N,गरमी,تودوخي
161,Raureif::N,पाला,سپینه پرخه
162,Regenbogen::N,इंद्र-धनुष,بوډۍ ټال
163,Regenbogen::N,इंद्र-धनुष,سره زرغونه
164,Donner::N,गरज,تالنده
165,Donner::N,मेघ-गर्जन,تالنده
166,Strömung::N,बहाव,بهېدنه
167,Strömung::N,प्रवाह,بهېدنه
168,Tropfen::N,बूँद,قطره
169,Tropfen::N,बूँद,څاڅکی
170,Schaum::N,झाग,ځګ
171,Schmutz::N,गंद,ناپاکي
172,Schmutz::N,कीचड़,ناپاکي
173,See::N,झील,جهیل
174,See::N,सरोवर,جهیل
175,Sumpf::N,दलदल,جبه
176,Sumpf::N,धँसान,جبه
177,Moor::N,झाबर,جبه
178,Moor::N,धँसान,جبه
179,Wiese::N,घास-स्थल,چمن
180,Wiese::N,घास-स्थल,شنېلی
181,Wald::N,जंगल,ځنګل
182,Hügel::N,टीला,تپه
183,Hügel::N,पहाड़,تپه
184,Anhöhe::N,टीला,غونډۍ
185,Anhöhe::N,पहाड़ी,غونډۍ
186,Berg::N,पहाड़,غ‍‍‍‍‍ر
187,Gipfel::N,शिखर,څوکه
188,Höhle::N,गुहा,کاز
189,Höhle::N,गुफ़ा,کاز
190,Abhang::N,ढाल,لمن
191,Abhang::N,ढलान,لمن
192,Quelle::N,चश्मा,چینه
193,Bach::N,सोता,واله
194,Bach::N,नदिका,واله
195,Fluss::N,नदी,سیند
196,Fluss::N,सरिता,سیند
197,Ufer::N,तट,غاړه
198,Ufer::N,किनारा,غاړه
199,Küste::N,समुद्र-तट,ساحل
200,Festland::N,महाद्वीप,وچه
201,Meer::N,सागर,بحر
202,Meer::N,सागर,سمندر
203,Meer::N,समुद्र,بحر
204,Meer::N,समुद्र,سمندر
205,Bucht::N,खाड़ी,کارۍ
206,Insel::N,टापू,ټاپو
207,Insel::N,टापू,جزيره
208,Insel::N,द्वीप,ټاپو
209,Insel::N,द्वीप,جزيره
210,Blume::N,फूल,ګل
211,Blume::N,पुष्प,ګل
212,Gras::N,घास,واښه
213,Wurzel::N,मूल,ریښه
214,Baum::N,पेड़,ونه
215,Baum::N,वृक्ष,ونه
216,Stamm::N,धड़,ډډ
217,Rinde::N,छाल,پوستکی
218,Rinde::N,वल्कल,پوستکی
219,Ast::N,डाल,ښاخ
220,Ast::N,शाखा,ښاخ
221,Zweig::N,टहनी,څانګه
222,Blatt::N,पत्र,پاڼه
223,Blatt::N,पत्ता,پاڼه
224,Birke::N,भूर्ज,توس
225,Kiefer[Baum]::N,पाइन-वृक्ष,نښتر
226,Weide[Baum]::N,बेंत,وله
227,Tanne::N,फ़र,ناجو
228,Horn::N,सींग,ښکر
229,Horn::N,विषाण,ښکر
230,Feder::N,पर,بڼکه
231,Feder::N,पंख,بڼکه
232,Fell::N,खाल,پوستکی
233,Fell::N,पशु-चर्म,پوستکی
234,Flügel::N,पंख,وزر
235,Flügel::N,डैना,وزر
236,Klaue::N,पंजा,پنجه
237,Klaue::N,पंजा,منګول
238,Kralle::N,पंजा,پنجه
239,Kralle::N,पंजा,منګول
240,Kralle::N,नाख़ून,پنجه
241,Kralle::N,नाख़ून,منګول
242,Schwanz::N,पूँछ,لکۍ
243,Ei::N,अंडा,وۍ
244,Ei::N,अंडा,هګۍ
245,Nest::N,नीड़,جاله
246,Nest::N,घोंसला,جاله
247,Bau::N,बिल,کاز
248,Bau::N,माँद,کاز
249,Tier::N,पशु,ژوی
250,Tier::N,पशु,حیوان
251,Tier::N,जानवर,ژوی
252,Tier::N,जानवर,حیوان
253,Herde::N,गल्ला,رمه
254,Herde::N,गल्ला,غېله
255,Kuh::N,गौ,غوا
256,Kuh::N,गाय,غوا
257,Bulle::N,साँड़,غوئی
258,Pferd::N,अश्व,آس
259,Pferd::N,घोड़ा,آس
260,Schaf::N,भेड़,پسه
261,Schwein::N,शूकर,سرکوزی
262,Hund::N,श्वान,سپی
263,Hund::N,कुत्ता,سپی
264,Katze::N,बिल्ली,پشه
265,Bär::N,रीछ,خرس
266,Bär::N,भालू,خرس
267,Eichhörnchen::N,गिलहरी,خړ لمی
268,Elch::N,एल्क,ګوزن
269,Fuchs::N,लोमड़ी,سپلم
270,Hase::N,खरहा,سوی
271,Hase::N,ख़रगोश,سوی
272,Maus::N,मूष,مږک
273,Maus::N,चूहा,مږک
274,Wolf::N,वृक,لېوه
275,Wolf::N,भेड़िया,لېوه
276,Vogel::N,पक्षी,مرغه
277,Vogel::N,चिड़िया,مرغه
278,Schwarm::N,झुंड,سېل
279,Huhn::N,मुर्ग़ी,چرګه
280,Hahn::N,मुर्ग़ा,چرګ
281,Gans::N,हंस,بته
282,Gans::N,हंसिनी,بته
283,Adler::N,उक़ाब,عقاب
284,Ente::N,बतख़,ایلۍ
285,Ente::N,बत्तक,ایلۍ
286,Eule::N,उल्लू,ګونګی
287,Kranich::N,सारस,کلنګ
288,Kranich::N,क्रौंंच,کلنګ
289,Krähe::N,काक,کارغه
290,Kuckuck::N,कोयल,فاخته
291,Kuckuck::N,कोकिल,فاخته
292,Schwan::N,हंस,قو
293,Schwan::N,मराल,قو
294,Fisch::N,मछली,کب
295,Fisch::N,मछली,ماهی
296,Fisch::N,मत्स्य,کب
297,Fisch::N,मत्स्य,ماهی
298,Barsch::N,पर्च,
299,Hecht::N,पाइक,
300,Schlange[Tier]::N,सर्प,مار
301,Wurm::N,कृमि,چینجی
302,Wurm::N,कीड़ा,چینجی
303,Spinne::N,लूता,غڼه
304,Spinne::N,लूता,تارکښ
305,Spinne::N,मकड़ी,غڼه
306,Spinne::N,मकड़ी,تارکښ
307,Ameise::N,चींटी,مېږی
308,Laus::N,जूँ,سپږه
309,Mücke::N,डाँस,ماشی
310,Fliege::N,मक्खी,مچ
311,Fliege::N,मक्षिका,مچ
312,Schmetterling::N,तितली,پتنګ
313,Beere::N,बेरी,مېوۍ
314,Apfel::N,सेब,مڼه
315,Pilz::N,खुंबी,خرېړی
316,Zwiebel::N,प्याज़,پیاز
317,Saat::N,बीज,تخم
318,Korn::N,दाना,تخم
319,Korn::N,दाना,دانه
320,Heu::N,मूखी घास,بوس
321,Heu::N,मूखी घास,پروړه
322,Schale::N,बकला,پوستکی
323,Schale::N,छिलका,پوستکی
324,Grube::N,गड्ढा,کنده
325,Falle::N,जाल,دام
326,Falle::N,जाल,لومه
327,Falle::N,फँदा,دام
328,Falle::N,फँदा,لومه
329,Schlinge::N,फँदा,کړۍ
330,Spur::N,सुराग़,نښه
331,Spur::N,पद-चिह्न,نښه
332,Asche::N,राख,آس
333,Asche::N,राख,ایره
334,Dreck::N,मैल,ناپاکي
335,Dreck::N,गंदगी,ناپاکي
336,Eisen::N,लोहा,اوسپنه
337,Gold::N,सोना,سره زر
338,Gold::N,स्वर्ण,سره زر
339,Silber::N,रजत,نقره
340,Silber::N,रजत,سپین زر
341,Silber::N,चाँदी,نقره
342,Silber::N,चाँदी,سپین زر
343,Kohle::N,कोयला,سکور
344,Kohle::N,कोयला,سکاره
345,Glas::N,काँच,ښيښه
346,Lehm::N,चिकनी मिट्टी,خټه
347,Sand::N,रेत,شګه
348,Sand::N,बालू,شګه
349,Mensch::N,मानव,انسان
350,Mensch::N,इनसान,انسان
351,Mensch::N,मनुष्य,انسان
352,Mann::N,आदमी,سړی
353,Mann::N,आदमी,نارینه
354,Mann::N,पुरुष,سړی
355,Mann::N,पुरुष,نارینه
356,Frau::N,औरत,ښځه
357,Frau::N,महिला,ښځه
358,Frau::N,स्त्री,ښځه
359,Kind::N,बाल,بچی
360,Kind::N,बाल,ماشوم
361,Kind::N,बच्चा,بچی
362,Kind::N,बच्चा,ماشوم
363,Junge::N,लड़का,هلک
364,Mädchen::N,लड़की,نجلۍ
365,Mädchen::N,कुमारी,نجلۍ
366,Familie::N,परिवार,کورنۍ
367,Großvater::N,दादा,بابا
368,Großmutter::N,नानी,انا
369,Eltern::N,माँ-बाप,مور او پلار
370,Eltern::N,माता-पिता,مور او پلار
371,Vater::N,बाप,پلار
372,Vater::N,पिता,پلار
373,Mutter::N,माँ,مور
374,Mutter::N,माता,مور
375,Sohn::N,बेटा,زوی
376,Sohn::N,पुत्र,زوی
377,Tochter::N,बेटी,لور
378,Tochter::N,पुत्री,لور
379,Bruder::N,भाई,ورور
380,Bruder::N,भ्राता,ورور
381,Schwester::N,बहन,خور
382,Schwester::N,भगिनी,خور
383,Onkel::N,ताऊ,تره
384,Onkel::N,ताऊ,ماما
385,Onkel::N,काका,تره
386,Onkel::N,काका,ماما
387,Tante::N,बूआ,خاله
388,Tante::N,फूफी,خاله
389,Tante::N,ख़ाला,خاله
390,Ehemann::N,पति,مېړه
391,Ehemann::N,शौहर,مېړه
392,Ehefrau::N,बीवी,مېرمن
393,Freude::N,आनंद,خوشحالي
394,Freude::N,प्रसन्नता,خوشحالي
395,Gelächter::N,हँसी,خندا
396,Gelächter::N,क़हक़हा,خندا
397,Glück::N,आनंद,بخت
398,Glück::N,ख़ुशी,بخت
399,Kummer::N,शोक,غم
400,Kummer::N,दुःख,غم
401,Wunsch::N,इच्छा,هيله
402,Wunsch::N,इच्छा,غوښتنه
403,Wunsch::N,अभिलाषा,هيله
404,Wunsch::N,अभिलाषा,غوښتنه
405,Lust::N,चाह,شوق
406,Lust::N,चाह,مینه
407,Lust::N,कामना,شوق
408,Lust::N,कामना,مینه
409,Geist::N,जान,روح
410,Geist::N,प्राण,روح
411,Gedanke::N,विचार,فکر
412,Gedächtnis::N,याददाश्त,یاد
413,Gedächtnis::N,याददाश्त,حافظه
414,Gedächtnis::N,स्मरण-शक्ति,یاد
415,Gedächtnis::N,स्मरण-शक्ति,حافظه
416,Verstand::N,समझ,عقل
417,Verstand::N,समझ,شعور
418,Verstand::N,अक़्ल,عقل
419,Verstand::N,अक़्ल,شعور
420,Verstand::N,बुद्धि,عقل
421,Verstand::N,बुद्धि,شعور
422,Sinn::N,अर्थ,معنی
423,Grund::N,वजह,علت
424,Grund::N,वजह,اساس
425,Grund::N,कारण,علت
426,Grund::N,कारण,اساس
427,Wahrheit::N,सत्य,حقیقت
428,Wahrheit::N,सच्चाई,حقیقت
429,Gespräch::N,चर्चा,مرکه
430,Gespräch::N,चर्चा,خبرې اترې
431,Gespräch::N,वार्ता,مرکه
432,Gespräch::N,वार्ता,خبرې اترې
433,Gespräch::N,बात-चीत,مرکه
434,Gespräch::N,बात-चीत,خبرې اترې
435,Märchen::N,क़िस्सा,افسانه
436,Erzählung::N,कथा,قصه
437,Erzählung::N,कथा,کیسه
438,Erzählung::N,कहानी,قصه
439,Erzählung::N,कहानी,کیسه
440,Nachricht::N,सूचना,خبر
441,Nachricht::N,समाचार,خبر
442,Neuigkeit::N,ख़बर,نوی خبر
443,Neuigkeit::N,समाचार,نوی خبر
444,Name::N,नाम,نوم
445,Rätsel::N,पहेली,کیسۍ
446,Rätsel::N,पहेली,چیستان
447,Rede::N,वचन,وینا
448,Rede::N,भाषण,وینا
449,Sprache::N,भाषा,ژبه
450,Sprache::N,ज़बान,ژبه
451,Stimme::N,स्वर,غږ
452,Stimme::N,स्वर,اواز
453,Stimme::N,आवाज़,غږ
454,Stimme::N,आवाज़,اواز
455,Wort::N,शब्द,لغت
456,Wort::N,शब्द,کلمه
457,Wort::N,लफ़्ज़,لغت
458,Wort::N,लफ़्ज़,کلمه
459,Zeichen::N,निशान,نښه
460,Zeichen::N,निशान,اشاره
461,Ruf::N,पुकार,ږغ
462,Ruf::N,पुकार,بلنه
463,Ruf::N,आह्वान,ږغ
464,Ruf::N,आह्वान,بلنه
465,Lärm::N,शोर,غالمغال
466,Lärm::N,हुल्लड़,غالمغال
467,Laut::N,स्वर,ږغ
468,Laut::N,ध्वनि,ږغ
469,Ton::N,सुर,اواز
470,Ton::N,स्वर,اواز
471,Lied::N,गीत,غزله
472,Lied::N,गीत,سندره
473,Ruhe::N,आराम,ارامي
474,Ruhe::N,ख़ामोशी,ارامي
475,Leute::N,लोग,خلک
476,Volk::N,क़ौम,ولس
477,Volk::N,प्रजा,ولس
478,Arbeit::N,काम,کار
479,Gast::N,अतिथि,مېلمه
480,Gast::N,मेहमान,مېلمه
481,Geschenk::N,उपहार,تحفه
482,Geschenk::N,उपहार,سوغات
483,Geschenk::N,तोहफ़ा,تحفه
484,Geschenk::N,तोहफ़ा,سوغات
485,Spiel::N,खेल,لوبه
486,Spiel::N,क्रीड़ा,لوبه
487,Gesellschaft::N,साथ,ډله
488,Hilfe::N,मदद,کومک
489,Hilfe::N,मदद,مرسته
490,Hilfe::N,सहायता,کومک
491,Hilfe::N,सहायता,مرسته
492,Freund::N,मित्र,ملګری
493,Kamerad::N,साथी,انډيوال
494,Kamerad::N,कामरेड,انډيوال
495,Angelegenheit::N,बात,موضوع
496,Angelegenheit::N,मामला,موضوع
497,Anzahl::N,तादाद,شمېر
498,Anzahl::N,तादाद,تعداد
499,Anzahl::N,संख्या,شمېر
500,Anzahl::N,संख्या,تعداد
501,Art::N,तरह,ډول
502,Art::N,क़िस्म,ډول
503,Stück::N,फाँक,ټوټه
504,Stück::N,टुकड़ा,ټوټه
505,Teil::N,भाग,برخه
506,Teil::N,हिस्सा,برخه
507,Hälfte::N,अर्धभाग,نیم
508,Kreis::N,चक्कर,دایره
509,Kreuz::N,सलीब,صلیب
510,Kreuz::N,क्रूस,صلیب
511,Linie::N,लाइन,خط
512,Linie::N,लाइन,لیکه
513,Strich::N,लकीर,کرښه
514,Abstand::N,अंतर,فاصله
515,Abstand::N,फ़ासला,فاصله
516,Entfernung::N,दूरी,واټن
517,Entfernung::N,फ़ासला,واټن
518,Gegend::N,इलाक़ा,سیمه
519,Gegend::N,इलाक़ा,منطقه
520,Platz::N,जगह,ځای
521,Platz::N,स्थान,ځای
522,Ort::N,स्थल,ځای
523,Ort::N,स्थान,ځای
524,Seite::N,ओर,مخ
525,Seite::N,ओर,اړخ
526,Seite::N,तरफ़,مخ
527,Seite::N,तरफ़,اړخ
528,Mitte::N,बीच,وسط
529,Mitte::N,बीच,مینځ
530,Mitte::N,मध्य,وسط
531,Mitte::N,मध्य,مینځ
532,Gegenstand::N,चीज़,شی
533,Gegenstand::N,पदार्थ,شی
534,Sache::N,चीज़,شی
535,Sache::N,चीज़,څيز
536,Sache::N,वस्तु,شی
537,Sache::N,वस्तु,څيز
538,Rand::N,छोर,څنډه
539,Rand::N,छोर,کناره
540,Rand::N,उपांत,څنډه
541,Rand::N,उपांत,کناره
542,Kante::N,कोर,اړخ
543,Kante::N,किनारा,اړخ
544,Ecke::N,कोना,ګوټ
545,Ecke::N,नुक्कड़,ګوټ
546,Spitze::N,नोक,څوکه
547,Ende::N,छोर,څوکه
548,Ende::N,सिरा,څوکه
549,Loch::N,छेद,سوری
550,Loch::N,सूराख़,سوری
551,Winkel::N,कोण,کنج
552,Winkel::N,कोण,کوتی
553,Winkel::N,कोना,کنج
554,Winkel::N,कोना,کوتی
555,Muster::N,नमूना,نمونه
556,Muster::N,डिज़ाइन,نمونه
557,Größe::N,परिमाण,قد
558,Größe::N,परिमाण,لويوالی
559,Größe::N,विस्तार,قد
560,Größe::N,विस्तार,لويوالی
561,Länge::N,लंबाई,طول
562,Länge::N,लंबाई,اوږد والی
563,Höhe::N,ऊँचाई,جګوالی
564,Höhe::N,उच्चता,جګوالی
565,Gewicht::N,भार,وزن
566,Gewicht::N,वज़न,وزن
567,Menge::N,मात्रा,اندازه
568,Haufen::N,ढेर,کوټه
569,Haufen::N,अंबार,کوټه
570,Reihe::N,क़तार,صف
571,Reihe::N,क़तार,کتار
572,Reihe::N,पंक्ति,صف
573,Reihe::N,पंक्ति,کتار
574,Boot::N,नाव,قايق
575,Boot::N,नौका,قايق
576,Ruder::N,चप्पू,چپه
577,Schlitten::N,बर्फ़-गाड़ी,ښویېدونی
578,Ski::N,स्की,سکي
579,Lagerfeuer::N,अलाव,اور
580,Lagerfeuer::N,कैंप-फ़ायर,اور
581,Last::N,भार,بار
582,Last::N,भार,پېټی
583,Gang::N,चाल,تګ
584,Schritt::N,डग,ګام
585,Schritt::N,क़दम,ګام
586,Norden::N,उत्तर,شمال
587,Süden::N,दक्खिन,سوېل
588,Westen::N,पश्चिम,لوېدېځ
589,Osten::N,पूरब,شرق
590,Osten::N,पूरब,ختیځ
591,Holz::N,काठ,لرګی
592,Holz::N,काष्ठ,لرګی
593,Brett::N,पटरा,تخته
594,Brett::N,तख़्ता,تخته
595,Platte::N,फलक,تخته
596,Platte::N,तख़्ता,تخته
597,Stütze::N,टेक,تکیوان
598,Stütze::N,थूनी,تکیوان
599,Stange::N,छड़,ډاګه
600,Stange::N,बाँस,ډاګه
601,Stock::N,लाठी,لرګی
602,Stab::N,लग्गा,چيخله
603,Rohr::N,नल,نل
604,Haus::N,घर,کور
605,Haus::N,मकान,کور
606,Heim::N,घर,کور
607,Heim::N,गृह,کور
608,Ofen::N,चूल्हा,تودنۍ
609,Fußboden::N,फ़र्श,غولی
610,Tisch::N,मेज़,مېز
611,Stuhl::N,कुरसी,چوکۍ
612,Wiege::N,पालना,زانګو
613,Wiege::N,हिंडोला,زانګو
614,Bett::N,खाट,کټ
615,Bett::N,खाट,چپرکټ
616,Bett::N,पलंग,کټ
617,Bett::N,पलंग,چپرکټ
618,Regal::N,शेल्फ़,تاخچۍ
619,Kiste::N,पेटी,صندوق
620,Kiste::N,डिब्बा,صندوق
621,Fenster::N,खिड़की,کړکۍ
622,Tür::N,द्वार,دروازه
623,Tür::N,दरवाज़ा,دروازه
624,Tor::N,फाटक,دروازه
625,Zaun::N,बाड़ा,کټاره
626,Dach::N,छत,بام
627,Dach::N,छप्पर,بام
628,Leiter::N,सीढ़ी,زينه
629,Besen::N,झाड़ू,جارو
630,Besen::N,बुहारी,جارو
631,Spaten::N,कुदाल,یوم
632,Schaufel::N,बेलचा,بېلچه
633,Schaufel::N,फावड़ा,بېلچه
634,Gabel::N,काँटा,پنجه
635,Löffel::N,चम्मच,کاشوغه
636,Messer::N,छुरा,چاقو
637,Messer::N,चाक़ू,چاقو
638,Nagel::N,कील,ميخ
639,Nagel::N,मेख़,ميخ
640,Netz::N,जाल,جال
641,Haken::N,अंकुश,څنګک
642,Griff::N,मूठ,لاستی
643,Griff::N,हत्था,لاستی
644,Schloss::N,ताला,کلپ
645,Bild::N,चित्र,رسم
646,Figur::N,मूर्ति,قدوقامت
647,Puppe::N,पुतली,ګوډۍ
648,Puppe::N,गुड़िया,ګوډۍ
649,Beutel::N,झोला,کڅوړه
650,Bündel::N,पुलिंदा,دسته
651,Tasche::N,बेग,بکس
652,Tasche::N,बेग,توبره
653,Tasche::N,बस्ता,بکس
654,Tasche::N,बस्ता,توبره
655,Eimer::N,बाल्टी,سطل
656,Deckel::N,ढक्कन,سرپوښ
657,Geschirr::N,बरतन-भाँड़े,لوښی
658,Sack::N,बोरा,جوال
659,Tasse::N,प्याला,پیاله
660,Topf::N,देग़चा,دېګی
661,Kessel::N,देग़,دېګ
662,Kessel::N,बटलोई,دېګ
663,Essen::N,खाना,خوراک
664,Nahrung::N,भोजन,خوراک
665,Speise::N,खाना,خواړه
666,Speise::N,व्यंजन,خواړه
667,Fleisch::N,मांस,غوښه
668,Fleisch::N,गोश्त,غوښه
669,Getreide::N,अनाज,غله
670,Brei::N,भरता,اوګره
671,Brei::N,दलिया,اوګره
672,Brot::N,रोटी,ډوډۍ
673,Scheibe::N,कतला,مړۍ
674,Fett::N,वसा,غوړي
675,Fett::N,चरबी,غوړي
676,Butter::N,मक्खन,کوچ
677,Öl::N,तेल,تېل
678,Salz::N,नमक,مالګه
679,Suppe::N,सूप,شوربا
680,Suppe::N,शोरबा,شوربا
681,Honig::N,शहद,شات
682,Milch::N,दूध,شوده
683,Tee::N,चाय,چای
684,Leder::N,चमड़ा,څرمن
685,Wolle::N,ऊन,پشم
686,Stoff::N,कपड़ा,ټوټه
687,Nadel::N,सूई,ستن
688,Faden::N,डोरा,تار
689,Knopf::N,बटन,تڼۍ
690,Knopf::N,बटन,تکمه
691,Knopf::N,घुंडी,تڼۍ
692,Knopf::N,घुंडी,تکمه
693,Knoten::N,गाँठ,غوټه
694,Knoten::N,गुत्थी,غوټه
695,Farbe::N,रंग,رنګ
696,Farbe::N,वर्ण,رنګ
697,Kleidung::N,पहनावा,کالي
698,Hemd::N,कुरता,کميس
699,Hemd::N,क़मीज़,کميس
700,Kragen::N,गरदनी,غاړه
701,Kragen::N,गरेबान,غاړه
702,Ärmel::N,आस्तीन,لستوڼی
703,Hose::N,पैंट,پطلون
704,Hose::N,पतलून,پطلون
705,Gürtel::N,पेटी,کمربند
706,Gürtel::N,मेखला,کمربند
707,Mütze::N,टोपी,خولۍ
708,Schuh::N,जूता,بوټ
709,Stiefel::N,बूट,موزه
710,Ring::N,अँगूठी,ګوته
711,Band::N,पट्टी,فيته
712,Kamm::N,कंघी,ګمنځ
713,Spiegel::N,आईना,ایینه
714,Spiegel::N,आईना,هنداره
715,Spiegel::N,दर्पण,ایینه
716,Spiegel::N,दर्पण,هنداره
717,Riemen::N,तसमा,تسمه
718,Riemen::N,पट्टा,تسمه
719,Schnur::N,डोरी,مزی
720,Schnur::N,सुतली,مزی
721,Leine::N,रस्सी,رسۍ
722,Decke::N,रज़ाई,بړستن
723,Kissen::N,तकिया,بالښت
724,Kissen::N,गाद्दा,بالښت
725,Tuch::N,रूमाल,ټیکری
726,Tuch::N,वस्त्र,ټیکری
727,Handtuch::N,अँगोछा,دسمال
728,Kraft::N,ज़ोर,زور
729,Kraft::N,ज़ोर,توان
730,Kraft::N,शक्ति,زور
731,Kraft::N,शक्ति,توان
732,Stärke::N,बल,قوت
733,Stärke::N,ताक़त,قوت
734,Gesundheit::N,स्वास्थ्य,صحت
735,Gesundheit::N,स्वास्थ्य,روغتیا
