,Concept_ID,sah,es
183,Eule::N,мэкчиргэ,lechuza
184,Kranich::N,туруйа,grulla
185,Krähe::N,тураах,corneja
186,Kuckuck::N,кэҕэ,cuco
187,Schwan::N,куба,cisne
188,Fisch::N,балык,pez
189,Barsch::N,алыһар,perca
190,Hecht::N,сордон,lucio
191,Schlange[Tier]::N,моҕой,serpiente
192,Schlange[Tier]::N,эриэн үөн,serpiente
193,Wurm::N,үөн,gusano
194,Spinne::N,ооҕуй,araña
195,Ameise::N,кымырдаҕас,hormiga
196,Laus::N,быт,piojo
197,Mücke::N,кумаар,mosquito
198,Fliege::N,сахсырҕа,mosca
199,Schmetterling::N,лыах,mariposa
200,Schmetterling::N,үрүмэччи,mariposa
201,Beere::N,отон,baya
202,Apfel::N,яблоко,manzana
203,Pilz::N,тэллэй,seta
204,Pilz::N,тэллэй,hongo
205,Zwiebel::N,луук,cebolla
206,Saat::N,сиэмэ,siembra
207,Korn::N,сиэмэ,grano
208,Heu::N,от,heno
209,Schale::N,хах,cáscara
210,Grube::N,дьаама,foso
211,Falle::N,сохсо,trampa
212,Schlinge::N,уктаа,lazo
213,Spur::N,суол,huella
214,Asche::N,күл,ceniza
215,Dreck::N,бадараан,suciedad
216,Eisen::N,тимир,hierro
217,Gold::N,көмүс,oro
218,Gold::N,кыһыл көмүс,oro
219,Silber::N,көмүс,plata
220,Silber::N,үрүҥ көмүс,plata
221,Kohle::N,чох,carbón
222,Glas::N,өстүөкүлэ,vidrio
223,Glas::N,өстүөкүлэ,cristal
224,Lehm::N,туой,barro
225,Sand::N,кумах,arena
226,Mensch::N,киһи,hombre
227,Mensch::N,киһи,ser humano
228,Mann::N,эр,hombre
229,Frau::N,дьахтар,mujer
230,Kind::N,оҕо,niño
231,Junge::N,уол,chico
232,Junge::N,уол,muchacho
233,Mädchen::N,кыыс оҕо,chica
234,Mädchen::N,кыыс оҕо,muchacha
235,Familie::N,кэргэн,familia
236,Großvater::N,эһэ,abuelo
237,Großmutter::N,эбэ,abuela
238,Eltern::N,аҕа-ийэ,padres
239,Vater::N,аҕа,padre
240,Mutter::N,ийэ,madre
241,Sohn::N,уол,hijo
242,Tochter::N,кыыс,hija
243,Bruder::N,убай,hermano
244,Bruder::N,быраат,hermano
245,Schwester::N,аҕас,hermana
246,Schwester::N,балыс,hermana
247,Onkel::N,таай,tío
248,Onkel::N,абаҕа,tío
249,Tante::N,эдьиий,tía
250,Ehemann::N,эр,esposo
251,Ehefrau::N,ойох,esposa
252,Freude::N,үөрүү,placer
253,Freude::N,үөрүү,alegría
254,Gelächter::N,күлүү,risa
255,Gelächter::N,күлүү,carcajada
256,Glück::N,дьол,felicidad
257,Glück::N,соргу,felicidad
258,Kummer::N,кутурҕан,pena
259,Wunsch::N,баҕарыы,deseo
260,Lust::N,баҕа,ganas
261,Geist::N,тыын,mente
262,Geist::N,тыын,espíritu
263,Gedanke::N,санаа,idea
264,Gedanke::N,санаа,pensamiento
265,Gedächtnis::N,өй,memoria
266,Verstand::N,өй,razón
267,Verstand::N,өй,entendimiento
268,Sinn::N,суолта,sentido
269,Sinn::N,суолта,significado
270,Grund::N,төрүөт,causa
271,Wahrheit::N,кырдьык,verdad
272,Gespräch::N,бэсиэдэ,conversación
273,Gespräch::N,кэпсэтии,conversación
274,Märchen::N,остуоруйа,cuento
275,Erzählung::N,кэпсээн,cuento
276,Erzählung::N,кэпсээн,narración
277,Nachricht::N,биллэриллии,mensaje
278,Neuigkeit::N,сонун,noticia
279,Name::N,аат,nombre
280,Rätsel::N,таабырын,acertijo
281,Rätsel::N,таабырын,adivinanza
282,Rede::N,этии,discurso
283,Sprache::N,тыл,lengua
284,Stimme::N,куолас,voz
285,Wort::N,тыл,palabra
286,Zeichen::N,бэлиэ,señal
287,Ruf::N,ыҥырыы,llamada
288,Lärm::N,айдаан,ruido
289,Lärm::N,айдаан,barullo
290,Laut::N,тыас,sonido
291,Ton::N,дорҕоон,tono
292,Lied::N,ырыа,canción
293,Ruhe::N,уу чуумпу,calma
294,Ruhe::N,уу чуумпу,silencio
295,Leute::N,дьон,gente
296,Volk::N,дьон,pueblo
297,Volk::N,норуот,pueblo
298,Arbeit::N,үлэ,trabajo
299,Gast::N,ыалдьыт,huésped
300,Gast::N,ыалдьыт,invitado
301,Geschenk::N,бэлэх,regalo
302,Spiel::N,оонньуу,juego
303,Gesellschaft::N,общество,compañía
304,Hilfe::N,көмө,ayuda
305,Hilfe::N,көмө,socorro
306,Freund::N,доҕор,amigo
307,Kamerad::N,атас,camarada
308,Kamerad::N,атас,compañero
309,Angelegenheit::N,дьыала,asunto
310,Anzahl::N,ахсаан,cantidad
311,Art::N,биис,tipo
312,Art::N,биис,clase
313,Stück::N,кырбас,pieza
314,Teil::N,ирээт,parte
315,Hälfte::N,аҥар,mitad
316,Kreis::N,төгүрүк,círculo
317,Kreis::N,төгүрүмтэ,círculo
318,Kreuz::N,кириэс,cruz
319,Linie::N,сурааһын,línea
320,Strich::N,сурааһын,raya
321,Strich::N,сурааһын,trazo
322,Abstand::N,арыт,distancia
323,Entfernung::N,ыраах,distancia
324,Gegend::N,сир,región
325,Gegend::N,сир,comarca
326,Platz::N,арыт,espacio
327,Ort::N,сир,sitio
328,Seite::N,өрүт,lado
329,Seite::N,өрүт,costado
330,Seite::N,сирэй,lado
331,Seite::N,сирэй,costado
332,Mitte::N,орто,medio
333,Mitte::N,орто,centro
334,Gegenstand::N,предмет,objeto
335,Sache::N,мал,cosa
336,Rand::N,кытыы,borde
337,Rand::N,ойоҕос,borde
338,Kante::N,кырыы,borde
339,Ecke::N,муннук,esquina
340,Spitze::N,чыпчаал,punta
341,Ende::N,төбө,cabo
342,Ende::N,төбө,extremo
343,Loch::N,тэһэҕэс,agujero
344,Loch::N,тэһэҕэс,abertura
345,Loch::N,дьөлөҕөс,agujero
346,Loch::N,дьөлөҕөс,abertura
347,Winkel::N,муннук,ángulo
348,Muster::N,оһуор,dibujo
349,Größe::N,кээмэй,tamaño
350,Länge::N,уста,longitud
351,Höhe::N,үрдүк,altura
352,Höhe::N,үрдүк,altitud
353,Gewicht::N,ыйааһын,peso
354,Menge::N,ахсаан,cantidad
355,Haufen::N,чөмчөх,montón
356,Reihe::N,кэккэ,fila
357,Boot::N,оҥочо,bote
358,Boot::N,оҥочо,barca
359,Ruder::N,эрдии,remo
360,Schlitten::N,сыарҕа,trineo
361,Ski::N,хайыһар,esquí
362,Lagerfeuer::N,кутаа,hoguera
363,Last::N,ыарахан,carga
364,Gang::N,хаамыы,marcha
365,Schritt::N,хардыы,paso
366,Norden::N,хоту,norte
367,Süden::N,соҕуруу,sur
368,Westen::N,арҕаа,oeste
369,Osten::N,илин,este
370,Holz::N,мас,madera
371,Brett::N,дуоска,tabla
372,Brett::N,хаптаһын,tabla
373,Platte::N,билиитэ,placa
374,Platte::N,билиитэ,plancha
375,Stütze::N,тулааһын,sostén
376,Stütze::N,тулааһын,soporte
377,Stange::N,ураҕас,vara
378,Stange::N,ураҕас,percha
379,Stock::N,мас,palo
380,Stock::N,мас,bastón
381,Stock::N,баалкы,palo
382,Stock::N,баалкы,bastón
383,Stab::N,ураҕас,vara
384,Stab::N,ураҕас,bastón
385,Rohr::N,турба,tubo
386,Haus::N,дьиэ,casa
387,Heim::N,дьиэ,hogar
388,Ofen::N,оһох,estufa
389,Fußboden::N,муоста,suelo
390,Tisch::N,остуол,mesa
391,Stuhl::N,устуул,silla
392,Wiege::N,биһик,cuna
393,Bett::N,кырабаат,cama
394,Regal::N,долбуур,estantería
395,Kiste::N,дьааһык,caja
396,Fenster::N,түннүк,ventana
397,Tür::N,аан,puerta
398,Tor::N,аан,puerta
399,Zaun::N,соппулуот,valla
400,Zaun::N,соппулуот,cercado
401,Dach::N,кырыыса,techo
402,Dach::N,кырыыса,tejado
403,Leiter::N,кирилиэс,escalera
404,Besen::N,миинньик,escoba
405,Spaten::N,күрдьэх,pala
406,Schaufel::N,күрдьэх,pala
407,Schaufel::N,күрдьэх,paleta
408,Gabel::N,биилкэ,tenedor
409,Löffel::N,луоска,cuchara
410,Messer::N,быһах,cuchillo
411,Nagel::N,тоһоҕо,clavo
412,Netz::N,илим,red
413,Haken::N,көхө,gancho
414,Haken::N,көхө,corchete
415,Griff::N,ук,asa
416,Griff::N,ук,mango
417,Griff::N,тутаах,asa
418,Griff::N,тутаах,mango
419,Schloss::N,күлүүс,cerradura
420,Bild::N,хартыына,imagen
421,Figur::N,фигура,figura
422,Puppe::N,куукула,muñeca
423,Beutel::N,мөһөөччук,bolsa
424,Bündel::N,баайыы,haz
425,Tasche::N,суумка,bolso
426,Eimer::N,биэдэрэ,cubo
427,Deckel::N,хаппах,tapa
428,Deckel::N,хаппах,tapadera
429,Geschirr::N,иһит,vajilla
430,Sack::N,куул,saco
431,Tasse::N,сэлиэнэй,taza
432,Topf::N,көстүрүүҥкэ,olla
433,Topf::N,көстүрүүҥкэ,marmita
434,Kessel::N,хочуол,caldera
435,Essen::N,аһылык,comida
436,Nahrung::N,ас,alimento
437,Speise::N,аһылык,plato
438,Fleisch::N,эт,carne
439,Getreide::N,злактар,cereales
440,Brei::N,хааһы,puré
441,Brei::N,хааһы,papilla
442,Brot::N,килиэп,pan
443,Scheibe::N,куһуок,lonja
444,Scheibe::N,куһуок,rebanada
445,Fett::N,сыа,grasa
446,Butter::N,арыы,mantequilla
447,Öl::N,арыы,aceite
448,Salz::N,туус,sal
449,Suppe::N,мин,sopa
450,Honig::N,мүөт,miel
451,Milch::N,үүт,leche
452,Tee::N,чэй,té
453,Leder::N,тирии,cuero
454,Wolle::N,түү,lana
455,Stoff::N,таҥас,tela
456,Stoff::N,таҥас,tejido
457,Nadel::N,иннэ,aguja
458,Faden::N,сап,hilo
459,Knopf::N,тимэх,botón
460,Knoten::N,түмүк,nudo
461,Farbe::N,кырааска,pintura
462,Kleidung::N,таҥас,ropa
463,Kleidung::N,таҥас,vestidos
464,Hemd::N,ырбаахы,camisa
465,Kragen::N,саҕа,cuello
466,Ärmel::N,сиэх,manga
467,Hose::N,ыстаан,pantalón
468,Hose::N,бүрүүкэ,pantalón
469,Gürtel::N,кур,cinturón
470,Mütze::N,бэргэһэ,gorro
471,Schuh::N,бачыыҥка,zapato
472,Stiefel::N,саппыкы,bota
473,Ring::N,биһилэх,anillo
474,Band::N,лиэнтэ,cinta
475,Kamm::N,тараах,peine
476,Spiegel::N,сиэркилэ,espejo
477,Riemen::N,кур,correa
478,Schnur::N,быа,cuerda
479,Leine::N,тэһиин,correa
480,Decke::N,суорҕан,manta
481,Kissen::N,сыттык,almohada
482,Tuch::N,былаат,pañuelo
483,Handtuch::N,соттор,toalla
484,Kraft::N,сыра,fuerza
485,Stärke::N,күүс,fuerza
486,Gesundheit::N,доруобуйа,salud
487,Krankheit::N,ыарыы,enfermedad
488,Schmerz::N,ыарыы,dolor
489,Wunde::N,баас,llaga
490,Wunde::N,баас,herida
491,Fieber::N,түрүлгэн,fiebre
492,Fieber::N,лихорадка,fiebre
493,Fieber::N,температура,fiebre
494,Arznei::N,эмп,medicina
495,Arznei::N,эмп,medicamento
496,Brücke::N,күргэ,puente
497,Brunnen::N,холуодьас,pozo
498,Weide::N,мэччирэҥ,pasto
499,Pfad::N,ыллык,sendero
500,Weg::N,суол,camino
501,Straße::N,суол,vía
502,Straße::N,суол,carretera
503,Dorf::N,дэриэбинэ,aldea
504,Dorf::N,дэриэбинэ,pueblo
505,Stadt::N,куорат,ciudad
506,Brief::N,сурук,carta
507,Buch::N,кинигэ,libro
508,Buchstabe::N,буква,letra
509,Buchstabe::N,буква,carácter
510,Zeitung::N,хаһыат,diario
511,Zeitung::N,хаһыат,periódico
512,Leben::N,тыын,vida
513,Tod::N,өлүү,muerte
514,Grab::N,иин,tumba
515,Grab::N,иин,sepulcro
516,Kirche::N,таҥара дьиэтэ,iglesia
517,Sünde::N,айыы,pecado
518,Gott::N,тангара,dios
519,Arbeiter::N,үлэһит,obrero
520,Arbeiter::N,үлэһит,trabajador
521,Chef::N,баһылык,jefe
522,Chef::N,начальник,jefe
523,Meister::N,уус,maestro
524,Meister::N,маастар,maestro
525,Arzt::N,врач,médico
526,Lehrer::N,учуутал,profesor
527,Geld::N,харчы,dinero
528,Geschäft::N,идэ,negocio
529,Laden::N,маҕаһыын,tienda
530,Preis::N,сыана,precio
531,Ware::N,табаар,mercancía
532,Nutzen::N,туһа,provecho
533,Reichtum::N,баай,riqueza
534,Welt::N,аан дойду,mundo
535,Land::N,дойду,país
536,Staat::N,государство,Estado
537,König::N,король,rey
538,Macht::N,былаас,poder
539,Macht::N,былаас,potencia
540,Grenze::N,кыраныысса,frontera
541,Krieg::N,сэрии,guerra
542,Feind::N,өстөөх,enemigo
543,Gewalt::N,күүһүлээһин,violencia
544,Kampf::N,охсуһуу,lucha
545,Kampf::N,охсуһуу,combate
546,Bogen[Waffe]::N,ох,arco
547,Pfeil::N,ох,flecha
548,Gewehr::N,саа,fusil
549,Gewehr::N,саа,escopeta
550,Fehler::N,сыыһа,error
551,Lüge::N,сымыйа,mentira
552,Schaden::N,хоромньу,daño
553,Unglück::N,алдьархай,desgracia
554,Schuld::N,буруй,culpa
555,Alter::N,саас,edad
556,Schluss::N,тиһэх,fin
557,Schluss::N,тиһэх,final
558,Zeit::N,бириэмэ,tiempo
559,Tag::N,күн,día
560,Morgen::N,сарсыарда,mañana
561,Mittag::N,күн ортото,mediodía
562,Abend::N,киэһэ,noche
563,Nacht::N,түүн,noche
564,Woche::N,нэдиэлэ,semana
565,Monat::N,ый,mes
566,Jahr::N,сыл,año
567,Jahr::N,дьыл,año
568,Frühling::N,саас,primavera
569,Sommer::N,сайын,verano
570,Herbst::N,күһүн,otoño
571,Winter::N,кыһын,invierno
572,Januar::N,тохсунньу,enero
573,Februar::N,олунньу,febrero
574,März::N,кулун тутар,marzo
575,April::N,муус устар ый,abril
576,Mai::N,ыам ыйа,mayo
577,Juni::N,бэс ыйа,junio
578,Juli::N,от ыйа,julio
579,August::N,атырдьах ыйа,agosto
580,September::N,балаҕан ыйа,septiembre
581,Oktober::N,алтынньы,octubre
582,November::N,сэтинньи,noviembre
583,Dezember::N,ахсынньы,diciembre
584,Montag::N,бэнидиэнньик,lunes
585,Dienstag::N,оптуорунньук,martes
586,Mittwoch::N,сэрэдэ,miércoles
587,Donnerstag::N,чэппиэр,jueves
588,Freitag::N,бээтинсэ,viernes
589,Samstag::N,субуота,sábado
590,Sonntag::N,баскыһыанньа,domingo
591,groß::A,бөдөҥ,grande
592,groß::A,улахан,grande
593,klein::A,кыр,pequeño
594,lang::A,уһун,largo
595,kurz::A,кылгас,corto
596,breit::A,кэтит,ancho
597,schmal::A,кыараҕас,estrecho
598,dicht::A,хойуу,denso
599,dick[Gegenstand]::A,суон,grueso
600,dick[Gegenstand]::A,хойуу,grueso
601,dünn::A,чараас,fino
602,dünn::A,чараас,delgado
603,fein::A,бытархай,fino
604,fein::A,бытархай,delicado
605,fein::A,синньигес,fino
606,fein::A,синньигес,delicado
607,fest::A,бөҕө,firme
608,fest::A,бөҕө,sólido
609,fest::A,кытаанах,firme
610,fest::A,кытаанах,sólido
611,flach::A,хаптаҕай,plano
612,glatt::A,кылааккай,liso
613,hart::A,хатан,duro
614,hart::A,кытаанах,duro
615,weich::A,сымнаҕас,muelle
616,rund::A,төгүрүк,redondo
617,spitz::A,сытыы,agudo
618,spitz::A,сытыы,apuntado
619,spitz::A,уһуктаах,agudo
620,spitz::A,уһуктаах,apuntado
621,scharf::A,сытыы,agudo
622,scharf::A,сытыы,afilado
623,stumpf::A,сыппах,sin filo
624,schwer::A,ыарахан,pesado
625,schön::A,кыраһыабай,bello
626,schön::A,кыраһыабай,hermoso
627,heiß::A,итии,caluroso
628,warm::A,ичигэс,cálido
629,warm::A,ичигэс,caliente
630,kalt::A,тымныы,frío
631,kühl::A,сөрүүн,fresco
632,frisch::A,ыраас,fresco
633,frisch::A,сөрүүн,fresco
634,frisch::A,тымныы,fresco
635,feucht::A,сииктээх,húmedo
636,nass::A,инчэҕэй,mojado
637,trocken::A,кураан,seco
638,voll::A,толору,lleno
639,leer::A,иччитэх,vacío
640,offen::A,аһаҕас,abierto
641,geschlossen::A,бүтэй,cerrado
642,sauber::A,сэбэр,limpio
643,schmutzig::A,кирдээх,sucio
644,roh::A,сиикэй,crudo
645,reif::A,буспут,maduro
646,reif::A,сиппит-хоппут,maduro
647,lecker::A,минньигэс,rico
648,lecker::A,минньигэс,sabroso
649,süß::A,минньигэс,dulce
650,bitter::A,аһыы,amargo
651,sauer::A,аһыы,agrio
652,hell::A,сырдык,claro
653,dunkel::A,хараҥа,oscuro
654,schwarz::A,хара,negro
655,weiß::A,үрүҥ,blanco
656,weiß::A,маҥан,blanco
657,rot::A,кыһыл,rojo
658,gelb::A,саһархай,amarillo
659,blau::A,күөх,azul
660,grün::A,күөх,verde
661,grün::A,от күөҕэ,verde
662,grau::A,сиэрэй,gris
663,bunt::A,эриэн,multicolor
664,billig::A,чэпчэки,barato
665,teuer::A,сыаналаах,caro
666,wertvoll::A,сыаналаах,valioso
667,wertvoll::A,сыаналаах,precioso
668,blind::A,хараҕа суох,ciego
669,taub::A,дьүлэй,sordo
670,kräftig::A,модун,fuerte
671,stark::A,күүстээх,fuerte
672,stark::A,күүстээх,vigoroso
673,schwach::A,мөлтөх,débil
674,fett::A,эмис,obeso
675,schlank::A,дьылҕан,esbelto
676,schlank::A,дьыпсаҕай,esbelto
677,hübsch::A,олус кэрэ,mono
678,hübsch::A,олус кэрэ,guapo
679,hübsch::A,көрүөхтэн үчүгэй,mono
680,hübsch::A,көрүөхтэн үчүгэй,guapo
681,böse::A,өһүөннээх,malo
682,dumm::A,акаары,tonto
683,dumm::A,акаары,estúpido
684,faul::A,нэс,vago
685,faul::A,нэс,perezoso
686,fleißig::A,кыһамньылаах,aplicado
687,fleißig::A,кыһамньылаах,diligente
688,geizig::A,иҥсэлээх,avaro
689,klug::A,өйдөөх,sensato
690,klug::A,өйдөөх,inteligente
691,geschickt::A,наһаа дьоҕурдаах,hábil
692,lieb::A,тапталлаах,querido
693,lustig::A,көрдөөх,alegre
694,sanft::A,намчы,suave
695,sanft::A,сымнаҕас,suave
696,hungrig::A,аччык,hambriento
697,krank::A,ыалдьар,enfermo
698,nackt::A,сыгынньах,desnudo
699,traurig::A,санаарҕабыллаах,triste
700,lebendig::A,тыыннаах,vivo
701,lebendig::A,тыыннаах,viviente
702,gut::A,үтүө,bueno
703,gut::A,үчүгэй,bueno
704,schlecht::A,куһаҕан,malo
705,richtig::A,сөп,justo
706,richtig::A,сөп,correcto
707,schlimm::A,сидьиҥ,malo
708,schlimm::A,сидьиҥ,grave
709,schlimm::A,быдьар,malo
710,schlimm::A,быдьар,grave
711,wahr::A,кырдьык,verídico
712,wahr::A,кырдьык,verdadero
713,alt::A,былыргы,viejo
714,neu::A,саҥа,nuevo
715,ehemalig::A,урукку,antiguo
716,alt[Lebewesen]::A,кырдьаҕас,viejo
717,jung::A,эдэр,joven
718,arm::A,дьадаҥы,pobre
719,reich::A,баай,rico
720,bekannt::A,билэр,conocido
721,berühmt::A,аатырбыт,famoso
722,berühmt::A,аатырбыт,célebre
723,fremd::A,атын,extraño
724,verschieden::A,араас,diverso
725,verschieden::A,араас,distinto
726,verschieden::A,араас,diferente
727,nah::A,чугас,cercano
728,fern::A,ыраах,lejano
729,linker::A,хаҥас,izquierdo
730,rechter::A,уҥа,derecho
731,anderer::A,атын,otro
732,erster::A,маҥнайгы,primero
733,zweiter::A,иккис,segundo
734,dritter::A,үһүс,tercero
735,letzter::A,тиһэх,último
736,allein::ADV,соҕотох,a solo
737,auf einmal::ADV,биирдэ,de una vez
738,zusammen::ADV,холбуу,juntos
739,lange::ADV,уһуннук,mucho tiempo
740,plötzlich::ADV,эмискэ,de repente
741,sofort::ADV,тута,en seguida
742,später::ADV,хойут,más tarde
743,jetzt::ADV,билигин,ahora
744,heute::ADV,бүгүн,hoy
745,morgen::ADV,сарсын,mañana
746,bald::ADV,өтөр,pronto
747,bald::ADV,өтөр,en breve
748,dann::ADV,кэнна,luego
749,dann::ADV,кэнна,entonces
750,gestern::ADV,бэҕэһээ,ayer
751,einst::ADV,биир төгүл,antaño
752,einst::ADV,арай биирдэ,antaño
753,damals::ADV,оччоҕо,entonces
754,danach::ADV,аары,después
755,danach::ADV,ол кэнниттэн,después
756,vorher::ADV,урут,antes
757,zuerst::ADV,маҥнай,primero
758,einmal::ADV,биирдэ,una vez
759,manchmal::ADV,арыт,a veces
760,oft::ADV,чаастатык,a menudo
761,oft::ADV,чаастатык,con frecuencia
762,immer::ADV,мэлдьи,siempre
763,niemals::ADV,хаһан да,jamás
764,hier::ADV,маныаха,aquí
765,hierhin::ADV,бэттэх,acá
766,von hier::ADV,мантан,desde aquí
767,dort::ADV,онно,ahí
768,dort::ADV,онно,allí
769,dorthin::ADV,онно,allí
770,dorthin::ADV,онно,hacia allí
771,geradeaus::ADV,быһа,todo derecho
772,geradeaus::ADV,быһаччы,todo derecho
773,vorwärts::ADV,инники,adelante
774,rückwärts::ADV,төттөру,hacia atrás
775,zurück::ADV,төттөрү,atrás
776,unten::ADV,аллара,abajo
777,hinab::ADV,аллара,hacia abajo
778,oben::ADV,үөһэ,arriba
